ParlaMint-GB_2019-02-27-commons.u1	1. What recent steps he has taken to promote international trading opportunities for Wales.
ParlaMint-GB_2019-02-27-commons.u489	I begin by paying tribute to my hon. Friend the Member for South Leicestershire (Alberto Costa) for his amendment (b). He spoke with great distinction and clarity, demonstrating that this House can be united on such an issue as Brexit. It is challenging, but he has demonstrated great principle and a considered approach in the way in which he has been able to unify us and bring so many of us together Those of us in this House who promised to honour the vote in the referendum back in 2016—in fact, that is most of us—and who went on to stand on our respective manifestos seeking to honour that result then voted to trigger article 50 and to leave the EU on 29 March this year. We must now ask ourselves how this situation—not just the debates in this House, but the way in which the negotiations have been taking place and have been handled—looks to the 17.4 million who voted to leave, and to those who voted to remain, when it comes to respecting the result of the referendum It is inevitable that I am going to say that the negotiations have not been handled in the most structured way. The Government have missed opportunities to change their approach, and it is fair to say that the warning signs have been there for a considerable amount of time—through the proposals that became the Chequers agreement and then the withdrawal agreement, which in my view were not right for this country. However, the point is that we know that the deal as it stands now is not acceptable to many, and there is more work to do. The right response would be for the Government to carry on listening and to pursue a better deal. At the same time, we are now hearing much more about the whole push for a second referendum that would seek to deny the British people the rights and freedoms that they voted for back in 2016. Voting for delay without even specifying what would be achieved by it is not the right approach at all, and it saddens me that we are now in that position The fact is, the Prime Minister undertook to go back to Brussels to reopen the withdrawal agreement, and on 29 January this House voted and showed what sort of deal can command a majority in the House of Commons. No deal is not the outcome that we are all aiming for. We want a deal that can actually speak to the challenges associated with the backstop. All the other choices could mean that we end up going back on the verdict of the British public, backtracking on our promises and undermining democracy. The various arguments have been made about letting down our country. We will end up with irretrievable ramifications, not just for our political parties but for our democracy and our country. None of us wants to see that In the coming weeks we have an opportunity, and the Government have an opportunity, to secure a better deal and bring back a withdrawal agreement that has legally binding changes so that the UK can leave the backstop and, importantly, deliver the Brexit that the British people were promised.
ParlaMint-GB_2019-02-27-commons.u490	Yesterday, in sharp distinction to the “Groundhog Day” debates and statements from the Prime Minister that we have had previously, we had two really important concessions and changes in policy from the Government. One was the admission, at last, that the sovereignty of this House is important and that we cannot simply fall out of the EU through no deal and go on to WTO terms without this House having a say. That was always true, but the Prime Minister was forced to concede it yesterday. The second crucial concession was that it is not holy writ that we leave on 29 March and there may be a longer period. Those are both important concessions As colleagues of mine have said today, if we do get to the point, as I expect, of no deal being voted down by this House and there being a vote in favour of an extension of article 50, we need to make sure that that extension is used for a purpose and not for more of the ludicrous merry-go-round that we have had in recent months. In that context, I pay tribute to colleagues across the House—in particular, to Conservative Front Benchers who stood up for their values and refused to allow this place to be railroaded by the Prime Minister and driven to the edge of no deal However, the truth is that no deal is only marginally worse than the deal that is on offer. Indeed, one could argue quite rightly, as some in the ERG would, that in respect of the sovereignty arguments, the Prime Minister’s deal on offer right now is, in some regards, worse than no deal, however catastrophic that would be for the economy of our country. It is an absolute badge of shame for the Prime Minister that she has been dragged kicking and screaming to this point as we have lost jobs at Nissan, Honda, Ford and so many other companies across our country Yet my real concern is that the most likely outcome is still that the armchair generals of the ERG who loll languidly on their Benches are going to get their way—that they are going to get the Prime Minister to the point where Brexit goes through. They will ultimately, I think, be successful—the victors in this Russian roulette game that they have been playing for so long. There are those of us on the Opposition Benches and on the Conservative Benches who still understand and believe that Brexit is ultimately deeply destructive for our country, not just for our economy but for our values—for what we believe in, and not just in a Labour party that is overtly internationalist, outward-looking and tolerant, and understands that we need to be all those things to succeed in the 21st century and for the benefit of the wider culture of our society. It is not only me and other Opposition Members who are deeply worried by the rise in right-wing extremism in our country fuelled and delivered by Brexit. Unfortunately, those things will only be compounded if we exit, whether it is the Prime Minister’s or the ERG’s version of Brexit.
ParlaMint-GB_2019-02-27-commons.u491	I think the hon. Gentleman is rather exaggerating, if I may say so. Is not the truth, as I wrote even in 1990, that if we take away the right of the people to decide their own destiny, they will end up moving to the far right?
ParlaMint-GB_2019-02-27-commons.u492	We have seen a 100% increase in violent racist attacks since the Brexit vote—that is the truth. Brexit is exacerbating underlying problems in our society. It is a racist, xenophobic, right-wing, reactionary project, and we in the Labour party should be fighting against it with every sinew of our being I will use my last minute to plead with people in this House and across the country that if they believe, as I do, that Brexit will damage not only our economy but the values that underpin our society—the good values of Britain—then they need to start saying so. There is a narrow window of opportunity to contest this before some form of Brexit, whether the Prime Minister’s or the ERG’s, goes through. It may well go through by the end of this month There is an opportunity to speak and march against Brexit in London on 23 March. People the length and breadth of Britain should join us for that and make their voice heard. We should still contest Brexit. There is still an opportunity to beat it and allow Britain to pull itself back from the brink. It is not anti-democratic to give the people one further say. It would be the democratic thing to do, and I will urge people to do that until I can urge them no more.
ParlaMint-GB_2019-02-27-commons.u493	It is an honour to follow the hon. Member for Pontypridd (Owen Smith), although I slightly disagree with him, because I know people who have campaigned and argued over many decades to leave the European Union, such as my hon. Friend the Member for Stone (Sir William Cash), who do so for honourable motives of freedom and control over laws. I happen to disagree with my hon. Friend quite passionately about that, but he is almost as left-wing as I am on many economic matters. We should be careful about the way in which we describe the motives of people on one side or the other I congratulate my right hon. Friend the Member for Meriden (Dame Caroline Spelman) and the hon. Member for Birmingham, Erdington (Jack Dromey) on the work they have done to reach across the House. That work to bring us together is so important. Nobody will be satisfied with everything; that is an impossibility. However, we can come much closer together, and for the sake of the nation, that is vital I agree with the hon. Member for North East Fife (Stephen Gethins) that the way in which we talk about our relationship with our European friends and neighbours is extremely important. Most of them are very sad about this. They are not rubbing their hands with glee that we are leaving. They still want us to stay; I have heard that from so many people. They viewed us as a sensible, pragmatic country that helps the European cause, and they regret us leaving. It is therefore vital that as we leave—and I believe we must leave; that was the vote—we must maintain those close relationships and perhaps even get closer, because we will have to conduct them bilaterally and not through the means of the European Union. I am against this business of leaving no deal on the table. The negotiations have gone far beyond that. This is not some game of chicken. This has to be a mature, grown-up relationship between parties that will remain close even if we are a bit more separate than we have been in the past. Let us do this in a mature way I would say to my great friend, my hon. Friend the Member for Stone—he should be the right hon. Member for Stone—that I gently take issue with what he said about article 4 of the withdrawal agreement. All these matters take time to disentangle. We will leave the European Union, but it will not be a clean break. Some areas of the withdrawal agreement will go on applying for up to eight years when it comes to citizens’ rights. It is vital that, just as when we entered the European Union it took quite a long time for us to come together on the various issues of policy, so as we leave, some issues will be hangovers for a period. We should not confuse that with being subject to the European Union. We should say that those are areas where we will continue to co-operate as we gradually move apart My final point is that we need to come together. I believe that today has been the beginning of that—the tone of the debate and the speeches has been very good —and we must continue to do that as we move forward.
ParlaMint-GB_2019-02-27-commons.u494	Order. A further nine right hon. and hon. Members are seeking to catch my eye, and I am keen to accommodate them. I would simply say that interventions are perfectly orderly, but they are at this stage unhelpful to those waiting to speak. People can do the arithmetic for themselves. There is only half an hour or so to go before the Front-Bench winding-up speeches.
ParlaMint-GB_2019-02-27-commons.u495	It is an absolute pleasure to follow the hon. Member for Stafford (Jeremy Lefroy). How much I agreed with everything that he said The situation is really quite disgraceful. It is a disgrace, and when history records what has happened over the last two and a half years, it will not falter to put the blame where I am afraid it has to be put. It will not fail to observe that one of the most striking features of the last two and a half years, among too many right hon. and hon. Members in this place, has been a breath-taking lack of courage and honesty. When I say that I mean honesty about the situation we found ourselves in after the EU referendum, honesty about the choices we face and honesty with the electorate about the consequences of the choices we face As I think everybody in this place knows, I was one of the people who, with members of then other political parties—I am not actually in a political party at the moment; that does not really matter—founded, and I am proud of the fact that we worked cross-party, something called the People’s Vote. It came after a great deal of thought and consideration. As far as I am concerned, it is not designed to thwart or frustrate Brexit; I get tired of some of the words that are used in such a disparaging and very silly way. It was a genuine desire to find a solution to the unholy mess that we had got ourselves into, and I still believe that the only way through this mess and through this crisis is by taking it back to the British people. I take very grave exception to hon. Members on the Conservative Benches, who really should know better, saying that in saying we want a people’s vote we are saying that people were stupid, did not know better and did not understand back in 2016. Let us be very clear about why so many of us who believe in a people’s vote, and it is a growing number, take that view in the face of the death threats, the threats to our safety, the threat of deselection—not now in my happy case—and so on. The reason we say it is that it is right that people are entitled to change their minds. It is right that young people—denied a vote by virtue of their age in 2016, but now obviously of the age when they can vote—should have a say about their future, given that they more than anyone will bear the burden of Brexit. But there is this: now we know what Brexit looks like, and we did not—any of us—know what we meant when we put to the Great British people the option of leave I do take grave exception to something else: the fact that this Government—a Conservative Government—have still refused to take no deal off the table. I take grave exception to that not only because there is no mandate for it and it was not promised at all—in fact, the opposite was promised by leave campaigners, who promised us a deal before we even left the European Union—but because this Government know the facts about the huge danger that it poses to the economy and the future prosperity of all the people of this country, and faced with those facts in black and white, as I saw yesterday, they still refuse to take it off the table. That is my priority—making sure that no deal is not an option—and that is why I will be supporting amendment (a).
ParlaMint-GB_2019-02-27-commons.u496	Following the long-running British soap, “Carry On Brexit”, is testing for everyone. However, tonight things have changed, in ways that I do not think the right hon. and learned Member for Holborn and St Pancras (Keir Starmer) quite realised. He said that nothing will change, and that this will not work. In fact, a lot has changed, and I believe that it can work. Let me explain why The outstanding issue between the Government and the EU is restricted to an insurance policy for the Northern Ireland border that both sides have said they would not wish to trigger. It cannot be beyond the wit of the UK’s and EU’s diplomatic skills to resolve this issue. When the Exiting the European Union Committee was in Brussels a month ago, I summarised a way through that amounts to a legally binding annexe with a backstop review clause, ensuring that we cannot be locked into the customs union indefinitely against our will. That led to revised advice from the Attorney General and triggered support from the Democratic Unionist party of Northern Ireland and from the European Research Group on this side of the House There was no objection to that in Brussels but simply a question about whether such changes would pass in the House of Commons. None of us will know that until the votes are counted, but such changes should—I believe would—be the catalyst for success, urged on by a recognition of what would happen should Parliament not approve the withdrawal agreement Bill and then vote, under the Prime Minister’s commitment, to proceed without a deal. There can be no doubt about the result of that. We may not have the support of all my colleagues, judging from the speeches of my hon. Friends the Members for Stone (Sir William Cash) and for South Dorset (Richard Drax), but paradise is not for this world. What matters today, therefore, are the amendments proposed. I believe the Letwin-Cooper and Spelman-Dromey amendments will not be moved, and the Costa amendment has been accepted. As a signatory to amendment (b), tabled by my hon. Friend the Member for South Leicestershire (Alberto Costa), I know that the EU has the same difficulty in agreeing to the same commitment to the rights of UK citizens in the EU as we have to EU nationals here, because it does not have the authority to do so over the 27 member states’ sovereignty. However, the European Parliament’s Brexit co-ordinator, Guy Verhofstadt, has clearly said that the European Parliament will not accept uneven citizens’ rights when it considers the withdrawal agreement Bill and will therefore oblige the European Union to ensure reciprocity. I am therefore pleased that the Government have accepted the spirit and direction of this Conservative-led amendment That leaves us with amendment (k), tabled by the right hon. Member for Ross, Skye and Lochaber (Ian Blackford), which has been made redundant by the Government’s commitment to a vote on no deal if the withdrawal agreement is not approved, and amendment (a), tabled by the Leader of the Opposition. The right hon. and learned Member for Holborn and St Pancras’ explanation of amendment (a) was, in my view, weak. None of his points referred directly to citizens’ rights, money and Northern Ireland—the three ingredients of the withdrawal agreement. Everything that he mentioned is sketched out in the political declaration and will be negotiated in detail during the transition period, as he knows. I therefore cannot see any reason why Labour Members, elected on a similar manifesto to Government Members, should not support the Government on the withdrawal agreement Bill My message is clear: the Government and the European Union must resolve the backstop issue, to relieve and reduce the already increased uncertainty of citizens and businesses across Europe, as soon as possible. Having done so, Labour should continue to talk with the Government, because the differences between our manifesto, which seeks a customs arrangement, and theirs, which calls for a customs partnership, should surely not be insurmountable. Everyone—especially those who have emailed me to suggest that no deal is no problem—should read the Government’s recently released analysis. It would be a problem. We must support the Bill.
ParlaMint-GB_2019-02-27-commons.u497	I have not met a Member who supports no deal who has experienced real poverty—the scarcity that, in previous eras, was so common: the destitution that families endured in workhouses in Victorian England, the deprivation in the east end that led to the birth of the Salvation Army. There may be a few left now who experienced forced rationing during the second world war However, having grown up in the shadow of the Broadwater Farm estate in Tottenham in the 1970s, I know what it feels like to get home and find the cupboards empty; the indignity of living pay cheque to pay cheque; the melancholy of not being able to spend time with family at weekends because they work three jobs, as my mother did.
ParlaMint-GB_2019-02-27-commons.u498	Will the right hon. Gentleman give way?
ParlaMint-GB_2019-02-27-commons.u499	I will not, because of the time available If we do not stop a no-deal Brexit, a whole generation of families will be impoverished. “Project Fear” will become project reality. The Government’s own assessments, forced out last night, estimate that no deal will make our economy up to 9% weaker over 15 years. Food prices will rise and customs checks will cost British businesses £13 billion per year. This will make the 2008 recession seem like a blip. Hundreds of businesses and thousands more jobs will leave the country. The Governor of the Bank of England has warned that house prices will crash by up to a third. Sainsbury’s, Asda and Co-op told us that no deal will leave our shelves empty. The Health Secretary could not rule out medicine shortages causing early deaths. Britons living in Europe will lose their rights overnight. We will fall out of the EU’s crime-fighting agencies and lose the European arrest warrant. No-deal Brexit is a dereliction of the first duty of a Government, which is to keep the public safe, so I suggest to the Government that they should say tonight that they would vote against that no deal Crashing out of the EU without a deal would be the single greatest failure of this Government and of any Government in modern British history: a failure of leave campaigners to deliver the utopia they sold to voters in 2016; a failure of Parliament to stand up for our constituents; and, most of all, a failure of the Prime Minister to put the country before her party and her narrow self-interest. By refusing to rule it out herself, she is deliberately causing confusion, pain and panic. The Prime Minister has made a Faustian pact with the hard-right mob in her party who want to dismantle the EU’s social protections at any cost Brexit is a con by multi-millionaires to convince the poor that the metropolitan middle class has screwed them, knowing full well that the financial crisis is the fault of their own gambling on the markets and that Brexit is a chance to double down on it again. The Brexiteers have enough capital to profit out of this disaster, so I will call them out. The hon. Member for North East Somerset (Mr Rees-Mogg) has already moved two investment funds to Ireland. The right hon. Member for Wokingham (John Redwood) has campaigned for a hard Brexit while advising investors to pull their money out of the UK. Lord Lawson of Blaby has applied for French residency, Nigel Farage has got German passports for his children, and Sir James Dyson has moved his company headquarters to Singapore. Mr Speaker, leave really did mean leave for these men Let me say this directly to those who told us that Brexit was about taking back control. You do not have control when you are living in destitution. You do not have control when you cannot find work. You do not have control when your rights are sold off and dismantled for profit. There is no dignity in poverty, only shame. So shame on the ERG for what they are doing to this country. Shame on the Prime Minister for failing to say “no. And shame on anyone who would vote to make this country poorer. We should take no deal off the table.
ParlaMint-GB_2019-02-27-commons.u500	Eighty-four days ago I last spoke in this Chamber on Brexit and since that time nothing has fundamentally changed: the EU remains as intransigent as ever and people in this place are seeking to frustrate the will of the people, as was so eloquently outlined by the right hon. Member for Tottenham (Mr Lammy). As the son of a milkman and the grandson of miners, I will take no lessons from him I and people like me who voted to leave still believe in leave. All the while, the people out there—the 17.4 million people out there—are bewildered by what goes on in this place and by what is happening. I can tell you what has changed in this place in the past 84 days: we have lost our nerve, if we ever had it in the first place. The hyperbole has gone up and the hysteria has gone up, but all the while people out there do not understand what we are doing What should have changed in this place in the past 84 days is that we should have got real and recognised that what has happened is only hamstringing our ability to get a deal from the European Union right now. What also should have changed in the past 84 days was that the Government should have actually tried to negotiate in a meaningful way, and taken something like the Malthouse compromise and pushed it through in a way that I am not convinced they are yet doing. We have to realise something in this place, and I hate to break it to you all, but it is not about you—[Interruption.] You outsourced this decision in 2016 to the people and you are now trying to in-source, erroneously, the implementation, and it is not working. You do not understand the democratic deficit that is coming out and that I see in my constituency, and I am sure hon. Members—[Interruption.]
ParlaMint-GB_2019-02-27-commons.u501	Order. The hon. Gentleman must be heard. I know that he is using the word “you”—he is using it as a rhetorical device. I do not take offence at that, but he must be heard.
ParlaMint-GB_2019-02-27-commons.u502	Hon. Members do not understand the democratic deficit that is coming out and that is completely obvious in places like my constituency and elsewhere. This is not about us. We have a decision to make. I am happy to compromise. I will compromise on money and on timelines—if I have to—and with such things as the Malthouse compromise, but I will not take false choices and false options, which it seems are about to be presented to us We have a clear decision to make. If a good deal is put to this place in a few weeks’ time, I will vote for it, and vote for it happily. However, this place has already said that the deal that came here last time was a bad one. If that deal comes back and it is not materially changed I will vote against it, because it will not work for our country in the long term. I will vote against taking no deal off the table because that would hamstring our ability to negotiate, and I will vote against an extension of article 50, because there is no reason to extend it when we do not know why we are asking for that extension. We have a choice to make. The people out there are watching and they are tired of and bewildered by the games that are being played in here. We have to leave on 29 March, and I hope that people will wise up in the next few days and weeks to make sure that happens.
ParlaMint-GB_2019-02-27-commons.u503	Order. After the next speaker, the hon. Member for Perth and North Perthshire (Pete Wishart), the time limit on Back-Bench speeches will go down to three minutes in a bid to accommodate everybody, but he luxuriates in the lather of four.
ParlaMint-GB_2019-02-27-commons.u504	I know that it is traditional in this House to say, “It is a pleasure to follow the hon. Gentleman,” but may I say that it is not a pleasure at all? I represent probably everything that he does not, and I will tell him something: I loathe Brexit—I truly, utterly loathe it. I hate the economically disastrous, isolating ugliness of the whole project. I particularly loathe the fact that the Government are prepared to take my beautiful, consensual, inclusive nation out of the European Union against its national collective will Just when we thought that this overwhelming, chaotic cluelessness could not get any worse, we have this week. I am trying to figure out what has happened this week. I hear all the warm remarks that somehow there is a bit of progress and that we are actually a few steps forward. My sense of what we have actually done is this: we are still going to leave, but just not on the day that we thought. We might have a no-deal Brexit, but it is very unlikely that no deal might extend to the 29th. We have not got a clue on what sort of basis the Government want to leave. They are hoping in vain that somehow the European Union will grant some sort of concession on the backstop. We have already heard from the French that they are not prepared to have an extension unless it is for a purpose. This is all for absolutely nothing. Their Brexit is breaking the country. It is now starting to break the UK political parties, and it is well on its way to consuming this Government, too This is perhaps the greatest post-war political disaster in our politics. It will be remembered as the single greatest failure of any British Government, and let us remember that it is exclusively a Tory Brexit, almost laughingly designed to try to resolve the differences about Europe in the Government’s own party. Not only has it further divided their rotten party, but it has divided a nation and taken it to the brink. It is they that initiated, designed and administered it. It will define them for decades to come. This chaos will be their legacy The Government have driven us along this Brexit road with all the guile of Wile E. Coyote with an Acme rocket strapped to his back. Now the road is running out and that final boulder is about to come crashing down on their head, yet they say that I have to support their Brexit. They say that if I do not support it, I risk a no-deal Brexit and all the chaos that will bring. I will never support their Brexit. I will never accept my country getting taken out against its will. I will not support anything that makes my constituents poorer. I will not support the end of freedom of movement, which will decimate businesses in my constituency and stop population growth in my country. I will never, ever accept the fact that the rights that I enjoyed to live, to work, to love across a continent will be denied to future generations of young people. I will never, ever accept that. We have tabled an amendment to revoke the whole ugly business. This madness must end. We have had our chance. I know that our amendment (g) cannot be debated because it has been signed by only 12 Members, but I bet that if it were put to the public just now, it would be about the most popular option in this country, just to end this madness, and I hope that we still get an opportunity. To vote on it However, Scotland has a way out. We can get off the sinking ship. At some point, the question will have to be put to the Scottish people: do you want to be part of this doomed Brexit deal, or do you want to be an independent nation, making its own way in the world? Imagine if all we could aspire to as a nation was Brexit Britain. Scotland deserves much better than that, and when Scotland gets that opportunity and that chance, Scotland will take advantage of it, and we will be that independent nation—an independent nation within the European Union.
ParlaMint-GB_2019-02-27-commons.u505	Three-minute limit. I call Joanna Cherry.
ParlaMint-GB_2019-02-27-commons.u506	I rise to support amendment (k), in the name of my right hon. Friend the Member for Ross, Skye and Lochaber (Ian Blackford) The distinguished political journalist Robert Peston has pointed out that the amendment rules out a no-deal Brexit completely, not just on 29 March but in perpetuity, and should therefore be supported by all Opposition Members, including the Labour party, and many Conservative Members. I am delighted that the amendment has the support of Plaid Cymru, and of the hon. Member for Brighton, Pavilion (Caroline Lucas), of the Liberal Democrats, of the Independent Group, and of the Labour party and, I understand, some Members on the Government Benches. I think it shows that there is a majority in this House to rule out no deal completely Given that the Government’s own Business Secretary has said that no deal would be ruinous, given what the right hon. Member for Broxtowe (Anna Soubry) has said about the documents that she has viewed in some detail, and given what the hon. Member for Stafford (Jeremy Lefroy) said about this not being a game of chicken, supporting the amendment is a no-brainer. I entreat hon. Members across the House to put aside any reservations about the Scottish National party. They may not agree with all our programme. That is fine; that is their right. But there is a majority across this House to rule out no deal, and I ask hon. Members, particularly on the Government Benches, to live up to what they have said across the media and to have the gumption to support this now cross-party amendment, albeit led by the SNP, to rule out no deal completely It is simply not true that no deal cannot be ruled out completely. Why would any country want to shoot itself in the foot in that way? It is ruinous, as the Government have said. We can rule out no deal. The reason we can rule out no deal is that even if the European Union did not give us an extension, we have the means to revoke article 50, thanks to the case that I and others took to the European Court of Justice. I declare my interest in respect of the Good Law Project in that regard I entreat hon. Members: today, rather than this being yet another talking shop because certain amendments have been pulled, this is an opportunity to rule out no deal in perpetuity. Those on the Opposition Benches are supporting the amendment. I know that some hon. Members on the Government Benches have said that they will support it. I hope that more will do so, because we can defeat the Government’s madness on this tonight.
ParlaMint-GB_2019-02-27-commons.u507	With 31 days to go, yesterday saw us take the first step back in this House from the precipice towards which we were heading. Had we plunged over the precipice into a no-deal Britain, our country would have been the poorer for a generation. At the next stages, there can be no backsliding on the commitments that have been given, both yesterday and today. The progress made follows sustained cross-party campaigning, exemplified by the excellent leadership of the right hon. Member for Meriden (Dame Caroline Spelman) In bringing home the consequences of a no-deal Brexit, we have built a powerful business coalition, and their voice could not be clearer. Only yesterday they met here, against the background of already painful consequences being felt, including in our factories, such as Jaguar Land Rover, where thousands of jobs have gone The CBI said that it had seen the fastest drop in services since 2008. Barclays was moving £190 million of investment to Dublin. Billions were being spent on contingency planning. The TUC talked of a devastating impact: already thousands—tens of thousands—of workers were losing their jobs. The chief executive of Virgin said that the company had invested £30 billion, and had brought in American investment in particular, but now the growing uncertainty was leading to investment decisions being taken against Britain. The Food and Drink Federation said that an eighth of its members felt that no deal could threaten their viability The National Farmers Union spoke out. From plough to plate, there were grave concerns about the consequences of a no-deal Brexit. Ford said that vehicles were already in transit, but that it did not know what the tariffs would be when they landed. A major health and safety company that was to make a 1,000-strong investment in Northern Ireland has now pulled back from that investment. The ceramics industry is panic-stricken at hard Brexiteers’ notion of zero tariffs, fearing the impact that it would have on their businesses. The Investment Association talked of the shift of investment to Asia in particular. A major engineering company said that a £35 million regional headquarters had been shelved I could go on, but all I can say in the time available to me is that if we have taken a step back from the brink—and we have—there is no majority in the House, and never will be, for a hard Brexit, a no-deal Brexit. It is therefore crucial for us to come together during the next stages, across parties, as we have done, to frustrate a no-deal Brexit and to agree a new settlement for our country that can command the confidence of the country, and will be in the best interests of the country. We stand ready to undertake that great enterprise, and I hope that all Members will do likewise.
ParlaMint-GB_2019-02-27-commons.u508	It is easy to ask what has changed since the last debate, and the one before that, and the one before that. I was tempted to talk only about what has changed, because I could quite easily fit “nothing” into four minutes. However, something important has changed. The clock has changed. Cliff-edge day is getting nearer and nearer. The Prime Minister insists that this is not a deliberate, cynical and criminally reckless ploy to run down the clock and blackmail us into voting for a rotten deal as the only alternative to no deal at all. I do not believe that, and I doubt that many other Members in the Chamber do either I have been accused tonight of not understanding democratic deficits. I have visited the Dutch Parliament, and I know that Dutch Members of Parliament are able to vote every time a Minister goes to the European Council to tell the Minister how to vote. We are not able to do that. I serve in a Parliament nearly three quarters of whose Members are appointed by patronage and favour, not by democratic mandate. I know about democratic deficits. I have never been alive at a time when my country has voted for a Conservative Government, but Conservative Governments have ruled over me, and misruled over me, for more than half my life. No one in this place is going to tell me, or five and a half million of my fellow Scots, that we do not understand what a democratic deficit means I must point out to the hon. Member for Gloucester (Richard Graham)—although I do not know whether he is still in the Chamber—that our amendment is not redundant. The Prime Minister has not promised to give us a chance to take no deal off the table. She has offered to give us a chance to take it off the table on 29 March. I want it off the table on 30 March, 31 March, and every day from then till kingdom come. It is not acceptable that the Prime Minister has refused to confirm that that will happen if the House rejects no deal for a second time. We have already rejected it, and it is still on the table. How is that for a democratic deficit We have seen so many principles of good government thrown out of the window by a Government who now seem almost to be playing the game that winning a vote is all that matters. It does not matter what is in the vote. It does not matter if they win a vote to take us over a cliff edge, as long as they win it. My hon. Friend the Member for Central Ayrshire (Dr Whitford)—who I do not think is in the Chamber now—brilliantly described the choice that we are being offered: she said that the Prime Minister’s deal takes us over the cliff edge, but with luck we might have time to knit ourselves a parachute on the way down, before we hit the ground This is not a good enough choice. Those who want to force Parliament into such a non-choice are not being democratic. They are seeking to frustrate the clearly expressed will of the House. The House does not want to be forced to choose between a rotten deal and no deal. Some of us have another choice before us. Scotland will never accept the xenophobic, isolationist and divisive future that the Government are trying to force us into. Scotland has an alternative future, and that future will be claimed by the people of Scotland before very long.
ParlaMint-GB_2019-02-27-commons.u509	One thing I have noticed in the whole debate about Brexit is that small groups with very loud voices tend to dominate, and this afternoon I had a message from a constituent who said: “Where did it say ‘leave with a deal’ on the referendum paper; it never did—did it?” There are small groups who think no deal is the way forward but the vast majority of my constituents, many of them among those who voted to leave in 2016, want to leave with a deal that delivers on the promises made in 2016 I certainly believe it is reckless to leave with no deal, and what the hon. Member for Stafford (Jeremy Lefroy) said about the negotiations now having gone too far and that no deal should be taken off the table is absolutely right. I welcome the fact that we will have the opportunity to stop a no deal crash-out of the EU in the next few weeks, although very late in the day I want to speak briefly to amendment (a). I am pleased that it has been tabled by my Front-Bench team and selected. It is credible; it is a sensible way forward. Of course it opens up the political declaration, but we know that the EU is open to that. It is such a shame, and I feel really let down by the Prime Minister, that over the last two years she has not felt able to act in the national interest and reach out across this House. She has decided on those red lines, it seems, all by herself, agreed with no one but herself. There has been no real attempt to work cross-party It could have been so different, and I do think it could have strengthened her hand in her negotiations with the EU if she had had Parliament backing her when she went into those discussions. I also think it would have stopped her suffering the biggest ever defeat in parliamentary history, which happened last month Amendment (a) is the best chance to deliver on the promises made to my constituents and everyone else’s constituents in 2016: to protect jobs and trade, and, as an MP representing a university seat, to protect some of our excellent educational schemes such as Erasmus, and also to protect the security of this nation and, finally, the dynamic alignment of rights and protections—which must be, of course, something we all support. So I am pleased that amendment (a) will be voted on this evening and I encourage everybody to get behind it.
