ParlaMint-GB_2019-10-24-commons.u1	1. What steps he is taking to improve transport sustainability.
ParlaMint-GB_2019-10-24-commons.u513	I take the opportunity to welcome His Excellency Antonio Jose Ardila, the ambassador of Colombia, to our proceedings today.
ParlaMint-GB_2019-10-24-commons.u514	I welcome the Queen’s Speech. It is wide-ranging and relevant and it has ambition for the country and the regions As a Greater Manchester MP, I understand the importance of ensuring that the benefits of a prospering economy reach every corner of the UK. For decades, the north of England has lagged behind the rest of the UK, especially London, economically, but the devolution agenda, in the guise of the northern powerhouse, set in motion by the Conservatives in government, has changed and empowered the ambition of the northern city regions and Greater Manchester has been at the forefront. The plans for a national infrastructure strategy are timely and I welcome its two key aims Investment in vital infrastructure and improving living standards are principal drivers of change, and the ability to deliver better jobs and opportunities is the foundation of a healthy and productive local economy. Opportunity begins with education. Because of the historically low levels of funding in Stockport our schools have received significantly less per pupil than other areas, so I welcome the recent increase in funding, with all but three of the schools in Cheadle benefiting, in some cases by almost £500 extra per pupil When we properly fund our children’s education we are investing in their future and expanding their opportunities in employment. Low unemployment in Cheadle indicates a strong economy, but the ambition across our region is also for greater employment opportunities, particularly in developing a high-tech, digital and biotech business environment that will see the Cheshire-Manchester science corridor rival that of Cambridge. The first industrial revolution began in Manchester, and this national infrastructure strategy heralds the emergence of the fourth industrial revolution in the north Delivering higher-quality, better-paid jobs is not simply an end in itself, but links to a healthier population and a more productive workforce and economy. We can close the productivity gap between London and the north more easily with a healthier workforce. Health is a driver of a strong economy. Recently, the Northern Health Science Alliance highlighted the link between increased health spending in the north and productivity. Its “Health for Wealth” report indicated a strong link between health spending and the boost in productivity that we can expect. That is why the increased funding package for the NHS and the £30.6 million for Stepping Hill Hospital in my constituency are most welcome Transport is also devolved in Greater Manchester, and while I await the Mayor’s plans for the implementation of measures made possible through the Bus Services Act 2017, I ask the Government to consider how they can support any changes that may be implemented. My constituents should not have to endure an undue financial burden in order to accommodate the Mayor’s franchising proposals A national infrastructure strategy needs a national infrastructure project. I was initially pleased to hear the Prime Minister’s commitment to Northern Powerhouse Rail between Manchester and Leeds, and I, along with other northern MPs, will continue to press for its full completion. Delivering on the Northern Powerhouse Rail proposals would mean that businesses and commuters will be within 90 minutes by train of four or more of our largest cities. I have also made representations to the Oakervee review, stressing the importance of HS2 to the north and to my constituents. Rail projects between north and south and east and west should be delivered from the north and delivered as one national infrastructure project The second key strand to the strategy is addressing the critical challenges posed by climate change, building on the UK’s world-leading commitment to achieve net zero emissions. I therefore welcome the Environment Bill. However, I urge the Government to consider what more can be done about flooding, because homes and livelihoods in my constituency have been put at risk. Repeated flooding has caused many people to be out of their homes for some time, and yet they are unable to access resilience funding, so I ask the Government to consider a permanent resilience fund.
ParlaMint-GB_2019-10-24-commons.u515	The Queen’s Speech had nothing to say about debt but, unfortunately, debt continues to blight millions of our citizens, and the situation is getting worse. Nearly a third of people expect their finances to worsen in the next year, with only 14% expecting their situation to improve. The number of people saving is dropping, with a quarter of British adults having no savings at all. I am pleased that the Government have committed to breathing space, even though it will only come in in 2021, but what about the other plank in that strategy: statutory debt repayment plans? They will need primary legislation, and I was surprised to see no plan for that in the Queen’s Speech In the meantime, the Government can do much more to help those who have fallen into problem debt. We need increased funding for debt advice. I am not just talking about public money; I am talking about initiatives such as the Financial Conduct Authority’s levy on lenders and the “fair share” scheme. The banks are simply not paying enough, and the utility companies are not stepping up to the plate by joining the scheme. It is great to have policies for vulnerable customers and to try to prevent debt, but people will fall into debt because they lose their job or become sick. If organisations will not act voluntarily, there is a strong case to compel them, and Her Majesty’s Treasury should take note The Government also have an important role to play in reducing debt by overhauling their own debt collection practices, particularly the use of bailiffs. At the very least, we need an independent regulator of bailiffs and a commitment to use a fairer and more enlightened form of debt collection that puts the ability to pay first. The Government should also look at the policies that are helping to create debt in the first place, such as the freezing of benefits since April 2016 and the five-week wait for universal credit claims. Some 49% of benefit claimants affected by the freeze have struggled to meet essential costs, and many are using food banks. The Government should end the freeze and reduce the five-week wait by bringing forward the first non-repayable payment to no later than two weeks into a universal credit claim Another struggling group are the 1950s-born women. They did the right thing. They worked, they brought up their children, and many looked after elderly relatives, but they have been hit by successive rises to the pension age. The women who had just 18 months’ notice under the Pensions Act 2011 were particularly hard hit, so it is of no surprise that many of them tell me that they are falling into debt or using food banks. They are angry, and rightly so, that their great contribution has been of so little value to this Government. I commend St John Rigby College, Winstanley College and Wigan and Leigh College, which take students from across my constituency. They have struggled with underfunding for many years, but they continue to provide an excellent education for young people. It is time to raise the rate Older people, families and young people are all struggling. Few have any confidence that their finances will improve. There is much this Government could have done not just to improve the safety net when people need a little help but to ensure that the safety net is needed less and less.
ParlaMint-GB_2019-10-24-commons.u516	It is always a pleasure to follow my neighbour, the hon. Member for Makerfield (Yvonne Fovargue). What she says about debt and the issues around debt needs to be addressed On this final day of debate on the Queen’s Speech, it is right that we focus on the economy, which underlies and funds all the vital public services on which we depend. Without a strong economy we would not be able to invest in law and order to recruit 20,000 extra police officers. I agree with the Prime Minister’s focus on reforming sentencing, and we also need the 10,000 additional prison places. That is a key part of what we can do with a stronger, more robust economy There is more money for education, with £14 billion to level up standards and to level up investment in education right across the country A stronger economy delivers for our local communities, too. The Mayor of Greater Manchester created the town centre challenge fund a couple of years ago, and I wanted Atherton in my constituency to receive money to improve our town centre. Unfortunately, Wigan Council, which has been running the show so badly for such a long time, said that Atherton town centre needs so much more work than the fund can afford that it had decided not even to put Atherton forward for the funding. The contrast between the leadership of Wigan Council and the leadership of Bolton Council is profound I am pleased the Government are championing the cause of our towns. For so many years we have heard about the north-south divide, and we are increasingly hearing about the divide between our cities and our towns. I am pleased the Government are supporting Bolton with £25 million from the stronger towns fund, which is incredibly important. The future high streets fund is also investing up to £150,000 in the town centres of Bolton and Farnworth. Such rebalancing between our cities and towns is important The leadership of Bolton Council is looking after the smaller towns and villages in the borough of Bolton, as well as looking to secure £1.2 billion of investment in Bolton. As the centre of our borough, it is important that we get investment in Bolton. The council is also investing £4 million each in four of our smaller towns and local centres to make sure our local towns get the investment they need. It is about rebalancing the north and south and rebalancing our cities and towns, but it also about rebalancing between the larger towns and smaller towns in boroughs such as Bolton I am pleased the Government have a strong focus on health, which is incredibly important. I am particularly pleased to see the investment to create a medical training college in Bolton. Bolton College, Bolton University, the local clinical commissioning group and Bolton Council have a vision for investment in health, which is so important to the country.
ParlaMint-GB_2019-10-24-commons.u517	It is a pleasure to follow the hon. Member for Bolton West (Chris Green). This Queen’s Speech shows an incredible level of ambition, with 26 Bills and no Government majority to deliver them. High hopes indeed this Government have for our nation. Or could it be, just possibly, that the Government have no ambition at all to deliver this programme and it is nothing more than a naked pre-election stunt? Please do not call a Division on that, Mr Deputy Speaker The Prime Minister claims to be turning on the spending taps, but the truth is that the trickle of money from the Government goes nowhere near reversing the level of cuts the Conservatives have introduced since 2010. For the Welsh Government that has meant a decade of diminishing budgets; even with the Chancellor’s extra £600 million for Wales, the Welsh Government’s budget for 2021 will be £300 million lower in real terms that it was in 2010-11. My Neath Port Talbot Council has had to remove more than £80 million from its budget since 2010 and it is expected to find a further £42 million of cuts between now and 2023. Some 28,000 local government jobs in Wales have been lost since 2010 As budget cuts have gone deeper and deeper, it has become impossible to sustain local services. Dedicated residents have volunteered to run libraries in Taibach, Briton Ferry and Cymmer, as well as the Noddfa community hall, the Gwynfi miners hall and the Afan Valley swimming pool. While the Government have stood by, our communities have stood up, but they should not have to; community action should be in addition to the state, not in place of it Fair funding also means replacing EU funding post-Brexit. Regional development funding has been crucial in boosting less prosperous areas all over the UK. My constituency is one of those areas that has benefited. Last year, I set up the all-party group on post-Brexit funding for nations, regions and local areas, which I chair. We have a real fear that the promised UK shared prosperity fund, which will replace EU funds, will be not only a financial grab, but a power grab by a UK Tory Government clawing back powers that sit naturally with the devolved Administrations. The great advantage of the current EU system is that it is data-driven and evidence-based, thus guarding against pork barrel politics. There is a real worry that the SPF will become a politicised slush fund, with a Conservative Government using it to buy votes in marginal seats. There is still no news on the SPF from Ministers. It has already been delayed and time is now running out for organisations on the ground, which need to plan for the future The Welsh are a proud, resilient people. We are not looking for special treatment. We are looking for a fair deal, and that is true of people across Britain. The Government like to cite headline employment figures, but when we scratch below the surface we see insecure work and low pay, and, as a result, low productivity. In the UK economy, all that glitters is not gold. The Chancellor offers warm words on an infrastructure plan, but does this really cut the mustard, after 40 years of an economy built on the agglomeration of wealth, power and opportunity in our major cities, at the expense of industrial, rural and coastal areas? We need real change; a national investment bank with regional divisions; a green jobs revolution, underpinned by a 21st-century steel industry; and a proper alterative to post-16 academic education. This is the whole-nation politics that Britain, Wales and the people of Aberavon need and deserve. This is the vision, and the Queen’s Speech will fail miserably to deliver on it.
ParlaMint-GB_2019-10-24-commons.u518	Thank you for drawing me out first in the ballot this morning, Mr Deputy Speaker. I am not sure how long we will have to get the Bill through, but perhaps I should be less keen on an election now than I was first thing this morning This Queen’s Speech offers a plethora of things that will be warmly welcomed in my constituency: getting Brexit sorted; £34 billion for the NHS; £14 billion for schools; 20,000 more police officers; longer prison sentences; a world-leading Environment Bill; faster broadband; and investment in infrastructure. With a list like that, what’s not to like? It is almost churlish to think of some ideas that the Government have not included, but I have three and a half minutes left, so I ought to have a go. First, may I urge the Government that we need a bit of a focus on what we need to do to improve things in the harder-to-reach parts of the country? I would include in that the smaller towns in constituencies such as mine, where investment has not come at the rate it has into cities or other parts of the country, and where investment in schools has lagged behind. The rise to £5,000 from next year gives my local schools a 6% increase overall and is greatly welcome, but we have not got school standards in the white working-class areas of the country, especially for boys, anything like as good as we would need them to be. Perhaps it is now time for a targeted focus on how we get standards in areas that are behind up to the national average Another issue is how local economies retain the skills of people when they have perhaps been to university or elsewhere, rather than having brain drain when they move elsewhere. I support an idea from local employer David Nieper Ltd, which would like to have some extra support so that small and medium employers can sponsor young people from the area through university courses that their businesses need, in return for those young people working in the businesses afterwards. Perhaps a version of the R&D tax credit for a skills tax credit could help in that situation. It would keep people in the local area and they would end up with less debt. It would be a win all round Let me touch on what else we could do to boost the regional economy once we have left the EU and have much more freedom for our tax regime. One thing we should look into is what tax-varying powers we could use for the regions of England, rather than thinking that that can be done only for the devolved nations. I cannot see any reason why we could not have a lower corporation tax rate in the midlands and the north, to encourage business investment in those areas rather than just in the south-east. Why could we not have a different business rates regime? Why could we not have lower air passenger duty to boost connectivity into regional airports, rather than the crowded south-east? All these things would boost the regional economy, and they would not need to be applied in London so would not cost quite so much money Finally, I should mention the very welcome Pension Schemes Bill that was announced in the Queen’s Speech. It has not been the subject of much excitement today. The really important measure in it is the one on the pension dashboard, which will mean our constituents will all be able to find out exactly how much pension they have saved. There is a real risk, though, that they will find out that they do not have enough. We need to do more to boost saving, for both pensions and other things. I urge the Government to think about that We have successfully escalated auto-enrolment levels without the opt-out levels that were feared. Is it not now time to try to increase savings levels a bit earlier than the mid-2020s, so that we can try to get people to save the amount that we know they really need? Is there any way that we can add some flexibility into the system, so that perhaps people in their early 20s are not faced with a choice between saving for a pension and saving for a deposit on a house? Is there a way they could use their pension to get on the housing ladder? That would be a huge asset in their retirement and save them paying housing costs. Overall, I am more than happy to support the Queen’s Speech. It delivers on most of my constituents’ priorities and I commend it to the House.
ParlaMint-GB_2019-10-24-commons.u519	This is a Queen’s Speech for a parallel universe. It was called to set out an electioneering position for a Tory party that had planned that, by now, we would be about to launch into a general election. I am afraid it has all the hallmarks of a hollow, shallow, arrogant Government who seek to put party before country, with a hard Brexit that will hit my area and the people I am so proud to represent harder than anywhere else in the country We have already had decades of being left behind in this unequal, loaded economy. Through no fault of their own, the people of Teesside and Redcar are struggling more than most. Unemployment in our area currently stands at 4.8%, as opposed to 3.1% nationally. Some 43% of our households have no adult in work and a third have at least one person with a long-term health problem or disability. The number of young people not in education, training or employment is two and a half times the national average. Why should the young people of Redcar and Cleveland not have the same opportunity as those elsewhere in the country to live, work, flourish and prosper One in 10 people in my area has no qualifications at all. There are seven secondary schools and a college in my constituency, yet only one of those institutions offers A-levels. Out of our total of 54 schools, 53 have had funding cuts—that is £27.8 million taken out of our local schools, or £349 taken from every single one of Redcar’s children There is a wider crisis in respect of the children in our borough and the challenges for the families who look after them. A quarter of our children live in poverty and, since 2012, Redcar and Cleveland has seen a 73% increase in the number of children going into care. This is a crisis, and all while £90 million has been cut from Redcar and Cleveland’s budget by the Tories and their coalition with the Lib Dems. It is not sustainable It is upsetting for me to have to say all this—I do not want to have to stand here and plead our poverty. We should not be in this situation, with the use of food banks surging as universal credit has left people in debt and desperation, and as crime rises out of control because we have lost 500 officers and £40 million has been cut from our local police force. Drug dependency and suicides are on the increase as people feel bereft of hope and opportunity. This is a failure of Tory policy. It is a failure of our economy and our society to ensure that towns such as Redcar and the people I represent can fulfil their potential. That is why I will not take one single step towards a Brexit policy which, as its own architects admit, will make our people poorer. We have so much potential to flourish and succeed. Just as we were once the old smoggy engine of the industrial revolution, so we can be the new, clean, environmentally friendly engine of the green, low-carbon industrial renaissance We need a Government who will invest in us. Where is the money for the reclamation of the SSI steelworks site that the Chancellor himself closed four years ago, costing us 3,000 jobs and ending 175 years of steelmaking on Teesside? The Government have turned their back on us and are leaving the reclamation to be funded by potential future business rates, robbing our local authorities of even more money and threatening that dangerous and even deadly work could be done on the cheap Where is our investment for carbon capture and storage that could create 1 million jobs in the chemical industry? Where is the support for great institutions such as TTE Technical Institute and Redcar College to give young people the skills and apprenticeships they need? Where is the support for Teesside’s hydrogen economy to produce heat, to green our transport and to help us to hit our net-zero targets? Where is the Government’s backing for the huge Sirius Minerals project that is now at risk, along with 1,000 jobs? Three hundred jobs are already gone because the Treasury pulled the plug on its support. British Steel still sits on a knife edge. The people of Redcar and Teesside stand ready to get back on their feet. They are desperate to work, but they cannot do it alone. There is nothing in this Queen’s Speech for them.
ParlaMint-GB_2019-10-24-commons.u520	I am pleased to be able to make a short contribution in response to the Gracious Speech. There is much to be welcomed in this Queen’s Speech, and it is a testament to the Government’s stewardship of the economy that we are able to put some of these actions forward I had wanted to remind the House a little bit about the toxic economic inheritance that we received back in 2010 and then how, over the past decade, we have transformed the UK economy, which has allowed us to invest in our important public services, but I fear that I do not have the time. We have come a long way, but there is always more to do. This Queen’s Speech, I believe, starts that process and builds on the progress We are putting more money into hospitals. We have heard about the £14 billion that is going into schools, and we are funding 20,000 extra police officers, 135 of whom I will see in my Essex constituency. There is therefore much to welcome, but I cannot make a contribution to this debate without talking about the first and foremost Bill in the Queen’s Speech—the European Union (Withdrawal Agreement) Bill I was very pleased when, earlier this week, the Second Reading of the Bill received approval, but I was disappointed when the programme motion failed. Had it passed, there would have been a huge sigh of national relief, and it is a shame that we have a Bill that has passed but can go no further. Some 73% of my constituents voted to leave the EU and, three and a half years on, they cannot understand why we have not left. Just pushing the can further down the road will not solve this problem. Everything that can be said about Brexit has been said twice already. No vote will change because of words spoken in this Chamber. We just need to get on with it. If we cannot get on with it, we will need to have a general election There are other things to which I want to refer. I particularly welcomed the announcement of the proposal to introduce the Prisoners (Disclosure of Information About Victims) Bill. I am sure that the hon. Member for St Helens North (Conor McGinn) also welcomes that Bill. It is of particular importance not only to me, but to my constituent, Linda Jones. Her daughter, Danielle, was murdered by her uncle, who has continually refused to disclose the location of her body. The Bill is also important to numerous other families affected by this tragic and cruel crime, including Marie McCourt, whose daughter, Helen—after whom Helen’s law is named—was murdered. Although the announcement is welcome, the Government need to ensure that all relevant parole hearings that are in process are paused until the Bill is enacted so that no one is disadvantaged by the timing While there are all the other Bills that I welcome, I want to focus on the science aspect of the Queen’s Speech for the last 45 seconds of my contribution. As a former Chair of the Select Committee on Science and Technology, chair of the all-party parliamentary group on artificial intelligence and the Government’s envoy for engineering, I recognise that this Government have done a huge amount for science over the last 10 years and have promised to do more, including by investing £7 billion in our research and development base over the next five years. We are a global science power. We punch well above our weight; pound for pound, we create more citations internationally than any other country. This Government are doing all they can to protect and nurture that base. I ask Ministers to please continue to make scientists from around the world welcome in the UK so that the best and brightest always base themselves here.
ParlaMint-GB_2019-10-24-commons.u521	This will be my last Queen’s Speech after 18 years in this place, as I have announced that I will not be standing at the next general election. I will miss some things, but not jumping up and down for hours to get the opportunity to speak—I have to say that I have not enjoyed that at all Let me begin with the withdrawal agreement and Brexit itself, because it will have a huge impact on my constituency and the port of Holyhead, which is the fastest growing port in the whole United Kingdom in terms of trade with Europe. It is massive. A border down the Irish sea will mean tariffs and added costs for Welsh communities and businesses, and checks that will take time and delay cargoes. For the Chancellor of the Exchequer to say in his opening remarks that no economic impact assessment is necessary shows his lack of understanding of the policy that his Government are pushing through. The Brexit Secretary does not understand the implications of tariffs and customs checks either, and of course the Prime Minister said that there would never be a border down the Irish sea. It is not a border; it is an economic iron curtain for many of us in Wales, and it is really disappointing that the Government have done this We have no impact studies, but the Welsh Government reckon there will be a 7% reduction in the Welsh economy over the next 15 years. That is probably why the Chancellor of the Exchequer does not want to produce the figures—because he knows that there will be a negative impact I want to try to be as positive as I can about the Queen’s Speech, although it will be difficult. I welcome the Environment Bill because we need to build consensus on the challenge of climate change and a low-carbon economy. I want to see a UK Government working with the devolved Administrations on this. There are good practices in other parts of the United Kingdom that we need to adapt into Bills here, including on a low- carbon infrastructure. If we are serious about climate change, we need a revolution in renewables, but we also need to invest in carbon capture and storage—and, yes, in new nuclear. If we are to reach our target of net zero carbon emissions by 2050, we need to double our low-carbon infrastructure. We have an infrastructure plan, but it is not ambitious enough. We need to work together on this now. We need a low-carbon revolution—not just in energy generation, but in our homes and the built environment. We need to do it street by street and community by community, with gas fitters being replaced by solar and underground storage engineers. It has to be done now and it can be done. Mr Deputy Speaker, you and I are old enough to remember North sea gas coming online. That revolution employed thousands of well-paid engineers and fitters, and that is what we should be talking about now This Queen’s Speech lacks content, because it should mention how we will make a material change to the lives of the people we are sent here to represent. In that respect, it has failed on all scores and I will not be supporting it tonight. I will, however, work with the Government if they want to improve people’s lives through a green revolution and ensuring that there are high-quality green jobs in this country. My constituency has a proud record and we have the ability to move forward, but there are new projects that lack a funding mechanism—another missed opportunity. Tidal and marine energy does not have the necessary funding for it to become a mature and much-needed technology for the future. The Government have missed that opportunity. We need lagoons—not just in Swansea bay, but in Colwyn bay and in Cemaes bay in my constituency.
ParlaMint-GB_2019-10-24-commons.u522	It is a pleasure to follow the hon. Member for Ynys Môn (Albert Owen), because he and I share so much in our love for the nuclear industry. I refer Members to my entry in the Register of Members’ Financial Interests I welcome the Government’s national infrastructure strategy that is set out in the Queen’s Speech because of its long-term vision to improve our digital, transport and energy infrastructure. Such a vision, and the action taken through Government policy and in financial terms, will transform the lives and livelihoods of communities such as mine in Copeland. The first ever national infrastructure assessment has informed the strategy, which will close the productivity gap between London and other parts of the country It is important to recognise the incredible, proven ability of producing clean nuclear energy over many decades in countries around the world. Nuclear is tried, tested and trusted. It is a vital component in reducing our carbon emissions and hitting the net zero carbon commitment. The renewables sector has been well supported by this Government. They have quadrupled our renewables capacity since 2010 and reduced carbon emissions by 42% compared with 1990, while growing the economy by two thirds. That is brilliant progress, but renewables alone are not the answer, because when the sun does not shine and the wind does not blow, we still need electricity, heating, cooling, power and transportation every hour of the day, and every day of the year. That must be consistent and controllable, working with renewable energy. The benefits of nuclear go beyond one industry or a local community near a reactor. A long-term commitment will bring huge benefits to research and development, science and industry, manufacturing, construction, apprenticeships, and the UK’s export potential. One aspect I would really like the Treasury to look at, however, is the cost-benefit analysis that is deployed through the Green Book, because that will never prioritise the population. It does not encourage a realisation of the true potential of communities such as mine that are northern, coastal and rural The benefits that come from our nuclear industry will be played out tomorrow when I visit the Sellafield graduation event, where I will see more than 130 apprentices, over 40% of whom are young women, graduating to follow their dreams in the nuclear industry. I must add to my declaration of interests, as my youngest daughter has now joined the nuclear industry as an apprentice in the sector As a region, the north-west has lagged behind London and the south-east. The national infrastructure strategy recognises and tackles that. The investment in local skills and industries that the Queen’s Speech promises will rebalance the economy, empower communities and decarbonise the world. That is why I shall vote for it tonight.
ParlaMint-GB_2019-10-24-commons.u523	This Queen’s Speech is a pre-election stunt, as many have acknowledged today. As such, it is long on spending promises—what some would call pork barrel politics—and short on a real plan for the economy. This Queen’s Speech has 25 words devoted to the economy, whereas the 2017 Queen’s Speech had five paragraphs and in the 2016 Queen’s Speech the economy was the main priority. This would be fine if our economy was going gangbusters, but let’s all face it: 1.5% economic growth is not much to sing about, not to mention the problems of low productivity and wage growth that has been relatively low The reason for this is that the party of which I was a member, the Conservative party, has moved away from being the party of economic competence. There was a time when rising stars in that party were credited with coming up with ingenious ideas to create prosperity and growth, but now the minimum requirement to become a Minister is to support no deal. In other words, they are willing to throw the economic cards up in the air, and that is why the Conservative party is not emphasising the economy as much in this Queen’s Speech I was surprised when the Chancellor said that he was not going to produce an economic impact assessment for the Government’s Brexit plans. We can argue that we do not trust economic evaluations because they underestimate how great Brexit will be, or we can say that people care more about GDP, so economic evaluations of Brexit are irrelevant—but we cannot argue both, or we risk mimicking the 10 leaky buckets My main concern with the Queen’s Speech is that at the heart of it is a deceit, which Conservative Members know very well. Every election comes down to two things: it is either more of the same or time for change. The Conservatives are arguing that our country can have more of the same on the economy—to give them credit, they have done a lot of good work to rescue it from the financial crash, helped by the party that I am currently a member of—while at the same time taking the biggest gamble on our economy. They are effectively saying that people can still have all the benefits of leaving while retaining the benefits of remaining. That is what this Queen’s Speech suggests is possible, and we know that it is not, as my right hon. Friend the Member for Kingston and Surbiton (Sir Edward Davey) said When we come to the big economic divide in our country, between the north and the south, all the economic analysis shows that the recovery from the last recession has been unbalanced. Left-behind towns, post-industrial towns and seaside communities are all struggling, but they will not benefit from this Queen’s Speech. Yet the electoral strategy of the Conservative party is to win those people’s votes, to get an increased majority This Government have deprioritised the economy and are taking a huge gamble on it. Every assessment says that our growth will be lower. The Government will not be able to deliver these spending plans, and they will be going back to those same people who are crying out for change to ask for an increased majority. That is a serious deceit, and those of us on the Opposition Benches who stand for remain know that we can give the country what it needs to invest and grow.
ParlaMint-GB_2019-10-24-commons.u524	It is a great pleasure to follow the hon. Member for East Surrey (Mr Gyimah), who manages to expose both the extremism and the opportunism of the current Government. There was a time in history when some parliamentarians were given four hours to speak in the Chamber. Today we get four minutes, so I am sure Members will forgive me if I concentrate on one of the many issues that is missing in this Queen’s Speech—or, should I say, the phantom Queen’s Speech, since we know it will not really be enacted I want to touch on a subject that is of great concern to my constituents and without which I do not believe we will have any economic justice, which is the need for the total overhaul of universal credit. I am cautious about calling for things to be scrapped, but the current set-up is so irredeemable that that is probably the only remedy. The ridiculous waits of five, six or more weeks were always going to lead to debt and inhumane food bank usage. The creation of a system where housing payments did not go to landlords was always likely to create a nonsensical set-up, which my grandmother would probably have referred to as money down the drain. Tied in with that is the random, ineffective and, in some cases, downright inhumane ways in which people with terminal conditions are assessed My constituent Jenny puts it rather better than I can, and this is a metaphor of what has gone wrong. She writes: “In June I was told I needed to apply for universal credit, moving my existing housing benefit claim and child tax credits over from the Council and HMRC to Universal Credit. I was told that there was a 5 week assessment period, followed by a 1 week payment verification period so 6 weeks. My Child tax credit was stopped completely leaving me with no income for 6 weeks. When I complained, they said I could loan the money but needed to repay it. I was initially advised by the Job Centre to apply for Job Seekers Allowance even though they didn’t think I was eligible and they were vague. I ended up complaining. Then I was advised to apply for both Jobseekers Allowance and Universal Credit. They said it would be back dated to June and corrected if wrong.” On and on this continues: “Weeks passed and my Universal Credit was calculated. They are taking £120 per month from me for the ‘loan’ of money so I get this instead of receiving child tax credit. Technically I have lost out on 6 weeks of child tax credits. It’s a lot of money to lose, people are still eligible for it, yet it’s been stopped for 6 weeks. Now I’m expected to pay back this loan that I was forced to take to feed my children while they take their time assessing what they already have on record.” So this continues. She now says: “I’m just going through a few tests at the moment as I’ve been immobile and in severe pain with my spine. I have to provide proof of medical appointments, private Osteopath receipts and NHS reports which are private. A sick note from a qualified GP won’t do. I’ve also had to deliver my GP sick note in person as they will not allow me to email it to them. I live in a village and it can be difficult to get to town when I’m in debilitating pain and on strong medication. Susan, I hope you can raise these points in the House of Commons as in this day and age, no families with young children should be forced into debt by Universal Credit and the Government. There are families left in debt depending on food banks etc once their Universal Credit loans are deducted. All this has a terrible effect on people’s mental health and I feel the system is just trying to trip people over with sanctions.” The Government may have warm words, the Prime Minister may even have words in Latin—well, I have a few in English and Welsh that I could give back to him. [Interruption.] No, no, I don’t swear, but I will tell you this: it is about time we had a Government who listened to people such as Jenny and who combined prosperity and social justice in this country.
ParlaMint-GB_2019-10-24-commons.u525	Hunger is becoming normal in modern Britain. Is that not the most scathing indictment of today’s broken economy? In my town of Warrington, our local food bank has just had to open a new distribution centre to cope with rising demand. It was set up in 2012, just two years after the Tories came to power with the help of Liberal Democrats, and now it distributes about 46,000 meals, 35% of which go to children The Prime Minister has previously said he thinks that food banks are fantastic and boasted about setting up loads during his time as London Mayor. Just think about that—an Eton-educated man born into extreme wealth and privilege celebrating the fact that more and more people in our society cannot feed themselves and their children. There can be no doubt that he is ruling over an economy run in the interests of a privileged few: more people in this country going hungry, homelessness at a record high, millions of children in poverty, the nightmare of zero-hours contracts Our NHS used to be the envy of the world. Its hard-working staff still are, but it is being run into the ground after almost a decade of Tory rule. People in our country today work the longest average full-time hours in Europe, apart from Greece and Austria. Has this translated into a rise in wealth and living standards for the average worker? Absolutely not. According to analysis from the Institute for Fiscal Studies, annual wages were £760 lower last year than they were a decade ago. Productivity also continues to decline. The average employee today works more, earns less and produces less than a decade ago. Families are forced to borrow to cover basic expenses. An estimated 8.3 million people cannot keep up with debts or bills. The housing market is in crisis, with young people set to be poorer than their parents. These are the symptoms of a deeply broken economy that requires a radical overhaul. Yesterday the Prime Minister boasted of his party’s sound management of the economy. I find that remarkable. Despite the Tories’ bogus claims about getting the deficit down, Government debt is now 10% higher as a proportion of GDP than it was in 2010. They have presided over a lost decade of economic stagnation, with ordinary workers paying the price. It is clear that the UK’s failing economic model demands bold ideas and leadership. These are clearly in short supply on the Government Benches. In government, Labour would rewrite the rules of the UK economy, fundamentally redistributing wealth and power and putting it in the hands of ordinary working people. We would not see food banks expanding under Labour; we would see them shut down for good This Government are intent on tearing the country apart over Brexit. Labour would rebuild it with properly funded public services, investment in local businesses, a comprehensive green industrial strategy and a plan to revive communities and businesses that have been cast aside and left to rot under Tory rule. The truth is that we do not need a Government on the side of remain or on the side of leave—we need a Government on the side of the many, not the few.
