ParlaMint-GB_2019-10-30-lords.u1	To ask Her Majesty’s Government what is their policy on farm subsidies after 2020.
ParlaMint-GB_2019-10-30-lords.u125	My Lords, there has been a remarkable consensus around the House in this debate. My party would prefer a confirmatory referendum. Indeed, the Liberal Democrats in the Commons put down 17 amendments for a people’s vote and voted seven times on amendments to promote it. As my noble friend Lord Newby said earlier, we have come to the conclusion that the Commons lacks a majority for that. The noble Baroness, Lady Quin, said that the Labour Party is moving towards a confirmatory referendum, but there is a deadline—the third deadline. After two extensions, now to the end of next January, the member Governments of the European Union are beginning to lose patience with us and the question of whether we should have a further extension has been raised by several of them. Sadly, we cannot wait for the Labour Party’s position gradually and slowly to evolve further We would also have preferred the extension of the franchise to 16 year-olds and to EU citizens who are settled in this country, but we recognise that our electoral law is a collection of imperial and historical anomalies. Irish and Commonwealth citizens resident in this country have the vote, while American and EU citizens who are long-term residents do not. These are important issues that we need to address, but in the next Parliament There has also been some discussion about the extent to which we are facing a constitutional crisis. A number of noble Lords do not like the Fixed-term Parliaments Act, but underneath that there are some large questions about the relationship between the Executive and Parliament. I note that our current Prime Minister, that wonderful democrat who was vigorously campaigning three years ago to restore parliamentary sovereignty from subjection, as he put it, to the European Union, was last week quoted as calling for the people—by which I think he meant himself as the proclaimed representative of the people —to be freed from their subjection to Parliament. That sort of language is part of our problem, as he follows the path of Cromwell from great parliamentarian to great authoritarian. We have an unwritten constitution, which depended on honourable men accepting its conventions. I recall that the noble Lord, Lord Young of Cookham, when answering a Question on the resignation of the then Foreign Secretary, Boris Johnson, on his ability to ignore the Ministerial Code in three different places by announcing, two days after resigning, that he was to become once again a highly paid columnist with the Daily Telegraph, said that, “There are no penalties for breaking the Ministerial Code. It depends upon honour”. Unfortunately, that is of course part of what we have been losing in our political life We have a crisis of our political system. We are supposed to have a two-party system in which, when the Government weaken, the Opposition are in a fit state to take over and become the Government instead. But what we now have are two entrenched parties, both deeply divided. We have suffered a long crisis of conservatism in the last 20 years, between one-nation conservatism and the libertarian free market right, with a Prime Minister now who pretends that he can somehow straddle the gap, as he uses inflammatory nationalist language at one point and then talks about the need for one-nation conservatism at another. The Labour Party is similarly split, between the centre left and radical socialism. We now know that single-party government does not provide strong and stable government. We perhaps need to begin adjust to a much more diverse electorate—in attitude and origin—and to multi-party politics and a stronger Parliament We need also to talk about the language and practice of politics. I ask the noble Earl, Lord Howe, when replying, to give us some assurances on this. The extent to which violent language has come into our politics in recent years is deeply damaging and one explanation why so many Members of Parliament are not standing again at the end of this Parliament. We know that our Prime Minister himself and the right-wing media have used inflammatory language. I find the demonisation of Dominic Grieve and Philip Hammond, for example, by senior official sources in No. 10 as well as by the right-wing media, to be deeply shocking. Here are senior members of the governing party being demonised by the person some now call “Demonic Cummings”. I hope the noble Earl will say that there are those within the Government who are very concerned to make sure that, in an election campaign, dialogue and respect for alternative opinions are maintained. What the noble Lord, Lord Taylor, called the “ethos of Parliament” also needs to be the ethos of democratic debate A number of noble Lords talked about digital campaigning and spending. We know that our electoral law is in much need of reform, but we are not going to get it. I therefore hope that the noble Earl will be able to say something about the care with which the Government will encourage the Electoral Commission to monitor behaviour throughout the coming campaign Responsible politicians are needed on all sides if we are to regain popular trust. I remind noble Lords that, if we come to a result in this election in which a number of parties are elected to Parliament and none has an overall majority, that will also require responsible behaviour after the election—co-operation among parties and politicians, and respect for those of different opinions.
ParlaMint-GB_2019-10-30-lords.u126	My Lords, this is an unusual procedure for a Bill. A whole Bill, with far bigger consequences than the Benn Bill—which required only the sending of a letter—is to be taken in one day, at one sitting. And it has been done without a murmur from those—I am looking not just at the noble Lord, Lord True—who found the Benn Bill’s passage so very outrageous. By comparison, the Fixed-term Parliaments Act had one day at Second Reading, three days in Committee, two days on Report and a tiny 10-minute day at Third Reading: 29 hours in all Today’s Bill was conceived by the Liberal Democrats and then taken over by the Conservatives—the two parties that pushed through the very Fixed-term Parliaments Act that the Bill now upends for what they see as their own electoral advantages. The Act that they wanted, to prevent a Prime Minister calling an election whenever he or she felt like it, is to be cast aside so that this Prime Minister can call an election at a time of his choosing. Indeed, the Lib Dem Minister who took that Act through this House, resisted attempts to include a sunset clause, which, ironically, would have saved Mr Johnson a lot of trouble, as he could then simply have called the election whenever he wanted. That Minister also ignored the sage advice of our Constitution Committee, which, while unpersuaded of the need to overturn, “an established constitutional practice and moving to fixed-term Parliaments”, thought that there should be, “some form of safety valve”, to allow an early election I had hoped that the noble and learned Lord, Lord Wallace of Tankerness, might have spoken today to explain his volte face, because this Bill drives a coach and horses through the Fixed-term Parliaments Act, bypassing both the required supermajority as well as the unpleasantness of a no-confidence vote—“a political device”, in the words of noble and learned Lord, Lord Judge, or “cavalier”, according to my noble friend Lady Quin Essentially, in 48 hours, between the two Houses, the Bill repeals the Act, with no forethought, debate or any of the consideration we would normally give to a major legislative and constitutional change. As the noble and learned Lord, Lord Judge, urged, we should undertake such a task in a proper and thoughtful way However, I guess this unconventional route is only one of the Liberal Democrats’ embarrassments, given that they have, in the words of an arch remainer, “thrown the referendum campaign under a bus”, having triggered the Bill before trying to add a referendum to the withdrawal agreement Bill. Indeed, they have promised that they will use any influence they have after the election to revoke without a second referendum. Those who slogged so long for a referendum must rue the day that they trusted the Liberal Democrats. But that is not all. We and the Liberal Democrats had prioritised removing any chance of a no-deal exit from the EU. They have now handed this possibility to the Prime Minister. He may not get the WAB through Parliament before 31 January, given that we will now lose six weeks of legislative time with the election, swearing in, the Queen’s Speech and its debate—and I look forward to the answer from the noble Earl when he replies to the question asked by the noble Lord, Lord Butler, about the earliest date of our return. We now risk a crash-out at the end of January or at the end of next year, if the Prime Minister takes us out at the end of the transition period without an agreement. Well done, Liberal Democrats; I bet a glass is being raised to you in No. 10. As it happens, we are confident that there will be no such outcome, that it is Labour who will have the keys to No. 10, and we will put an end to a no-deal exit As for the Government—in case noble Lords thought that this was all about the Liberal Democrats—we know why they want an election. National debt is rising; the true figures of their preferred deal are appearing—£70 billion over 10 years, we hear today from the National Institute of Economic and Social Research; a winter NHS crisis beckons; schools are still on short measures in some places; Northern Ireland has been sold short, and Johnson rumbled on that; and, vitally, the impact of a hard Brexit has yet to be felt, or even the arguments over it, as the noble Lord, Lord Wigley, said So the Conservatives, for electoral advantage, which the Fixed-term Parliaments Act was meant to prevent, want an election while the fruits of their ham-fisted policies have yet to bite. I urge them not to be complacent. The public might just see through them and grasp why they are being sent out to polling stations in the run-up to Christmas. It is not really to “unclog” Parliament, the Commons having given the withdrawal agreement Bill a Second Reading. As my noble friend Lady Smith said, had there been a decent programme Motion, which needed only for the Prime Minister to swallow his pride over the totem 31 October date, he could have got the withdrawal agreement Bill through well before 31 January, and negotiations on our future relations with the EU could have begun Of course, the Government might feel complacent because they know that they may not be playing absolutely fair. Having an election before we have sorted out the regulation of targeted digital campaigning will probably play into the hands of a certain Dominic Cummings. I am not saying that it is the dark arts, but I know that it is neither transparent nor regulated, as my noble friend Lord Puttnam made abundantly clear. When he responds, the Minister needs to spell out what steps the Government and the Electoral Commission will take to ensure a fair and open contest For Labour, we look forward to being able to take our challenge to the Government to every street, village, town and city of the country. We will show what damage the Government are risking—to the car industry, to farming, to the environment, to consumers and to our vibrant service sector—with their approach to Brexit. We will highlight the impact that their policies have already had on the poor and disadvantaged, on those living with debt and insecurity, on those dependent on social services, on working families torn between jobs and paying for childcare, on students graduating with massive debt, on young couples no longer even able to dream of owning their own house, on people on zero-hours contracts, on the elderly finding it hard to see a GP or dentist any time soon, and on teachers and nurses who, at the end of the month, cannot find the money for any luxuries after years of pay restraint It will become clear over these coming weeks that the Prime Minister is not a man who can be trusted. He owes no loyalty even to his own MPs, let alone to society. He is a man with only one person’s future at heart, and that is his own I confess that I never wanted a winter election —I hate cold dark mornings and early sunsets—but I want the chance to rid this country of this Government. So here’s to this Bill—and the election that it now brings.
ParlaMint-GB_2019-10-30-lords.u127	My Lords, this has been a very constructive and focused debate, and I thank all noble Lords who have contributed to it. Unsurprisingly, we have heard a range of views expressed on all sides of the House about the Bill and the reasons why we find ourselves debating it, so I think that a helpful place for me to start is to return briefly to first base by re-emphasising the key points made earlier by my noble friend the Leader of the House Why do we believe that a general election is now necessary? The hung Parliament that we are in, complicated by the divergent views of elected Members across all parties on the most significant political and constitutional issue of our day, has created an impasse. It is an impasse that the Government are clear cannot be allowed to continue The withdrawal agreement negotiated by my right honourable friend Theresa May was rejected on three separate occasions earlier this year. The Prime Minister has successfully negotiated a new deal and the other place passed the revised withdrawal agreement Bill at Second Reading. However, by also voting down the Government’s programme Motion, they prevented the progress of that Bill and, hence, this country’s departure from the European Union by 31 October. Then, despite the extension of the Article 50 deadline, conversations held in another place made it apparent to the Government that there could be no certainty, or anything approaching certainty, of the withdrawal agreement Bill receiving parliamentary approval through all its subsequent stages. Therefore, contrary to the contention made by the noble Baroness the Leader of the Opposition, it was not rejection of the programme Motion that brought about this Bill; it was the Government’s realisation that even the three-month extension to 31 January left the fate of the Bill wide open The noble Baroness, Lady Smith, said that she accepted that there should be a general election. I wish that she had done so with as much good grace as the noble Lord, Lord Newby. All the main political parties now agree that a general election is needed in order for the British people to have their say, and we earnestly hope to provide a new Parliament with a way forward. So this is a short and simple Bill, which sets the date of the election as 12 December. The general election timetable allows the Northern Ireland Budget Bill to pass before Dissolution, to ensure that the Northern Ireland Civil Service can access the funding it needs to deliver public services and proper governance in the Province The 12 December date is important for another reason: it is critical that we do not miss this opportunity to have an election, and a new Parliament sitting, before Christmas. An election on the following Thursday—19 December—would not allow time for the new Parliament to sit before the start of the new year. The noble Lord, Lord Butler, in his intervention, asked me for the earliest date on which Parliament could first sit following the poll. My right honourable friend the Prime Minister has stated that if our party were to win the election, he would aim for both Houses to reconvene before 23 December. However, the exact date cannot be set until after Dissolution, when the Sovereign issues a proclamation, so I regret that I cannot more specific.
ParlaMint-GB_2019-10-30-lords.u128	I am grateful to the noble Earl for that, but surely the Queen cannot reopen Parliament before Christmas, on 23 December. That would be an absurd time to have a reopening of Parliament. Surely the answer is that the Queen cannot reopen Parliament until 6 January. We would then have a Queen’s Speech debate, so proceedings on the Bill are unlikely to start before the week beginning 13 January. We will then be getting into just as difficult a position, in passing the Bill before 31 January, as we were previously.
ParlaMint-GB_2019-10-30-lords.u129	I cannot agree entirely with the noble Lord. The House will have followed his train of thought, but it is nevertheless possible for Parliament to convene before Christmas for swearing in and so forth to take place, and we can get that part of things done. As I have said, I am not in a position to speculate in advance of the Sovereign’s proclamation the exact timetable following that.
ParlaMint-GB_2019-10-30-lords.u130	I think the House would like a bit more information. When the noble Earl says that the House could reconvene before 23 December, I think that most Members of your Lordships’ House, and indeed of the other place, would expect that some business would be undertaken. If the election were on 12 December, I see little reason why the House could not reconvene the following week. He will appreciate that legislation will be required before the end of January. Surely the Government do not intend not even to start tabling business until the middle of January.
ParlaMint-GB_2019-10-30-lords.u131	Before we have a new Government in place, it is certainly not in my gift to specify the date on which Parliament will return, or indeed what it will do when it does return. However, I am sure the noble Baroness, if and when she is elected to office, will see to it that there is a rapid reconvening of Parliament. I listened with care, and a great deal of sympathy, to the noble Lords, Lord Puttnam and Lord Whitty, on the critical issue of transparency in electoral campaigning. I also read the noble Lord’s article in the Times today. His criticisms of the Government are noted, but I hope he will accept that the Government are committed to increasing transparency in digital campaigning, to maintain a fair and proportionate democratic process. As both noble Lords will know, to this end, on 5 May the Government announced that we will implement an imprints regime for digital election material. The aim of that is precisely to ensure greater transparency, and to make it clearer to the electorate who has produced and promoted online political material.
ParlaMint-GB_2019-10-30-lords.u132	We had some exchanges on this point last Wednesday, and as the Minister has now repeated to your Lordships, that commitment was given as long ago as May. What exactly is he proposing should now take place to ensure that those very urgent controls are implemented before the poll takes place?
ParlaMint-GB_2019-10-30-lords.u133	I understand the noble Lord’s impatience for moving faster in this area but I am sure he would acknowledge that nothing would be worse than getting this wrong. If we were to proceed in haste, we could find ourselves either unintentionally stifling democratic debate with overly restrictive regulations or rushing through a regime that would mean people were unknowingly committing an offence, and we would not want that either. It is a much more complex area of the law to get right than it may at first appear.
ParlaMint-GB_2019-10-30-lords.u134	I thank the noble Earl for giving way. All I am trying to get at is that nothing could be worse than a contested election result, and the rules that we are applying at present make that almost inevitable. If it is a very close election, as I suspect it will be, it does not matter which party wins; it will be contested. Given the fragile state of our democracy at the moment, I cannot think of a worse outcome.
ParlaMint-GB_2019-10-30-lords.u135	I understand the noble Lord’s concern, and I am sorry that it has not proved possible to enact the measures that I am sure we all want. However, I reconfirm the commitment that the Government have given that, if re-elected, we will bring forward detailed proposals on the scope of the new regime in the coming months for further scrutiny The noble Baroness, Lady Bennett, spoke in her clear and emphatic way in favour of strengthening the powers of the Electoral Commission. I hope she knows that the Government work closely with the Electoral Commission to protect the integrity, security and effectiveness of referendums and elections. The commission has civil sanctioning powers that apply to referendums and elections. More serious criminal matters can be, and are, referred to the police and then considered by a court of law. The courts already have the power to levy unlimited fines However, it is important to remember that the commission is independent of the Government and accountable to Parliament through the Speaker’s Committee on the Electoral Commission. Quite rightly, the Government are not involved in the decisions over what the Electoral Commission investigates or the fines that it may impose. The commission has recommended that its sanctioning powers be increased, and the Government are considering that proposal. The amendment that the noble Baroness spoke to would involve giving the Electoral Commission fining powers far beyond those of most other civil regulators. My own view, and that of the Government, is that that would not be proportionate. Even the Electoral Commission has not suggested having unlimited fining powers. Instead it has suggested that fines should be raised to hundreds of thousands of pounds so that it can punish and deter the most serious offences More broadly, as the noble Baroness herself said, changes to electoral law cannot be made overnight. They require extensive stakeholder engagement to ensure that they are workable and proportionate. Political parties vary considerably in size and professionalism, and it is important to ensure that their regulation is fair and proportionate so as not to undermine local democracy or discourage engagement The noble Earl, Lord Kinnoull, called for the rapid reappointment of your Lordships’ Select Committees following the convening of the new Parliament, and I recognise the importance of the issue that he has raised. The reappointment to our Select Committees is of course a matter for the Committee of Selection. They are usually reappointed early in any new Session, and I am sure the usual channels will do everything that they can to help to make that happen. Ultimately, though, these reappointments are not a matter for the Government The noble and learned Lord, Lord Judge, spoke powerfully about the Fixed-term Parliaments Act and the need for Parliament to reconsider its provisions, and my noble friend Lord Elton added weight to those comments. I am grateful to both of them for what they said. These are serious matters that deserve appropriate consideration. The Fixed-term Parliaments Act provides that the Prime Minister must make arrangements in 2020 for a committee to carry out a review of the operation of the Act. The new Government will be bound to instigate that review and consider its outcome very carefully The noble Baroness, Lady Smith, and the noble Lord, Lord Wallace of Saltaire, expressed concerns about the possible tone of the forthcoming election campaign and discussed the need to prevent candidate intimidation and maintain respectful debate across the country. Democracy is a cornerstone of British values and the key to a healthy democracy is having respectful, vibrant and open debate. However, this freedom can never be an excuse to cause harm or spread hatred. A line is crossed when disagreement mutates into intimidation, violence or abuse. The Government recognise that rising levels of intimidation in public life can prevent talented people standing for public office, particularly women and those from minority backgrounds. That is why we are taking action to confront it and will continue to do so if re-elected to government The purpose of the Bill is to allow the British people to have their say and to give the other place the mandate to resolve this deadlock and sufficient time to act before 31 January 2020. This is our last opportunity to hold an election in a timely way before that date—an election that has significant cross-party support in the other place. I am sure your Lordships will ensure the swift passage of this vital Bill and enable an election on 12 December.
ParlaMint-GB_2019-10-30-lords.u136	My Lords, I understand that no amendments have been set down to the Bill and that no noble Lord has indicated a wish to move a manuscript amendment or to speak in Committee. With the agreement of the Committee, I will now report the Bill to the House without amendment.
ParlaMint-GB_2019-10-30-lords.u137	That the Bill do now pass.
ParlaMint-GB_2019-10-30-lords.u138	My Lords, I thank all noble Lords who have taken part in today’s debate for their work to ensure the swift passage of the Bill. I wish you all a very happy evening. I beg to move.
