ParlaMint-GB_2019-06-10-commons.u1	1. What steps he is taking to divert young people away from violent crime.
ParlaMint-GB_2019-06-10-commons.u403	It is a great privilege to speak in this debate. I want to congratulate my hon. Friend the Member for Easington (Grahame Morris), who is almost my constituency neighbour, on introducing this debate. In Bishop Auckland, I obviously represent hundreds if not thousands of former Durham miners who are affected by this injustice. As other hon. Members have said, mineworkers did difficult and dangerous work. They built the wealth of this country for over 150 years, and we owe them a huge debt One of the things in the Chief Secretary’s letter that really jumped out at me was her claim that the scheme works for beneficiaries. It patently does not work for beneficiaries. She says that the guarantee of value for individuals is that there should be no reduction in cash terms in the overall value of the mineworkers’ pension. What that means is that people can and, in fact, do see reductions in the real values of these pensions. This is deeply unfair. The Treasury has had £4,438 million from the surpluses of the scheme.
ParlaMint-GB_2019-06-10-commons.u404	Does the hon. Lady agree with me that in this debate, for once, the right hon. and hon. Members taking part in it are not asking the Government to put their hand into their pockets, but asking the Government to get their hand out of the pockets of the former miners and their widows?
ParlaMint-GB_2019-06-10-commons.u405	Well, I think we will hear whether Treasury Ministers see it in quite that way at the end of the debate The other unfairness is that, as hon. Members have said, the 50-50 split is completely arbitrary. No reason has yet been given as to why the split should not be 70-30 or even 90-10. Another point worth bearing in mind is not just that the mineworkers contributed to the scheme, but that for many years miners were not well-paid industrial workers. I hope my hon. Friend the Member for Bolsover (Mr Skinner) is not going to correct me, but my recollection is that, in 1972, the average wage of a miner was £26 a week. By no stretch of the imagination were people having a high standard of living, and the very least they can expect is that they and their families have a decent and dignified retirement Not only is this unfair, but it is also urgent. My hon. Friend the Member for Blaenau Gwent (Nick Smith) spoke beautifully about the impact on his family of the accidents and ill health that came with being a miner. In my constituency, the wards where the former miners live have a healthy life expectancy fully 10 years less than in other parts of the constituency. These are not one-off anecdotes; this is a whole systematic impact on communities My final point is that this is completely affordable. I think we have heard that the value of the pension to individual miners is now about £4,000 a year. As my right hon. Friend the Member for Doncaster North (Edward Miliband) said, the Treasury has grabbed the £4 billion, and having done this deal it is trying to hold on to it. I would like to set this in context. This is a Government whose Members are seriously considering electing as the next Prime Minister of this country somebody promising tax cuts worth £4,500 to everybody with an income over £50,000 a year. Surely if there is any commitment to justice in this country, before there are any more tax cuts for any wealthy people, the mineworkers should get their money.
ParlaMint-GB_2019-06-10-commons.u406	Order. I am sorry, but we have to reduce the time limit to five minutes.
ParlaMint-GB_2019-06-10-commons.u407	I thank the hon. Member for Easington (Grahame Morris) for securing this important debate. I agreed with every single word of his speech. He made an unimpeachable case and the motion should be supported this evening by the Government It has been four months since our last debate on this issue. Despite calls from several hon. Members and a petition signed by more than 100,000 people, which I was proud to present to the Prime Minister at No. 10 Downing Street in March with the hon. Gentleman, there has been little progress. I presented the petition alongside campaigners Ken Sullivan, Gareth Hughes, Emlyn Davies and Neville Warren, who have worked tirelessly for justice. I pay tribute to them for their work Coalmining shaped the Wales that we know today. Our landscape was reshaped by massive slag heaps and our population shifted en masse from rural Wales to the coalfields, creating vibrant communities, only for them to be ripped apart by the brutality of Thatcherism. The miners strike of 1984 remains vivid in my memory. I was only eight at the time and clearly oblivious to the forces at work. However, the events of that year and their aftermath left a lasting impression on my political thinking. I do not come from a mining family. However, many of my school mates did and I remember to this day the impact of that strike on their wellbeing as that year-long struggle developed My father, however, was a trade union shop steward with the electricians union and it was clear to me what side of the fight we were on as a family. This year my father told me, out of the blue, that his grandfather was killed in a mining disaster underground at a pit near Llanelli, which just goes to show that for Wales the coal industry is deeply personal for the entire nation, which is why today’s debate has added significance. I became acutely aware of the power of the British state to destroy Welsh communities and became convinced that the best way to protect my country was the creation of a Welsh state, as opposed to leaving economic powers in the hands of Westminster In many respects I come from a frontier community, which borders post-industrial and rural Wales. The Amman valley sits on the anthracite coalfield, which produces the best coal in the world. To our west lies rural Wales, to the north the beautiful wilderness of the Brecon Beacons, to the south the coast and the great industrial urban centres of Swansea and Llanelli, and to the east the Welsh coalfield valleys, which stretch the whole way, more or less, to the English border. The people of the Welsh coalfields are extremely proud people. Community bonds continue to be strong. Our communities continue to be vibrant. What we lack in comparative economic wealth we make up for in social vitality. That is the legacy of the mining industry and mineworkers One obvious example for me is the continued importance that the communities I serve place on sports clubs. I am deeply humbled to serve as the honorary vice-president of Ammanford rugby club and Penygroes rugby club. It is a tradition for me to wear the ties of local sporting clubs in this House. Today I am wearing the tie of Ystradgynlais rugby club. Although that is outside my constituency, in Powys, the eagle-eyed will have noticed that the Ystradgynlais crest features a miner’s lamp Our debt today for the incredible communities that we are lucky to live in in my part of the world lies with the mineworkers of the past. The conditions that they worked in were terrible, causing long-term health damage for thousands. The least that they deserve for their contribution is dignity, but successive Westminster Governments, both blue and red, have let them down. Twenty-five years of injustice have been inflicted on them, while the miners—the people who produced the wealth in the first place—are receiving as little as £10 a week from the scheme. As we have heard in today’s debate, the average pay-out is only £84. As we know too, at least £4.4 billion has been siphoned off by the Treasury.
ParlaMint-GB_2019-06-10-commons.u408	The time that the Fife miners spent working in the pits has obviously had a greatly detrimental effect on their health. Is it not time that we had an immediate review? Time is of the essence and this is a wrong that we need to put right now.
ParlaMint-GB_2019-06-10-commons.u409	My hon. Friend makes a vital point. I suppose my question for the British Government this evening is this. If they are so confident of their case, what do they have to lose by agreeing to an independent review The 50:50 surplus arrangement has served the British Government extremely well. As we have heard, it was negotiated during the privatisation of the industry in 1994 by the then Conservative UK Government. There was a review by the Labour Government in 2003, but they decided against any adjustments. The Treasury argued that the guarantee arrangement enables the trustees of the scheme to authorise riskier investment strategies, enabling greater returns for the mineworkers’ pension scheme which are then passed on to pensioners, as well as, of course, to the Treasury. Nobody is disputing the importance of the guarantee or the logic of that argument. The question at hand is whether the British Government should be receiving such enormous sums for their role as the guarantor. Considering the secure nature of the MPS, it seems clear to me that the British Government cannot justify their current claim on the generated surpluses I have to tell those on the Treasury Front Bench that the general feeling out there in mining communities is that this is the latest in a long line of injustices perpetrated by the British Government on the miners, their families and the coalfield communities. About 22,000 people in Wales are affected by this scandal. I was so proud to present the petition calling for an urgent review to Downing Street in March. If the Minister values the hard work of the miners who endured in terrible conditions and their invaluable role in shaping the coalfield communities we live in today, and considering the length of time since the last review, the British Government should accept the motion.
ParlaMint-GB_2019-06-10-commons.u410	I come from a mining family. Both of my grandfathers were coalminers. One worked in the Garw and Llynfi valleys and the so-called south crop, and the other worked in coalmines close by. Today, I represent a former mining constituency. My constituency contains the village of Senghenydd, which in 1913 saw the worst mining disaster in the whole of the British coalfield: 439 men and boys lost their lives in an absolutely horrific explosion. More recently, the collieries of Bedwas and Penallta closed immediately after the miners strike of 1984-85. They were two of the largest collieries in the whole of south Wales and the effect on the local area was devastating. What is more, no real attempt was made to provide alternative employment The legacy of coalmining in my area left two deep scars. The first is the issue of miners’ compensation for dust. That issue loomed large during my first years in the House. After a long campaign and a hard fight, many former miners did receive the compensation they needed. Not all of them. There were surface workers who did not get any compensation, even though they suffered from dust. Nevertheless, it was a hard fight The second big issue is the mineworkers’ pension scheme. As we have heard this evening, this has not been resolved. The essence of the problem is that the Government and the scheme’s trustees came to an agreement to share the surplus of the scheme 50:50. Essentially, that was an arbitrary division. By 2000, it was clear that the scheme was not working as many people intended it to work. The Coalfield Communities Campaign argued at that time that it was too generous a split for the Government. It queried the actuarial advice, saying it was too cautious. Perhaps we have to cast doubt on the advice itself and whether proper advice of any kind was provided. It would be good, as has been called for, if we saw from the Government the advice received at the time A review did take place, but because of market instability it came to the conclusion that there should be no change. The result has been that the surplus has become a real surplus. It has escalated hugely, so that from 1994 to November 2018 we have seen a surplus going to the Government of £4.5 billion. That is a heck of a lot of money by any standards—a real windfall. The Government have used the justification that much of the money is used to help former coalfield communities. I would make the point that that should not be the case, because money should be provided from other resources. I also have to question whether that money has in fact been used to help those former communities. What is absolutely certain in my view is that that money should also be going to help former miners and their widows. That is where, morally, it ought to go, in total. That is why we need a commitment to a fundamental review, the objective of which should be that the full benefit of the pension scheme should go to the miners and their widows. In short, we are asking this evening that the miners should, at long last, have justice.
ParlaMint-GB_2019-06-10-commons.u411	It is a pleasure to follow the hon. Member for Caerphilly (Wayne David) and there have been some excellent contributions tonight. I thank the Backbench Business Committee for bringing forward this important issue and I commend the hon. Member for Easington (Grahame Morris) for leading the debate. He gave an excellent speech, which illustrated the key issues at the outset, detailing his family mining history and giving the personal example that, sadly, his dad died before reaching pension age. He was correct to highlight the dramatic death rate: an average of 10,000 miners in receipt of their pension are dying a year. The death rate is rising, which means that the longer that this Government do not take any action, the more of a windfall that generates for the Treasury. That is why action is needed soon. He also highlighted the generally low pension rates that miners in the miners’ pension scheme receive. As we heard, these are not huge sums of money. That money is still difficult to live on, and the example of somebody getting just £8.50 a week was really illustrative. Overall, his contribution was measured and well delivered We had 12 other contributions from Back Benchers, with cross-party agreement, which is really good. I pay testament to the work by and contribution from the hon. Member for Barnsley East (Stephanie Peacock), who unearthed the lack of actuarial advice back in 1994 and the unfairness in the fact that £1 billion spent in coalfield communities is well dwarfed by the £4.5 billion that the Government have taken out of the fund. As others have said, the hon. Member for Blaenau Gwent (Nick Smith) made an emotional contribution about the effect on his family. I have signed early-day motion 235 in support of changes to the 50:50 split and of the cross-party letter organised by the hon. Gentleman. Frankly, the Government response was really poor and it is good that that has been widely rebutted tonight. I come from a wider coalfield and coalmining area and I was proud as an MP to witness the unveiling of a new memorial to all the miners that were killed in Muirkirk and the surrounding villages. It is right that that goes down in lasting memory It has been a real disappointment that Governments of all colours have benefited from the 50:50 arrangement and that, to date, sadly, none have been willing to make any changes. In fact, if we look at the ministerial responses over the years, we see that they are actually all the same. It does not matter if it is a new Minister, a Tory Minister or a Labour Minister; they have all trotted out the same arguments, which appear to be the fact that the guarantee was welcomed at the time, that it reduces the risk on the miners’ pension scheme, that it provides an RPI uplift on pensions and that it generates higher investment return. Those are moot points. Of course, the guarantee’s existence is a good thing. However, given that the UK Government received a surplus of nearly £4.5 billion by 2018, the argument that a 50:50 split is still a fair risk and reward for the Government providing that guarantee has less and less credibility. That is further highlighted by the fact that the long-term success of the fund has not changed, despite recessions and stock market crashes along the way. As others have said, 25 years on, the risk has diminished greatly. It really does take a special type of blinkers from this Government to ignore any moral arguments on change. It is a fact that mining communities have suffered badly with the loss of coalmines, with guys left unemployed or seeking employment in poorer paid jobs. Others who have worked hard all their lives are now in poor health and widows are struggling to get by. No wonder it rankles that the UK Government are effectively still making money at their expense What Governments have also overlooked are the contributions holidays that were undertaken in the 1980s—money that otherwise could have been allocated for the benefit of mineworkers. Moreover, the reduced risk to the MPS resulting from the guarantee is welcome, but it is often overlooked that in 1994, during privatisation, adopting that model not only reduced the risk in the private sector but allowed the Government to get a higher return from the privatisation. Those are further things that need to be considered in the bigger picture Labour and Tory Ministers have long argued that the guarantee has allowed higher-risk, higher-value investments to be made and thereby resulted in returns higher than they would otherwise have been. This is correct, but the Government bandying around figures about a 33% increase is not helpful because they are based on assumptions that suit them. In addition, it is not just the fund that has grown; the UK Government’s investment reserve also benefits from the success of the performance of the MPS. That has increased in value from £1.1 billion in 2014 to £1.5 billion in 2017, which has allowed the release of £475 million to the Government in the last financial year. These are huge sums of money the Government are benefitting from. Clearly, even if we change the 50:50 split, they will still make large sums of money Another Government line that has been attempted over the years is that MPS trustees are happy with the current arrangements, but that is patently untrue, as the hon. Member for Easington highlighted. The trustees have written to Governments in the past, but they say that they still will not engage and make the changes, so that is another dead duck from the Government We need clarity about what the UK Government hope to achieve. The Minister for Energy and Clean Growth has asked her officials to explore the trustees’ options for revising the scheme, so what are the Government’s aims and ideas? What progress has been made in the year since she asked that this happen? Critically, what does she mean by her comment that the revisions have to be to the “benefit of all parties”? It is clearly impossible to do the right thing by changing the share percentages without there being a financial detriment to the Treasury. That sting in the tail looks like an inbuilt wrecking mechanism. We need to know what she means I pay tribute to the Coalfield Communities Campaign for lobbing the Government and for calling this the miners’ money. In 1999, it highlighted that the average pension was then just £38 per week; today, it is about £65 per week, although some figures say it is £85. This is critical considering the benefits that would accrue if we altered the split percentages. It also shows that, although the pensions have grown with the higher investment return, the miners are not exactly living in the lap of luxury, so that is another false start in talking about percentage increases In 2002-03, the campaign by the Coalfield Communities Campaign led to a proposal that the split change to an 85:15 split, but the then Minister, Brian Wilson, dismissed this as “off the radar screen in current circumstances”—[Official Report, 10 June 2003; Vol. 406, c. 186WH.] When will someone in government be brave enough to suggest what could be considered and what they would consider fair As I have said, the Government have benefited to the tune of £4.5 billion to date. They have not been slow to reduce tax thresholds for those earning the most money or to introduce corporation tax reductions for the largest multinational companies. These measures, along with those on inheritance tax and other things, are projected to cost the Treasury £80 billion, according to figures from the Library based on previous Red Book projections by the UK Government. Surely, then, now is the time to do the right thing for the benefit of the remaining 158,000 members of the MPS, carry out the review and get a fair and equitable split, rather than this 50:50 split.
ParlaMint-GB_2019-06-10-commons.u412	We have had a tremendous debate, which has combined passion, eloquence and reasonableness. Most importantly, not a single Member has put forward an iota of defence for the situation in which we currently find ourselves; indeed, support for the idea that that there must be justice has come from some of the most unlikely sources in the House. However, the subject of the debate saddens me considerably I congratulate my hon. Friend the Member for Easington (Grahame Morris) on securing the debate. No doubt, he shares my sadness about the fact that—as we heard from my hon. Friend the Member for Bishop Auckland (Helen Goodman)—the Government have taken £4,438,000,000 out of the miners’ pension fund since 1994, while miners and their wives and families are receiving an average of just £84 a week. The juxtaposition of those two figures takes the breath away. It simply cannot be right As we were reminded by my hon. Friend the Member for Bolsover (Mr Skinner), the pension fund did not come about until fairly late in the day. For many years, miners had no pensions. A scheme was set up to give them some reward, albeit not an enormous reward, for their life of service. As we heard from my hon. Friend the Member for Easington, they worked throughout their lives in the dark so that we could have light, and sacrificed their health and their futures to keep this country going through the worst of times so that we could all continue to have light, health and wellbeing—and this is their reward for their life of service to this country: to have pensions as small as those. I cannot imagine the hurt that must be caused to the miners who see their meagre pensions coming in while the Government walk away, for nothing, with huge sums year after year My hon. Friend the Member for Ashfield (Gloria De Piero) spoke of a bonanza and a cash cow. I would add the word “plunder”. The Government are simply plundering the money that should be there for the miners and their families in the future. As my right hon. Friend the Member for Doncaster North (Edward Miliband) said in his eloquent contribution, there was no actuarial basis for the original split, and there was an arbitrary change in the split that was there before the fund was closed and came into being as it is today. It turned out that the Government had not contributed any money to the fund up to the time of privatisation, and they have continued not to contribute any money to this day The Government say, “The pensions are better than they might have been had the fund not worked well.” However, the only changes that have come about are bonuses as a result of the 50% on the miners’ side, not the 50% coming to the Government. The Government have sat back and taken the money year after year, and continue to do so. That plunder goes on. The investment reserve that was set up at the same time as the fund obtaining the 50:50 from the surplus has paid out £475 million in the last year alone, again on the basis of no risk. We should ask ourselves whether this should continue. Because of an original risk that was said to have been taken in relation to a guarantee in 1994, regardless of circumstances that arose subsequently, the plunder continues unabated. That is an injustice, and it needs to be dealt with urgently, because, as my hon. Friend the Member for Easington said and my hon. Friend the Member for Blaenau Gwent (Nick Smith) reminded us, the membership of this fund is declining rapidly year by year: 280,000 members in 2008, but 158,000 members now, with 138,000 being paid and a small number having deferred As my hon. Friend the Member for Blaenau Gwent pointed out, 6,500 miners passed away last year, and it is estimated that over the next 10 years that fund will be down by another 50,000 members. That means hundreds of thousands of miners will have lived their lives with pensions grossly inadequate for the service they provided, watching the plunder go on before their eyes and passing away before anything can be done about it. We in this House surely cannot accept that we are going to stand by and allow another 50,000—another 80,000, another 100,000—miners and their families see that injustice continue. It is imperative that we do something urgently In response to a written parliamentary question, the Minister for Energy and Clean Growth stated in July 2018 that she had “asked BEIS officials to work with the Trustees to explore options for revising the scheme to”, as the hon. Member for Kilmarnock and Loudoun (Alan Brown) pointed out, “the benefit of all parties.” I cannot conceive what further benefit it would be possibly justifiable to give to the Government after all this money has gone out over these years.
ParlaMint-GB_2019-06-10-commons.u413	I have done a quick calculation: if it is correct that there are currently 158,000 beneficiaries and the surplus taken of the Government share of the fund is about £4.45 billion, that is over £28,000 for every surviving beneficiary that the Government have already taken from that fund.
ParlaMint-GB_2019-06-10-commons.u414	The hon. Gentleman makes a powerful point—possibly with the aid of his calculator—that I had not put forward this evening, and it shows the scale of this injustice. He is right to state that on the Floor of the House for us all to hear The Minister for Energy and Clean Growth stated that she had “asked BEIS officials to work with the Trustees to explore options for revising the scheme to the benefit of all parties.” I think not; it needs to be to the benefit of one particular party to the scheme. If she was correct in stating that she had asked BEIS officials to work with trustees to explore options for revising the scheme, where are the changes? What has happened? My understanding is that nothing has happened—there have been no talks and there has been no action—and that all this is actually a few warm, or lukewarm, words about possible changes to the scheme when nothing is under way My expectation this evening is that the Minister will stand up and tell us two things. First, I want him to say that talks are going on to revise the scheme for the benefit not of all parties but of the mineworkers and that in fact I am wrong in saying that nothing has happened. I want him to say that something is happening. Secondly, I want him to agree that there should be not only talks to revise the scheme but a promise this evening that fundamental action will be taken now to change the amount of split that there is in the scheme and an acknowledgement that the risk to the Government is effectively nil and that they have effectively ridden freely on the backs of the miners for many years. I want the Minister to say, “This has to stop now and we are committed to making sure there will be justice for the miners in the future.” I am confident, on the basis of this evening’s contribution, that that is what the Minister will say now, even if he was not thinking of saying it before, but I do hope that he had that in his mind before the debate began, because, given the eloquence, passion and support from all in the House this evening, that is the least he should do at the end of this debate.
ParlaMint-GB_2019-06-10-commons.u415	I would like to start by paying tribute to all hon. and right hon. Members who have contributed to today’s debate, and to the many emotional and passionate speeches reflecting the importance of this issue. This is a question about real people and their incomes. It is about real people who have done some of the hardest work in our country, and about the respect and loyalty owed to them by their Government This subject is really important to me because, like many of those who have spoken today, I have a strong family connection. My family worked in the pits in the north-east for generations. My grandfather, George Stephenson worked at the Windlestone colliery in County Durham, following in the footsteps of his father, John. My uncle Bert worked at the Dean and Chapter colliery and then at the Mainsforth colliery. My great aunt Daisy and great uncle Tom spent most of their working lives at the National Coal Board in Team Valley in Gateshead. I grew up with stories of hard work, tough times, soot black baths and three pints after a hard day’s work because you could not taste the first through all the coal dust The Whips are rarely mentioned in this place, but the Business, Energy and Industrial Strategy Whip, the Lord Commissioner of Her Majesty’s Treasury, my hon. Friend the Member for Castle Point (Rebecca Harris), is on the Front Bench this evening. Her grandfather worked in the mines and her great-grandfather was in charge of the pit ponies at Boldon colliery in County Durham, so we both have strong links with the mining industry. I know that the same goes for one of my predecessors in this role, the Minister for Energy and Clean Growth, my right hon. Friend the Member for Devizes (Claire Perry). Her connections to mining communities were so strong that she had to pass responsibility for their pensions over to me.
ParlaMint-GB_2019-06-10-commons.u416	The Minister refers to his predecessor. In my Adjournment debate back in February, she agreed to a meeting with me, coalfield MPs and the trustees, but unfortunately, despite several emails, that meeting never happened. Will the Minister commit today to a meeting with us?
ParlaMint-GB_2019-06-10-commons.u417	I am always happy to meet anybody, and I am more than happy to meet people who have asked for meetings today. I believe that my predecessor, my hon. Friend the Member for Watford (Richard Harrington), who took on responsibility from my right hon. Friend the Member for Devizes, did have a meeting, but I am always happy to have further meetings on this topic or any other I was just going to clarify that the connections of my right hon. Friend the Member for Devizes were so strong that she had to pass over her responsibility for this topic. Her mother-in-law is a beneficiary of the scheme that we are discussing today. Her mother-in-law’s late husband, Bill O’Neill, was a leader of the coke workers union and I understand that he died very young as a result of his years of service underground. At the age of 16, my right hon. Friend’s husband turned down a job in the Keresley pit, but that did not stop him helping to organise port blockades to prevent Polish imports while he was a student, and getting into trouble with his university to protect—in his view—British coal. It is because we appreciate the importance of fairness to mining communities that my right hon. Friend the Member for Devizes, when she was in post, dedicated a considerable amount of time to this issue and instructed officials to do the same. She spent time understanding the arguments and concerns of all sides, thinking and talking through alternative proposals and weighing up the merits of the cases presented It has been four months since the last Adjournment debate on this matter. Since then, my right hon. Friend the Minister for Energy and Clean Growth has met the scheme’s trustees, and my predecessor as business and industry Minister, my hon. Friend the Member for Watford, has met campaigners and coalfield MPs. Officials have also met the scheme’s trustees. For my part, even though I have been in post for only two months, I have taken an interest in this debate not just because of my family background, but because a number of the right hon. and hon. Members who have spoken today have collared me in the corridors since my appointment I have reviewed the trustees’ proposals, which my officials have been considering for some time, and I wrote to Her Majesty’s Treasury last week giving them my full support. I will be meeting the chair of the trustees, Chris Cheetham, on 24 June. Central to the trustees’ proposals is protecting existing bonuses. Under that option, if there is a deficit in the future, members will still see their guaranteed pensions continue to rise in line with RPI, and their current bonuses will not be eroded. Without that additional guarantee, members may not be able to get any increase in payment, possibly for many years. The proposals put to my predecessor by the trustees offer benefits to all pensioners, who will see their pensions secured into the future, even if the scheme was to go into deficit, by protecting the bonuses that have accrued to date. The trustees, who include former miners, believe that that is an important way of protecting future revenues for scheme members in the event of a future scheme deficit, because bonuses accrued at past evaluations could be eroded The trustees’ proposals would mean a significant additional liability for the Government. In turn, that creates an additional risk of a sizeable call on the public purse. However, I support the trustees’ aim to protect the revenues of individual pensioners. My officials have provided an analysis of the proposals, which I have now shared with Treasury colleagues. As I have said, I am dedicated to the best for miners across the country, which is why I am immensely proud of the scheme and of the investments that we are making to transform mining communities across the country.
ParlaMint-GB_2019-06-10-commons.u418	I agree that this has been a fantastic debate, with everyone who participated believing that justice should be done for the mineworkers. Will the Minister say whether the trustees’ proposals include a review of the 50:50 split?
ParlaMint-GB_2019-06-10-commons.u419	They do not. There are six proposals, which I have written to the Treasury about, and the trustees felt that protecting existing bonuses earned is more important than a review of the 50:50 split at this time.
ParlaMint-GB_2019-06-10-commons.u420	The motion states: “That this House calls on the Government to carry out a review of the existing arrangements for the sharing of the surplus generated by the Mineworkers’ Pension Scheme.” As I understand it, the Government will not vote against the motion, so will the Minister tell us what he is going to do after the motion passes, because it calls for precisely such a review?
ParlaMint-GB_2019-06-10-commons.u421	As I just said, I will be meeting the trustees, and their proposals relate to six points, about which I have written to the Treasury to share my analysis.
ParlaMint-GB_2019-06-10-commons.u422	But this House is about to pass a motion agreeing to a review, so the Government are going to have to do something about that. That is the point, and I think we would all be interested to know what the Minister intends to do.
ParlaMint-GB_2019-06-10-commons.u423	I am setting out my Department’s position. Whether a review is undertaken is a matter for the Treasury, and the Treasury’s position was set out in a letter from the Chief Secretary to the Treasury to MPs on 14 May. That position has not changed. I am sure that the Chief Secretary to the Treasury and other colleagues in that Department will want to reflect on any motion passed by this House, but I am trying to update the House in response to the Opposition Front-Bench spokesman, who asked what the Government were doing about the proposals that had previously been under discussion—the proposals that have been brought forward by the scheme’s trustees The proposals have been considered for several months. They are balanced, and I support them. With the support of my Department, I have formally written to the Treasury to say that we support the proposals, because the trustees have identified that protecting already accrued bonuses is more important than the 50:50 split.
ParlaMint-GB_2019-06-10-commons.u424	The Minister seems to be saying that the proposals being considered are from the trustees and they have not proposed any changes to the 50:50 split. Is it not the case that the trustees have said today that the Government are not willing to discuss a change to the 50:50 split? Is he saying that he thinks it is fair to maintain that 50:50 ratio?
ParlaMint-GB_2019-06-10-commons.u425	The trustees have made it clear that protecting bonuses already accrued is their priority, rather than renegotiating a greater share of future surpluses. I have not met the trustees, and I have already given the House the date when I will be meeting them. I have seen the six proposals from the trustees, which have been considered by my predecessor and his predecessor, and I acted swiftly in my first two months in office to ensure that my Department supports those proposals and will write to the Treasury encouraging their adoption.
ParlaMint-GB_2019-06-10-commons.u426	The trustees’ proposals are important. However, speaking to that is a red herring and does not answer what this debate is about. Every single person who has spoken in this debate has talked about the 50:50 split. Will the Minister please get up and answer that point?
ParlaMint-GB_2019-06-10-commons.u427	I certainly will. I think I have only two minutes left, and I was going to come on to exactly that point. I was addressing the question of what has been done to date I began by saying that we owe the miners loyalty and respect, which includes being honest. In this case, the honest answer is that the current position, whereby the Government guarantee arrangements and split the surpluses, is a fair settlement. It is reflected in the fact that successive Governments of all political persuasions have retained the split currently in place.
ParlaMint-GB_2019-06-10-commons.u428	On a point of order, Mr Speaker. Surely the Government cannot ignore a motion passed by the whole House following a Backbench Business Committee debate.
ParlaMint-GB_2019-06-10-commons.u429	The short answer is that that is not a point of order, but it is open to the Government to do that. Whether it is politically wise is another matter. In the event that Members are disappointed, I feel sure they will trouble the Backbench Business Committee for further debates, which may continue ad infinitum. I am sure the Minister would not want to countenance such an unfortunate, even grizzly, scenario.
ParlaMint-GB_2019-06-10-commons.u430	Thank you, Mr Speaker. The guarantee gives recipients security because, of course, they know future outcomes can never be known. As referenced earlier, my right hon. Friend the Chief Secretary to the Treasury has responded to the letter from the hon. Member for Blaenau Gwent (Nick Smith), sent on behalf of a cross-party group, by saying that she will not be reviewing the current arrangements I believe that all of us here today are united by our commitment to fairness for our miners and mining communities. Although we may be divided on the best way to deliver that, I can assure the House that I will seek to agree changes to the scheme that benefit scheme members and protect taxpayers.
ParlaMint-GB_2019-06-10-commons.u431	We were doing so well in this debate, and I am heartened by the many contributions, especially from Conservative Members. I say that not to be mean-spirited but to acknowledge the contributions and the sympathy shown for the arguments that have been made, which I appreciate. I had hoped the Minister would be rather more positive in his approach to those contributions We have had brilliant contributions from the hon. Members for Mansfield (Ben Bradley), for Ayr, Carrick and Cumnock (Bill Grant), for Carmarthen East and Dinefwr (Jonathan Edwards) and for Kilmarnock and Loudoun (Alan Brown), from my right hon. Friend the Member for Doncaster North (Edward Miliband) and from my hon. Friends the Members for Ashfield (Gloria De Piero), for Barnsley East (Stephanie Peacock), for Blaenau Gwent (Nick Smith), for Midlothian (Danielle Rowley), for Merthyr Tydfil and Rhymney (Gerald Jones), for Leigh (Jo Platt) and for Bishop Auckland (Helen Goodman) We have also had notable interventions—too many to list—including from the youngest working miner to come into Parliament, my hon. Friend the Member for Wansbeck (Ian Lavery), and from my inimitable hon. Friend the Member for Bolsover (Mr Skinner). We have had some terrific interventions, including from the hon. Members for North West Leicestershire (Andrew Bridgen) and for Glasgow South West (Chris Stephens) and from my hon. Friend the Member for Hartlepool (Mike Hill) and a number of others Justice knows no age and, irrespective of the ages of the Members of Parliament debating this issue, I think we can recognise the injustice that the miners, their widows and beneficiaries are suffering. The Treasury forecast was that it would receive, at best, £2 billion, but it has received more than £4.4 billion and there is an ongoing commitment The resolution, which I hope the House will agree, instructs the Government to conduct a review of the existing surplus sharing arrangements. My understanding is that the trustees want to do that, too Question put and agreed to. Resolved, That this House calls on the Government to carry out a review of the existing arrangements for the sharing of the surplus generated by the Mineworkers’ Pension Scheme.
ParlaMint-GB_2019-06-10-commons.u432	On a point of order, Mr Speaker. Thanks to my hon. Friend the Member for Easington (Grahame Morris) having secured this debate, the House has now passed a motion stating: “That this House calls on the Government to carry out a review of the existing arrangements for the sharing of the surplus generated by the Mineworkers’ Pension Scheme.” I wonder whether you could give us some guidance, Mr Speaker. With the House having passed, without opposition and for the first time in 25 years of this scheme’s operation, this very important motion, can we use your good offices to persuade the Government to carry out the will of the House? It was very open to the Government to divide the House on this motion, but they choose not to do so, which must mean that they agree with it. Presumably, that means they are going to do something about it, if this House’s deliberations and possible votes are to be meaningful.
ParlaMint-GB_2019-06-10-commons.u433	The right hon. Gentleman is a natural optimist, and I say that in no pejorative spirit. I am sad to have to advise him and the House of the correct procedural position. I am not making any evaluative judgment; I am simply making a statement of what is. The situation is that the only votes that bind in this place are votes on legislation and votes on taxation. This vote does not bind. It is an expression of the will of the House. I am sorry to say that there have been many occasions on which Backbench Business Committee debate motions have been passed but have not been implemented subsequently by the Government. I rather fancy that this matter will be returned to again and again and again if Members feel that the settled will of the House has not been honoured in practice. I will also add that a situation in which the settled will of the House is not then honoured in practice is bad for Parliament—period.
