ParlaMint-GB_2018-06-12-commons.u1	1. What steps he is taking to support economic growth while decreasing emissions.
ParlaMint-GB_2018-06-12-commons.u455	On a point of order, Mr Speaker. I want to raise a real concern among Labour Members. We voted against the programme motion—we presented an alternative—and we will not be able to debate our amendment on the devolution settlement in the House because we will not have sufficient time. We therefore—[Interruption.]
ParlaMint-GB_2018-06-12-commons.u456	Order. Mr Bowie, you are usually the epitome of urbanity and restraint. There is an enormous amount of gesticulation taking place of a very unseemly character, of which our witnesses, sitting cerebrally in the Gallery, would almost certainly very strongly disapprove. [Interruption.] Order. A Government Whip chunters from a sedentary position, “They love it.” I do not know whether he has conducted his own opinion poll, but they may not be a homogeneous group—some of them may love it and some of them may not, but we do not know. We are going to hear from the hon. Member for Glasgow North East (Mr Sweeney), who is himself a most cerebral individual, and then we will proceed.
ParlaMint-GB_2018-06-12-commons.u457	Insufficient parliamentary time has been allocated for debate. We presented an alternative programme motion that would have afforded sufficient time. I therefore seek your advice, Mr Speaker, in relation to how the Labour party will stand up for the people of Scotland and the devolution settlement, and how we can deliver that amendment. It is not acceptable that we are unable to debate it in Government time, so we seek your advice.
ParlaMint-GB_2018-06-12-commons.u458	I always take the hon. Gentleman extremely seriously—[Interruption.] Order. I most certainly do. He is a very assiduous new Member of this House, and I do. However, I hope he will not take it amiss if I say that I think what he has just said amounted to a declaration of intent on his own behalf and that of his colleagues to get his message across. I am not sure that, in any meaningful sense at this point, he is really in need of my advice. In so far as he wants my advice, my general advice to all colleagues is a word beginning with p and ending with t—persist. Persist, man!
ParlaMint-GB_2018-06-12-commons.u459	rose—
ParlaMint-GB_2018-06-12-commons.u460	rose—
ParlaMint-GB_2018-06-12-commons.u461	Order. I think that it is better if we—[Interruption.] Order. I am saving the right hon. Member for Ross, Skye and Lochaber (Ian Blackford) up; it would be a pity to squander him too early in our proceedings—[Interruption.] Order. The hon. and learned Member for Edinburgh South West (Joanna Cherry) should calm herself. I will hear fully from the right hon. Gentleman when he is ready. All I am suggesting to colleagues—it is hardly a controversial proposition—is that it might be tidy if we first dispose of the remaining amendments in the group. I will hear the right hon. Gentleman either before or after the second group of amendments, the choice being his. The idea that that should evoke headshaking and disapproval is frankly beyond credulity. The leader of the Scottish National party, whose point of order it is, seems perfectly content with that proposed arrangement, and I am grateful to him for his nod from a sedentary position in confirmation of that important fact.
ParlaMint-GB_2018-06-12-commons.u462	rose—
ParlaMint-GB_2018-06-12-commons.u463	I am coming to the hon. Gentleman, too Lords amendments 11 to 14, 18, 21 to 23, 44, 47, 102 to 107, 112, 113, 115 to 119, 121 to 124, 126, 127, 130 to 134, 136 to 140, 142 to 148, 150, 152, 154, 156 to 158, 171 and 172 agreed to, with Commons financial privileges waived in in respect of Lords amendments 13, 18, 22 and 121 to 124.
ParlaMint-GB_2018-06-12-commons.u464	As the House is in a state of repose, I suggest, building on earlier conversations that perfectly properly took place with the Chair, that we come now to the next Lords amendment, but if the right hon. Member for Ross, Skye and Lochaber, who leads his party, would prefer to raise his point of order now, I will be perfectly sanguine about that.
ParlaMint-GB_2018-06-12-commons.u465	indicated dissent.
ParlaMint-GB_2018-06-12-commons.u466	No. He will come to it afterwards. Very good; I am grateful to him for his guidance Before Clause 10 Continuation of North-South co-operation and the prevention of new border arrangements
ParlaMint-GB_2018-06-12-commons.u467	I beg to move Government amendment (a) to Lords amendment 25.
ParlaMint-GB_2018-06-12-commons.u468	With this it will be convenient to discuss the following: Lords amendment 25, and Government amendments (b) to (e) thereto Lords amendments 15 to 17 Lords amendment 26, and amendments (a) to (k) thereto Lords amendments 27 to 31, 46, 48 to 50 and 54 to 58 Lords amendment 59, and amendments (a) to (d) thereto Lords amendments 60 to 101, 108, 109, 111, 114, 120, 129, 135, 141, 149, 151, 153, 155, 162, 165, 169, and 173 to 196.
ParlaMint-GB_2018-06-12-commons.u469	This group of amendments covers two subjects: first, the operation of competences returning to this country from the European Union that intersect with devolved competences under the three devolution settlements; and, secondly, the Lords amendment on Northern Ireland and the Belfast agreement Let me turn first to the matters that apply to devolution. In its original form, the Bill, in what was then clause 11, provided for all those powers to be held initially at Westminster and transferred to a devolved level only when agreement had been reached on an appropriate UK-wide framework to protect and preserve the UK single market and respect our international obligations. The key charge against the old clause was that it was not right to hold otherwise devolved powers returning from the EU in Westminster by default.
ParlaMint-GB_2018-06-12-commons.u470	Is the right hon. Gentleman not ashamed, embarrassed and appalled that we have only 15 minutes to discuss these critical devolution issues? These amendments were designed in the House of Lords, but we, the directly elected Members, have not had the opportunity to debate them. Is he not ashamed of himself?
ParlaMint-GB_2018-06-12-commons.u471	No. I think that the Government allowed perfectly adequate time for debate on these issues. As the hon. Gentleman knows, these questions on devolution matters have been discussed in great detail by me, my Ministers and officials, and the Welsh and Scottish Governments and legislatures for many months. As I hope to explain, the Government have made very substantial compromises to address precisely the concerns raised by both Scotland and Wales. I am pleased that the Welsh Government have accepted the merits of the compromise we proposed and reached an agreement.
ParlaMint-GB_2018-06-12-commons.u472	Does not the Minister agree that there might be more confidence in the Government’s approach if he had managed to table his amendments in this House before the Bill went to the other place?
ParlaMint-GB_2018-06-12-commons.u473	The purpose of a parliamentary process is to examine in detail. In respect of these clauses, the House of Lords has done its job as a constructive revising Chamber. I certainly had very good conversations with Members of the House of Lords from the Labour and Liberal Democrat parties, as well as those from my own party and Cross Benchers. As I said, we continued very detailed conversations with not just the Welsh Government, who have agreed, but the Scottish Government. I want to put on record that although we have not been able to reach a final agreement, the Scottish Government have engaged for many months in a very constructive fashion. Many of the detailed changes embodied in this group of amendments actually reflect things that the Scottish Government, as well as the Welsh Government, sought from us We have, alongside the amendments, designed, working with the devolved Governments, a comprehensive intergovernmental agreement. This makes it clear that the UK Government will always seek agreement from the devolved Governments and should act by agreement, wherever possible. In response to the request from both Wales and Scotland, we have underpinned that principle with a commitment that we will not normally ask the UK Parliament to approve regulations to preserve existing frameworks without devolved consent for those regulations.
ParlaMint-GB_2018-06-12-commons.u474	Is it not the case that the Minister is placing legal constraints on the Governments of Wales and Scotland, but only political constraints on the Westminster Government?
ParlaMint-GB_2018-06-12-commons.u475	It is simply not possible, by legislation, to constrain the UK Parliament. The UK Parliament is sovereign. I know the hon. Gentleman’s party in the Welsh Assembly opposed the compromise on offer, but I was very pleased to see that the Labour Government in Wales and the Liberal Democrats in Wales were prepared to accept what I thought was a reasonable compromise, to vote in favour of a legislative consent motion and to commit themselves to repeal the Welsh Government’s continuity Bill at the earliest possible occasion The Scottish and Welsh Governments have also been clear that we should not try to use these regulations as a mechanism to avoid seeking legislative consent when creating future frameworks. We agree, and we have spelled that out in terms in the agreement. They asked us for a guarantee that we would not legislate for England where devolved powers to legislate for their respective nations were frozen, and we have put that into the agreement as well. That is why I do not accept the case that has been put forward by the Scottish Government for withholding consent for these proposals.
ParlaMint-GB_2018-06-12-commons.u476	I am grateful to the Minister for giving way. Does he not acknowledge that when we passed the Scotland Act 1998—the right hon. Gentleman was a Member of Parliament at the time—it was very specific about what are reserved matters? We cannot get away from the fact that what this Government are doing is legislating on matters that are devolved. This is a power grab. Will the Secretary of State commit today not to legislate without a legislative consent motion from the Scottish Parliament on behalf of the Scottish people?
ParlaMint-GB_2018-06-12-commons.u477	Not only do the agreements that we have reached with the Welsh Government and embodied in these amendments respect the devolution settlement— indeed, Welsh Ministers have said very firmly that they believe that devolution is fully respected—but I think that we have complied in full with our obligations under the Sewel convention. The right hon. Gentleman should look again at the statement by Mr Mike Russell, the Minister for UK Negotiations on Scotland’s Place in Europe from the Scottish Government, who described the situation we are in as a “novel” one and said: “In normal times, such a bill would follow a normal timetable, but these are not normal times.”—[Scottish Parliament, Official Report, 1 March 2018; c. 29.] It is the Scottish Government who are saying that we are not in a normal situation.
ParlaMint-GB_2018-06-12-commons.u478	At a time when President Donald Trump and Kim Jong-un, the most difficult of partners, can show that an agreement can be reached, is it not telling that the only person who cannot reach an agreement is Nicola Sturgeon, because all the SNP cares about is grievance and independence?
ParlaMint-GB_2018-06-12-commons.u479	My hon. Friend puts his finger on the truth. It is of course a great disappointment that the Labour party in the Scottish Parliament, despite its protestations of Unionism, on this occasion decided to ally itself with the Scottish nationalists.
ParlaMint-GB_2018-06-12-commons.u480	Will my right hon. Friend confirm that the 119 powers coming to the Scottish Parliament and the 24 powers being reserved are exactly what people in Scotland want? It strengthens devolution but maintains Scotland in the United Kingdom. Does he also agree that perhaps if Holyrood had had more than 25 hours of debate versus the 252 hours of debate here, we could have reached an agreement, and we would not be here today?
ParlaMint-GB_2018-06-12-commons.u481	I am grateful to my hon. Friend for reminding the House that we should bear in mind, when listening to the criticisms of the allocation of time here, that it is sometimes a question of people living in a glass house flinging rocks around. I say to him, too, that of course Scottish business has been very clear that we need UK-wide frameworks to protect a single UK market that brings great benefits both to Scottish business and Scottish consumers. It is only a few weeks since the Scottish Retail Consortium, the Scottish Food and Drink Federation and the Scottish Bakers said in terms in public that the maintenance of United Kingdom-wide frameworks on such matters as food standards and food labelling was of vital importance to the future wellbeing of their member companies and the customers whom they serve.
ParlaMint-GB_2018-06-12-commons.u482	While Government MPs and the SNP fight over flags, I would rather fight for my constituents, so can the Minister tell the House when I will be able to debate this particular clause on behalf of my constituents, because this elected House has had no time either to debate that clause or the very important issues in Northern Ireland and in Wales?
ParlaMint-GB_2018-06-12-commons.u483	I say to the hon. Gentleman, who I suspect does not share the views of the Labour party at Holyrood on this matter, that he should address his concerns and criticisms to his own Front-Bench team. It was their decision to divide, but it was approaching the ridiculous for us to have three separate Divisions on whether the word “necessary” should replace the word “appropriate”. It was open to the Opposition to accept a single vote grouping those three amendments, but they chose not to, and that has used up a significant amount of our time We have ensured that no existing power will be taken from the devolved institutions and have provided for a significant increase in the decision-making powers of the devolved Administrations after exit. In doing so, however, we have also made sure that we do not compromise on those important common approaches we have to safeguard our internal market, manage our common resources and allow us to be an open and competitive trading nation as we develop new arrangements to replace the EU frameworks.
ParlaMint-GB_2018-06-12-commons.u484	Will the Minister accept that the programme motion passed earlier today has led to the ridiculous situation that these important amendments, including amendments on the Irish border, have to be debated in such a short period and it looks as though his is the only voice that will be heard?
ParlaMint-GB_2018-06-12-commons.u485	There is a balance between my giving way frequently and allowing more time for others to speak. I repeat to the hon. Lady that it was the choice of her Front-Bench team to have 11 or 12 Divisions, in a number of cases duplicating in one Division what had already been determined in another I will turn now to Lords amendment 25 on the Northern Ireland border. In many ways, the amendment is, as a number of noble Lords noted, a statement of Government policy and was prompted very eloquently in the Lords by my noble Friend Lord Patten. It seeks to ensure that we will not act incompatibly with the Northern Ireland Act 1998 and that we will have due regard to the joint report of December last year. It seeks to protect north-south co-operation between Northern Ireland and Ireland and to prevent, among other things, physical infrastructure on the border with Ireland.
ParlaMint-GB_2018-06-12-commons.u486	I welcome the decision to tidy up the jurisdiction and sovereignty issues raised in the House of Lords in the Patten amendment. Will the Minister confirm that the powers in the amendment are restricted purely to the purposes of the Bill?
ParlaMint-GB_2018-06-12-commons.u487	I can confirm that the right hon. Gentleman’s interpretation of the Government amendment in lieu is exactly as he has described.
ParlaMint-GB_2018-06-12-commons.u488	The Minister will be well aware that there is considerable concern in Northern Ireland that we should have no hard border. The Government have repeatedly confirmed their commitment to that, and I do not doubt the Minister’s bona fides, but that commitment appears to be contradicted on the ground by decisions of the Chief Constable of the Police Service of Northern Ireland, who has in recent weeks asked for funding for up to 400 additional police officers for operational duties along the border post Brexit and, significantly, is retaining three disused border police stations. What does the Minister think he is doing? Is he preparing for a hard border?
ParlaMint-GB_2018-06-12-commons.u489	As the hon. Lady knows, Ministers in the United Kingdom Government have no power to direct or even give guidance to the Chief Constable of the Police Service of Northern Ireland or the Northern Ireland Policing Board. The Government could not have been clearer about our commitment to ensuring no hard border between Northern Ireland and the Republic of Ireland. That was a key element of the joint report agreed last December, and it is a commitment that the Prime Minister described in her Mansion House speech as a fundamental underlying principle of our approach to our negotiations with the European Union We said in the House of Lords that we agreed with the spirit and intent of Lord Patten’s amendment, but that it was not drafted in a legally appropriate way. We therefore tabled a number of amendments to try to tidy it up and ensure that it was in a fit form, which I hope will command consensus in the House. It reflects the reality that the withdrawal agreement—
ParlaMint-GB_2018-06-12-commons.u490	On a point of order, Mr Speaker. This was an important day for the people of Scotland. The House has just agreed to a series of sweeping amendments to the European Union (Withdrawal) Bill made by the Government in the House of Lords that fundamentally changes the devolution settlement on these islands—changes from which the Scottish Parliament has expressly withheld its consent We have had no adequate time for debate and, in the time available, we simply heard from the Minister for the Cabinet Office. There was no chance for a vote on any of the amendments tabled by Members of Parliament from Scotland—amendments that would have protected the position of the Scottish Parliament. Moreover, Scotland’s voice has been shut out of the Brexit debate—[Interruption.] The Conservatives are chuntering and I can see the hon. Member for Moray (Douglas Ross) shaking his head. He has just voted with his colleagues to undermine the powers of the Scottish Parliament, and he should be ashamed of himself—[Interruption.]
ParlaMint-GB_2018-06-12-commons.u491	Order. The right hon. Gentleman started out on a virtuous path of raising a point of order with the Chair, from which he was diverted by the forces of gesticulation. The right hon. Gentleman must and will be heard. His point of order is with the Chair, and it must not lead to a kind of conduct of orchestra scenario, with which the House is becoming all too familiar, between SNP Members and Government Back Benchers. Let me hear the point of order and respond to it.
ParlaMint-GB_2018-06-12-commons.u492	I will just simply say that we are used to the boorish behaviour of the Scottish Conservatives Mr Speaker, I seek your advice on where we go next. We are in unprecedented, uncharted constitutional territory. The Conservative Government have used unelected lords to veto the will of the Scottish Parliament and have refused to allow time for this House to debate the alternatives properly. The Government could have ensured protected time for Scotland’s parliamentarians to speak today, but they did not, so we fell silent. What options are available to us in this House to ensure that the Government understand the real concern among people in Scotland at this unprecedented power grab? How can we ensure that our voices are heard?
ParlaMint-GB_2018-06-12-commons.u493	I am most grateful to the right hon. Gentleman, and I will respond, but I think that the hon. Member for Dwyfor Meirionnydd (Liz Saville Roberts) wants to raise a not altogether dissimilar point.
ParlaMint-GB_2018-06-12-commons.u494	Further to that point of order, Mr Speaker. What avenues are open to me to seek further clarification on the operation of the Sewel convention, about which we heard so much, when the precedent set today is so corrosive to public trust in Wales?
ParlaMint-GB_2018-06-12-commons.u495	Order. Let me seek, if I may, to attend to the matters that have been raised, and then I will come to the hon. Member for Perth and North Perthshire (Pete Wishart) and others as necessary. On the subject of the absence of a legislative consent motion from the Scottish Parliament, I can merely observe that I have no powers to stay—I use that term in a technical sense in this context—or to interrupt proceedings because there is no such motion passed. Whatever the very understandable sense of grievance that exists, which I am not disputing or arguing against or for, I am satisfied that, so far as the Chair is concerned, I can with authority say that the House has complied with its Standing Orders That may be very, very, very far from comforting or satisfactory to Members who are aggrieved. I understand what they are telling me, but the House has complied with its Standing Orders. That is the first point. There is in that sense no procedural impropriety, but the absence of procedural impropriety does not mean that people do not feel aggrieved for other reasons or on other grounds Secondly, both Members in a sense asked me, “Well, what recourse do we have?” Perhaps I should start by saying what recourse Members do not have. Today’s proceedings are effectively coming to an end and there is then an Adjournment debate, so the House will know that there is no recourse tonight, and people attending to our proceedings should know that. Moreover, tomorrow the House is treating of these matters appertaining to the withdrawal Bill, but it is dealing with very different sets of issues, on which the right hon. Gentleman’s concerns do not bite, so there is no obvious opportunity for these matters to be aired tomorrow However, without going into the full arsenal of weapons open to a Member of Parliament, there are means by which Members can try to secure the attention of the House to matters that they judge to be important, and if they feel that that needs to be done relatively soon. The right hon. Gentleman, who has now been here three years, is well familiar with some of the opportunities that are open to him and it is perfectly legitimate for him to seek to use those mechanisms. I get the impression, both from the right hon. Gentleman and from the hon. and learned Member for Edinburgh South West (Joanna Cherry), who has legal expertise and some experience of these matters, that the nodding of the head suggests that they understand what I am saying to them.
ParlaMint-GB_2018-06-12-commons.u496	Very well. As I referred to the hon. and learned Lady, I will take her point of order first.
ParlaMint-GB_2018-06-12-commons.u497	On a point of order, Mr Speaker. When my right hon. Friend the Member for Ross, Skye and Lochaber (Ian Blackford) was asking you what options were open to Scottish parliamentarians to raise their concern about what has just occurred today, the hon. Member for Bridgwater and West Somerset (Mr Liddell-Grainger) shouted, “Suicide”. Is that in order, Mr Speaker?
ParlaMint-GB_2018-06-12-commons.u498	I would say to the hon. and learned Lady that I did not hear that. [Interruption.] I am not disputing it; I am simply saying that I did not hear it. If I had heard it, I would not have approved of it. [Interruption.] Order. What I would say to the hon. and learned Lady, and for the benefit of people listening to our proceedings, is that I would judge that, frankly, to be distasteful. Is it disorderly? It is almost certainly not disorderly. The hon. and learned Lady will probably know—she is a student of these matters—that the House long ago dispensed with the idea of a formal list of disorderly words, not least because the list became too long and therefore unmanageable. Therefore, everything has to be judged in context—on the basis of the context in which a particular word or phrase is used. Is the word “suicide” disorderly? No, but in this context, it is distasteful, and I am sorry that it was used.
ParlaMint-GB_2018-06-12-commons.u499	There are a lot of Members wanting to raise points of order. I think I will come to a Dorset knight first.
ParlaMint-GB_2018-06-12-commons.u500	On a point of order, Mr Speaker. Many of us on the Government Benches are disappointed that the matters of devolution did not have more debate. That was a consequence of the Opposition calling so many Divisions, thereby reducing the amount of time. What additional help can the House authorities give in time management training for the official Opposition so that, on future occasions when we have a clearly defined time for debate, they can decide when they are going to vote and when they can allow free-standing debate?
ParlaMint-GB_2018-06-12-commons.u501	I hope the hon. Gentleman, who entered the House with me in 1997—I have known him a very long time—will not mind if I say that I think his point of order was delivered with a puckish grin and was of what I call a rhetorical character.
ParlaMint-GB_2018-06-12-commons.u502	On a point of order, Mr Speaker. Can you confirm that what has to happen now is that this Bill has to be presented for Royal Assent and that the timing of that presentation is a matter for the Government? Is it right that within that period they could still seek to make some arrangement with the Scottish Parliament and that Royal Assent should not be granted until a legislative consent motion has been passed in the Scottish Parliament? Surely that must now be what happens, because the Scottish people, who have been watching these proceedings today, are ashamed and appalled at what has happened in their name and at the way the devolution settlement has been turned on its head. Surely, even at this stage, something should be done to protect the devolution settlement.
ParlaMint-GB_2018-06-12-commons.u503	I am grateful to the hon. Gentleman for his point of order. I hope he will not take it amiss if I simply say that the matter of Royal Assent is not one for the Chair—it is somewhat above my pay grade. It is for people with expertise in that subject. I hope he will not mind—I am going to say this even if he does—when I say that he is a little ahead of himself. I know he is a quick thinker, but he is a bit ahead of himself, because the Bill has first to complete its passage through the two Houses before the issue of Royal Assent arises. This Bill has not yet completed its passage through the two Houses. We are still engaged in what might be described as legislative or parliamentary table tennis with the upper House. Only when that process—that game of ping-pong—has been concluded will the issue of Royal Assent arise. So although I understand what he is telling me, and it may be an issue to be broached at some point by some person, that point is not now.
ParlaMint-GB_2018-06-12-commons.u504	On a point of order, Mr Speaker. I, like many Members in this House, have received hundreds, if not thousands, of communications from constituents on this Bill. As many Members from across the House have said, it is the most important issue this House has dealt with since perhaps the second world war. I seek your guidance, but I also seek to put this on the record. It reflects very badly not only on this House but on all parliamentarians of all colours that I cannot represent the thousands of constituents who have contacted me about significant amendments that have been brought forward from the other place because of the time restrictions put in place by the Government programme motion. I know that is not your responsibility as Chair, but if we want politics and Parliaments in this country to thrive, we have to ensure that we present something to the public that allows them to feel, first, that they are engaged and, secondly, that their representatives can take part in debate to make their representations known. We have been unable to do that this evening, and the Government should reflect on the fact that people will be watching these proceedings and will be very upset that their representatives have been unable to contribute.
ParlaMint-GB_2018-06-12-commons.u505	I am very grateful to the hon. Gentleman for his point of order and for the courtesy with which he raised it. What I want to say succinctly to him, and for the benefit of the House and others interested in our proceedings, is that there are matters that admit of discretion and matters that do not. Where there is discretion that can be exercised by the Chair—I say this in no spirit of self-advertisement and am simply trying to put the fact on the record—my instinct, as I have said to a number of colleagues in conversation today, has always been to allow more debate and more votes. If there is a desire for an urgent question and I think it is urgent, I grant it. I have done that on hundreds of occasions during the past nine years. That will please some people and displease others, but I am trying to do the right thing by the House of Commons I hope that the hon. Gentleman will understand—I know Ministers will—when I say that the Standing Orders are not accidental. This is not an inadvertent omission or construction of words on the part of those who drafted the Standing Orders. The Standing Orders are as they are for a reason, which is that they were drawn up for a purpose and they have been accepted by the House, and they do not admit of any discretion on my part. If I had discretion, no doubt I would exercise it, but I do not. I entirely understand what the hon. Gentleman is telling me, but my advice to him and to others who are similarly concerned—this is a general piece of advice, not specifically in relation to this Bill—is that if they feel strongly that there is an aspect of our procedures that should be handled differently, it is a good idea to address such matters in what I would call “peacetime”, rather than simply raising them in “wartime”. I have never known any Member previously raise this matter with me by way of complaint. Members are now complaining—I am not complaining that they are complaining, as they have every right to complain if they so wish—because it affects them here and now, or it affects the point they want to make, the subject they want to broach or the amendment they want to put to the vote. I have to work on the basis of the Standing Orders as they exist, and that is what I have done. I am not insensitive to the wider point that the hon. Gentleman has made.
ParlaMint-GB_2018-06-12-commons.u506	Order. I call Dr Philippa Whitford, then I will come to Mr Coaker.
ParlaMint-GB_2018-06-12-commons.u507	On a point of order, Mr Speaker. We were told on Report and Third Reading that the Bill was going to the Lords, where there would be amendments, and that when it came back, because the Secretary of State for Scotland had not tabled his amendments, we would have time to debate it in detail. There was 19 minutes, all of which was used up by the Minister for the Cabinet Office. That is unacceptable, so how do we prevent it from happening when the Bill returns from the Lords next time?
ParlaMint-GB_2018-06-12-commons.u508	I am alert to the danger of a repetition, as articulated by the hon. Lady. I think the answer is that it is up to the House to determine the programme motion. If the programme motion is considered unsuitable and unlikely to facilitate the nature and extent of the debate that the hon. Lady and her colleagues want, they know what their recourse is. They must seek to persuade a majority of the House to reject such a programme motion I have looked very closely at the amendability of such motions, and I know that an amendment was tabled. The Standing Order specifies that the Question on the programme motion should be put forthwith. As the hon. Lady knows, I regularly select amendments in debates that are voted upon, including on legislation, and while amendments to the programme motion are not prohibited—they can be tabled—there is no means by which they can be voted upon, as I interpret the Standing Order. It is therefore up to Members, if they do not like the programme motion, to defeat it. I am sorry if that does not satisfy the hon. Lady. I am not insensitive to this issue, but that is the factual position. Some Members may not like Standing Orders, but I owe it, in fairness to those who drew them up, to say that there is no constitutional or procedural impropriety in what has happened today. There may be other grounds for objection, but there is no procedural impropriety. The Minister, in addressing the matters as he did, allegedly for 19 minutes, was entirely within his rights to do so and, to be fair, he did take quite a lot of interventions in that period.
ParlaMint-GB_2018-06-12-commons.u509	Mr Gray, I do not think your mother would forgive me if I did not take your point of order.
ParlaMint-GB_2018-06-12-commons.u510	On a point of order, Mr Speaker. I seek your advice on what constitutes a debate. Does one Minister speaking for 19 minutes, and riding roughshod over 20 years of the devolved settlement, constitute a debate in your eyes or under Standing Orders?
ParlaMint-GB_2018-06-12-commons.u511	I do not have a photographic recall of the Standing Orders, but I am sorry to tell the hon. Gentleman that the word “debate” does not feature especially prominently in them. Ordinarily, one would of course interpret the word “debate” as meaning the exchange of opinions, and there was some exchange of opinions. I have known the right hon. Member for Aylesbury (Mr Lidington) for over 30 years. We knew each other before either of us came into this House and we have known each other for over 20 years in this House, including for the last 21 years as next-door neighbours, he in Aylesbury and I in Buckinghamshire. He is a most courteous fellow, and he did take a lot of interventions in his speech. Was it a debate in the sense that there was more than one speech? No, but if the hon. Member for Airdrie and Shotts (Neil Gray) is suggesting that the powers of the Speaker should be extended to allow him to adjudicate on these matters, heralding a panoply of new Standing Orders that would invest the Speaker with some sort of imperial power, I fear that he may find that this would not be altogether popular in the House. I would live with it—it would be a considerable burden, but I would do so with as much stoicism and fortitude as I could muster—but I rather doubt that the hon. Gentleman would persuade the House of the merits of such a proposition.
ParlaMint-GB_2018-06-12-commons.u512	On a point of order, Mr Speaker. Is there nothing that we can do, through your good offices, to reflect on the fact—you will have seen it and it has been a privilege to have you here all day to observe these proceedings—that numerous Back Benchers have not been able to comment on what everyone has talked about as one of the most momentous days in the history of this Parliament? People of England, Scotland, Wales and Northern Ireland have been prevented from contributing. Not only that but, on the second set of amendments, the only person whom we heard from was the Minister. Labour’s Front Bencher could not contribute. Other Members who may have wished to contribute could not do so. We have spent three hours and 20 minutes on a momentous, historical change for our country. That is absolutely ridiculous May I just ask whether it is in order for the Minister simply to say, “These are the amendments which the Government think are a good thing and therefore the whole House should simply accept them.”? There was no opportunity for Members from Scotland, Northern Ireland, Wales or England to hold the Minister and the Government to account. Surely that is the function of this Parliament and the Minister should be ashamed of himself.
ParlaMint-GB_2018-06-12-commons.u513	I am sorry to repeat myself. There is much to be said for originality, but there is more to be said for truth, and I am afraid that I do just have to stick to the truth that no procedural impropriety has transpired today. I say to the hon. Gentleman—again I came into the House with him more than 20 years ago; I respect him enormously and I think he is a very widely respected Member in this House—that, if there is a further need for this House to treat of these matters later in the week, for example, or subsequently, and if such a need therefore necessitates a new programme motion, it is perfectly open to the Government to frame such a motion to take account of, and to demonstrate either sensitivity to or acquiescence in, some of the concerns that have been expressed this evening. Of course discussions take place, as people should know, between the usual channels and behind the scenes, about such matters and there may be some accommodation there. I am always in favour of an outbreak of amity on procedural matters. It is best if we can avoid grave disharmony on such matters, but it will be for others to decide whether that should happen. That could happen. If the hon. Gentleman feels strongly about that, I feel sure that he will make a beeline for those on his own Front Bench, who engage in discussions on these subjects with the Government, to try to ensure that his concern is reflected.
ParlaMint-GB_2018-06-12-commons.u514	On a point of order, Mr Speaker. It is clear, I think, from this afternoon’s proceedings that there is a feeling, shared, I suggest, on both sides of the House, that the Opposition have used the opportunity to call Divisions to act as a fig leaf to hide some of their embarrassment over this debate about devolution. Although I would probably have disagreed with many of the arguments deployed by SNP Members, they certainly have a right to be able to articulate them in this place Mr Speaker, accepting entirely your ruling that we are all bound by the rules of procedure and our Standing Orders, what scope, if any, exists—and, if it does exist, what avenues do Members have to promote this—to invite the Procedure Committee to consider that, on such a debate with multiple Divisions, the time taken by Divisions should not be included within the three-hour segment of debate, almost like the extra minute that we get when we give way to somebody when we are under a time limit? It would require a proper hearing by the Procedure Committee, but that might be one way to address what is clearly a very thorny issue.
ParlaMint-GB_2018-06-12-commons.u515	I am very grateful to the hon. Gentleman for his point of order. It would be perfectly possible for a programme motion to allow for such injury time caused by Divisions, but it is not for the Speaker to stipulate that it should. However, it could. Moreover, these matters could indeed be considered by the Procedure Committee, of which the hon. Gentleman was a distinguished ornament and of which, for all I know, he may still be a member.
ParlaMint-GB_2018-06-12-commons.u516	indicated dissent.
ParlaMint-GB_2018-06-12-commons.u517	Ah, he advises me that he is no longer a member of that Committee. I am sure that the Committee will feel considerably impoverished by his departure from it, but will do its best to cope in the circumstances. It is an unenviable scenario for the Committee, but I hope that it will manage.
ParlaMint-GB_2018-06-12-commons.u518	Members seem determined to raise their points of order. I hope that they are genuine points of order.
ParlaMint-GB_2018-06-12-commons.u519	On a point of order, Mr Speaker. I have to be honest—sometimes I get easily confused. Today, I have wondered whether some hon. Members have been trying to confuse me further or, more concerningly, have perhaps inadvertently misled the House. I have two examples. The Minister for the Cabinet Office spoke about the Scottish Government withholding a legislative consent motion. The reality is that the Scottish Government do not have a majority at Holyrood, and three other parties voted alongside the Scottish National party—so it was the Scottish Parliament, not the Scottish Government. We then heard a point of order from the shadow Minister about standing up for Scotland, but the Labour Members then proceeded to sit on their hands in a vote for devolution. I am just wondering how I can—
ParlaMint-GB_2018-06-12-commons.u520	Order. I do not mean to be unkind to the hon. Gentleman, who is an absolutely indefatigable Member of this House and an almost permanent presence in the Chamber, but the second part of his observations was pure politics. That is not a novel phenomenon in the House of Commons, but I am afraid that it was not even dressed up as a point of order. I think that we will have to leave it there.
ParlaMint-GB_2018-06-12-commons.u521	I will hear other Members if they insist, but the hour is late, so I would ask colleagues to show some sensitivity to the need to move on to the Adjournment debate. If people want to be heard, I will hear them briefly.
