ParlaMint-GB_2018-01-31-commons.u1	2. What steps he is taking to support cross-border economic opportunities.
ParlaMint-GB_2018-01-31-commons.u494	Will the right hon. Gentleman give way?
ParlaMint-GB_2018-01-31-commons.u495	No, because other people want to speak Last night, the HS2 Bill was debated in this Chamber. In 2010, it was estimated that it would cost £32.7 billion, and then it went up to £55.7 billion. In 2016, the National Audit Office said it had a running cost overrun of some £7 billion, and most people on the Conservative Benches voted in favour of it. I can tell the right hon. Member for South Holland and The Deepings (Mr Hayes), who is no longer in his place, about the cost overrun on most things—you know about them if you get somebody in to build an extension on your building. They cannot put in a bathroom without cost overruns. It is about time that this House took the right decision and sorted itself out. Of course we love this iconic place, but we will not like it if we cannot sit in it because of emergencies that may come along. I shall be supporting amendment (b) to motion No. 1 in the Division Lobby tonight.
ParlaMint-GB_2018-01-31-commons.u496	I want to go back to this 16 and a half feet—16ft 5in to be precise. When we sat on the Committee, we looked at and studied the report from Deloitte, we took evidence from experts, we sat for hours and we came to a conclusion based on the possibility that an inexpensive temporary Chamber could be put in Richmond House. That was fundamental to what we concluded. It turns out that that was wrong—that actually the measurements were out and therefore it would not work. That seems to me to undermine all that we tried to do. If the people responsible could not even measure a courtyard, how could they possibly get the figures right on the overall proposals that were being made? I regret that the work that we did and the conclusions that we drew have been fatally undermined by the fact that the figures we were provided with on an essential basis for our conclusion were wrong.
ParlaMint-GB_2018-01-31-commons.u497	Will the hon. Gentleman give way?
ParlaMint-GB_2018-01-31-commons.u498	I will not on this occasion because time is so limited. I do apologise. I always like to give way, but I think that I had better not on this occasion That troubles me. The other thing that troubled me throughout the Committee process was that we never looked at the figures on the basis of a discounted cash flow, and so the assumption that was made was that a pound spent in 40 years’ time had exactly the same value as a pound spent tomorrow. That is incorrect. A pound spent in 40 years’ time obviously has a lesser value. When we consulted the Comptroller and Auditor General about that, he said in evidence that that was not how Government projects were done: Government projects look at the economic return that one gets on the expenditure, and not on the discounted value of money that one may spend in future. However, this is not a project that reveals a return; it is not an investment in that sense, but a cost. Therefore we need to look at the discounted cost, at which point the remaining in becomes the cheapest option by a considerable margin. [Interruption.] The hon. Member for Rhondda (Chris Bryant) may shout no, but that is what the figures show when we apply a sensible discount rate The other thing that has concerned me throughout this process is that we are being too precious and we are assuming that we will not accept any modest inconvenience. The hon. Member for Rhondda said that costs go up because work has to be done at night. We have to accept that, in this process of saving this building and ensuring that we are here, there may be some modest inconvenience to Members of Parliament. Are we really so precious that there must never even be the slightest sound of a hammer bashing a nail into a piece of wood? Are our ears so sensitive that we cannot bear that strain upon them I, along with the hon. Member for Rhondda, was extremely keen that we should sit in Westminster Hall, because Westminster Hall is not part of the main restoration and renewal project; it is outside it. The argument that we got against Westminster Hall was the most negative naysaying approach that we could have had—that the roof put up by Richard II would fall upon our heads if we had a little bit of heating in there. The naysayers wanted to put us in a glass pod—a temperature-controlled pod to ensure that we were kept at the perfect temperature, boiled to the right level in Fahrenheit or centigrade, whichever you prefer. This is a building that has survived for 800 years, not a hot air heating system. Once they said it was a glass pod, the glass pod was then too heavy for the floor. Whatever way we look at it, they were naysayers. It seems to me that we could have sat there in our overcoats, as that would have solved the problem in the winter. And in the summer, some hon. Members more racy than I am might have felt it possible to take off their jackets. It seems to me that there is an easy, affordable solution whereby we maintain a Chamber in our historic residence. That is what we should do and that is what we should vote for.
ParlaMint-GB_2018-01-31-commons.u499	May I first congratulate the officials of the House on all the work that they have done on the various aspects of R and R? We think that it has been first class. It has been detailed and considered. Anything that my hon. Friends or I say today is in no way a criticism of the professional way in which the House staff have gone about their work. That includes the recent issuing of the client advisory services contracts not least to ensure that the building is safe for the thousands of staff and visitors who are here every single day, and to minimise the risk of catastrophic failure. As it is a House matter, it may well be that this House concludes that an expensive restoration of this royal palace, in whatever guise, is the right thing to do because some argue that this is the historic home of the UK Parliament. If that is the decision, although I may not agree with it, I will certainly respect it My criticism of the motions before us today and the amendment in the name of the hon. Member for Hackney South and Shoreditch (Meg Hillier) is twofold. First, it is flawed that we are not even prepared to consider, on cost-effective grounds, the delivery of a new Parliament on a new site. My second criticism is that we are prepared to proceed without taking this once in a 160 or 170-year opportunity genuinely to modernise the way we work On my first point, the Leader of the House has outlined a delivery body to investigate the three options before us: a full decant, a partial decant, and a full decant while retaining a foothold. Motion No. 2 clearly includes a cost-benefit analysis of each option. But if we are to agree to the creation of a delivery body with a sponsor board doing a cost-benefit analysis of these three options, surely we should do the same cost-benefit analysis of the delivery of a new Parliament on a new site.
ParlaMint-GB_2018-01-31-commons.u500	The hon. Gentleman makes a point that has been repeated a number of times in this debate, which is that all three options—in his case, four—should be worked up. It costs a lot of money to work up options to the level that Members are asking. We need to consider that, which is one of the reasons why I am proposing a clear decision tonight.
ParlaMint-GB_2018-01-31-commons.u501	I respect that the hon. Lady is proposing a clear decision. The problem is that the decision that she is proposing and the other options on the table explicitly exclude even an analysis of what we believe would be the most cost-effective grounds Under any of the other motions before us, we would end up in the ludicrous position of agreeing to proceed on the basis of a decision to rule out that which might be the most cost-effective option. At the same time, we are expected to allow a delivery body to reinvestigate three options or proceed with a single one, when those options were priced in 2014. Those costs may now be wildly inaccurate. We will be abandoning the opportunity that a new Parliament building might offer Depending on the option chosen by the delivery body mentioned in the motion of the Leader of the House, and given that the timescale for completion could be anywhere from eight to 40 years, we may also be in a position—although we cannot be certain—in which what appears to be a sensible or cost-effective decision today looks absolutely bonkers in a few years’ time when the floor is up, the roof is off and people look behind the oak panelling. In short, to prohibit the delivery body from even doing a cost-benefit analysis of a new Parliament building is short-sighted. This is important because when the new build option was ruled out in 2012, it was after a pre-feasibility study had been completed, and that study suggested that a new parliamentary building might cost £800 million. I understand that updating those figures for inflation, using the tender price index from 2012, and applying a 22% optimism bias would still give an updated net capital investment figure of £1.4 billion. That figure may be completely wrong—it may be double, treble or quadruple that—but for goodness’ sake, if the starting point is lower than all the other options, surely we are duty bound to have the delivery body investigate it On the second point of concern, namely that of modernisation, I very much support the amendment in the name of my hon. Friend the Member for Perth and North Perthshire (Pete Wishart). We simply must have seats for every single Member in both the temporary and permanent Chambers. The only argument I have ever heard against the modernisation proposal—we heard it earlier today—is that Members can accost a Minister if they happen to be in the same voting Lobby. I have never had any difficulty contacting a Minister or their Parliamentary Private Secretary if the situation is urgent, and I have never once heard that criticism raised by those in the Scottish Parliament, where electronic voting is the norm My hon. Friend made some fun of this issue earlier, but let me add a little weight to it. The 10 votes we had on 17 January took a combined total of 1,200 man, woman or people hours—two hours per MP—which is time that could have been far better used. In the Scottish Parliament, those votes would have taken 10 minutes Given that neither of the motions in the name of the Leader of the House or the amendment tabled by the hon. Member for Hackney South and Shoreditch accommodates our ambitions, we are unable to support any of them.
ParlaMint-GB_2018-01-31-commons.u502	I want to start by thanking my right hon. Friend the Leader of the House for tabling the motions and for the very able way in which she opened the debate and put the arguments so very clearly. Nobody wants to leave this House—of course we do not—but we do have a duty and an obligation to future generations to make sure that it is looked after and repaired properly. That is the most important thing I hope that the delivery body will look at working on this site 24/7. This is an island site: there is no reason why it cannot be worked 24/7. As I understand it, the proposals that would take seven or eight years are based on working a normal week. This is an island site with no neighbours. I fully agree with the point made earlier—I was going to suggest it myself—that we should give ourselves planning permission on this site. We should be able to deliver that. As a world heritage site, there will be certain obligations, and that is absolutely right. That is why I am much more optimistic that this project can be done quicker than the previously proposed timescales During my period as Secretary of State for Transport, I was very fortunate to see some remarkable projects in this country, one of which was London Bridge station, which has just been completed. It was awful that people had to suffer the development of London Bridge, but we can now see that it is a great example of English engineering and people doing a job. However, it would have been done much more cheaply and much quickly if we could have closed it. The fact is that when we operate in buildings at the same time as engineering work is being done to them, the work takes longer and it is more expensive Some colleagues say we can segment the work and do it in sections. I would like to know how many of them have done the basement tour. I suggest that they go and work there for six months—actually, I think six hours would probably be enough for them to realise that the conditions are absolutely intolerable for people to work in I have reservations about the proposal to build a completely new Chamber. If we are sensible about this, the simple fact is that, if we give two and a half years, and no longer, to do this work, there is no reason why we could not find alternative accommodation. The House sits approximately 146 days a year. It is not always as full as this. In fact, quite often it is a lot emptier. I very much doubt that we would need an exact mirror of the Chamber for the emergency period.
ParlaMint-GB_2018-01-31-commons.u503	Will my right hon. Friend give way?
ParlaMint-GB_2018-01-31-commons.u504	I would rather not, because I know that other Members want to speak, and time is rather tight Those are some of my suggestions about the way forward. We should set the delivery body up and move forward, and that body should be instructed to look at doing it a lot more quickly and efficiently; 24/7 working would suffice. That would mean we would be out of this place for a lot less time. On the basis that we have to get on with this job and have been delaying it for far too long, I will tonight support amendment (b).
ParlaMint-GB_2018-01-31-commons.u505	On behalf of the House Commission, I would like to set out briefly for the House the background to the northern estates programme and its link to the proposed restoration and renewal of the Palace The northern estates programme covers Norman Shaw North and South, 1 Parliament Street and Derby Gate, where works are due to start later this year. Those buildings house around a third of Members and our staff. The Norman Shaw buildings were brought into use as offices for Members and their staff in the 1970s and now require major works, as does 1 Parliament Street. The Commission gave its approval to a major programme of refurbishment and renovation of the northern estate at the end of 2015, following scrutiny by the Administration and Finance Committees. The plans approved were to do the minimum necessary The plan at the time was to decant Members from the northern estate to 7 Millbank, do the works on the northern estate and then return Members to the northern estate. However, during 2014-15, security advice hardened against the use of 7 Millbank for Members. At the same time, Ministers were persuaded to pass Richmond House to Parliament. We finally got the keys to that three weeks or so ago The plan changed, and this time it was to decant northern estate Members into Richmond House after some improvements. It also became clear from the Joint Committee report that the courtyard of Richmond House, which has been referred to a number of times, was the only viable location within the secure perimeter for an interim Chamber Now a much more ambitious programme of works is being planned on and around Richmond House. It involves construction of what is, in essence, a replica Chamber for use during R and R that can be used as a contingency Chamber in the longer term, as agreed by the Commission in September. It also involves construction of immediate surrounds of Lobbies, business offices and so on, as well as Committee rooms and the necessary decant space for the third of Members and their staff whose offices are in the Palace Subject to the outcome of today’s debate, we will probably sequence the main work on the rest of the northern estate, decanting one building at a time while we prepare the Richmond House block. The costs are substantial, with very roughly half attributable to the need to restore the old northern estate and half to a decant to enable restoration and renewal of the Palace. In return, we will have a contingency Chamber that can have many functions and a legacy building that can play a vital part in our education and outreach efforts, as well as providing space that should, in time, enable us to end our reliance on expensive leased office space for hundreds of parliamentary staff Those were words from the Commission. I would now like to say a few words of my own. We must get on with this, and that is why I support amendment (b). I have been involved as Deputy Leader of the House, in a ministerial capacity, from 2012 to 2015 and then on the House of Commons Commission, and I am afraid there has been much delay and procrastination on this. I agree that the Leader of the House has grasped this and is moving forward, but there has been much delay. The excuses for why we cannot proceed have been multiple This is an opportunity to create a Parliament fit for the 21st century. I agree with the earlier point on electronic voting and also that we should have a horseshoe Chamber in which every Member of Parliament has a seat, which most people in most environments would expect to be the norm. We need a fully accessible Parliament for visitors and Members of Parliament. It is not right that Members of either House who are in a wheelchair cannot in some cases even get into the Chamber and certainly cannot sit, for instance, with their own party. That is something that needs to be addressed as well.
ParlaMint-GB_2018-01-31-commons.u506	rose—
ParlaMint-GB_2018-01-31-commons.u507	Finally, we have an opportunity to create an exemplar environmental building, incorporating state-of-the-art retrofitted environmental measures, built to the best environmental standards and minimising the environmental impact of the building—by transferring waste and building supplies up and down the river, for example I fully support the delivery authority and board model that is proposed. That model was very successful in delivering the Olympics, partly because all the parties were bound together and agreed to proceed with that project. I hope that we might reach the point where we agree to do the same in relation to the renewal of the mother of all Parliaments.
ParlaMint-GB_2018-01-31-commons.u508	Order. Members can do as they wish, but I would discourage the taking of interventions in the upcoming speeches, if we are to have an orderly conclusion to the debate.
ParlaMint-GB_2018-01-31-commons.u509	The problem with today’s debate, and the reason I will be supporting motion No. 1 in the name of my right hon. Friend the Leader of the House, is that in many ways we are being asked to take a bit of a punt and a bit of a guess. What I like about the motion is paragraphs (4) and (5), which amendment (b) seeks to amend, because I honestly do not believe that we have enough facts before us. We should have been given a plan set around a timeframe, showing how and when certain components could be delivered We are told on principle that we must all just leave, and that it will cost billions. As my hon. Friend the Member for North East Somerset (Mr Rees-Mogg) pointed out, some of the facts in the report are not correct. But regardless of that, when I was listening to the speech by the right hon. Member for Carshalton and Wallington (Tom Brake), I noticed that the project has become a shopping list to which we can add new items. The cost goes up and up. Even in the words of my right hon. Friend the Leader of the House, only 75% of the projected costs are for the necessary work. So at a time when there is tightness on the public purse, it appears that we are bringing in a shopping list of things that we may not need. I find that very hard to defend to my constituents. I have rightly told them, and will carry on doing so, that the Government have a responsibility to live within their means, but now it seems that with our own buildings, money is no object I will be supporting motion No. 1, but I would like to see more detail, especially with regard to paragraph (4)— “funding should be limited to facilitate essential work”. Because there is that other aspect of this debate, and for all the Members who say that there is absolutely no way that we would not return to this Chamber, there has been movement. The SNP has now made it quite clear that it does not think we should come back, and we have just heard that the Liberal Democrats think we should change the way we do our democracy—that we should have a horseshoe, and that we should sit at desks. We are a debating Chamber. We do not sit here and read things into the record, like they do in the United States Congress; we debate. This afternoon, I have sat through this debate and it has been excellent; I respect all the points that have been made. At times this afternoon I was wondering where I might be going tonight, but I have listened very carefully, and the arguments I have heard tonight in this great Chamber have led me to believe that at this moment in time, motion No. 1 is the one to support, because we need more details about exactly how the work will be carried out, when, and at what cost, and that process needs to be developed and brought forward in a more sensible way None of us in here would like to create a situation where the health and safety and wellbeing of the people who work here would be seriously put at threat. But one cannot on the one hand argue that we must move because there is a 50:50 chance that a fire will occur by 2020, which could kill everyone on the top floor, and then say, “But we would not leave until 2025.” We have heard that in the second world war, this Chamber was bombed and we moved to another area. Well, we could go from the invasion of Poland to the moment Adolf Hitler shot himself, and we would still wait another year before we left the Chamber. So if the urgency for health and safety reasons is that great, why are we not doing anything until 2025 Many points have been made. I absolutely agree with what my right hon. Friend the Member for Derbyshire Dales (Sir Patrick McLoughlin) said about working 24/7. That absolutely should be mandated, to get on with this work, but I urge my right hon. Friend the Leader of the House also to look at the parliamentary timetable and what we do in those two weeks in September. Can they be redistributed in the year? Could that be the tour of the United Kingdom that many people are suggesting? Three months at 24/7 over the next seven years would give us quite a lot of time to get a lot of the work done—including the total decant out there I want to see a lot more robust detail laid out, and motion No. 1, in the name of my right hon. Friend, allows that to happen. We are taking action today: we are having this debate. It has fleshed out a lot of the arguments, and there has been movement on both sides, but I feel that the time has come for us to have things laid out more clearly and more succinctly.
ParlaMint-GB_2018-01-31-commons.u510	To everything there is a season, to every time a purpose: a time to break down and a time to build up. Words written 3,000 years ago surely are apt today for this building, which is 1,000 years old I served on the Joint Committee. I attended that Committee as a sceptic, believing that we were only being pushed out of this place for some false reason, but the evidence led to one undoubtable and unalterable conclusion: in order for us to preserve a building that we love, a heritage that we cherish and a history that we are in charge of, we have to decant from this building, refurbish it, restore it, renew it and revive it, and on that basis allow ourselves to have a new building for future generations We should dispel the nonsense that there is no easy solution. We must take the difficult choice and we must take it expeditiously. No more dilly-dallying should be allowed to take place. There is not a cheap option. Some Members are trying to hide behind the costs—“If we do the work over time, it will be cheaper.” That is a fraud upon all of us and it does not fool any of us. It does not fool anyone out there in the general public, up there in the Gallery or, indeed, in any newspaper across this country We do not own this building; we are custodians of it for future generations. The right hon. Member for Ashford (Damian Green) made a strong case when he spoke about the security and safety needs of this building, but those of us who care about the history of this building have probably never even visited the cloisters because we cannot. We are largely excluded from going there because it is crumbling. That most historic part can be preserved and revived only if we embark upon an ambitious plan to rebuild those parts of this crumbling building As Members of this House, when we enter each day we walk over stones that were laid by William the Conqueror’s descendants. We walk where Cromwell marched his army. We hear echoes around this building, the place where Wilberforce chanted the call for freedom. We pass through corridors where the smoke of Winston Churchill would have passed by. Indeed, on this great Bench, our heroes of Craig and Carson—and, indeed, my da—actually sat. If we really love this building, as many say they do, we should be brave and urge, as amendment (b) does, that we get on with this process expeditiously.
ParlaMint-GB_2018-01-31-commons.u511	I call Peter Aldous. You have a minute and a half, max.
ParlaMint-GB_2018-01-31-commons.u512	For 27 years before arriving in this place, I practised as a chartered surveyor. Although I was a general practice surveyor, not a building or quantity surveyor, I spent a large part of my working life inspecting a wide variety of buildings The Palace of Westminster is the most iconic building in the UK. It is not ours; it belongs to the nation. We are the custodians, with the responsibility of passing it on to the next generation in a better condition than we inherited it. For my part, the evidence is compelling. We need to get on with this work as soon as possible. If a chartered surveyor had made a recommendation to delay the work, and there was then an incident such as a major flood or fire, they would be sued for professional negligence. There is a real risk of fiddling while Rome burns, so we need to implement the Joint Committee’s recommendations as soon as possible. Time really is of the essence, and thus I will be voting for amendment (b).
ParlaMint-GB_2018-01-31-commons.u513	Order. There is no time for an effective speech.
ParlaMint-GB_2018-01-31-commons.u514	I am going to take this slowly so that we all know exactly what we are doing—we now come to motion 6, which is to say the Restoration and Renewal (No.1) motion. I call the Leader of the House to move Motion made, and Question proposed, That this House— (1) affirms its commitment to the historic Palace of Westminster and its unique status as a UNESCO World Heritage Site, Royal Palace and home of our Houses of Parliament; (2) takes note of the report of the Joint Committee on the Palace of Westminster ‘Restoration and Renewal of the Palace of Westminster’, HL Paper 41, HC 659; (3) accepts that there is a clear and pressing need to repair the services in the Palace of Westminster in a comprehensive and strategic manner to prevent catastrophic failure in this Parliament, whilst acknowledging the demand and burden on public expenditure and fiscal constraints at a time of prudence and restraint; (4) accepts in principle that action should be taken and funding should be limited to facilitate essential work to the services in this Parliament; (5) agrees to review before the end of the Parliament the need for comprehensive works to take place.—(Andrea Leadsom.)
ParlaMint-GB_2018-01-31-commons.u515	I now call the hon. Member for Perth and North Perthshire (Pete Wishart) to move amendment (c) Amendment proposed: (c), at end of paragraph (2), insert: '(2A) regrets that no detailed assessment has been carried out of the cost-effectiveness of relocating Parliament away from the Palace of Westminster, and calls for any future review to include such an assessment.'—(Pete Wishart.) Question put, That the amendment be made.
ParlaMint-GB_2018-01-31-commons.u516	We come now to the petition. If, inexplicably, there are right hon. and hon. Members who do not wish to hear Mr James Cartlidge present his petition, a decision that would be the source of considerable bafflement to me, I hope that they will leave the Chamber quickly and, preferably, quietly, with Mr Watling conducting his important private conversation outside the Chamber—the hon. Member for Clacton should conduct his conversation outside the Chamber, as we can then have the remaining pleasure of listening to Mr Cartlidge in an atmosphere of sobriety and respect as he speaks to his petition.
ParlaMint-GB_2018-01-31-commons.u517	Thank you, Mr Speaker. This petition is about the restoration and renewal of the road infrastructure of Sudbury. As it happens, we had a suspect package in a bank in Sudbury, which caused the closure of the road through the centre of the town and massive gridlock, resulting in my receiving a huge number of social media messages saying that it is a perfect day to introduce a petition for a Sudbury bypass. Sudbury is a beautiful historic town, the birthplace of Thomas Gainsborough, but it suffers from terrible congestion and pollution, so I am therefore delivering a petition signed by 3,768 citizens The petition states: The petition of residents of the UK, Declares that the town of Sudbury, Suffolk, has suffered from heavy congestion for too long, hampering the development of the town, causing dangerous levels of pollution and reducing the living standards of its residents; further that the Department for Transport should recognise the strong business case, the support of the Suffolk County Council, the New Anglia Local Enterprise Partnership and the Haven Gateway Partnership; and further the Government should provide support for the construction of a Sudbury bypass, including any necessary funding, to improve the future of the town and surrounding areas; and further that a local paper petition and online petition on this matter received 3,711 signatures The petitioners therefore request that the House of Commons urges the Department of Transport to support the construction of a Sudbury bypass And the petitioners remain, etc [P002106]
ParlaMint-GB_2018-01-31-commons.u518	I am afraid that many of my remarks on this important subject are going to be somewhat critical of the Government, but let me say first that I do recognise the strong commitment, from the Prime Minister downwards—I am sure this extends to the Under-Secretary of State for the Home Department, the hon. Member for Louth and Horncastle (Victoria Atkins), who is valiantly standing in for her colleague today—to counter the threat posed by the evil of militant, expansionist Islamist extremism. Nor do I wish to pick fault in the basic direction of the Government’s counter-terror strategy. A number of voices from all parties criticise the Prevent programme, and in particular its methods. I think they are mistaken. My fear, and my reason for calling the debate, is not that the tools available to the Government to combat extremism are being focused wrongly or used inappropriately; it is that those tools, in particular the legal framework, are insufficient to tackle a threat that would destroy our way of life and everything we stand for I remind the House that it is not just a handful of UK citizens who have returned from Iraq and Syria. The Government’s latest estimate, expressed by the Minister for Security and Economic Crime in his letter to me last week, is that just under half of approximately 850 UK-linked individuals of national security concern who have travelled to engage in the conflict in Syria and Iraq have returned.
ParlaMint-GB_2018-01-31-commons.u519	I congratulate the hon. Gentleman on raising this important issue and outlining it very quickly. Does he agree that the research carried out by the Soufan Centre in October 2017 estimating that at least 425 British ISIS members had so far returned to the UK—the largest cohort in Europe—is worrying, and that this House has a right to know how many of them are still in sight and on the radar of our security forces?
ParlaMint-GB_2018-01-31-commons.u520	The hon. Gentleman captures succinctly the essence of my speech. Not only has the institute made that estimate, but the Government corroborate the fact that just over half of those 850 people have returned to the UK.
ParlaMint-GB_2018-01-31-commons.u521	I too congratulate the hon. Gentleman on calling this debate. Is he as surprised and appalled as I am that these people are allowed back into the country, after going abroad to fight with our enemies and to threaten our lives and our freedoms?
ParlaMint-GB_2018-01-31-commons.u522	I guess I am, but can the hon. Gentleman come up with something that would persuade another Government to take such a UK citizen? I would like them never to set foot back here again, but I know that we would never allow a foreign resident who had committed a terrorist atrocity to stay in our country.
ParlaMint-GB_2018-01-31-commons.u523	There are individuals being kept in jails in, for example, the Kurdish-controlled areas of Syria who have not yet been tried for any activity. They are being held there, but the British Government refuse to interact with them on the grounds that they are in Syria, even though they cannot leave. Does my hon. Friend understand that there is also a problem for the people who have not yet been tried but whom the British Government do not seem willing to take any responsibility for?
ParlaMint-GB_2018-01-31-commons.u524	My hon. Friend and I have spoken about her constituent and the distress caused to her family. It is important that there is due process that is transparent both for the individuals involved and the public Lest anyone doubt the relationship between travelling to jihad conflict zones and radicalisation, it is worth noting that research from the Institute for Global Change, which surveyed a sample of prominent jihadis from the middle east and Africa, found that nearly two thirds had fought in one of the three major hubs of jihadi conflict over the past 30 years. Here in the UK, Salman Abedi travelled to Libya shortly before his terrorist attack, which killed 22 people at the Ariana Grande concert in Manchester last year. Two of the London Bridge attackers, Khuram Butt and Youssef Zaghba, had expressed an interest in travelling to Syria to join Daesh Are more than 400 of those returning individuals in jail or going through the court system? We simply do not know, because the Government will not release the figures, despite repeated requests. There is strong demand from the public to know how many who travelled to fight foreign jihad are currently free in British communities. Those men and women are escaping justice, despite having been prepared to fight British troops in the name of a sickeningly evil cause. If they are not locked up or deradicalised, they are potentially able to import back to British streets brutal killing techniques learned on the battlefield. The Government must know what the figure is. It is simple to collate, and they were prepared to give it back in May 2016 when Advocate General Lord Keen responded to a parliamentary question stating that, at that point, there had been 54 successful prosecutions of returnees from Iraq and Syria, with 30 more cases ongoing The refusal to update the number of prosecutions is fuelling the suspicion that in fact only a fraction of returnees are being charged because it is often too difficult to amass sufficient evidence that is admissible in an open court. That suspicion extends to suspected terror suspects who are deported back to the UK. Here, the lack of prosecution cannot be attributed to someone slipping into the country unnoticed, difficult though that in itself should be. Deportees are directly handed back to the UK authorities by another nation. They should be delivered straight into the judicial system and made to pay for their crime, but how many are? Again, at present we do not know because the Government have claimed that they do not hold the information in this form. That is simply not credible Last month, I was granted special access to a British woman in a removal centre in Izmir, Turkey. The Turkish authorities wished to deport her back to the UK with her two young children. I hope that the Minister will share my concern over the detention of those children, who are aged just three and one, and will report to the woman’s Member of Parliament about what they are doing on this case. The Turkish authorities gave me the identities of six other British nationals, two adults and four children, who they said had been deported from the Izmir removal centre in the past 12 months. In speaking to the Security Minister before this debate, I was asked not to name these individuals on security grounds. On this occasion, I am content to agree to that request, but I will say this: it comes to something when a foreign country is prepared to be more forthcoming to a British MP about the terror threat posed by particular British citizens than Her Majesty’s own Government Some will claim that this obfuscation is based on a laudable need to maintain a deterrent effect rather than on a desire to save the Government from embarrassment; that it is better to remain vague because future generations are less likely to be deterred from following the next call to global jihad if they know how few of their brothers and sisters have been jailed for previous attempts. Yet such a view surely grossly underestimates the sophistication of the jihadis’ communication capacity. If British justice is falling short, Daesh, al-Qaida and whatever is the next strain of this evil perversion will be able to get that message out to potential recruits. Will the Government take this opportunity to be more transparent on this vital issue In her response, will the Minister answer the following questions: how many UK nationals deported back to the UK have been subject to a managed return because of their suspected support for ISIS, as described in the Home Secretary’s response to me here on 8 January; how many of those have been charged with a terror-related offence; how many of the aforementioned “approximately 850 UK-linked individuals” were deported back to the UK; how many of those have been charged with a terror-related offence; and what is the total number of these 850 who have been charged with a terror-related offence Finally, rather than attempting to hide the weakness of our legal system in regard to returning jihadis, will the Government consider the following proposal to strengthen it? The Home Secretary has already said that she will consider extending the period of pre-charge detention to allow the authorities more time to prepare a case, but will the Government consider the steps that have been taken in Australia where it has been made an offence to travel without a verifiable legitimate reason to certain designated terror hotspots—as Iraq and Syria were while that conflict was taking place. The declared area offence law is in its infancy in Australia, having only been on the statute book since 2014, yet the independent reviewer of terror legislation there has just recommended that it be extended for a further five years. Surely there is value in following our ally to create our own UK jihadi travel ban, placing the burden on the suspected terrorist to give proof of legitimate purpose if he or she travels to a designated conflict zone.
ParlaMint-GB_2018-01-31-commons.u525	I respectfully say that the hon. Gentleman is absolutely on to something there because, crucially, there is evidence that can be provided to prove the case. The difficulty in so many other cases is that, if we want to uphold our way of life, that means not prosecuting people unless we have sufficient evidence to put them on trial and convict them. Unfortunately, it is very often difficult to establish what they have been doing in Syria, and it is therefore difficult to bring a prosecution. His idea is a good one.
ParlaMint-GB_2018-01-31-commons.u526	I thank the Minister.
ParlaMint-GB_2018-01-31-commons.u527	Not yet!
ParlaMint-GB_2018-01-31-commons.u528	I am sorry—I thank the hon. Gentleman for his support. He is absolutely right The approach that I have described would reflect the reality that, for the overwhelming majority, there is no legitimate reason whatever to travel to a jihadi conflict zone. The fact of their going is proof enough that they are supporters of terror. By following this simple step, which is already on the statute book in other countries to which we are allied, we would have a better chance of ensuring that these people face the consequences of their actions if they survive their experience to return to the UK.
