ParlaMint-GB_2018-02-06-commons.u1	Object Bill to be considered on Tuesday 20 February.
ParlaMint-GB_2018-02-06-commons.u432	Does my hon. Friend understand the frustration in places like Stroud when the number of affordable housing units needed is ratcheted up, but we are completely unable to prevent the developers from building executive houses? Does she agree that that dilemma just makes us look hopeless in terms of general residents’ interests?
ParlaMint-GB_2018-02-06-commons.u433	My hon. Friend makes a very good point, which has been much made this afternoon. The change signalled by the Government is what I think led my hon. Friend the Member for Coventry South (Mr Cunningham) to label the policy “green belt first”. My hon. Friends the Members for Ellesmere Port and Neston (Justin Madders) and for Bury North (James Frith) also clearly highlighted the difficulties of that approach Last year, the Government proposed a new method for calculating the housing need for local authority areas, but unfortunately the new formula does not take into account the amount of land that is protected in a given area. For example, in County Durham, 43% of the area is green belt, an area of outstanding natural beauty or under conservation area protection. Again, that causes problems for the local authority, and the Government need to address the issue urgently The National Housing Federation said that the Government’s target of 300,000 new homes a year will not be met unless we make better use of land. So far, as the Minister will know, we have not come close to reaching that target, with only—this was a huge improvement on previous years—183,000 homes built last year. The Government need to reach the target, and that point was made very effectively by my hon. Friends the Members for Mitcham and Morden (Siobhain McDonagh) and for Chesterfield (Toby Perkins) The National Housing Federation has called for the Government to “think innovatively about how best to use public, brownfield and greenbelt land to build the homes and communities”— communities is a very important point—that “we need” I agree that there must be more creative and collaborative solutions to the housing crisis. We need to see much more of local authorities working together, with much greater support from the Government, to set up new towns and garden cities. The Government must do more to ensure that local residents and businesses feel in control of development in their areas. Too often, people are left feeling that planning is done to them, rather than it being a process in which they can participate. We know that the Department will prepare a new draft of the national planning policy framework for consultation soon, and the Government must take the opportunity to address some of these issues. That point was made excellently by my hon. Friend the Member for Bury North. The local plan process must be strengthened and proper consultation must be guaranteed. There must also be greater investment in planning departments, which have been starved of resources. They need additional resources to ensure that developments are correctly assessed and that local policies are properly implemented A survey of local councillors that was carried out last year by the Local Government Information Unit and the National Trust found that 50% of local councillors saw sites being approved for development that were not in line with local plans. However, it should be through the local and neighbourhood planning process that appropriate sites are allocated for development and that any changes to protected designations such as green belt are undertaken. In that way, communities can best plan for sustainable development and control future development in their area.
ParlaMint-GB_2018-02-06-commons.u434	I congratulate my hon. Friend the Member for Tewkesbury (Mr Robertson) on securing the debate. He made some powerful points about the supply of new homes, the type of stock and the wider issues about affordability. They were tenaciously made and duly noted by the Government. I also pay tribute to my predecessor, my hon. Friend the Member for Reading West (Alok Sharma), for the sterling job that he did. I know that he will take that energy and focus into the Department for Work and Pensions Today, we have had a thoughtful and very well-informed debate, with valuable insights from hon. Members across the House representing a range of communities, whether those are urban, rural or suburban communities like my own. Building the homes that Britain needs is one of the great social challenges of our generation—a national mission—but we must carry local communities with us. We have heard a lot about that today. From my point of view, I see that dual mission not as a zero-sum game, but as two sides of the same coin. We must get an effective set of outcomes that work not only for the country, but for communities The most recent data from the English housing survey shows that the proportion of households owning their own home has steadily declined since 2003 to its current level. It stabilised around 2013 and has remained broadly stable since. We are therefore at a crossroads. It is time to turn this challenge into an opportunity and grasp it with both hands There are some positive signs. Last year, we saw 217,000 homes delivered, the highest number in all but one of the last 30 years. Just last week, the Halifax survey showed that the number of first-time buyers in 2017 was the highest in 10 years—since the financial crash—while the National House Building Council survey showed the highest number of new homes registered to be built since the financial crash. That, though, must be the point of departure, not the point of arrival. We need to deliver in the region of 300,000 homes each year, if we are to provide the homes Britain needs and make them more affordable—for the nurse, for the teacher, for those young families on low and middling incomes trying to get on to the housing ladder This is not just about those who are buying, of course: increasing the supply of new homes is vital for bringing down the cost of renting, too. The Government have an ambitious plan and we are restless to get more homes built. There is no silver bullet, as hon. Members pointed out. There are just various pieces of the jigsaw puzzle and we must be assiduous in putting them all together. The first policy lever is the national planning policy framework. I am pleased to say that we will be consulting on changes to the NPPF to reduce obstacles to home building. In that context, I listened carefully to the range of concerns raised by hon. Members across the House I will not pre-empt publication, but as the House will know from the Secretary of State’s statement, we intend to consult on changes, for example, to density to free up local authorities to build perhaps one or two storeys higher—whether apartments, terraced homes or other designs—if that is in keeping with their local area and in accordance with what local constituents and communities want. That will provide greater flexibility in towns and urban areas, where demand is particularly high. The points about regional variations in demand and affordability were well made by hon. Members across the House. We want to encourage homes to be built—we want to clear away those obstacles—and to promote local design, buy-in and support for this national mission. We will therefore publish a revised draft of the NPPF and launch our consultation by Easter I want to be clear on one issue on which feelings always run high—I know from my own local experience how important it is: the green belt, which is cherished by hon. Members and their constituents and communities. Our NPPF makes it clear that most new building on green-belt land is inappropriate and should be refused planning permission, except in very specific circumstances, and only in exceptional circumstances may a local authority alter the green-belt boundary, after consulting local people and submitting a revised local plan for formal examination. Broadly, since 1997, the proportion of green-belt land has stayed relatively steady at 13% There is a broader point here about home building and the overriding need to carry local communities with us, whether rural, suburban or urban communities. That is why last week the Government announced the first wave of money being allocated from the homes infrastructure fund. Last week alone, we targeted £866 million of investment, or 133 local housing projects, from London to Manchester, Cornwall to County Durham, to unlock building capacity for up to 200,000 new homes. We recognise we need more homes, but we also know that communities worry about new developments —my hon. Friend the Member for Witney (Robert Courts) made this point very well—and ask some reasonable questions: what will it mean for congestion on the roads, and what will it mean for pressures on schools and local NHS services? There is certainly a link with pressures from immigration. Once we have left the EU, we will have greater scope and control over that to get the balance right. The Government hear those concerns loud and clear. That is what the homes infrastructure fund helps to address. We will be having a further round of funding in about a month’s time to deal with bigger infrastructure projects. The key is that, by investing in local authority-led projects in areas where demand is greatest, we can build not just more homes but stronger communities at the same time, which is crucial to the strategy the Government have presented I come now to the next public policy lever that we must yank even harder to speed up the rate of building—the shadow Minister and Members on the Conservative Benches made this point. There is, I think, a cross-party consensus on the objective, although whether there is such a consensus on the means is another question. The point was made very well by my hon. Friend the Member for Harborough (Neil O’Brien) and also by the hon. Member for City of Durham (Dr Blackman-Woods) Let me put this in context. In the year ending March 2017, 304,000 planning permissions for new homes were granted, an increase of 15% on the previous year and of 70% on five years ago. The latest figures—which, admittedly, date from 2016—show that detailed planning permission was granted to 684,000 homes that had not been completed The Government’s position is clear: new homes should be built as soon as possible once planning permission has been granted. Our housing White Paper contains a range of proposals to tackle issues that delay or prevent the building out of developments. They include proposals to give local authorities stronger tools with which to ensure that sites with planning permission are built out, to provide more transparent data on housing delivery and to tackle delays associated with, in particular, pre-commencement conditions My right hon. Friend the Member for West Dorset (Sir Oliver Letwin) is leading a review of the gap between the number of planning permissions being granted and the new homes actually delivered, with a view to reducing it. The review panel will make its recommendations for closing the gap and will report on its findings later this year. We want to establish what more can be done to ensure that developers cannot wriggle out of commitments to build more affordable homes in the right places, after planning permission has been granted. That is another important piece of the jigsaw: another important element of the strategy that we are presenting today Members across the House made the point that Governments must lead by example. This is not really about a private sector monopoly; the state has a role to play. That argument was made especially clearly and saliently by the hon. Member for Chesterfield (Toby Perkins). Releasing more surplus public sector land to boost the supply of new homes is obviously a powerful way of achieving our goal. We will be pressing Whitehall Departments to release more of that surplus public sector land, with a view to generating a further 160,000 new homes. Homes England can help them by providing expertise and targeted investment Let me return to the objectives to which I referred at the beginning of my speech. The release of public sector land offers opportunities to provide less expensive homes for essential public sector workers such as nurses, teachers and police officers.
ParlaMint-GB_2018-02-06-commons.u435	May I suggest that that will happen only if the Government force—or encourage—public sector bodies to do it? Extorting their good will will not work.
ParlaMint-GB_2018-02-06-commons.u436	I know that the hon. Lady has a great deal of experience in this regard and she is right. I suspect that what is needed is a mixture of coaxing and cajoling, carrot and stick. We must try to ensure that there is a win-win. However, it seems to the Government, and certainly to me, that there is a huge opportunity not just to build more affordable homes, but to control the process to ensure that those homes are for key workers on low and middle incomes We have heard a range of excellent speeches. I shall try to do justice to as many as possible in the time available. The hon. Member for Halton (Derek Twigg) raised the issue of funding and, in particular, the issue of the homes infrastructure fund. As I have said, we want to encourage the building of more homes, but we know how important it is to provide the infrastructure that will enable us to carry communities with us.
ParlaMint-GB_2018-02-06-commons.u437	May I press the Minister on that, if he does not mind? Halton Borough Council is saying that, because the brownfield land is either contaminated or has already been allocated and used, there are exceptional circumstances to build on the green belt. My constituents do not agree and nor do I. Can the Minister tell me whether that is correct? May I also ask whether he is going to do anything about developers who build on green belt before all the brownfield land has been used?
ParlaMint-GB_2018-02-06-commons.u438	The national planning policy framework makes it very clear that building on the green belt must be the last resort. Well disposed as I am towards the hon. Gentleman, he will not tempt me to start commenting on individual plans or planning applications, but I can tell him, in relation to his own local authority, that we did not have a bid for the homes infrastructure fund and we want the bids to be locally driven. Then we will look on them as sympathetically as possible—in accordance, obviously, with a set of criteria—to maximise the output.
ParlaMint-GB_2018-02-06-commons.u439	Does my hon. Friend understand that, for smaller authorities such as Isle of Wight Council, which is just about the smallest county council in Britain, it is difficult because we do not have the capacity always to know how the central Government system works? Therefore, we lose out when it comes to applying for some of these funds.
ParlaMint-GB_2018-02-06-commons.u440	I listened to my hon. Friend’s passionate, tenacious and articulate speech on behalf of the Isle of Wight. I am happy to look again at whether we can provide any support in relation to the bidding process, but we are in a Catch-22 because we will be criticised for imposing ideas on local communities—particularly the smaller ones—if we do not allow bids to be community-driven and led. However, let us take that forward and see whether we can work together I cannot tell my hon. Friend the Member for Grantham and Stamford (Nick Boles) how fantastic it was to see him in the Chamber, back in fine fettle, setting the housing market in context. As usual, he is a one man walking ideas factory, offering ideas that I am already in part looking at trying to take forward. He made a powerful case for the national mission to build more homes and for trying, as we—I emphasise this—carry communities with us, to think in radical terms to get this job done The hon. Member for Coventry South (Mr Cunningham) made some important points about the green belt. My right hon. Friend the Member for Arundel and South Downs (Nick Herbert) brought his experience directly from a local public inquiry to inform the debate at the national level. He also raised the issue of equality of arms between developers and local communities, an important point well made.
ParlaMint-GB_2018-02-06-commons.u441	rose—
ParlaMint-GB_2018-02-06-commons.u442	I am going to make some progress as I need to allow two minutes for the wind-up, otherwise it would be frowned upon by Madam Deputy Speaker My hon. Friends the Members for Hazel Grove (Mr Wragg) and for Bolton West (Chris Green) talked about the need to prioritise brownfield over green spaces. That is already in the NPPF of course. We will look at whether we need to reinforce that message. My right hon. Friend the Member for Forest of Dean (Mr Harper) made important points about finance, but also about the geographical differences in the housing challenge we face. He made those points well. My hon. Friend the Member for North East Derbyshire (Lee Rowley) also talked about having a tailored approach to different regions and communities. That point was well made The hon. Member for Bath (Wera Hobhouse) spoke about the reality that a lot of affordable housing is not that affordable and is still costly. We clearly need to look at that both in this context and in the social housing Green Paper. The hon. Member for Mitcham and Morden (Siobhain McDonagh) spoke with passion and conviction. She is right that we need to address this at many levels. I like the sound of some of her ideas and look forward to having that cup of tea with her and seeing how we can take them forward This Government’s mission is to reverse the decline in home ownership and revive the dream of Britain as a property-owning democracy. We must revive that dream for the key workers and for those on low and middle incomes striving to get on to the first rung of the housing ladder. Above all, we must deliver the homes we need for the next generation. We must build the homes Britain needs in the right way and in the right places. That is a great challenge, but an even greater opportunity, and one we must seize with both hands.
ParlaMint-GB_2018-02-06-commons.u443	I thank the Minister and all the Members who have contributed to this debate; as I anticipated, it was heavily subscribed. Members raised points from their own constituencies, which was perfectly correct. That gave a good flavour to the debate, which has given the Minister a lot of good ideas—and maybe a few headaches as well In winding up, I want to pick up where the Minister finished. I entirely agree with him: one of my favourite Margaret Thatcher policies was that on home ownership. She extended home ownership to so many people who previously would not have had the chance to own their own home. I am absolutely with the Minister and the Government in their desire to increase the number and percentage of people who own their own home I am pleased that the Minister recognised that housing supply is not the one silver bullet. Indeed there is no silver bullet. I stress that the building of more and more and more houses will not necessarily lead to greater affordability. There is not an easy answer, but we must work even harder to make sure that we achieve what I think all Members want I certainly will contribute to the discussions on the planning guidance. I ask for further clarification, however, on the green belt and unmet housing need. As I said earlier, the Government have stated in planning guidance in the past that unmet housing need is unlikely to outweigh harm to the green belt in importance. The Government must be a little clearer on that as we move forward.
ParlaMint-GB_2018-02-06-commons.u444	indicated assent.
ParlaMint-GB_2018-02-06-commons.u445	I am pleased to see the Minister nodding to my request on that point Again, I thank all Members for contributing to this interesting and important debate Question put and agreed to. Resolved, That this House has considered housing, planning and the green belt.
ParlaMint-GB_2018-02-06-commons.u446	I rise to present a petition on the closure by the Royal Bank of Scotland of two of its NatWest branches in my constituency. I present it on behalf of the residents of the towns of Penistone and Stocksbridge, and it has been signed by 1,400 citizens The petition states: The petition of residents of Penistone and Stocksbridge, Declares that the proposed closure by the NatWest Bank of its local branches in the towns of Penistone and Stocksbridge should be reconsidered by the bank; further that the closure of these branches will leave both towns without bank services; further that the bank claims electronic banking will still allow customers to access services; further that the petitioners believe for many customers that this will not be possible and further that petitioners maintain that the closure of these branches could have a detrimental effect on many small business in the area The petitioners therefore request that the House of Commons urges the Government to recommend that the NatWest bank reconsiders the closure of these two branches And the petitioners remain, etc [P002105]
ParlaMint-GB_2018-02-06-commons.u447	I hope you will bear with me, Madam Deputy Speaker, while I present these two petitions. The first is from the residents of the Mount Oswald estate in Durham The petition states: The petition of residents of Mount Oswald Estate in Durham, Declares that the new development, built by David Wilson Homes, where there are residents who lack any form of acceptable broadband service; further that the estate’s phone lines are currently connected to a cabinet over 2 km away, resulting in a typical broadband speed of 0-3 megabits per second, well below the standard broadband speed of 17 megabits per second; further that this is well below the broadband service that should be expected in a new-build development with a city-centre postcode; further that with the development of several hundred new homes immediately adjacent to the Mount Oswald Estate the broadband speeds are likely to deteriorate further without any action The petitioners therefore request that the House of Commons urges the Government to make provision for the installation of a new fibre-enabled cabinet in the immediate vicinity of the Mount Oswald Estate to ensure a future-proof service for all current and future residents of the estate And the petitioners remain, etc [P002109]
ParlaMint-GB_2018-02-06-commons.u448	The second petition is from the residents of Sherburn Hill on the closure of Sherburn Hill School. They believe that Durham County Council has not guaranteed that all its pupils will be eligible for transport-to-school funds The petition states: The petition of residents of Sherburn Hill, Declares that the proposed closure of Sherburn Hill school in County Durham is contrary to the wishes of the local residents and that children will have to attend other schools in other villages; further that the community at Sherburn Hill have already lost all other existing community facilities, including a Sure Start centre and a community centre, and that the closure of this school will represent the closure of the last communal indoor space in the village; further that Durham County Council have not fully investigated other options for keeping the school open The petitioners therefore request that the House of Commons urges the Government to call on Durham County Council to reconsider the decision to close Sherburn Hill school And the petitioners remain, etc [P002108]
ParlaMint-GB_2018-02-06-commons.u449	I did not think that I would be the first to present a petition about a bank closure, but I have no doubt that I will not be the last. Before I get to the text of the petition, I want to say that I am disappointed with the chief operating officer of Lloyds Bank Group, Juan Colombás. I wrote to him twice on my constituents’ behalf, but I did not even receive the courtesy of a reply. The petition is about the closure of the last bank branch in a district of my constituency The petition states: The Petition of residents of Southampton Itchen, Declares that the residents of Woolston object to the closure of Lloyds Bank which will result in there being no banks left in Woolston The petitioners therefore request that the House of Commons urges the Government to encourage Lloyds Bank, a bank that was bailed out by the taxpayer during the financial crisis, to reconsider the decision and keep the Woolston branch open And the petitioners remain, etc [P002110]
ParlaMint-GB_2018-02-06-commons.u450	As a female MP, I am honoured to have secured this Adjournment debate on the 100th anniversary of women gaining the vote Last week saw the launch in Parliament of the “Autism and education in England 2017” report of an inquiry, which was co-chaired by myself and my hon. Friend the Member for Bexhill and Battle (Huw Merriman), that formed part of the work of the all-party parliamentary group on autism. The report came about due to our first-hand experience as new MPs of listening to many parents who visited our surgeries to tell us their stories of the difficulty of getting support for a child with autism The often invisible nature of autism means that it can be difficult for a child to get a diagnosis. The process can be long and difficult for parents, often taking years rather than months. Parents feel that the extreme pushing that they have to undertake to get a diagnosis for their child often means that they are labelled as bad or difficult parents who just cannot cope with a naughty child. As a result, a diagnosis can be missed or delayed by many years. Many parents tell me—I know that colleagues have had the same experience—that they often have to resort to paying for a private assessment so that their child can get a diagnosis and start receiving the support that they need The problems for parents and autistic children do not end even once a diagnosis has been made. The lack of support that they receive in our schools and education system is shocking, and teachers, who desperately want to help these children, can feel inadequate and unable to offer support because they have had little or no training. I am pleased to say that that will change this year, because initial teacher training will include dealing with children on the autistic spectrum. However, that will not tackle the lack of training for existing teachers and headteachers.
ParlaMint-GB_2018-02-06-commons.u451	I congratulate the hon. Lady on securing this debate. We are all in the Chamber for the same reason: we know constituents who have faced such problems. A Northern Ireland Department of Health report confirmed that there has been a 67% increase in the number of school-age children across all trust areas in Northern Ireland who are diagnosed with autism. I am sure that the figure for the hon. Lady’s area is similar, so does she agree that that massive increase must lead to an increase in the support for such children in schools? If each class has a classroom assistant, it is a vital step towards improving educational outcomes for children with autism.
ParlaMint-GB_2018-02-06-commons.u452	I agree. Our report found that as many as one in 100 children attending our schools is on the autistic spectrum, which means that a significant number of children need our support Our inquiry heard from teachers who told us not only how they struggle to support students in mainstream schools because of a lack of special educational needs provision, but about the difficulties they experience because they have not received training. That comes on top of a lack of specialist provision for children for whom mainstream education is not sufficient. However, such children are often placed in mainstream education, which just cannot cope with their needs.
ParlaMint-GB_2018-02-06-commons.u453	I congratulate my hon. Friend and my hon. Friend the Member for Bexhill and Battle (Huw Merriman) on their first-class report, which will make a big contribution in this area and a big difference to people’s lives Does my hon. Friend the Member for Lewes (Maria Caulfield) agree it is not just initial teacher training—autism awareness training is being included in that training for the first time this year—but the training of teachers who are already in place, such as by the Autism Education Trust, that is making a difference? In the light of her study, would she go further and say that school leaders, school governors and other people involved in educational institutions should also be trained in autism awareness?
ParlaMint-GB_2018-02-06-commons.u454	My right hon. Friend is correct, and one of our report’s findings is that the training needs to go wider than just teachers. I will touch on that when I come to our recommendations Given the lack of support, children on the autism spectrum often end up in crisis. If they had received the support they needed in the first place, and if they had received a quicker diagnosis, such children would often thrive in school.
ParlaMint-GB_2018-02-06-commons.u455	I commend the hon. Lady on the report of her inquiry, which she co-chaired with the hon. Member for Bexhill and Battle (Huw Merriman) Cora Leeson, who is a passionate campaigner and advocate for children with autism in my constituency, contacted me after the launch of the report to highlight her concern about the number of fixed-term exclusions from school of children with unidentified SEN, including those with autism. Does the hon. Lady share my concern about the educational attainment of children who are being excluded because they have not received a diagnosis or because, if they do have a diagnosis, they are not receiving appropriate support within mainstream schooling?
ParlaMint-GB_2018-02-06-commons.u456	The hon. Lady is right. Some 17% of children with autism have been suspended from school at some point. Of that number, 48% have been suspended three or more times, and 4% have been permanently excluded, so the current school system is not working for a significant number of children. That has consequences in later life because, as experts told our hearings, if these children have the right support, they should be doing well in school. Because of their educational outcomes, only 16% of autistic adults currently end up in full-time work, and only 32% end up in any type of work at all. That tells us that their experience in the early years of being excluded or suspended from school has an impact on their educational attainment, which has a long-term impact on the rest of their lives.
ParlaMint-GB_2018-02-06-commons.u457	I declare my interest at the outset. My wife is a music therapist and much of her work is with children who have autism, which gives me an insight into many of the challenges that families face. I am listening to my hon. Friend with great interest. Does she agree that children with special educational needs have just as much right to be educated as every other child and that that education can make a real difference to their ongoing lives? We must not forget them, but we must also not forget their parents, who can often feel very isolated. SEN provision in schools can make a real difference for parents, too.
ParlaMint-GB_2018-02-06-commons.u458	My hon. Friend is right. These children have not just a right, but a legal right. As the inquiry heard, the most frustrating thing is that existing legislation should be providing for such care in the education system. We have not only the Children and Families Act 2014, but the Autism Act 2009, which my right hon. Friend the Member for Chesham and Amersham (Dame Cheryl Gillan) introduced. The 2009 Act, which is the only disability-specific piece of legislation that we have in England, sets out how autistic adults should be supported The problem is therefore not that the legislation is not in place, but that it is not being upheld. As the 10-year anniversary of the Autism Act approaches, we need a national autism strategy to help children and young people, to ensure that the current laws are upheld and to make sure that all autistic children receive the help to which they are legally entitled. Without that, we will continue to hear these desperate stories of parents and their children who are not getting the support that they need.
ParlaMint-GB_2018-02-06-commons.u459	Does the hon. Lady agree that there is also a need for speech therapists, child psychologists, occupational therapists and other health professionals to support the special needs of those children in being diagnosed with autism in the first place?
ParlaMint-GB_2018-02-06-commons.u460	I thank the hon. Gentleman for that intervention. This is absolutely about not just teachers, but the whole support staff. Our report calls on the Government to introduce a national autism strategy by the end of 2019, which should include training for school staff, the provision of a specialist curriculum for all pupils who need one and measures to reduce bullying and promote inclusion in schools. We also ask for an understanding of autism to be embedded in the education system, and we want ongoing training for teachers, including headteachers We are asking local authorities to collect data on children in their areas, because commissioners cannot plan a service if they do not know how many children are in need of it and on what part of the autistic spectrum those children sit. The needs of a high-functioning autistic child are very different from those of a child at the other end of the spectrum, so local authorities need to be collecting data so that they can adequately commission services We ask that Ofsted is required to monitor the implementation of the 2014 Act. One of the most striking pieces of evidence we heard in our inquiry was the admission of Ofsted inspectors that they do not always assess how children with autism are supported in schools when they carry out their inspections. If that is not being enforced, it is no wonder that schools are not getting the resources they need to support these children. We also ask that local authority staff—this point was made in an intervention—as well as teachers receive training about the requirements of the 2014 Act. This is about more than teachers, who know that they need training, because a range of individuals involved in supporting children could also do with such training The Secretary of State came to our launch in Parliament last week. My hon. Friend the Member for Bexhill and Battle has met him since, and I know that my right hon. Friend is supportive of our report’s findings. He has asked us to list the aspects of our report that we could introduce into policy, so we will certainly follow up on that. As a society, we are failing autistic children and their families, and that has a key implication for a huge number of people in our society During our inquiry on autism and education in England, we heard that too many families face an uphill struggle to obtain the help and support to which their children are entitled. Children with autism only have one childhood, so there is only one chance of getting it right. The impact of getting it wrong can be far reaching for the rest of their lives. We therefore urge the Government to look carefully at our report, and to develop a national autism and education strategy before the end of 2019 that will support local authorities to become more effective commissioners for children on the autism spectrum and ensure that schools are equipped to ensure that autistic pupils are supported in the way the existing law says they should be. In the words of a suffragette, Emily Wilding Davison, this is about “deeds not words”.
ParlaMint-GB_2018-02-06-commons.u461	I congratulate my hon. Friend the Member for Lewes (Maria Caulfield) on securing this debate and I congratulate her and my hon. Friend the Member for Bexhill and Battle (Huw Merriman) on the excellent work they have done in this report. The debate is timely, following the recent all-party group inquiry on autism and education, where she co-chaired the work. I welcome the report and its recommendations. As we have heard, my right hon. Friend the Secretary of State attended its launch last week, and I am grateful for this opportunity to set out the Government’s position My hon. Friend the Member for Lewes is right to highlight the fact that a diagnosis of autism can take a long time. I recognise how frustrating that can be for families and cannot stress enough that people do not need to wait for a formal diagnosis to secure support for their child—that is the message I want to send out from the Dispatch Box. The majority of children and young people with special educational needs or a disability will have their needs met within local mainstream early years settings, schools or colleges. As soon as it becomes apparent that a child may require extra help, the child’s school should begin to provide support in line with the SEND—special educational needs and disability—code of practice The code of practice is clear that, if a local authority considers that it may be necessary for special educational provision to be made for a pupil through an EHC—education, health and care—plan, it must conduct an EHC needs assessment. An assessment can be requested by the school, by the child or young person’s parents, or by the young person themselves, if they are over school leaving age.
ParlaMint-GB_2018-02-06-commons.u462	Can the Minister tell us how long it takes between a school identifying that a child has an issue and that child receiving the intervention and support that they require? In too many areas throughout the country, it is taking far too long.
ParlaMint-GB_2018-02-06-commons.u463	The hon. Lady raises an important point. It is taking far too long. I have been in the job only three weeks, but I have already heard that message from many parents who have made exactly that point My hon. Friend the Member for Lewes talked about the importance of training school staff effectively to support those with autism. With more than 108,000 children and young people in schools having been identified as having autism, I agree that it is vital that they are well supported in their education, so that they have the best possible chance of achieving their aspirations, living independently and finding sustainable employment. Having teachers who are confident and competent to support them is fundamental for children to thrive in school Autism presents particular challenges for teachers. It is not always easy to understand how the world appears for a child with autism and what might be driving particular behaviours, especially if someone has not come across autism before. For the child, that lack of understanding can lead to frustration, a failure to enjoy and engage with learning, and challenging behaviour, which can in some cases end in temporary or even permanent exclusion. That is why we are keen to ensure that education staff are well placed to support children and young people with autism Our approach to initial teacher training ensures that newly qualified teachers are equipped to support children with special educational needs, including those with autism. To be awarded qualified teacher status, trainees must satisfy the teachers’ standards, which include a requirement that they have a clear understanding of the needs of all pupils, including those with SEN, and are able to use and evaluate distinctive teaching approaches to engage and support them. We have also launched a consultation to explore how we can support teachers at the early stages of their careers by strengthening the qualified teacher status I am pleased to say that we are currently in discussions to extend the Autism Education Trust contract to deliver autism training to existing education staff in early years settings, as my hon. Friend the Member for Lewes mentioned, as well as in schools and colleges. The Department has funded that training since 2012 and it has so far reached more than 150,000 people—not only teachers and teaching assistants but support staff such as receptionists, dining-hall staff and caretakers, thereby encouraging a whole-school approach to supporting pupils with autism It is important that teaching staff can access resources to help them to support children on a day-to-day basis in the classroom. We recently published a new resource, developed by ASK Research and Coventry University, which sets out evidence on effective approaches to supporting children and young people with special educational needs, including those with autism. We have also funded a school improvement programme to further support the embedding of good SEND practice in schools, including by working with local areas where the Ofsted and Care Quality Commission local-area inspection reports include significant concerns about school provision.
ParlaMint-GB_2018-02-06-commons.u464	I welcome my hon. Friend to the Dispatch Box and am heartened to hear his positive response to my colleagues’ report. Does he agree that it is important that Ofsted inspectors are trained to understand autism and the requirements of children with autism? They cannot fully report on and inspect educational establishments unless they themselves are trained, so will he ensure that all Ofsted inspectors receive training on autism?
ParlaMint-GB_2018-02-06-commons.u465	My right hon. Friend raises an important point and I shall try to address some of what she has said in the rest of my speech. It is important to think about who inspects the inspectors. Who is satisfied that they know and can identify autism My hon. Friend the Member for Lewes also raised the need to reduce bullying. It is an issue that affects far too many autistic children and young people. The Government have always been clear that bullying of any kind is absolutely unacceptable and should never be tolerated. It is important for schools to respond promptly to support the bullied child and ensure that the bullying does not happen again. Last year, we published revised guidance for schools on how to prevent and tackle bullying in all its forms and to help them to create a safe and disciplined environment where pupils are able to learn and fulfil their potential The report also highlights the disproportionate exclusion from school of autistic children. It is really important that schools have an inclusive ethos, and they have a duty under the SEND code of practice to ensure that pupils with SEN are able to engage in the school’s activities alongside pupils who do not have SEN. I know that exclusion, especially illegal “informal” exclusion, is a particular concern for the parents of autistic children. Under the contract with the Autism Education Trust, we are continuing to fund the excellent work of the National Autistic Society in providing advice and information on exclusions to parents and education professionals. Feedback shows that parents, in particular, value this service, helping them to understand their rights in situations where their child is at risk of exclusion, or has already been excluded None the less, we want to understand more about exclusions and their impact. That is why, in October 2017, the Prime Minister announced the launch of a review of exclusions practice and the implications for pupil groups that are disproportionately represented in the national statistics. The review will look at how schools use exclusion and how this impacts on all pupils, but in particular it will look at why the practice of exclusions is so varied and why some groups of children, including those with SEND such as autism, are more likely to be excluded than others. It will also be an opportunity to share best practice The 2014 SEND reforms were the biggest change to the system in a generation and placed a firm focus on involving young people and their families directly in planning their own support—
ParlaMint-GB_2018-02-06-commons.u466	The Minister is being very generous this evening; I do thank him. I just want to take him back to the Prime Minister’s review. When will that piece of work be published and when will we be able to look at the results of that review?
