ParlaMint-GB_2018-07-17-commons.u1	1. What steps he is taking to support growth in the offshore wind sector.
ParlaMint-GB_2018-07-17-commons.u411	There is a wide range of issues covered by this final group of amendments we are debating today. I therefore propose to focus on the Government amendments in my opening remarks We are committed to creating a world-class Trade Remedies Authority. That is why Government have already begun recruiting TRA staff into the Department for International Trade, so that they can be properly trained before the TRA becomes fully operational. Once the TRA is legally established, staff who have been recruited into the Department will be transferred over to the TRA. Government new schedule 1 and Government amendment 58 are crucial to ensuring that this transfer can take place. This is standard practice when establishing a new arm’s-length body, as set out in the Cabinet Office’s statement of practice on transfers of staff in the public sector Trade remedies cases can have material impacts on markets and jobs. We must therefore create an independent investigation process that businesses can trust. That is why we are setting up the TRA as an arm’s-length body, giving it the appropriate degrees of separation from government, and ensuring that people with the right qualities and qualifications are appointed to the board to oversee this new function There are other amendments in this group, tabled by other hon. Members, on the TRA. I will wait to hear the points they make before responding to the detail of those amendments. Before I sit down, however, I will underline the point made by my right hon. Friend the Secretary of State for Trade yesterday in his statement to the House. The Bill is about continuity rather than future arrangements. This is why we have now separately set out the role that Parliament, the devolved Administrations, the public, business and civil society will have in our future trade agreements. We believe our approach makes good on our commitment to build an inclusive and transparent future trade policy Amendments 44 to 47 reduce the sunset period and renewal periods from five to three years. This has been discussed in previous debates. Amendments 31 and 32 allow Agreement on Government Procurement, or GPA, power to reflect updates to the list of Government entities in the UK’s GPA schedule. Amendments 34, 40, 41 and 48 clarify the scope of the powers in clause 1 and 2. Amendments 59 and 60 update references to data protection legislation, and amendments 31, 35, 43, and 51 to 57 are drafting changes.
ParlaMint-GB_2018-07-17-commons.u412	It is a pleasure to follow the Minister and to contribute to the Report stage of this important Bill I rise to propose amendment 80, in my name and that of my hon. Friends, on the Trade Remedies Authority, and to speak to the other clauses and amendments in this group. Labour supports new clause 5 and our own amendment 5 on the implementation of a customs union with the EU. Labour’s policy is for a new customs union with the EU to protect jobs and the economy, and to avoid a hard border in Northern Ireland. We will also be supporting new clause 18, as it keeps open the possibility of a customs union with the EU My Labour colleagues and I tabled amendment 5, which requires that any international trade agreement must not stop the UK participating in a customs union with the EU. This is in line with our party’s policy to negotiate a new customs union with the EU. As the Bill deals with international trade agreements, we wish to ensure that no other trade agreements impede on the UK’s capacity to enter into such a new customs union with the EU On new clause 18, as I have said, Labour believes that the only way to deliver frictionless trade and to prevent a hard border in Northern Ireland is to negotiate a comprehensive customs union with the EU. The Chequers White Paper published by the Government put forward a different proposal. We think that the so-called “facilitated customs arrangement” is unnegotiable, undeliverable and unworkable, but it at least accepts the need for frictionless trade and to prevent a customs border between the UK and the EU.
ParlaMint-GB_2018-07-17-commons.u413	It is a great pleasure to speak on Report and I rise to support new clause 9, amendments 20 and 21 and new clause 18. Let me start briefly with new clause 9. We are leaving the European Union and I accept the result of the referendum, but that referendum did not tell this House and this Parliament how we should do so. That is what Parliament is here to decide and what it is going to do I think the Common Market principles are the best way to leave the EU. The Common Market principles that I am referring to are the removals of barriers for trade between the United Kingdom and the EU and the protection and development of complex supply chains across the continent, which will protect, as my right hon. Friend the Member for Broxtowe (Anna Soubry) said yesterday, the jobs and livelihoods of our constituents. As we leave the European Union, I believe that should be the key priority of this House New clause 9 refers to the European economic area and the European Free Trade Association. EEA and EFTA members incorporate most of the single market regulations. Most goods are not checked for compliance with EU regulations at the border and I think that would go a long way to mitigate complex supply chains and the Irish border issue, as well as the potential congestion at UK ports. That is one reason I support the White Paper; it refers to a common rulebook.
ParlaMint-GB_2018-07-17-commons.u414	Does my hon. Friend understand that last year 21% of all the components needed for making cars under just-in-time principles came from outside the EU and passed our borders without friction or difficulty?
ParlaMint-GB_2018-07-17-commons.u415	My right hon. Friend has just made the point that 79% of them do, and in business I was always taught the 80/20 rule, which I would advise him to apprise himself of As I was saying, the White Paper is very similar to the common rulebook, and that I think is appropriate. I will not dally too long on clause 9, but I think that the EEA-EFTA, as an institutional structure, is off the shelf, tested and something the EU is familiar with and which we could engage with. I accept, however, that the White Paper sets out a different direction, and I want to make sure we keep the White Paper and the plan negotiated and moving forwards What I really want to talk about tonight is new clause 18. I would contend, and I say to my Front Bench, that new clause 18 is exactly in line with their White Paper. It says that, “it shall be the objective of Her Majesty’s Government to achieve the implementation of an international agreement to enable the United Kingdom to establish a frictionless free trade area for goods between the UK and the EU.” That is absolutely in line with the White Paper. What causes the Government and others in the House concern is the word “union”.
ParlaMint-GB_2018-07-17-commons.u416	It might help if I could advise the House that, in recognition of contributions from right hon. and hon. Members today, it is my intention to bring forward an amendment in the other place—[Laughter.] If I may. [Interruption.] If I may. Thank you.
ParlaMint-GB_2018-07-17-commons.u417	Order.
ParlaMint-GB_2018-07-17-commons.u418	It is my intention to bring forward an amendment in the other place that takes in the essence of new clause 18 but removes the defective element relating to the customs union. The Government amendment will restate our intention to establish a customs arrangement with the EU. [Interruption.]
ParlaMint-GB_2018-07-17-commons.u419	Order. We must hear the hon. Member for Wimbledon.
ParlaMint-GB_2018-07-17-commons.u420	Very few people ever say that, Mr Speaker It is a generous offer from the Front Bench, and one that I am tempted to accept, but I would say to the Minister: let’s do this the other way around. I will make him a generous offer. Why does he not accept new clause 18 today and then amend it in the Lords? [Hon. Members: “Hear, hear!] I will tell the House why. Subsection (2) of my new clause is entirely in line with the European Union (Withdrawal) Act 2018, which is now part of our law in this country, the House having passed it. All it says is that it should be the objective, after 21 January, which date is in clause 13(10) and (11) Had I used any other word than “union”, the Front Bench would have accepted it. Frankly, I do not see the problem. Yesterday, we took several amendments that we were told did not undermine the Bill, and this does not undermine the Bill either. It keeps the plan on the road. I say to my Front Bench in all good faith: why not do it this way round? Accept new clause 18 now and I will work with them to find something in the Lords that they find acceptable.
ParlaMint-GB_2018-07-17-commons.u421	It is the policy of the Government not to remain part of a customs union. That is why we cannot accept the amendment today. Clearly, we would not be able to implement any independent free trade deals and would still be a member of the commercial policy. We are absolutely clear that we wish to work with my hon. Friend to reach an agreement that is satisfactory to him. We will do that in the Lords over the next several weeks and come to a conclusion on this matter.
ParlaMint-GB_2018-07-17-commons.u422	The Minister is a generous man—
ParlaMint-GB_2018-07-17-commons.u423	And a good man.
ParlaMint-GB_2018-07-17-commons.u424	And a good man, as my right hon. Friend says, and I know that he is fulfilling the Government’s wishes. But I remind him that I stood on a Conservative manifesto that said we were leaving “the” customs union. New clause 18 does not commit us to “the” customs union. It commits us to “a customs union”, which is a customs arrangement or a customs partnership. There is a slight deviation in the definition. This absolutely does not affect our ability to engage in international trade, for other customs unions with the EU are already in place. So I ask the Minister to think again during the 25 minutes before we vote on this matter, and to accept new clause 18.
ParlaMint-GB_2018-07-17-commons.u425	I do hope that we can vote on new clause 17. NHS patients will not be helped if we leave the European Medicines Agency. Being part of the EMA means that when a new drug is developed, a common set of protocols is followed to get that medicine approved. The UK is a world leader in pharmaceuticals and biomedical sciences. We have been the driving force behind the EMA, which has provided significant employment and revenue here in London, and has helped to raise and maintain standards for patients throughout Europe. We have already lost the EMA to Amsterdam, but although we have lost it geographically, we still have the chance to be part of the European medicines regulatory network partnership, and continue to benefit from the work of the EMA There are three big markets for new drugs in the world: the United States, Japan and the EU. Companies already have to follow different processes to get their drugs approved in those countries, but, together with the EU, we are part of a single powerful bloc that represents 22% of the global pharmaceutical market. Companies prioritise getting their drugs to us, because we provide a single European system. If we leave the EMA, we will have only 3% of the global market. Quite simply, we will not be a priority for new drugs. Switzerland and Canada have separate approval systems, and typically get their new drugs six months later than the EU. That is the cost of leaving the EMA: a six-month delay. Try explaining to a patient that a new life-saving cancer drug will not be available to them because we left the EMA So why are we leaving? Our life sciences industry is not complaining about EU “red tape”; it likes the common system. According to the Association of the British Pharmaceutical Industry, “Creating a standalone UK regulator would require significant resource, time and expertise, and...would…still leave the UK behind the US and EU” We are leaving the EMA because people voted to leave the EU, but how many people knew that when they voted to leave the EU, they voted to increase the cost of new medicines regulation, a cost that will be passed on to the NHS; to reduce the UK's international influence and excellence in this area of life sciences; and to delay access to new drugs for cancer patients? New clause 17 asks that we “take all necessary steps” to continue to participate in the European medicines regulatory network partnership. We could do that by remaining a member of the EU, by becoming a member of the European Free Trade Association, or by negotiating an associate membership of the EMA We are already seeing the high cost of Brexit to the NHS. We are seeing an exodus of EU staff which is making recruitment challenges much harder, we are seeing the threat to the supply chain if we leave the customs union, and now we face delays in the delivery of new drugs to cancer patients. It does not have to be this way. I will be voting for new clause 17 tonight, and I hope that Members in all parts of the House will put the interests of NHS patients above Brexit ideology and join me in voting to remain part of the European medicines regulatory partnership.
ParlaMint-GB_2018-07-17-commons.u426	It is a pleasure to follow the hon. Member for Stockton South (Dr Williams), who is a co-signatory to my new clause 17, as are other medically qualified Members: the hon. Member for Central Ayrshire (Dr Whitford) and my hon. Friend the Member for Totnes (Dr Wollaston), the Chairman of the Health Committee We all recognise the importance of remaining part of the European medicines regulatory network partnership. New clause 17 would make it a “a negotiating objective” for the Government to secure an agreement that would allow the United Kingdom to continue to participate fully in the partnership. This is vital because it is how we get our people and our NHS the medicines they need. It is also important for our pharmaceutical sector, about which my right hon. Friend the Prime Minister has observed that it is hard to think of an industry of greater strategic importance to Britain and that does so much to improve the lives of patients around the world Let me explain further. The European medicines regulatory network partnership makes the process of accessing life-saving new medicines and moving medicines quick and easy. If we leave that partnership, the NHS would get ground-breaking new drugs like those for cancer, dementia and diabetes long after other parts of the world. That is because pharmaceutical companies will apply for licences in the much larger American, European and Asian markets before they come to the UK. It would also be harder to get the medicines we need when we need them. This is particularly worrying for time-critical drugs and equipment. For example, some of the trauma treatments used for victims of last year’s Manchester Arena bombing were stocked in Amsterdam; we got them straightaway because there were no borders or checks. After Brexit we could, in effect, create a hard border so this would not be so easy.
ParlaMint-GB_2018-07-17-commons.u427	AstraZeneca has a supply line of 4,000 people in the north-west. They assist in the manufacturing of a cancer drug that is exported to Europe. Without that export to Europe it would not be viable, because it helps 130,000 people across Europe. Does my hon. Friend agree that remaining in the European Medicines Agency would allow such frictionless trade to carry on?
ParlaMint-GB_2018-07-17-commons.u428	I do. A number of pharmaceutical companies have already made plans for no deal by taking warehouse space to import drugs in advance of 29 March so that patients do not go without their medications.
ParlaMint-GB_2018-07-17-commons.u429	Evidence to the Health and Social Care Committee overwhelmingly showed the importance to patients of our maintaining close regulatory alignment not only here, but across the EU. Does my hon. Friend agree with the Committee that we must do more to publish the contingency planning and the consequences of not maintaining alignment so that the public can see this?
ParlaMint-GB_2018-07-17-commons.u430	rose—
ParlaMint-GB_2018-07-17-commons.u431	Order. We must hear the response to that question, but we must also hear from other Members, including the Father of the House.
ParlaMint-GB_2018-07-17-commons.u432	I will be as brief as possible, Mr Speaker Yes, I do agree with my hon. Friend’s comments. Every month 45 million patient-packs of medicine go to the EU from the UK and 37 million packs move the other way. It is hard to think of a single other product that illustrates so well the importance of frictionless trade This amendment supports the Government’s intentions as explained in the Prime Minister’s Mansion House speech and their White Paper, but we must go further and enshrine them in law because of the very real impact on people’s lives, on the NHS’s ability to operate, on the industry, and on investment in the UK. That is why I will press this new clause to a vote I will also support new clause 18 this evening. Yesterday was the worst experience in politics I have had in eight years, and I am sorry that it has changed the dynamic. I started the week intending to support our Prime Minister in her deal and the White Paper. Yesterday changed that, and that is why I will be supporting other colleagues on these Benches when we come to new clause 18 this evening.
ParlaMint-GB_2018-07-17-commons.u433	I shall speak briefly on new clause 11 in my name and the names of 20 of my Co-operative party colleagues—the Co-operative party being the third largest party in this House, despite what some in here say New clause 11 simply asks the Secretary of State to make an assessment of slavery and servitude as part of any new trade deals. Modern slavery is a stain on society and we in this country are making great headway in tackling it through the Modern Slavery Act 2015, particularly sections 1 and 54, but, sadly, slavery is all too apparent in some parts of the world. Most people in this room will be wearing an item of clothing that has been made by a slave, and we should be using our international prowess and purchasing power to try to deliver a reduction in slavery and servitude Amendment 22, which was very kindly tabled by the hon. Member for Stafford (Jeremy Lefroy), supported by the hon. Member for St Austell and Newquay (Steve Double), relates to trade remedies. The British Ceramic Confederation has worked very hard on this. I shall also be supporting amendment 80, because that will also help to protect our manufacturing base.
ParlaMint-GB_2018-07-17-commons.u434	I shall be voting for new clauses 9, 17 and 18. I will not repeat the very eloquent arguments that have already been put forward by my hon. Friend the Member for Wimbledon (Stephen Hammond), the hon. Member for Stockton South (Dr Williams) and my hon. Friend the Member for Bracknell (Dr Lee), who have put the case perfectly. I do not see any answer to it. The only question I wish to pose relates to my understanding that the Government are resisting these new clauses, which I find completely incomprehensible, particularly since yesterday. I personally cannot see why we are leaving the single market and the customs union, because that does not follow on from the referendum at all. However, I accept that staying in them has been ruled out and, in the spirit of getting a reasonably broad compromise, I am prepared to give the Government a chance to produce some other version that will preserve totally frictionless trade and no barriers to trade and investment with Europe, if they think that there is one. Therefore, I would not press new clauses 1 and 5 to a vote, and I do not think that my right hon. Friend the Member for Broxtowe (Anna Soubry) would do so. Let us give the White Paper a chance, which is what new clause 18 does. What I do not understand, given that the White Paper also supports keeping our present arrangements, if we can, by remaining within the European Medicines Agency, is why on earth these proposals are being resisted Yesterday, I was astonished that the Government used a three-line Whip to secure a majority for my hon. Friend the Member for North East Somerset (Mr Rees-Mogg) and his European Research Group faction, which they only just managed to do, by chance. The Government actually whipped my party to defeat their own policy, as set out in the White Paper. Today, we have amendments that are entirely consistent with the White Paper, but the Government are so terrified of the Daily Mail, The Daily Telegraph and the European Research Group that they are now applying the whip to try to defeat these measures. I really hope that they will go away for the summer and have a good rest—perhaps they should lie in a quiet, dark room at some stage—then come back and tell us exactly how they intend to negotiate these serious matters relating to the future of our country.
ParlaMint-GB_2018-07-17-commons.u435	Order. Two-minute speeches are now required.
ParlaMint-GB_2018-07-17-commons.u436	Surely new clause 17 is a no-brainer. If we are going to preserve anything, we must surely keep the frictionless flow of medicines and treatments for our national health service going. If ever there were an example of an ideology getting in the way of common sense, it would be that of a hard Brexit attitude physically placing itself at the border in the way of the free flow of those medicines. We know that 45 million packages of medicines cross that border every month. That is how essential this is, so new clause 17 has to be supported New clause 18 has been tabled by the hon. Member for Wimbledon (Stephen Hammond). I have to say to him that he is being incredibly generous to the Government in relation to this proposal. He is giving them the benefit of the doubt on the free trade area in goods. It is true that, whatever we get, the lowest common denominator will be a free trade area in goods. We will have to get that. But frankly, I am really quite surprised by the way in which some Conservative Members have been treated by the Government in respect of the ERG amendments—all of which were accepted without any objection—when some of them are trying their best to preserve the Prime Minister’s Chequers plan. Those Conservative Members are being very generous, but I think it is reasonable to put in place a safety net in the form of a customs union in January. I hope that, on this one occasion, we can put party politicking to one side and do the right thing for our country.
ParlaMint-GB_2018-07-17-commons.u437	Thank you. Two minutes, please. I call John Redwood.
ParlaMint-GB_2018-07-17-commons.u438	Every day, a large number of components come into our country from outside the EU and they meet the deadlines of the just-in-time systems, as do the components from the EU. My hon. Friend the Member for Wimbledon (Stephen Hammond) should understand that you cannot send a car out with only 79% of its components assembled because they are the ones that came from the EU. Manufacturers send their cars out with 100% of their components, including the non-EU ones, which are coming in perfectly well. More than half our trade is done with non-EU countries that are not part of the single market or the customs union. We have already thought about the need to get rid of frictions on the borders for non-EU trade. We have worked internationally through the WTO which, through its trade facilitation agreement, has several instructions for us and for the EU to ensure that there is a minimum of friction at the border for non-EU, non-customs-union trade as well, which is why our manufacturers can work with it EU trade is not without administration and bureaucracy. The Intrastat declaration must be made, the commodity code must be identified, the VAT has to be settled and the excise must be settled if necessary. Those things are not done at the border. The lorry drivers do not have to stand in a queue while trying to work things out. When we are outside the EU’s customs union, the situation will be the same for everything else that does not come in within the customs union framework. This is the modern world. It is electronic. There are computers. There is the off-site settlement of taxes and of customs. The WTO knows about that The future for us will be great, but we must be free to have our own international trade policy and our own agreements with countries other than those in the EU. We must have the ability to set out our laws and spend our own money. The British public would expect no less of this Parliament, and they will not accept any higgling of their decision to leave the EU.
ParlaMint-GB_2018-07-17-commons.u439	For less than two minutes, I call Emma Reynolds.
ParlaMint-GB_2018-07-17-commons.u440	If the customs union is not important, why have BMW, Jaguar Land Rover and Airbus suggested that they need to keep the current border arrangements? If we are to preserve just-in-time manufacturing in this country—Jaguar Land Rover is on the outskirts of my constituency—we must either have a customs union or find an equivalent, as suggested by the hon. Member for Wimbledon (Stephen Hammond), who is being patient with the Government. The suggestion from some Members, as we have just heard, that the customs union or an equivalent is not important flies in the face of the evidence and what businesses up and down the country are telling us.
ParlaMint-GB_2018-07-17-commons.u441	I will necessarily keep my remarks extremely brief. I cannot match the magnificence of my right hon. Friend the Member for Broxtowe (Anna Soubry) when she spoke yesterday, but let me say the following to the Chamber. Brexit is a matter of national interest. It is time to put party politics aside, which is why I welcome the fact that Labour Members are open to supporting the Chequers proposals, as captured in new clause 18, which I rise to support. I hear what the hon. Member for Bradford South (Judith Cummins) said about her scepticism regarding whether the proposals could work, but the Prime Minister did the right thing in the national interest by putting on the table a workable, practical proposal, captured at Chequers, that could be negotiated with the EU.
ParlaMint-GB_2018-07-17-commons.u442	Will my right hon. Friend give way?
ParlaMint-GB_2018-07-17-commons.u443	No. Some Government Members chose to try to scupper that agreement and those proposals yesterday. Some of us tried to stop that; but sadly, we failed. What is proposed in new clause 18—I am delighted to join my hon. Friend the Member for Wimbledon (Stephen Hammond) in proposing it—is eminently sensible. We want to give the Prime Minister space for the negotiations, and it is clear that there is a majority in this House for a customs union to safeguard business, jobs and our constituents’ future financial security. I hope that the House will have the opportunity to demonstrate that shortly.
ParlaMint-GB_2018-07-17-commons.u444	The majority of the world’s countries are in a customs union. We need to be in a customs union and, I would argue, the single market. The damage that will result from not being in those two things and instead having a free trade, or less trade, agreement with the EU will be 6% of GDP. The panacea often offered is the United States of America, but the US will counter that drop to the tune of 0.2%. To make up for the damage that will be done by not being in the customs union and the single market, we need 30 US-style agreements. The US has a population of about 300 million, and a deal with it will yield a 0.2% gain in GDP. By that arithmetic, we need to make US-style agreements with about 9 billion people, but there is one problem for the Brexiteers: the population of the world is only about 7.4 billion. They should be listening to their friends and colleagues and making absolutely sure that they are not playing fast and loose with jobs, security, employment and with the life chances of people in the UK, young and old. It is a pity for me that Scotland is hitched to this lot at the moment.
ParlaMint-GB_2018-07-17-commons.u445	There are three or four very strong arguments not to be in a customs union as outlined in new clause 18. First, being in a customs union puts massive restrictions on having an independent trade policy. Trade agreements are all about WTO schedules, and if we are in a customs union, we cannot have our own WTO schedules. Secondly, who would run trade remedies in such a position? Would trade remedies be run in London or would they be run in Brussels, and in whose interest? With British jobs and British companies on the line, it is incredibly important that we have the ability to run trade remedies Thirdly, on the subject of trade preferences, we want to do better for the developing world. Being in a customs union would prevent that. Finally—
ParlaMint-GB_2018-07-17-commons.u446	With a heavy heart, I beg to move, That new clause 18 be added to the Bill Question put.
ParlaMint-GB_2018-07-17-commons.u447	I beg to move, That the Bill be now read the Third time Let me begin by thanking right hon. and hon. Members from across the House who have shared their time and expertise to help enhance the Bill. We have spent today on Report thoroughly examining the measures in this short but significant proposed legislation. This followed four days of line-by-line scrutiny in Public Bill Committee. I would like to thank those who gave oral evidence to the Committee, and the individuals and organisations who provided written evidence and recommendations. I also extend particular thanks to the members of the Committee, on which the hon. Member for Brent North (Barry Gardiner) led for the Opposition and the hon. Member for Aberdeen North (Kirsty Blackman) led for the Scottish National party, for their detailed examination of the Bill and the positive way in which they contributed to debates on its provisions. I would also like to pay particular thanks to my right hon. Friend the Member for Chelsea and Fulham (Greg Hands), who as Minister of State for Trade Policy played a vital role in developing the Bill and in steering it through the preceding parliamentary stages. I, and all my parliamentary colleagues, owe him a great debt This is an important Bill. It provides continuity and stability as the UK leaves the European Union for individuals, businesses and our international trading partners. It will be the confident first step that the UK takes towards establishing itself as an independent trading nation for the first time in over 40 years. As the hon. Member for Brent North concluded on Second Reading: “The need for a Bill to establish a trade remedies authority, to establish our independent membership of the WTO government procurement agreement, to enable us to maintain strong trading ties with partner countries that have had historical agreements with us through the EU, and to establish the power to collect and share…information—all are uncontroversial requirements.”—[Official Report, 9 January 2018; Vol. 634, c. 221.] I wholeheartedly concur As the UK leaves the EU, the Government are committed to seeking continuity in our current trade relationships. One way we will achieve this is by introducing powers to let us make domestic legislation implementing our independent membership of the Agreement on Government Procurement, or GPA. This continuity is important for both business and the taxpayer. GPA membership will maintain the access of UK businesses to a global public procurement market estimated at £1.3 trillion every year, across major economies such as the United States, Canada and Japan Taxpayers and users of public services will also benefit. The GPA has led to increased choice, quality and value for money in the public sector. TheCityUK, which represents financial and related professional services, wrote to the Public Bill Committee to say: “We fully recognise the need for the UK to become a party to the WTO GPA” As it explained: “The GPA requires that open, fair and transparent conditions of competition be ensured in government procurement…which cover both goods and services” The Federation of Small Businesses said: “it is essential that the UK is able to become an independent member of the GPA, allowing small businesses to have continued access to government contracts and procurement opportunities.” It is clear that the agreement is of great value to UK businesses and its importance is endorsed by organisations representing their interests As an EU member, the UK participates in many trade agreements with partner countries. We want continuity as far as possible in our existing trading relationships with these existing partners. As these agreements account for 12% of the UK’s total international trade, this will be important in preventing disruption to businesses, consumers and workers. The International Trade Committee observed in a recent report that: “Almost no one who contributed to our inquiry suggested that the Government’s policy objective of seeking continuity was the wrong one.” Additionally, the Scotch Whisky Association, which I have much pleasure in promoting at home and abroad, has said that “continuity of current EU trade agreements is vitally important to us” British Sugar stated: “We support the Government’s overriding intention to maintain continuity by replicating existing trade as closely as possible and believe that this is the best means by which to provide certainty to business.” Continuity for the taxpayer, businesses, consumers and our international partners—that is what this Bill is about. To be absolutely clear, and as I made clear in my statement yesterday, this Bill is not about signing new trade agreements or making substantial changes to existing ones Despite many misleading claims to the contrary, the Government will not use measures in the Bill to implement substantially different agreements with existing partner countries. Our policy has always been, and remains, one of securing continuity first and seeking new opportunities second. We have been clear with our trading partners that continuity remains our primary objective, as I made clear earlier this evening. However, as debated on Report, to further reassure the House, the Trade Bill requires the Secretary of State to table a report outlining all the changes made to existing agreements as part of the transition into UK-only agreements. This places in statute the Government’s clear commitment to transparency—to aid appropriate parliamentary involvement, allowing Members of both Houses of Parliament the opportunity to see what changes have been made to secure continuity Additionally, the use of the clause 2 power will now be subject to the affirmative resolution procedure, allowing both Houses to debate regulations made under that power. The Government will not use the powers in the Bill to implement the obligations of new free trade agreements—ones with countries with which the EU does not already have a free trade agreement. We consider these to be future trade agreements and we announced this week our proposals for them The Bill also provides for the establishment of the Trade Remedies Authority. The World Trade Organisation allows its members to provide a safety net to protect domestic industries against injury caused by unfair trading practices, such as dumping and subsidies, and unforeseen surges in imports. Trade remedies level the playing field and restore the competitive balance. They are key to ensuring an effective rules-based system for international trade. The European Commission is currently responsible for undertaking trade remedies investigations and imposing measures on behalf of the UK. The Government are establishing the TRA to ensure that the UK can continue to provide a safety net for domestic industries after we have left the EU. I am grateful to Members on both sides of the House for the support that they have given on this issue Specifically, the TRA will be responsible for making an assessment in a case for a trade remedies measure, based on the evidence available. It will then make impartial recommendations to Ministers. This includes protection from goods that are heavily subsidised or dumped in the UK market at below domestic price. It also includes injury caused by unforeseen surges in imports. The investigative and decision-making framework that the TRA will be responsible for delivering is set out in the Taxation (Cross-border Trade) Bill The Government’s commitment to establishing the TRA has been recognised by stakeholders—by both producers and consumers. The Public Bill Committee was told by the British Ceramic Confederation: “It is clear that we need a TRA, and it is certainly welcome that the Bill establishes one.”––[Official Report, Trade Public Bill Committee, 23 January 2018; c. 64, Q123.] In its written evidence, consumer organisation Which? stated that it “recognises the need to develop a trade remedies regime and establish a new TRA which will be able to consider the need for remedies objectively, on a case by case basis”. As the International Trade Committee also recently acknowledged: “Establishing a trade defence regime is critical to protect UK domestic industries from injury from adverse trading practices.” The Committee described the Trade Bill and the Taxation (Cross-border Trade) Bill as “important, necessary steps” and stated that “we welcome the Government’s attention to this subject.” The Bill also includes measures that will allow HMRC to collect more detailed information on trade and share it with appropriate bodies, primarily the Department for International Trade. This will allow the Government a sharper picture of how the UK trades and where we can best target support for British businesses. These provisions will also ensure that the UK is able to fulfil its international transparency obligations to share data with organisations such as the WTO. This function is currently undertaken by the European Union and it is vital that the UK can take over this responsibility, if we are to operate an independent trade policy Appearing as an expert witness before the Public Bill Committee, Professor Winters of the UK Trade Policy Observatory said: “Information is very important, not least in my trade, for analysing what goes on. The case for collecting reasonable amounts of information, as long as it is cheap to do so, is very strong indeed”.––[Official Report, Trade Bill Public Bill Committee, 23 January 2018; c. 57, Q108.] In a similar vein, the British Chambers of Commerce told that Committee: “If, in the future, there can be a more robust collection of data and stronger assessments of UK-third country trade, that would be helpful.”––[Official Report, Trade Bill Public Bill Committee, 23 January 2018; c. 72, Q136.]
ParlaMint-GB_2018-07-17-commons.u448	Given the vote just now and that the UK is turning its back on the customs union, we will most likely have a border in Ireland. In that eventuality, we will not have a transition agreement with the Republic of Ireland. If we have a border but no transition agreement, will the Government be ready in March 2019 with the TRA and will they have in place the 40 trade agreements that are vital for industry?
ParlaMint-GB_2018-07-17-commons.u449	I do not accept that the Government’s proposals will require a border in Ireland. In fact, the Cabinet took a specific decision to bring forward a proposal to take to the EU that will prevent us from having that border. Nor will we accept a border down the Irish sea, because all parts of the UK, however much the hon. Gentleman might dislike it, will be treated the same by this Government, who are proud to be a Conservative and Unionist Government The Bill also brings forward measures that will ensure a joined-up UK approach to implementing the GPA and continuity trade agreements. However, the Government respect the devolution settlement, as reflected by the amendments tabled by the Government on Report and accepted by the House. We have worked closely with the devolved Administrations to make progress towards legislative consent. Let me reiterate the Government’s commitment to not normally using the powers in the Bill in areas of devolved competence without the consent of the devolved Administrations. These powers are primarily here for administrative efficiency. We will not be taking back any powers currently in the hands of the devolved Administrations, however much the nationalists pretend that we will be. In fact, as powers return from Brussels, more will sit with the Scottish, Welsh and Northern Irish Governments than ever before As we leave the European Union, we want to provide continuity for businesses, for consumers and for our trading partners. This Bill sets the scene for the United Kingdom’s independent, sovereign trade policy. We will approach that with optimism and confidence. I commend the Bill to the House.
ParlaMint-GB_2018-07-17-commons.u450	I thank the Minister for Trade Policy for stepping into the shoes of the right hon. Member for Chelsea and Fulham (Greg Hands) with great aplomb. He has displayed his customary tact in all our engagements and has helped the Government deliver the Bill, despite all the pressures he has faced. I pay tribute to the hon. Member for Huntingdon (Mr Djanogly), who I thought made an exceptionally thoughtful speech on Report and gave the Government a great deal of wise counsel that they might have done better to take even more notice of than they did In particular, of course, I want to thank my hon. Friends the Members for Sefton Central (Bill Esterson) and for Bradford South (Judith Cummins) for their exceptional work in preparing for the debates on Report and in Committee. It has been a long process since last October. We were not quite sure whether we would see the Bill this side of the summer recess, or whether it would even resurface before Christmas, but it is a great tribute to them that they were able to scrutinise the Bill with the care it deserved I echo the Secretary of State’s remarks about the expert witnesses. It is one of the great features of the innovations over the past 15 to 20 years in this House that expert witnesses now give their testimony to Committees at the beginning and inform our procedures. We certainly benefited hugely from all they said. Of course, I wish that the Secretary of State and the Minister had taken a little more notice of what they said, because they were often extremely critical of the Government, but that was not to be Finally, let me apologise to the Government Whips. I am not known in this place for speaking with brevity, and I must apologise to the Whips because when I curtailed my remarks this afternoon, it meant that the session did not go the full length, and I think that they took their wrath out on the Minister for ending it early.
ParlaMint-GB_2018-07-17-commons.u451	I am grateful to the Minister for moving this Ways and Means motion. If agreed to by the House, it will allow further consideration of the Parking (Code of Practice) Bill to take place. The Bill has all-party support, and I commend the motion to the House.
ParlaMint-GB_2018-07-17-commons.u452	I want to indicate my support for the Bill. It is an excellent initiative being brought forward by the right hon. Member for East Yorkshire (Sir Greg Knight), and it enjoys much cross-party support. Many of our constituents across the country have been affected by the terrible activities of parking companies, including many in my own constituency, and I offer my wholehearted support for the Ways and Means motion.
ParlaMint-GB_2018-07-17-commons.u453	I heartily congratulate the right hon. Member for East Yorkshire (Sir Greg Knight) on securing this important Ways and Means motion. My constituency is also blighted by private parking companies, and I look forward to joining him in Committee to ensure that this issue is resolved Question put and agreed to.
