ParlaMint-GB_2018-03-27-commons.u1	1. What steps his Department is taking to tackle the illegal wildlife trade.
ParlaMint-GB_2018-03-27-commons.u390	Order. The hon. Gentleman should not refer to a colleague in that way. I think the person he has in mind is the hon. Member for North East Somerset (Mr Rees-Mogg).
ParlaMint-GB_2018-03-27-commons.u391	That is correct.
ParlaMint-GB_2018-03-27-commons.u392	Yes. That is the proper way to refer to him.
ParlaMint-GB_2018-03-27-commons.u393	Thank you very much, Mr Speaker. I am glad that you prompted me because I could not remember the “North East” bit so I inadvertently said “Moggy”. I am sorry about that. The hon. Gentleman is on the record as saying that perhaps there should be a second referendum when the negotiation is completed As we go through this unhappy episode and find that we have had electoral breaches, that there is an inherent breach in our democracy, that there are questions over the legitimacy of the referendum, and that there is a need for fair play, people are now asking whether Facebook and Google should have these sorts of powers. Should they not be publicly regulated, as they are becoming very much instrumental in our democracy and we need to overturn that so that the public and our democracy can be protected People who were 13 during the referendum will be 18 by the time it is now planned to leave. Surely their futures are paramount. Sadly, many of the people who voted will not be with us then any longer. Now that we are seeing the legitimacy of these votes cast into doubt, surely there is a compelling case, in terms of fair play, that the public should have a vote on the deal. We should move forward, refresh and renew our democracy, and do the right thing for Britain.
ParlaMint-GB_2018-03-27-commons.u394	I am most grateful to you, Mr Speaker, for allowing me to catch your eye without a written application to the Chair. If I may say so, in humbly apologising to you, I had thought that Conservative Members would make speeches in the period of up to two hours that you had allocated to this debate, but we have not had a single speech from the Conservative Benches. I had not written to you, Sir, because I did not think an extra speech would be needed. However, I think it is important that Conservative Members hear the allegations that are made, because they are very deep allegations.
ParlaMint-GB_2018-03-27-commons.u395	I would have liked to speak in this debate had I not had other matters to participate in. Is it not astounding that the only contributions we have heard from Conservative Members thus far have been what-aboutery and trying to draw equivalence with other matters? On the critical issue that we are addressing today, we have heard nothing. Not one Conservative Member has found it in themselves to address this issue, which is at the heart of our democracy.
ParlaMint-GB_2018-03-27-commons.u396	The hon. Lady is absolutely right. It is astounding, because this debate is about more than Brexit and the issues being raised in this debate are bigger than Brexit. They are about how our democracy works, parliamentary sovereignty and the rule of law. I thought that Conservative Members, particularly the Brexit Conservatives, had wanted to pull us out of the EU in order to defend parliamentary sovereignty and the rule of law as they describe it. But they are not here to defend that rule of law today, which is what is so shocking about their failure to make speeches in this debate.
ParlaMint-GB_2018-03-27-commons.u397	Does the right hon. Gentleman agree that if we ignore this issue—if we do not take it apart and examine it in full—we are allowing a criminalisation of our democracy? We must acknowledge that that is what is at risk here. No matter how inconvenient a truth it is, we must absolutely get to the bottom of it.
ParlaMint-GB_2018-03-27-commons.u398	Of course, the hon. Lady is absolutely right. If the law has been broken in the serious way that is alleged, it will be a criminal offence. If that is the case, that criminal offence would have been committed in relation to a massive vote that will result in huge constitutional changes. As this is such a serious matter, I would have thought that right hon. and hon. Members from both sides of the House would surely want not just to listen, but to participate.
ParlaMint-GB_2018-03-27-commons.u399	During the referendum campaign the Government were in favour of us remaining in the European Union—a position that I shared—and the Conservative party took a corporate stance to be neutral in that campaign. As the leave campaign and the remain campaign have ceased to exist as legal entities, does the right hon. Gentleman accept that any allegations made against either campaigning organisation in the referendum is best dealt with by the Electoral Commission, not by Parliament? This is not for the Government to answer, because this is not about a Government policy.
ParlaMint-GB_2018-03-27-commons.u400	I find the hon. Gentleman’s intervention rather odd. First, it is in the tradition that we are seeing from the Conservative Benches in this debate—a “what-aboutery” statement. I would have thought that the hon. Gentleman would want the House to hear and debate these allegations, which are in the public domain. They are in the press and the public are talking about them, and it is vital that the elected Members of this House get a chance to debate them. I am so grateful to my right hon. Friend the Member for Carshalton and Wallington (Tom Brake) for securing this debate, and I am proud of the Liberal Democrats for calling for it.
ParlaMint-GB_2018-03-27-commons.u401	Following the intervention from the hon. Member for North Dorset (Simon Hoare), is it not the case that the Government do need to answer, because some very prominent Cabinet Ministers were at the centre of these allegations?
ParlaMint-GB_2018-03-27-commons.u402	My right hon. Friend anticipates a line of argument that I wish to come to in due course. He is absolutely right, though, that the Foreign Secretary and the Secretary of State for Environment, Food and Rural Affairs were closely involved in the Vote Leave campaign, and we need to know whether these allegations go to the very top table.
ParlaMint-GB_2018-03-27-commons.u403	I should not be doing the Conservative Members’ job for them but, in the interests of fairness, the hon. Member who has probably done more than most on this—certainly more than me—and who knows more than most about this subject is the Chair of the Select Committee on Digital, Culture, Media and Sport, the hon. Member for Folkestone and Hythe (Damian Collins). He could not take part in the debate because he was hearing this vital evidence from Chris Wylie. I am sure that he will also be doing his job very adequately in front of the Prime Minister later this afternoon. We need to approach this issue as consensually as we can because it is about not party politics, but the integrity and security of our electoral system.
ParlaMint-GB_2018-03-27-commons.u404	I agree with the right hon. Gentleman about the efforts and expertise that the Chair of the Select Committee is bringing to that inquiry, which is important to the whole debate. I also agree with the right hon. Gentleman on the need for us to try to cross party divisions, and the divisions that we saw both during and after the referendum campaign I have been contacted by leave voters who are disturbed by these allegations. Many leave voters are very patriotic people who believe that one of the key traditions and values of this country is that we respect the rule of law and do not allow cheats to prosper. This issue can bring Parliament and both sides of the debate together. Whoever cheated during the referendum—if anyone cheated—needs to be held to account.
ParlaMint-GB_2018-03-27-commons.u405	With respect, the right hon. Gentleman has not answered the point made by my hon. Friend the Member for North Dorset (Simon Hoare). Of course he is entitled to give his speech, and Parliament is entitled to debate this, but the question we want him to answer is: who should decide whether to take action? Is it the Government, who were parti pris and took one side of the debate in the referendum, or should it be an independent body, namely the Electoral Commission? Who should make the final decision?
ParlaMint-GB_2018-03-27-commons.u406	A number of bodies could ultimately look at the different accusations. We have a live investigation by the Electoral Commission, and we await the result of that. My right hon. Friend the Member for Carshalton and Wallington spoke very much about the Electoral Commission in his speech. We also have the investigations by the Information Commissioner’s Office into the related allegations with respect to Cambridge Analytica and Aggregate IQ. Many of us feel that the evidence so far suggests that the police should be investigating these organisations, because there could be a criminal act. Let me absolutely clear: I certainly am not suggesting that Ministers are responsible for any investigation. That would not meet my requirements for an inquiry.
ParlaMint-GB_2018-03-27-commons.u407	Does my right hon. Friend agree that while an independent body should investigate, we perhaps need to update the law and do something here in Parliament in order to adequately respond to these things in the future?
ParlaMint-GB_2018-03-27-commons.u408	Indeed. I have written to the Chair of the Home Affairs Committee, the right hon. Member for Normanton, Pontefract and Castleford (Yvette Cooper), to ask whether her Committee could hold a parliamentary inquiry into the different aspects that are not covered by the inquiry of the Digital, Culture, Media and Sport Committee. I seriously think that the House needs to augment and support the investigations by those independent bodies. We have powers in the House to bring people to the bar to discuss and to give evidence, and that is the right and proper thing to do.
ParlaMint-GB_2018-03-27-commons.u409	Does the right hon. Gentleman think it is an irony that the same Government who were so keen on the lobbying Act—to such a degree that small charities around the country were frightened of intervening near elections—and who are introducing voter identification and all sorts of ID, simply so that they catch the 29 people or however many it was who committed electoral fraud last time, seem remarkably lacking in concern over this?
ParlaMint-GB_2018-03-27-commons.u410	The hon. Lady makes a good point. The fundamental issue here is: did people in the leave campaign cheat? Did they break the law? That is what we need to focus on. The hon. Member for Swansea West (Geraint Davies) made an analogy with athletes and sport. If athletes dope, we expect that to be investigated and then punished, whether or not that cheating affected the result of a race or any competition. It is the cheating and the breach of the law that needs to be followed through, whether or not it relates to the outcome of the referendum.
ParlaMint-GB_2018-03-27-commons.u411	Does the right hon. Gentleman agree that if Ministers—I am thinking specifically of the Foreign Secretary and the Environment Secretary—are implicated in any illegal activities and are the dopers in the analogy he is using, they should not be above the law, and that when the police are doing the investigation, they should not be intimidated or deterred from putting forward a legal case against Ministers, irrespective of their position in this place?
ParlaMint-GB_2018-03-27-commons.u412	In responding to the hon. Gentleman, I want to be clear that these are all allegations. We need proper authorities to investigate, but of course, if those investigations go to the door of any Member of this House, be they Minister or not, the full weight of the law should go against that individual. No Member of this House should be above the law in those investigations I want to be a little clearer than the debate has been so far about how the Electoral Commission, which is key to this, thinks about whether there has been cheating. The Electoral Commission’s guidelines about whether a campaign has colluded are quite clear. It sets out three criteria for whether campaigns are highly likely to be working together The first is whether the campaigns spend money on joint advertising campaigns, leaflets or events. The evidence brought forward by Fair Vote, which can be seen by anyone at www.fairvote.uk, suggests that Vote Leave and BeLeave co-ordinated with the same digital strategy vendor, Aggregate IQ, so there does seem to have been co-ordination between their advertising campaigns The second test the Electoral Commission has set out is whether campaigns have co-ordinated their spending with another campaigner. The evidence produced by FairVote is very clear: it shows that BeLeave appears to have been assigned specific responsibility for the youth audience by Vote Leave. That is co-ordination and collusion The third test on cheating set out by the Electoral Commission is whether a campaign can approve or has significant influence over the spending of another campaigner. Again, the dossier shows that BeLeave was based at Vote Leave HQ, as we have heard, and appears to have reported to Vote Leave directors and shared all its information with their staff In other words, the three tests put forward by the Electoral Commission on whether illegal collusion has occurred appear to have been met, according to the evidence in this dossier. I urge all right hon. and hon. Members to read and think about it before they tweet in the way that was done by the Foreign Secretary, who at the weekend dismissed these allegations as ludicrous. The Foreign Secretary may well have tried to dismiss these allegations, because if they prove to be true, the investigations and inquiries that we all want to follow this debate and public discussion may well want to ask him questions. Ultimately, he was in charge of and a key player in the Vote Leave campaign, and people will want to know whether he knew about this collusion. Did he know that moneys were going from Vote Leave to BeLeave? Did he know that the staff of both campaigns were colluding and working together? Did he know that Aggregate IQ was being used by both campaigns in a very similar way? These are very serious allegations, and we need to have independent inquiries. The same questions could of course be applied to the Secretary of State for Environment, Food and Rural Affairs I would like to ask the Prime Minister whether she has asked her Foreign Secretary and her Environment Secretary about what they knew. If she is in charge of her Government, she ought to be asking her Ministers what they knew, given the severity and gravity of the allegations now in the public domain. If she is not getting good enough answers from the Foreign Secretary and the Environment Secretary, she should be taking action. There is another issue with regard to the Prime Minister’s responsibilities, which is that she has key members of staff in No. 10 who were staffers in these campaigns and appear to be part of the alleged collusion. At the very least, she should be asking them questions and getting assurances from them, and if those assurances are not good enough, she should take the appropriate action I want to ask the Minister whether the Foreign Secretary was speaking for the Government when he pushed aside these allegations as nonsense. Is that what she will say at the Dispatch Box in a few minutes’ time? Does she, speaking on behalf of her Majesty’s Government, agree with the Foreign Secretary that these allegations are all complete nonsense—before they have been investigated? That would be a quite extraordinary position for Her Majesty’s Government to take, and particularly for the Foreign Secretary to take, given that he is supposed to speak for this country about the rule of law in other countries—and one wonders, doesn’t one?
ParlaMint-GB_2018-03-27-commons.u413	Does not the right hon. Gentleman also think it is telling that the Foreign Secretary put out his statement as soon as the news broke on Friday evening? He cannot possibly have read the three huge files of documentation that have been presented to the Electoral Commission and the ICO, can he?
ParlaMint-GB_2018-03-27-commons.u414	One does wonder about the people connected to the Vote Leave campaign who have tried to get in their rebuttals and answers rather rapidly. The head of the staff side of the Vote Leave campaign, Mr Dominic Cummings, put out a pre-rebuttal before the allegations were in the public domain. It sounds as though he knew quite a lot about what the allegations would be, but perhaps he knew the truth. I am afraid that his pre-rebuttal did not convince anybody. Now that we have the allegations, with detailed evidence of emails and photo grabs of things that have since been deleted, we know why Mr Cummings was desperate to get in his rebuttal. I cannot know whether the Foreign Secretary was in the same position, but one has to have one’s suspicions raised. It is because the allegations are so grave, affecting the most momentous decision this country has taken since the second world war, that the Liberal Democrats, supported by all colleagues on the Opposition Benches, are absolutely right to ask these questions of the Government. Just because there is no Division after this debate does not make these questions and this debate something the Government can push aside. I say to the Minister that we will be coming back and back again to this until we have answers. When the Electoral Commission reports, the Information Commissioner reports and, hopefully, the police report, those reports need to be published and debated here in this House. We will not let this lie. Why? Because we want to defend British democracy. We want to defend parliamentary sovereignty. We want to defend the rule of law. I hope the Minister will say from the Dispatch Box that that is what she is going to do, too.
ParlaMint-GB_2018-03-27-commons.u415	I congratulate the right hon. Member for Carshalton and Wallington (Tom Brake) on securing this debate. I find myself in agreement with him and with most of the speakers from the Opposition Benches I have a direct, personal interest in this matter: it is not one I need to declare under the code of conduct, but I have direct experience of operating in a campaign under the very regulations we are talking about today. In the summer of 2014, I was an activist and campaigner in the Scottish independence referendum. Because of my history and background in the entertainment industry, I was part of a group that was trying to co-ordinate that campaign among the arts and culture industry in Scotland. We wanted to organise a major, high-profile concert in the run-up to the event to demonstrate support and to provide a fillip for the campaign in the final days We went to the Yes Scotland campaign, the designated organisation, with the proposal. It said that it did not want to include it in its campaign plan and spend money on it. The advice was to go away and do it ourselves, so that is what we did. I registered my own events company with the Electoral Commission as a permitted participant in the organisation. We hired the Usher Hall, the grandest concert hall in Edinburgh, and we booked the bands. We arranged the production and the publicity, and we had a very successful event. Afterwards, we provided the Electoral Commission with a report and a detailed budget of what we had spent and the money we had received. At no stage did we either report to, or seek the involvement of, the official designated organisation.
ParlaMint-GB_2018-03-27-commons.u416	I am sure when the hon. Gentleman was considering what actions to take he would never have considered, for example, co-locating with the designated organisation, sharing a server with the designated organisation, or sharing the same supplier on the same basis as the designated organisation.
ParlaMint-GB_2018-03-27-commons.u417	The right hon. Gentleman is ahead of me. I was going to say that I have had cause over recent weeks to wonder: what if we had done it differently? What if the designated campaign organisation had come to me and said, “We would like you to do this activity, and the best way to do it, because we do not want it in our budget, is if we set up a separate organisation. Just to make it easier for you, our lawyers have done the paperwork to set up the organisation. Just to make it easier for you, you can have our staff and you can work out of our office. Just to make it even easier for you, you don’t need to bother about writing the cheques, because we will book and pay for the hall and the production”? What would have happened if we had done that, I wonder? I am in no doubt about what would have happened: the Electoral Commission would have investigated. It would have found me and Yes Scotland in breach of the regulations. We would have been fined and we would have been reported to the procurator fiscal for prosecution on criminal charges I say that because that lived experience frames my opinion of the events we are talking about today, and my opinion is that this stinks to high heaven. In preparation for this debate, I looked at the original investigation and judgments of the Electoral Commission with regard to these complaints, and—I recommend hon. Members do this—at the High Court judgment on the application for judicial review of that decision. What it comes down to—what is absolutely central to this debate—is not whether different campaign organisations were arguing for Vote Leave, but whether they colluded to breach the expenditure limits that were set down. That is central Looking at the High Court judgment and other documents, it is clear that the most important thing is whether or not a common plan was in existence between Vote Leave and BeLeave, as defined under the 2000 Act. I have to say, in a situation where Vote Leave sets up a subsidiary organisation called BeLeave, uses its own personnel to establish it, manages to send it its lawyers and all sorts of support, and provides offices, computers and drives on the server for the same people, it is very difficult indeed to escape the conclusion that there was collusion and organisation between the two We are being asked to believe that Darren Grimes took a £600,000 contract and went to a data analytics firm in Canada, completely independently of people in Vote Leave, who had already spent £2.7 million with the very same company. It is literally unbelievable and we need to support the Electoral Commission and others in investigating this to the bottom.
ParlaMint-GB_2018-03-27-commons.u418	Does the hon. Gentleman not agree that what would be even worse than any of this would be if the Electoral Commission came to the conclusion that it cannot prove it? That would say to me that there is something fundamentally wrong with the laws under which the organisations are operating. That is what this debate is about: how do we stop this happening again, should they not be found to have been colluding?
ParlaMint-GB_2018-03-27-commons.u419	Indeed, and we will have to await the outcome of the Electoral Commission’s investigation before we consider whether the legal framework and the support that is provided for the Electoral Commission are in fact adequate for this task We have this new evidence. The Electoral Commission, by the way, had already reopened the investigation before the whistleblowing information came out in the last seven days, but we are surely indebted to Shahmir Sanni for what he has done in the service of democracy in this country. I have watched his video recordings and it is clear that we do not share the same point of view. We did not share the same point of view on Brexit during the campaign, and we do not share it now, but I do not think that anyone who watches those interviews can fail to be moved by the decency, integrity and bravery of that young man in coming forward and putting himself at risk. We owe him a great debt The response of our Government to the whistleblowing allegations therefore worries me. Others have mentioned this, but the Prime Minister’s explanation yesterday that this was a personal statement by Stephen Parkinson just does not hold water. How can it be a personal statement when someone is at a desk in No. 10 Downing Street, at the heart of Government—when they are on the payroll, issuing a statement from No. 10 Downing Street? This must be the first occasion in history, certainly that I can remember, when the Government have decided to attack a whistleblower by outing them as gay, causing them the possibility of actual harm to themselves and their family, and it is a disgrace.
ParlaMint-GB_2018-03-27-commons.u420	Is the hon. Gentleman also aware that according to reports, that statement was approved by the Prime Minister’s chief communications officer, Robbie Gibb? There is no way that that was not an official statement, as the Prime Minister claimed yesterday.
ParlaMint-GB_2018-03-27-commons.u421	I agree, and on the email it says “official”, so there can be no question that the Prime Minister did not know what Stephen Parkinson was saying. I have written to the Government today to demand that this young man be apologised to for the actions that have been taken. That is the very least that we can expect. Most reasonable people in this country will be wondering why Stephen Parkinson has not already been sacked, quite frankly, and in many other companies and areas of life, that is exactly what would happen.
ParlaMint-GB_2018-03-27-commons.u422	Look, let the Electoral Commission do its investigation. Why is this House trying to pre-empt it? No one should be sacked until we actually have a decision.
ParlaMint-GB_2018-03-27-commons.u423	I was not talking about the Electoral Commission investigation. I was not talking about the allegations of collusion between Vote Leave and BeLeave. I was talking about a senior official of the Government exposing somebody for being gay in response to their blowing the whistle on what has been happening in Government. That speaks to the character of this Government, who have hours, rather than days, to claw this back and put it right. I hope that when the Minister gets to her feet she will say that the Government will respond to these concerns, speak to Mr Parkinson and take the appropriate action—and I cannot see any other action possible than to say that this man is no longer fit to hold office in government What happens when the Electoral Commission does its investigation and comes to its conclusion? Even if the collusion is proven and the regulations were breached, it will not change the result of the referendum; it will not be overturned. Some on the pro-Brexit side seem to believe that the referendum was mandatory on Parliament and the Government. It never was—it was an advisory referendum—so even were the result to be challenged, it would not call into question the many decisions on article 50 and leaving the EU that Parliament has already voted on. I do believe, however, that it would add further poison to the well of British democracy, coming on top of the most mendacious campaign in political history—that fought in 2016—when people were lied to about what it would mean to leave the EU Not only were these lies told—lies that were not worth the bus they were written on, frankly—but the regulations and laws governing the conduct of the referendum might have been broken. The Minister needs to reassure us that the Electoral Commission will have all the resources it requires to get to the bottom of this matter. That said, I think that there is already enough evidence—because I presume that the whistleblowers’ statements will be sworn under oath—for this matter to be referred to the Crown Prosecution Service and for a police investigation to take place. That investigation needs to interview under caution the players in this debate, including those who now sit in government holding the highest offices in the land That brings me to the Foreign Secretary, who has chosen not to be present. Others have commented on how quick off the mark he was to denounce the allegations and the new information. I am left wondering whether this was just his attempt to be the English Donald Trump or whether this is someone using one of the highest offices in the land to bring their power and authority to bear to intimidate those who would criticise him and make these allegations, and that is very worrying indeed. I want an assurance from the Government today that if the Electoral Commission finds that there has been collusion and breach, those Cabinet Ministers involved in the management of the Vote Leave campaign will resign from office and take no further part in government. It would be ridiculous and would undermine our credibility if the Foreign Secretary and others, having been involved in a breach of our electoral law, were then to seek to hold the highest office in the land Finally, my hon. Friend the Member for West Dunbartonshire (Martin Docherty-Hughes) raised a very important matter. As we uncover this, we will find more traces of dark money creeping into our electoral system, and we need the utmost transparency if we are to resist it. I therefore invite the Minister to comment on what action she and her colleagues will be taking with regard to the Constitutional Research Council and the money it siphoned to the Democratic Unionist party for the Brexit campaign. This is an organisation that has no website, no published report, no published accounts—it is the very definition of shady, and it is not something that we should accept in our democracy.
ParlaMint-GB_2018-03-27-commons.u424	Thank you, Mr Speaker, for granting this debate. We have heard a number of important contributions, and it is difficult to disagree with any of them, given that nobody on the Government Benches actually bothered to make a speech, although they attempted to prick the arguments from time to time However we voted in the referendum and whatever our views now, the recent revelations in connection with the Brexit campaign raise serious questions about the functioning of our democracy and go to the heart of who we are as a country. First let me say, however, that we would not even be holding this debate were it not for the hard work, courage, diligence and honesty of journalists in the media. Theirs is a profession that politicians rarely thank. The same applies to whistleblowers. However uncomfortable it may be for the powerful in our society, or for any of us, it is clearly essential to the functioning of a democracy that we protect the roles of both journalists and whistleblowers. It demeans our politics to attempt to destroy a whistleblower’s case not by addressing the matters that were being raised, but by insinuating that there was a malicious personal motive on the part of the whistleblower. It is especially sinister—indeed, it is shameful—when those insinuations emerge from Downing Street and when their source is defended by the Prime Minister personally. After all, the Government have a clear policy on whistleblowing. Their website states: “As a whistleblower you’re protected by law—you shouldn’t be treated unfairly or lose your job because you ‘blow the whistle’.” But Mr Sanni has been treated unfairly and in a way that is absolutely disgraceful Democracy depends on more than just journalists and whistleblowers. It needs transparency and a rules-based level playing field. If those attributes are missing, our democracy will be in severe danger and I believe that it may well be. The stakes have never been higher because the referendum itself was a major turning point in the country’s history. Moreover, the House will not forget that the Leave campaign was headed by two distinguished Members of this House, who arguably owe their membership of the British Cabinet to the role that they played in the Brexit campaign. To the victor belong the spoils, as they say It is too soon yet to draw any firm conclusions that Vote Leave broke the rules, but there are clearly reasons to worry. Before reciting some of the known facts, I remind the House that the law on referendums, which we passed, does not prevent donations from one campaign body to another, but it does forbid collusion between them, because otherwise there would not be a level playing field between the two sides in the referendum. If one campaign exceeds the spending cap by deliberately and surreptitiously spawning satellite or puppet operations, that crucial principle of equity between the two parties is lost Let me briefly list the facts that we do now know, some of which have already been mentioned. We know that Vote Leave raised more money than the statutory spending cap. We know that it donated surplus funds to other campaigning bodies, including a youth body called BeLeave. We know that the two campaigns shared the same building, and that there was a revolving door for staff between the two organisations. We know that they both used the same small Canada-based company, AIQ, whose purpose seems to have been to harvest data from social media in order to target Leave messaging to British voters. By a strange coincidence, the Leave.EU campaign—led by Messrs Farage and Banks, among others—used the very same small Canadian firm Incidentally, at least two other bodies, which have been mentioned briefly today, received donations from Vote Leave. One is Veterans for Britain and the other is the Democratic Unionist party, none of whose members are in the Chamber. Another remarkable coincidence is that both bodies reportedly used that same firm based in Canada, AIQ, whose premises are, I am told, above a shop.
ParlaMint-GB_2018-03-27-commons.u425	Will the hon. Gentleman give way?
ParlaMint-GB_2018-03-27-commons.u426	I will, very briefly.
ParlaMint-GB_2018-03-27-commons.u427	The hon. Gentleman mentioned Veterans for Britain. Is he aware that that organisation consistently gives evidence to the Defence Committee and that—this is relevant to my earlier comments—there is now grave concern about the links between national security and this very debate?
ParlaMint-GB_2018-03-27-commons.u428	I think that the hon. Gentleman’s point speaks for itself So far, so good. Those are the facts as I understand them. Until last week, there was evidence that the various Leave campaigns rubbed shoulders with each other, but no evidence that there was specific collusion. This is where the recent revelations by the whistleblower that have given rise to this debate change the nature of our understanding of what happened. Mr Sanni was right at the core of the BeLeave organisation from its inception; indeed, I understand he was the treasurer, although he says he never saw the money pass through the accounts. He had previously worked in the Vote Leave organisation and says he was directed by it to join BeLeave. He goes on to say that BeLeave was established by Vote Leave and the money it donated was in effect under the control not of BeLeave but of senior members of the Vote Leave staff, and he argues that the money allegedly donated by Vote Leave to BeLeave was actually directed by Vote Leave, to be spent on AIQ. If these allegations of collusion are true, they amount to a serious breach of the regulations and a de facto fusion of the two campaign groups, and one has to assume that under those circumstances there was an illegal spend by Vote Leave-BeLeave of about 10% of the total statutory cap That was illegal, yet a further allegation has been made. It is said that after the referendum Vote Leave staff destroyed or doctored the electronic data files they held in order to remove any reference to an interconnection between the two campaigns. It is therefore hard to conclude anything other than that this was a puppet campaign designed to avoid electoral law. If there was nothing to hide, why would they destroy or change the files Given the historic scale of the referendum and what it has presaged for our country, we must have a proper and urgent investigation, but the truth is that the House is not the proper place to carry it out, and let us be blunt about the reason why: it is because the Government are in this up to their neck. Two Cabinet Ministers fronted the organisation. They sit here week after week, the Bonnie and Clyde of Brexit—I will leave it to the House to decide who is Bonnie and who is Clyde. They had a pantomime swag bag allegedly full of £350 million a week for the NHS, which, as we know, turned out to be completely untrue. Meanwhile, the sheriff herself, in the shape of the Prime Minister, has publicly defended her own political secretary after his personalised attack on the whistleblower. They cannot represent themselves as honest brokers, so who will step up to carry out the investigation into these new revelations It must be the Electoral Commission and, if necessary, the police. At present, however, the Electoral Commission is under-resourced and lacks the necessary powers to carry out the task. After all, the situation last week with the Information Commissioner revealed how limited its powers and resources are in trying to get access to Cambridge Analytica files We on this side of the House demand that the Government recuse themselves from looking into these matters and commission a wholly independent investigation instead. The Electoral Commission should be given the extra powers and resources it needs to follow the evidence wherever it takes it. It should then report to this House and to the public directly, so that there is no suspicion of interference by interested parties in powerful places Sunlight is the best disinfectant. We have seen the Prime Minister beholden to the extreme wing of her party, who are running wild and unchecked. If she wants to stand up for our democracy and show she has nothing to hide, she will surely now work with any investigation as a matter of urgency.
ParlaMint-GB_2018-03-27-commons.u429	Order. Before I call the Minister to reply on behalf of the Government, I gently make the point that in conformity with convention she will, as a most courteous Minister, seek to allow a minute or two for the right hon. Member for Carshalton and Wallington (Tom Brake) to conclude.
ParlaMint-GB_2018-03-27-commons.u430	Thank you, Mr Speaker. I shall, with pleasure, leave time for the right hon. Member for Carshalton and Wallington (Tom Brake) to conclude the debate There are two things that I ought to begin by saying. The first is that, as a Minister, I shall respect the integrity of independent investigations. I shall therefore not comment here today on allegations that rightly belong with the Information Commissioner’s Office or the Electoral Commission for investigation. I hope that right hon. and hon. Members will join me in respecting that rather important legal principle, which I set out here at the beginning of my remarks to give the House clarity. Secondly, as the Minister responsible for the electoral system, I am proud to say that the UK has a clear and robust electoral system, and we should all be proud of the democracy in which we live and work. I would like to place on record my thanks to all those involved in the electoral community who work hard at every poll to deliver it within the law, such that we can be proud of our democracy I turn now to the EU referendum. The Electoral Commission concluded that it was a well-run poll and that it was delivered without any major issues. We also know that it was one of the largest democratic exercises in our history. I recognise that that referendum and its subject matter still elicit high emotions on both sides. Indeed, we have seen that here today. However, with 17.4 million votes to leave the European Union, more people voted for Brexit than have ever voted for anything else in the UK. We therefore have to respect the will of the people in that referendum and we are delivering it. This Government are committed to ensuring the best possible outcome for the British people in the negotiations to leave the EU.
ParlaMint-GB_2018-03-27-commons.u431	The Minister has just repeated a line that the Prime Minister used to dismiss my inquiries regarding this matter yesterday. Given that some of the Prime Minister’s Downing Street staff are the subject of these allegations and used disgraceful “House of Cards”-style tactics to divert attention by outing a whistleblower as being gay, and given that senior Cabinet Ministers led the Leave campaign, do not the Prime Minister and her Government have a number of questions to answer regarding these events, outside of the Electoral Commission investigation?
ParlaMint-GB_2018-03-27-commons.u432	I will not be adding anything in this debate to what the Prime Minister said on those issues yesterday Turning to the matter at hand under the application, I should like to thank hon. Members for their comments during the debate. Various allegations have come out in the media over the past week, and it is important to be clear about what they involve and about which ones are directly linked to the UK’s electoral law and which ones might not be. First, there was a series of allegations about Cambridge Analytica using Facebook data to profile American voters. That is primarily a data protection issue. It is a serious allegation and the Information Commissioner is undertaking a formal investigation using its powers. The Government are strengthening the remit of the Information Commissioner through our Data Protection Bill, giving it tougher powers to ensure that organisations comply with its investigations, including the ability to impose significant fines. We will consider the Information Commissioner’s proposal for further powers as the Bill passes through Parliament Secondly, there have been allegations about whether some of the spending ahead of the EU referendum was properly declared. Some of those matters have already been subject to Electoral Commission investigations, and others might well be so in due course. I return to the point I made earlier that I shall not comment on investigations that are being carried out. In this country, the Electoral Commission is the independent body that oversees the conduct of elections and referendums and regulates political finance. The commission reports regularly on the running of elections and referendums, and conducts thorough investigations into allegations that rules have been breached.
ParlaMint-GB_2018-03-27-commons.u433	rose—
ParlaMint-GB_2018-03-27-commons.u434	Does the hon. Gentleman have a better question than the one he asked last time?
ParlaMint-GB_2018-03-27-commons.u435	Given that the points I made were about the conduct of Downing Street staff and Government Ministers, this is not about the Electoral Commission. It is about the Prime Minister’s integrity and the judgment involved in appointing those members of staff.
ParlaMint-GB_2018-03-27-commons.u436	I regret to say that the hon. Gentleman seems to be under a misunderstanding about the debate that you have granted, Mr Speaker. It is about electoral law, and as the Minister responsible for electoral law, I shall answer on that point The Electoral Commission is independent of the Government. It is accountable to Parliament via the Speaker’s Committee on the Electoral Commission. One important point that has come up today is the suggestion that the Electoral Commission is under-resourced. I encourage hon. Members to look at the commission’s operating costs for this year, which show an underspend against its anticipated budget. Indeed, in January this year, it returned funds. Now, I leave it to others to draw conclusions from that about whether the Electoral Commission is resourced correctly, but I say again that the commission is accountable to Parliament and that such questions could rightly be in looked into by Parliament and your committee, Mr Speaker.
ParlaMint-GB_2018-03-27-commons.u437	Will the Minister give way?
