ParlaMint-GB_2018-11-01-commons.u1	1. What steps he is taking to support tourism throughout the UK.
ParlaMint-GB_2018-11-01-commons.u479	I speak as co-chair of the cross-party drugs, alcohol and justice group, and as a member of the all-party group on alcohol harm. With dozens of alcohol-related deaths across the UK every day, those two groups decided that, rather than wait ages for the Government’s alcohol strategy, we would launch our own alcohol charter that advocates achievable steps to improve support for those in need, protect public health, and cut crime and disorder. It has the support of 30 relevant organisations, and I urge hon. Members to add their support by signing early-day motion 1682 Despite the Chancellor’s claims of record funding for the NHS, I was disappointed that he failed to take the opportunity in the Budget to reduce alcohol harm. Instead, it seemed that he had been wooed by pre-Budget pleas for him to cut beer duty, such as the claims plastered on Westminster tube station that such a measure would protect our pubs. Cuts in duty do not benefit pubs because supermarkets continue to undercut pub prices, and big brewers retain the savings. We do not protect people or pubs by allowing supermarkets to sell alcohol more cheaply than water for vulnerable people to drink at home alone or on our streets Colin Shevills of Balance North East highlighted the fact that cheap alcohol places a huge burden on our communities, the NHS and our public services in our north-east. He also referred to the findings in a survey by north-east pub landlords, which found that cheap supermarket alcohol, rather than alcohol taxes, is the main reason to blame for the closure of our local pubs. It is particularly alarming that in the past five years cuts to alcohol duty have cost the Treasury about £4 billion. The Government estimate that the cost will rise to £8 billion during the next five years. That money could fund 34 million emergency ambulance call-outs or over half a million social care packages. Furthermore, figures show that, if the level of alcohol consumption remains unchallenged, it is set to cost the NHS £17 billion in the next five years From pub landlords to health organisations, there is strong agreement that we need a minimum unit price to help to combat the sale of cheap alcohol in shops and the impact that has on our communities. The Chancellor needs to listen to those groups and cross-party advice, and rethink his strategy on alcohol to support our great local pubs and to prioritise alcohol harm reduction.
ParlaMint-GB_2018-11-01-commons.u480	I rise to support the Budget. I will start with two points on the criticism and rebuttals we have received from the SNP First, universal credit has received a lot of criticism. I think every single Member knows that there are improvements to be made to universal credit. That is what the Budget does. It allocates more money to universal credit. It puts the SNP at odds with the chief executive of the Joseph Rowntree Foundation and the Trussell Trust, who both recognise the improvements to universal credit, which will help to tackle poverty more effectively Secondly, on tax, where the SNP tax changes delivered £20 a year for the most vulnerable, a pathetic 38p a week, our Budget delivers £130 a year, which is £1,200 for the basic rate income taxpayer, helping people who need it most The SNP talks about having a different path and attracting more people to Scotland, but here is the interesting thing. They want to bring more people in. I will give them a hint about how to do that: do not tax our doctors, our teachers and our servicemen and servicewomen more than everywhere else in the United Kingdom What does the Budget deliver for Scotland and for Ochil and South Perthshire? It gives £950 million extra for the block grant, which is a real and cash increase. It delivers a spirits freeze, which helps companies in Menstrie, Madderty and Kinross in my constituency. It delivers £550 million more for the NHS, which even the SNP recognises is a positive thing and, if devolution works correctly, there will be £43 million more for business rate relief to help our high streets in Crieff and Alloa, £41 million to improve roads across Perth and Kinross and Clackmannanshire, and £87 million more for social care. Those are positive steps in the Budget, and that is before I even mention the £150 million of new money that is being allocated in the Tay cities deal. The Budget will also deliver a crackdown on tax avoidance, including VAT, and measures on the hidden economy and on offshore tax compliance Some of the smaller measures in the Budget have been lost. It expands the operations of the British Business Bank in Scotland by allocating personnel on the ground to help our businesses to access more patient capital. In addition, it allocates £1.6 billion to strengthen science innovation, with £235 million for quantum technologies and £20 million for fusion power, which is a subject very close to my heart We on the Government Benches want to empower people. We do not want to tie them to dependency. The Budget provides more support for the most vulnerable and more opportunity for all. That is why I support it in this House.
ParlaMint-GB_2018-11-01-commons.u481	A lot of Opposition Members have talked about how austerity is not over and about how the Government’s rhetoric on that is empty. I would say something different: how can the Government claim that austerity is over, is coming to an end or whatever it is they are saying, when they do not even know what it is? After the Prime Minister told us that austerity is over, I asked the Chancellor what his Department’s definition of austerity is and how his Department measures austerity. I was keen to ensure that she was referring not just to halting her Government’s devastating cuts to public services, but to their huge social security cuts, which must be ended and reversed if austerity is really to be ended. The reply from the Treasury simply stated: “The Chancellor will set out the government’s plans for the economy and public finances in detail at Budget.” But he did not explain what austerity is. Far from clarifying what it is, he did very little to back up the Government’s empty words on ending it. So if they cannot even define what they mean by austerity, let alone make any significant steps towards ending it, that is just further proof that the Budget is empty rhetoric However, let me tell the Government what austerity means to my constituents in Midlothian. For young workers, austerity from this Government and the Scottish Government is going to mean further decimation of their services. Yes, the Government recently made small increases to the national living wage, but it is not a real living wage. Pay for 16 and 17-year-olds is being raised from £4.20 to £4.35, yet they are still doing the same job as people who are older than them and getting paid much less for it If paid employment is to provide a reliable route out of poverty for women in my constituency, action must be taken to address the continued gender inequalities in the labour market. Nothing from the Chancellor in his Budget was aimed specifically at improving the position of women in the economy. We had the WASPI campaigners in here because they were completely overlooked. I am fed up of listening to the Scottish Conservatives today, who have gone on and on about their representations to the Treasury and their standing up for Scotland, when they have done absolutely nothing about split payments, which I have raised time and again. It is an absolute disgrace I will not be supporting a Budget that does nothing to tackle the urgent issues of climate change and homelessness, has nothing for the WASPI women, youth services or the decimated women’s services, and does nothing to tackle period poverty.
ParlaMint-GB_2018-11-01-commons.u482	It is a pleasure to be called early in the debate, Mr Speaker—or at least a little earlier than I thought I might be called. The right hon. Member for Twickenham (Sir Vince Cable), who is no longer in his place, seemed to have a bit of a downer on optimism. As I feel powered by optimism, I felt affronted by that idea. In the west midlands, we voted for Brexit because we are completely optimistic about what the future will hold for us, and I completely endorse the Budget, because it puts us on a great footing to make the most of those opportunities when we leave the European Union One thing about Conservatives is that they invariably poll high in people’s consideration of who is best to run the economy, because we do it so well. That is not just because of the things we see in this Budget. If we look back to 2010 and compare it with 2019, we see that there will be a 93% increase in the tax-free allowance, which will have gone from £6,475 to £12,500—when you represent a constituency with an average income of £27,000, changes like that are significant. People are not continuing to vote Conservative because of what we do in a single Budget; they are continuing to do so because they see a trajectory and they see us making life better for them year on year Why I am optimistic about the future? Because this Budget allocates £1.6 billion to ensuring that this country stays at the cutting edge of technology and innovation. I went to see Professor Kai Bongs—clever guy, clever name—at the University of Birmingham. He is leading on quantum technology. His team are working on gravity sensors. This might seem a bit abstract, but gravity sensors will help us to see beneath the ground for construction projects. Invariably, people do not get price certainty with construction projects because they do not know completely what is in the ground. Imagine if this country developed technology that allowed for that certainty and then created products that were sold throughout the world. We did it with DNA—identified at the University of Leicester and now used in 120 countries for DNA profiling. We can do it again with other technologies because we believe in our country. We know we have the people to lead us into the future, and it is tiring and depressing to hear people on the Opposition Benches talk down this country, when I know that our future is bright.
ParlaMint-GB_2018-11-01-commons.u483	It is a pleasure to follow my parliamentary neighbour, the hon. Member for Walsall North (Eddie Hughes), though he will not be surprised to learn that I take a slightly different view of the Budget The backdrop to the Budget was a singular political claim made a month ago at the Conservative party conference that austerity was over. Every Government is responsible for the consequences of its policies, but with that claim the Prime Minister and her Government took particular responsibility for every closed library, every universal credit rent arrears, every service denied to people Let us look, then, at what the Budget really did. The Chancellor used an unexpected increase in tax revenues to fund the health service for the next few years—I welcome extra money for the health service, of course, although by historical standards the rate is unexceptional —but he did not end austerity in other services. Let us take schools, for example. In the first decade of this century, under a Labour Government, there was a 65% increase in funding per pupil. Since 2010, there has been a reduction of 8%. That is a difference between a Labour Government and a Tory Government. When the schools budget is cut, it is a cut in opportunity and in social mobility, there is a reduction in the potential of people to make the most of their talents and it reinforces inequality The same is true of crime. The greatest freedom people can have is to go about their daily business free from the fear of crime. In the west midlands, we have lost 2,000 officers. We have seen a 21% increase in violent crime, a 17% increase in crime involving offensive weapons and a 23% increase in sexual offences, and now we are faced, because of pension changes, with the prospect of losing another 450 police officers. This is an attack on people’s freedom, and it strikes the poorest in our society more than others. So the Budget does not present an end to austerity. There is a particularly absurd nature to the claim: it is being made as we are about to commit an act of enormous economic self-harm. The country needs hope, but the tragedy of Brexit is that, having scapegoated Brussels, immigration and others, we are, in the act of leaving, making it much more difficult to give the country that hope and a plan for the whole country.
ParlaMint-GB_2018-11-01-commons.u484	It is a great pleasure to follow the right hon. Member for Wolverhampton South East (Mr McFadden) I had the dubious pleasure of reporting on nearly 20 Budgets and countless pre-Budget reports in my time as a journalist. Gordon Brown used to stand at the Dispatch Box with his clunking fist and talk about golden rules, fiscal balance and investing for the long term, and the horror show was always in the Red Book. As a journalist, I knew that to see what was in the Budget I had to look in the Red Book For days now, journalists across the country have been poring over the Red Book looking for holes similar to those they have found in many other Budgets over the years, but they have failed to do so because the Chancellor has adopted what I would call—pardon the pun—retail policies to address some of the major issues that people in this country face. For example, in 2015 my constituency was the only place in the country with increased footfall in the town centre on the year before, but that was reversed in 2016-17. Our main shopping centre, the Touchwood shopping centre, is now having to invest in the night-time economy, and for the first time I am starting to see empty shops on the high street, so the change in business rates is hugely welcome Another of my local high streets, in Shirley—a long, 1960s, straight-line, very old-fashioned high street—is being redeveloped through the intermingling of community resource and people living and being brought into the local area. For example, we have extra care living and other such developments, as we look to a future that is designed not specifically around retail, but around how the high street interacts with our lives. The retail fund of £675 million is therefore hugely welcome The right hon. Member for Doncaster North (Edward Miliband) made a mainly good speech, which was perhaps too focused on social housing. We need to look at housing in the round. We have to increase the supply of housing in this country. For years, housing has been distended, which in many respects has damaged our economy. That will happen even more now that house prices are so high, because houses have become so unattainable. We therefore need to increase supply We have to admit that a deficit of 82% is still too high. It leaves us less able to face a global recession, but we made a decision in 2010 that we would basically try to follow a middle way. We get out of that through productivity—the other way would be inflation, which none of us wants. Productivity is the only way in the long term, and the Budget develops that.
ParlaMint-GB_2018-11-01-commons.u485	Today is exactly two years after the Government promised to introduce a timetable to ratify the Istanbul convention. That important international convention aims to prevent domestic violence and, crucially, to underpin that with support services for victims. The Prime Minister has rightly prioritised tackling violence against women, but what does the Budget contain that shows a commitment to preventing violence against women and girls? Absolutely nothing. The stark evidence on the underfunding of victim services is harrowing. Rape Crisis, the largest national provider of specialist sexual violence services, has a waiting list of over 6,000 people. According to Women’s Aid, on a typical day, 94 women and 90 children are turned away from refuges due to a lack of space. A Council of Europe study shows that England provides only 67% of the recommended capacity for sexual assault referral centres, which are critical in offering services to victims When it comes to costing violence against women and girls, there are three areas of consideration: first, the lost economic output of women forced to miss work as a result of mental and physical injuries sustained during an attack; secondly, the cost to the Treasury of providing services that prevent and respond to violence against women and girls—for example, health, police, courts and specialist advocates; and thirdly, the physical and emotional cost to victims, which is a loss to both the individual and society Last month I asked the Treasury whether it had made an assessment of the cost of violence against women and girls. It never answered, but passed me to the Home Office, which said that its most recent estimate is nearly a decade old. That suggests that there is no sustained attempt to understand the economics of violence against women and girls However, there is more recent research by Professor Sylvia Walby. Taking her 2014 research and adjusting for inflation, the cost of violence against women and girls in this country stands at £23.7 billion per annum. From that we can extrapolate the cost per constituency of not preventing violence against women and girls. In my constituency, the cost is £32.7 million every year. In the Chancellor’s constituency, it is £39.1 million every year If the Chancellor looks carefully at the research, he will see that we can do more by investing in support services. Thereby we do the morally right thing, but also the economically right thing. Will the Government please put their money where their mouth is and ensure that all Departments prioritise this?
ParlaMint-GB_2018-11-01-commons.u486	It is a pleasure to follow the hon. Member for Rotherham (Sarah Champion), who made a powerful speech I welcome many elements of the Budget: the relief for business rates; the reduction in tax on the personal side, and help for coalfield communities such as mine. Those sorts of changes and the economic environment that the Government have created in the past eight years have allowed us to become so attractive that even in a historically challenging part of my constituency like Barrow Hill, there is now the opportunity for Spanish train manufacturers to come and open factories that could create hundreds of jobs. I very much welcome what the Government have done in this and previous Budgets Today, we have talked a lot about the challenges in our fiscal policy and the problems in our budget. I would like to draw attention to several points made by my right hon. and learned Friend the Member for Rushcliffe (Mr Clarke) and by my hon. Friend the Member for Gainsborough (Sir Edward Leigh), who is not in his place. The macroeconomic indicators are moving in the right direction. Our deficit is reducing and our debt is finally going down, but by the end of the period covered by the predications in the Red Book we will still be spending more than we take in as a country, and we will have done so for 20 years The challenge we face in western democracies such as ours is that we spend in the good times, we spend in the bad times and we spend in the in-between times. Whatever our views are about spending—I recognise that there are respectful and different views in all parts of the House about the levels of spending we need—we cannot continue to spend in the way we are without paying for it. We are writing cheques in this House without any responsibility for how we are going to cash them. We talked a moment ago about the morality of some of the decisions we have made here. I think the morality before us now is that of not continuing to load problems on to our children and our grandchildren The hon. Member for Birmingham, Northfield (Richard Burden) is no longer in his place, but he made a powerful speech about the yawning chasm between certain elements and communities in our country. In my view, there is a yawning chasm between what we are deciding to do here and now, and the money we are choosing to spend, and the people who will have to pick up the tab and pay for that in 20 or 30 years’ time. In the limited time I have left, I would like to draw attention to a number of countries that have decided to say, “Wherever we are and whatever Government we have, we should put in place fiscal rules that mean that should not happen.” Chile did it, the United States tried to do it—not very well, honestly—and Switzerland has done it through its debt break. We should consider fiscal changes that ensure we do not load a lot more debt on to our children and grandchildren in years to come.
ParlaMint-GB_2018-11-01-commons.u487	I am pleased to follow the hon. Member for North East Derbyshire (Lee Rowley) This Budget is a missed opportunity. It does not even offer key services the respite they need from relentless cuts, let alone the investment they need to redress the damage done by eight years of austerity. We need to put the record straight: Labour paid off more debt than any previous Administration on record. Capitalism fuelled the global financial crisis; it was Gordon Brown who saved this country from recession. We were on our way through the recovery route, but this Government chose the austerity route to pay off the debt, with ordinary people paying the highest price. Is it paid off? No, and as it slips it grows for the next Budget. The Chancellor says that if there is a no-deal Brexit there will be a need for another Budget, and the blame will shift to the EU. What is the cost of Brexit to date? Centre for European Research analysis shows that it is already costing the public purse £500 million a week, and the economy is already 2.5% smaller than it would have been if we had chosen to remain The Budget is a wasted opportunity. The invaluable emergency and life-saving services such as the fire service and police have been stripped to the bone. By the end of this decade the Tories will have inflicted a 50% real-terms cut on the Merseyside fire and rescue service since 2010. As a result, we have gone from having 1,000 firefighters to having 620 across Merseyside—the fire service is stretched beyond limits. The Government need to stop and evaluate the magnitude and impact of the cuts today. They need to be halted; they are dangerous The National Audit Office says that Merseyside police numbers have been slashed by 31%. Merseyside has been the third worst hit force under this Government. We are seeing crimes spike and charges plummet around the country as our police struggle to keep up with the demand for their services and the justice system creaks. The chief constable for Merseyside has stated this week that the impact of the cuts will be “crippling”. The Government need to listen and act. The British justice system, acclaimed the world over, is creaking The Government are hacking away at our public services in a way that is without precedent: families suffering, wage stagnation, cuts to benefits, 40% of universal credit recipients in work. My constituency ranks high in income deprivation, mortality rates for 29 to 44-year-olds are growing in comparison with those of other age groups, and suicide rates are the highest in the country. We need a Government who care, who invest in people, and who are prepared to accept responsibility and meet needs first.
ParlaMint-GB_2018-11-01-commons.u488	I should like to speak about the Budget by referring to a number of tests. The first test is to ask what it will do for growth in this country. Even the Office for Budget Responsibility expects growth of only 1.6% by 2023, which would be the lowest medium-term growth rate since records began and a historically low growth rate for this country even since world war two The second test is to ask whether the Budget is a spending splurge, as the Government keep suggesting. Well, it certainly is not. As many of my hon. Friends have said, if we strip the extra NHS spending out of the Budget, we can see that all the other departmental budgets are either flat or going backwards in real terms. The Institute for Fiscal Studies has also said that if we strip out spending on the NHS, we see that the Budget does nothing to reverse any of the cuts that we have seen over the past eight years That leads us to the claim that austerity is dead. Is this indeed the end of austerity? It is not. It is the start of the Government saying that it is the end of austerity. This is the same Government who said in 2010 that the deficit would be removed by 2015, so we can believe the Prime Minister saying that. However, the Prime Minister saying that this is the end of austerity means that she is admitting that austerity existed. As my right hon. Friend the Member for Wolverhampton South East (Mr McFadden) said, every cut that we see across the country now lies at the door of this Prime Minister and No. 10 Let us look at the priorities being given to tax changes. The Government could easily have brought forward the personal allowance extension for the lower paid and left the upper end as it was, but they have chosen to spend the majority of that personal allowance extension on the very richest in society. That was the wrong thing to do at a time when the deficit looks as though it will never be eradicated under the Government’s long-term plan. Let us also look at the corporation tax cuts. The Government could have said that they would not take forward the 2p corporation tax cut that they announced in the 2017 Budget, because they already have the lowest corporation tax in the G7 and do not need to take that money. It could have been put towards truly ending austerity Let me finish with the biggest lie in Budget history. There is no Brexit deal dividend in this Budget. That was a lie by the Chancellor. Even Standard & Poor’s has said that if there is a no-deal Brexit, unemployment will double, every household will be £3,000 a year worse off, inflation will peak at 5% and the recession will be as long as the one that followed the financial crisis. That is not a Brexit deal dividend. That is the Government’s dereliction of duty towards the economy of this country.
ParlaMint-GB_2018-11-01-commons.u489	Order. If colleagues wish to help each other, it is not obligatory for them to speak for the full three minutes. I know that they all believe in equality.
ParlaMint-GB_2018-11-01-commons.u490	The Chancellor spoke—I hope that this was a throwaway phrase—about “little extras”. For me, the Budget is about the little extras that he could have introduced but chose not to. For instance, when announcing the increase to the national living wage, he could have chosen to extend it to the 1.9 million under-25s who are unable to claim it. That would have put more money in their pockets that could be spent on the high street to help the ailing shops that are struggling under this Conservative Government The Government could also have chosen to give a little extra help to local authorities, such as my own in Stoke-on-Trent. We have lost on average £653 per person over the past eight years. Compare that with the figure for Cheshire East Council, which is just £120. There is a massive disparity between rural counties and the cities, which need more help. The Government could also have chosen to address the chronic underfunding of our further education system. The deputy principal of Stoke-on-Trent College was outraged at the fact that the Chancellor did not even mention higher or further education in his speech. The funding cap of £4,000 means that the services provided for many of the pupils in my constituency simply cannot continue Those little extras pale in comparison with what I think is the most rancid part of this Budget, however. As my hon. Friend the Member for Edinburgh South (Ian Murray) pointed out, if the Government had wanted to, they could have decoupled the increase in the personal tax allowance from the threshold for the personal allowance for higher earners. Instead, we have had a piece of parliamentary sleight of hand. This is economic blackmail, and it is downright wrong. It is absolutely wrong that my constituents will benefit by about £10 a month—frankly, that will get wiped out in the next round of council tax increases that will be needed to fill the budgetary black holes left by this Government—while we in this House will vote ourselves a tax cut of about £500 this evening, and people earning more than £90,000 will find themselves almost £1,000 a year better off. That is not economic literacy; it is economic devastation for this country.
ParlaMint-GB_2018-11-01-commons.u491	The Chancellor said on Monday that this was “an economy working for everyone.”—[Official Report, 29 October 2018; Vol. 648, c. 654.] But the facts tell a different story. Families up and down the country—families who have been at the sharp end of cuts to our public services—know the cold, hard truth of the past eight years of Conservative rule. The richest 10% are set to gain 14 times more in cash terms next year than the poorest 10% of our households. Growth is set to be below 2% in every forecast year—that is almost unheard of—and the figures for the UK are now 60% below the G20 average. UK manufacturing has fallen to its lowest level since 2016 and is well below the pre-Brexit forecast What about children and young people? Some wards in my constituency now have 40% of children growing up in poverty. This year, 3.1 million children with working parents will be below the official breadline, and much of the 1 million increase since 2010 is due to the Government’s benefits policy changes. The cuts’ impact on children was brought home to me when over 100 teachers from Hounslow visited Parliament a few weeks ago. When they were asked what issues were having an impact on attainment in their schools, two thirds said mental health, over half said food poverty, and many referred to difficulties at home. That shows the stark reality of families under strain, and children are now feeling that strain due to not having a decent place to live, the resources with which to study, food to eat, or time with parents who work shifts day and night to make ends meet The value of child benefit has fallen by 17% since 2009 while the value of the state pension has risen by 54%. Some estimates suggest that up to 1,000 Sure Start centres may have been shut since 2010, with bigger cuts in disadvantaged areas. The hit goes further than schools and is affecting young adults. Last year, around 2.2 million learners aged 19 or over participated in some form of Government-funded further education, which is a decrease of 29% since 2011. Children and young people are now being hit hardest by the Government’s choices. The test of an economic policy is about both who wins and who loses and, as the Government win plaudits from the wealthiest, it is our job to speak for the those who cannot speak for themselves and to call for a fairer future for the next generation.
ParlaMint-GB_2018-11-01-commons.u492	When the Prime Minister addressed the Conservative party conference, she said that austerity was over. On Monday, the Chancellor said that the “the era of austerity is…coming to an end.”—[Official Report, 29 October 2018; Vol. 648, c. 653.] We can argue about the semantics, but the reality was captured by something the Prime Minister said some time ago: “Nothing has changed.” We have also seen little to undo the cuts that have stripped away local services in our communities. Having been a councillor during some of the worst years of this Government’s austerity, I can tell the Chancellor that there is no more fat to trim in local government and no more “efficiencies” to be found. This Budget does little to reverse almost a decade of underinvestment that has brought councils to the brink, including Tory-run Northamptonshire County Council, which has been pushed into bankruptcy This is a broken-promises Budget, with its most reassuring moment being the WASPI protest in the Gallery. Those women should not have to protest in Parliament; the Government should be listening to them. I have been working closely with 1950s-born women in my constituency over the past few months, and I have heard some heart-breaking accounts, including stories of women who have died while waiting to receive their state pension. However, I have also seen steely determination and their unwavering commitment to continue fighting for what is rightfully theirs. The issue is not going away and these women are not going away, and the Government had better listen sooner rather than later Of course, many WASPI women will have to turn to universal credit while they wait for their state pension. The Chancellor completely lacks contact with reality on that issue, as does the hon. Member for Ochil and South Perthshire (Luke Graham). He pointed out that more money has gone in, but there is not enough money. What do the Chancellor and the hon. Gentleman expect me say to my constituents on universal credit who come to my surgeries, struggling to get by? Do I tell them that is all right, and that more money is going into universal credit and austerity is coming to an end We heard the chorus of Tory MPs chanting along with the Prime Minister at yesterday’s PMQs as she rhymed off things that have gone up under her Government, but I noticed a few things missing from the list: child poverty up; food bank use up; and homelessness up. This Budget does absolutely nothing for my constituents and I cannot possibly support it.
ParlaMint-GB_2018-11-01-commons.u493	The Chancellor had the opportunity to strengthen the economy, invest in jobs and guide us towards a brighter future. What did we get? A wasted opportunity, a timid response and an overwhelming feeling of, “Really? Is that all?” This is a broken-promise Budget that prolongs austerity We have seen wages continuing to stagnate for most workers and falling for the lowest-paid workers. Let us not forget those long years of the public sector pay freeze, when nurses, police officers, firefighters, teachers and the rest of our public service heroes were treated so contemptuously by Ministers. For all the Chancellor’s boasting about the number of jobs in the economy, the reality is that there is an explosion in low-paid jobs, insecure jobs, part-time jobs and jobs with zero-hours contracts. That is what people in Slough tell me every week Behind the economic figures lies the human cost. The price of austerity is not paid by Ministers; it is paid by the poorest and most vulnerable members of our society. Look at the growth of food banks, which provide emergency food aid to people in desperate need. In my constituency, volunteers provide food for people in Wexham, Cippenham, Langley and central Slough. They are supported by the generosity of people across the constituency, including through supermarkets, schools and faith-based institutions. I applaud that spirit of altruism and humanity, but why should anybody in modern Britain need emergency food aid? In Slough we have a Labour council, which has managed its budgets well. It seeks to provide excellent services and to protect those most in need. Our Labour councillors in Slough do an excellent job, and they are dedicated public servants, but they are not magicians. They cannot magic up money from the magic money tree when the Chancellor and the Government have made it vanish Back in December 2010, the BBC reported that Slough Borough Council would be the hardest hit of all the neighbouring—predominantly Tory—councils in Berkshire. Since then we have seen increasing pressure on budgets, particularly in social care, and an increase in child poverty. According to the charity End Child Poverty, there are more than 11,000 children in poverty in Slough—one in three local children—and that child poverty is rising Slough councillors tell me that, by March 2019, the number of people in temporary accommodation will be 70% higher than in April 2018. We have seen a 300% increase in people living in temporary accommodation since 2014. The good people of Slough would be forgiven for thinking that the Chancellor is all smoke—
ParlaMint-GB_2018-11-01-commons.u494	Order. I am grateful to the hon. Gentleman. Very well done.
ParlaMint-GB_2018-11-01-commons.u495	I rise primarily to raise on behalf of my constituents a glaring injustice: the lack of funds for rebuilding New Ferry. Members will remember the horrific explosion in my town in March 2017. To date, the Government have not committed anything like the funds they have handed over to Salisbury, or anything like the funds they have handed over to Belfast for the destroyed Primark. The people of New Ferry are bitterly angry, and their voice must be heard by Ministers on the Treasury Bench I listened to what Conservative Members said about tax cuts, and I recognise what is happening. This is just what the American Republicans do. They want big tax cuts for the wealthy, so they choose some so-called middle class profession and, as part of their package of big tax cuts for the wealthy, put in a nugatory amount for those who seem to be in the middle. They persuade the nation that we should have tax cuts on that basis, and they hide what they are doing—handing back huge amounts to the already wealthy—by dressing it up as money for the middle class In this Budget we are talking about pennies a week for people on average incomes, and when that is seen alongside the impact of universal credit, everything gets worse for people in the middle. It is not good enough to say that we cannot do better on universal credit when we are giving away £2.8 billion in one year, 84% of which goes to the top half of the distribution, with 34% of that going to the top 10%. That is a regressive measure, and if we believe in progressive politics, we should stand against it and say that what we need is a truly progressive tax system and proper funding for our public services.
ParlaMint-GB_2018-11-01-commons.u496	Order. The shadow Chief Secretary will be called no later than 4.40 pm, so the two remainers—the remaining speakers—must divide the time between themselves. [Interruption.] I do not know whether they are remainers or leavers.
ParlaMint-GB_2018-11-01-commons.u497	Austerity is not over for those who are terminally ill. Those with pancreatic cancer, three out of four of whom will die within a year, and those with motor neurone disease, one third of whom will die within a year and half of whom will die within two years, cannot access terminal illness benefits under the current regulations until a doctor decides that they have six months or less to live—that is nonsense. Universal credit, employment and support allowance, and personal independence payments are a nightmare to negotiate for people who have a short time left to live. My ten-minute rule Bill will address this anomaly. It was supported by the Conservative party in Scotland and it will come before this House on 23 November. I hope we will finally make sure that those who are terminally ill have a chance of justice and of dignity as they head towards death. I hope we will ensure that they have a chance to put in place the things that will allow them to stay and live at home with their family, so that they have a chance of dignity in dying, which this Government seem determined to prevent them from having. I recognise that others want to get in at this late stage, so I will stop at this point.
ParlaMint-GB_2018-11-01-commons.u498	Stephen Lloyd, very briefly.
ParlaMint-GB_2018-11-01-commons.u499	Thank you very much, Mr Speaker. In the short time allocated, I will focus on the universal credit side of the Budget. In 2015, George Osborne made a dreadful mistake, cutting out from universal credit £3 billion per annum from the work allowance. Since my re-election in 2017, I, like my Lib Dem colleagues, have constantly been advocating a restoration of that work allowance element, so that work really does pay—it would not do so without that. For a year and a half, the Conservative party has been constantly pushing back to say, “Work does pay. We do not need to restore the work allowance.” I am glad that finally, on Monday, the Chancellor listened to us and restored £1.7 billion, albeit not all the work allowance that George Osborne had cut A number of Opposition Members have discussed this, but I say to the Conservatives that rather than give a substantial tax cut for those at the top end of salaries, people like us and many others, why not put that £1.3 billion, which is the equivalent in respect of the people earning over £50,000, £60,000, £70,000 and 80,000 a year, back into the rest of the work allowance so that it restores what George Osborne catastrophically cut all those years ago? That would mean, first, that work would pay properly within UC, which the Lib Dems agree with—even Labour did years ago, when I was in coalition. Most importantly, it would mean that people earning under £15,000 a year, who were shockingly ignored by this Government in the Budget on Monday, would get some of the tax cut that would be part of the larger work allowance. I believe this House would support that. If the Government do not do that, the Lib Dems would certainly be voting against them on this. So I say to the Chancellor and to the Conservative party: fully restore the work allowance to what it originally was by not giving the extra £600 or £700 a year to the highest paid in this country. That is the right thing to do and I urge the Chancellor to listen.
