ParlaMint-GB_2018-09-11-commons.u1	1. What fiscal steps he is taking to support the pubs sector.
ParlaMint-GB_2018-09-11-commons.u387	I was listening to the hon. Gentleman’s dulcet tones. He articulates the challenge with security. None of us wants to ratchet up security. We want to balance our liberal open democracy and our individual freedoms with the clear and solid duty of the state to keep people safe In the 21st century, we have had a rapid growth in insecurity around the world, brought to our doors by such things as the internet and communications service providers. My hon. Friend the Member for Sleaford and North Hykeham (Dr Johnson) talked about the work on CSPs and what we can do to deal with the issue. That is why the offence related to streaming is so important for us. It may not satisfy the Scottish National party on streaming, but streaming is a method by which people are being radicalised and terrorist content is being spread. Streaming is a modern method of viewing terrorist content that helps to turn those young 16-year-olds into potential terrorists. People have to come up with better alternatives. They cannot say, “We are going to stick with the older legislation that is entirely predicated on downloading.” They have to recognise how these people are doing business. That is why we brought in that offence of streaming The right hon. Member for Kingston and Surbiton (Sir Edward Davey) made a point about designated areas and the burden of proof. I wrote to the Opposition spokesman, the hon. Member for Torfaen (Nick Thomas-Symonds), on exactly that point. He has clearly articulated from the Dispatch Box that once the defendant has raised the defence, the burden of proof to disprove that defence to the criminal standard rests with the prosecution, as in section 118 of the 2000 Act. The burden of proof is positioned in that way, and at the moment we have decided that not having an exhaustive list is the way to go. Just as with the previous issues of reasonable excuse and streaming, we think the right thing to do is to allow people to present an excuse for being there. It also allows the broad space for their human rights and everything else to be correctly regarded.
ParlaMint-GB_2018-09-11-commons.u388	I am very grateful to the Minister for the many telephone conversations that we have had during the passage of this Bill and for keeping me up to date, albeit not on last week’s amendment. Does he understand that the reason why some of us on the SNP Benches are concerned by the designated area clause is that my very good friend and professional colleague at the Bar, David Anderson, who has expertise in this area, has expressed some concerns? Will the Minister note for the record that that is why some of us want to put this measure to the test—not for any reasons of frivolity, but for reasons based on sound legal concerns about necessity and proportionality?
ParlaMint-GB_2018-09-11-commons.u389	Of course we listen to and respect current and former reviewers of terrorism. Lord Carlile, the former Liberal Democrat, has often had different opinions from Lord Anderson. Indeed, the current reviewer of terrorism, Lord Hill, has different views. They all do an amazing and thorough job, and they will, for example, have oversight of the use of this offence. They will be able to review the use of this offence as part of their role. I have no doubt that Max Hill, who has gone to be the next Director of Public Prosecutions, will be able to carry out the prosecution’s discretion, which is so important when deciding on the public interest test in some of these offences in the Crown Prosecution Service. The hon. and learned Lady may have confidence in those reviewers of terrorism, but I have confidence in Max Hill as the next DPP, coming from the review of terrorism, to make those sound judgments about when it is in the public interest to prosecute or not I can give assurances to Members about the Sentencing Council. Absolutely, we shall continue to work with it, and we will write to its members to make sure. When it comes to the naming of the designated areas, I will seek to bring the matter to the Floor of the House. It is an affirmative motion, and I am absolutely open to that; I do not oppose it in any way The hon. and learned Member for Edinburgh South West (Joanna Cherry) made a point about data and the European Union. She will know that national security is not in the jurisdiction of the European Commission or the European Union. What a country chooses to share in data for national security purposes is entirely the business of the member state. We can choose what we want to do with our intelligence, and it is not for someone else to pass that on. Her point about the “Five Eyes”, therefore, is not correct. Even when we share intelligence in the “Five Eyes”, if the intelligence comes from another partner in the “Five Eyes”, we do not have the authority to share that with our European partners because it does not belong to us; it belongs to that sharing partner Furthermore, on that data sharing point of the European Union, that is a negotiation that we are seeking to secure. Such a negotiation is in the interests of both the United Kingdom and the European Commission. If they want to keep their people safe, security is a partnership; it is not a competition. That is why our offer on negotiation of security is an unconditional open offer, which seeks to share in a way that we have done in the past.
ParlaMint-GB_2018-09-11-commons.u390	rose—
ParlaMint-GB_2018-09-11-commons.u391	I am sorry, but I want to press on, because I want to get to the final point and address Labour’s amendment on Prevent. I hear what the hon. Member for Torfaen says and I in no way question his motives Since I have been the Security Minister, I have made sure that we have published more and more statistics on Prevent; they did not previously exist. These statistics enable all of us in the public realm to scrutinise the results of Prevent referrals, including information on where they come from, people’s ages and the accuracy of the referrals. Without any statutory review, after some time—I think we have published two bulletins so far—we will be able to see whether the accuracy of Prevent referrals from different sectors is producing the results that we want. We will know how many people are being correctly identified as vulnerable and exploited. At the same time, we regularly review Prevent within the Government and the Department, and through engaging with the 80-odd community groups that deliver some of the Prevent programmes. If the Government or I felt that Prevent was not producing a result and diverting many people from the path of violence, I would be the first to come to the House and say, “We have to get it right.” The critics of Prevent—which the hon. Member for Torfaen is not—never set out an alternative. They criticise its title, but always set out a provision that is exactly the same as Prevent It is not necessary to have a statutory review of Prevent at this time. It is improving and becoming more accurate, and people are absolutely becoming champions of it across every sector. Today I saw, I think in The Daily Telegraph, a letter by a long list of academics about the chilling effect of Prevent. Never mind that the Higher Education Funding Council for England said in its evidence to this House that it had yet to see any evidence of the chilling effect. In fact, a judge in a recent challenge about the Prevent duty said the same thing—that the defendant had yet to prove any chilling effect. I have not seen a letter from academics about the chilling effect on universities of no platforming, whereby people are shut out of debates entirely. The Prevent duty is about having balance in debate and due regard to the impact I understand the hon. Gentleman’s motives and, to some extent, what the Opposition want to achieve. I would say that the publication and transparency that we are increasingly moving towards with Prevent, and the assurances that Prevent is not an inward reporting system—that is, people do not go into Prevent and get reported to the intelligence services; it is deliberately kept as a separate safeguarding activity—means that the best way forward is to continue improving Prevent as it is. We can discuss its accuracy and success rates, but until someone comes up with an alternative policy to what we and the Labour Government had, it is unnecessary to put a review in statute. Therefore, despite our collaborative working on the Bill, I ask the House to reject the hon. Gentleman’s amendment Question put, That the clause be read a Second time The House proceeded to a Division.
ParlaMint-GB_2018-09-11-commons.u392	I ask the Serjeant at Arms to investigate a delay in the Aye Lobby.
ParlaMint-GB_2018-09-11-commons.u393	I ask the Serjeant at Arms to investigate the delay in the No Lobby.
ParlaMint-GB_2018-09-11-commons.u394	I beg to move, That the clause be read a Second time.
ParlaMint-GB_2018-09-11-commons.u395	With this it will be convenient to discuss the following: New clause 3—Access to a solicitor— “(1) Schedule 8 of the Terrorism Act 2000 is amended as follows (2) In paragraph 7 leave out “Subject to paragraphs 8 and 9” (3) In paragraph 7A— (a) leave out sub-paragraph (3), (b) leave out sub-paragraph (6) and insert— (c) in sub-paragraph (7) at end insert— (d) leave out sub-paragraph (8) (4) leave out paragraph 9.” This new clause would delete provisions in the Terrorism Act 2000 which restrict access to a lawyer for those detained under Schedule 7. Government amendments 6, 7, 19, 8 and 9 Amendment 26, page 36, line 7, schedule 3, at end insert— “(6A) The Investigatory Powers Commissioner (“the Commissioner”) must be informed when a person is stopped under the provisions of this paragraph (6B) The Commissioner must make an annual report on the use of powers under this paragraph.” Government amendment 10 Amendment 27, page 46, line 17, leave out “and 26” Amendment 28, page 46, line 26, leave out sub-paragraph (3) Amendment 29, page 46, line 33, leave out sub-paragraph (6) and insert— Amendment 30, page 46, line 37, at end insert— “provided that the person is at all times able to consult with a solicitor in private.” Amendment 31, page 47, line 29, leave out paragraph 26 This amendment would delete provisions in the Bill which restrict access to a lawyer for those detained under Schedule 3 for the purpose of assessing whether they are or have been engaged in hostile activity. Amendment 14, page 47, line 31, leave out “and hearing” and insert “but not hearing” Government amendments 11, 12 and 20 to 25.
ParlaMint-GB_2018-09-11-commons.u396	New clause 1 would make our continued participation in the European arrest warrant a negotiating objective of the Brexit negotiations. There can be little doubt about the value of the EAW to this country. The Security Minister will be aware, for example, that it was vital to apprehending the man who helped to organise and co-ordinate the London bombings of 7/7. According to the National Crime Agency, between 2010 and 2016, the UK issued 1,773 requests to member states for extradition under the EAW and received 78,776 from member states. Of those the UK issued, 11 related to terror offences, 71 to human trafficking, 206 to child sex offences and 255 to drug trafficking According to the Government’s own White Paper, more than 12,000 individuals have been arrested, and for every person arrested on an EAW issued by the UK, the UK arrests eight on EAWs issued by other states. Without the EAW, extraditions can cost four times as much and take three times as long. The Security Minister will of course be aware that in counter-terror investigations speed really is of the essence, and it is therefore vital that we set the objective of continuing to play a key role on the European security scene.
ParlaMint-GB_2018-09-11-commons.u397	I completely agree with what my hon. Friend has said, and I support the new clause. Does he share my concern that the current Brexit Secretary has a track record of voting against home affairs and justice co-operation before taking up his current post, and does he believe that that is reconcilable with the Government’s stated objective of close security co-operation? This is no-brainer stuff. We should be co-operating to deal with terrorist suspects and serious organised crime.
ParlaMint-GB_2018-09-11-commons.u398	I entirely agree. The Brexit Secretary’s previous record is of real concern, and it is certainly inconsistent with the Government’s stated objective. Tonight, the Security Minister has an opportunity to support the new clause and to put to bed any doubts that Members may have on this matter On 5 September, only days ago, in a speech updating the House on the attacks in Salisbury and referring to the two suspects, the Prime Minister said: “with respect to the two individuals, as the Crown Prosecution Service and police announced earlier today, we have obtained a European arrest warrant and will shortly issue an Interpol red notice.”—[Official Report, 5 September 2018; Vol. 646, c. 169.] That only goes to show that the European arrest warrant is a critical tool in our security toolkit. It is vital to ensure that should those suspects set foot in the EU, they will be remanded to the UK to face justice Having heard what the Security Minister himself has said in the past, I think that he actually agrees with me. On 9 December last year, he told the House: “As we have said and will continue to say, we seek tools similar to the European arrest warrant, which we find incredibly useful. It helps us and our law enforcement agencies.”—[Official Report, 19 December 2017; Vol. 633, c. 1018.] That is his view, and I hope that it will be reflected in his approach to the new clause this evening On 19 June, the EU’s chief negotiator, Michael Barnier, said that there was room for manoeuvre on the European arrest warrant. He said that if the UK “cannot take part in the European Arrest Warrant” in the way that it does now, “This does not mean that we” —the EU and the UK— “cannot work together on extradition.” The Government’s own White Paper stressed the difficulty in which the Government now find themselves, stating: “Existing extradition arrangements between the EU and third countries do not provide the same level of capability as the EAW.” Continued participation in the European arrest warrant really should be an objective of our negotiations. As we all know, organised crime knows no borders. To keep our country safe, we must co-operate with the EU27 and, indeed, other countries around the world My new clause does not bind the hands of negotiators. It simply says clearly that continued participation in the European arrest warrant is a negotiating objective. If it were passed tonight, it would send a signal to Brussels, reassuring those who are concerned about the Government’s approach to security in the negotiations—my hon. Friend the Member for Cardiff South and Penarth (Stephen Doughty) picked up that point in his intervention—and would also send a signal to the Security Minister’s colleagues.
ParlaMint-GB_2018-09-11-commons.u399	We are not seeking to send signals this evening; we are seeking to create an Act, and inserting the new clause would create a part of that Act that would become irrelevant within months. Does the hon. Gentleman not agree that it would merely litter the legislation? While I accept some of his points, the Government have already made continued co-operation an objective. Why should we litter a permanent piece of legislation with a clause that would be defunct within months?
ParlaMint-GB_2018-09-11-commons.u400	With great respect to the hon. Gentleman, his argument seems to be circular. He will not vote for the new clause because he agrees with it: that appears to be his position. The idea that any piece of legislation is immune from becoming out of date, given time, is simply not credible.
ParlaMint-GB_2018-09-11-commons.u401	I have a great deal of respect for the hon. Gentleman, and I understand the substance of where he is trying to get to, but in fairness to my hon. Friend the Member for Torbay (Kevin Foster), will the hon. Gentleman accept that there is a difference between what might be termed Brexit-facing legislation, such as the Trade Bill—and I myself have sometimes not been afraid to push a point because I thought it relevant—and a Bill that does not face in that direction? Given that the Government have made very clear their desire to replicate as closely as possible our arrangements under the European arrest warrant, I cannot, in this instance, agree with the hon. Gentleman that this is the right route for the Bill, although I accept his objective.
ParlaMint-GB_2018-09-11-commons.u402	As the hon. Gentleman knows, I have a great deal of respect for the work he does as Chair of the Justice Committee, but I simply say to him that security, which is what this Bill is about, is very much engaged in the issue of the European arrest warrant. As we look in the round at our security position, which we must do and are doing in the context of this Bill, I believe the EAW and the tools it gives us cannot be excluded from our consideration of security. That is why in my view this new clause belongs in this Bill, and why I hope that still, even at this late stage, the Security Minister might support it, because I think that deep down he agrees with it and I would like to see that reflected in the Division Lobby I think the Security Minister and I do agree on the original clause 14. The hon. Member for Paisley and Renfrewshire North (Gavin Newlands) and I both tabled amendments to it in Committee. This is the part of the Bill that gives the power to impose charges on the organisers of an event for the purpose of protecting a relevant event or site from danger or damage connected to terrorism. The concern I and many others had in relation to that clause was to do with article 10 of the European convention on human rights, on freedom of expression, and arguably article 11 and the right to peaceful assembly. We did not wish to get to a position where somehow people were priced out of the right to peaceful protest. I am glad that the Government listened on that and have amended this clause so as not to impose any potential charges on those organisations that wish to gather and protest peacefully. I understand of course that the priority must be to keep citizens safe when people gather together and that that sometimes requires infrastructure in terms of policing events, but we must strike a balance between these charges and the right to assemble. On that basis, I am pleased that the Minister has made the concession and can support that amendment. Amendment 26 in my name addresses a specific concern that I have flagged previously with the Security Minister. It relates to border stops where there is no reasonable suspicion in relation to the individual. I previously suggested that the Investigatory Powers Commissioner be informed whenever a person is stopped under the provisions of the relevant paragraph and that there be an annual report. I have suggested this amendment again on Report because of a concern about the position in Northern Ireland, which I will come back to shortly. However, the Minister justified the power in Committee by referring to an example. An aeroplane may land at one of our airports and we may have general intelligence that someone on it poses a threat, but we do not know which person it is. That is the justification for the power and the context in which the Security Minister and I had a discussion in Committee This evening, however, I am seeking some reassurances about how this applies to the situation in Northern Ireland, and the Security Minister will be aware that proportionately the number of border stops is high in Northern Ireland. In 2017, that border represented 3% of the passenger numbers for the whole UK but 18% of the stops. In other words, people are six times more likely to be stopped there than in another part of the UK. The figures show that nobody who was stopped was detained for more than an hour, and in the rest of the UK the figure for that is 9%. But this power applies to the first place a train from the Republic stops in Northern Ireland to let passengers off, and I refer the Minister specifically to paragraph 2 of schedule 3, which states that an examining officer may question a person who is in the border area for the purpose of determining whether their presence in the area is connected with the person’s entry into or departure from Northern Ireland. This applies on the border strip and at the Newry and Portadown train stations. Under the provision as it stands, people could be stopped, questioned and detained without reasonable suspicion As I have said, I understand the need for that power in relation to the perpetrators of hostile activity outside the United Kingdom coming in, but we do not want through this provision to somehow create a hard border for people on the island of Ireland, between the north and south. I really hope that, even if the Minister does not respond to this at the Dispatch Box tonight, he will at least go away and look at this issue before the Bill appears in the other place, and indicate what protections he envisages in relation to that power being exercised in Northern Ireland.
ParlaMint-GB_2018-09-11-commons.u403	I know that the Security Minister needs no reminding of the sensitivity of this matter. Does my hon. Friend agree that there could not be an area of greater sensitivity than the area around Newry and Portadown? Does he also agree that we need a full, robust and transparent reporting mechanism? Otherwise, rumours will spread, and there are some people who will seek to make the situation appear worse than it is. We must have this out in the open, because this is an area of such sensitivity. I cannot stress overmuch how delicate and dangerous this situation is.
ParlaMint-GB_2018-09-11-commons.u404	I am grateful to my hon. Friend for that intervention. He always speaks eloquently when he speaks from the Front Bench on these matters. I do not want to divide the House on this issue. My amendment proposes a robust reporting mechanism. The Minister has stated that there are other ways of doing this, and I am perfectly happy to consider them, but I hope that he will go away and look at this proposal before the Bill appears in the other place, so that we can avoid the kind of suspicion that my hon. Friend has just described Amendment 14 relates to legal professional privilege and to a person’s ability to consult a lawyer in private. That is an important principle. In recent weeks, following the case in the UK Supreme Court of the Serious Fraud Office v. Eurasian Natural Resources Corporation, it has been stated that “the rule of law depends on all parties being able to seek confidential legal advice without fear of disclosure” I do not believe that we have to balance liberty against security in these circumstances, as we have to do in so many other areas. There is a simple, practical solution to this, and I hope that the Minister will go away and look at it so that I do not need to divide the House on this amendment This relates to stops at the border. There is a power in the Bill for an officer not only to watch someone receiving legal advice but to hear that legal advice being given. The power to watch has pertained for some time. Lawyers often give advice with an officer standing behind a glass frontage, for example. That has been a feature of our criminal justice system for many years. The Chair of the Justice Committee is nodding, and he will know that that practice can be used to protect the person being questioned, or indeed to protect the lawyer in certain circumstances. I have no issue with that. The power to overhear the advice gives rise to a major issue, however I heard the concerns that the Minister expressed in Committee. His first argument was that, rather than contacting a lawyer, a person might contact someone they wanted to notify of the fact that they had been stopped. He also argued that they might notify a lawyer who would not adhere to the professional standards that we would expect and who might pass some information on. The third scenario that he mentioned was that of a lawyer inadvertently passing on a piece of information. The solution that I have suggested to the Minister, which I hope would deal with all three points, would be to have a panel of lawyers, properly regulated by the Solicitors Regulation Authority and the Law Society, just as we currently have a duty solicitor scheme in police stations. In that situation, lawyers would both have the expertise and be properly regulated, meaning that the Minister might not have the same concerns about people’s ability simply to contact who they wished.
ParlaMint-GB_2018-09-11-commons.u405	I am interested in the shadow Minister’s suggestion. Would he have any concerns about whether sufficient lawyers could be accredited to guarantee appropriate availability? Does he propose that they undergo some sort of security vetting in addition to their accreditation through the Law Society or whichever other organisation is deemed appropriate?
ParlaMint-GB_2018-09-11-commons.u406	I am not aware of an area of law where there is currently a shortage of lawyers, but perhaps the hon. Gentleman will be able to tell me of one—I say that based on many years’ experience of practising as a lawyer. As for the second question, I have no issue with vetting people before they can join a panel. Indeed, it is the case now that people are considered for their expertise in professional matters before they join a legal panel. I am just making a perfectly practical suggestion that would deal with the Minister’s worries while preserving that highly important principle of legal professional privilege which, as I said in my opening remarks, the Supreme Court has said in recent weeks is vital to the rule of law in this country. We should not abrogate that as we seek to tackle the real terror threat before us. I hope that the Minister will at least undertake to go away and consider whether that could realistically be looked at in the other place. It is an important principle, and I do not want to divide the House on it, but whether there is to be a concession is a matter for the Minister.
ParlaMint-GB_2018-09-11-commons.u407	I do not want to detain the House for long, but having served as a member of the Bill Committee I wanted to put on the record some of my concerns about the new clauses and amendments in this group I wholeheartedly support new clause 1, tabled in the name of my hon. Friend the Member for Torfaen (Nick Thomas-Symonds). I cannot see any reason why the Government would want to reject it given that the Chequers agreement and the White Paper—I have read both carefully—point out the 40 different areas of justice and policing co-operation that are so essential to our security and our counter-terror efforts across European borders. The White Paper suggests that some of that co-operation could even be strengthened and deepened, so I cannot see any reason why setting out in the Bill the importance of seeking participation in the European arrest warrant, one of the most crucial of those 40 instruments, would be a problem Given the transnational nature of some of the terror plots and serious organised crime that we have seen not only in my constituency, but in some tragic events over the past year at a UK level, I cannot see why we would want to diminish our security co-operation through, for example, Europol and Eurojust. As we approach the Brexit deadline that was set when the Government triggered article 50, we are potentially leaving a great deal of uncertainty around such issues. We do not want criminal or counter-terror investigations that are ongoing at the end of March next year to be jeopardised by the failure to secure participation in the European arrest warrant going forward As for my hon. Friend’s amendment 26, the Minister is aware of my concerns because we have discussed them both in person and in Committee. I fully support appropriate strengthening mechanisms to ensure that individuals can be detained at border points and that the police and security services have the appropriate powers to interdict those who might be trying to commit terror acts, serious organised crime or, indeed, espionage or other serious matters. However, it is important that that is balanced against ensuring that such powers are used carefully and effectively. Where problems exist, there should be appropriate appeal and oversight mechanisms to ensure that citizens feel that such matters are being used appropriately and securely and that individuals who are wrongly interdicted have appropriate restitution, which is important for confidence in the system as a whole. My last point is an important one for the Bill as a whole. This part of the Bill includes many new powers and schedules, and there is cross-party agreement that our security services and the police need them to keep this country and other countries safe and to prevent us from experiencing terror attacks or the consequences of serious organised crime, but they can be applied only with appropriate resourcing We have seen what the Metropolitan Police Commissioner has had to say today about the 2% pay rise for police being a “punch on the nose.” We have seen the National Audit Office’s reports on the concerns about cuts in policing, and we in the Home Affairs Committee have been conducting an inquiry into police funding. The frontline policing community policing and specialist counter-terrorism policing that will be required to apply the provisions of the Bill, on which there is cross-party agreement, cannot happen out of thin air or by magic; it only happens if it is properly resourced I urge the Minister to make a strong case in the Home Office in the coming months that the police need more resources. We cannot continue cutting in this area, otherwise we put our national security at risk.
ParlaMint-GB_2018-09-11-commons.u408	I promise to keep my remarks short. Two important matters have been raised, and I take on board the force of the shadow Minister’s arguments in favour of the value of the European arrest warrant. My right hon. Friend the Security Minister will know that, in the last Parliament, the Justice Committee produced a report on the legal implications of Brexit, which included a strong case for retaining access to the European arrest warrant and its arrangements It is important that we stress the value of the European arrest warrant to our crime-fighting arrangements. It is particularly significant, of course, that the National Crime Agency, giving evidence to our Select Committee at the time of the report, stressed the value of the European arrest warrant. All the legal practitioners stressed its importance, and the Minister recognises that the European arrest warrant arrangements are infinitely superior to those that were available under the Extradition Act 1989 It has sometimes erroneously been said by one or two Members of this House that the European arrest warrant can be used disproportionately, and my right hon. Friend the Minister will know that, since the reforms to the operation of the European arrest warrant back in 2013, that disproportionality has been removed and the UK is actually an overwhelming beneficiary of the proper use of the European arrest warrant The Prime Minister made it clear at the beginning of this negotiation process that it is her objective to achieve this, and I am sure my right hon. Friend the Minister will be able to say that whatever the mechanism, whether in the Bill or not, the Government are committed to maintaining access to the EAW and to the rest of the supporting mechanism of criminal justice arrangements, such as data sharing, information sharing and intelligence sharing, the European criminal records information system and other schemes. All those will necessarily be a crucial part of the Government’s negotiating strategy. Whether or not it is mentioned in the Bill is not the point—the Government are reaffirming their commitment Legal professional privilege is an important issue to be considered. Unless I am wrong, there are sometimes arrangements for counsel, such as in relation to some of the specialist tribunals dealing with these matters, to be specially cleared and vetted. Perhaps my right hon. Friend the Minister will take that away and consider whether further application of that scheme might offer a sensible and proportionate way forward.
ParlaMint-GB_2018-09-11-commons.u409	It is a great pleasure to follow the irrepressible Chair of the Justice Committee, of which I am a member Before I discuss access to lawyers under legal professional privilege, it would be churlish of me not to thank the Minister for tabling amendments 6 and 7, versions of which both the shadow Minister and I tabled in Committee. The amendments will essentially ensure that public demonstrations cannot be subject to any financial charge under the Road Traffic Regulation Act 1984. It is vital for our democracy, now more than ever, that the right to assemble, and to do so without charge, is protected Without going over the ground covered fairly extensively from the Labour Front Bench, I put it on the record that I share the concerns voiced by the hon. Member for Torfaen (Nick Thomas-Symonds) about the Northern Ireland border stops and the huge sensitivity of this issue. I genuinely hope that the Minister will look at that, take it away and come back having addressed it The Bill as it stands restricts access to a lawyer for those detained under schedule 7. Specifically, it would restrict the right of an individual to consult their legal representative in private, away from a relevant officer. Being able to speak with a legal representative in private is a fundamental right, which should not be infringed. Indeed, in oral evidence, a whole cast of people backed us up. Michael Clancy of the Law Society of Scotland spoke about the fundamental importance when he said: “If we want people to be in a position where they can freely discuss matters with their legal representatives, we have to preserve this value. It is key to the rule of law that people can discuss matters openly with a legal representatives so that the solicitor, advocate or barrister is in a position to advise properly on what avenues are open to the person. Clearly one would want to ensure that that was adequately protected.”––[Official Report, Counter-Terrorism and Border Security Public Bill Committee, 26 June 2018; c. 49, Q103.] Richard Atkinson from the Law Society of England and Wales also raised concerns, suggesting that the proposal risked the excellent reputation across the world of UK justice systems. He said: “The cornerstone is legal professional privilege. That is not access to a lawyer; it is the confidential nature of discussions between a lawyer and their client. That is the cornerstone that has been in existence for hundreds of years and that is held out internationally as a gold standard that we have in this country. That is what is being undermined by this Bill saying that a police officer can stand and listen to the consultation that is going on between the client and the lawyer.”––[Official Report, Counter-Terrorism and Border Security Public Bill Committee, 26 June 2018; c. 28, Q63.] Access to a lawyer—fundamental access to justice—is something we should not compromise on. This is not about constraining the powers of the hard-working men and women who work at our borders; it is acting on the concerns that were expressed to us, to ensure that correct and proper due process is followed I suspect that the schedule has been drafted as a result of concerns that lawyers and legal advisers could be exploited and manipulated in some way, as has been outlined. However, as was pointed out, it is not unknown to our criminal justice system; we already have powers in place to deal with such occasions. For example, in code H of the Police and Criminal Evidence Act 1984, which deals with counter-terrorism cases, if there is a concern about an individual lawyer, there is provision for the suspect to have the consultation with that lawyer delayed, but to be offered the services of another lawyer in the meantime, so the suspect is not devoid of legal advice. We should protect that access at all costs. I accept that the Government propose the changes with the best of intentions, but we have pointed out that there are ways for it to be done without eliminating or infringing on the basic principle under the rule of law I express my support for the Liberal Democrats’ new clause 1, to which I have added my name. One of the greatest threats to our national security currently is, of course, Brexit and the fact that we face losing our seamless access to multilateral information-sharing tools. As we have heard, organised crime and terrorism do not respect borders and it is essential that Police Scotland—in fact, all the police services in the United Kingdom—can access the information systems, support and technical expertise available through Europol, not only to make Scotland safe, but to contribute to making Europe safer. As the hon. Member for Torfaen said, the recent naming of two suspects in the Salisbury incident and the issuing of a European arrest warrant showed just how vital this tool is to protecting the UK from threats, and why it must be maintained Following our exit from the EU, there is a major risk that any new arrangements that are put in place will be suboptimal to those at present. Further to that, there is also an issue with data sharing between the UK and the EU, as the EU will most likely require the UK to maintain data protection and privacy laws that can be deemed equivalent to those in force in the EU. We must ensure that our law enforcement agencies can continue to have the same access to Europol as they currently enjoy There is also a need to preserve stability in the law. Repealing legislation and preparing new legislation to fill in gaps arising from leaving the EU will compromise a significant part of domestic legislation that is passed at, or following, a withdrawal. Any future arrangements must take into account the autonomy of Scottish criminal justice institutions and provide a continuing basis for the direct co-operation that currently exists between law enforcement agencies in Scotland and their counterparts As a matter of security, we cannot afford an operational break in our access to EU cross-border tools, because they are part of the day-to-day work of the police force. Just today, the Lord Advocate of Scotland, giving evidence to the Scottish Parliament Justice Committee, said: “I don’t think it controversial to observe that leaving that regime without replacing that regime would significantly and adversely affect our capabilities. From a professional criminal justice point of view, the realistic issue is the extent to which this can be mitigated.” The Government’s dangerous Brexit plans, such as they are, may well leave us outside the European arrest warrant and key agencies such as Europol. I cannot insist enough that that would be incredibly dangerous to the future security of Scotland, the United Kingdom and, potentially, the EU. We must be able to share vital information to keep people safe from terrorism, human trafficking and organised crime. Leaving the European arrest warrant is yet another potentially disastrous Brexit bonus that we could all do without. I wholeheartedly support new clause 1.
ParlaMint-GB_2018-09-11-commons.u410	I rise partly because I have been encouraged by the speech made by the Chair of the Select Committee, the hon. Member for Bromley and Chislehurst (Robert Neill). He made the point that this issue is central to the Brexit negotiations, so the House is grateful to the Labour Front Benchers for tabling new clause 1. I also rise because although the Government wish to sign up to some new security deal and the Minister understands the importance of the European arrest warrant, there can be no doubt that these tools are at risk. Given how significant they are, not only for the fight against terrorism, but for the fight against some of the most serious criminals in our world, many people are deeply worried The Government have continually made the argument—I have some sympathy with it—that the other members of the European Union will want to work with us because we have some of the best security services in the world. That is undoubtedly the case. I visited Europol and Eurojust in the Hague. When I talked with the then executive director of Europol, Rob Wainwright—he has now left and been replaced by Catherine de Bolle—he made it clear that the UK was at the heart of this crime-catching set of tools and instruments. It was clear from that and the work of the Select Committee and others who have delved into the issue that co-operation has become central to our activities to tackle criminals, whether that is organised crime, terrorists or others. If that is put at risk at any level, it should worry the House greatly It may be—I suspect it will be—that there is a deal on some of the most serious crimes. I would imagine that our European friends will want to co-operate with us against terrorists and other people who seek to commit mass murder. Of course they will want that co-operation, and I wish the Government well in achieving that goal. That is why it is good to see new clause 1, but I say to the Minister that there is a whole range of other serious offences that Europol, Eurojust, the European arrest warrant and the various data-sharing systems enable our forces to use. I am not yet convinced that Europeans are going to gladly throw all those open to us. There is certainly an incentive when it comes to terrorism and mass murder, but what about financial fraud? When I was at Europol, it was pretty clear that a lot of its resources were going after financial fraud in the capitals of the European Union and beyond—in Switzerland and elsewhere. I am not so sure we will be let in on that major issue, which is of crucial importance to the British economy If we go down the list of activities that Europol does on a day-to-day basis, it is not clear that the incentives for the Europeans to co-operate with us are as great as they are on terrorism. I am deeply troubled, because we need to deepen co-operation in tackling these organised criminals. The Government do not quite understand how these European organisations work. When Rob Wainwright, an ex-MI6 agent, was there, Britain was leading the operation at Europol. We will no longer be leading that operation, and that means a big loss of influence. We will not be in the room. I went to Eurojust, and I saw the one floor of the office block in the Hague where it has one delegate from each country. They sit and work together to help each other deal with the different issues with criminals crossing jurisdictions, whether they are warrants for tracking mobile phones or other legal necessities required to conduct an investigation and, in some cases, a chase. They were clear that they had to be in that room, in that building. Where will the UK delegate to Eurojust be? I think that they will be outside. Furthermore, given the Government’s red line on the European Court of Justice, one really feels that the Europeans will be slightly less flexible on many aspects of these crime- fighting tools. I know that we are rightly focusing on terrorism today, but these other aspects of security link into that. The Government need to work much harder than I have seen so far to make sure that we are fully signed up members of absolutely everything and that the Europeans have an incentive to include us in on everything Finally, other Members have mentioned Northern Ireland. It is absolutely clear that the use of the European arrest warrant to tackle terrorists who go across the borders there is an essential tool, and it is right at the top of the concerns of the PSNI and the Garda. Whatever the scenario in the future—whether it is a no deal and a crash-out, or some other cobbled-together deal—the real concern is the European arrest warrant and whether it will operate on all these issues. I am talking about not just on suspected terrorism, but on suspected fraud and smuggling from where the terrorist organisations get their money Ensuring that we get the European arrest warrant sorted out in these negotiations on terrorism and on other offences could not be more important for the security of the British people. I wish the Minister and his colleagues well on this, but the Opposition are absolutely right to press this point. This could not be more central to the security of our country.
