ParlaMint-GB_2018-01-09-commons.u1	1. What steps his Department is taking to tackle the illegal wildlife trade.
ParlaMint-GB_2018-01-09-commons.u495	rose—
ParlaMint-GB_2018-01-09-commons.u496	The Minister can maybe clarify when he sums up the debate, and I hope he does, because he has created a bit of confusion I say this in the greatest of spirit to my own Front Benchers. I do not disagree with their movement on retaining the customs union and the single market during the transitional phase, but I do disagree with them on this. I say, with all due respect, that is no difference in principle, or even in practice, between a customs union and the customs union. I just hope that at some point, somebody looks at the significant detriment that this country will suffer from ceasing participation in both the single market and the customs union, and realises it is bad for the country. I do not say that to be rebellious or to undermine the Front Bench. I say it as a constructive comment from someone who disagrees with the current policy of my own Front Benchers. I hope we are able to move on that, because it is not about membership of the single market or the customs union; it is about the participation in them. If the EU decides that the negotiating position should be a certain way for this country, it will fall on future generations to take that burden It is beyond my comprehension that the Government have taken off the negotiating table participation in the single market and the customs union. The European Union (Withdrawal) Bill, the customs Bill—the ways and means Bill that we debated yesterday—and the Trade Bill that we are debating today, all boil down to one singular point. We could have extended our Christmas and new year holiday by another week, two weeks or three weeks by staying in the single market and the customs union, because all this legislation would be completely and utterly unnecessary. It would solve the Northern Ireland border problem, so the north-south problems on the island of Ireland would be resolved. It would solve the east-west problem between the island of Ireland and the United Kingdom. It would solve the problem with our having to renegotiate the trade deals between the EU and the UK—the very trade deals that may not have any significant changes, but may have significant changes—and it would take away the unmitigated, unprecedented and unnecessary Executive power grab from this Parliament to Downing Street that, in my view, is completely and utterly unacceptable I shall finish by saying why I think the Minister and the Government are on the wrong track. The Secretary of State for Foreign and Commonwealth Affairs, appearing before the Foreign Affairs Committee, talked about 50 new staff to enable us to enhance our embassies across the European Union to create bilateral trade deals when we leave the European Union. That is not 50 new staff at all; it is a reallocation of Foreign Office resources. It is new staff in those particular offices, but they are being reallocated in some way or other from other offices, and therefore our bilateral trade potential with third party countries outwith the EU is diminished because resources are having to be put into bilateral negotiations with individual EU member states. That surely shows that the best way for us to move on is to stay in the customs union I tabled my amendment to the Bill yesterday to be published today not in any way to undermine anyone and not in any way to undermine my own Front Bench, but merely to continue to make the point that for the future prosperity of this country, to try to turn a very bad situation of our leaving the EU into not quite such a bad situation, we should continue to participate in the two things that would take away all these issues—the single market and the customs union.
ParlaMint-GB_2018-01-09-commons.u497	Order. Because of the pressure on time, I am going to have to reduce the time limit. For the next speaker, it will be six minutes. After that, it will be five minutes. I remind colleagues that if there are a lot of interventions, I will have to reduce it further.
ParlaMint-GB_2018-01-09-commons.u498	Admid the sparring over Brexit, it is easy to overlook our privilege in being the first MPs in over 40 years to debate the UK’s independent trade policy. This generation of parliamentarians stands at the foothills of an important new chapter in British history. When we come to look back on this era, I believe it will be regarded as a moment of crucial transition during which the post-war frameworks governing international politics underwent a crucial reform to reflect the reality of a globalised world and its changing power dynamic The character of that reform is up for grabs, and I therefore believe the UK has a huge role to play in ensuring that change delivers prosperity and security to people across the world. At its best, Brexit can aid in rebooting stalled progress in trade liberalisation and the setting of international standards in services and data, to govern and benefit properly from new technology, confounding the pessimists who see post-Brexit Britain as a diminished force Before I get too caught up in the moment, however, I record that the Bill before us today is relatively limited in its scope. Like the customs Bill yesterday, it is instead about preparedness. It sets us up for our independent status at the WTO, rolls over existing FTAs and EPAs, gives HMRC new powers to collect and share data on exports and makes way for a new trade remedies authority It would nevertheless be wrong to regard the Bill merely as administrative tidying, and I hope to offer my thoughts on its provisions in my capacity as a new member of the International Trade Committee. Reflecting the approach evident in the EU withdrawal Bill, this Bill is an understandable compromise between how our trade approach would look if we were starting with a blank sheet of paper and what necessarily needs to happen to prepare for March 2019 if we are to minimise disruption to UK businesses and consumers. I sympathise with the concerns expressed about the limited opportunity to scrutinise this and the customs Bill, but I accept that that is largely a result of practical constraints, rather than an Executive power grab. In time, though, it will be essential to have mechanisms in place for effective public scrutiny of new trade deals and to ensure that delegated powers do not extend beyond narrow technical changes The Secretary of State has been upbeat about the translation of existing trade deals when we cease to be party to the EU’s FTAs post Brexit by keeping it to a very narrow technical process without the possibility of renegotiation. I must express my own concern that that risks not proving to be such a straightforward process. I touched yesterday on the issue of tariff-rate quotas in my contribution to the customs debate. Existing trade partners might not wish to commence discussions on translating deals until they can see the shape of any EU-UK deal and might seek to change the terms of their FTAs with us. Those terms could actually improve, given that deals would be made without needing to account for the EU’s producer interests, but any renegotiation could prove time consuming. It is not clear how existing TRQs will be administered during any transition after March 2019. I would therefore welcome clarity from Ministers about which existing FTAs we are prioritising in the grandfathering process and what is being done to recruit even more specialist negotiation staff around any bilateral discussions. In the creation of the Trade Remedies Authority, we have an opportunity to establish a globally respected, independent body that cements the UK’s credibility and reputation as a champion of competition, open trade and legal certainty. The EU’s own trade remedies process is unwieldy, bureaucratic and politicised, so there is a lot of room for improvement, but I should like to express my concern at the proposed powers being bestowed on the Secretary of State in imposing trade remedies—a structure considered to be 1970s thinking by panellists at a recent International Trade Committee hearing Many of us on the Conservative Benches like to think of ourselves as pro-free trade and pro-competition. None the less, our membership of the EU has sheltered us from the raw political choices that these ideas can entail. The politics of trade can be highly contentious and emotional, wrapped up in people’s livelihoods and an area’s industrial history. Less competitive domestic industries that benefit from protection often form powerful interest groups that can make trade protection measures politically alluring to any Trade Secretary, particularly when set against a consumer benefit that is very dispersed or sometimes apparent only in the medium term It is vital that we establish a robust, dispassionate and transparent trade remedies authority that has a clear duty to the wider economy and can unpick genuine concern about dumping or market distortion from protectionist producer interests. I should be grateful, therefore, if Ministers would consider commissioning detailed analysis of equivalent authorities in nations such as Canada, the US and Australia, in search of best practice. We might wish to establish a bifurcated model of two separate specialist bodies, the first working out whether dumping or subsidy has occurred and the second establishing whether injury has been caused. This could speed up the trade remedy process and lead to more objective outcomes. We might also want to look carefully at the TRA’s board to ensure that it contains a consumer representative The Bill proposes the automatic grandfathering of EPAs with developing nations. I should like to see a time limit or a mechanism for automatic review placed on these agreements. Brexit ought to spur a new approach on trade and aid, particularly with Commonwealth countries, but I fear that EPAs might prove counterproductive and even damaging to our relationship with developing nations in this regard There will be much to say in future trade debates about how we incorporate commitments on data sharing, cross-border services, technology and standards into modern trade deals, entrenching British values and opening up new markets to services. I would also like to talk about the UK’s high animal welfare and safety standards and traceable livestock systems, but these are things for another day. For now, I will finish with my concern that the political imperative to conclude trade deals swiftly post Brexit does not lead us to overlook our long-term economic interest. To avoid such a scenario, I ask the Minister to consider setting up an independent organisation to provide impartial and dispassionate advice on our trade policies options, which is what happens now in the US and Australia.
ParlaMint-GB_2018-01-09-commons.u499	I shall not repeat the points that have already been made by other Members, including the hon. Member for Livingston (Hannah Bardell), who made an excellent speech. I shall begin my own brief speech by explaining why I think that turning our back on the economic institutions of Europe is an error. I shall then explain why I support the current stance of the two sitting devolved Administrations in denying the Bill a legislative consent motion. Finally, I shall refer to changes that should be made to the Bill to ensure that any future trade deals are based on the principles of fairness, clarity and reasonable representation. I hope to speak about those matters in more detail during the Bill’s later stages The free trade agreements that we have with countries as a beneficial consequence of our membership of the European customs union account for nearly £140 billion of UK trade. Wales is a trading and exporting economy, which has recently been in surplus, and that is extremely important to us. The Minister said earlier that he believed that the Bill would simply translate these highly effective deals into domestic legislation. That was a bit like the characterisation by the Secretary of State for International Trade of a post-Brexit trade deal with the EU which he said could be the “easiest in human history”. However, we just do not know. We have no guarantee, and common sense suggests that it might be otherwise. Getting equal or better terms for our trade outside the EU after Brexit is a bit of a punt, to say the least Furthermore, while we remain members of the EU, and possibly throughout the transition phase, our Government will be precluded from finalising any negotiations with third countries. If we are to grandfather agreements and continue with the status quo ante Brexit, we will be reliant on the co-operation and good will of the 50-plus nations with which we have existing deals. This is a £140 billion gamble to try to secure trade terms that we already have My second point concerns the power grab. The Government’s default position on Brexit legislation now seems to include clauses seeking to claw back the powers of the devolved Parliaments. We have seen that in, for instance, this afternoon’s U-turn. Clauses 1 to 4 and schedule 1 to the Bill do just that by giving Westminster the power to change devolved legislation without consultation and without the consent of the devolved Parliaments. As I have said in previous Brexit speeches, this is no longer the 1980s or the early 1990s, and it is certainly not the 1950s. The UK is not a two-party, one-Parliament state, latterly globally dominant. Things have changed, but the Government seem to be in denial—and up with this we will not put. That is why I support the decision of the two sitting devolved Administrations to reject the legislative consent motion However, I will not leave it at that. Plaid Cymru is a pragmatic, positive party. We are determined to secure the best deal that we can for our country, even in these dark times. The Bill would set us on a deeply concerning path. Ministers might barter away the advantages of our high-quality agricultural industry and aspects of the NHS, perhaps to secure a “genius” trade deal with Mr Trump. Our amendment would ensure that trade deals were at least based on those principles of clarity, fairness and representation For clarity, we would require proper impact assessments, geographically focused and published at the beginning and the end of any trade negotiations. They would outline the impact of any potential trade deal on Wales and the other countries of the UK, and they would empower the public and elected politicians by giving them the information that is necessary for the making of democratic, ground-level decisions.
ParlaMint-GB_2018-01-09-commons.u500	Will the hon. Gentleman give way?
ParlaMint-GB_2018-01-09-commons.u501	I am afraid that I have agreed not to take interventions For fairness, we propose parity of voting power. Any trade deal would require a ratification vote in all the UK’s Parliaments. That would be a genuine partnership. It is an unremarkable approach, which is common to European states and others throughout the world. For representation, as a first baby step, there must be Welsh, Scottish and Irish representation on the board of the new Trade Remedies Authority Let me end by saying this. I have been to a horse race only once in my life. Tempted to place a modest bet, I asked an experienced friend how I should judge the assembled nags for winning form. He drew me closer and says confidentially, “Count the legs. If there are four, you are in with a chance.” As far as I can see, the Bill has only three, and is stumbling away from the finishing line in any event. We in Plaid Cymru will not support it tonight.
ParlaMint-GB_2018-01-09-commons.u502	I am going to speak only very briefly because I appreciate that people want us to move on Part of the reason for my getting to my feet is that, if you live in Walsall North, you can believe that the country voted for Brexit. In my constituency a substantial proportion of people—over 70%—voted for Brexit. That is the same for Walsall generally and for the west midlands, so we would have to travel some distance from my constituency to get to a place where people did not vote for Brexit It is useful for me to have been in the Chamber for the entirety of this debate because I have learned a lot. It was good to hear the candid comments of the hon. Member for Brent North (Barry Gardiner), who said he voted for remain and his intention is to protect the UK from a path of economic destruction—I think that was the phrase; it was something along those lines. He is protecting the country from itself, effectively, because the people of Walsall North did not know what they were doing when they voted for Brexit and they need to be protected from their own decisions. What are they going to be protected from? Let me tell Members what I have learned during the debate. One of the things they are going to be protected from is the fact that when we leave the EU planes might not be able to take off from our airports. People of my age may remember hearing that the millennium bug was going to do the same thing. In fact, I was terrified to either fly or go to hospital because I was completely convinced that, if I was in a plane it would drop out of the sky, and if I was on a resuscitator it would stop functioning immediately. I was terrified, but what happened? I got walloped and went to bed because I thought that, obviously, the world would end the next day. Incredibly, when I got up on 1 January 2000 everything was fine. I heard the same sort of protestations in the debate on whether we should Brexit or not. It was said that economic Armageddon was coming the day after we voted if we voted to leave. So I woke up the next morning, excited that I had voted to leave, and expecting the world to end, but it has not; it has continued to prosper. Why has the UK continued to prosper? It is because we are an amazing country. We have some of the best—if not the best—universities in the world at one extreme in terms of academia, and we have Scotch whisky, which I learned only yesterday is such an important export to South Korea What do we want now for Brexit? We want certainty. Those who export or import at the moment want to know things are going to stay pretty much the same initially while we find our feet and develop new trading arrangements around the world. They also want to know that we are going to maintain access to the £1.3 trillion-worth of opportunities we have through the GPA I trust our excellent ministerial team to deliver these services and the process as part of the general Brexit process. I trust them not to use those immense powers for evil. I am trusting them to just put those powers to good use and to continue to ensure that the UK trades globally and in a way that is good for the people of Bloxwich and Willenhall. Why is that? Because if we trade internationally we know we get better access to a wider range of goods and services at the best possible price I will therefore be voting for the Bill this evening—the people of Willenhall and Bloxwich would expect no less—and I hope we can have a small amount of positivity for the rest of the debate.
ParlaMint-GB_2018-01-09-commons.u503	I welcome the Bill and its provisions. Along with the setting up of the new trade dispute mechanisms and enhanced trade information powers in relation to HMRC, the Bill is about protecting the UK against regression. It is about compounding and securing where we are now. To some, that may sound a little dull in ambition, but it is undoubtedly absolutely necessary and, in my view, is a prudent and timely approach to this matter, for, to grow and maximise the opportunities in relation to Brexit, we must first ensure that there is no regression As indicated by the Chairperson of the International Trade Committee, we on the Committee have been examining the issue of transitioning or grandfathering the existing EU trade deals with third parties. Regardless of how we voted in the referendum, we have to acknowledge the reality that, in the context of leaving the European Union, that is the sensible thing to do if we are to secure where we are at the moment. I welcome the fact that the Bill provides a legislative framework to allow that to happen Many people across the United Kingdom, regardless of how they voted in the referendum, want the Government to get on with the process of leaving the European Union, and they want two things to happen in that regard. First, they want the best possible trading deals and arrangements for the United Kingdom. Secondly, they want an orderly, sensible and smooth journey towards the Brexit destination. That journey will be aided significantly by ensuring that existing deals can be moved across and transitioned into the UK and third party agreements, while addressing any required minor changes or any necessary redrafting. We have heard a little about that in the evidence to the Committee There has been a great deal of misinformation in relation to the Bill, and I can only imagine that that is why the amendment has been drafted as it has been. The Bill does not cover new deals; its covers only non-tariff barriers. As has been indicated, the agreements on the categories of deals to be transitioned have already been through the European Union scrutiny process. I have my own view about the quality, appropriateness and depth—or lack thereof—of accountability in European scrutiny, but there is an irony that those who praised the European scrutiny process are now, according to the amendment, questioning its adequacy. They are saying that the measures now need to be scrutinised again There are two aspects of this subject that have not been covered in detail in the Bill or the explanatory notes. I have not heard Ministers cover them. The first scenario relates to what would happen if there were a significant amendment in terms of the transition. I think we all acknowledge that it is not ideal to transition the current arrangements across because of the different nuances relating to, on the one hand, European Union and third party agreements and, on the other, United Kingdom and third party agreements. However, in recognition of the timeframe and of the need for security, that seems to be the prudent thing to do. However, there may be an opportunity to make a beneficial and significant amendment to the existing deals, and I would be keen to hear from the Minister what consultation he would be minded to carry out if that were the case Likewise, in a second scenario in which the deals are transitioned across, I think that many of us would want to build on that existing relationship and, in so doing, improve the deal in due course. In that way, the transition deal would be revisited. Perhaps this will come up in Committee, but I would like to hear from the Minister what scrutiny mechanisms would be used if these deals were revisited in a number of years’ time.
ParlaMint-GB_2018-01-09-commons.u504	Will the hon. Lady give way?
ParlaMint-GB_2018-01-09-commons.u505	Unfortunately I will not, as time is really tight I want briefly to touch on two issues. The first relates to clause 7 and the additional reporting requirements to HMRC. There are many farmers and businesses around the border, and I say to the Minister that we do not want to create even greater burdens for them in this regard. Secondly, and in conclusion, I want to highlight the difficult situation in Northern Ireland. Today marks a full year since the resignation of Martin McGuinness as Deputy First Minister of Northern Ireland, which triggered the collapse of the Assembly. There is no Government in Northern Ireland. There are no Ministers, and there is no democratic accountability. That needs to be addressed, and I would like a commitment from the Minister that he will engage with the elected representatives from Northern Ireland in creative ways to ensure that the voices and interests of Northern Ireland are heard in the trade deals and the transition deals.
ParlaMint-GB_2018-01-09-commons.u506	I welcome the Bill, and I am pleased to see these first steps towards building an independent trade policy. I look forward to exciting new trade deals, but this Bill is about ensuring that we have continuity with the existing EU bilateral trade deals. I am a great believer in free trade and free markets, and I do not want to see any unnecessary barriers to trade. However, today, those true market values and principles—those rules-based values—are under threat. It is important that the rules are followed because, if they are not, that will destroy trust and faith not just in free markets, but in capitalism, and businessmen and women in this country who play by the rules will be unfairly penalised. That is why I welcome the establishment of the Trade Remedies Authority We need trade remedies because anti-dumping, anti-subsidy and safeguarding measures are necessary to ensure that a level playing field whenever people bring goods into this country. I mention that in particular due to the farmers in my constituency. I have had many meetings with them, and safeguarding comes up time and again. Our farmers work to some of the highest food and environmental welfare standards in the world. The Red Tractor scheme, for example, guarantees animal welfare, food safety, traceability and environmental protection in the UK. As we pursue a free trade and free market agenda, it is vital that we demand the same standards of farmers in other countries as we do of our own. We must have a level playing field I look forward to seeing more trade with developing countries—in particular, those badly affected by the common agricultural policy. This is an opportunity not just to get food at cheaper prices, but to use the strength of our large market to help other countries to achieve high standards in food production and animal and environmental welfare. I cannot think of any reason for voting against this Bill given the benefits that it will bring. For that and many other reasons, I am happy to support it and will be voting in favour of its Second Reading this evening.
ParlaMint-GB_2018-01-09-commons.u507	Members have talked about free trade, but Brexit is of course the biggest reversal of free trade in the UK’s history. Margaret Thatcher was a great proponent of the single market, which is the probably the greatest example of free trade in the world. She also did not like referendums and quoted Attlee, who said that they were the instrument of demagogues and dictators because of their use by Hitler. Unfortunately, we now appear to be withdrawing from the customs union and the single market. We are withdrawing from the EU, making ourselves much weaker in negotiations with other countries. We are also making the EU weaker. The EU is currently the biggest market in the world, but that title will go to China after we leave, so there will also be significant impacts on human rights, democracy and the rule of law Of course, this Bill is not directly about our relationship with the EU, but we will be reducing our trade with it due to the tariffs that will be imposed if we do not have membership—I hope we will—of the single market and the customs union. This Bill is about our relationship with third parties—the 65 agreements—but it is not fit for purpose in that respect, because it does not do what it says on the can. It claims that it can guarantee the continuation of those 65 agreements on existing terms, but it is intuitively obvious from a business point of view that other countries will see Britain up against the wall, on its own and weaker, and they will demand better terms, whether lower quality, lower standards or lower prices. What is more—
ParlaMint-GB_2018-01-09-commons.u508	rose—
ParlaMint-GB_2018-01-09-commons.u509	I will let the Minister intervene, but he can respond to this as well. The EU has quotas for various countries, but other EU27 countries will want to take some of that business, and we will lose again and again.
ParlaMint-GB_2018-01-09-commons.u510	I am not sure whether the hon. Gentleman has been listening to the debate or my previous interventions, but that process has already begun. We are in conversations with third parties and none of them is behaving in the manner that he is describing. Let me put his fears to one side: I cannot promise that we will be able to transition every single agreement, but nobody is behaving in that manner.
ParlaMint-GB_2018-01-09-commons.u511	The Minister tells us that third parties are not behaving like that at the moment, so he implies that they will not behave like that in the future—what false logic; what naivety.. That is absolutely ridiculous. Any negotiator or country that sees Britain with its back to the wall, turning away from the biggest market in the world, will ask for more. If they did not say that they will give the money to Spain or wherever, they would not be doing their job. What is more, they will be dragging their heels, because they will know that the clock is ticking and that we need to get something sorted out. They have everything on their side. The Minister is so naive. All the negotiations over the past 40 years have been done by EU negotiators. We do not have the negotiating capacity. He is smiling glibly and pretending that it will be all right on the night, but it will not. People will remember what he has said today and how naive he was This Bill is simply not fit for purpose. It takes two to tango, and the Bill presumes, as the Minister does, that the EU will tango and not trip us up in the process The other facet of the Bill is secrecy and hiding what will happen. My hon. Friend the Member for Brent North (Barry Gardiner) said that the US-UK deal will be hidden for four years, and there are all sorts of fears about our having to import substandard food products from the US, including chlorinated chicken, which the Secretary of State looks forward to eating—his name is Fox—and hormone-impregnated meat. In the US, medicines are introduced into meat and asbestos is for sale. All those standards may end up coming through the back door under the cloak of darkness in these secret deals I know that the Bill is not about the US-UK relationship at the moment, but the Minister and the Secretary of State have mentioned CETA, which already enables certain changes to occur. There is a real risk that we will take on some of these problems. Indeed, there is a real risk that we will lose out on opportunities that the EU is creating, particularly in the trade relationship with Japan. That trade relationship will involve 600 million people and comprise 30% of the world’s GDP. The Europeans have built in environmental conditions, particularly through the Paris agreement, and other rights and protections that we enjoy in the EU, and the real problem is that downstream, due to both changing the existing bilateral relationships and as part of future trade relationships, the protections and rights we enjoy through our trade relationships in the EU will be bargained away. Whether it is human rights, environmental rights or consumer rights, those things are now inadvertently on the table, and that table is under the cloak of darkness, as there will not be public scrutiny There should be a guarantee of scrutiny, and we should ensure that the rights and protections we enjoy in the EU are sustained in future trade relationships. In my view, we should stay in at least a customs union, and ideally the customs union and the single market.
ParlaMint-GB_2018-01-09-commons.u512	The British people voted to leave the European Union, and they were told before and during the referendum that leaving the European Union meant leaving the single market—[Interruption.] Yes, they were. The Prime Minister at the time, David Cameron, said exactly that The hon. Gentleman clearly wants to use smoke and mirrors to drag Wales back into some form of European union in which we have to pay money to access the single market and the customs union. Surely that is money that should be spent on the NHS in Wales.
ParlaMint-GB_2018-01-09-commons.u513	As we know, 51% of people currently want to remain while 41% want to leave. On the day, it is the case that the people of Wales voted as the hon. Gentleman said, but he will also know that Wales is the beneficiary of billions of pounds of EU, convergence funding, that 70% of our exports go to the EU and that 25,000 jobs in Swansea bay rely on the EU. It is very much in the interests of Wales to be in the single market and in the EU, and that is increasingly the view of the people of Wales. The people of Swansea West certainly voted to stay in the EU As everything unfolds, people are essentially saying, “I voted for more money, market access and a greater say, but I find that I am not getting any of those things. I am not getting what I was promised, and I want a final say on the exit deal.” People should have that final say Specifically on the money, we know from the Financial Times that we are losing £350 million a week, that the divorce bill will cost £1,000 per family and that the increase in inflation is costing the average worker a week in wages. That was not what people voted for, and people are worried about these deals. I have been contacted by Liberty, for instance, about the loss of workers’ rights and environmental rights, and even about issues such as slavery We want open and transparent trade agreements. We want the protection of being in the single market and the customs union, and we want people to have the right to a final say—to think again—on the basis that the facts have changed. That is what democracy and a sensible future for Britain is about.
ParlaMint-GB_2018-01-09-commons.u514	It is enormously important that as we move through the period of the Brexit negotiations and into the future, we give businesses and consumers stability and continuity in trade agreements—not only in our trade relationship with the EU, but in our relationships with the 60-odd other countries with which we currently trade via our relationship with the EU. We are living in a time of unprecedented change in the world, with the fourth industrial revolution and the digital revolution, and trading flows are ever-changing. It is crucial that at this time we hold on to the principles and remember the benefits of free trade. Free trade is not just about helping big business; it brings benefits for all. Opening markets brings opportunities for exporters and importers, large and small. Those businesses can then help to deliver growth, real jobs and opportunities. For consumers, trade brings more choice and lower prices It is incredibly important that we look at what this Bill does and does not do, because the entirety of our new FTAs will not be set just in this one move. This is an enabling Bill that maintains the right of British companies to bid on government procurement contracts in other parts of the world. We are talking about £1.3 trillion—there are so many zeroes on the end of that number—and we must protect that business. The Bill also protects our national interests such as the NHS and our broadcasters. It transitions our existing trade deals with those 60-odd countries into British law from the current EU relationship. I do not know how many Members have read CETA, but it is 1,568 pages long and I have read a lot of it. There will need to be changes when it comes into British law, which is why the Minister needs powers to make technical changes. The Bill allows us to collect and share vital information on our existing and potential future trade flows—this is information currently shared under EU premises. It will allow us to share and understand that information domestically Free trade is not a free-for-all; we have global rules that protect us. It is important that when those rules are broken, we can take remedies, which is why the Bill also establishes the new Trade Remedies Authority. It is incredibly important that it is up and running, and staffed with strength, well in advance of our new era. That is why we must make sure in Committee that its powers are made very clear, as I mentioned last night The Bill does not set a long-term trade policy. It is important that it does not do so today, because that needs to be properly consulted on with not just Members of this House, but the many stakeholders who are involved. There has been a lot of scaremongering about what free trade could involve. Free trade does not mean lowering our standards. It does not mean throwing out our environmental standards, our consumer protections, our environment law or our long history on human rights. All that can be preserved and should continue to be preserved in the new era, but it is right that the Government take time to consult stakeholders across the country on the priority of our new law The Bill also does not say, as Opposition Members were suggesting last night, that we should stay in the customs union. There seems to be some confusion about the benefits of a union with the customs union, and I would like to remind the shadow Minister about the deficiencies of the Turkish solution, for example: Turkey opens up its market to any trade that the EU signs itself up to, but Turkey cannot get access to the Canadian market in return, for example. The UK needs a better, more bespoke and more workable and practical relationship with the EU, as well as the rest of the world. I hope that we can start to work together this year to deliver that.
ParlaMint-GB_2018-01-09-commons.u515	Had the Secretary of State been in his place, I would have reassured him that the Labour party knows that the Bill is a deliberately limited piece of legislation concerned with continuing the existing trade arrangements after Brexit. However, the fact that the Bill is about transmuting EU agreements into UK law does not mean that we do not have questions about, first, the process the Government are adopting; secondly, the degree of parliamentary scrutiny of the arrangements, or lack thereof—after all, the Institute for Government recommended that the Bill should ensure that there is parliamentary time for debate and scrutiny, but the Government seem to have ignored that; and thirdly, the possible effect of the Bill on future trade deals The Opposition recognise that the UK will need to formalise trading relationships with those third countries that have a trade agreement with the EU because, should Brexit happen, we will no longer be party to those agreements. However, the Government intend to award Ministers sweeping Henry VIII powers to amend retained EU law, so that they can fast-track the agreements. I join my colleagues in opposing the use of Henry VIII powers for such fast-tracking, especially when those powers might be used to water down or remove standards, safeguards, rights or protections. We heard no reassurance from the Secretary of State on that We want a truly independent Trade Remedies Authority to help to protect UK industry, but that authority should report directly to Parliament rather than to the Department. That seems so obvious that I do not know why the Minister has not already caved in on the issue The Bill awards to HMRC new powers to share limited taxpayer information with international bodies and Departments, including the Department for International Trade, but the circumstances in which the Government intend those powers to be used has not been made clear and the wording of the legislation is opaque. More clarity on that from the Minister would be helpful Many organisations are saying that the Bill is a missed opportunity to align Britain’s international trade and international development policies. The Government have been clear that trade is a route out of poverty, so they should be saying through the Bill more about how the sustainable development goals in particular could be used to achieve that aim. The Fairtrade Foundation has raised the potential effect of Brexit on Fairtrade, but it seems the Government have not fully considered it. The fair trade market is currently worth £1.6 billion and is dependent on an effective trading relationship with the EU27. Many fair trade goods are exported to one EU country before being processed and re-exported to other EU countries. It is not clear whether the Bill takes that into account.
ParlaMint-GB_2018-01-09-commons.u516	Does the hon. Lady believe that there will be an opportunity in future deals for value-added goods such as chocolate and processed coffee to come into the UK from continents such as Africa, rather than just the raw materials coming in and us adding the value?
ParlaMint-GB_2018-01-09-commons.u517	The hon. Gentleman makes a good point, but the point I am making is that it would have been extremely helpful to have had things like that flagged up in the legislation, partly to give reassurance to developing countries Global Justice Now has highlighted the problems with some existing economic partnership agreements because some countries have refused to sign them. It would have been useful for the Government to have taken that on board in the Bill and stated clearly that they would seek to improve on those agreements in future trade deals The Overseas Development Institute has presented some recommendations for the Government, which I think it would be helpful if the Minister addressed. It recommends that the UK should, first, apply the principle of “do no harm” so that, at the very least, existing unilateral preference schemes should be rolled over; secondly, prioritise the roll-over of existing free trade agreements with developing countries; and thirdly, align its trade and development policies There is a lot at stake. When I was in Bangladesh recently, I met a fair trade co-operative that has extremely good working practices and can export to a range of countries, including the UK. I urge the Government to support those sorts of projects and businesses, in this legislation and in future legislation.
ParlaMint-GB_2018-01-09-commons.u518	I shall endeavour to be brief, Madam Deputy Speaker—in fact, I have spent the past 10 minutes furiously editing my speech I welcome the Trade Bill. It is a breath of fresh air to be able to talk about the opportunities of global trade rather than just the process of Brexit. As the Secretary of State and many other Members have pointed out, the Bill does not cover new trade agreements, but rather aims to help with the process of transitioning the EU’s trade agreements to UK agreements. It is worth reflecting on some of the opportunities that will provide My constituents in Clacton voted strongly for Brexit. Of course, there was a range of issues behind that, including control over our laws, borders and money, as well as trade, but one key aspect of trade is ensuring that the deals we strike are consistent with British values, and specifically British values with regard to animal welfare. I fully recognise and support the reasons for transposing existing EU law into UK law: to provide business with certainty and consistency. To my mind, the Bill does just that; it provides a great deal of stability for business. However, in our recent debate on animal sentience, it was clear to me and to many others that existing British law is far more robust than EU law in this area. Therefore, as we go through the Brexit process and consider the trade implications, we need to look past EU law and maybe use these transposed regulations as a starting point to see how British trade policy and law could do more for animal welfare once we are outside the EU My message for Ministers is this: the Bill is a great step forward, but we must not simply fall back on adopting unreformed EU law where there is clearly a case to use EU regulations as a stepping stone to a better place. For example, an EU pet travel regulation introduced in 2014 brought further measures to strengthen enforcement, which was welcome. As the UK withdraws from the EU, there will be opportunities to re-evaluate the rules to ensure that they are fit for the modern world and to exercise our trade laws and regulations more efficiently than the EU could Animal welfare has always been dear to my heart—indeed, I fought against some outrageous puppy farming in Wales in the mid-1990s. Please do not assume that I am simply rubbishing the work that the UK and the EU have already done on animal welfare and trade. The EU regulation on the welfare of animals in transport, for example, has achieved dramatic improvements, but does it go far enough? Animals must be transported in a way that will not cause them injury or suffering. European law that governs the welfare of animals during transport applies to anyone who transports live vertebrate animals in connection with “economic activity”—a business or trade. That is something that I am sure we all support My point is that with a more dynamic trading relationship with the world outside the EU, we cannot simply use old EU regulation as default. Rather, we should put British values of animal welfare, and the need always to improve, update and refine these rules, at the heart of our trade initiatives and associated laws. Let this Bill lay the ground work for a future trading policy that makes us proud of how we discharge our duties towards animals within the trading system Finally, the Executive need the powers to negotiate with the strength of the knowledge that what they say goes. More importantly, those with whom they negotiate must know that our Executive have that power, because otherwise we are all weakened. That is why I support the Bill.
