ParlaMint-GB_2018-03-23-lords.u1	That the House do now resolve itself into Committee Amendment to the Motion
ParlaMint-GB_2018-03-23-lords.u182	I thank the right reverend Prelate for giving way. I have never intervened to interrupt somebody from that Bench before, but I just wanted to point out that “hands on” is explored and explained in very full detail. It means 13 different tasks; it is applied and very clearly spelled out. If we amend the Bill to use this phrase, everybody will then look at Doogan—there is about a page of text—and know exactly where they are. I do not know whether the right reverend Prelate had realised that.
ParlaMint-GB_2018-03-23-lords.u183	My Lords, I have read Doogan and I am aware of what the noble and learned Lord, Lord Brown, is saying. That is not part of what is being specifically proposed in this Bill. It is one way in which the Bill could be read and interpreted, but once a Bill has been brought forward and becomes law, there are different ways of trying to interpret it which will create another legal minefield.
ParlaMint-GB_2018-03-23-lords.u184	I am grateful to the right reverend Prelate for giving way. When each piece of legislation was passed by Parliament—in 1967, 1989 and more recently—from that flowed a huge amount of discussion, in which the noble and learned Lord, Lord Mackay, and many other Members of this House were involved, about its application. This is not a new matter, and we know that that is what happens. A huge amount of consideration has been given to looking at how these particular pieces of legislation, such as the conscience clause in the Abortion Act 1967, should operate, including involving the royal colleges and all the other relevant parties.
ParlaMint-GB_2018-03-23-lords.u185	I am aware of what the noble Baroness is saying. I am using the example of supervision because it shows some of the complications in the phrase “hands on”. It is clear that supervision can mean a whole variety of different things—more remote or more proximate, so it is a difficult issue. I would strongly oppose Amendment 20 because in practice the word “supervision”, in practice, can mean helping the practitioner to do the job. It can mean ensuring that the job is done. It can mean without being strictly hands on but enabling the person to do something. That clearly will go against conscience in the way that the noble Lord, Lord Brennan, and others have made clear. The definition is difficult because “supervision” can mean different things. For me it is a matter of great concern about what is before us.
ParlaMint-GB_2018-03-23-lords.u186	My Lords, the thing that all the amendments in this group hold in common is the belief that conscientious objection should be provided only in relation to hands-on activity; that is, of actually performing the abortion. They suggest that other facilitating activities on which the performance of an abortion depend should not be included within the scope of the conscientious objection If we are serious about conscientious objection, this simply does not make sense. If we recognise that different people have different views about the morality of abortion and that while some of us regard abortion as perfectly moral and acceptable, others find it difficult to distinguish it morally from the taking of life of someone who has been born, we have to accept that the moral difficulty lies not just in the act of the abortion but also in the act of facilitating it, as has been mentioned. It seems to me that when we are clear that something is wrong, we are also clear that facilitating that thing, whatever it may be, is also wrong. We understand that if anyone who facilitates becomes complicit in the act in question, a moral responsibility is thus engaged. In this context, these amendments simply do not make sense If we were to accept the logic on which they rest, we would have to expunge from our law any recognition that someone who helps to facilitate an illegal act has any kind of culpability. Culpability should rest only with the person who does the act. Mindful of these considerations, it is difficult to see these amendments as anything other than an attempt to undermine and weaken conscientious objection. If someone genuinely believes that an act is wrong, the provision of a legal assurance that they do not have to do the act but only facilitate it makes the profession in question no longer open to them. It is as if they have been required to actually carry out the act itself. Anyone in this situation with a sense of integrity and wholeness that requires consistency across their moral life would have to leave the profession in that context I have friends who, when they went up for a consultant post in obstetrics, were asked the question, “Are you prepared to take your share of abortions?” If they said yes they were considered for the appointment. If, on the other hand, they said, “Yes, I am quite prepared to take my share of the abortions within the Act of 1967”, they were not considered for the appointment and they had to emigrate. I have many friends who had to do that.
ParlaMint-GB_2018-03-23-lords.u187	The Committee deserves clarity on that statement, if the noble Lord, Lord McColl, does not mind. I have huge respect for the amazing work that the noble Lord has done in surgery over very many years, but I have been in obstetric and gynaecological practice as a consultant for quite a long time and I have been on many interview bodies looking at staff who will be working in obstetrics and gynaecology. Sadly, I was not here for Second Reading, but I read the noble Lord’s Second Reading speech where he made that point very clearly. I do not recognise that happening in the services in which I have worked. In fact, that discrimination is exceptionally uncommon. I am very surprised that he said he found that a number of people have needed to go overseas. That seems rather an unusual situation. I would like some clarity on that. It is an important point because it affects the amendment I have tabled for later in the discussion.
ParlaMint-GB_2018-03-23-lords.u188	I thank the noble Lord for his intervention. I am not saying that it happens now; I am saying what I found in my experience. They were my friends, and I can give the noble Lord their names and addresses. They were extremely good obstetricians practising in Australasia It seems to me an important part of the British liberal constitutional tradition that we place a lot of emphasis on freedom. This freedom has many aspects, but central to it is the opportunity to work in one’s chosen profession without being required to act in a way that violates one’s own identity. Ours is not a constitutional tradition in which we use the law to compel people to decide between acting against their deepest moral convictions and losing their livelihood. The hounding of people out of their jobs on this basis is deeply illiberal. Although our constitutional tradition is closely associated with liberty, there are moments in our history when we have failed in this regard. I fear that historians looking back on this set of amendments in a hundred years’ time might recoil from them and wonder how on earth we came so close to stepping away from our historic British commitment to liberty I am of course aware that beneath these amendments rests what some would purport to be a respectable argument. It goes something like this: women have a right to have an abortion. People who conscientiously object effectively have the temerity to suggest that their rights as a service provider are more important than the rights of the service user. In this context, we need to rein in our conscientious objection so that it applies only to the doing of the act, not to facilitating it. This logic is deeply flawed for two reasons. First, workers have rights and consumers have rights too.
ParlaMint-GB_2018-03-23-lords.u189	Does the noble Lord accept that the Doogan case correctly decided and accurately states the law as it has been for the last 50 years under the 1967 Act and that these amendments do no more and no less than state the position as it is now authoritatively decided by the Supreme Court in Doogan?
ParlaMint-GB_2018-03-23-lords.u190	Yes, I accept that entirely, but we do not necessarily have to abide by that decision. If people feel strongly that it was the wrong decision, they have the right to come to Parliament to produce legislation and try to get it through to change that. That is the right of Parliament. Parliament decides, not the courts. The courts have to interpret what Parliament has said. Sometimes Parliament rushes legislation through so quickly that there are loopholes and problems that need to be corrected. It is not the job of the courts to produce the law.
ParlaMint-GB_2018-03-23-lords.u191	Will the noble Lord define what he means by “facilitate”? The amendment refers to someone “participating in a hands-on capacity”—that is the person who is actually going to do the abortion. The secretary who makes the appointment facilitates the abortion.
ParlaMint-GB_2018-03-23-lords.u192	Facilitate means a great number of different things, but the 1967 Act did provide—
ParlaMint-GB_2018-03-23-lords.u193	My point is that if a secretary in a hospital or a clerk who was involved in this service had a conscientious objection to abortion, would he or she see it as facilitating the abortion? Is that what the noble Lord is referring to? Because it applies to everybody.
ParlaMint-GB_2018-03-23-lords.u194	If she has a conscientious objection to it, then she should not be obliged to do it, because the 1967 Act specifically said that people did not need to do it. Acts of Parliament should not force people into doing things against their conscience—that is not the function of Parliament.
ParlaMint-GB_2018-03-23-lords.u195	The noble Lord makes a very good point. Indeed, a case was referred to earlier in Committee concerning Barbara Janaway, who was exactly what the noble Baroness, Lady Tonge, described, a medical secretary. She said she would not, “set the ball in motion”, as a result of which she lost her job and the courts upheld that she should not be able to continue in that post. The debates in 1967 in the House of Commons did not consider cases such as that, because it was not envisaged that that might be a problem. That is surely why the noble Lord is right in saying that although the Supreme Court may rule in a particular way and say that that is where the law now stands, it is the job of Parliament to say that perhaps the law now needs to be changed.
ParlaMint-GB_2018-03-23-lords.u196	Or not.
ParlaMint-GB_2018-03-23-lords.u197	Or not.
ParlaMint-GB_2018-03-23-lords.u198	Thank you—that is very helpful Somebody did suggest that there was not a great number of people with a conscientious objection. The NHS employs 1,200,000 people. Surely they can find enough people who would not be offended to be asked to do abortions. Has anyone thought about that? No. Surely it is possible for the NHS, with such a large workforce.
ParlaMint-GB_2018-03-23-lords.u199	Again, I come back to the provisions in Clause 1(2). The noble Lord says that there are enough people within the National Health Service—for quite a few months I was a porter at the old Westminster Hospital—but his argument, I believe, goes that there will be other people who could do it. For that to happen, you need to delegate and pass it on, but according to Clause 1(2), “‘participating in an activity’ includes … delegation … or supporting of staff in respect of that activity”.
ParlaMint-GB_2018-03-23-lords.u200	There are 1,200,000 employees in the NHS. Surely there are people who can do the delegation, so there would not be a problem.
ParlaMint-GB_2018-03-23-lords.u201	My Lords, perhaps I have not made myself clear. There would be no duty on the person who did not want to be engaged in the process to delegate it onward to somebody else, according to the provisions of Clause 1(2).
ParlaMint-GB_2018-03-23-lords.u202	That is exactly right but, as I keep saying, there are hordes of people around—1,200,000 people—so you can surely find somebody who can delegate it. The noble Lord keeps pointing to the Bill, but surely there are so many people around in the clinic that somebody can do the delegation and make the arrangement.
ParlaMint-GB_2018-03-23-lords.u203	My Lords, I am sure that the noble Lord is right in his interpretation of the Bill. It lays no duty on any other person to carry out that delegation and he is correct that there would be other people working in the service who would doubtless carry on as they do now. One abortion takes place every three minutes in this country, which is 20 every hour, 600 every working day and more than 200,000 every year. There have been more than 8 million abortions since 1967. Clearly, there is no shortage of people willing to participate in such procedures, but this Bill is about those who are unwilling to participate in them.
ParlaMint-GB_2018-03-23-lords.u204	Before the noble Lord, Lord McColl, replies, at the moment there is a duty to refer, but that duty would be overruled by Clause 1(2).
ParlaMint-GB_2018-03-23-lords.u205	My Lords, delegation and referral are not the same thing and what is provided for in the Bill is a right to conscientiously object to delegation. I beg the pardon of the noble Lord, Lord McColl—I should not have interrupted.
ParlaMint-GB_2018-03-23-lords.u206	I am delighted to be interrupted. A debate is about toing and froing, and there is not enough of that If we use the law to impose an approach that is intolerant of conscience, forcing some people out of the medical profession and, effectively, dissuading others from joining it—that is an important point—many people will suffer as a result. We are already short in recruiting new doctors and these amendments are the last thing that we need. In the medical profession, the greater our overall capacity, the greater the capacity to provide abortions and, as we are trying to say, there are plenty of people without conscientious objections On the suggestion that we should adopt the amendments because they reflect what the noble and learned Baroness, Lady Hale, suggested in the Doogan judgment, we have mentioned, first, that we do not have to be constrained by her judgment; we are at liberty to come back and change the law, if it is the will of Parliament. Secondly, in the noble and learned Baroness’s judgment, she recognised that there are two potential ways of interpreting the intention of Parliament with respect to conscientious objection: a broad way and a narrow way. She said that, “a broad meaning might cover things done in connection with that treatment after it had begun, such as assigning staff to work with the patient, supervising and supporting such staff, and keeping a managerial eye on all the patients in the ward, including any undergoing a termination. A narrow meaning would restrict it to ‘actually taking part’, that is actually performing the tasks involved in the course of treatment” She concluded that, “the narrow meaning is more likely to have been in the contemplation of Parliament when the Act was passed” We are trying to change the law so that it is quite clear that that is not so, and we have every right so to do This Bill is timely and it is a liberal measure that should get the support that it needs. By contrast, the amendments are deeply mistaken, for three reasons. First, they will hurt the service providers by imposing an ugly uniformity that will result in many more cases of people such as Mary Doogan losing their job. Does the noble Lord, Lord Steel, whose Bill it was in 1967, agree that the decision in Glasgow to sack Mary Doogan because of her conscientious objection to being involved in an abortion was the right decision? She was a wonderful midwife and had done more than 5,000 deliveries. She was a very valuable member of the team. Does the noble Lord think that was the right decision?
ParlaMint-GB_2018-03-23-lords.u207	My Lords, I was unable to speak at Second Reading and I apologise for that—I was at a family funeral, as it happens—but I feel strongly about this issue. I qualified in 1964. I was a medical student and a junior hospital doctor in the days before the Abortion Act of the noble Lord, Lord Steel. I remember well the gynae wards and the women who had had unsafe, septic abortions. Some of them died. In the early 1970s, I was working in Birmingham in general practice and family planning, when the professor of obstetrics and gynaecology refused to have anything to do with the new Abortion Act. The noble Lord, Lord Winston, might know more about management in those days than I do but, because the professor was in charge of what his department provided, he absolutely forbade abortion to take place in that department. Perhaps the noble Lord remembers him.
ParlaMint-GB_2018-03-23-lords.u208	As the noble Baroness has mentioned my name, perhaps I might add that there was a case of a president of the Royal College of Obstetricians and Gynaecologists who was absolutely opposed to abortion, so this is not unknown in the profession.
ParlaMint-GB_2018-03-23-lords.u209	The point that I wanted to make is that, as a consequence, in whichever way we now plan, purchase and provide services for patients, if someone in management—the chief executive—is against abortion, could that mean that they would conscientiously object and refuse to have abortion as part of the service in that area? It is extremely complicated If in this country abortion is legal, under the parameters set by the Act, then it should be implemented equally for all women in this country. It should not be at the whim of individual practitioners, whether they be doctors, managers or secretaries—whoever is going to affect the service delivery to the women of this country if they are allowed to conscientiously object. If they do so, they should not join the service in the first place. No one is obliging them to. There are plenty of jobs around that do not involve abortion, so why do they not do them I have a bit of experience. At one time, I was head of women’s services for a health authority in London, during which I was in charge of family planning and liaising with GPs—and, in fact, of setting up an abortion service because the hospital doctors were finding it difficult to cope. We franchised it out to the BPAS, as I think it was at the time. That was one of the first times that that had happened. It was very well and efficiently run but when I think of the number of people involved in setting up that service, both when it was in the health service and when we franchised it out, if everyone involved had had the ability to conscientiously object, that would have completely upset the service. I do not know how we would have got it going. To extend it a little more, if you have a certain number of people exercising a conscientious objection in one field, that may put extra strain on people in other fields who are not normally employed in that service to fill in and to do that job for them. You would be setting up a situation that could disrupt all the services in a hospital, not just the obstetric and gynae services Finally, I say to the people who oppose abortion that I fully understand their reasons. I understand the religious beliefs behind it in some cases. However, whether a country provides safe abortion or not, the same number of abortions take place because, if a woman cannot access abortion, like the women in Birmingham in the early 1970s, they will go to illegal practitioners, they will endanger their life and often they will die. When people oppose abortion, they are actually providing a route for some women to lose their lives. That is a terrible thing to have to say, but it is true.
ParlaMint-GB_2018-03-23-lords.u210	The noble Baroness seems to be suggesting that we are attempting in some way to restrict access to the three areas of healthcare services. That is absolutely not the case. The Bill provides that and acknowledges the current responsibilities of the Government to provide a National Health Service with the services that Parliament has agreed should be provided. I want to make that clear because I am not sure the noble Baroness understands it.
ParlaMint-GB_2018-03-23-lords.u211	The Bill does not do that. That is what this scrutiny is about. It really does not. If the noble Baroness really wants to make progress, she needs to bring forward amendments which clarify that. She has not done so, so these amendments are about probing that and, in particular, this issue. Rather than exhorting us to say what the Bill does not do, the noble Baroness needs to examine it and take on board its unintended consequences. That is what this House exists to illustrate.
ParlaMint-GB_2018-03-23-lords.u212	That is exactly what we are doing. This is a very useful debate.
ParlaMint-GB_2018-03-23-lords.u213	I was not implying that the noble Baroness was trying to destroy the Abortion Act completely. I entirely accept that, but what she is doing could lead to the service being very badly distressed and may have the same effect in the end.
ParlaMint-GB_2018-03-23-lords.u214	My Lords, I have been trying to stand up for some minutes. First, I pay tribute to the noble Lord, Lord Steel, who introduced the Abortion Act. There are very few times when something like that has gone through Parliament. The Earl of Arran took the Sexual Offences Act, which protected gay consenting adults, through this House. They were great milestones that looked to the future. I fear that this Bill is looking backwards. I do not like the idea of anything looking backwards. I will say more about not providing help for terminally ill or dying patients. We talked about human rights. I believe it is a woman’s human right to be able to access abortion. As the noble Baroness, Lady Tonge, said, abortions take place anyway and women die. That is the difference. We do not want women to die, but if a woman cannot bring up a child or does not want a child, it is better that she can access abortion.
ParlaMint-GB_2018-03-23-lords.u215	My Lords, I was not planning to intervene in this group, but the entire debate has focused on abortion. Amendment 1 also applies to the withdrawal of life-sustaining treatment at the end of life. That is a totally different situation from abortion. These people are finding life unbearable, they are finding their treatment intolerable, they are facing the fact that they are dying, and they want something to happen. They want to be able to have their life-sustaining treatment withdrawn. Of course under current law someone with a conscientious objection who might be expected to help with that process has an absolute right not to do so. The great concern of those of us concerned about the end of life rather than the very beginning of it is that a lot of people towards the end of life find themselves in hospices, and we hope more of them will do so over time If you extend conscientious objection to supervisors, managers and so on, hospices do not have armies of staff. The noble Lord, Lord McColl, made the point that there are 1 million-plus people in the NHS, so surely there are people who can undertake abortions. Yes, but if you are an elderly, very sick person in a hospice and the manager of that hospice, the supervisor or someone else has a conscientious objection, you are likely to find yourself unable to exercise your absolute right to have your life-sustaining treatment withdrawn. That right cannot be fulfilled. The GMC makes very clear in its guidance that no one should be able to exercise a conscientious objection unless they ensure that someone else will take over that role, but that is likely to be impossible.
ParlaMint-GB_2018-03-23-lords.u216	Does my noble friend Lady Meacher recognise that hospices do not provide life-sustaining treatment? It is the very ability of patients not to continue with whatever their life-sustaining treatment was—whether chemotherapy, artificial nutrition and hydration or ventilation—that is in question. In those units, symptom control is managed when patients refuse consent to continue. To treat a patient who has had life-sustaining treatment and says, “I do not want any more”, would be assault in law. That refusal of consent must be respected and, in the process, you have a duty of care. That duty of care is to provide all other care and comfort measures during the process as they die of their disease. That is a natural process, and hospices are about accepting death. You will not find people in hospices being ventilated against their wishes. There may be some people on non-invasive ventilation because they want to continue with it while having other care. We must be clear that the Bill will not jeopardise hospices. I will speak on the Bill in a moment, but would like to put that on record.
ParlaMint-GB_2018-03-23-lords.u217	I understand that in many hospices the emphasis is, as my noble friend said, on symptom control—in other words perpetuating, keeping things going—rather than enabling, encouraging and helping somebody to take their life in a dignified way.
ParlaMint-GB_2018-03-23-lords.u218	I am sorry, but I have to intervene again. I should have declared my interest as palliative care lead for Wales, as vice-president of Hospice UK and of Marie Curie, and as having set up a lot of hospices. Symptom control is not life-prolonging treatment; it is about keeping people comfortable during the time they are dying of their disease. It may run in parallel with other treatments and it may be provided when other treatments are withdrawn, but it certainly does not prolong life per se. There is evidence that if you leave people in pain, it is a powerful drive to respiration. When you make people comfortable and relieve their pain, they can let go of life and die, but it is not the morphine that has killed them, it is the disease. Symptom control does not force people to stay alive.
ParlaMint-GB_2018-03-23-lords.u219	My Lords, sometimes groupings in our debates make things difficult for people who are trying to table amendments, and I have been trying hard to be relevant to the amendments but at several points in the debate over the past hour and three-quarters, reference has been made to things in the amendments which I tried to table I want to say one thing at the start. There are two things that I find very difficult in this House. First, there is the issue of sometimes filibusters occurring during debate—and I am very pleased that there has not been a filibuster this afternoon although, sadly, there was this morning. It is very unfortunate. I am well aware that we have just seen Old Father Time come into the Chamber; he has not actually got a scythe yet, but I suspect that he is about to cut us short at the appointed time That is one thing. The other issue is the question of declaration of interest. It is very difficult, but I make it clear that in these ethical and moral debates, of which this House is justifiably very proud, we do not always declare where we might actually have a conflict of interest. For example, I make it very clear that I am declaring a conflict of interest as an orthodox Jew who will have certain limitations on how I would do termination of pregnancy. But I respect absolutely the autonomy of the patient in front of me, and one amendment that I have put down later on would argue that in fact you have a duty to ensure the autonomy of that patient, as your autonomy, is equally respected, and to find some solution. In practice, that means consulting colleagues and trying to work that out I have a regard for the noble Baroness, Lady O’Loan, and her Bill, but I think that we should be prepared to explain where we are coming from during these debates, and so often we do not. I remember some time a few years ago on assisted dying that I spoke passionately against a particular amendment which would have allowed some assisted dying. At the end of that debate, after I had spoken, people on my Benches said, “Why aren’t you coming through and voting with us?”. I said that I had said what I had to say but that I felt, as an orthodox Jew who would not assist an assisted dying, that I did not think that I could go through the voting Lobby. That sounds to me the appropriate way Having said all that, I do not want to hold up this debate—but I fear that we are getting very close to the end. I want to make a few points on points that have been raised so far. My Amendment 2 would allow the recognition that, most of the time, in spite of what the noble Lord, Lord McColl of Dulwich, said, it is not the medical practitioners in my experience who have a conscientious objection but a whole range of other people—the operating department assistants and the porters, for example. Again and again, I have seen porters in hospitals where I have worked who have felt that they would not want to wheel a trolley into the room where a patient is going to have a termination of pregnancy. Sometimes one has been able to accommodate that. However, as we all know, the NHS is under massive strain with resources, and that becomes difficult I believe absolutely, and in all conscience, that the amendments that I have tabled would make this Bill workable; I think that that is possible. There is a way through this. The noble and learned Lord, Lord Mackay of Clashfern, kindly referred to one of the amendments that I tabled, Amendment 25. One point of that amendment is that it shows that the Bill covers not just obstetrics, gynaecology and termination of life but pretty well every medical area that we have specialities in, where we really have to reflect on these issues of conscience. That has been spelled out in that amendment—although it is an open question as to whether it is well written or not—to make it very clear that this affects the health service to a very great extent, and this is an issue for this Bill At the moment, I think that the only other fellow of the Royal College of Obstetricians in the Chamber is the noble and learned Lord, Lord Mackay. In the debate in 1989, his speech introducing the Human Fertilisation and Embryology Bill was the most amazing speech. In 20 minutes, he did what nobody has been able to do in the journal Nature, in my profession. It was a brilliant exposition of where we are, and I am hoping that I might persuade him, as one of the two fellows in this Chamber, to set up in private practice when this is over, doing in vitro fertilisation The difficulty has become the definition of what conscientious objection involves, as my noble friend Lord Brennan, said, and that is something that we should look at. We cannot simply have the narrow view of a few professionals who would be affected by this measure. It has to cover the whole service, as it does, for example, with in vitro fertilisation.
ParlaMint-GB_2018-03-23-lords.u220	My Lords, in his remarks just now the noble Lord invited me to contribute at this point in the Committee’s proceedings. I spoke at Second Reading and I do not intend to repeat what I said then. The noble Lord, Lord Steel, will not be surprised that I oppose his amendment. Nevertheless, over the nearly 50 years that we have known one another, I have always been grateful for the respect he has shown to an alternative view to the one he puts now and has put in the past. I was particularly grateful to him when this became a matter of policy in my former party. The noble Lord, Lord Steel, also resisted it becoming party policy because, as he said, it would polarise attitudes and mean that some people could no longer follow some issues of conscience because of party diktat Some 51 years ago, when I was at school, I wrote to the then leader of the noble Lord’s party, the late Jo Grimond, asking whether the Abortion Bill, which the noble Lord had placed before the House of Commons, was a matter of party policy or conscience. I was given the forthright reply: there are different views about this and it is a matter of conscience. It was never a problem for me, as the only new member of the parliamentary Liberal Party in 1979, to serve under the noble Lord, Lord Steel, and, indeed, to be his Chief Whip. Reasonable accommodation—how we accommodate one another—which I mentioned in my earlier intervention, is at the heart of what this debate should be about. The noble Lord, Lord Winston, made some telling and helpful points in his contribution. The noble Lord, Lord Steel, said: “This isn’t the way to go about this”, but he would agree that, 50 years later, many things have come to pass that were never anticipated during the debates in 1967. A proper review—perhaps outside the proceedings of this Chamber—of the legislation, its implications and the ways we can protect people such as Mary Doogan is long overdue She spoke in your Lordships’ House and her case goes right to the heart of today’s debate. She is, as the noble Lord, Lord McColl, said, an extraordinary woman who was involved in delivering over 5,000 babies and said in an interview: “It is not about religion. It’s about conscience” She went on: “It goes against everything we stand for … the women I cared for would never ever have known my views on abortion” This is very important. Here is someone who has been driven out of her calling in life. She did not go into midwifery to carry out abortions; she went into midwifery to deliver babies. Although I understand the reasons why the noble and learned Baroness, Lady Hale, found as she did—my noble and learned friend Lord Brown of Eaton-under-Heywood was right to refer to the judgment earlier—it is up to this place, as the noble Lord, Lord Brennan, told us, to then deliberate and decide whether the law should be allowed to continue to stand in that way Consider for a moment the changes in the law since 1967 and how they impact on people who may have a profound conscientious objection to the law. One is, for instance, the extension of the Act in cases of disability right up to and even during birth, on the grounds of things such as club foot, hare lip and cleft palate, let alone Down’s syndrome—90% of all babies with Down’s syndrome are now aborted. If I were working as a medic and was told that I had either to participate in—to be hands-on—or to facilitate such things, I would rather lose my job than do that. This is where I disagree with the noble Baroness, Lady Tonge, who said that such people should not join the service. Who do we lose if we take such an attitude to people who, yes, have a different view from the noble Baroness but nevertheless make an extraordinary contribution to the health service?
ParlaMint-GB_2018-03-23-lords.u221	This is a very interesting point. Should they leave the service or not? I had a very recent experience when my husband was taken ill; he was dying and was taken to hospital. We had to make a decision about whether to keep his breathing going. My sons and I were there discussing this matter and it was a very difficult time for us. The doctor in charge came and spoke to us and told us what the situation was. We decided it was not the right time to prolong his life. If the doctor had then said, “I’m sorry, I have to get someone else to do this necessary job. I can’t do it because I object to it”, that would have been terrible. You can say that he should have prepared for that in advance, but how can he prepare for everything in advance? You do not know when a dying person will come into hospital.
ParlaMint-GB_2018-03-23-lords.u222	The noble Baroness is of course right; you cannot ever say with any certainty what will happen and how long someone will live. My noble friend Lady Finlay intervened on that point earlier and, at Second Reading, my noble friend Lady Richardson gave another good example, which I can come back to.
ParlaMint-GB_2018-03-23-lords.u223	My noble friend Lady Finlay’s example is perfectly correct but it is not the same as my example. My example is that my husband had got to a stage where he really did not know what was going on. My noble friend’s example is of course totally different—and it is a very good thing that people have hospices to go to.
ParlaMint-GB_2018-03-23-lords.u224	We are agreed about that. The point I made at Second Reading when my noble friend Lady Richardson intervened on a similar point is that we do not need to go to heroic lengths—that is the phrase people often use—to keep alive someone who would otherwise be dying. I think we sometimes confuse these two things. Let me return, if I may, to the particular point about abortion.
ParlaMint-GB_2018-03-23-lords.u225	Very briefly, by way of personal explanation, I hope I did not imply that people should leave the service if they were required to perform an abortion. I was saying that there are many specialties to go into in medicine. My goodness, you can do anything in medicine, from management and pen-pushing right down to—well, I will not say “down to” because it would demean whoever I got down to. There are many branches of the medical profession; there is no need to go into obstetrics and gynaecology in the knowledge that you will have to do things totally against your conscience.
ParlaMint-GB_2018-03-23-lords.u226	‘I was very grateful that the gynaecologist who saw my own children into the world did not support abortion. That gave my wife and I great confidence in the lady who was our gynaecologist. I think there should be scope within the service for people to have alternative views. If the phrase “don’t join the service” that the noble Baroness used were to apply, it would mean that people like that would not be able to join the service in the first place Another change that has taken place in these years is that it was never envisaged in 1967 that abortion would happen on a regular day-by-day basis on the scale on which it is taking place. In fact, the noble Lord, Lord Steel, often said that it would occur only in rare and exceptional circumstances. There are now examples of some people who have had eight abortions under the National Health Service. You have to ask the question the noble Baroness often asks: “Why is not more done earlier to find alternatives to this?” That too should be in the scope of an inquiry into the workings of the 1967 Act, and so too should be the issue of gender abortions. If I was working in the National Health Service and was told that I had to facilitate the ending of the life of a little girl merely because she was a little girl, I would say no. The 1967 Act surely does not allow for that, and yet we know that there have been such cases and that the authorities decided not to take any legal action. Indeed, there was a vote in another place on a Bill to outlaw such gender abortions. It was lost by 201 votes to 292, so this is not the realms of fantasy. Noble Lords have to ask themselves precisely what their red line would be in regard to questions such as this I conclude by giving two opinions from people who have thought about these things in great detail. One is from Professor Andrew Tettenborn, who said: “The point matters a great deal. Many NHS hospitals now put abortion and other controversial procedures out to tender (a matter itself a cause for concern … and so organisation rather than participation is increasingly what will be demanded from … unwilling staff” I also refer the Committee to the review of Dr Mary Neal, senior lecturer in law at Strathclyde University, who said: “The core purpose of any conscience provision is to protect individuals from having to share in moral responsibility for something they consider to be seriously wrong. Since the current law leaves some of those who would share in responsibility unprotected, it fails to fulfil this core purpose” So when the noble Lord, Lord Steel, said in 1967: “The Bill imposes no obligation on anyone to participate in an operation”, I believe he was sincere. When he also said that the “conscience” clause, “also gives nurses and hospital employees a clear right to opt out”—[Official Report, Commons, 13/7/1967; col. 1318.], I believe that is what he intended. I do not believe he intended that people such as Mary Doogan should lose their job. That is why my noble friend’s Bill is so important.
ParlaMint-GB_2018-03-23-lords.u227	My Lords, I have listened with great care to the various speakers who have articulated their views on this group of amendments. It has been a very profound and interesting debate and I thank all contributors As I said at Second Reading, the Bill does not seek to limit access to abortion. It could never result in a patient who had expressed a wish not to be resuscitated in an advance decision being forcibly treated. It would not result in treatment, hydration or nutrition being withdrawn from someone who wanted to live. For the avoidance of doubt, it is only about enabling medical practitioners to withdraw from treatment which they perceive for moral or philosophical reasons, or for reasons of belief, to lead inevitably to death, whether of a living person or of an unborn child. It is not about doing things to patients; it is about some medical practitioners not having to do some things I want to allude for a moment to the various contributions on the subject of what the noble and learned Baroness, Lady Hale, said. I endorse what the noble Lord, Lord Alton, said—that Parliament could not have envisaged the way in which the abortion law would develop. The noble and learned Baroness, Lady Hale, chose the narrow meaning on the basis that it was more likely to have been in the contemplation of Parliament when the Act was passed. She acknowledged the existence of a broader interpretation. As the noble Lord, Lord McColl, very clearly said, we have the right, as a Parliament, to change things. I am suggesting that we need now to contemplate the situation in 2018, not the situation in 1967, so it is not about refusing people access to treatment. There have been suggestions that it is about denying patient autonomy. A patient does not have and never has had the right to compel a particular practitioner to do a particular medical procedure. However, they have the right to a service and the right, if they want it, to a second opinion, and that must continue.
