ParlaMint-GB_2015-10-21-commons.u1	1. What progress is being made on completing the electoral register
ParlaMint-GB_2015-10-21-commons.u347	I beg to move amendment 32, page 9, line 15, at end insert— ‘( ) See also section 19 of the Cities and Local Government Devolution Act 2015 (devolving health service functions) which contains further limitations.” This amendment inserts a new subsection into section 105A of the Local Democracy, Economic Development and Construction Act 2009 which alerts the reader to clause 19 of the Bill which contains limitations on the power to make an order under that section.
ParlaMint-GB_2015-10-21-commons.u348	With this it will be convenient to discuss the following: Government amendments 33 to 38 Clause 19 stand part Government new clause 8 Government new schedule 1.
ParlaMint-GB_2015-10-21-commons.u349	I think this is the first time that I have served under your chairmanship, Mrs Main, and I am honoured to do so. Thank you for inviting me to speak this afternoon. As a former Member of Parliament for Bury North—a constituent part of the Greater Manchester devolution process—and a former sponsor Minister for the cities of Manchester, Salford, Wigan, Bolton and Blackburn, I am pleased to take part in this debate which has acute relevance to that part of the world May I too put on record my sadness at the loss of Michael Meacher? As a friend and colleague in the north-west for many years he performed great service for Oldham, and was a good colleague to his friends on all sides in the north-west. He will be much missed, and I am sure that the Committee sends its condolences to his family and all who mourn him Clause 19 contains valuable safeguards that will apply to the local devolution of health functions. It was inserted in the Bill by an amendment tabled by Lord Warner in another place. Amendments 32 to 38 will provide further definition and clarity, without altering the spirit or substance of the clause. Lord Warner has confirmed that he is supportive of these further amendments Clause 19 provides that regulations under clause 17, or an order under section 115A of the Local Democracy, Economic Development and Construction Act 2009, must not transfer any of the Secretary of State’s core duties in relation to the health service as set out in the National Health Service Act 2006 and the NHS constitution. It makes it clear that whatever devolution arrangements might be agreed with a particular area, the Secretary of State will remain bound by the key duties placed on him in respect of the health service Amendment 38 provides further clarity by listing the duties of the Secretary of State that may not be transferred, in so far as they are capable of such a transfer. First and foremost, section 1 of the 2006 Act provides for the Secretary of State to retain responsibility to Parliament for the provision of the health service in England. Others are overarching duties on quality, reducing health inequalities, research, education and training, and on the NHS constitution. They also include Secretary of State’s role under the Health Act 2009 in revising and publishing the NHS constitution, his role under the 2006 Act in setting strategic direction for the NHS in the mandate to NHS England, and his role in overseeing and reporting to Parliament on the health service generally, and in particular on NHS England’s performance In essence, although health service functions are capable of being devolved to local authorities and to groupings of local authorities, the main responsibility and overriding duty of the Secretary of State for the NHS is not affected by these arrangements and he remains accountable for them.
ParlaMint-GB_2015-10-21-commons.u350	I apologise, but I shall have to go to chair a meeting about black and minority ethnic coaches and managers in football, another issue that I know will be close to the Minister’s heart The Minister may be trying to reassure the Committee, but in some ways he is giving me cause for concern. Devolution deals will, in particular, try to link social care and health in a more real way to the benefit of constituents. My concern is that if every line of accountability goes back to the Secretary of State in Whitehall, it will stop local innovation happening. Will not the line of command back to the centre simply stop things happening?
ParlaMint-GB_2015-10-21-commons.u351	That is a good question and I hope I can reassure the hon. Gentleman. No, the whole process being considered is to give powers to the various authorities to be, as he said, innovative in what they would like to do. They will have the powers and the responsibilities to do that. The reason the concern was expressed in another place was to make sure that in the process it would not be possible for the NHS to transfer its core duties and therefore have local authorities do things that are contrary to the main constituent parts of the NHS, such as on issues relating to quality and so on. The accountability of the Secretary of State therefore remains. The ultimate accountability he or she has standing here at the Dispatch Box remains, but it would not stop the work and the innovation. As I shall go on to say, the regulatory powers of organisations such as the Care Quality Commission, Monitor and others will also remain in place to ensure that none of the national quality standards we expect from the NHS will be deviated from. There will be different ways of doing things, but ultimately the quality standard remains a national quality standard.
ParlaMint-GB_2015-10-21-commons.u352	I see what the Minister is trying to achieve, but I just worry about whether it will work like that in practice. Given that we are in very new territory here and that things will be done differently with the delegation of powers to individual authorities as well as to combined authorities, does the Minister agree that it would be a good idea, perhaps two years after the devolution powers have been put in place, to have a thorough review of how they are working and whether there is anything in the Government’s proposals that might actually stop devolution working properly?
ParlaMint-GB_2015-10-21-commons.u353	As the hon. Gentleman knows, we can plan to review things at any stage. For devolution to work, the different models that may be put in place, whether big urban city models or more rural models, must of course pass the test of whether they are doing something qualitatively different and better for people. It will certainly be possible and necessary to review that. I think the concern has been to make sure that national standards are not dropped in the process of innovation. That is why the ultimate duty and responsibility of the Secretary of State remain. That was much discussed in another place. The reason for tabling these amendments is to confirm that, under the overall umbrella of wanting greater innovation, national standards will be preserved and cannot be threatened. That is the idea.
ParlaMint-GB_2015-10-21-commons.u354	Would it be fair to say that local authorities rule on these matters, but that the Secretary of State might occasionally reign?
ParlaMint-GB_2015-10-21-commons.u355	We must be clear. The Secretary of State’s overarching duty and responsibility for the NHS will not mean a definitive touch. The whole point of devolution, as indeed the whole point of integration of services between local authorities and the NHS, is to give people the powers to make their decisions locally. There will be much discussion between different constituent parts. In that, the Secretary of State will have no part. It will not be possible, however, for a devolved authority to neglect or remove a core part of the NHS and say, “Oh well, we’ve got the power to do so.” That is the reason for the safeguard to which the amendments and new clause 19 refer.
ParlaMint-GB_2015-10-21-commons.u356	Is there anything in the Government’s proposal that would impact on a district such as Bassetlaw —the hospital trust crosses the border into south Yorkshire, but the clinical commissioning group money remains entirely within the district—electing to join Sheffield city region, in another region, where other decisions will be needed? Are there any hidden nasties we should be aware of?
ParlaMint-GB_2015-10-21-commons.u357	No, I do not think so. There are neither hidden nor unhidden nasties. Local decisions will still be made, and CCGs will still be monitored for quality, effectiveness and the like. I am just coming on to talk about the regulation Clause 19 provides that the regulatory functions of national bodies held in respect of health services will not be available for transfer to a combined or local authority. This makes it clear that local devolution settlements will not devolve the regulatory functions of Monitor, the Care Quality Commission or other health service national regulatory bodies as defined. This means that a transfer order may not change the way in which our national health service regulators operate to protect the interests and safety of patients. Amendment 38 inserts a provision clarifying that a “health service regulatory function” means a regulatory function within the meaning given by section 32 of the Legislative and Regulatory Reform Act 2006, in relation to the health service. Amendment 35 omits the word “supervisory” but clarifies that the supervisory functions of NHS England in relation to CCGs are also expressly protected from transfer The safeguards set out in clause 19 would support the Secretary of State in ensuring in a transfer order that where a combined authority or local authority was to exercise transferred health functions, using the Bill’s new powers, that authority could be held to account as to the exercise of its health service functions, just as NHS commissioners are currently held accountable. Amendment 36 amends clause 19 to require that in a transfer of functions to a combined authority or a local authority, provision must be made about standards and duties to be placed on the authority Amendment 38 provides further explanation of the national service standards to which the Secretary of State must have regard when making such provision. These include, for example, those in the standing rules set for NHS England and CCGs, recommendations and quality standards published by the National Institute for Health and Care Excellence, and of course the standards set out in the NHS constitution, which sets out pledges and codifies requirements, statutory duties and rights that NHS services in England must, as a minimum, meet. These include national access standards, including waiting times. Amendment 38 also provides definitions for “national information obligations” and “national accountability obligations” As amended, clause 19 provides further clarity about the role of the Secretary of State for Health and what will and will not be included in any future transfer order giving local organisations devolved responsibility for health services. This clear statement in legislation, making provision for the protection of the integrity of the NHS, is intended to provide further confidence for future devolution deals. In essence, they will be underpinned by the basic core duties of the NHS, and that cannot be shifted. Amendments 32 to 38 give further definition and clarity to support the valuable principles behind this clause. New schedule 1, which inserts schedule 3A in the Bill, provides for amendments to the National Health Service Act 2006, and new clause 8 is a clause to introduce that schedule. These amendments concern the making of arrangements with combined or local authorities for the exercise of health commissioning functions under the 2006 Act, including provisions allowing greater flexibility over how partners to such arrangements may work together. This will enable greater integration of health and care services and support local leaders to take collective steps towards better health and care for their local population New schedule 1 also makes small amendments to the 2006 Act concerning the provision that may be made in regulations concerning local authorities’ social care information Places such as Greater Manchester and Cornwall are calling for the ability to design and deliver better health and care services, and the ability to make decisions at a level that works best for their communities—locally or, where it makes more sense, at a regional or sub-regional level. As we know, devolution deals will be tailored to the needs and circumstances of a local area. The Bill will already allow the Government to make orders to devolve to a combined authority or a local authority a range of powers and functions currently carried out by Whitehall Departments or bodies such as NHS England.
ParlaMint-GB_2015-10-21-commons.u358	I do not think anyone could disagree with the concept of maintaining standards, but when the Minister talks about what NHS England will be allowed or permitted to do, he needs to go further. The concept of subsidiarity is relevant. Powers should be devolved down, subject to standards, or there should be an onus, almost by default, on transferring responsibilities downwards rather than allowing bodies to pick and choose what they think should be devolved.
ParlaMint-GB_2015-10-21-commons.u359	The order by which powers will be devolved will be subject to parliamentary approval. The safeguard is that the Secretary of State will have the power, as Parliament requests and demands, to put limitations on and conditions into that order. The reason there is no template for which powers must go downwards is that each area will probably have something different. The Bill provides a permissive opportunity for NHS powers to be devolved, but the powers to be devolved will depend on what each devolved administration is looking for. This part of the Bill sets out the ability of the Secretary of State and the NHS to achieve that, and the safeguard applies in respect of national qualities and standards and the regulatory process. The decision on which bits will be devolved down will be made by the Secretary of State and the NHS in consultation with the local areas that want the extra powers. I hope that helps the hon. Gentleman.
ParlaMint-GB_2015-10-21-commons.u360	I would press for further clarity. I understand what the Minister says. The point I am trying to make is that if a local area says, “We think we are best able to provide particular services and responsibilities in a particular way” and NHS England, for example, says that it is not prepared to relinquish those responsibilities, we need a means of mediating that clearly and unambiguously. The assumption should be that the powers will go down to the local area if it wants them—subject to standards.
ParlaMint-GB_2015-10-21-commons.u361	I take the hon. Gentleman’s point. I am not sure, however, that we can be more prescriptive on the face of the Bill. The hon. Gentleman is describing the process by which an area says, “We think that, in addition to the functions already devolved, other things need to be devolved to help local health services work together”, but it is difficult to envisage the circumstances in which NHS England would say, “Well, no you can’t”. At the moment, most are working collectively in any case, so this is a matter for local decision making and agreement between the parties involved. I do not think we can say more than that directly in the Bill at this stage. The whole process of devolution will fall into disrepair if there is continual conflict between an area that says, “Look, we think we can do this”, and a central authority that says, “No, you can’t, there’s no point in that given the process we are going through”. The provision of safeguards is about ensuring that NHS England can be confident of devolving powers, because ultimately the regulatory powers and the safeguards should ensure that patients and constituents are protected by national standards remaining the same. That is how I envisage it working.
ParlaMint-GB_2015-10-21-commons.u362	My right hon. Friend has talked a great deal about the safeguarding of NHS provision. Can he reassure me that the social care element will be protected by the same level of safeguards?
ParlaMint-GB_2015-10-21-commons.u363	Yes, in that the regulatory powers of the CQC and the safeguarding inspection regime will be retained for the social care element that is covered by a devolution deal. Again, the whole point is to give as much flexibility as possible to areas that want to exercise their powers to deliver services differently, with the reassurance that there will no compromise in relation to key standards—not that that would be wished for in a local area, and not that it would be anticipated by any of the devolving powers Following discussions with Greater Manchester and other local areas, we are now taking the opportunity to make available further options in legislation for combined authorities and local authorities to work together with clinical commissioning groups and NHS England across a wider area—such as Greater Manchester—to improve the integration of services. Those options will sit alongside the powers provided by the Bill to devolve a range of powers and functions that are currently exercised by Whitehall departments or bodies such as NHS England to a combined authority or a local authority. Crucially, wherever responsibility for NHS functions is delegated or shared in this way, accountability will remain with the original function holder, whether that is NHS England or a CCG. The original NHS function holder will continue to be accountable via the existing mechanisms for oversight, which ultimately go to the Secretary of State, who retains ministerial responsibility to Parliament for the provision of the health service.
ParlaMint-GB_2015-10-21-commons.u364	I apologise for the fact that I have only just come into the Chamber for this part of the debate. I have been on Front Bench duty in Westminster Hall I am interested in what the Minister is saying about the Secretary of State’s oversight of devolved health in Greater Manchester, which is clarifying one of the issues about which I know a number of Greater Manchester MPs are concerned. May I ask, however, whether any thought has been given to coterminosity? In the case of most of the functions that have been devolved to Greater Manchester, there are coterminous boundaries with the 10 metropolitan boroughs. The NHS is slightly different, in that one of the CCGs—one of my own CCGs, Tameside and Glossop—extends to Derbyshire as well, because Glossop is not part of Greater Manchester.
ParlaMint-GB_2015-10-21-commons.u365	I know the area well, and I know exactly what the hon. Gentleman is referring to. Yes, that is part of the consideration, but it is essentially part of the consideration of the combined authority. Not only will it have to devise the working of its services within the confines of what is commonly known as Greater Manchester, but it will have to recognise that some of the provision of those services is carried out by those with cross-border responsibilities, and work something out with the adjoining areas. Nothing in the Bill speaks to that, because it does not relate to what I am discussing—the control of standards and the like—but the hon. Gentleman is absolutely right. That is part of the process that people will be going through.
ParlaMint-GB_2015-10-21-commons.u366	The Minister has said that the Secretary of State will retain overall control.
ParlaMint-GB_2015-10-21-commons.u367	Not overall control.
ParlaMint-GB_2015-10-21-commons.u368	If something goes wrong in the delivery of care, where does the buck stop? Does it stop with the Secretary of State, or at local level?
ParlaMint-GB_2015-10-21-commons.u369	I have read the report of the debates in the House of Lords on exactly this topic, because there was a lot of confusion. My understanding is that it depends on precisely what the breakdown is. Let us suppose that the breakdown, or failure, is in the way in which services have been put together by the combined authority. This is purely off the top of my head, and does not refer to anything of which I have any current knowledge. Let us suppose that there was a dispute between two constituent areas of Greater Manchester, one of which claimed that there was some inequity between the service that it was receiving and the service being received by the other. It might be claimed, for instance, that the combined authority’s decision was somehow disadvantaging Ramsbottom in favour of Bramhall. In the event of such a dispute, the buck would stop with those who were making the decisions locally, and that is the combined authority. The matter would not go anywhere near the Secretary of State. What the Secretary of State retains responsibility for is the standards and whether or not there has been a breach of NHS duties in relation to anything that falls within his own overall responsibility. So the buck still stops with the constituent authority that is delivering the service. In relation to a CCG that is not performing properly, the buck will stop with the CCG, not the combined authority. If there is a lapse of standards in anything connected with the NHS, ultimately the regulators govern that and the Secretary of State would be responsible. But if it is a decision being taken by those who are responsible for the new combined authority to do with where services go and it is within their remit, it will be a matter for them—the buck will stop with them. The short answer, therefore, is that where ultimately responsibility lies depends on where the breakdown is, but it is clear in relation to each of the services and it does not mean anyone can evade their responsibilities.
ParlaMint-GB_2015-10-21-commons.u370	I think my right hon. Friend the Member for Leigh (Andy Burnham) had a better definition of what the Minister is trying to say. He said it is the Secretary of State’s responsibility to set out the “what”, and the “how it is delivered locally” is for local commissioners or the combined authority in the case of Greater Manchester. The “what” remains with the Secretary of State; the “how” is devolved to the local area.
ParlaMint-GB_2015-10-21-commons.u371	I think between the hon. Gentleman’s right hon. Friend, me and the Secretary of State we have probably got where we need to get to in relation to this. I wanted to make clear that there will not be a confusion of who is responsible for what; someone is ultimately responsible for each bit, but who is responsible in each particular case depends on where the breach is.
ParlaMint-GB_2015-10-21-commons.u372	I want to return to the question of coterminosity, which my hon. Friend the Member for Denton and Reddish (Andrew Gwynne) referred to. In west Yorkshire, which is where I am from, the local Pontefract hospital goes across from west Yorkshire as far as York, almost—into Selby. If a combined authority with an elected mayor emerges in west Yorkshire, some of the hospital services for which that person will be responsible will be provided to people who have not had the opportunity to vote for him or her as mayor or for the combined authority. Where does accountability lie? Here is a situation where somebody is responsible for services outwith the area that has elected him.
ParlaMint-GB_2015-10-21-commons.u373	If the mayor was to have responsibility for the services—that is not the proposal for Greater Manchester—the mayor would only have responsibility for the services within the combined area. Anything beyond that would still fall within the remit of those who commissioned services in that area. The decision as to—[Interruption.] That is right: the hospital in that circumstance may well have two bosses because the CCG would be responsible for the whole lot and it would have to come, by agreement, to a decision as to what was being provided within the combined area as well as outside the combined area. So the CCG remains responsible for what it is delivering, but it decides as normal with those to whom it is answerable—in one area it has become a different authority and in another it remains the original one—what services they should provide. The overall security for the quality of what the CCG is providing is maintained by the national regulator, which supervises, and it is ultimately for the Secretary of State to make sure the NHS guidance and duties are not breached, but it is a matter for local decision how this coterminosity is dealt with, because it will occur in more than one area. Certainly, however, I cannot see that legally a CCG outside a combined authority could have any direct line of responsibility to somebody inside the combined authority who is making decisions not about their area. That is how that would work.
ParlaMint-GB_2015-10-21-commons.u374	If there are two adjacent mayoral operations, both taking responsibility for a hospital that is crossing the mayoral boundaries—which is now quite possible it seems to me—is not that a recipe for complex management for the people managing the hospital, and how would those contradictions be resolved?
ParlaMint-GB_2015-10-21-commons.u375	In the first place, they could decide not to devolve at all. Part of the process will involve those in the combined authority and in those authorities next to each other deciding how to deliver the services. There is a choice. This is all voluntary, and if people want to do it they will work out a way. It is not very different from what has driven the authorities in Greater Manchester together in the first place. These are places that work across boundaries, and agreement will have to be reached on the delivery of the services. Constituents in one area could say, “Hold on a minute! Are we going to lose out over this?” They will make their decisions collectively on what they will pool and what they want. That is no different from what will happen in the areas that will be split. If people cannot agree, there will not be an order that could possibly be signed off. This will work only when there is a conviction that people have made the appropriate decisions. That is a matter for local agreement, and that is where all of us, as local politicians, get involved. So unless people are convinced that the processes are right, there will be no point in signing anything off.
ParlaMint-GB_2015-10-21-commons.u376	I welcome the devolution of some health and care services to local areas. My hon. Friend the Member for Denton and Reddish (Andrew Gwynne) recalled our manifesto pledges for the “what” and the “how”, and I have a lot of concerns about the structural changes that might come as a result of all this. As has been mentioned, Bristol, an area of nearly half a million people surrounded by more rural areas, has two major acute hospitals, both of which offer a range of services, including highly specialised ones. I would like the Minister to say something on the issue of specialised commissioning. Patients are drawn from across the south-west; one hospital draws half its patients from Bristol and the other half from neighbouring South Gloucestershire. Two different clinical commissioning groups are involved, and a plethora of different organisations are involved in both the commissioning and the provision of services. In an earlier exchange on this type of devolution, the Minister sometimes talked about the provision of services and sometimes about the commissioning of services. It would be helpful to understand the devolution aspects: are we talking about provision in the new marketplace or about commissioning, and how will we bring those two things together? That is problematic for us in Bristol I am a former board member of a primary care trust and I spent many happy hours discussing the correct configuration of primary care and CCGs in Bristol—whether it should be a stand-alone Bristol or not. We started off with Bristol divided into two and we then talked about doughnuts. The Minister missed an earlier discussion involving the hon. Member for North East Somerset (Mr Rees-Mogg), who wanted to make sure that Bristol stayed Bristol and did not include other areas. [Interruption.] That was a shame, because it is always a joy. We never quite resolved that issue, and similar issues are applicable to many other cities and city regions. I fear that the approach being taken could make an already difficult situation for Bristol much more difficult The Minister and I were both at the King’s Fund discussion last week about devolution and health, and I think it was people from Manchester who talked about the fact that they had to bring 38 different organisations around the table to talk about some of these matters. My concerns relate to further structural reorganisation. Given the organisations involved and given the situation in Bristol, I wonder how I, as a patient on my pathway from prevention through primary care to community services, hospital care and possibly specialised services, would understand who is really accountable for that pathway. As we know, we can map a pathway but people do not always map closely to that. In general, I welcome this move, but of course we have concerns about financial stability, particularly of those hospitals and of wider community services. At last week’s King’s Fund event, as was quietly pointed out, we do not want a situation where money is moved from GP services into fixing potholes. We need to be very concerned about such things.
ParlaMint-GB_2015-10-21-commons.u377	It is a pleasure to serve under your chairmanship, Mrs Main. I rise to make a few brief remarks in support of this clause and the Government amendments. Clearly, the direction of travel that is outlined is desirable in health and care terms. The amendments will put in place clear safeguards to deal with national regulatory structures, which are there to protect patients and to ensure that the quality of care is universally high throughout the whole country The importance of devolving health and care at a local level is something that we have often talked about in this place, but we have sometimes struggled to find the legislative mechanisms to make it happen. These powers will be a desirable step forward in encouraging a more integrated model of health and care. We often talk about how we can move the focus in many parts of our health service towards delivering more services in the community and a more preventative approach to healthcare. Clearly, this Bill is a big step in that direction By 2018, we know that there will be 3 million people with three or more long-term health conditions. Many of those people will require support not just from the health service, but from adult social care services, local voluntary and charitable organisations and, in the case of some people with special educational needs, education services. It is vital that we properly link and join up the services that are in place to support these people. Personalised care and mechanisms of support are often found at a local level, which is exactly what this devolution is about Other measures have been put in place to integrate better adult health and social care, including the better care fund, which was part of the Care Act 2104. The coalition Government also introduced some strong measures to improve the provision for children with special educational needs. But these measures go further and allow more bespoke and personalised local solutions to be put in place to support people with more complex care needs. Importantly, they also recognise that parts of the country are different in terms of not just their geography, but their cultural make up and their demographics. That is particularly important when we talk about devolving health and care. We know that some city areas have high black and minority ethnic populations with specific healthcare needs. These measures will put us in a much better place to help such areas support those communities, as well as more rural areas, in dealing with the challenges of an ageing population and increasing numbers of people with complex healthcare needs This Bill is an important step forward, which builds on many strong measures that have already been put in place over the past few years by both the coalition Government and the previous Labour Government. We all believe in integration and in the need to bring healthcare services closer to the individual and make them more personalised. We know that there is too much duplication in the health service and in adult social care, which costs money. That money should be going to the frontline, but duplication often gets in the way of front-line professionals helping patients. This is a big step forward in allowing local health economies and local areas to put in place the right mechanisms to support the people they look after.
ParlaMint-GB_2015-10-21-commons.u378	First, let me echo the words of the Minister and pay my own tribute to my colleague, Michael Meacher, who sadly died today. I was born and bred in his constituency, so he was my MP for a long number of years. He was greatly respected in the constituency and will be very, very sadly missed I wish to start by echoing the words of my hon. Friend the Member for Nottingham North (Mr Allen) who said that we need to get this Bill right. The proposals for health devolution raise a great number of questions, which I hope we will deal with in a constructive manner, as we need positive outcomes. Labour Members are concerned about overlapping areas, coterminosity, and cross-border responsibilities, and they have been highlighted by my hon. Friends the Members for Bassetlaw (John Mann), for Denton and Reddish (Andrew Gwynne), for Hemsworth (Jon Trickett) and for Bristol South (Karin Smyth). We need some clarity about how the devolved responsibilities will work in practice.
ParlaMint-GB_2015-10-21-commons.u379	I thank the hon. Member for Heywood and Middleton (Liz McInnes) for putting the Opposition’s case clearly and providing me with an opportunity to explain why these measures are so important and, I hope, give reassurance. I start by reminding the Committee that this is an enabling Bill, so nothing in it will force anybody to do anything. Ultimately, if local areas want to take the opportunity to apply for devolution, including the devolution of health services, they can do so, but they will not be forced to do so. Control and standards will be exercised by Parliament in securing the deals. Within that wide remit, I will come to the hon. Lady’s questions, but first let me answer a few specific points that have been raised The hon. Member for Bristol South (Karin Smyth) and my hon. Friend the Member for Central Suffolk and North Ipswich (Dr Poulter)—I thank him for the work he did in the Department, which I follow—in a way put both sides of the argument. In a sense, the Government cannot decide some of the issues that both my hon. Friend and the hon. Lady raised. My hon. Friend believes that where these opportunities are used for greater integration and for the best, services will be smoother and able to deliver more locally what people want. Of course, as the hon. Lady pointed out, there will be disputes within each individual area about what might be best for it. A devolution deal will make sense only if decisions have been taken locally and agreement has been reached on how to move forward. If not, I cannot imagine the hon. Lady or her area wanting to support them. Central Government cannot make all the decisions that will ultimately be taken by a group of authorities working together. Some of that will have to be decided locally, rather than at the centre. I will talk in a moment about the check that is made before anyone agrees to transfer anything. Let me make specific reference to specialised services, which are of particular interest to the hon. Member for Bristol South. NHS England may make arrangements with local partners for the commissioning of specialised services. Those arrangements will be subject to NHS England having regard to certain considerations on their appropriateness in the particular commissioning area. They might involve delegation to local partners, or NHS England might decide to work together with its local partners, who must include at least one clinical commissioning group and a combined authority, or at least one local authority. In all cases, the local partners in an arrangement must exercise the function jointly. That will allow local commissioners to shape services to best meet the needs of their local populations and make it easier to integrate specialist services with other health and social care services. However, NHS England will remain accountable for the delivery of specialised services. It will remain bound by its existing duties to promote the NHS constitution on reducing health inequalities and on effectiveness and efficiency, and to exercise its functions with a view to securing continuous improvement in the quality of services, along with its other overarching duties. NHS England has confirmed that it will be part of any arrangements concerning specialised standards, but national service standards that it sets for the provision of these services will continue to be required. Although there is provision in the Bill to devolve certain specialised services, the control, security and safeguards of the NHS remain. However, it will be possible if it is considered the right thing to do.
ParlaMint-GB_2015-10-21-commons.u380	I am grateful for that clarification. My concern then would be who the Minister sees as driving the development and improvement of, particularly, the specialised commissioners. We are talking in fairly transactional terms about who might be contracting or who might be accountable but, as he will appreciate, these services, as well as others, require a long lead-in time and a lot of consideration owing to their very technical and, by definition, specialised nature. Who is driving this forward—the local group, if they so choose, who may not have the expertise, or the Department?
