ParlaMint-GB_2015-10-26-commons.u1	1. What support her Department offers to kinship carers.
ParlaMint-GB_2015-10-26-commons.u350	I agree with everything my hon. Friend is saying, although I am slightly alarmed by his statement that the shadow Cabinet is a semi-public meeting Surely the harmonisation of tax fails on two fronts. First, different countries treat these products at the higher rate, the lower rate or at no rate. Secondly, on equality of treatment, is my hon. Friend able to think of any other product that is taxed so discriminately that it affects only one half of the population of the European Union, who just happen to be women? Is that not the most discriminatory and iniquitous measure that the EU has come up with?
ParlaMint-GB_2015-10-26-commons.u351	My hon. Friend makes an interesting point and raises the spectre of a case to bring before the courts—perhaps even the European Court of Justice—on the basis of discrimination. Perhaps that would be one way of resolving this particular problem I am shamelessly using this example as an opportunity to make a far broader and more important constitutional point.
ParlaMint-GB_2015-10-26-commons.u352	I am glad the hon. Gentleman has admitted to his own shame, because it seems somewhat shameful to fudge the issue. We may not have all the powers to change the situation, but this House has an opportunity to send a clear message to Europe on something that is very wrong and about which so many people feel strongly. I cannot believe that the hon. Gentleman is using that as an excuse to not support us on an issue for which there is clear cross-party support.
ParlaMint-GB_2015-10-26-commons.u353	I point out to the hon. Lady that my name is on new clause 7. I support it, but I will wait to hear what the Minister has to say before deciding whether to vote against my own Administration. I am sure she will understand that. There have not been many rebellions among the SNP yet. The point about being a political party in this House is that we are all individuals and we are all allowed to do what we choose. In fact, that is our responsibility.
ParlaMint-GB_2015-10-26-commons.u354	Surely what this really boils down to is that the European institutions intend to—and actually do—tax women on these products in order to get the money to run the very system that is discriminatory.
ParlaMint-GB_2015-10-26-commons.u355	Our problem with the EU’s VAT directives is that they are a one-way street. Once the EU has adopted powers to regulate a particular tax, that power cannot be taken back by the member states. We are then left begging the EU as to whether we can set the tax rates for which the British people vote, as opposed to setting them ourselves. It strikes me as ironic that the Scottish National party wants independence from the United Kingdom in order to do its own thing, but it is happy to go on giving up more and more power to the European Union, so it will have even less freedom and less voice than it has in the UK The problem is that once VAT rates on any product are set above 5%, the European Union does not allow any member state to reduce them to below 5% again. We therefore have an anomaly whereby there is a zero VAT rate on sanitary products in the Republic of Ireland because it has never charged VAT on them. Had we started from the principle of charging no VAT on sanitary products, we would be in the same position as Ireland, but because we already charged it we cannot take it away. What a mess.
ParlaMint-GB_2015-10-26-commons.u356	I wonder whether the hon. Gentleman recognises all the good things the European Union has done for women. As somebody who has had to suffer periods and pay this unfair tax, I was also afforded maternity rights that I would never have had if it had not been for some of the pressures exerted by the European Union.
ParlaMint-GB_2015-10-26-commons.u357	I certainly acknowledge that what has happened in other member states has influenced what has happened in this country, but the hon. Lady enjoys no rights in this country that we could not have afforded ourselves through our own political processes. The question of the possibility of leaving the European Union is about taking back control over those policies, not deciding them in a different way from that which she would like. Long may we continue to agree on the importance of equal rights for women in as many areas as possible—in fact, in every area that we can possibly legislate on.
ParlaMint-GB_2015-10-26-commons.u358	Does my hon. Friend agree that this tax is very unfair because it is not about the equality of sexes? The tax is not equal because men do not need any of these products. If we had thought at the very beginning that this would impact on women only, I am sure people would have thought much harder about putting tax on sanitary products, which every woman, mainly, needs for a long period in their life. It is not fair.
ParlaMint-GB_2015-10-26-commons.u359	I entirely agree with my hon. Friend. It is a deeply discriminatory and unfair tax.
ParlaMint-GB_2015-10-26-commons.u360	rose—
ParlaMint-GB_2015-10-26-commons.u361	I am not going to give way again I congratulate the hon. Member for Dewsbury (Paula Sherriff) on tabling new clause 7. She may be a little surprised at how many Members support it, but, sadly, we have to have this debate not because it is the British Government’s policy to levy the tax, but because it is the EU’s policy to do so. That is a fundamental freedom and control that we should bring back to this House in the future.
ParlaMint-GB_2015-10-26-commons.u362	I feel the need to make all sorts of declarations of interest in this debate, having used sanitary products pretty much all my life I wish to pay credit to a number of women who have brought this subject to the House over the years. Without women in this place, I am certain that this issue would never have been raised, although I am delighted that so many men interested in Europe are in the Chamber to talk about it. Dawn Primarolo, a working-class woman brave enough to dare to speak up in Parliament about the taboo subject of women’s periods back in the year 2000, should be commended Today, when such topics are far easier for us to discuss, I have already received a number of sideways glances from colleagues around the estate on speaking about the subject and there is a certain desire among Conservative Members to say the word “products” instead of tampons. I know from speaking to my right hon. and learned Friend the Member for Camberwell and Peckham (Ms Harman) today that, at the time, it was considered vulgar and even shameful that Ms Primarolo brought forward the subject. She was brave. Today, our brave woman prize goes to my hon. Friend the Member for Dewsbury (Paula Sherriff). Regardless of what has been said on the other side of the House, doing nothing achieves nothing It is completely ridiculous that women are taxed, even at a 5% rate, for a product which, in my experience, is more than essential. The fact that we still have the tax is probably down in no small part to the fact that most of the people in the House and in our sister Parliaments all across the EU do not have wombs. The reason why we must force the Government to have a conversation with our European partners is that, without force, I fear that they will be too squeamish to talk about women’s periods. But they should not be: every person in the House exists only because their mother had a period. Today, with half term, Parliament has been teeming with children—my own have been on the slides in Portcullis House—who all exist only because their mothers had periods. It is nothing to be scared of, and nor should any man or woman ever feel that we should not talk about periods Such a revision in taxation may seem a marginal change, but it would make a huge difference to the women in this country. Having worked in a women’s refuge, I know that the things we had to stock up on the most—because they presented a challenge to the budgets of the women in our care—were nappies, tampons and sanitary towels.
ParlaMint-GB_2015-10-26-commons.u363	Does my hon. Friend agree that VAT is a very unequal tax and that it hits the poorest women in our communities hardest?
ParlaMint-GB_2015-10-26-commons.u364	I totally agree. When you have no money left, having fed your kids and paid your bills, the cost of a product such as Tampax is a real issue for people Let me be clear: tampons and sanitary towels are essential, and everyone in the House knows it. I will not tell how I know it. I am sure there are plenty of mishaps that the women in the House could all talk about, including no doubt those that have happened even on these Benches. This tax is a tax on women and girls. I started my period when I was 10 years old, so I have paid the tax for 23 years. If the House will excuse the pun, it is a bleeding scandal.
ParlaMint-GB_2015-10-26-commons.u365	This problem of taxation on tampons and other sanitary products is one that, quite rightly, excites a great degree of anger and controversy, but the solution to the problem is uncontroversial. It is perfectly obvious that we are all agreed in the House that we should get rid of the tax on tampons and other sanitary products. The reason why this is a subject of interest to so many is that the House is of course prohibited from doing so by EU law.
ParlaMint-GB_2015-10-26-commons.u366	Will the hon. Gentleman clarify why he thinks that purchase tax, which was also applied to tampons before our entry into the European Community, was not similarly egregious to women?
ParlaMint-GB_2015-10-26-commons.u367	Of course that tax was similarly egregious to women. I am happy to say that I was born in 1971, so I hope the hon. Lady will forgive me for not taking responsibility for decisions made at that time.
ParlaMint-GB_2015-10-26-commons.u368	I am just trying to help my hon. Friend. He was not old enough to have voted at that time. Actually, I was not either—just. If we still had that tax in place and we were not in the EU, we could alter it. That is the problem.
ParlaMint-GB_2015-10-26-commons.u369	Indeed. That is precisely the point. It is not because we are spinning-eyed nutcases that we wish to get excited about Europe; it is because we find, again and again, that the European Union obstructs us from solving real problems in people’s lives On this occasion, it so happens that the hon. Member for Dewsbury (Paula Sherriff) deserves all our congratulations on forcing the issue. I am very glad that my name appears on new clause 7. I must say that those who are attacking us for signing the new clause are probably going some way to diminishing the support they will receive. We are all in the House because we wish not to send messages but to take action that serves our constituents. I would like to break the news to some Members of the House that approximately half the electors of Wycombe are in fact women, and I am very happy to do the best I can to represent them in this place It seems to me that there are five courses of action available to the Government. The first is to do nothing. That is clearly untenable. We are in the House today because doing nothing is untenable. Some course of action must be taken to resolve the problem.
ParlaMint-GB_2015-10-26-commons.u370	On a point of order, Mr Deputy Speaker. In the other place not two minutes ago, their Lordships voted for a Labour amendment to in effect kill off—[Interruption.] Not for 100 years has the House of Lords defied this elected House. This is a serious matter, and I ask you or Mr Speaker to make a statement to protect the rights of the elected representatives—not just for us, but for the people of this country.
ParlaMint-GB_2015-10-26-commons.u371	Sir Edward, as you well know, it takes both Houses to agree. The subject has come before this House and I am sure that this is not the end of the matter, but you have certainly enabled us to be informed.
ParlaMint-GB_2015-10-26-commons.u372	Further to that point of order, Mr Deputy Speaker. The very fact that the hon. Member for Gainsborough (Sir Edward Leigh) raised that point of order in the manner he did underpins the importance of Members of this House—I believe the majority of them are also opposed to the changes—trooping through the right voting Lobby to ensure that there is in fact an alignment of opinion between the two Houses, even though the Government Whips colluded last week to ensure—
ParlaMint-GB_2015-10-26-commons.u373	Order. I am not getting into a debate on the merits or not of the subject. I have given my answer and I am sure that all hon. Members have taken it on board. I want to get back to the debate. We still have a lot of speakers to come.
ParlaMint-GB_2015-10-26-commons.u374	In ascending order of difficulty, there are another four things the Government could do. The first is to do what new clause 7 would impose on them, which is to negotiate within the existing EU framework to deliver a zero-rating on tampons and sanitary products. The second would be to renegotiate the power to set such taxes. I commend that to the Minister, and I hope he will comment on the Government’s willingness to repatriate all tax powers, particularly VAT, back to this country. The third is to legislate, notwithstanding the European Communities Act. It seems to me that that would be a bold move, but I would certainly support it to end the problem swiftly, and I hope that Members on both sides of the House would support that. The final thing that could be done would be for us to leave the European Union and, as my hon. Friend the Member for St Albans (Mrs Main) said, decide for ourselves in this House matters of taxation that apply to all our constituents This evening, I want to listen extremely carefully to what my hon. Friend the Minister says. It is quite clear that we can no longer go on saying that this issue of the taxation of tampons and sanitary products is too difficult to push through all the member states and the European Commission. Clearly, action must be taken that is robust and dynamic. I must say to those who criticise us for being Eurosceptics that we know we are taking a risk. Unlikely as it seems, the Commission and the member states may well rise to the occasion and solve the problem. Well, good on them if they do. I should be very glad indeed to see no tax on these products right across the European Union.
ParlaMint-GB_2015-10-26-commons.u375	I imagined that the hon. Gentleman and some of his colleagues would welcome the Government’s being able to report to the House in February or March next year whether it was the Commission, other member states or poor negotiating powers that had failed to achieve this measure. Would he not welcome such transparency?
ParlaMint-GB_2015-10-26-commons.u376	I remind the hon. Lady that I have added my name to the new clause. My point is that this situation cannot continue any longer, and I hope the Minister will say that the Government accept the principle that tampons and sanitary products should be zero-rated. I hope they will explain why they are not able to bring such a measure before the House, and that the Minister will commit robustly to advancing this cause in the interests of women in the UK and across Europe this year and in future. We should get the whole thing cleared up as soon as possible.
ParlaMint-GB_2015-10-26-commons.u377	It is genuinely a pleasure to follow the hon. Member for Wycombe (Mr Baker). However he got to support the new clause tabled by my hon. Friend the Member for Dewsbury (Paula Sherriff), I am grateful, because tonight we have an opportunity to make progress on this issue I am also pleased to see the hon. Member for Harwich and North Essex (Mr Jenkin) and hear his story of our meeting back in 1993—more than 20 years ago. That offers a parable for tonight’s debate, and an opportunity for the hon. Member for Stone (Sir William Cash) to have hope when it comes to difficult issues. The hon. Member for Harwich and North Essex is right to recall that, as a newly elected MP, he came to my school to speak to the girls on a wet afternoon, and got a grilling from one member of the sixth form. I am sad that the debates we had about child poverty and access to further education did not make such an impression on him, but I am delighted and genuinely humbled to hear that he took the issue that we raised back to the then shadow Cabinet for debate. As he knows, at the same time my headteacher threatened to exclude me should I ask the MP any more difficult questions The parable that I think that offers for negotiations in Europe is simple: we may need courage to raise difficult issues with a respected authority figure, but—I say this to the hon. Member for Stone—look at what happens when such issues are raised. People who we think might disagree with us, in fact turn out 20 years later to be champions for social and progressive change.
ParlaMint-GB_2015-10-26-commons.u378	In 1993 we were conducting the entire Maastricht referendum in order to get the results that the hon. Lady wants on this particular matter. At that time, we realised that if we did not sort out the European Union properly, we would never get the kind of equality that she is now demanding.
ParlaMint-GB_2015-10-26-commons.u379	The idea that if we do not ask a question we shall never find out the answer is an issue that is on point tonight, and one reason why this eminently reasonable and sensible new clause should garner support from across the House. This debate has not happened at the European level, and, given what happened 20 years ago, my point is that when we ask such questions and challenge people, we can be amazed at the results we secure This debate is not about VAT or even the European Union. I recognise that the hon. Member for Wycombe was too young to take part in the vote to join the European Community, but my point in mentioning the purchase tax is that it is a bit of a red herring to think that this is about the European Union. Tampons and sanitary towels have always been considered a luxury. That is not by accident; that is by design in an unequal society in which the concerns of women are not treated as equal to those of men. Even if we were not in the European Union, there is every possibility that a purchase tax would be applied to sanitary towels and tampons but not to other products.
ParlaMint-GB_2015-10-26-commons.u380	Will the hon. Lady give way?
ParlaMint-GB_2015-10-26-commons.u381	Go on then.
ParlaMint-GB_2015-10-26-commons.u382	The International Development (Gender Equality) Act 2014 was nothing to do with the European Union. Some of us believe passionately in the same sorts of arguments that the hon. Lady is putting forward, and that is by no means exclusive to issues of the European Union.
ParlaMint-GB_2015-10-26-commons.u383	I will come on to issues of gender and equality on an international level, but I give the hon. Gentleman warning that I will not take any more interventions from him unless he uses the terms “sanitary towels” and “tampons”. It is important to use appropriate wording in the House The inequality that women have faced in having to pay this tax has existed for generations. The question for us all is what we can do to change that, which is why I add my name to those who have congratulated the former Member for Bristol South, Dame Dawn Primarolo. She is a hero to many of us for her persistence in fighting to reduce the rate of VAT on sanitary towels and tampons in the European Union in 2000. I have talked to her at first hand about those negotiations—she had to use the appropriate terms and explain that if we did not resolve this issue, men and women could be sitting next to each other, with women experiencing their periods and the difficulties that can come from that, but without that same protection because of the cost of these products. Her work was visionary Talking to Dame Dawn Primarolo, it became clear that this is not about VAT rates but about VAT descriptions. I am looking forward to hearing what the Minister has to say about this, because there is common agreement that we wish to resolve this issue and a recognition that in 2015, a tax on women—a femitax, a vagina tax, or whatever we want to call it—is unfair. The issue can be resolved not necessarily by considering VAT rates, but by considering the way that VAT is described and ascribed to certain products. That is where the inequality has come from—the concept of what is a necessity.
ParlaMint-GB_2015-10-26-commons.u384	rose—
ParlaMint-GB_2015-10-26-commons.u385	I will of course give way to the hon. Gentleman. It is like 20 years ago.
ParlaMint-GB_2015-10-26-commons.u386	I do not remember the hon. Lady giving way 20 years ago. She was at the very fine Colchester county high school for girls, which is a grammar school. In parenthesis, I am delighted that, through the reforms we are pursuing, this Government are doing more for educational opportunities for the least advantaged than any Government in living memory. Why does the hon. Lady think that Dame Dawn Primarolo was unable to remove the 5% VAT on tampons and sanitary towels when she succeeded in reducing the things that we had discretion over? Why did she not take this initiative to the European Union? It was because she found that the Government of the day felt that they had other, more important fish to fry in their negotiations with the European Union. We should get away from such an unsatisfactory give and take to national interests by leaving the European Union.
ParlaMint-GB_2015-10-26-commons.u387	I thank the hon. Gentleman for mentioning the school that I attended. I was incredibly lucky to get there, having failed the 11-plus the first time I took it. I shall always be against selection because I recognise the benefits that I received from being able to take that exam a second time and get that education. That school taught me to do my homework, which is why I know that one of the rules and challenges of this issue is that zero-rated VAT is different from reduced rate VAT. At the time, Dawn Primarolo found that the issue was not about unwillingness but about the way that the rules on what a zero-rating—as opposed to a reduced rating—could be applied to had been changed. That is why she was able to secure a reduction in VAT to 5% from 17.5%—I am sure that the hon. Gentleman will agree that that was progress—but this issue is about the way that products are described I am sure that the Minister knows his history of value added tax, how a product is described and what is described as a “necessity”. It is important to have a concept of what is currently described as a “necessity” and is therefore zero-rated. I wonder whether Conservative Members will agree that when we change these definitions, progress can be made For example, Jaffa Cakes are zero-rated. I am not a fan of Jaffa Cakes—let it be known that if I am offered a Jaffa Cake, I will refuse. I do not consider them to be essential to my life; I can give or take them. I recognise that razors are zero-rated, and judging by many Conservative Members the opportunity to shave every day is a human right. They are cleanly shaven, and I am sure they would be concerned to be charged a higher rate of VAT. Pitta bread is zero-rated—we can probably all agree that that is a necessity. What is the kebab without a good pitta bread around it? It is a necessity. When we start looking at what is described as a “necessity” and what is a “luxury”, we see the inequalities in this debate. As I said earlier, those inequalities existed long before we joined the European Union and long before we started to work on value added tax The question for all of us is not how to have similar rates of taxation, but how to recognise the similar descriptions. That is the way that this issue can be resolved in the European Union. It is also why working with our colleagues in other countries matters to us. I come back to the concern expressed by the hon. Member for Stone about gender inequality, because he is absolutely right: our sisters in France are paying 20% on their tampons and sanitary towels because they do not have the reduced rate. This is therefore not about sanitary towels and the rate of taxation across the European Union; it is about the way in which different countries have interpreted the concept of necessity and essentials.
ParlaMint-GB_2015-10-26-commons.u388	rose—
ParlaMint-GB_2015-10-26-commons.u389	I have been very clear with the hon. Gentleman. Unless he is prepared to talk about the actual products that we are discussing, I will not take any more interventions from him, but if he is indicating that he can say the word, I will happily give way.
ParlaMint-GB_2015-10-26-commons.u390	With respect to the question of sanitary towels and tampons, may I simply make this point? I recognise that the hon. Lady really knows what she is talking about, so I would like to know whether, in her experience, there is a similar problem internationally, outside the European Union, that perhaps comes from international organisations? Could she please explain whether there is anything in that?
ParlaMint-GB_2015-10-26-commons.u391	And people say that progress cannot be made in this Chamber or that there cannot be cross-party agreement! The hon. Gentleman is absolutely right. In fact, 10% of girls in Africa do not go to school when they have their periods because they do not have appropriate sanitary protection, so he is right to be concerned about this. What I am saying—let us see whether we can tempt him to make further progress—is that feminism should be without borders; in which case we should be concerned about inequality in the tax rates and VAT that our sisters pay in a range of countries, including those in the European Union Tonight we have an opportunity, here in the British Parliament, to show solidarity across the continent and make sure that this issue is part of the negotiating process. Because let us be honest, it was never part of the negotiating process in this House prior to joining the European Community. It was only part of the negotiating process because of Dame Dawn Primarolo. It is a red herring to think that this is about the European Union; rather, it is a recognition that the time has come to end these inequalities. Our sisters in France tried to bring forward legislation just this summer and were defeated. What a strong message of social progress we could send from the British Parliament today by passing this proposal and sending our Prime Minister to have that difficult conversation and to say, “How do we clarify the way in which essential items are categorised across the European Union? How do we make this work for 51% of our population?” I am sensing from the hon. Member for Stone that he does care about these issues deeply and does recognise the inequality. If he has frustration tonight, it is simply that he is not seeing progress happening quickly enough. Let me reassure him that, whether it takes 20 years or two hours of debate, it is possible to make progress. I urge him to support our new clause, so that we can send our Prime Minister to the European Union with something worth fighting for. We can all hear back from him in February whether he has made progress and been able to say to our French, German and Italians counterparts that tampons and sanitary towels should be treated as necessities in 2015. I am sure that when we hear that message from the Minister tonight, he will give us great succour—that he will use the appropriate terms and bring us all into the 21st century by supporting the new clause as well.
ParlaMint-GB_2015-10-26-commons.u392	May I give my respects to the hon. Member for Dewsbury (Paula Sherriff) for bringing this debate to the House? I have heard some very interesting figures this evening—in particular, that 250,000 people have signed previous amendments and discussion points about this issue over the years, and I know that there have been all sorts of discussions about this very issue for as long as I have been in Parliament I am not surprised that new clause 7 has attracted cross-party support, with many Members, both female and male, from the Government, SNP and, obviously, Labour Benches supporting it, and so they absolutely should, because this has always been, and will always be, a wholly illogical tax. We heard some interesting detail from my hon. Friend the Member for St Albans (Mrs Main). I would not know the difference between various products if they were laid out, yet some would be zero-rated and some would be taxed at the lower rate, although this is not just a female issue. I think she described some of these items as “Oops-a-daisy” products, and if there is a male “Oops-a-daisy” product, it would be zero-rated, so we can immediately see these anomalies in the tax system. Nappies have always been zero-rated because they relate to children. Indeed, one of the anomalies that we have enjoyed compared with much of the European Union—how long that will last, who knows—is that children’s products and food continue to be zero-rated, no matter how luxurious the food might appear to some.
ParlaMint-GB_2015-10-26-commons.u393	Order. The hon. Gentleman must remember that he is speaking through the Chair. I have made no proposals today.
ParlaMint-GB_2015-10-26-commons.u394	My sincere apologies, Madam Deputy. [Interruption.] You have taken me way off track now In conclusion, the hon. Member for Glasgow Central made an appeal earlier for a message or plea to come from this place to the European Union. I think we have heard that from many Labour Members, too. I am afraid this goes back to the very old times of taxation without representation. Messages are all very well, but surely this sovereign place should be able to choose to set the rate of sales tax or VAT on products such as tampons and sanitary towels. I am afraid that it rather reduces the status of this House to one of being a colony of old, pleading with an empire power.
ParlaMint-GB_2015-10-26-commons.u395	The Prime Minister has been traipsing around Europe of late begging and pleading with European leaders all around the place. Would it not perhaps have been useful for him to have raised this issue then and saved himself another visit?
ParlaMint-GB_2015-10-26-commons.u396	I certainly hope his visits around various European capitals have an awful lot on their agenda. Following today’s debate, I hope this issue will be one such item. The issue is one of exclusivity in setting VAT rates on products important to us in this place, not elsewhere.
ParlaMint-GB_2015-10-26-commons.u397	In response to the hon. Lady’s intervention, is not the point that there are so many issues we want our Prime Minister to raise in the European Union? There is an increasing number of myriad issues, such as how much contribution we make, the free movement of people and how we control our borders. It is these little things—I say “little” mistakenly, because of course it looms large as an equality item in our minds—that get set aside in favour of other things. This is a rotten way of running a continent.
ParlaMint-GB_2015-10-26-commons.u398	I agree with my hon. Friend. I hope progress can be made on very many areas, not least on this one We should not be like a colony pleading with an empire power. This is clearly a rate that should be set here. I thank again the hon. Member for Dewsbury for raising this issue, which, important in itself, has opened a Pandora’s box on who governs this country.
ParlaMint-GB_2015-10-26-commons.u399	I rise to speak to new clause 1, which also relates to VAT. I pay tribute to everyone who participated in the previous debate, particularly my hon. Friend the Member for Glasgow Central (Alison Thewliss) who, in Committee, was the first to raise this issue and moved new clause 2. At that time, we were favoured with support from the Labour Benches. They can look forward to us reciprocating that support this evening On Second Reading, I focused on the fire and rescue service and its punishment by the UK Government in relation to VAT. I should now like to focus in some detail on Police Scotland, which came into being in 2013. I should say that I have a prejudice in supporting the police, as I am a former academic adviser to the Scottish Police College, and have contributed in the past to training programmes for chief officers, police super- intendents and, most recently, crime analysts A key reason for the creation of Police Scotland was, according to the Scottish Government: “Establishing a single service aims to ensure more equal access to national and specialist services and expertise such as major investigation teams whenever and wherever they are needed.” Allow me to give a few examples of the effect of creating a single force. Assistant Chief Constable Malcolm Graham, speaking as recently as 29 September 2015, stated: “Since the advent of Police Scotland, every murder committed has been detected.” He is overly modest. Such has been the improvement in homicide detection that they have opened old, unsolved cases from when there were eight smaller forces and have already solved five of them. Police Scotland has improved the investigation of rape and sexual crimes across the entire country and is now able to treat rape as seriously as murder. The National Child Abuse Investigation Unit has been established as a specialist unit to support the investigation of complex child abuse and neglect across Scotland. Police Scotland has also been able to tackle intellectual property crime much more effectively, recovering about £20 million in criminal assets and making about 70 arrests. The result has been improvements on areas such as cross border co-operation and terrorism, as I discussed in Committee The Government, however, say we must abandon the improvements resulting from Police Scotland to satisfy some old rules established in the Value Added Tax Act 1994. Reflecting on the debate we have just had, this is one area on which the UK Government have it entirely within their power to act reasonably on a matter related to VAT. They have chosen to provide VAT exemptions to other public bodies elsewhere in the United Kingdom, while at the same time completely denying the right of the Scottish police and fire and rescue service to achieve an exemption Speaking to the Justice Committee of the Scottish Parliament last November, Chief Constable Sir Stephen House said: “I do find it bewildering that we seem to be the only police service in the United Kingdom that is charged VAT. None of the 43 forces in England and Wales pay it. And the answer seems to come back from the Treasury, ‘oh, that’s because you’re a central government organisation’. Well, you’ve got the Police Service of Northern Ireland, they don’t pay VAT. And you’ve got the National Crime Agency and they don’t pay VAT—but we pay VAT. I just don’t understand the logic of it and I frankly don’t think the Scottish public would understand it either.” Consider what the Government have been willing to do on VAT. At the stroke of a pen, the Government made central Government-funded academy schools in England exempt from VAT. For goodness sake, even the BBC does not have to pay VAT. When it suits the Government, and previous British Governments, they have little difficulty in allowing exemptions In Committee, the Minister said: “If the Scottish Government are now reconsidering their position and wish to discuss how the service can be eligible once again for VAT refunds, the Treasury will happily engage with them to advise.”––[Official Report, Finance Public Bill Committee, 17 September 2015; c. 24.] It is not the Scottish Government who need to reconsider their position, but the UK Government. Although we are talking significant sums for Police Scotland and the Scottish fire and rescue service—in total, in excess of £30 million per annum—it is a mere pittance compared with the overall UK budget. There is no economic rationale for continuing to deny VAT exemption. The Government seem simply to lack the decency to care about policing and fire and rescue services in Scotland. So much for the party of law and order. So much for the respect agenda. Its attitude has about it the stench of duplicity and blind prejudice.
ParlaMint-GB_2015-10-26-commons.u400	I was not going to speak in this debate, but I have decided to join in because it is a vital matter. I worked with other Opposition Members in this debate during the first day of Committee, when I was the sole representative of the shadow Treasury team. It was an important debate then, but I think we have really moved it on today. The hon. Member for Glasgow Central (Alison Thewliss) and my hon. Friend the Member for Halifax (Holly Lynch) spoke well on this subject in Committee, and I want now to touch on some of what they said New clause 7, introduced by my hon. Friend the Member for Dewsbury (Paula Sherriff), is an important new clause that has enabled a hard-hitting and sensible debate on the VAT rate for tampons and sanitary products. As others have said, they are not luxury products, but, as we noted in Committee, some bizarre products are VAT exempt. As my hon. Friend the Member for Halifax found out, alcoholic jellies, edible sugar flowers, exotic meats, such as crocodile and kangaroo, and the amazingly named millionaires’ shortbread are apparently all VAT exempt. I am sure everyone agrees that alcoholic jellies are a luxury product, while tampons and sanitary products, which are vital products for women, are not As I said, we had a good debate in Committee. My hon. Friend the Member for Dewsbury, the hon. Member for Glasgow Central and my hon. Friend the Member for Halifax all spoke well, and I support what they said, but what did the Minister say? I hope we can change how he feels about this matter. At the end of the debate, he said: “We are supportive and we would like the rate to be as low as possible”, which was very good and supportive, but he also said that “without wider EU reform and greater flexibility…it will be a challenge.” Importantly, however, he also said that “were we able to progress further, I would be sympathetic”.––[Official Report, Finance Bill Public Bill Committee, 17 September 2015; c. 26.] I think the Minister should be supportive, given that a number of his hon. Friends want him to be I wish to add my name to the list of those who have praised Dame Dawn Primarolo’s early campaign to reduce the VAT rate by 5% in 2000. Fifteen years ago, that was a brave thing to do in the House. Plenty of Members tonight have been willing to talk straightforwardly about this, but 15 years ago there were not as many women in the House and it would have been difficult to talk about. I am in her fan club and glad to thank her for the campaign she ran This VAT rate, which we have had since 2000, is unfair to women and families. It might be a challenge for the Minister to negotiate with the EU on this matter, but I hope that he and the Prime Minister are equal to it and can take it on. There have been many things they have been happy to challenge in their EU negotiations, and many of his hon. Friends have indicated that they also want him to take on this challenge. I am sure he is up to it, as he is well steeped in these matters, and it is clear from this debate that he has support from both sides. I urge hon. Members to support the new clause and give him a reason to take on this challenge.
ParlaMint-GB_2015-10-26-commons.u401	This debate is in great contrast to that taking place in the House of Lords. Here we are debating a cut to inheritance tax, while the unelected House is championing the interests of working people by doing something that many more Government Members should have done: put their consciences in their feet and marched through the correct Lobby We know from evidence already debated that the changes to inheritance tax will effectively cost the Exchequer £940 million by 2020-21. As the great Nye Bevan once said, “the language of priorities is the religion of socialism” To Government Members who ask where our priorities lie, I say: they will always be in championing the interests of hard-working people and trying to improve the lot of the low-paid. For this reason, new clause 9 would delete the Government’s proposed changes to inheritance tax. That says exactly where our priorities are and where they should be. It is humiliating for the Chancellor and Prime Minister, having claimed at the recent Conservative party conference to be these great centrist modernisers, that it is in fact the House of Lords that has had to do what the elected House of Commons should have done last week, and still has the opportunity to do in debates taking place tomorrow and on Thursday The “Conservative modernisation project mark 2” is now dead in the water, but let us remind Tory Members of “modernisation project mark 1”. We remember the Prime Minister promising “the greenest Government ever” when he was running with the huskies and hugging hoodies, yet here we see clause 45 of the Finance Bill, which will remove the exemption from the climate change levy for electricity produced by renewable sources from 1 August this year—it will be backdated. Conservative Members need to decide whether they are going to be the “true blue” Conservatives that we have seen represented in the unlikely forum of a debate on tampons and sanitary products, or whether they are the party of the centre ground and the working man and woman.
ParlaMint-GB_2015-10-26-commons.u402	My hon. Friend mentions his environmental credentials, which I share, and also mentions sanitary products such as tampons and sanitary towels. Does he recognise that menstrual cups and moon cups are more environmentally friendly sanitary products and should also be included in this debate?
ParlaMint-GB_2015-10-26-commons.u403	In this as in other respects, I have always favoured a woman’s right to choose. It is, of course, for women to decide which is the appropriate form of sanitary product. My hon. Friend is quite right that the moon cup does indeed have the environmental benefits that she mentions. I was glad to add my name in support of new clause 7 proposed by my hon. Friend the Member for Dewsbury (Paula Sherriff), which would tackle this issue. I am glad to see so much cross-party support, but I am disappointed to hear some of the language used this evening about our partners in Europe Apparently, according to the hon. Member for Harwich and North Essex (Mr Jenkin), this is the most iniquitous measure that the European Union has put in place. No wonder there is such representation in the Chamber. I hope that the Out campaign is not going to be predicated on VAT on sanitary products, as proponents are likely to find it a struggle to get wider traction. I find it objectionable that so many Conservative Members talk about negotiating with our European partners as “begging”. It is no different from our constituents coming to lobby us and having a reasonable conversation with us. If this is how the renegotiation strategy is going to work, we really are in trouble as a country.
ParlaMint-GB_2015-10-26-commons.u404	I do not know about the hon. Gentleman, but I am here because I had to stand in an election and my constituents have the right to vote me out. How can people vote out the European Union except by voting to leave in a referendum?
