ParlaMint-GB_2015-02-27-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-02-27-commons.u127	We have yet to hear my right hon. Friend the Member for North West Hampshire (Sir George Young) respond to the debate, but my amendment 20 provides that “nothing in this section shall authorise the expulsion or suspension of members of the House of Lords on the grounds of age, health or length of service” Does my hon. Friend agree that that safeguard should be the bare minimum?
ParlaMint-GB_2015-02-27-commons.u128	My hon. Friend is right. He anticipates my remarks, because amendment 20 is one I want to comment on, but I have not quite got to it yet. If he will show his customary patience, I will comment on it, but he is absolutely right I commend my right hon. Friend the Member for Banbury for amendment 15, which seeks to remove some of the uncertainty that will be introduced by the Bill. He is forensic when he looks through Bills and he has hit upon a good point. What constitutes public knowledge in relation to the Bill? All sorts of things are out there in the public domain somewhere, particularly in this day and age, with the internet and all the things one can find on Google. However, what is out there on some obscure blog or website might not be widespread knowledge When does something become public knowledge? Is it when it is out there somewhere and someone can point to a blog that was published somewhere or other? Could somebody use that as a defence and say, “Well, actually, it was public knowledge. It was on an obscure blog, which barely anybody reads, 25 years ago”? Alternatively, does it become public knowledge when it is much more widespread than that—perhaps when it is in the mainstream media? How can anybody be expected to know everything about everybody that may be out there in the public domain? Amendment 15 would be helpful because it would remove some of that uncertainty I do not know whether this is the intention of my right hon. Friend the Member for North West Hampshire (Sir George Young), but I suspect that the phrase “was not public knowledge before that time” might well be used by people as an escape route. The purpose might be to deal with what might be called the Jimmy Savile issue, but people like Jimmy Savile might not even be captured by the Bill, because it could be argued that accusations and revelations were out there and were public knowledge beforehand, even though they might not have been acted on. It is therefore not entirely clear whether the Bill, as currently framed, will even catch out the people it seeks to catch out.
ParlaMint-GB_2015-02-27-commons.u129	My hon. Friend refers to the Jimmy Savile precedent. Of course, if Jimmy Savile had been alive when the allegations came to light, he would undoubtedly have been prosecuted and sentenced to a period of imprisonment in excess of one year. I am therefore not sure that thinking about Jimmy Savile is as appropriate as thinking about people who, historically, have committed much less serious forms of what might be regarded as bad behaviour.
ParlaMint-GB_2015-02-27-commons.u130	My hon. Friend is right. He shows why the Bill is unnecessary and perhaps dangerous. He returns me to my initial fear, which is that people will be expelled for doing things that do not warrant expulsion, just because the tide of public opinion has gone in a different direction In an intervention, I mentioned tax avoidance. Somebody might have taken part in activities that were perfectly legal at the time and, in fact, seen as acceptable behaviour. Their actions might not have attracted any controversy at all at the time but, as public opinion changes, they might subsequently be seen as unacceptable. The person will be judged on that basis and may well be suspended or expelled from the House of Lords not because they did anything illegal or anything that was seen as unacceptable at the time, but because they did something that had become unacceptable. I worry that that is the dangerous route we are going down with the Bill. I predict that we will be in that situation at some point if the Bill is passed in its current form, so amendments 8, 14 and 15 are important safeguards that I hope my right hon. Friend the Member for North West Hampshire will consider I promised to touch on amendment 20, tabled by my hon. Friend the Member for Christchurch (Mr Chope), and I do not intend to break that promise. Because he was being even more brief than normal, he did not expand on it in any detail. It states that “nothing in this section”—clause 1— “shall authorise the expulsion or suspension of members of the House of Lords on the grounds of age, health or length of service” I would like to think that all Members agree with my hon. Friend’s sentiment that people should not be expelled or suspended on that basis. He is right to be alert to the fact that if we do not tightly define the rules under which people can be expelled or suspended, we will open up the possibility, whether or not it is intended or likely, of people using the Bill as a Trojan horse to pursue a different agenda from the one that Members currently envisage My right hon. Friend the Member for North West Hampshire is a very reasonable man, and I am sure that he would not countenance anybody being expelled or suspended on the grounds of age, health or length of service. I am absolutely sure that that is nowhere near his mind. However, the point is not what is in somebody’s mind now, even the mind of the promoter of the Bill; it is how the Bill could be used at some future date if we do not define the rules tightly It may well be that because, as my hon. Friend the Member for Christchurch said, the size of the House of Lords has become completely ridiculous, people will look for an easy way to reduce the numbers. Of course, one of the easiest ways of reducing the numbers at a stroke would be to say, “Anybody above a certain age—you’re out. We’re going to take a particular point in time, draw a line, and if you’re on the wrong side of it, you’re out. If necessary, we’ll use these powers we’ve now got to enforce that new rule, because the public mood is that the House of Lords has got too big, and we’ve got to do something about it. This is the easiest way.” I really do fear that that could well happen. I am not saying that it will happen in the short term, but I can certainly see it happening in the medium term. People may pooh-pooh my hon. Friend’s amendment at the moment, scoff and say, “It’s absolutely ridiculous—that would never happen.” Well, let’s see.
ParlaMint-GB_2015-02-27-commons.u131	My hon. Friend raises an interesting point. I suppose it could also be argued that if society moved forward and thought that legislatures had to have an equal balance of men and women, there could be a cull of male peers.
ParlaMint-GB_2015-02-27-commons.u132	My hon. Friend is absolutely right, and he highlights potential unintended consequences of the Bill—it could be a useful vehicle for people to use in future for purposes that were never envisaged. People can scoff and pooh-pooh the points that are being made, but who knows what decisions people might want to come to in the future and how they might use the Bill as a Trojan horse to pursue that agenda Amendment 20, tabled by my hon. Friend the Member for Christchurch, is certainly worth considering, and I hope that my right hon. Friend the Member for North West Hampshire will examine it and see that there is a legitimate fear about how the Bill could be used in future. Nobody is trying to scupper the Bill; people are trying to improve it and make it what we all intend it to be. I would like to think that my right hon. Friend will see that we are trying to deliver what he envisages the Bill doing. I have not heard him disagree with any of the points that have been made; he just seems to think that the things being described will not happen. That is where we might have a slight disagreement.
ParlaMint-GB_2015-02-27-commons.u133	At the start of his contribution, the hon. Gentleman said that he would be brief. Is he now straying into the uncertain waters of misleading the House?
ParlaMint-GB_2015-02-27-commons.u134	Order. I think that is a job for me.
ParlaMint-GB_2015-02-27-commons.u135	Looking at the clock, I have been speaking for 21 minutes, which, as a regular attender on a Friday, Mr Deputy Speaker, you will agree is brief—to be honest, I contend that that is more than brief, but we all have our own standards. I will not say too many nice things about the hon. Member for Liverpool, Walton (Steve Rotheram) as it might not go down well in Liverpool—
ParlaMint-GB_2015-02-27-commons.u136	I think I can help. We need to get back to the amendment, not discuss the time as that is not a worry. I want to hear more about the amendment.
ParlaMint-GB_2015-02-27-commons.u137	As ever you are right, Mr Deputy Speaker, and I am sorry that I was led astray by the hon. Gentleman. It will not happen again The amendments deliver what we all want the Bill to do—that is how I view them—and I think they are useful in ensuring that we stick to what we think the Bill delivers, rather than go beyond that. I therefore hope that my right hon. Friend the Member for North West Hampshire will agree to them. The amendments are good, and should the opportunity arise I hope that my hon. Friend the Member for Christchurch will consider dividing the House on amendment 1. I would support him in that.
ParlaMint-GB_2015-02-27-commons.u138	I thank my hon. Friend the Member for Shipley (Philip Davies) for being so brief The Government oppose the amendments, but I will speak briefly because I want to give my right hon. Friend the Member for North West Hampshire (Sir George Young) the opportunity to push the Bill through today. Amendments 1 to 5 and 16 remove all references to expulsion in the Bill, thereby removing from the entire Bill the power to expel a peer. The Government do not support removing the power to expel. That power would allow peers to deal with particularly serious misconduct and would bring the disciplinary powers of the House of Lords more in line with those of the House of Commons We expect the House of Lords to need to use such powers rarely, as has been the case in the House of Commons, which has not exercised its powers to expel since 1954. Nevertheless, we think it appropriate for both Houses to have such a power in order to deal effectively with those who bring the House into disrepute.
ParlaMint-GB_2015-02-27-commons.u139	I have listened carefully to the points made by my hon. Friends in this debate, and particularly to my hon. Friend the Member for Christchurch (Mr Chope), who in Committee made it clear that he had reservations about expulsion. I have gone back to the sponsors of the Bill and had discussions with the upper House. If anything, the power to expel is almost more important to them than the power to carry on suspension beyond a Parliament, and it would strike at the very heart of the Bill if that provision were removed We already have powers to expel if someone is sentenced to more than a year’s imprisonment, but during debates in the upper House it was made clear that many breaches of the code of conduct would not be a criminal offence but are of sufficient severity to justify a Member of the House being expelled. The House of Lords wants the powers that we have to expel a Member if their conduct is unacceptable. Expulsion is different to suspension, and it is important that the upper House should have the power to expel because its Members cannot be expelled by constituents in the way that we can be. We should therefore think hard before we deny the House of Lords a power that it wants and sees as essential in restoring confidence in the institution—a power that the House of Commons already has.
ParlaMint-GB_2015-02-27-commons.u140	Can my right hon. Friend give some examples of where a power of expulsion is needed?
ParlaMint-GB_2015-02-27-commons.u141	My hon. Friend raised that point in Committee and I gave some examples that were used in the upper House such as repeated offences, for example, or a criminal sentence of less than a year. Members may take the view that that activity is unacceptable and that the Member should be expelled. Expulsion must be related to conduct, which is specifically mentioned in the Bill. Fears that someone might be expelled because they are a man or a woman simply do not arise because it must be related to their conduct My hon. Friend the Member for Shipley (Philip Davies) said that he was unhappy with some of the decisions made by the upper House. I understand that, but wonder whether his criticism applies to the decisions it has made when it has come to censoring or suspending its Members. My view is that that has been done fairly and impartially. His suggestion that a life peer might be removed by the leader of their party who appointed them would strike at the heart of the independence of the upper House—I wonder whether, on reflection, he wishes to pursue that line of argument As for the arguments on public knowledge, the key phrase is in line 15: “in the opinion of the House of Lords” There are real difficulties in defining public knowledge, and it makes sense to leave to the opinion of the House of Lords whether the conduct was public knowledge before. At the moment there is no time limit. In other words, anything that happened before the coming into force of the Bill is potentially within its scope. This is part of the process of rebuilding confidence. If a horrendous offence came to light that had happened before the commencement of the Act, is it right that the House of Lords should not be able to take any action? Far from bringing it into repute, it would bring it into disrepute.
ParlaMint-GB_2015-02-27-commons.u142	I am sure the Bill will get on the statute book before the end of this Parliament. In answer to the hon. Member for Liverpool, Walton (Steve Rotheram), who was saying that my hon. Friend the Member for Shipley (Philip Davies) had been speaking for 20 minutes or so, it is worth putting it on record that the Bill has got to this stage only because a number of us took the view that because it had been discussed properly in the other place it should be given Second Reading “on the nod”, as we say. The other side of that coin was that the Bill would be subject to proper scrutiny. This debate is part of that process of scrutiny It will not surprise my right hon. Friend the Member for North West Hampshire (Sir George Young) to hear I am disappointed with his response. I do not think he has addressed the specifics of the concerns that have been raised. It is all very well to say, “Let’s leave it to the discretion of their lordships”, but if the past is a guide to the future, when we leave people with power and enormous discretion quite often that power is abused. That is why it is very important to try to put proper safeguards in the Bill In a sense, my point was made for me very ably by my hon. Friend the Minister in his incredibly short response. It is notable that we have not had any response from the Opposition on either of the two groups of amendments. I do not know whether that means they do not have a view, or that they will be making up their policy later. The Minister said in his peroration that we must allow the Lords to take action against those who bring their House into disrepute. That expression is so easy to interpret in a very broad brush way. That is why I have been trying, so far in vain, to put something more specific in the Bill. In the circumstances, I hope we will be able to test the opinion of the House on amendment 1 Question put, That the amendment be made.
ParlaMint-GB_2015-02-27-commons.u143	Object Bill to be read a Second time on Friday 6 March. Jobs Guarantee Scheme (Research) Bill Motion made, That the Bill be now read a Second time
ParlaMint-GB_2015-02-27-commons.u144	Object Bill to be read a Second time on Friday 6 March. Terms and Conditions (Migrant Workers) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u145	Object Bill to be read a Second time on Friday 6 March. Fixed Odds Betting Terminals (Betting Shops) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u146	Object Bill to be read a Second time on Friday 6 March. High Cost Credit Services (Retail Premises) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u147	Object Bill to be read a Second time on Friday 6 March. Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Act 2014 (Repeal) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u148	Object Bill to be read a Second time on Friday 6 March. Firearm and Shotgun Licensing (Domestic Violence) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u149	Object Bill to be read a Second time on Friday 6 March. Personal, Social, Health and Economic Education (Statutory Requirement) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u150	Object Bill to be read a Second time on Friday 27 March. Tyres (Buses and Coaches) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u151	Object Bill to be read a Second time on Friday 27 March. Public Services (Ownership and User Involvement) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u152	Object Bill to be read a Second time on Friday 27 March. Armed Forces (Prevention of Discrimination) (No. 2) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u153	Object Bill to be read a Second time on Friday 6 March. Railways Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u154	Object Bill to be read a Second time on Friday 27 March. wORKING tIME dIRECTIVE (lIMITATION) bILL Resumption of adjourned debate on Question (23 January), That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u155	Object Debate to be resumed on Friday 6 March. Bat Habitats Regulation Bill Resumption of adjourned debate on Question (16 January), That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u156	Object Debate to be resumed on Friday 6 March. Defence Expenditure (NATO Target) Bill Resumption of adjourned debate on Question (9 January), That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u157	Object Debate to be resumed on Friday 6 March. Convicted Prisoners Voting Bill Resumption of adjourned debate on Question (5 December), That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u158	Object Debate to be resumed on Friday 6 March. Benefit Entitlement (Restriction) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u159	Object Bill to be read a Second time on Friday 6 March. Road Traffic Regulation (Temporary Closure for Filming) Bill Resumption of adjourned debate on Question (7 November), That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u160	Object Debate to be resumed on Friday 6 March. Illegal Immigrants (Criminal Sanctions) Bill Resumption of adjourned debate on Question (24 October), That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u161	Object Debate to be resumed on Friday 6 March. House of Lords (Maximum Membership) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u162	Object Bill to be read a Second time on Friday 6 March. EU Membership (Audit of Costs and Benefits) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u163	Object Bill to be read a Second time on Friday 6 March. Wild Animals in Circuses Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-02-27-commons.u164	Object Bill to be read a Second time on Friday 6 March.
ParlaMint-GB_2015-02-27-commons.u165	I rise to congratulate Deborah Coles and INQUEST on publishing an extremely important document entitled “Deaths in Mental Health Detention: an Investigation framework fit for purpose?”. INQUEST’s report focuses on the deaths of those detained under the Mental Health Act 1983. There are two sad truths. First, too many people are dying in mental health detention—on average more than 300 people a year in each year between 2003 and 2013. Secondly, there is no mechanism for independent investigation of those deaths Mental health patients have an absolute right to life, and that right must not be forgotten, abused or cast aside. That absolute right to life extends to the state having a positive duty to safeguard those patients from taking their own life. When there is a death in custody, the police have the Independent Police Complaints Commission to investigate it. The Prison Service has the prisons and probation ombudsman to investigate, but the NHS has nothing that could be classed as independent The Coroners and Justice Act 2009 clearly states that deaths in mental health detention that are “violent or unnatural” or cases in which “the cause of death is unknown” should be scrutinised at inquests before a coroner sitting with a jury. However, in almost all cases in the NHS, the relevant trust or care provider is the investigating agency, so we have the NHS investigating itself when someone dies while in its care. There are many problems with that One of the main problems is that coroners are reliant on the reports provided by the NHS body that is investigating itself when someone dies in its care. Also, families are too often excluded from the investigation processes conducted by NHS trusts, and the length of time that an inquest can take is enormously variable. Some can be done very quickly, resulting in families feeling railroaded; others can take years. One anomaly that needs to be addressed is that any inquest that takes a year and a half or more is deemed to have taken a year and a half. So an inquest can wait to be heard for five years, yet for the purpose of statistics it has been waiting for only a year and a half—that is unacceptable As I have said in this place on numerous occasions, there is inequality in representation: the agents of the state are represented by QCs funded by the taxpayer, whereas the families are pretty much left to their own financial devices. I shall return to that issue later. There is also a desperately poor collation of statistics on the type, number, frequency and features of these deaths—there is no transparency. INQUEST observes in its report that its “experience is that the practice of NHS Trusts in investigating these deaths, and the issues raised by them, is consistently falling short of the existing guidance” INQUEST reports that over the past five years it has been unable to identify a single independent investigation at the evidence-gathering stage following a self-inflicted death. INQUEST goes on to cite the following deficiencies in the process: a lack of family liaison with trusts following a death; families not being provided with any information about the investigation process or informed of their right to be involved in that process; no information being provided to families as to where they can find independent advice and support; families having little, if any, opportunity to raise concerns or questions; families not being provided with the terms of reference of an investigation; trusts refusing to provide families with the final versions of reports; and trusts failing to pass on a copy of the final report to the coroner. This situation is absolutely devastating for families and its impact on their morale cannot be overstated. It is wrong and something needs to be done. Sadly, the list I have read out is incomplete, but time prevents me from adding further points More generally, the superficial nature of investigations and the speed at which some cases move to the inquest hearing stage leave many families without any meaningful chance of establishing the circumstances of their relative’s death and, crucially, whether the death was preventable. As I said a few moments ago, there is another option for trusts keen to avoid their responsibility or owning up to their responsibility. One option is to push the investigation through extremely quickly, railroading people, but the other option is to drag its feet. As I said, an investigation that took five or six years to complete would still be deemed to have taken a year and a half when the coroner’s court reported. That is unacceptable Why is robust investigation so important? It is because our coroners generally rely on other agencies to gather relevant evidence before an inquest hearing, and have limited resources and powers to direct any initial investigations. So a coroner’s court will only be as good as the evidence provided to it. Therefore, it is currently the case that the rigour and thoroughness of inquests into deaths in mental health detention are ultimately dependent on the internal hospital investigation—the NHS investigating itself. The shortcomings in the current process mean that highly relevant evidence is often not identified, gathered and preserved, or, even worse, that the evidence-gathering process is influenced by those who have both control of the material and an interest in the outcome. INQUEST states: “This incomplete or tainted evidence then flows through the inquest system and is effectively ‘fruit of the poisonous tree’” So if we are to continue with the current discredited system—I hope we are not—at the very least NHS trusts and health care providers need clear guidance, not just on the form of their investigations, but on who is responsible for undertaking them. Ultimately, what we need is the independent investigation of deaths, along the lines of the investigations undertaken by the Independent Police Complaints Commission and the prisons and probation ombudsman. We need an independent investigation that involves the families of the deceased, which, at its conclusion, produces a rigorous investigation report that is published and made widely available. That and only that will allow for robust inquests that get to the truth At these inquests there must be equality of representation. As I said earlier, it is simply not acceptable for the agents of the state to be represented by QCs funded by the taxpayer, while the families of the deceased are means-tested to see what they can afford. Quite simply, if someone is in the care of the state, the state has a duty of care If we are to have the proper investigation of deaths in mental health settings, we need greater investigatory independence matched to a coherent data set on the number of deaths in mental health settings. These data should record age, gender, ethnicity, the location of the death and the type of death—for example, whether it was self-inflicted, restraint-related or from natural causes. As death rates by individual units or clinical commissioning groups are not published, the statistics currently available in the public domain do not enable identification and analysis of where deaths in mental health settings take place. Again, this lack of transparency must be addressed The lack of publicly available data is particularly concerning in relation to ethnicity, where there are significant concerns about the continued over-representation of black people in mental health settings and the coercive use of force that features in some of their deaths. I would like to take this opportunity to briefly congratulate and thank Matilda MacAttram of Black Mental Health UK on her fantastic campaigning in this important area. I see that the Policing Minister is on the Front Bench; I am sure that he will pass on his congratulations to Matilda as well.
ParlaMint-GB_2015-02-27-commons.u166	indicated assent.
ParlaMint-GB_2015-02-27-commons.u167	Perhaps most worryingly, it is difficult, if not impossible, to identify from the current statistics the number of children who have died in mental health settings. This is simply not good enough. Children are detained in mental health settings and sadly, on occasions, some of those children are dying while being detained. We really need to minimise that occurrence as a matter of utter urgency The Minister replying to this debate will know that deaths in custody—or, more accurately, deaths while in the care of the state—is the topic of much debate at the moment, with the Equality and Human Rights Commission publishing its paper and concerns earlier this week. That paper was launched in the House of Commons. There is growing concern, and it is clear that there is a demand from many quarters, across the United Kingdom—people with a stake in this issue—for decisive action to be taken. Although for the past 10 years the overall trend has been downwards, deaths in mental health settings still account for 60% of all deaths in state custody More than half the deaths in mental health settings are ascribed to natural causes, but this in itself is a cause of concern, because the descriptor “natural causes” may mask deaths where contributing factors include the side effects of high-dose, multiple medication on the individual’s physical health. There is too much uncertainty hidden under the heading of “natural causes”, and it will stay that way until in-house investigators are replaced by independent investigators and independent oversight; because in an ideal world, where there is a violent death —a death that involves suicide, the use of force or restraint—the default position should be for an independent investigation. In cases where natural causes are suspected, an independent body could review the initial findings of the NHS trust before accepting them or asking for more information, with a view to mounting a formal investigation. Seeing that the Policing Minister is here, I cannot let this occasion pass without saying that there is still widespread concern that on too many occasions police officers are being called to mental health wards—NHS environments—to restrain patients. Police officers are not trained to do that. I know this is causing the Minister concern; I know it is causing police officers concern. It should cause us all concern In conclusion, there is much work to be done to ensure that where a tragedy does occur in a detained mental health setting, there is a robust, independent system of investigation that gets to the truth, provides both closure and reassurance to grieving families and, through initiating changes in existing processes and procedures, prevents future deaths. I met some of the families last week who attended the launch of the INQUEST paper. It was a very sobering experience. These are good people who are seeking answers as to why husbands, wives—people they love—have lost their lives while in the care of the state. We need to be better at providing those answers.
ParlaMint-GB_2015-02-27-commons.u168	I congratulate my hon. Friend the Member for Broxbourne (Mr Walker) on securing this debate on the investigation of deaths in mental health settings. He has shown considerable interest in this area of policy over many years, and has championed the thorough investigation of deaths of people in custody settings. I commend him for his valuable work. It is important that he gives a voice here in Parliament to people who feel, on occasion, voiceless. He has spoken out on the human rights of those detained in custody, and of their families. He alluded to a recent meeting with some of the affected families, who I am sure are appreciative of his efforts on their behalf In my hon. Friend’s thoughtful speech, he stressed the need for vigorous and transparent investigations of deaths in all custody settings. He has highlighted to all of us the distress endured by the families of people who have died, especially when it seems that the death may have been preventable, and how important it is that mental health providers ensure that the investigation does not cause further distress. He also rightly highlighted the need for investigations to be held in a timely manner, and for families to be informed and involved throughout. It is important that investigation findings are clear and indicate what can be done to prevent future deaths, so that families have the comfort of knowing that their loved ones did not die in vain and that lessons have been learned My hon. Friend highlighted the report by the charity INQUEST, which calls for better investigations of deaths in mental health settings and makes a number of recommendations for change. I will turn to each of those recommendations and make comments, but I first wish to make some more general points about the ways in which the Government are trying to respond to the issue of mental health crises, and about work involving the police. It is good to be joined on the Front Bench by the Minister for Policing, Criminal Justice and Victims, who is showing his interest in this important subject Although today’s debate focuses on investigating the deaths of people detained in mental health settings, it is also important that we focus our efforts on preventing people from being detained in hospital and, where we can, diverting people with mental health illness away from police custody and prison. That is why this Government have invested £33 million this year in developing early intervention services for psychosis, and in supporting people in a mental health crisis to access the right care in the right place Last year, we published the mental health crisis care concordat, which is an agreement between more than 20 national bodies on the care and support that people need in a mental health crisis, and we are now working with local areas to ensure that they have local action plans in place for providing that support. We are investing an extra £35 million to develop and expand liaison and diversion services to ensure that people of all ages with mental illness who come into contact with the criminal justice system have their needs identified as soon as possible and are referred to appropriate mental health services.
ParlaMint-GB_2015-02-27-commons.u169	I am grateful to the hon. Member for Broxbourne (Mr Walker) for raising this issue in the House. Clearly, it is a matter of significance to our communities. Is the Minister aware of the excellent work being done by Greater Manchester police and by the chief constable, Peter Fahy, around the whole issue of mental health? Sir Peter is very concerned that his officers do not have the necessary skills—this is exactly what the hon. Gentleman said in his contribution—to deal with many circumstances, so the pressure on the police forces is intense. I am delighted that the Policing Minister and the Health Minister are here today. A greater degree of integration at local level would be extremely helpful in ensuring that we get the right people in the right place with the right skills to support the people the hon. Gentleman mentioned.
ParlaMint-GB_2015-02-27-commons.u170	As ever, the right hon. Lady makes an extremely good point. My right hon. Friend the Policing Minister has confirmed that he has been to Greater Manchester and seen the work in progress. I will touch on street triage, which is an aspect of the work going on in this area, but first let me say that the right hon. Lady is absolutely right. As a constituency Member, I have been out on a Friday night with my local police’s rapid response team. Very caring young police officers have stressed to me the importance of not only equipping them with skills, but ensuring that they are not asked to do things that are not part of their core duties, and that they get proper support to deal with people in a sensitive way. The right hon. Lady’s point was very well made Police forces are piloting a street triage initiative, in which mental health professionals travel with police officers on patrol, providing on-the-spot help to people with possible mental health needs who come into contact with the police. There have been positive results in the Leicestershire pilot area, where street triage has led to a reduction in detentions under section 136 of the Mental Health Act 1983. I know from a Backbench Business debate a few weeks ago that that is an impressive reduction in detentions, and the right hon. Lady mentioned progress in her area, too We are also investing a further £30 million next year to further develop liaison psychiatry services to support people with mental illness in accident and emergency and when being treated for physical illness in a general hospital setting. As well as focusing on preventing people from being detained in mental health settings, we must also look at preventing avoidable harm and deaths when people find themselves in hospital. My hon. Friend the Member for Broxbourne mentioned that INQUEST’s report highlights the issue of suicides in mental health settings. Earlier this year, the Government announced our ambition for the NHS to adopt a zero suicide strategy to reduce dramatically suicides in health settings and in the community. At the beginning of the year, we also laid before Parliament the revised Mental Health Act 1983 code of practice, which comes into effect from April and strengthens our commitment to safeguarding the rights of people detained under the Act. The revised code of practice gives greater prominence to the need for better and more rigorous risk assessments, and for care planning that is centred around the patient and involves their carers and relatives wherever possible. That picks up on the well-made point from my hon. Friend about the need to involve families and to ensure that patients are treated in safe environments Let me turn to the recommendations in INQUEST’s report. The first concerned the system for investigating deaths and the matter of independence. Coroners’ inquests provide independent investigation, and we must consider the evidence carefully to inform how we improve the quality and independence of investigations in mental health settings. It is right that we focus on improving the way deaths in such settings are investigated. Clear guidance should be given to the NHS to improve the integrity and quality of investigations NHS England is reviewing the NHS serious incident framework, which describes how serious incidents, including deaths, should be reported, investigated and learned from to prevent them happening again. I understand that NHS England is finalising the guidance and have been advised that it is being reviewed by the chief nursing officer. This is an opportunity to re-emphasise the responsibilities of providers and commissioners by holding providers to account for how they respond to serious incidents, and holding commissioners to account for overseeing the response to ensure that it is objective, proportionate and timely Secondly, the report recommends the proper and meaningful involvement of families in the investigation of deaths, so that it is on a par with the way in which deaths in other custody settings are investigated. NHS England’s guidance on managing investigations in the NHS will set out the commissioner’s responsibility for ensuring that all those affected by an incident are involved, and that the investigation is conducted in an open and honest manner. The commissioner will also have the opportunity to inform the terms of reference of the investigation, and can consider and will be consulted on the investigation’s findings. The efforts to engage those affected by the incident should also be recorded in the response to the investigation. It is therefore essential that people should be able to not just liaise with the family, but demonstrate how they have done so, and record how they did it Thirdly, the report recommends the better collation and publication of statistics on deaths in mental health settings, including further details on the circumstances and characteristics of the death. I was struck by what my hon. Friend said about some of the uncertainties in this regard, and about the need for people to be transparent about something so important. I am aware that the Care Quality Commission is piloting ways to improve how it collects and analyses data, in partnership with NHS England. That can help to improve the way the CQC monitors the Mental Health Act I understand that the Care Quality Commission is looking at how it might link data from hospital episode statistics and from the mental health and learning disabilities data set to enable better cross-referencing of the information it receives through notifications of deaths, which should help it to improve the availability of data at a national level so that it supports policy responses to deaths in detention. That important work is ongoing Fourthly, the report recommended that coroners’ inquests be more robust. I have shared the report with the Ministry of Justice, and I am sure that the Chief Coroner will read it with interest. The fact that my right hon. Friend the Policing Minister is here on the Front Bench demonstrates that—
ParlaMint-GB_2015-02-27-commons.u171	And Justice Minister.
ParlaMint-GB_2015-02-27-commons.u172	Yes, he is wearing both hats today. He has confirmed that he will take this matter forward in the Ministry of Justice, and I am grateful to him for that. The fact that, in the last Adjournment debate of the parliamentary week, the two Departments most closely involved in responding adequately to these matters are represented by Ministers shows how important they are My hon. Friend the Member for Broxbourne might wish to raise his concerns about the robustness of inquests directly with the Office of the Chief Coroner. However, let me tell the House about another way in which the better use of data is helping in this situation. I understand that the Care Quality Commission is undertaking analysis of the information available from coroners’ investigations and inquests, along with other information it already receives on expected and unexpected deaths, which should help it to target requests from coroners better The Care Quality Commission is also working with the Coroners Society of England and Wales and the Office of the Chief Coroner to establish a memorandum of understanding, with the aim of achieving better working relationships and sharing of information. I am sure that my hon. Friend, having had the chance to highlight the importance of this issue today, will want regularly to ask questions, presumably in the next Parliament, about how this work is progressing and what the timetable is. Indeed, the Minister for Policing, Criminal Justice and Victims has heard his request for vigour and energy behind that work In conclusion, it is absolutely right that we should seriously consider how to improve the investigation of deaths in mental health settings.
ParlaMint-GB_2015-02-27-commons.u173	The reason independent investigation is so important is that people can be detained against their will under the Mental Health Act 1983. There needs to be some oversight of their welfare, and they need to be safeguarded, but it is difficult if that is provided only by the NHS, the organisation that is responsible for detaining them. That is why independent oversight and safeguarding is needed.
