ParlaMint-GB_2015-12-14-lords.u1	To ask Her Majesty’s Government whether they have plans to reform Sunday trading laws.
ParlaMint-GB_2015-12-14-lords.u237	My Lords, it is a pleasure to be able to support Amendment 67, which is crucial. At present, the disability employment gap means that disabled people are over 20% less likely than their counterparts to be in full-time employment. Employment has many benefits other than the obvious one of economic advantage. The recognition of your employment acts as an important societal signal, improving your reputation among your peers. Furthermore, in what the Prime Minister has termed the “global race”, the cost to the country of having unutilised human capital is immense. Quite simply, high levels of unemployment for the disabled are not something we can afford The new clause which Amendment 67 would introduce would nudge the Secretary of State into dealing properly with this issue, and laying out a clear strategy to close the disability employment gap. The current Secretary of State has made significant strides towards helping the disabled into work. It would also allow Members of Parliament and Peers to scrutinise the work done in this field separate from any other scrutiny of employment statistics which goes on. Some might argue that this is not required or that it is impracticable to have a separate report for disabled people but, as the amendment says, these people are, “marginalised from the labour force and require a specific focus”.
ParlaMint-GB_2015-12-14-lords.u238	My Lords, before I get to Amendment 62, I will comment on the range of amendments which other noble Lords have spoken to. Each of these has the aspiration of getting appropriate reporting requirements from the Government, particularly to address the challenge of closing the disability employment gap. We heard from the right reverend Prelate the Bishop of St Albans about the importance of reporting, particularly in the context of something such as the ESA WRAG. If that is going to challenge closing the employment gap then reporting is needed to make sure it is better addressed. He said that we have ignored for too long the aspiration of disabled people to work.
ParlaMint-GB_2015-12-14-lords.u239	My Lords, I start by addressing the amendments relating to self-employment, Amendments 61 and 66, tabled by the noble Baroness, Lady Donaghy. Amendment 61 relates to self-employment and the minimum income floor, and how it works within universal credit. Universal credit is there to support those on low incomes and ensure that work always pays. It supports self-employment where it is a realistic route to financial self-sufficiency, alongside other support available to help businesses However, the welfare system is not there to prop up unproductive or loss-making businesses. The minimum income floor is there to incentivise individuals to increase their earnings from their self-employment. Those subject to the minimum income floor are exempt from having to search for or carry out any other work, allowing them to concentrate on making a success of their business and maximising their returns up to and beyond the level of the minimum income floor. I should just point out that the changes to the national living wage mean that the pay of the competitor to the self-employed will go up, so in relative terms they have an opportunity also to increase their pay. The other thing that the minimum income floor does is address a loop-hole in the tax credits system whereby individuals can report little or zero income but still receive full financial support, which is neither a desirable or sustainable situation to maintain Amendment 61 seeks to allow for flexibility in the application of the MIF. This power already exists and provides a number of significant easements on when the MIF is first applied and the level it is set at. The most significant example of this is our exemption from the MIF, for up to 12 months, of claimants who are within one year of starting out in self-employment and are taking active steps to increase their earnings. Monthly reporting allows universal credit to be adjusted on a monthly basis, which ensures that claimants whose income from self-employment falls do not have to wait several months for an increase in their universal credit. Following a report from SSAC, we have put in big disregards on the surplus earnings on a monthly basis. This approach eradicates the overpayment and underpayment issue generated by the current system, which is done on assumed average earnings The noble Baroness was quite right that we need to make this work for particular groups. She picked out Equity, with which we do have regular meetings, to make sure that we understand not so much its concerns as the reality of the working lives of people within Equity and adjust to them. We are testing how to provide support for the self-employed and to help them increase their earnings, employing some specialised work coaches in a trial. We will test all this out as we roll out. The noble Baroness is, of course, well ahead of the game. The number who are self-employed among universal credit claimants is currently low. We need to monitor how all this works, including the implementation of the minimum income floor, as we roll out universal credit with more self-employed in it.
ParlaMint-GB_2015-12-14-lords.u240	The Minister is taking us through a series of reasons why he cannot give the granularity in the report that people seek. Given that the Chancellor said that it was his aspiration to have a higher-wage, low-welfare economy that benefits all, unless Parliament has some granularity in the metrics for assessing that progress, it sounds as though the Chancellor is setting his own aspiration and his own marking system. Everyone agrees that there has been a material change in the nature of employment over the last 10 years, which influences what people can earn and how they can participate in the labour force. If one aspires to a low-welfare economy that benefits all, we need to understand these trends and what is happening to people with disabilities, the self-employed, carers, people on zero-hours contracts and so on. The Minister seems to be listing why that cannot be provided.
ParlaMint-GB_2015-12-14-lords.u241	As the noble Baroness knows perfectly well, so I do not have to tell her, a lot of these issues are quite contentious and there is a lot of analysis going on, some of which takes many years to complete and to come to fruition. Our problem is that this commitment runs through the rest of this Government to 2020, and putting in some of the management information requirements that these amendments in practice look for is expensive and risks delaying universal credit, because we are on a tight timetable. I know noble Lords have a primary interest in seeing us move with as much speed as we safely can. We would probably not be provided with adequate information anyway, given the length of time it takes to get it into shape, to take us out to the 2020 deadline. I hope that has cleanly summarised why we are not objecting with horror to the prospect. We looked at it very deeply, but we have to use the information that is available and the extra information we are gathering to get this report to work.
ParlaMint-GB_2015-12-14-lords.u242	I am not trying to put an argument for deferring universal credit, and I understand some of the difficulties, but at the very least the Government should be able to commit to giving us an interim report on the progress they are making on these issues, so we can begin to understand the likely developments and how successful the Chancellor’s aspirations are.
ParlaMint-GB_2015-12-14-lords.u243	The whole point of our clause is that we will set out our proposals on how we intend to report on employment. Clearly, a lot of the thoughts expressed here and the specific requests and reasoning are pretty valuable to us as we develop how best we can do a good report on what is happening to our progress to full employment Our latest figures on NEETs are rather encouraging and show that around 14% of 16 to 24 year-olds are NEETs, which is the lowest figure on record. It is a constantly changing group, and many people leave the labour market for short periods between jobs, so it does not tell us, of itself, where we stand in relation to full employment. Zero hours—which I almost thought I would not talk about, because we always have a little snip at each other about it—is only 2% of the market and we have outlawed exclusivity clauses in those contracts. Over the past year, part-time work has been driven entirely by people choosing to work part-time, which might not have been the case in the depth of the recession. Again, it is a constantly changing group On some of the concerns expressed by the noble Baroness, Lady Drake, I sometimes feel I am living in a parallel universe. Employment growth has been dominated by full-time and permanent employment. It has risen in all regions since 2010. Underemployment is on the turn and going the right way. Wages are now growing quite a lot faster than inflation and temporary work in the UK is among the lowest, so the trends are a lot more encouraging than they have been. Given these arguments, and given that statistics on these issues are already widely available, I do not believe that specifying them in the report is necessary. However, I understand that full employment is not just about a particular percentage of working-age adults in work, and, as I have said, we will give further consideration to how this annual report can best reflect the diversity of labour. I apologise for the length of my response. I urge noble Lords not to press their amendments.
ParlaMint-GB_2015-12-14-lords.u244	I thank the Minister for his response, which I will read carefully in Hansard. I thank noble Lords who have taken part in the debate. In view of the time, I shall be brief. The point of this group of amendments to this important part of the Bill was to indicate that some of us do not think there is sufficient focus on these areas when the issue of social security comes into consideration. These are not add-ons. Like the Minister, we sometimes think we live in a parallel universe. It is not a question of propping up failing businesses; it is a question of some seasonal and fluctuating businesses wanting their annual income to be taken into consideration, so there is some fairness when they claim for social security. The Minister says that there is some flexibility already and the powers already exist, but I have to say there is very little evidence for that, apart from the grand announcement that those in the first year of business will be exempt Yes, the number of self-employed on universal credit is low, but if you see an articulated lorry thundering down the middle of the road towards you, you probably have an idea that you might get run over if you stay in the same place. All I am trying to say is that the establishment of a minimum income floor will cause trouble with universal credit in future—and it would be well to heed that warning. In view of the time, though, I beg leave to withdraw my amendment.
ParlaMint-GB_2015-12-14-lords.u245	My Lords, I seek clarification on an issue that was raised with me by a charity called Together for Short Lives, which represents parents and children with life-limiting and life-threatening conditions. The amendment is brief but the issue is this: I understand that children under three are not eligible for the higher-rate mobility component of DLA. I believe that the rationale is that children under three are generally not independently mobile, although anyone who has babysat a toddler might disagree. The assumption is that under-threes will have to be carried in arms, lifted into prams and buggies and from them into cars and car seats anyway, whether or not they have a disability For most children and their parents that is true, but Together for Short Lives points out that there are small numbers of children who need help and should have access to the mobility component of DLA. That is because there is a small group of children who depend on ventilators for survival, who may have one or more shunts and IV lines for feeding or drug administration, or other technologies that are life-sustaining. The children are in effect constantly attached to life-sustaining equipment that is often bulky or heavy. The child has to be placed in a wheelchair or medical buggy capable of carrying the equipment, monitors and so on, so that the lines and tubes can be securely attached to the child. Parents therefore need specially adapted or broad-based vehicles capable of carrying these small children, linked together with their decidedly not small equipment, securely. The children cannot easily be lifted in and out of cars like most children of their age I want to put to the Minister the case for why this small group of children needs the mobility allowance. Some of the children always have to be placed in a medical buggy or wheelchair when not in bed because they need postural support. These are heavy items. In addition to the life-sustaining equipment attached to them, most of these children require a variety of equipment to go with them wherever they are. This could include a spare ventilator and battery, monitors, oxygen supply, a mask, emergency tracheotomy kits and feeding kits. That is on top of the usual paraphernalia that all parents of children under three find that they need to carry with them at all times. The children cannot travel on public transport, because buses will not take oxygen bottles, and there is the inevitable risk of infection As well as being susceptible to infection, the children are often prone to medical crises, such as fitting, and their parents need to be able to get them to hospital immediately for life-saving treatment 24/7. If they do not have a car, the children may not be assessed as safe to live at home and will need to remain in hospital or a hospice. As well as being heart-breaking for families and their children, that could, of course, cost rather more than the higher-rate mobility allowance of £57.45 per week What would this all cost? As a result of the Welfare Reform Act 2012, disability living allowance has been replaced by PIP for people aged over 16, but DLA is still given to under-16s. This amendment seeks to open up access to the higher-rate mobility component of DLA for under-threes who require life-sustaining equipment as described above. I am told that there are nearly 49,000 children with life-limiting and life-threatening conditions, but only a very small proportion are under-threes who require life-sustaining equipment To establish how many might need this component of DLA, Together for Short Lives submitted a freedom of information request to the Department for Transport in 2014 to ask how many parents of children under three had asked for a blue badge because their child was dependent on heavy medical equipment or needed to be near a vehicle in case they need emergency medical treatment. It found that 1,530 children had blue badges. The wording of this amendment is aligned to the criteria for blue badges. If those figures are correct, the cost of giving all 1,530 children access to the higher-rate mobility component of DLA of £57.45 a week would be about £4.5 million. That is a small sum for DWP but would transform the lives of families with a child with a threatening or life-limiting condition What I have described feels to me like an anomaly—I cannot believe that the department intended this to happen. I hope that the Minister will give it a very careful response. I am sure that there cannot be anybody listening to this debate here or outside whose hearts would not go out to the children and families in these circumstances. I hope that the Minister agrees that I have made the case that babies and children under three who depend on big and heavy life-sustaining equipment to stay alive and/or have need for immediate access to transport for medical reasons should be regarded as having an additional mobility need and become eligible for the mobility element of DLA. I beg to move.
ParlaMint-GB_2015-12-14-lords.u246	I thank the noble Baroness for tabling the amendment and for providing that degree of clarity over its purpose. I must express my own empathy regarding the intention of what this amendment aims to achieve. There can be no doubt about the harrowing position of families with very young, severely disabled children. However, I find myself in the unusual situation of needing to reflect a position set out by the noble Lord, Lord McKenzie, some six years ago when he was the government Minister for Work and Pensions On that occasion, what was to become the Welfare Reform Act 2009 was being debated in Grand Committee. Noble Peers may recall that that Act introduced, by way of amendment in the other place, a new provision which now gives access to the higher rate mobility component of DLA to severely visually impaired people. In Committee a further amendment, in much the same terms or at least intended as the amendment we are discussing today, was introduced by the noble Baroness, Lady Thomas, who is not in her place today. On that occasion the noble Lord, Lord McKenzie, was sympathetic to the situation set out by the noble Baroness, Lady Thomas, but ultimately resisted the motion. He said that, “in this difficult financial climate, we need to consider carefully the potential cost of any such change … This amendment would, of course, result in additional costs” He estimated costs at that time to be around £15 million a year and went on to say: “This would obviously be a significant increase in what is, unfortunately, a difficult economic situation, and is simply not affordable in the current context”.—[Official Report, 25/6/09; col. GC 538.] I have never been sadder to have to agree with the noble Lord and to resist an amendment On the techie side, the amendment confers entitlement to neither the higher or lower rate of the mobility component. That is because the distinction between the two rates has been lost. There would also be some unintended consequences of the amendment—most notably that it would remove entitlement from the 16,500 children and adults who currently receive the higher-rate mobility component as a consequence of a severe visual impairment. However, I think that that is just a matter of drafting and I would not want to dwell on that issue—we could always sort it out The primary reason for there being a lower age limit for entitlement is that, while many children can walk by the age of three, not all will do so, regardless of disability, and few will be able to walk for any considerable distance. Age three therefore provides a reasonable boundary line between what may be considered developmental delay and walking difficulties arising from a disability or long-term health condition I think we can all agree that the majority of very young children, whether disabled or not, will need a considerable degree of support and help from parents and carers. Most parents will also be reliant on a range of bulky and possibly heavy items, such as prams or buggies, and items of equipment for feeding and changing. Nevertheless, I recognise that some young children with particular conditions may be heavily reliant on additional therapeutic equipment, some of which can be bulky and heavy. However, such technologies are improving all the time and in some instances equipment is becoming lighter, smaller or in other ways more transportable Despite the mobility component being unavailable to children solely on the basis of a need for such equipment, there already exists a range of provisions, financial and in kind, which can help support such children and their parents. For example, the care component of DLA places no restriction on how it can be used, and any entitlement to DLA can bring with it access to the disability premiums in the income-related benefits or tax credits. Parents may also be able to receive a blue badge for free parking if their child is reliant on heavy equipment or needs to be near a vehicle for treatment That, in turn, leads me to question the provision in the amendment which focuses on children who need to be near a vehicle for treatment or where a vehicle is used to transport them for such treatment. I question this for two reasons. The first is on the basis that the provision could help only those parents who already have use of a motor vehicle or who would gain access to one through the higher-rate mobility component of DLA. As I said earlier, the amendment is not clear in its intent regarding the rate at which children under three should become entitled, meaning that, by effect, it is also not clear whether such children would be given access to the Motability scheme and, in turn, a motor vehicle. Hence, the amendment as currently drafted would exclude families without access to a vehicle Secondly, I question this provision on a more practical basis. If a child requires emergency transportation along with bulky medical equipment, it is doubtful whether transportation by the parents would be a reasonable and practical expectation. Our emergency services, which are much better equipped in terms of medical training and suitable vehicles, are in place for exactly this kind of situation Finally, I must turn to the financial implications of the amendment, which are estimated to be still in the order of £15 million. Clearly, this amendment goes further than that debated previously and, in the time available, we have been unable to determine how many children could potentially be entitled on the basis of access to a nearby vehicle. However, patently that would add to what is already a significant extra cost burden and would further damage our capacity to stay within the welfare cap I am sympathetic to the broad intentions behind the amendment but, particularly now, the Government cannot accept it on the basis of the unfunded cost implications. Therefore, regrettably, I have to agree with the noble Lord, Lord McKenzie, and I urge the noble Baroness to withdraw the amendment.
ParlaMint-GB_2015-12-14-lords.u247	My Lords, before I withdraw the amendment, which I will do, can the Minister tell me how many children his costings are based on?
ParlaMint-GB_2015-12-14-lords.u248	I thought that I knew the answer to that, but I am a bit uncertain. I hope that inspiration is striking Sorry, it is not 1,600; 18,500 children under the age of three are in receipt of DLA and 5,500 children impacted.
ParlaMint-GB_2015-12-14-lords.u249	I am grateful to the Minister for that. I am grateful also for his thoughtful reply. When he reads Hansard, and given all that he tells us of his view of the current economic situation and how it compares to when my noble friend Lord McKenzie was in office, he might like to reflect on whether his own assessment may be different from that. However, I can see that the two men are obviously of one mind. I ask the Minister to think very hard. My noble friend Lord McKenzie has put his name to this amendment and is very much supportive of it I wonder whether the Minister might also be willing for his department to meet somebody from Together for Short Lives, perhaps with me. I think that they would like to be able to understand the basis of the arguments that he was making, not so much in terms of the money but in terms of other things.
ParlaMint-GB_2015-12-14-lords.u250	I would appreciate meeting them with the noble Baroness. I really regret what I have had to say.
ParlaMint-GB_2015-12-14-lords.u251	I thank the Minister for that. On that basis, I beg leave to withdraw the amendment.
ParlaMint-GB_2015-12-14-lords.u252	My Lords, before the noble Lord gets to his feet to move his amendment, I have had discussions with the Chief Whip and I am not terribly happy about us proceeding as late as we are. I do not think it is right or proper, particularly since a number of colleagues in your Lordships’ House are severely disabled and they are spending a lot of late hours working on this Bill. I am prepared for us to proceed with this group of amendments, but I hope that this debate can be relatively short, notwithstanding the importance of the issues. I hope colleagues will see sense in that; we should not be working as late as this on this sort of legislation.
ParlaMint-GB_2015-12-14-lords.u253	I say to the Opposition Chief Whip that the order of consideration was designed at the request of the Opposition, so that those who are severely disabled could participate in the debates in Committee at the beginning of business. I admit that, today, we have had other business to deal with. However, the truth is that we are still not at the point at which we were due to start business on the third day, which was Amendment 72. This House has a tradition that it tries to deliver the business. I understand that I need the support of the Opposition in doing that. I believe that we should complete one more group of amendments, which will take us past the normal hour for taxis but that is not unusual in this House. Given the unusual nature of the discussions that have taken place on this Bill, that is not an unreasonable thing to ask. I hope that the noble Lord—my “usual channels” partner—is prepared to accept my decision. We still have not reached the target we set ourselves when we discussed this matter earlier today.
ParlaMint-GB_2015-12-14-lords.u254	My Lords, given the time, I shall endeavour to be succinct and to the point. Nevertheless, Amendment 68 is important as it seeks to ensure that we receive a proper report from the Government on the various aspects of apprenticeships defined in it. I shall speak also to the other two amendments in the group The Government have set themselves an ambitious target of 3 million apprenticeships during the life of this Parliament. The challenge will be to ensure that they sustain quality as well as quantity. A recent report by Ofsted said that the expansion of apprenticeships has been a disaster, with too many poor-quality programmes that fail to give young people new skills or better chances of a job. The Chief Inspector of Schools, Sir Michael Wilshaw, accuses some employers of wasting public funds on low-quality schemes that undermine the value of apprenticeships. Indeed, a recent Channel 4 episode of “Dispatches” revealed exploitation of apprentices working for the retailer Next Poor-quality apprenticeships were particularly prevalent in retail, healthcare, customer service and administration according to the highly critical report from Ofsted. About 140,000 people started apprenticeships in business administration last year and 130,000 began healthcare apprenticeships. Standards were much higher in the motor vehicle, construction and engineering industries, where numbers were much smaller. So far, apprenticeships have not trained enough people for sectors with skills shortages, smaller businesses are not being involved and not enough advanced schemes leading to higher skills and wages are being created. Widespread concern has been expressed by business about the introduction and application of the proposed new training levy Amendment 68A, tabled by my noble friend Lady Nye, seeks to ensure accurate reporting of information in the areas of disability, gender and so on. It also contains an important point about the destination data for those completing apprenticeships Amendment 69 again draws to our attention the worrying situation for disabled people under the age of 25 seeking apprenticeships. We know that apprenticeships provide an excellent route into work for young people, including disabled people. However, too often apprenticeships are inaccessible to disabled people. The proportion of disabled apprenticeships has declined from 11.5% in 2007-08 to 8.7% in 2014-15. During the passage of the Bill, we would like to see further commitments from the Government to support more disabled people to participate in apprenticeships. This is why I welcome Amendment 69 I have a few questions for the Minister which I am sure she will enjoy. What steps is she taking to ensure the quality of apprenticeships and to prevent the exploitation of young people, recognising the damage this can cause to the reputation of apprenticeships, and the waste of public funds? What steps are the Government taking to ensure that all schools give career advice on apprenticeships, bearing in mind the need to encourage young women, black and ethnic minority groups and disabled people to recognise the advantages of apprenticeships as a career option? Bearing in mind that only 5% of youngsters aged 16 currently go into an apprenticeship scheme, how will she ensure that young people are made aware of their right to receive proper training and education in a safe working environment? What steps are the Government taking to expand the participation of small and medium-sized enterprises in apprenticeship schemes, given that only some 25% of them currently take on apprentices? Do the Government plan to expand the use of group training associations and ATAs? What will be the nature of and timetable for the introduction of the new training levy, which I presume will be accompanied by a statutory instrument and an impact assessment? I would be grateful if the Minister confirmed that. Finally, can the Minister comment on the future of UKCES, the United Kingdom skills body? I beg to move.
ParlaMint-GB_2015-12-14-lords.u255	My Lords, I shall speak to Amendment 69, tabled in my name, and to which I am delighted to see that my noble friends Lord Addington, Lord Low of Dalston and Lady Grey-Thompson have added their names in support. I also support Amendment 68, tabled by the noble Lord, Lord Young, and Amendment 68A, tabled by the noble Baroness, Lady Nye My amendment is intended to address the particular barriers faced by disabled people wishing to enter apprenticeships. It places a duty on the Secretary of State to lay before Parliament a report on the number of disabled people aged under 25 who are seeking apprenticeships in order to identify the barriers that prevent successful take-up. The amendment also requires the report to set out examples of good practice by employees and apprenticeship providers that remove such barriers I welcome the Government’s commitment to create 3 million apprenticeship opportunities over this Parliament. Apprenticeships provide an excellent opportunity for disabled students wanting to engage in vocational education alongside their non-disabled peers. For many disabled people, it will be the first time they experience mainstream employment and education. Apprenticeships introduce disabled people to the world of work in a supportive learning environment, which is much needed by young people who are facing additional barriers to entering the world of work. In addition, apprenticeships are crucial to the Government’s commitment to halving the disability employment gap—a central plank of their incredibly ambitious aim to cut the welfare budget In 2014, Disability Rights UK with the support of Barclays published a guide called Into Apprenticeships. It demonstrated through case studies that apprenticeships provide opportunities for young disabled people to secure training for employment. Such schemes also help employers to become “disability confident”. Noble Lords will recognise that this is also the name of a current campaign being supported by the Minister for Disabled People in another place to encourage employers to remove those disabling barriers. This will boost employment outcomes for disabled people. However, as I said when speaking to my previous amendment, I am sure that the Minister appreciates that awareness and education alone will not shrink the significant employment gap between disabled and non-disabled people. There must also be regular reviews of progress. Existing barriers that prevent disabled people from accessing apprenticeship opportunities must be removed. This is echoed by the Equality and Human Rights Commission in its recent report, Is Britain Fairer? The requirement for non-specific industry qualifications to access apprenticeships is one of the greatest barriers. In Peter Little’s 2012 report, Creating an Inclusive Apprenticeship Offer, he says: “Apprentices with LDD”—learning difficulties and disabilities— “are often disadvantaged due to the fact”, that functional and GCSE, “qualifications are assessed out of context. Thus an Apprentice working to the vocabulary and numeracy associated with a particular job may find it difficult to relate to a completely different set of language and numbers presented during assessment” There is substantive evidence that significant numbers of disabled people, especially people with learning disabilities, are prevented from gaining an apprenticeship certificate because they have not got GCSE maths and English. These requirements could so easily be replaced by the successful completion of work-related requirements such as the relevant industry-accepted vocational qualifications. The National Voice for Lifelong Learning, which has been working with the Government on apprenticeship placements, has said: “Some learners are more than capable of achieving the competence and knowledge based elements of an apprenticeship but, due to their learning difficulty are unable to achieve English and maths at the required standard. Until there is a relaxing of this rule disabled learners will continue to be disadvantaged in work and training”.
ParlaMint-GB_2015-12-14-lords.u256	My Lords, I support Amendment 69, to which my name is added. When I added my name, I received lots of really good examples of how apprenticeships can work for disabled people, especially when there was understanding of the needs of the disabled person and flexibility in some of the cases where it was required. As my noble friend Lady Campbell said, apprenticeships are really important. It is a massive opportunity for disabled people to develop their skills. But the barriers into apprenticeships can be very different from those into work, which is why this amendment is so important. One person who contacted me said that he wanted to offer an apprenticeship to a 19 year-old young man who has autism. The young man wanted a job and he was good with computers. He said that he wanted to get away from under his parents’ feet. He was offered an apprenticeship through a college. However, they then got stuck in the process of the assessments, which derailed everything. The college wanted to do the assessment in the college and not in the workplace, which made the young man feel very uncomfortable. He then went through this whole process of “dithering” and the young man pulled out because he could not get clear support for the opportunity he was going to be offered. It is a massive mistake and a real shame that young people are getting so close to being offered an apprenticeship but then feel that they cannot take it Another young man, who has a visual impairment, has lost out on two positions. He started working but lost out because his employers were unable to be flexible with the opportunity offered I have been sent many more good examples than bad examples; it is a shame that we are not using them. This amendment would provide an incredibly useful resource to help others and, if it is reported on in the right way, would help the Government achieve their aim of getting more disabled people into apprenticeships.
ParlaMint-GB_2015-12-14-lords.u257	Before I speak to Amendment 68A, I apologise for not being able to take part at Second Reading. I also take this opportunity to declare an interest as a trustee of the Young Women’s Trust, to which I am grateful for the briefing it provided My amendment calls on the Government to include in the report the number of apprentices disaggregated by protected characteristics. As I support the other amendments in this group in the name of my noble friend and others, I shall concentrate on young women and apprenticeships. The Government’s target of 3 million apprenticeships by 2020 is to be welcomed because they can be an important route to skills development and work for all young people, but only if they are of high quality and reach those such as the under-25s who are in the most need. It is also welcome that the Government propose to report on progress each year, but it is important that the information contained in that report is useful and not just a pat on the back for numbers going through the system. The report should identify areas where more attention is needed and inform policy development, because evidence shows that apprenticeships are not working as well for young women as they are for young men The Young Women’s Trust aims to improve the lifelong opportunities for young women aged 16 to 30 with few or no qualifications, who might be unemployed or in precarious or insecure employment and who are on very low or no pay. Because of a lack of understanding, the Young Women’s Trust undertook a year-long inquiry into the problems of young women who are not in education, employment or training. It produced a report called Scarred for Life?, which was based on consultations with young women and other interested parties, as well as polling conducted by ComRes The polling showed that young women work in fewer sectors than men. Two-thirds of female apprentices work in just five sectors, while the same proportion of men work in more than 10. Female apprentices account for fewer than 2% of apprentices in construction, 4% per cent in engineering and still only 12% in IT and telecoms, but 93% of early-years childcare and beauty places are female. The IPPR has said that traditionally masculine areas may receive better-quality training and these sectors also lead to better employment and further education prospects. As young women are less likely to receive training as part of their apprenticeship, they are more likely to be out of work at the end. This is compounded by other research which shows that employment gains from further education are generally not as great for women as they are for men The apprenticeship wage also deters women without parental support from applying. Young women say they understand the logic of earning less before being qualified but the pay is just too low to support themselves. Young women also receive less hourly pay on average than men; they could earn £2,000 less over the course of a year. Apprentice equal pay day was marked on 28 October—for the following 64 days, female apprentices would be working for free Young women also recognised that when apprenticeships worked well they were a good route into employment. However, they were concerned about how to meet their current needs while training. There is insufficient flexibility to balance apprenticeships and other responsibilities such as caring. They therefore have different priorities in considering apprenticeships Data from the Skills Funding Agency and BIS show that 90% of apprentices are aged over 25, with a greater proportion of women in that age group. It is therefore likely that they have been recruited from the existing workforce and that opportunities are not being provided to young people who are just starting out or who are NEET. These challenges prevent thousands of young women making the most of their potential as well as meaning that the wider economy and companies miss out on a vital source of talent Destination data are especially important in measuring quality. Apprenticeships are worth while only if they develop skills in all young people and provide a good route into employment. Young women are three times more likely than young men to be out of work after completing an apprenticeship. University education has long been assessed against destination data. Similar measures should be applied to apprenticeships if the esteem in which they are held is to be raised If the figures in the Government’s proposed annual report were disaggregated, it would also give added impetus to employers to develop a diversity policy for their apprenticeship schemes; to monitor the protected characteristics of their intake; and to work with careers services, schools and others to attract a diverse workforce, which I believe would command support from all quarters. Without any measurement of the quality of the apprenticeships, the jobs that might or might not follow, or the impact on the reduction of low wages, they offer no real route out of poverty I will listen with interest to the Minister’s reply to the questions posed by my noble friend, but, given the lateness of the hour, I will not add to them.
ParlaMint-GB_2015-12-14-lords.u258	My Lords, I have added my name to Amendment 68. The only thing that I wanted to add—all other noble Lords have eloquently put forward the reasons why there should be reporting obligations relating to apprenticeships—is that I note that gender is missing from the amendment. It was an oversight, rather than because we did not care passionately about this particular issue. Once again, I am pleading with the Minister: we really need to be able to differentiate between the different groups to see where apprenticeships fall and who is getting what apprenticeship. The noble Baroness, Lady Nye, made a very important argument relating to young women, but the same applies to disability, race and so forth. There are variations that we need to bottom out so that employers can then have appropriate strategies in place to address the anomalies.
ParlaMint-GB_2015-12-14-lords.u259	My Lords, I will speak very briefly in support of my noble friend Lady Nye, who has made such a good case about gender. She made most of the points I want to make, but I have been sent information by City & Guilds, which has done research into careers advice, which shows how gender-biased careers advice is channelling young women into a very gender-biased labour market. So it is being reinforced. It is crucial that the apprenticeship system does not reinforce and aggregate that gender bias which we have heard about from my noble friend. As other noble Lords have said, it is about not just quantity but quality. From a gender perspective, quality is about the sectors within which young women and young men are being channelled.
ParlaMint-GB_2015-12-14-lords.u260	My Lords, in the north-east I get to see apprentices in the car industry, the subsea industry, traditional industries such as stonemasonry, farming, and all kinds of sectors in schools. It is brilliant to be able to see them face to face, to meet them and talk to them. There are brilliant apprenticeships and we need to grow them. Therefore, the 3 million target is fantastic, but I have to say that where the Bill refers to, “information about the progress made in the reporting period towards the apprenticeships target”, which is simply the figure of 3 million, that does not give the information about the types of apprenticeship that there are. In the light of the previous comments, I add that in two particular manufacturing industries I went to there were fantastic apprenticeships with brilliant young men, but no young women at all. I am told that there have not been any. We need this kind of information to ensure that apprenticeships are of the quality and standard needed. Because of the lateness of the hour, I will stop at that.
ParlaMint-GB_2015-12-14-lords.u261	My Lords, I will attempt to respond to various points, but again, due to the lateness of the hour, I will try to keep my remarks brief. Where I do not respond to points I will endeavour to get further information to noble Lords relatively quickly The Government are committed to reaching 3 million apprenticeship starts in England in 2020. Clause 2 will place a duty on the Secretary of State to report annually on progress towards meeting that target. The amendments that have been tabled would place additional reporting requirements on the Secretary of State to publish a range of information as part of the annual apprenticeship reporting requirement set out in the Bill.
ParlaMint-GB_2015-12-14-lords.u262	My Lords, I thank the noble Baroness for dealing with all those questions without hesitation, repetition or deviation. That was a brilliant effort. I would like a bit more detail on some points and welcome her further comments. I am sure that I am not the only person in that situation. Although she gave us lots of assurances, given the importance of these issues I only wish that schools were applying those assurances in practice in relation to both careers advice and access by employers. My experience is that many are not doing that despite the legal obligations. Given that we have seen a statistical decline in the number of apprenticeships for people with disabilities, it would be useful if we could meet the noble Baroness to go through some of these issues. Nevertheless, on the understanding that we will look carefully at the response to the questions in Hansard, I beg leave to withdraw the amendment.
