ParlaMint-GB_2015-06-15-commons.u1	1. What plans she has to review the school funding formula.
ParlaMint-GB_2015-06-15-commons.u467	Amendments 19 and 20 have their genesis in the efforts of the Law Society of Scotland and seek to achieve much the same ends as those already outlined by the hon. Members for Caerphilly (Wayne David) and for Moray (Angus Robertson). On a very literal basis, clause 2 does implement the Sewel convention, which is why the word “normally” is in there. When Lord Sewel, during consideration of the Scotland Act 1998 in the other place, gave his undertaking, the word “normally” was used. However, as has become apparent from the comments of the hon. Member for Moray and others, the operation of the convention over the years has been very different—we now have DGN 10—and on reflection, with the benefit of pre-legislative scrutiny, it should be revisited in the terms before the House. I do not necessarily expect the Secretary of State to accept the amendments, but I hope he will acknowledge that this is a legitimate point that it would cost the Government nothing to adopt. It would be an indication that they are listening and of their good will New clause 5 is in the name of the hon. Member for Nottingham North (Mr Allen). I enjoyed the trailer for his Second Reading speech to the Human Rights Act abolition Bill—if we are ever to see it; it is notable, of course, that it was not in the Queen’s Speech. I hope that, having looked into the abyss and seen the myriad complications that would come from their proposal, the Government might find extensive and mature consideration necessary and that we might, in fact, never see that Second Reading.
ParlaMint-GB_2015-06-15-commons.u468	Incidentally, the draft of a written constitution done by the Political and Constitutional Reform Committee included the Bill of Rights The abolition of the Human Rights Act—or changes to it—was in the manifesto of the governing party, so it might feel that it ought to do it. Will the right hon. Gentleman reinforce the point, however, that, as we are proving this evening, good pre-legislative scrutiny on something so technical and detailed would prove an immense bonus to the Government in getting their proposals through?
ParlaMint-GB_2015-06-15-commons.u469	Indeed, that is the case. For all sorts of reasons, pre-legislative scrutiny is not always possible, but it ought to be the default in any sensible legislature The Secretary of State may intervene if I am wrong, but I understand that the Government have said they will not change the integration of the Human Rights Act in the 1998 Act and that it will continue to underpin the Scottish Parliament. Inevitably, then, any such change would not apply to Scotland. It is conceivable, however, that we might be left with a messy situation in Scotland where the Human Rights Act applied to some matters and not to others. I was practising in the Scottish courts as a solicitor when the Scotland Act came into force but before the Human Rights Act came into force across the whole of the UK. It meant we had to use a device known as a “devolution note” if we wanted to raise human rights matters in court. It was messy. It was necessary to get us through the year, but I do not want to go back to those days. Having a single regime of human rights protections that applies across the whole of the UK is absolutely necessary, and we tamper with it at our peril.
ParlaMint-GB_2015-06-15-commons.u470	On a point of order, Mr Crausby. It might help you to know that I will be requesting a vote on new clause 5 relating to the protection of the Human Rights Act in the Scottish context in due course after 10 o’clock.
ParlaMint-GB_2015-06-15-commons.u471	The hon. Gentleman’s point of order is noted.
ParlaMint-GB_2015-06-15-commons.u472	I am happy to respond to the points made and to restate, as I did on the previous group, that I will be meeting the Scottish Parliament’s Devolution (Further Powers) Committee next week, which will be an opportunity to explore some of the issues it raised in its report The Government’s starting point is that the Smith commission’s intention was not that the current constitutional position should be changed. Instead, the commission’s intention was that legislation should accurately reflect the political understanding of the convention, and that is exactly what I see the clause as doing Currently, the Government do not normally legislate in devolved areas without the consent of the Scottish Parliament. Clause 2 sets out that practice. In doing so, it puts on a statutory footing a convention that has been consistently adhered to by successive United Kingdom Governments. I understand the desire to put beyond doubt that we will seek the consent of the Scottish Parliament when legislating on devolved matters. However, in effect, amendment 56 seeks to limit the sovereignty of this Parliament by removing the word “normally” to state that the Parliament of the United Kingdom cannot legislate with regard to devolved matters without the consent of the Scottish Parliament In reality, the amendment would directly contradict section 28(7) of the Scotland Act 1998, which states that the section, which relates to Acts of the Scottish Parliament, “does not affect the power of the Parliament of the United Kingdom to make laws for Scotland.” The amendment would radically alter the way in which the practice was intended to operate as envisaged by Lord Sewel.
ParlaMint-GB_2015-06-15-commons.u473	The Secretary of State is making a compelling case for codification. On a number of occasions and in different ways, the House has limited its sovereignty, particularly in relation to the European Communities Act 1972. As I recall, there is judicial authority on that from the Factortame case. Surely he accepts that the mere act of putting a convention on a statutory footing is a change. For that reason, the adherence to the word “normally” is not appropriate.
ParlaMint-GB_2015-06-15-commons.u474	It is not a change to how things are normally done, but a change to how they are set out on the face of legislation. As part of the Smith process, it was clear that people wanted the convention set out in the Bill, but I do not accept that they want a change to the convention as envisaged by Lord Sewel.
ParlaMint-GB_2015-06-15-commons.u475	Surely not even the Smith commission wanted mere commentary to be dressed up as a clause. That is all clause 2 is—mere commentary. There is no binding or cogent constitutional governance in it.
ParlaMint-GB_2015-06-15-commons.u476	I answered the hon. Gentleman’s questions when he was part of the Constitutional and Political Reform Committee, and I understand the strength of his views, but it was the view of the Smith commission that the convention should be set out in such a Bill, which is what the UK Government are doing. It is a fundamental principle of United Kingdom constitutional law that the United Kingdom Parliament is a sovereign legislature. The people of Scotland voted last September to remain part of that United Kingdom. Therefore, it is right that this Parliament, while respecting the Scottish Parliament and its right to legislate, continues to be able to legislate for all matters without restriction on its sovereignty Furthermore, I believe amendment 56 is unnecessary. The Bill adopts the language that formed the basis of the Sewel convention. When Lord Sewel said that he would “expect a convention to be established that Westminster would not normally legislate with regard to devolved matters in Scotland without the consent of the Scottish Parliament”, he did not intend his words to carry a technical meaning. The same expectation exists in clause 2. The wording used will take the convention’s ordinary English language meaning. The Smith commission recommended that the Sewel convention be put on a statutory footing—no more, no less. That is what the Bill seeks to achieve. Accepting amendment 56 would be to go further than was recommended, radically alter how the convention was intended to operate, and attempt to limit the authority of the UK Parliament. For those reasons, I urge hon. Members to resist it Amendments 41 and 45 seek to make additional stipulations to the Sewel convention. I reiterate that the Bill already establishes that the UK Parliament will not normally legislate with regard to devolved matters without the consent of the Scottish Parliament. That convention operates effectively at present. The amendments would add unnecessary bureaucracy to the procedure. I do not believe that the statutory requirements that would be placed on Members of the UK Parliament by the amendments would add any value to a process that operates well, and that is being placed on a statutory footing by the Bill On amendments 19 and 20, and new clause 10, as I have said, the Bill adopts the language that formed the basis of the Sewel convention. As I said in previous remarks, when Lord Sewel said that he would “expect a convention to be established that Westminster would not normally legislate with regard to devolved matters in Scotland without the consent of the Scottish Parliament”, he did not intend those words to carry a technical meaning. We have established that the Bill clearly states that the UK Parliament “will not normally legislate with regard to devolved matters without the consent of the Scottish Parliament.” That is what the well-established Sewel convention does, and it has been consistently adhered to by successive UK Governments. We have had more than 15 years of good practice of the convention. It has not been breached. In the context of my earlier remarks, I do not accept that it could be. I believe that that current good practice will continue The hon. Member for Nottingham North (Mr Allen) referred to the Government’s plan to reform the Human Rights Act and its incompatibility with the devolution settlements. Amendment 5, which he tabled, would make it more difficult for the UK Parliament to repeal the Act. Let me be clear about the Government’s intentions: we are committed to human rights and have pledged to bring forward proposals for a Bill of Rights. The protection of human rights is vital in a modern and democratic society. This Government will be as committed as any to upholding those human rights. The purpose of a Bill of Rights is not the diminution of rights, but to reform and modernise our system, and to restore credibility to the human rights legal framework The Government know that our proposals for reform are likely to be significant. As such, we will consult widely on the reforms. We are aware of the potential devolution implications of reform and will engage with the devolved Administrations as we develop proposals. We are currently developing our proposals and it would not be sensible to prejudge that process at this stage through the amendment. I hope the hon. Gentleman reconsiders his statement that he wishes to press it to a Division. I believe I have addressed all the proposals. The Government are not persuaded by them at this stage but, as I have indicated, I will discuss the report of the Scottish Parliament Devolution (Further Powers) Committee when we meet next week.
ParlaMint-GB_2015-06-15-commons.u477	We shall not be pressing any of our amendments to a vote. I note that the Secretary of State has said that he is not convinced “at this stage”, and I take that to mean that he is open to persuasion and willing to listen. I hope he will be persuaded by arguments that will be put to him in the other place, and, indeed, by Members of the Scottish Parliament, which he will visit shortly There is something of a mismatch between theory and practice here. Theory has it that this Parliament is absolutely sovereign, but, in practice, the very existence of devolution puts constraints on that sovereignty, as does the very fact that we are members of the European Union. I think that we have reached a point at which that needs to be legally recognised. There is no doubt that the word “normally” is legally imprecise, and if it ever arose in a court of law, enormous difficulties would result because of that conflict between theory and practice I take on board what the Secretary of State has said, and I hope that we shall see some movement. I beg to ask leave to withdraw the amendment Amendment, by leave, withdrawn. Clause 2 ordered to stand part of the Bill. Clause 3 Elections
ParlaMint-GB_2015-06-15-commons.u478	I beg to move amendment 60, page 2, line 7, leave out “Section B3 of”
ParlaMint-GB_2015-06-15-commons.u479	With this it will be convenient to discuss the following: Amendment 61, page 2, line 9, leave out from “Under the heading” to end of line 29 on page 3 and insert— ‘(2) In Part 2 of Schedule 5 to the Scotland Act 1998, for Section B3 (elections) substitute— “B3 Elections Elections for membership of the House of Commons and the European Parliament, including the subject matter of — (a) the European Parliamentary Elections Act 2002, (b) the Representation of the People Act 1983 and the Representation of the People Act 1985, and (c) the Parliamentary Constituencies Act 1986, so far as those enactments apply, or may apply, in respect of such membership Paragraph 5(1) of Part 3 of this Schedule does not apply to the subject matter of the European Parliamentary Elections Act 2002; and the reference to the subject matter of that Act is to be construed as a reference to it as at 24 July 2002 (the date that Act received Royal Assent) (B) Elections for membership of the Parliament and local government elections The holding of the poll at an ordinary general election for membership of the Parliament on the same day as the poll at— (d) a parliamentary general election (other than an early such election), (e) a European parliamentary general election, or (f) an ordinary local government election in Scotland. The combination of polls at— (a) elections for membership of the Parliament, or (h) local government elections, with polls at elections or referendums that are outside the legislative competence of the Parliament Modifying the digital service for the purposes of applications for registration or for verifying information contained in such applications The subject matter of Parts 5 and 6 of the Political Parties, Elections and Referendums Act 2000 in relation to polls at elections that are within the legislative competence of the Parliament where they are combined with polls at elections for membership of the House of Commons and the European Parliament “Digital service” has the meaning given by regulation 3(1) of the Representation of the People (Scotland) Regulations 2001 as at the day on which the Scotland Act 2015 received Royal Assent Paragraph 5(1) of Part 3 of this Schedule does not apply to the subject matter of Parts 5 and 6 of the Political Parties, Elections and Referendums Act 2000; and the reference to the subject-matter of those Parts of that Act is to be read as at the day on which the Scotland Act 2015 received Royal Assent.”” This amendment provides substitute text for the Section B3 Elections reservation in Schedule 5 to the Scotland Act 1998 which makes the effects clearer. Part (A) reserves elections for membership of the House of Commons and the European Parliament. Part (B) refers to Scottish Parliament elections and local government elections in Scotland. Amendment 42, page 2, leave out lines 24 to 26 Government amendments 92 to 98 Clause 3 stand part Amendment 44, in clause 4, page 3, line 42, at end insert “including provisions about the impact of the ending of the transition to Individual Electoral Registration on the completeness of the register.” Amendment 46, in clause 4, page 3, line 42, at end insert “including the automatic registration of eligible electors,” The Amendment would give Scottish Ministers power to make provision for automatic registration for Scottish Parliament and Scottish local elections. In its Fourth Report of Session 2014-15 (HC 232), the House of Commons Political and Constitutional Reform Committee reaffirmed its view that voters should ideally be registered to vote automatically. Amendment 47, in clause 4, page 3, line 42, at end insert— “(b) about online voting in elections,” The Amendment would give Scottish Ministers power to make provision for online voting for Scottish Parliament and Scottish local elections. According to the House of Commons Political and Constitutional Reform Committee in its Fourth Report of Session 2014-15 (HC 232), online voting could lead to a substantial increase in the level of participation. Government amendments 99 and 100 Clause 4 stand part Government amendment 101 Amendment 43, in clause 5, page 6, line 8, at end insert— “(c) A referendum called under reserved powers” Clause 5 stand part Government amendments 102 to 105 Clauses 6 to 8 stand part Government amendments 106 and 107 Clause 9 stand part. New clause 11—Electoral registration: requirement to produce report— ‘(1) The Electoral Commission shall prepare and publish guidance setting out, in relation to Scotland, how to further improve the electoral registration process and how to ensure the completeness of the electoral registers (2) Guidance under subsection (1) must in particular include— (a) workable proposals for prompting people to register to vote or update their registration details when using other public services; (b) whether to allow schools, universities and colleges to block-register students; (c) whether to pilot election day registration; and (d) other proposals to ensure that greater numbers of attainers join the electoral register.” The New Clause would require the Electoral Commission to produce a report into ways of further improving the electoral registration process and of ensuring the completeness of the electoral registers in Scotland.
ParlaMint-GB_2015-06-15-commons.u480	It is a pleasure to speak about this string of amendments and new clauses relating to elections to the Scottish Parliament and local authorities As Members will know, paragraph 23 of the cross-party Smith commission report recommended that the Scottish Parliament should have “all powers in relation to elections to the Scottish Parliament and local government elections in Scotland (but not in relation to Westminster or European elections). This will include powers in relation to campaign spending limits and periods and party political broadcasts.” Additional detail was set out in paragraph 24 of the agreement Clauses 3 to 9, which are the focus of this group of amendments, seek to address that recommendation. While the clauses have some merit, we believe that there are still a number of issues to be worked on with the United Kingdom Government. In particular, some parts of the clauses limit the Scottish Parliament’s powers beyond those proposed in Smith. As the Scottish Government said in their response to the report of the Scottish Parliament’s Devolution (Further Powers) Committee, clause 3 does not fully implement the Smith commission’s recommendation. That is why the Scottish Government have proposed an alternative to the clause, which forms the basis of our amendments Our proposal would replace, rather than amend, the section B3 Elections reservation in schedule 5 to the Scotland Act 1998. That is designed to make the effects of the clause clearer. We propose that part (A) should reserve elections for membership of the House of Commons and the European Parliament, while part (B) should refer to Scottish Parliament elections and local government elections in Scotland. Our amendments reserve the holding of a Scottish election vote on the same day as a UK parliamentary general election, a European parliamentary election, or an ordinary local government election in Scotland. That would implement paragraph 24(4) of the Smith report In their response to the Devolution (Further Powers) Committee, the Scottish Government said: “We have removed paragraph (b) of the combination of polls provision in Part (B), which would have had the effect of reserving the combination of devolved polls. Should the timing rules be varied to allow ordinary Scottish Parliament and ordinary Scottish local government polls to coincide, then the Secretary of State would have had competence over the devolved conduct rules, which would otherwise both be the responsibility of the Scottish Parliament. This is clearly undesirable and goes beyond the Smith recommendation.” The Scottish Government suggested alternative drafting in relation to the digital service, which they, and we, think is clearer about the actual effect of the reservation. The reference to the reservation of parts 5 and 6 of the Political Parties, Elections and Referendums Act 2000 is the same as that in the Scotland Bill The Scottish Government have said that they are generally content with clauses 4 to 9, subject to the changes that they are proposing to the United Kingdom Government. The Secretary of State is no longer present, but no doubt his colleagues will be avidly taking notes about the Scottish Government’s suggestions. We have heard, in good faith, that they will be taken on board and considered in full, and hopefully they will be The Committee will excuse me if I rely heavily on the points of detail set out by the Scottish Government and shared with the UK Government and the devolution Committee of the Scottish Parliament. The first of those, in relation to clause 4, the part which enables Scottish Ministers to make provision by order for the combination of polls for a specified list of polls that currently may coincide, could be simplified. The reservation of the power to make combination rules could be removed from section B3, and the list of coinciding polls at section l2(2)(d) could be replaced with a provision that gives Scottish Ministers power to provide for the combination of polls and referendums that are within the legislative competence of the Scottish Parliament The references to use of the digital service could be seen to conflict with clause 6. This currently gives Scottish Ministers some powers to make provision, with the agreement of the Secretary of State. This could be read as restricting the use of the digital service beyond what is actually needed or intended Clause 5(3) goes beyond what was recommended by the Smith commission. The Smith agreement clearly sought only to prevent the polls from being held on the same day. The Scottish Government would wish to adhere to that narrow limitation. Their preference would be for the words “or within two months before” to be omitted from clause 5(3) In clause 6, the Scottish Government view is that the definition of “use of the digital service” is overcomplicated. They also believe that the inserted section 6(3) may be out of step with existing provision in this area, as it appears to suggest that a person cannot use the digital service unless they are eligible to register, when there is nothing to suggest any current restriction on those who may use the service. If the purpose of the digital service is to determine whether an applicant is eligible to register, this provision could be omitted Also in clause 6, and in common with the approach to the vetoes throughout the Bill, we believe that the provision at subsection 11— “Regulations made by the Scottish Ministers by virtue of subsection (9) may not be made without the agreement of the Secretary of State”— should be removed. We will, of course, return to vetoes at a later stage of our consideration On clause 7, the Scottish Government have noted that this power does not apply where any other poll is combined with a Scottish Parliament election. They accept this in principle as a practical approach, but they suggest that it should be limited to the combination of a Scottish Parliament election with any other poll that is outwith the Parliament’s competence. The provision as drafted would have the effect that, should the timing provisions be varied to permit Scottish Parliament elections to be combined with local government elections in Scotland, the combination rules would be reserved, which would be undesirable On clause 9, the Scottish Government argue that subsection (6) can be omitted as the Scottish Parliament (Elections etc.) Order 2010 is already devolved under the Scotland Act 2012. The Smith commission recommended that the Scottish Parliament should have all powers in relation to Scottish Parliament elections and elections to local government in Scotland. In doing so, the commission specifically stated that this would include party political broadcasts. There does not appear to be any provision to this effect in the draft clauses. We hope the Government will address this point in particular The Smith commission also recommended that “the Electoral Commission will continue to operate on a UK-wide basis. The Scottish Parliament will have competence over the functions of the Electoral Commission in relation to Scottish Parliament elections and local government elections in Scotland. The Electoral Commission will report to the UK Parliament in relation to UK and European elections and to the Scottish Parliament in relation to Scottish Parliament and local government elections in Scotland.” We believe that clause 3 does not fully deliver the second part of this recommendation. An alternative approach should be considered, to give greater clarity and to ensure that the Scottish Parliament will have competence over the commission’s functions in relation to Scottish Parliament elections and local government elections in Scotland These may seem very technical areas, but they are important. I note that those on the Treasury Front Bench have been listening with interest and they no doubt will look at the record. We hope they can be persuaded to accept amendment 60 later. If they do not, I trust they will be consulting colleagues about how to take on the technical improvements that we have outlined and that I have spoken in support of this evening.
ParlaMint-GB_2015-06-15-commons.u481	I should like to speak to amendments 46 and 47, if I may. I am sure that colleagues will know that the largest amount of public consultation ever achieved by a Select Committee was on the “Voter engagement in the UK” report that the Political and Constitutional Reform Committee produced just before the last general election. The report covered a raft of ways in which we as a House and as politicians—and politics in general—could re-engage with people out there The Committee did some technical stuff, and I want to talk this evening about the amendments relating to automatic registration and online voting. Anyone who believes in devolution will know that it is not possible to mandate the nations of the Union to conduct themselves and their democracy in a specified way from the centre, or even from the federal Parliaments. There has to be a degree of discretion and a degree of trust, particularly when there is an institution with the status of a Parliament within one of our nations. I would argue that that should also apply to an Assembly and an Executive and that, when we get devolution in England, it should apply to the means of devolution here as well. I would argue strongly that that should take the form of constitutionally separate local government, which is commonplace in every western democracy apart from our own Anyone who believes in that, and who believes that there can be a rich diversity of approaches to our democracy to suit national and local characteristics, will understand that it is key to ensure that our colleagues in the Scottish Parliament and the Scottish Government maintain and extend their discretion on matters such as automatic registration and on the suggestion in my Committee’s report for online voting. It would be out of order to suggest that that happens overnight in other nations, but we are in the middle of discussing the Scotland Bill and it is highly pertinent to say that if the representatives in the Scottish Parliament wish it, they could take forward a proposal on automatic registration, just as they did so innovatively in relation to votes for 16 and 17-year-olds before the referendum Such a measure would be important because it would allow everyone to participate, and because we have a false dichotomy about how boundaries could change unless registered electors met a certain number. I will explain this to the Committee—I am getting there slowly. If a small number of people are registered, that does not mean that there is a small number of constituents. In fact, some colleagues argue strongly that the people who give us the highest number of casework items are those who are not on the register. Should we say to them, “Sorry, you’re not on the register so I’m not going to help you”? Of course not Automatic registration can be achieved using a number of devices. I am going to ask the hon. Member for Meon Valley (George Hollingbery) some questions about this afterwards, so I hope he is paying attention. I hope that it could be achieved through registration with the Department for Work and Pensions, for example, or through credit ratings or council tax forms. It is entirely possible to make registration almost automatic. I see the distinguished members of the Political and Constitutional Reform Committee nodding eagerly in approval of what I am saying The Committee also looked at online voting, and 16,000 people responded to our consultation on this. Lots of organisations also put out online information and questionnaires for us. The Committee found that the most popular option was online voting. It obviously appeals to particular groups of people at the moment, but it is clearly something whose time will come very soon. Sometimes the other place is innovative. On this occasion, there is so much we can learn from the way our devolved friends in the Scottish Parliament conduct their business. Why should they not be the first to trial online voting in certain well-prescribed circumstances, which they would keep an eye on and feel responsible for, and which I am sure they would make a success. I will not detain the Committee any further on this, other than to say that diversity, experimentation and creativity are the hallmarks of proper devolution and these are just two small ways in which we could encourage our friends in the Scottish Parliament to take devolution that little bit further in their own nation.
ParlaMint-GB_2015-06-15-commons.u482	I wish to focus on two issues, the first of which is individual electoral registration. We know full well that IER is imminent. There is some debate with the Electoral Commission, which is conducting its assessment, as to the completeness of the registers and whether or not IER will be introduced at the end of 2016 or 2015. Labour Members think it is essential that we have a complete register as far as is humanly practicable. We urge the Government and all other bodies to ensure that every effort is made to get as many people on to the register as possible. What is essential in any democracy is that people who are entitled to vote are on the register and able to choose whether to cast their vote That is why we think it is important that this be not only a responsibility of central Government, but a devolved matter. As we have heard, the Scottish Parliament has some responsibilities already on the conduct of elections. I am sure it shares our view of wanting to make sure that as many people as possible who are able to vote are on the electoral register. Our amendments provide practical means of providing that assessment, but we also urge that every consideration be given by the Scottish Parliament to ensuring that we do have people on that register As things stand, the Electoral Commission has indicated that as many as 7.5 million eligible voters are not registered. Multiple elections are coming up next year, including the Scottish Parliament elections, and the Government need to take action, as does everybody else, to ensure that a boost is given to electoral registration. We think that lessons can be learned from Scotland’s extension of the franchise in the referendum to 16 and 17-year-olds and the effort made to ensure that a special procedure was in place to ensure the maximum registration of young people. Those lessons need to be learned, acted upon and taken much further Labour Members are particularly concerned about the need to ensure that as many young people as possible register and that procedures are in place to ensure that college and university students are able to do so. We would like registration to be carried out en bloc by the student authorities, as it used to be. Given the increase in the private rented sector, there is a particular need for its involvement. The Government should be working much more closely with letting agencies so as to include reminders to register for all new tenants. Those issues are very important and I hope they will be given due consideration We would also like to press our amendment 43, on the European Union referendum. We are fully aware that that Bill is passing through this House, but the great concern out there in the country is to ensure that we have a proper, reasonable, rational and focused debate on Britain’s membership of the European Union. For that debate to take place, it is imperative that there are no other elections that will take people’s attention away from the central direction on which they must focus. We are mindful that the Electoral Commission, which has studied this matter in a great deal of depth, has said unequivocally that there should be a separation between the European Union referendum and other elections. It takes an emphatic stance. It says: “It is important that voters and campaigners are able to engage fully with the issues which are relevant at these elections. It is also important that any debate about the UK’s membership of the European Union takes place at a time that allows the full participation of voters and campaigners, uncomplicated by competing messages and activity from elections which might be held on the same day.” That is a pretty emphatic message by the non-political objective observers—people who have the responsibility to ensure that elections and referendums are conducted fairly and honestly. I strongly urge the Government to accept that amendment. If they are not minded to do so, we give notice that we will be pressing it to a vote.
ParlaMint-GB_2015-06-15-commons.u483	I thank the hon. Members for Moray (Angus Robertson), for Nottingham North (Mr Allen), and for Caerphilly (Wayne David) for their contributions to the debate on this group of amendments on the significant electoral powers that will be transferred to the Scottish Parliament and Scottish Government. I hope to respond to as many points as I can, but first let me deal with a number of minor and technical Government amendments before I get on to the meat of the points that have been made during the debate Government amendments 93, 94 and 97 amend and clarify the reserved undevolved powers in clause 3 in respect of enforcement provisions within the Political Parties, Elections and Referendums Act 2000 where they apply to other provisions that are also reserved. Government amendments 95 and 96 remove sections that do not need to be reserved in the 2000 Act as well. Amendments 106 and 107 are minor and technical amendments. Amendment 106 repeals the subsections inserted into the Scotland Act 1998 by section 13 of the Scotland Act 2012. Clause 11 brings the function of making an Order in Council under sections 15(1) and (2) of the 1998 Act within devolved competence and those subsections are therefore no longer required. Amendment 107 repeals section 13 of the Scotland Act 2012 entirely Amendment 101 relates to clause 5, which concerns the timing of Scottish parliamentary elections and local government elections in Scotland. It will ensure that general elections for the Scottish Parliament cannot be held on the same day as general elections to the UK Parliament or to the European Parliament or a local government election in Scotland. That is in line with the Smith commission agreement, as we heard from the hon. Member for Moray I hope that the hon. Gentleman will be pleased to hear that the purpose of amendment 101 is to remove the provision from the clause that says that a general election to the Scottish Parliament cannot be held in the two months preceding a general election to the UK Parliament or a general election to the European Parliament. That brings us more closely in line with the Smith commission, and is, I hope, an example of cross-party working Amendments 92 and 98 are also minor and technical. The purpose of amendment 92 is to protect the individual electoral registration digital service from future technical changes, such as the transfer of functions between UK Ministers. Effectively, it is nothing more than a future-proofing move. If amendment 92 were not made, the effect may be to place an unintentional constraint on the future actions of both the UK and Scottish Governments. The amendment should protect against the potential need to amend the Act as the registration of electors and verification of applications to register via a digital service evolves Amendment 92 means that the definition of “digital service” and of “elections in Scotland” in clause 3 is no longer required. Amendment 98 therefore removes those definitions. It does not make the reservation any wider but gives additional clarity over what is to remain reserved—I am talking about the digital service itself but not the powers that have been devolved to the Scottish Parliament Amendments 99 and 100 are again minor and technical. Their purpose is to reflect the changes made to the reservation of the IER digital service in clause 3 by amendment 92. Amendment 99 ensures that subsection (4) of new section 12 of the Scotland Act 1998 refers to the amended reservation of the digital service in clause 3—I trust that everybody is taking notes and following closely. Amendment 100 removes the now unnecessary definition of the digital service in clause 4, again as a result of the amended reservation of the digital service in clause 3 Amendments 102 to 105 are technical amendments that reflect the changes made to the reservation of the IER digital service in clause 3 by amendment 92. Amendment 102 ensures that the regulation-making power of Scottish Ministers in this provision refers to the amended reservation of the digital service in clause 3. Amendment 103 removes the definitions of “the digital service” and “the use of the digital service” from the clause, as they are no longer technically required. Amendment 104 ensures that clause 6 refers to the amended reservation of the digital service, as made by the amendment to clause 3. Finally, amendment 105 removes the definitions of “the digital service” and “elections in Scotland” that are also no longer required as a result of that further amendment Let me turn to the other amendments that are part of this wider group. I will start with amendment 42 and the elements of amendments 60 and 61 that relate to clauses 3 and 5 and the continued reservation of certain combinations of polls. The clauses fulfil the Smith commission agreement devolving significant electoral powers to the Scottish Parliament while ensuring that polls for Scottish parliamentary general elections will not be held on the same day as UK parliamentary general elections, European parliamentary general elections or ordinary local government elections in Scotland, which have already been devolved.
ParlaMint-GB_2015-06-15-commons.u484	Will the Minister explain why the entirety of the administration of Scottish parliamentary and local government elections is devolved to the Scottish Parliament while the UK Parliament reserves the right not to have Scottish parliamentary and local government elections on the same day? Why not devolve them all to allow the Scottish Parliament to make that decision?
ParlaMint-GB_2015-06-15-commons.u485	That is a question I asked myself a short while ago. The reason is very straightforward. Although the two powers are devolved, as the hon. Gentleman rightly points out, changing the rules surrounding them and on whether or not they can happen on the same day is a reserved power. As that is a reserved power, it makes sense to keep any potential combination of elections as a reserved power for the time being, as the two powers match up. Were it to be within the competence of the Scottish Parliament to vary that, it would make sense for the Scottish Government to have the power to adjust the combination rules. As it is, the two match up closely.
ParlaMint-GB_2015-06-15-commons.u486	I am grateful for that explanation. The key issue we face in the next year is the prospect of an EU referendum being held on the same day as the Scottish parliamentary elections. Would he like to take the opportunity to say what he thinks about that and to rule it out? We cannot have 16 and 17-year-olds coming into the polling booth to vote in the Scottish Parliament election, possibly being ID-ed, and then being turned out as they cannot vote in the EU referendum.
ParlaMint-GB_2015-06-15-commons.u487	Order. We need to watch out so that we do not go outside the scope of what we are discussing. That is the danger. As much as the hon. Gentleman wants to tempt the Minister, I want him to try to stay within the scope of the Bill and to try to answer along those lines.
ParlaMint-GB_2015-06-15-commons.u488	I shall endeavour to be as helpful as I can when I reach amendment 43, which is closely adjacent to the points made by the hon. Member for Perth and North Perthshire (Pete Wishart), without, I hope, trying your patience in the process, Mr Hoyle Clauses 3 and 5 fulfil the Smith commission agreement devolving significant electoral powers to the Scottish Parliament while ensuring that polls for Scottish parliamentary ordinary general elections will not be held on the same day as UK parliamentary general elections, European general elections or ordinary government elections, as we just discussed. The UK Government consider the timing and combination of polls to be intrinsically linked. I think that we might have covered that point, but I want to make sure that it is clear. That is why the combination of polls involving a reserved poll with a poll at a Scottish parliamentary election or local government election in Scotland continues to be reserved, as does the combination of a poll at a Scottish parliamentary ordinary general election with a poll at an ordinary local government election in Scotland. I urge Members to withdraw their amendments for the reasons that I have just given Amendment 43 seeks to ensure that it would not be possible for a Scottish parliamentary general election to be held on the same day as a referendum called under reserved powers. The hon. Member for Caerphilly gets top marks for ingenuity for trying to shoehorn into the Bill before us today a measure which affects tomorrow’s business. I understand that there are strong views on the issue and I promise him that we are considering them carefully. He will know that an amendment has been tabled for the business tomorrow which is very similar to this one and will allow the issue to be debated in some depth. I therefore encourage my right hon. and hon. Friends to resist the opportunity to support the amendment, if only because it would not be fair to Members of other devolved Parliaments and Assemblies, which may have elections on the same day as the Scottish elections next year, for such a measure to be dealt with in a Scottish Bill when we have the opportunity to deal with it properly tomorrow.
