ParlaMint-GB_2015-12-04-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-12-04-commons.u138	My comments will be brief, because the hon. Member for Hazel Grove (William Wragg) has set out the case for the Bill and its contents very clearly. The Opposition will support this modest but important Bill. I very much hope that the Government will respond positively to what we have heard today and indicate that they will support it As the explanatory notes make abundantly clear, the Bill will extend the Criminal Cases Review Commission’s power to obtain documents and other material so that it can acquire them from a person who is not employed by or serving in a public body. In other words, it will extend the commission’s powers to include private organisations and individuals. As has already been said—it is worth emphasising—this situation already exists in Scotland. As a shadow Scotland Office Minister, I think it is excellent that the House is learning from the good example that has been set in Scotland—almost a case of devolution in reverse, hopefully The proposal is particularly important as far as the Forensic Science Service is concerned. The Opposition’s view is that the Forensic Science Service was unnecessarily privatised. There was no difficultly when it was a public body, but it is now in the private sector. It is important that the current unnecessary delays and wasted resources are eliminated so that there is a smooth process when it is necessary to access critical information in certain legal cases. That is precisely what the Bill will do We have the important report from the Justice Committee, which stated in clear and unambiguous terms that “it should be a matter of great urgency and priority for the next Government”— meaning the current Government— “to bring forward legislation to implement the extension of the CCRC’s powers” I listened carefully to what the hon. Member for Hazel Grove said about his discussions with the CCRC. Again, I very much hope that the Government will take on board its informed professional comments, as well as the hon. Gentleman’s. I hope that the Bill will receive Government support and become law in due course. The Opposition will support it.
ParlaMint-GB_2015-12-04-commons.u139	The rule of law is the bedrock of our society. Relied on at home and aspired to abroad, it is one of the things that defines what it is to live in this great country: to be free under the law. But even in the UK the rule of law can be undermined, and the principal way in which that can happen is through miscarriages of justice. The most famous among them trip off the tongue of any student of criminal law: the Guildford Four, the Birmingham Six, the Maguire Seven and Judith Ward. It is inevitable in a justice system that relies on humans—police officers, prosecutors, judges and juries—that human error and improper motive will creep in. Thankfully, that is rare, but the risk cannot be eliminated in every case We maintain the integrity of the justice system as a whole by having a robust system for dealing with miscarriages of justice. There can be no doubt that our Criminal Cases Review Commission does vital work, but it needs tools to do its job, key among which is the power to obtain disclosure. Under section 17 of the Criminal Appeal Act 1995, the commission has the power of disclosure against public bodies. The Bill seeks a modest extension of that power to private bodies and individuals. Quite why private bodies and individuals were not included in section 17 is a mystery. Even to the extent that there were ever a justification for that limitation, it has long ceased to hold good. The exclusion of private bodies is an anomaly that is neither justified nor justifiable today. The Bill promoted by my hon. Friend the Member for Hazel Grove (William Wragg) provides a modest extension to end that anomaly and make sure that the CCRC can, with the consent of a Crown court judge, obtain all the disclosure it needs. The absence of that power is no imagined difficulty. The briefing note provided by the commission for this debate gives a number of examples of situations where it has not been able to obtain disclosure, and a number of examples of private organisations that it would wish at times to obtain disclosures from. Banks, shops, news agencies, private health clinics, charities, campaign groups and law firms are all private bodies.
ParlaMint-GB_2015-12-04-commons.u140	Does my hon. Friend agree that, should this Bill be enacted, its very existence will make it more likely that private companies and individuals will co-operate fully and without delay when they receive a request for information from the CCRC?
ParlaMint-GB_2015-12-04-commons.u141	My hon. Friend is right. The knowledge that the CCRC will obtain a court order if a request for voluntary disclosure is refused will certainly provide encouragement where needed. All the private bodies I have listed may have that one piece of information that will establish that someone serving a prison sentence has been wrongly convicted. The chairman of the CCRC himself has said that “you can be confident that there are miscarriages of justice that have gone unremedied because of the lack of that power” to obtain disclosure from private bodies. My hon. Friend the Member for Hazel Grove has promoted this Bill to end that unacceptable situation and I thank him for doing so. The Bill deserves the unanimous support of this House.
ParlaMint-GB_2015-12-04-commons.u142	Let me start by congratulating my hon. Friend the Member for Hazel Grove (William Wragg) on bringing this important Bill before the House and on his excellent speech. I also thank those other Members who have spoken in support of the Bill, including the hon. Member for Caerphilly (Wayne David), who spoke on behalf of the official Opposition The Criminal Cases Review Commission performs a vital function in our justice system. When thinking about criminal justice, we tend to focus on the front end and concerns that the processes involved in bringing criminals to justice and ensuring that victims are properly supported are as effective and efficient as possible. Sometimes we tend not to focus on the times when those processes go wrong—when, for whatever reason, someone is convicted who was, in fact, innocent. The purpose of the CCRC is to ensure that those people have someone to turn to who will thoroughly investigate and consider their case and, if there is a real possibility that their conviction would not be upheld, refer their case to an appeal court. I know that Members will agree with me about the importance of the commission’s investigations, and that it should have all the powers it needs to inform them The commission’s counterpart in Scotland—the Scottish Criminal Cases Review Commission—was established with the power to compel both public and private organisations to provide it with the documents or other material necessary to its investigations. The Bill’s provisions would put the CCRC for England, Wales and Northern Ireland in the same position. To avoid confusion, I should point out that the term “person” in the Bill should be read as covering a body of persons corporate or unincorporated. That means that the measure covers all natural and legal companies, including companies and partnerships, except those serving in public bodies In practice, when the Scottish commission notifies a private sector body or individual that it wishes to inspect relevant material, a reminder of the statutory power to make an application to court is usually sufficient to secure voluntary compliance. The Scottish commission advised us that there has been only one case in 15 years in which a request to inspect material has led to contested proceedings in court Hon. Members may have seen the Justice Committee’s 12th report of the last Session, to which colleagues have referred, on its inquiry into the Criminal Cases Review Commission. One of the Committee’s most urgent recommendations was that the commission should have the powers that this Bill will give it. It argued: “The extension of the CCRC’s section 17 powers to cover private bodies is urgently necessary and commands universal support.” The absence of a power to obtain material from the private sector has often operated to the disadvantage of applicants to the commission. The problem has become more acute in recent years. The difficulties are best illustrated by some examples from cases that have been reviewed by the commission. The first example relates to a media organisation. Shortly after trial, a newspaper published an interview with a complainant in a rape case. It was important for the commission to establish whether she entered into negotiations to sell her story prior to giving her evidence. It could be argued that the defence was unfairly deprived of an opportunity to cross-examine her regarding her motives for making the allegations. In a case where the conviction rested solely on the complainant’s testimony and credibility, this was particularly important. Despite repeated communications with the relevant journalist and the legal department of the newspaper, no response was received and the issue could not be resolved The second example involved an organisation in the banking sector. In respect of a serious fraud investigation, considerations of customer confidentiality were cited in response to the commission’s requests for information, despite the commission providing assurances about how the information would be handled and disclosed. The assertions made by the applicant could not be proved or disproved The third example demonstrates the problem as it relates to companies that have no direct involvement or interest in a case. In a drug importation case, the commission sought timetabling and cargo information from a ferry company. In the event, the company volunteered the information, but the commission could not have compelled it to do so. If the information had not been obtained, the commission’s overall decision on the case would have been less robust Companies sometimes refuse to provide details of employees. For example, in a murder conviction, the commission contacted a bank to seek the employment details of a former employee, a witness at trial, as the information was directly relevant to the credibility of the employee’s testimony at trial. After long correspondence, the police liaison officer for the bank agreed to provide the information requested, although there was no obligation to do so. However, the decision to co-operate with the commission was expressed as being only because the employee had left their employment in the bank In the past, the commission has seen a good level of co-operation in respect of its requests for case files from solicitors who represented applicants at trial and/or on appeal. Such requests are supported, as necessary, by waivers of legal professional privilege. In part, this level of co-operation has been thanks to the relevant professional codes of conduct that apply to solicitors. However, in more recent times—perhaps owing to pressures on legally aided defence firms—the commission has faced greater difficulties. It is often readily apparent that requests from the commission are placed at the bottom of a solicitor’s list of priorities. My hon. Friend the Member for Hazel Grove made that point Files held by social services, schools and the NHS have been obtained and examined by the commission under the provisions of section 17 in other cases. However, the complainant in one case under review had been referred to a private sector counselling clinic, and despite lengthy correspondence, access to the private counselling records was denied. The significance of this information in relation to the complainant’s credibility and the safety of the applicant’s conviction remains unknown Charitable bodies such as the Samaritans, ChildLine and the National Society for the Prevention of Cruelty to Children often hold vital information relevant to commission reviews, particularly in cases of intra-family sexual abuse. Such organisations may agree to assist when the consent of the individual concerned is obtained. If consent is not forthcoming, such organisations will generally decline to provide the commission with the information on the basis of confidentiality Campaign groups sometimes hold information vital to the progress of a review. In one case, a miscarriages of justice campaign group had gathered witness statements that were of apparent relevance to allegations of police misconduct. The organisation failed to respond to repeated commission requests and the statements were not obtained. The case was referred to the Court of Appeal in any event, but the statements may have provided useful additional support It is only right to acknowledge that the overwhelming number of private individuals approached by the commission agree to be interviewed, but some simply refuse to assist. The reasons for refusal are manifold. Some individuals do not wish to be bothered and are indifferent concerning the outcome of the commission’s investigations. Some may be hostile to the commission. Some come from gangs and may be reluctant to talk to the commission for fear of reprisals A key aspect of the commission’s work is the re-examination and retesting of material from crime scenes. With the abolition of the Forensic Science Service, such material will be held by private companies and may not be available to the commission. We therefore need the Bill The final example relates to the experts who appear as witnesses at trial. Many of them keep personal notes in addition to their professional notes and reports. Forensic medical examiners may receive information or notes from victims of crime during the course of their examinations. Short reports and second-hand accounts within NHS files are generally provided to the commission as a result of section 17. The original contemporaneous notes of interviews recorded by clinicians are not. That type of information is private rather than public, and the commission therefore cannot require its disclosure. The Bill will change that The commission will not simply be able to demand information or documents from private organisations or individuals. The Bill will require it to apply to the Crown court for an order, which will ensure that it can use the power only when a judge agrees it is necessary for the carrying out of its functions. We intend, once the Bill has received Royal Assent, to ask the criminal procedure rule committee to make rules of court that will ensure that, where appropriate, the court holds an inter partes hearing, giving the private organisation or individual the opportunity to make their case as to why disclosure should not be required The Government support the Bill because we believe that the provisions are necessary and that the terms of the Bill will ensure that the powers are used appropriately and proportionately. I therefore commend it to the House.
ParlaMint-GB_2015-12-04-commons.u143	I thank hon. Members on both sides of the House, my hon. Friend the Minister and the Opposition Front Benchers for their support this afternoon. I commend the Bill to the House Question put and agreed to. Bill accordingly read a Second time; to stand committed to a Public Bill Committee (Standing Order No. 63).
ParlaMint-GB_2015-12-04-commons.u144	I beg to move, That the Bill be now read a Second time “Whether it’s tackling crime and anti-social behaviour or debt and drug addiction; whether it’s dealing with welfare dependency or improving education outcomes—whatever the social issue we want to grasp—the answer should always begin with family.” So said the Prime Minister, and so it is As I am following my hon. Friend the Member for Hazel Grove (William Wragg), a former history teacher, I feel that it is incumbent on me, as a former French teacher, to look to Paris, where climate change is being debated. The world needs to recognise that some very necessary changes must be made to safeguard our greatest natural asset for generations to come. I put it to the House that the family is the social fabric of our world and that we, likewise, need to safeguard that social fabric for the next generation and the next Why is the family so seminal? It is in the family that we find identity, wellbeing and esteem. It is in the family that we learn right and wrong.
ParlaMint-GB_2015-12-04-commons.u145	Hear, hear!
ParlaMint-GB_2015-12-04-commons.u146	Thank you kindly. It is in the family where we thrive. The family are the best carers, the best nurturers and the best teachers I am so proud of my country. We lead the world in so many ways, but one of the ways in which we lead it is a cause of deep disappointment and huge concern to me: internationally, we are fourth in terms of family breakdown. Let us look at the cost of that breakdown to the person and the child who has experienced it. According to the Centre for Social Justice, they are more likely to grow up in poorer housing, leave home at an earlier age, have more behavioural issues, report more depressive symptoms, become sexually active earlier, become pregnant and a parent earlier, leave school with fewer qualifications, and leave school earlier. A conservative estimate of the financial cost—£46 billion, which equates to the entire spend of the Scottish Government—shows us that family breakdown costs and costs. That is why it is so right that family policy has its place Under the Prime Minister’s leadership, we have seen excellent innovation, with new support for relationships, re-recognition of marriage in the income tax system, shared parental leave, the troubled families initiative, and now a new, ambitious programme around house building—excellent. A particularly important moment in the development of the Government’s family policy came in August 2014, when the Prime Minister addressed the relationship summit and announced the introduction of the family test. He said: “The reality is that in the past the family just hasn’t been central to the way government thinks. So you get a whole load of policy decisions which take no account of the family and sometimes make these things worse. Whether it’s the benefits system incentivising couples to live apart or penalising those who go out to work—or whether it’s excessive bureaucracy preventing loving couples from adopting children with no family at all. We can’t go on having government taking decisions like this which ignore the impact on the family I said previously that I wanted to introduce a family test into government. Now that test is being formalised as part of the impact assessment for all domestic policies. Put simply that means every single domestic policy that government comes up with will be examined for its impact on the family.” The Prime Minister’s speech was followed in October that year by the inauguration of the family test guidance produced by the Department for Work and Pensions under the sterling leadership of my right hon. Friend the Member for Chingford and Woodford Green (Mr Duncan Smith). The family test guidance has now been in place for over a year. It is a milestone, an anniversary—perhaps not a coming of age, but a good point at which we could look at this prism of the family test and its impact on policy In that light, a whole host of questions have been put to Departments. They ask the Minister how many of his or her Department’s policies have been assessed against the family test and what steps have been taken to publish the outcome of such an assessment. I regret to say that the answers to those questions have been rather limited. In many instances, the response was that the guidance urges only a consideration of publication, and therefore no publication had followed. There have been good examples of the assessment in relation to the Childcare Bill and the Education and Adoption Bill. However, the potential within the family test is as yet unrealised Therefore, my Bill looks to give the family test more authority, more influence, and more reach. Clause 1 defines the family test. Clause 2 introduces the central component of the Bill by making it a statutory obligation. Clause 3 applies the test to all Departments. Of particular importance given the perhaps as yet limited understanding of how the test has had an impact, clause 2 requires that the assessment be published Clause 4 requires that an assessment be made as to whether the family test should be applied to local government, given that so many of those policy decisions touch on family life. It also makes provision for the Secretary of State, through regulation, to subject any other public body to the family test as they see fit. Clause 5 provides greater clarity on the policy objectives that inform the family test, requiring the establishment of indicators for the Government’s work in promoting strong and stable families.
ParlaMint-GB_2015-12-04-commons.u147	Nobody supports the family more than me, and my hon. Friend is arguing her case well. How does she avoid this becoming an apple-pie and motherhood Bill? How does she avoid adding more and more regulatory burdens on the Government, as on a Christmas tree? If the Government have any sense at all, surely they will instinctively produce Bills, regulations or whatever, to support the family and the nation. That is good sense and good governance.
ParlaMint-GB_2015-12-04-commons.u148	I thank my hon. Friend for that fair comment. We do not want to increase regulatory compliance or render this Bill another checklist for Governments and policy makers to establish. The environmental impact assessment might have started out life in the same guise, but it is now inherent to our thinking and therefore second nature to policy makers. I believe it is important to bring this issue to the fore, so that it informs policy makers and is deliberately made explicit in that process. History shows that Bills can have unintended consequences that impact on family stability, so this provision is important This is not a pass and fail test; it is more the opportunity to understand what the impact of a policy on families could be. It is a prompt to mitigate potentially negative effects and maximise positive effects, and we want it to be used in a genuine, meaningful and practical way to benefit families. It is not a blunt instrument to criticise policy I hope that the Government will welcome this Bill and look on it as a recognition of the work that they have instituted, and as a means to progress that and raise it to a new level. I thank all community groups and organisations that backed the Bill. The list is too stellar and too long for me to do justice to it in the time available, but I thank them for their contributions, and more broadly for everything that they do across their communities and in our country to promote family stability, with everything that means for people’s life chances. That is central to everything that family stability means I know that we cannot legislate strong families into being, but we can ensure that legislation in no way undermines those families, and only strengthens them. I believe that the future of our society rests on that.
ParlaMint-GB_2015-12-04-commons.u149	I congratulate the hon. Member for Eastbourne (Caroline Ansell) on bringing forward this Bill and on calling on the Government to make the family test a statutory requirement when taking account of the impact on families of new laws and policy. If the Bill is passed it will “require Ministers to carry out an assessment of the impact of Government policies on families by giving statutory effect to the family test; to place a duty on the Secretary of State to make a report on the costs and benefits of requiring local authorities to carry out equivalent tests on their policies; to require the Secretary of State to establish, and make an annual report on, indicators of and targets for the Government’s performance in promoting family stability; and for connected purposes.” The family test introduces a family perspective to the policy-making process in England and across Departments. It will ensure that Ministers and Departments identify in advance, and make explicit, the potential impacts of policies on family relationships. We support the family test, but as the hon. Lady said, its implementation varies across Departments. In response to a topical question from my hon. Friend the Member for Stockton North (Alex Cunningham), the Minister for the Cabinet Office and Paymaster General said: “The family test is routinely applied and considered when all policy is developed. Government policy as a whole has to go through a series of checks”.—[Official Report, 21 October 2015; Vol. 600, c. 945.] He said that one of the things the Government do is apply the family test. However, that is not borne out by the evidence The hon. Member for Eastbourne said that there are good examples of the family test being used, and she gave the Childcare Bill as one of them. When it was introduced in the Lords, it stated that parents who worked more than eight hours a week would qualify for 30 hours of free childcare. With a sweep of his pen last week, the Chancellor increased the threshold to 16 hours, thereby removing 1.4 million families from eligibility. If that is an example of the family test working well, I would not like to see where it is working badly Some training and awareness-raising does appear to have taken place in Departments, but so far no published outcomes have been seen. Relate, the Family and Childcare Trust and the Relationships Foundation have said that it is important that there is a transparent and routine process through which the Government’s record on supporting family relationships can be assessed. They say that it should be more than just the sum of multiple family test assessments, and should include reliable and holistic data Those organisations, which support the Bill and call for an annual report on the Government’s progress in meeting the objectives of the family test, want reliable and holistic measures to be put in place to make assessment possible. They believe that should be possible, and that it should be done on a statutory basis, and we share that aim I congratulate the hon. Member for Eastbourne on introducing the Bill, which is a useful step forward. Along with organisations such as Relate, the Family and Childcare Trust, the Relationships Foundation, the Association for Family Therapy, Grandparents Plus, the Professional Association for Childcare and Early Years, Unison, 4Children and many others, the Opposition support the Bill and wish it a fair wind.
ParlaMint-GB_2015-12-04-commons.u150	I thank my hon. Friend the Member for Eastbourne (Caroline Ansell) for her interest in the family test and welcome the focus that the Bill puts on that test and on family stability, both of which are key priorities for the Department and the Government both now and in the future. Although I welcome the spirit in which the Bill has been introduced and some of the comments that have been made, I recommend that the House opposes it for the reasons that I will set out Family stability is at the heart of the Government’s approach, and families are the foundations of society—not only because, as my hon. Friend highlighted, the estimated cost to Government of family breakdown is as much as £46 billion a year, but because strong and stable families can hugely improve our children’s life chances. We know that to build a stronger society we need to support families, and by focusing on the family we can create better outcomes for our children and wider society. We cannot afford to overlook the importance of the family as a basic building block in a successful and stable society We know that children who grow up in workless families have much lower life chances than those brought up in working families. As my hon. Friend highlighted, the Prime Minister announced the family test in August 2014, rightly citing his commitment to family stability and recognising its significance in policy development. The Department for Work and Pensions has been working across government to aid the implementation of the test. Although that cross-Whitehall approach will inevitably take time to embed, the new policy’s impact on family functioning and stability is being measured. We are starting to see its impact on early policy development, which we believe will have positive ramifications and outcomes for families in future.
ParlaMint-GB_2015-12-04-commons.u151	How does the test apply to the policy on stamp duty penalties that the Chancellor announced in the autumn statement? That policy means that a married couple will be penalised if they buy a second home, but a cohabiting couple will be able to buy two homes without any penalty.
ParlaMint-GB_2015-12-04-commons.u152	My hon. Friend raises important points. In the autumn statement, the Chancellor highlighted what more he is doing to enable families to get on to the housing ladder. Housing contributes to a stable foundation in family life, particularly for young families who are starting out.
ParlaMint-GB_2015-12-04-commons.u153	The Minister mentions young families. Young families must be able to have a choice. If a young mother wants to stay at home to look after her young children, which is entirely natural, the family often suffers under the tax and benefit system. That is why we brought in the marriage tax allowance. Will she confirm that, although the allowance is quite low at the moment, the Treasury is open-minded about increasing it gradually over the years and making it more effective? That will not just save marriages, but help people who are married and bringing up young children.
ParlaMint-GB_2015-12-04-commons.u154	My hon. Friend raises a very important point. The marriage tax allowance is a good example of the Government’s commitment to families. As he says, the Treasury supported the introduction of the policy. It is a good, positive contribution and a step forward in support for families Placing the family test on a legislative footing, however, runs the risk of turning the test into a tick-box exercise across Government Departments, when our ambition is to work across government with Departments to embed the benefits of thinking about policy from a family perspective at all stages of policy development, not just complying with legislative requirements There are many areas, some of which have been highlighted by my hon. Friends, where the Government are focusing on supporting families, beyond introducing the family test. We mentioned the marriage tax allowance, which will benefit over 4 million couples. We have the ever-expanding troubled families programme, which helps families where no adult in the family is working, children are not attending school, and some family members are involved in crime or antisocial behaviour. The troubled families programme has gone a long way to helping local authorities, stakeholder and third-party community groups, organisations and their partners to develop new ways of working with families to achieve lasting change The hon. Member for North West Durham (Pat Glass) mentioned childcare. We are doubling the amount of hours for free childcare to 30 hours for three and four-year-olds. We have committed to childcare support for disadvantaged two-year-olds. The tax-free childcare policy will benefit families with children, and give parents more choice and flexibility with their childcare arrangements. The proposal to introduce indicators for family stability is being addressed, as my hon. Friend highlighted, through the Government’s life chances strategy. The new life chances measures will focus on the number of children in workless households and on the levels of educational attainment. We are so focused on the life chances measures and family stability indicators, because we are no longer committed to chasing what we consider to be arbitrary targets. They were the focus of previous Governments’ policies and approach. Our focus is on the root causes of family breakdown—worklessness and poverty—and not just the symptoms The Government are committed to introducing a new and strengthened approach to tracking the life chances of Britain’s most disadvantaged children. Evidence suggests that frequent and intense child-related poorly resolved inter-parental conflict has terrible and negative outcomes for children. Couples with children experience greater levels of stress during separation. It is that negativity that affects the outcomes of children. For families that separate, evidence suggests that good relationships between parents and positive involvement from both parents in a child’s upbringing have long-term beneficial outcomes. These are the areas on which we are focusing As I have said, we are clear that strong families give children the best start in life and that good measures can help Government to formulate policy across Departments and drive action where it is most needed. It is worth highlighting where we can work with other Departments. I have already mentioned educational outcomes, and naturally we are working with my right hon. Friend the Education Secretary to raise educational attainment and improve life chances. In this way, we can also tackle areas of social justice and provide support for families or individuals who have experienced debt issues, addiction or alcohol or drug misuse. A combination of those factors can have a negative impact on families and result in family breakdown We have also committed to introducing a wider set of non-statutory indicators, including a measure of family stability, and we are engaging with experts in the field, third-party stakeholders, partners and specialist organisations to ensure we strike the right balance and develop policy that is in line with the most up-to-date research and the most robust evidence. We already measure family stability as part of the social justice outcomes framework, which reports the proportion of children living with both birth parents at birth and then every year until they are 16 We discussed many of these measures, particularly those on life chances, during our deliberations on the Welfare Reform and Work Bill, under which we are introducing two statutory measures—on children in workless households and children’s educational attainment —to drive action on improving children’s life chances. My right hon. Friend the Secretary of State for Work and Pensions has committed to introducing a life chances strategy setting out indicators on the root causes of child poverty, including family stability, as well as on problem debt and addiction I have touched on many areas in which the Government are supporting families. My hon. Friend the Member for Eastbourne spoke about relationship support and the impact of family breakdown. In the last five years, the Government have invested about £38 million in relationship support services, but this is increasing, and we are investing about £8 million in relationship support provision in the 2015-16 fiscal year to provide support for couples and parents and to encourage the take-up of face-to-face, telephone and online relationship support services The marriage tax allowance, which my hon. Friend the Member for Gainsborough (Sir Edward Leigh) mentioned, demonstrates the dynamic nature of Government policy and the way we are working across Departments on family stability to provide the right support, whether for children or parents, including relationship support. We are using existing indicators as well. The NHS—so again working across government—is providing early intervention and education, and we are piloting relationship education in perinatal classes to prepare expectant couples for the changes that having a baby will bring to their relationship We are providing guidance and training for health visitors on spotting signs of relationships in distress and how to respond. We have had many debates in the House about the role of health visitors and how we can elaborate on that through the provision of guidance and support for new parents. All new parents recognise the challenges of being a first-time parent. We are testing ways of maximising the role of local authorities in providing family-centred services with a focus on supporting and strengthening couples and co-parenting relationships as well My Department has a strong track record and is working actively with local authorities to strengthen the services they provide to couples and co-parents in families by providing extra funding and, importantly, expertise for the 13 local authorities in our local family offer trial. We are exploring ways to expand that approach and encourage local authorities to take that leadership role at a local level in supporting people in the community and promoting greater family—
ParlaMint-GB_2015-12-04-commons.u155	Object Bill to be read a Second time on Friday 4 March 2016 nEGLIGENCE AND dAMAGES bILL Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-12-04-commons.u156	Object Bill to be read a Second time on Friday 22 January 2016. nO FAULT DIVORCE bILL Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-12-04-commons.u157	Object Bill to be read a Second time on Friday 22 January 2016. cONSTITUTIONAL CONVENTION (nO. 2) bILL Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-12-04-commons.u158	Object Bill to be read a Second time on Friday 11 March 2016. MARRIAGE AND CIVIL PARTNERSHIP REGISTRATION (MOTHERS’ NAMES) bILL Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-12-04-commons.u159	Object Bill to be read a Second time on Friday 22 January 2016. HOUSE OF COMMONS (ADMINISTRATION) bILL Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-12-04-commons.u160	Object Bill to be read a Second time on Friday 22 January 2016. off-patent drugs Bill Resumption of adjourned debate on Question (6 November), That the Bill be now read a Second time.
ParlaMint-GB_2015-12-04-commons.u161	Object Debate to be resumed on Friday 29 January 2016. Representation of the People (Young Persons’ Enfranchisement and Education) Bill Resumption of adjourned debate on Question (11 September), That the Bill be now read a Second time.
ParlaMint-GB_2015-12-04-commons.u162	Object Debate to be resumed on Friday 29 January 2016.
