ParlaMint-GB_2015-02-11-commons.u1	1. What recent representations he has received on religious organisations and charitable status.
ParlaMint-GB_2015-02-11-commons.u492	Is my right hon. Friend struck, as I am, by the fact that the Committee on Climate Change—hardly made up of a rabidly right-wing bunch of cut-throat business people—has expressly stated that a domestic shale gas industry can be entirely consistent with our emission reduction targets, because the lifecycle emissions of domestically produced shale gas are lower than those of imported liquefied natural gas? This is simply about gas substitution. It is not about burning more gas; it is about burning domestic gas.
ParlaMint-GB_2015-02-11-commons.u493	My hon. Friend is absolutely right about that. In addition, the Select Committee on Energy and Climate Change, where I used to be in a minority of one but I am now joined by the hon. Member for Blackley and Broughton (Graham Stringer) in a minority of two, was unanimous on the issue of fracking: it could and should be pursued energetically in this country, with appropriate safeguards, of course.
ParlaMint-GB_2015-02-11-commons.u494	Will the right hon. Gentleman give way?
ParlaMint-GB_2015-02-11-commons.u495	I hope the hon. Gentleman will excuse me, but I want to make a little progress A number of fears have been raised about water supplies, the first of which is the fear of well failure. We have drilled 2,000 onshore wells in this country and, as far as I know, not one of them has resulted in contaminated water supplies. If that has happened, it has not resulted in any ill health to anybody.
ParlaMint-GB_2015-02-11-commons.u496	This is one of the myths that my right hon. Friend has fallen into. We have only fracked at shallow depth for natural gas. The only time we have fracked at depth for shale gas was in Fylde, which is why the question of the independent regulation of this industry hangs in the balance this evening.
ParlaMint-GB_2015-02-11-commons.u497	I am sorry but my hon. Friend misheard me. I said that we have drilled 2,000 onshore wells—I was not talking about fracking wells. As for the risks of escape of gas, it does not matter whether it is fracked or not. We have drilled 2,000 such wells, only 200 of which have been fracked, and they tend to be shallow and small pressure. I will move on to the issue of fracking, but if people are worried about methane or liquids permeating to the surface, that is an issue about well casing. We have very adequate and strong controls on that, and, as far as I know, there is not a single case among those 2,000 wells where a problem has resulted The second issue is whether fracking—the use of high pressures, at depth, as my hon. Friend says—will lead to those fractures reaching up to the water table. The useful report produced by the Royal Society and the Royal Academy of Engineering, which is studiously ignored by those who wish to raise fears and concerns, makes it absolutely clear that that is extremely unlikely. For fractures to permeate requires immense energy and for them to remain open proppants have to be put in; sand is injected to try to keep them open. The idea that they will be able to be kept open for several hundred if not thousands of feet, extending up to the aquifer, is almost laughable. Even this well-measured report states: “Sufficiently high upward pressures would be required during the fracturing process and then sustained afterwards over the long term once the fracturing process had ceased. It is very difficult to conceive of how this might occur given the UK’s shale gas hydrogeological environments.” Even if that did occur, an upward flow of fluids would not result unless “the permeability of the fractures” was “similar to that of the overlying aquifer for any significant quantity of fluid to flow. In reality, the permeability of the aquifer is likely to be several orders of magnitude greater than the permeability of the fractures. Upward flow of fluids from the zone of shale gas extraction to overlying aquifers via fractures in the intervening strata is highly unlikely.” That is an understatement Concerns have also been raised about the process resulting in excessive abstraction of water—too much water being used—putting our water supplies under threat. The report states that the amount of water “needed to operate a hydraulically fractured shale gas well for a decade may be equivalent to the amount needed to water a golf course for a month” It states that “the amount lost to leaks in United Utilities’ region in north west England every hour” exceeds the water required by one shale gas well for a decade, so there is no danger of excessive water abstraction and use as a result of this process Then we hear the frequent assertion, “We just can’t take the risk. This is a new, untried, untested process. We don’t know what dangers could result.” In fact, 2.5 million wells have been fracked worldwide and not a single person has been injured or harmed as a result of contaminated water. Not a single building has been damaged by the resultant seismic events that are so small that they would probably be less than if we dropped one of the Dispatch Boxes on the floor We are dealing with a well-tried and tested procedure worldwide. In this country, we have drilled 2,000 wells well below the aquifer and had no problems of contamination. We know from very respected bodies such as the Royal Academy of Engineering and the Royal Society that the risks are negligible, certainly if we continue with the sort of processes and environmental protection that they say already exist, although they do recommend that they could be strengthened in certain ways I urge the House not to be frightened by those who are trying to scare us into failing to exploit a resource that is potentially of immense value to this country and, not least, to those areas where shale is most prolific.
ParlaMint-GB_2015-02-11-commons.u498	I am very pleased to follow the right hon. Member for Hitchin and Harpenden (Mr Lilley), and I agree with much of what he said. I too support the recovery of shale gas within the UK. I also agree with the comments of the right hon. Member for Uxbridge and South Ruislip (Sir John Randall) who gives the Government the benefit of the doubt, but says that some questions might have to be asked in due course. However, as a former deputy Chief Whip, he would give the Government the benefit of the doubt. I cannot say that I am quite so generous, because I am disappointed that the Government risk jeopardising the support across the Chamber from those of us who believe in shale, shale recovery, fracking and the energy resource that we have underneath our shores I say with no disrespect to the Minister that this is disappointing. The Government accepted the Labour amendment when we debated the matter two weeks ago, partly because they felt that they might lose the vote because of rebellions and other things and partly because they thought the approach was correct. I do not think that fracking is dangerous. I think that with the appropriate regulatory regime, it will be safe. I much prefer the idea of sourcing our energy from within the United Kingdom than importing it from Saudi Arabia, Qatar or Russia, with all the associated problems. We should also consider the jobs, the manufacturing, the side products and the rest of it I am disappointed that the Government are not accepting the amendments that we put down originally and are rejecting those refined by the Lords. I am equally disappointed that the Minister was not prepared to engage in a debate with my hon. Friend the Member for Rutherglen and Hamilton West (Tom Greatrex), who sits on the Labour Front Bench, and accept his intervention. We should exploit shale and use it as a national resource, but to do that, and to be able to defeat those who are scaremongering, as the right hon. Member for Hitchin and Harpenden put it, we need the strongest consensus possible, and the Government’s approach tonight jeopardises that.
ParlaMint-GB_2015-02-11-commons.u499	It is always a pleasure to follow the hon. Member for Poplar and Limehouse (Jim Fitzpatrick) even when I do not quite agree with everything he said, although I do agree with much of it. The frustration here is that we are discussing the small details, the minor issues. It is a shame that we do not have the chance to discuss and vote on the principles. We were denied that chance last time. There was not an opportunity to vote on the duty to maximise extraction or on trespass. There was a chance to vote on a moratorium, but, unfortunately, the Opposition abstained in large numbers. It is frustrating that we do not get the chance again this time. The two amendments on trespass which I co-sponsored with the hon. Member for Brighton, Pavilion (Caroline Lucas) were not selected, and it looks as though we will not get a chance to vote on very much today Let me be positive to the Government and start with Commons amendment 20. I am pleased that the Minister has delivered on the promise she made when she intervened on me in our last debate, which was to give a key role to the Committee on Climate Change. I am pleased that the Committee on Climate Change will have to make reports. I hope the Minister can assure me that “from time to time” means every few years rather than every few generations. I am pleased that the Minister has gone further and given what I think will be a crucial power, which is that if the Committee on Climate Change does say that fracking is increasing UK emissions, this new Lords amendment gives the power to a Secretary of State in the future to stop fracking. That will become quite an important measure, particularly when the balance changes as we become much better at energy efficiency—the issue that the right hon. Member for Hitchin and Harpenden did not want to think about. As we change that balance, where we get our fuel from will change substantially The proposal goes slightly further in that any Secretary of State who gets a report saying that fracking is increasing emissions and does not take steps to stop it will be required at least to report formally to Parliament to say why they are flying in the face of expert advice. I welcome that.
ParlaMint-GB_2015-02-11-commons.u500	I am curious. The hon. Gentleman says that the report might say that fracking is increasing emissions, but compared with what counter-factual—imported liquefied natural gas or gas imported from Qatar, for example?
ParlaMint-GB_2015-02-11-commons.u501	Compared with what would otherwise be the case. I am aware that the hon. Gentleman is keen on the figures, but he will find that the range of values—we do not know the exact emissions from fracking—overlaps with the range of values from imported LNG. We do not know whether they will be about the same or lower The hon. Gentleman is interested in reports, so I am sure he would be interested to see the Government’s own official report, led by my constituent, Professor David MacKay, which said: “In the absence of global climate policies, we believe it is credible that shale-gas use would increase both short-term and long-term emissions rates.” That was published by the Department; we should give it some credibility.
ParlaMint-GB_2015-02-11-commons.u502	Will the hon. Gentleman give way?
ParlaMint-GB_2015-02-11-commons.u503	No, lots of people would like to speak and the hon. Gentleman has had a chance to do so Let me move on to the long list of requirements in Lords amendment 21; I have concerns about both the versions we are likely to have a chance to consider. The version that left the House was deficient and the version that has come back from the other House is also not good enough. That is why I wanted to table other amendments on where fracking should be allowed—the within and under issue, which is covered in amendments (d) and (e) to the table in Lords amendment 21B. I am grateful to those Members who have given us support. Support has also been given by organisations such as the Royal Society for the Protection of Birds, the Campaign to Protect Rural England and many others I was struck by the fact that the shadow Minister, the hon. Member for Rutherglen and Hamilton West (Tom Greatrex), used a lot of words to say neither yes nor no to a simple question about whether he would want to ban fracking within or under all those protected areas. The whole House heard that he was not prepared to give a yes or no answer, whereas some of us believe we should take a firm position and be clear. I would take further steps on it. I therefore have a problem with both versions I also have a problem with issues to do with water. There are concerns about abstraction of water in some areas, and I think that a duty merely to consult, but not necessarily to do anything with the consultation, does not go far enough I am also interested in the issue of how to give notice. I accept what the Minister says in that it would be going too far to require every single person definitely to have been notified. I can see the problems with that, but I can also see the problems with a measure that means that a notice being put in the bottom of a locked filing cabinet could be considered notification. I was hoping the Minister would let us know what that balance should look like so that there will be reasonable notification I am frustrated that it seems we shall not have a chance to vote on much of this—
ParlaMint-GB_2015-02-11-commons.u504	I did try to intervene on the shadow Minister. The hon. Gentleman might choose to invite the shadow Minister, who must have modelled this, to give us some idea of the cost and timetable of such individual notification, given that it was not in the original amendment and was added at a late stage, contrary to what the shadow Minister suggested.
ParlaMint-GB_2015-02-11-commons.u505	I thank the Minister for his intervention, although I am not sure whether he is asking me to answer; I certainly have not modelled what the shadow Minister would like to do I am very frustrated that it looks as though we shall have to choose between two options, both of which are deficient, and that we shall not have the chance to vote on the stronger proposals that I would much prefer.
ParlaMint-GB_2015-02-11-commons.u506	I rise to support the Government on these crucial amendments and to congratulate the Minister on very deft handling of an issue that is difficult because it is complex and technical, and because there are some extreme opinions on the matter, some of which are based on ideology rather than technology or science. I commend her efforts to try to find a middle way and reach a broad consensus I was encouraged by the stance taken by the Opposition through most of the passage of the Bill. They behaved responsibly, taking the important role of opposition seriously and scrutinising the Bill, and offering up amendments and criticisms that they thought were valid. However, I am very disappointed that the Opposition in the Lords and back here again are trying to have their cake and eat it. They are trying to hunt with the hounds and with the hare.
ParlaMint-GB_2015-02-11-commons.u507	This has been a good debate on the amendments. I pay tribute to the Minister for steering a difficult piece of legislation through the House. My hon. Friend the Minister has not had the advantage of the years in opposition which show that the detail should appear on the face of the Bill. The House will unite around the fact that we present a hostage to fortune by allowing some of the detail that will no longer be on the face of the Bill, which was achieved through consensus around an Opposition motion on Report which united the House on specific aspects—
ParlaMint-GB_2015-02-11-commons.u508	One of the details I am particularly concerned about is coal bed methane, which is exploited at depths of 150 to 400 metres—unlike high-volume hydraulic fracturing, which is done below 1,000 metres—and which is not defined in the Bill. Does my hon. Friend agree that there should be a prohibition on all gas exploitation at depths of less than 1,000 metres?
ParlaMint-GB_2015-02-11-commons.u509	I am sure the Minister will respond My right hon. Friend the Member for Hitchin and Harpenden (Mr Lilley) put his finger on the issue before the House today. I would not stand in the way of fracking in Thirsk, Malton or Filey, which is a deeply rural constituency dependent on farming and tourism in precisely the area for which, I am told, the licence application is to be submitted in March, before the regulations have come before the House. There are too many unknowns in the regulatory regime. My question to the Minister—I have tabled a question in this connection—is which independent regulator will enforce the controls, the traffic light system which the Prime Minister refers to, stopping seismic activity above 0.5%? This is the big difference between drilling in every other aspect and causing an earthquake below ground, making the earth move, possibly never to return to where it had been before I would also like to raise with my hon. Friend the Minister the matter of ground water contamination. How can Third Energy hope to remove by pipes the waste water at a depth of less than 2 metres underground? How can it possibly hope to submit a plan for a licence application by the end of March without having a traffic movement plan or a waste disposal plan I leave the House and the Minister with the thought that in the present economic climate, given the fall in the price of oil, we can allow ourselves the luxury of making sure that the regulatory regime is independent and fit for purpose and that no fracking will take place until the regime has been tried and tested.
ParlaMint-GB_2015-02-11-commons.u510	I had not intended to speak tonight but, having heard the debate, feel that I must contribute. My right hon. Friend the Member for Hitchin and Harpenden (Mr Lilley) made the important point that some of the people who are against fracking are patently against it for environmental reasons; I do not associate myself with those people, and neither does he. However, I think that many people in this country have genuine concerns about fracking. In my constituency, where there are a number of test sites, I find that many people are very reasonable, in that they would be open to the option of fracking as long as they felt that the regime was strict enough and that there were enough environmental protections in place What concerns me about tonight’s debate is the restricted time, our inability to vote on all the amendments, and what has happened between the Lords and the Commons with regard to what I thought we agreed in the Commons a week or so ago. It leads many people to conclude that the Government are in league with the extraction companies or that there is something to hide. I do not believe that is the case at all, but given our concerns, I think there is a very strong argument indeed for pausing and thinking again about this issue, particularly given what has happened to oil prices internationally. That is why I and other Members on both sides of the House recently voted in favour of a moratorium.
ParlaMint-GB_2015-02-11-commons.u511	Will my hon. Friend give way?
ParlaMint-GB_2015-02-11-commons.u512	I will not, because other Members are still to speak There is clearly the potential for fracking. I do not pretend to be a scientist—I stopped studying science when I finished my double-award GCSE at the age of 16—so I will not get into the arguments, but clearly there is the potential for an industry that a large number of my constituents would support, subject to those safeguards. That is why I voted the way I did in previous stages of the Bill’s consideration. I do not think that the way the Lords amendment has been drafted, or indeed this evening’s debate, has done a great deal to increase the confidence of residents. I make a plea to the Government that we have to take people along with us on a journey, particularly when there is a new technology that is very controversial—[Interruption.] Hon. Members say that it is not a new technology, but it is new to this country, as we heard from my hon. Friend the Member for Thirsk and Malton (Miss McIntosh), so people’s concerns about it should be heard, just as concerns about wind farms should rightly be heard I urge the Government to think very carefully about this. I reiterate my view that the residents of Brigg and Goole and of the Isle of Asholme are not closed-minded about this technology; they simply want to know that the evidence is there to support it and that their homes, communities and local environment will be sufficiently well protected. That is what I thought we had agreed to with the amendment a couple of weeks ago.
ParlaMint-GB_2015-02-11-commons.u513	I am reassured by the words of my hon. Friend the Minister, particularly with regard to groundwater protection. I think that she and the ministerial team have gone out of their way to be as consensual as possibly in order to bring the Opposition with them in support of hydraulic fracturing. Having heard the shadow Minister, who is a decent and knowledgeable man, say that he believes in a bipartisan approach, I think it is a great pity that he has chosen not to adopt such an approach tonight. He and I served on the Energy and Climate Change Committee, and it is worthy of note that the Committee has produced in this Parliament not one but two reports on fracking and shale gas It is also worthy of note that except for the hon. Member for Wansbeck (Ian Lavery), not one Opposition member of the Select Committee is here tonight. That seems to suggest that the others are not particularly concerned about the proposals put forward by the Government. Conservative, Labour and Liberal Democrat members of the Committee all supported the importance, with safeguards, of fracturing for shale gas My right hon. Friend the Member for Hitchin and Harpenden (Mr Lilley), a fellow member of the Committee, made an eloquent speech demolishing many of the myths that surround shale gas extraction. I will not attempt to reheat and rehearse most of what he said. He made a point about aquifers relative to shale layers underground. The hon. Member for Brighton, Pavilion (Caroline Lucas) has worries, as have others, about the potential pollution of the water table. I think that that is almost impossible as a result of shale gas fracturing. Fracking, in and of itself, cannot cause pollution of the water table, because the shale layer is hundreds, sometimes thousands, of feet below the earth’s surface, whereas the aquifers are just a few feet below the earth’s surface. In between the aquifers and the shale layer are hundreds, sometimes thousands, of feet of solid rock. Firing sand grains into fractures a hair’s breadth wide is not going to cause pollution of the aquifers. That will happen only if the wells themselves are compromised, and given that we have some of the best environmental protection in the world, that is very unlikely. If one drills down thousands of feet—
ParlaMint-GB_2015-02-11-commons.u514	My hon. Friend draws attention to the fact that here in the UK we have the best environmentally regulated regime for oil and gas extraction in the world. That is a very important point. We have a terrific record, particularly for onshore drilling. It would be wrong to cast out—
ParlaMint-GB_2015-02-11-commons.u515	With the leave of the House, we shall take motions 5 to 8 together Motion made, and Question put forthwith (Standing Order No. 118(6)), Forestry That the draft Public Bodies (Abolition of the Home Grown Timber Advisory Committee) Order 2015, which was laid before this House on 2 December 2014, be approved Freedom of Information That the draft Freedom of Information (Designation as Public Authorities) Order 2015, which was laid before this House on 12 January, be approved Pensions That the draft Automatic Enrolment (Earnings Trigger and Qualifying Earnings Band) Order 2015, which was laid before this House on 19 January, be approved Financial services and markets That the draft Financial Services and Markets Act 2000 (Regulated Activities) (Amendment) Order 2015, which was laid before this House on 20 January, be approved.—(Mel Stride.) Question agreed to.
ParlaMint-GB_2015-02-11-commons.u516	I am grateful for the opportunity to initiate this debate Premier Christian Radio celebrates its 20th anniversary this year. It is a full-service, speech-based radio station for Christians on the Digital One national radio multiplex, and it provides 24-hour ministry, discussion and news from a Christian perspective to a committed audience. It has been on Digital One since 2009. Digital audio broadcasting now accounts for 61% of its audience of 600,000 to 700,000 people who listen for at least 10 hours per week At the end of March, in about six weeks’ time, Premier’s six-year contract with Arqiva—the owner of Digital One—will come to an end. It was due to end on 20 December, but Premier was granted an extension until 31 March. Beyond that, its continued presence on Digital One is in doubt. Premier tells me that it has been trying to initiate contract renewal since last summer, but it was made clear that it would have to come off the platform. On 10 December, Global—the media entertainment group—announced that further pop stations, including Heart Extra, would be introduced on Digital One early this year. The intention appears to be for Heart Extra—which is frankly rather similar to quite a few other stations on that multiplex—to take up the slot vacated by Premier. Premier has not been outbid; this appears to be a knock-on consequence of wider commercial manoeuvring I welcome the fact that yesterday, Premier received an offer from Arqiva that could provide a basis for its continued presence on Digital One. I hope that the negotiations that follow will be successful, but we shall see.
ParlaMint-GB_2015-02-11-commons.u517	I am grateful to the right hon. Gentleman for raising this important topic. There is, however, some confusion, because Ofcom sent me and other Members a message this afternoon, saying that “Digital One has been in conversation with Premier and has been offered a means of remaining on the national DAB platform until 2018” At that point, Premier Christian Radio did not know about it. I hope the offer is serious and will operate.
ParlaMint-GB_2015-02-11-commons.u518	I think it is serious and hope that the discussions that follow will be successful, but I understand the right hon. Gentleman’s puzzlement about the precise timing of what happened Earlier this month, Ofcom announced that it has received two competing applications—from Listen2Digital and Sound Digital respectively—for the licence to run the second national radio digital multiplex from next year. Premier is listed as a station on both the bids, so it should be assured of a place on Digital Two. However, if it cannot stay on Digital One after March, it will have a very serious problem. Digital Two will not open until the second quarter of next year, so Premier would lose more than half its audience and a large chunk of advertising and other income. It does not have a big corporation standing behind it, and removal from Digital One would be an existential threat.
ParlaMint-GB_2015-02-11-commons.u519	The right hon. Gentleman is making a great case and is right to raise this issue. It is very important that Premier maintain a presence. As it is broadcasting and will be broadcasting again from April 2016, as he has just explained, is it not clear that a solution needs to be found that suits Premier and suits Arqiva to let it continue to broadcast in the meantime?
ParlaMint-GB_2015-02-11-commons.u520	The hon. Gentleman is absolutely right and I think we can be hopeful that such an arrangement will be found Premier has worked very hard over 20 years to build its audience and has a lot of very committed listeners. The issue I particularly want to raise concerns the requirements of the Broadcasting Act 1996, as it seems to me that they should apply in this case. Section 54(6) of the Act states: “Where the licence holder applies to the Authority for the variation of any condition imposed in pursuance of subsection (1)(b) and relating to the characteristics of any of the digital sound programme services to be broadcast under the licence, the Authority shall vary the condition accordingly unless…(a) it appears to the Authority that, if the application were granted, the capacity of the digital sound programme services broadcast under the licence to appeal to a variety of tastes and interests would be unacceptably diminished”.
ParlaMint-GB_2015-02-11-commons.u521	This is an important subject and many of us in the Chamber today have had the chance to be interviewed on Premier Christian Radio and understand its importance. I share the right hon. Gentleman’s concern that the national coverage of Premier Christian Radio should be changing. In 2014, it reached the largest number of listeners it had ever had, which shows its appeal and the interest it generates. Does he share my concern that every effort must be made by the Minister and by us in this House to ensure that Premier Christian Radio can continue?
ParlaMint-GB_2015-02-11-commons.u522	Yes, I do agree It seems to me that the summary removal of Premier from Digital One, and its replacement with a pop music station very similar to several others, falls foul of the requirement in the 1996 Act, as the capacity to appeal to a variety of tastes and interests would be unacceptably diminished. I hope that Ofcom will take that view; I would have hoped that it might have done so already. I hope the Minister will take that view as well I feel strongly about this, as I was a member of the Committee on the Broadcasting Bill back in 1996, and I remember being very impressed by the diligence of the then broadcasting Minister, the late Iain Sproat, in bringing forward a regulatory framework for broadcasting that was commercially viable but also decent. That requirement to “appeal to a variety of tastes and interests” was at the heart of it In Committee, on 14 May 1996—I was there—Iain Sproat said: “For digital radio, as for digital television, allowing the new technology to extend choice is a main aim of the Government.” I hope the Minister will confirm that it still is. Iain Sproat also said that “no more than two of the stations on the multiplex should be aimed at predominantly the same section of the listening audience”.—[Official Report, Standing Committee D, 14 May 1996.] I understand that MPs are likely very soon to start receiving listeners’ postcards on the subject. As a London MP I have been on the receiving end of Premier postcard campaigns in the past, and the number of postcards is pretty impressive. Section 3 of the Communications Act 2003 also applies, with its requirement to secure “the availability throughout the United Kingdom of a wide range of television and radio services which (taken as a whole) are both of high quality and calculated to appeal to a variety of tastes and interests.” Premier Christian Radio is not the only Christian station on Digital One—United Christian Broadcasters is there as well—but it provides a unique and distinctive service. It is speech-led, and one of only three non-BBC stations on Digital One with 50%-plus speech content. Premier has its own news team, with journalists who provide a distinctive perspective on current affairs. It has a unique Christian telephone helpline and it is a very distinctive presence on Digital One Premier leads on important campaigns: the RE.ACT campaign in 2011 to safeguard religious education in schools; the Safetynet campaign in 2012 to protect children from online pornography; and the Not for Sale campaign, which did important work on the Modern Slavery Bill.
ParlaMint-GB_2015-02-11-commons.u523	I am very grateful to the right hon. Gentleman. He is being very generous and is making an excellent speech. On the point about diversity and appealing to a wide range of interests, is it not the case that many of Premier’s listeners are fairly elderly and take great comfort from the ministry it provides, whereas most listeners to a pop station tend to be slightly younger?
ParlaMint-GB_2015-02-11-commons.u524	The hon. Gentleman is absolutely right. Last week, Premier started to ask its listeners to write in with their support. I am told that 2,000 to 3,000 a day have been writing in since then. Let me just read what one of them said, which very much echoes the hon. Gentleman’s point: “Premier is a lifeline for me. I am registered disabled, with M.E., and unable to get to church or meet with other people. Premier helps me to connect and engage with my faith and feel part of a wider community.” I think a large number of people who listen to Premier feel the same way. Premier Christian Radio has recently announced an annual “society Sunday” to build closer relationships between local representatives and faith groups in their area to celebrate the work of faith groups in communities. The first is due to take place on 14 June, and has been backed by the Communities Secretary. The hon. Gentleman is absolutely right that Premier is very important indeed for many of its listeners.
ParlaMint-GB_2015-02-11-commons.u525	The right hon. Gentleman is being very gracious. On the impact that Premier has across the whole of the United Kingdom, I just wanted to make the point that in Northern Ireland those who listen to Premier Christian Radio enjoy it. Culturally and regionally, it brings us all together to enjoy programmes we all take great pleasure in.
ParlaMint-GB_2015-02-11-commons.u526	I am grateful to the hon. Gentleman for making that point. Before it went on to Digital One, I think I am right in saying that Premier Christian Radio would not have been available in Northern Ireland, and now it is There are currently 14 stations on Digital One: Classic FM, Capital Xtra, Smooth Xtra, LBC, Kiss, Magic, Planet Rock, Absolute Radio, Absolute 80s, Talksport, Premier, UCB, which I mentioned, BFBS, the armed forces station, and TeamRock. LBC and Talksport have 100% speech content; Premier has 50:50 speech and music. The other 11 stations focus predominantly on music in varying proportions. The inclusion of yet another music channel at the expense of Premier would clearly harm the aim of appealing to a variety of listeners and tastes There is a trend of losing speech-based stations from Digital One. A number of stations were there but are not any longer: One Word, a speech-based service of plays, books and comedy; ITN, speech-based rolling news; Talk Radio; Primetime, targeted at the over 50s; The Jazz, a Jazz music station, as one would expect; NME Radio, music news; and Bloomberg, financial and market news. All of those were on Digital One but have now gone. Against that disappointing pattern, the enforced removal of Premier looks even less defensible Even a gap in transmission of 12 to 15 months would be a very serious blow to Premier’s listeners, to viability of the station, and to the principle of diversity set out in the Broadcasting Act 1996. Premier provides its listeners with a valued opportunity to connect to their faith, and to reflect from that starting point on what is happening in the world and on current affairs. Removing Premier Christian Radio from Digital One—I very much hope yesterday’s approach means that that will not now happen—would be unacceptable. If a request is to be made to replace Premier with a pop music station—it has not been made yet—Ofcom should reject it. I am very much hoping that the Minister will agree.
ParlaMint-GB_2015-02-11-commons.u527	It is a great pleasure to respond to the right hon. Member for East Ham (Stephen Timms), who made his case in a characteristically forthright, clear and brief manner, getting all the right points across as succinctly as possible. I shall try to follow his lead. I am also grateful for the contributions from my hon. Friend the Member for South West Devon (Mr Streeter), my right hon. Friend the Member for Berwick-upon-Tweed (Sir Alan Beith) and the hon. Member for Strangford (Jim Shannon), who has contributed to many debates in which I have taken part It might sound like I am going off topic, but I hope that as I speak it will become clear why I wish to talk generally about digital radio. As the right hon. Gentleman made clear, Premier Christian Radio is now available in Northern Ireland thanks to digital radio. I was interested to hear him talk about the postcard campaign that Premier Christian listeners might undertake to save their radio station. I hope that we can turn this army to another purpose, because I hope that they will work with me to promote the virtues of digital radio. As he mentioned, I have been a great supporter of digital radio precisely because it promotes diversity in broadcasting. The BBC, a laudable institution, dominates the radio airwaves, with something like two thirds of listening, and digital broadcasting is a great opportunity for a much wider platform of voices to be heard, which is why his points about whether we should have another pop music station or preserve Premier Christian Radio were so well made For that reason, the Government are working hard to promote digital radio, and I am pleased that figures for digital radio listening, driven in part, perhaps, by listeners to Premier Christian Radio, have risen in the last five years from about a quarter to almost 40%, and that the proportion of households with digital radios, and therefore able to receive Premier Christian Radio, has risen from about 32% when we entered office to about 50% now. It is also possible to listen to Premier Christian Radio in the car. Two thirds of new cars now have digital radios fitted as standard, although we need to do more to get cheaper car conversion kits for those of us who drive an older make of vehicle. That is all because of our digital radio action plan pushing out key improvements in digital radio infrastructure There are several successful digital radio music stations that have shown how viable this platform is. For example, Radio 6 Music was another station threatened with closure, not by being thrown off the mux it was broadcasting on, but by the decision of BBC bureaucrats. It might interest the right hon. Gentleman to know that I personally intervened, and although I would be too humble to claim credit for 6 Music’s survival, I hope that when the history of that station is written, I will earn a small footnote. In fact, 6 Music is now more popular than BBC Radio 3 The right hon. Gentleman mentioned pop music stations. Before concentrating on the virtues of Premier Christian Radio, it is worth saying that pop music stations do also have some virtues. Absolute 80s draws 1.5 million listeners every week, making Bauer the first radio group where more than 50% of its listeners now listen on digital radio. There is further good news for those devoted to these new digital radio stations. The construction of 182 new digital transmitters across the UK—
ParlaMint-GB_2015-02-11-commons.u528	Order. I have given the Minister a free rein, but, in fairness, I think there are a few Members here who would like him to concentrate on the debate. All this good news is welcome, but the debate is more about Premier Christian Radio than the success of pop stations.
