ParlaMint-GB_2015-12-15-commons.u1	1. What steps he is taking to support higher-level skills in further education.
ParlaMint-GB_2015-12-15-commons.u484	Ken Livingstone.
ParlaMint-GB_2015-12-15-commons.u485	Yes, indeed If there is any way of lightening the process, it would be welcome. Similarly, many developers would be happy to pay higher planning fees in exchange for guaranteed faster decision making, perhaps with the extra fees being refunded if the service level was not met. I hope the Minister will take those constructive ideas in the spirit they are intended In summary, having sat on the Bill Committee for 17 sittings, I am absolutely confident it will increase the supply of new homes and promote homeownership, and I strongly welcome it.
ParlaMint-GB_2015-12-15-commons.u486	In 1892, Mr Pooter, from “The Diary of a Nobody”, was the archetypal suburban London Mr Average, but on current figures he could not afford today to live where he did. In 2009, The Spectator said his home would be worth £1 million and that his clerk’s salary would be £40,000. In Ealing, a typical suburb, the figures are astronomical and are placing an average suburb out of reach for the average Joe and Josephine, for whom suburbia was intended. Last year, average rents were £1,400. According to this year’s Land Registry figures, a terraced house in W5 now costs £781,000 The Government’s housing record is one of abject failure, on homelessness, homeownership, house building, rents and, crucially, supply. Shelter, an objective charity, says that channelling existing public resources to build homes that only those on high incomes can afford will result in 180,000 affordable and low-rent homes not being built or sold. That is as a result of the changes in the Housing and Planning Bill. The goalposts have been moved several times. In respect of rents, “affordable” can now mean up to 80% of market rents, which is just not realistic These subsidised starter homes have been trumpeted, but they are a non-starter for people in my constituency. In Ealing, average earnings are about £34,500. If someone wanted a shot at just a one-bedroom starter home in W13, they would have to earn £73,142. In W4, it is even worse: £90,501. At first sight, the 1% rent reduction looks good, but it will have massive unintended consequences. I went recently to the reopening of the YMCA foyer in my constituency. It has sunk all its assets into it, based on a business plan of rising rents, and it now expects to be completely sunk. It was a massive oversight not to have exempted supported housing There is so much I could say about the mandatory “pay to stay” policy. The figure of £40,000 means two incomes of £20,000, which is not a princely sum in London. It is an attack on aspiration, which Conservatives keep talking about. Our capital city is being hollowed out, as we pay ever more for housing yet become ever more insecure at the same time. The Spectator says that Holloway is now becoming banker land. I fear that not just Mr Pooter but many others on average and modest incomes are being forced out of London, which is being left to bankers, oligarchs and off-plan buyers, whose playground our capital is becoming.
ParlaMint-GB_2015-12-15-commons.u487	I welcome the Opposition’s choice of motion, but I was disappointed by the shadow Secretary of State’s lack of humility when he moved it, given his own underwhelming record in government As the shadow Secretary of State correctly said, housing is a top-four issue. I am sure it is towards the top of most of our postbags. The challenges of housing, rent and affordability are among the major challenges we face, and they deserve better than the rehashed diatribe we heard at the start of the debate. What we are seeing from this Government is the largest land building programme in decades, which will help to address the fundamental problem behind both the availability and affordability of housing As my hon. Friend the Member for South Norfolk (Mr Bacon) correctly said, the elephant in the room is the issue of supply. Why is there this market failure that we do not see in other areas of the economy? Part of the answer is regulatory failure. The Government cannot control all the levers that affect supply, but it is right for them to do what they can to eradicate some of the barriers to that market entry There are two elements at the core of addressing supply. The first is action to bring brownfield land back into productive use for housing. That is why I am so pleased that the Government are introducing this assumption of planning consent for developments on brownfield land. Devolution deals around the country are important, too. The devolution deal reached in my west midlands region is a combined authority with the powers of investment to bring brownfield land, and particularly contaminated brownfield land, back into use so that it can be made part of the land supply for our housing market. That is good for the environment—using brownfield instead of green spaces—good for housing and good for the economy The second area that needs to be addressed to increase supply is preventing the planning system from becoming a bottleneck to the availability of housing. The Government’s action to move away from the regional spatial strategy towards local plans as well as introducing planning in principle is absolutely vital and will hopefully mean that we have the supply to match this record house building programme.
ParlaMint-GB_2015-12-15-commons.u488	Members who picked up the Metro this morning on the tube will have seen that Hammersmith features in this week’s property page. They will have found out that the average price of property there is just over £1 million, although they managed to find a one-bedroom basement flat for £425,000, which would be just within the starter home bracket, requiring an income of only just over £100,000 to snaffle that up. The more typical development—the new development with no social housing given permission by the previous Conservative council—sees a two-bedroom flat in Fulham going for £1.2 million or a three-bedroom flat in the Queen’s Wharf or Sovereign Court for £2.2 million That is why owner-occupation has dropped from over 40% to just over 30%. Local people cannot afford to buy those; they are bought by foreign investors from United Arab Emirates, Malaysia or wherever, and are either left empty or rented out, which is why the private sector has gone up from 30% to 40%, but all properties are unaffordable. I am afraid that I have to include in that list of unaffordable properties the 85% of council right to buys, which are now rented out at market rates, and mainly to local authorities that are now paying three or four times what it would cost to live in council accommodation. We know what the Housing Minister thinks about this because he recently said that “if people want to live and work in and around London, it’s actually making a judgment call about what you can afford”— in other words, “on yer bike” One type of housing is affordable—30% of the accommodation in my constituency is still social housing. Most Governments in the past, irrespective of party, would have regarded that as an asset, but not this Government. What are they doing? They are selling off housing association homes so that they in turn can be turned into buy to let at market rates, and they are selling 50% of the remaining 12,000 council stock in order to subsidise that sale When voters voted to get rid of the Conservative council that was selling off empty council properties—it sold off 300 and was warehousing and emptying blocks of council flats and constructing zero social homes in new developments—they thought that they had got rid of all that. Now, however, we have a Government who are bringing it all back at the national level through the Housing and Planning Bill. There will be no social homes built in the future—nothing that is affordable to my constituents I am pleased that my hon. Friend the Member for Westminster North (Ms Buck) is sitting next to me. Her speech hit the nail on the head when it comes to the most disgusting thing this Government are doing—removing security from people who live in council homes and telling them that they will have temporary housing as a form of charity rather than a permanent home in which to bring up their families The Government have reversed their position on “pay to stay” for housing associations, which is welcome, but they should do the same for everyone. They should let families on modest incomes continue to live in secure homes in London and around the country, and end this appalling business of removing security of tenure from council tenants.
ParlaMint-GB_2015-12-15-commons.u489	We are simply not building enough to keep up with both the demand and the challenges that are faced by many of our constituents who want to buy homes of their own. Government initiatives are radical and welcome, but I would advocate further action, and I hope that the Government will consider some of the following proposals. First, there is a need to build on green spaces. Nearly 80% of my constituency is designated as “area of outstanding natural beauty”. There is a shortage of land afforded for local employment, but where there is such land, it is on brownfield sites. If the tens of thousands of houses that my district councils intend to build are allocated to brownfield employment sites, where will our current and next generations of homeowners work In one of my parishes, the village petitioned the district council to allow a small housing complex to be built on a green field just outside the building boundary. As a result of the campaign for building to be allowed on that green site, Etchingham now has a new school, a new village hall, and new affordable housing—all of it courtesy of that bold move. I should like the Government to make it easier to allow parish and town councils to make such decisions. When a district council has a plan, parishes and towns are required to conform to it; if they do not do so, their own local plans will not be approved by the district council. I should like to free parishes and towns from the shackles of district plan compliance. If they want to designate a site, then let them do so, and let them override district plans for their own purposes if that is within the planning laws Secondly, there is a need to deliver more infrastructure. Although the argument that more housing is required is being won, there is a real fear that communities will not have schools, doctors and other essential public services until the housing has been completed. If authorities could deliver infrastructure at the same time as building began, the public might embrace the building of more housing, and might even ask for more housing than had been scoped if, say, a new secondary school would be built with a few hundred more houses. I should like local authorities to be given the power to borrow money against the receipts from new homes bonuses, although, of course, that would work only if the new homes bonus scheme were extended for as long as the plans Thirdly, consent needs to be turned into new homes. The amount of land where planning consent has been granted but work has not begun continues to cause concern. The lack of building not only adds to the problem of a shortage of housing numbers, but also deprives local authorities of the ability to collect receipts from section funding or community infrastructure levies. I would support a policy that required developers to pay a first instalment of section 106 moneys within 12 months of the granting of planning consent, rather than on the completion of developments. Such a policy would not only incentivise house building and increase stock, but would permit local authorities to deliver vital infrastructure in parallel with house building The need to tackle our housing shortage is a huge priority. It is a national tragedy that more is not being done, but I support the Government on what is being done.
ParlaMint-GB_2015-12-15-commons.u490	I call Mr Zeichner to speak for two minutes.
ParlaMint-GB_2015-12-15-commons.u491	I am grateful to you, Mr Speaker. My city of Cambridge is in the grip of a housing crisis, and I have 110 seconds in which to speak. An email that I received from a constituent recently encapsulates the problem. She wrote: “I live, work and pay my council tax in Cambridge. Housing in Cambridge is almost as expensive as London these days. I was very excited to hear about the help to buy ISA—but Cambridge should have the same threshold as London of £450,000. Looking at rightmove right now, it is disheartening that there are only 4 properties that would meet our criteria of 3 bedrooms and the Government’s criteria of maximum £250,000 within a 5 mile radius of Cambridge…How are we supposed to buy, afford and raise a family in Cambridge?” There are only four of those properties—four Perhaps the Minister will be able to answer my constituent’s question, but I personally doubt it, because I do not think that the Government have a clue about the real problems that face young people in Britain today. If young people such as my constituent cannot afford to buy, they have to rent, and do we hear anything from the Government about helping renters? I do not think so. If they were really listening, they would know that when house prices become unaffordable in areas like mine, the nature of the private rented market changes. Young families who would once have bought are staying longer in the rented sector, but the legislation has not kept up; the Government have not kept up Let me skip the points I was going to make about the attack on social housing and conclude by saying a little about the impact on business. My right hon. Friend the Member for Wentworth and Dearne (John Healey) visited my constituency recently and even he, experienced on these issues as he is, was shocked by the consistency of the message from employers. In every sector, be it the thriving life sciences and tech sector, research and our universities or major public sector employers such as the NHS, the message is clear: we cannot recruit and we cannot retain staff while housing remains so unaffordable. This is therefore not just about housing; it is about social justice and inter-generational justice. At the start of my speech I quoted the question from my constituent and I urge the Minister to answer it: “how are we supposed to buy, afford and raise a family in Cambridge?”
ParlaMint-GB_2015-12-15-commons.u492	In a wide-ranging debate, we have heard contributions from Members in all parts of the House, including the hon. Members for Wimbledon (Stephen Hammond), for South Ribble (Seema Kennedy), for Croydon South (Chris Philp), for Dudley South (Mike Wood), for Thirsk and Malton (Kevin Hollinrake) and for East Renfrewshire (Kirsten Oswald); my hon. Friends the Member for Ealing Central and Acton (Dr Huq) and for Hammersmith (Andy Slaughter); the hon. Member for Bexhill and Battle (Huw Merriman); and my hon. Friend the Member for Cambridge (Daniel Zeichner). My hon. Friend the Member for Birmingham, Yardley (Jess Phillips) made a passionate speech about the human cost of the housing crisis, and my hon. Friend the Member for Sunderland Central (Julie Elliott) also spoke with passion about the shortage of social housing. Most interestingly, the hon. Member for South Norfolk (Mr Bacon) spoke of not only his well-known interest in self-build, but his less-known interest in the Deputy Speaker’s shoes Clearly, the housing crisis is one of the greatest challenges to face our country in recent times, and Members from across this Chamber know the impact that housing has on their constituents’ lives. The hon. Member for Worcester (Mr Walker) spoke of his casework, which mirrors mine. My advice surgeries are full of people suffering as a result of the housing crisis, and my inbox and telephone line are jammed with their cases. Rent costs are rising, and there are poor standards in the private rented sector. We have ever-increasing homelessness across the country, both in terms of statutory homeless and rough sleeping. The Government are seemingly committed to seeing the end of the social housing sector as we know it. Fewer homes are being built than at any time since the 1920s and we have a generation of young people priced out of the property market. For five years, the Government have had the chance to tackle this housing crisis head on, but they failed It has never been more important to tackle the housing crisis, because housing affects everything—it affects our whole lives. Insecure housing affects our whole society. It affects health, education and productivity. Without a secure roof over our heads, we face uncertainty, instability and doubt. Stable homes make stable communities, and without safe, stable and affordable housing we face pressure across our whole society and across our public services. It affects our schools and our children’s education, with unsettled classes affected by churn and individual children falling behind as they move school again and again. It affects public health and our doctors, who struggle to co-ordinate health awareness campaigns as a result of instability in the housing sector, as residents constantly move between practices. It affects our communities, where many are unable to set down roots, commit to a local area, and join local organisations, sports teams and religious groups. That point was made by my hon. Friend the Member for Westminster North (Ms Buck) The Government claimed that they would build more affordable homes, but the “affordable rent” is not affordable to many people. House of Commons Library research shows that in London it would swallow up 84% of the earnings of a family on an average income and it requires a salary of up to £74,000. This does not just affect London; the contributions we heard from my hon. Friends the Members for Bristol South (Karin Smyth) and for Leeds East (Richard Burgon) showed us that this is a national crisis, not just a London one Many of those who cannot afford to buy have to live in the private rented sector, where the Government have failed to increase security and improve standards, and have overseen rents reaching an all-time high. Once the private rented sector was mainly for students and young professionals, but now it is families and the vulnerable who live in the sector. That was spoken about with concern and compassion by the hon. Member for Rossendale and Darwen (Jake Berry). Some 9 million people now rent privately. Almost half of those who rent are over 35. They want the same security and stability that they would have if they owned their home, but they face insecure assured shorthold tenancies, and a Government refusing to encourage long-term tenancies and to tackle rising up-front letting agent fees. While these people pay more, the Government are failing to act to improve standards in the sector. Although the majority of properties in the private rented sector are well maintained and of good quality, there are sadly too many landlords who let properties that are not fit for human habitation. Indeed, the Government’s own statistics say that 16% of private rented sector dwellings are failing the minimum safety standard. When my hon. Friend the Member for Westminster North introduced a private Member’s Bill to make sure that homes were fit for human habitation, it was talked out by Conservative Members, who argued that it would put a huge burden on landlords.
ParlaMint-GB_2015-12-15-commons.u493	Will the hon. Lady give way?
ParlaMint-GB_2015-12-15-commons.u494	I am afraid we are very short of time, so I cannot My hon. Friend the Member for Dulwich and West Norwood (Helen Hayes) also touched on the rising housing benefit bill, which is now £4.4 billion higher than in 2010. The Housing and Planning Bill included an all-out attack on social housing. On the last day of the Committee, the Government added a last-minute amendment to end secure tenancies for social tenants without any consultation or impact assessment I would like the Minister to respond to two questions. If home ownership is the only way forward, where are people who cannot get a mortgage meant to live? Can he confirm that starter homes will be for first-time buyers and will not be available to cash buyers The Housing and Planning Bill will lead to a loss of affordable homes to rent and buy, but more than anything it is a missed opportunity to tackle the housing crisis head on, to provide greater security, stability and safety to tenants in the private rented sector, to offer a genuine hand-up to those who are trying to get on the property ladder and to build more social housing. We have seen a comprehensive spending review and an autumn statement that have failed to provide for a programme of affordable house building and have attacked many tenants on low incomes due to cuts in housing benefits For five years the Conservatives have had the chance to tackle the housing crisis. They have failed. They have their own track record, and it is one of five years of failure. They should and will be judged on it.
ParlaMint-GB_2015-12-15-commons.u495	I thank all Members for taking part in this lively debate. Before I respond to the speeches made by hon. Members, the House will appreciate a reminder of what has been achieved since 2010. Back then, the housing market was broken. We inherited a planning system that was dysfunctional, and levels of house building that were tumbling. The economy and public finances were on the brink of collapse. Enormous progress has been made since. Almost 900,000 new homes have been delivered in England since 2010. In the last Parliament the number of first-time buyers doubled, the number of new homes we built doubled and public support for new house building doubled, and since 2010 we have helped more than 270,000 households buy a home We have provided more than 270,000 affordable homes for rent, with almost one third of those in London. We are the first Government since the 1980s to finish their term with a larger stock of affordable homes. A reformed planning system gives far greater weight to the views and needs of local communities, but in this Parliament we want to go much further. The Government’s investment is being doubled to £20 billion in the next five years. It will support the largest housing programme by any Government since the 1970s. Our ambition is to deliver 1 million more homes and double the number of first-time buyers My hon. Friends the Members for South Norfolk (Mr Bacon), for Wimbledon (Stephen Hammond), for Worcester (Mr Walker), for Rossendale and Darwen (Jake Berry), for South Suffolk (James Cartlidge), for Thirsk and Malton (Kevin Hollinrake), for South Ribble (Seema Kennedy), for Croydon South (Chris Philp), for Dudley South (Mike Wood) and for Bexhill and Battle (Huw Merriman) all made fabulous and important contributions. My hon. Friend the Member for South Norfolk explained the importance of self-build and praised the measures in the Housing and Planning Bill to promote it. My hon. Friend the Member for Wimbledon pointed out that council house building is now at its highest level for 23 years, knocking down the myth promoted by the Labour party It was good to hear my hon. Friend the Member for Worcester point out that the Conservatives in local government, not Labour, are providing affordable houses in Worcester. I was also pleased to hear his welcome for our crackdown on rogue landlords. My hon. Friend the Member for Rossendale and Darwen stated the importance of first-time buyers and the Help to Buy ISA that the Government are introducing. My hon. Friend the Member for South Suffolk mentioned the measures that the Chancellor is taking to make things fairer for first-time buyers. My hon. Friend the Member for Thirsk and Malton made a great point about the importance of the additional housing that will be provided by the right-to-buy receipts, and my hon. Friends the Members for South Ribble and for Dudley South made encouraging comments about planning in principle on brownfield sites and the difference that it will make in their constituencies. My hon. Friend the Member for Croydon South mentioned the London Land Commission and the potential for public sector land to be brought forward for development. My hon. Friend the Member for Bexhill and Battle was a strong advocate of neighbourhood planning That brings me to the points made by Opposition Members. I shall start where my hon. Friend the Minister for Housing and Planning left off. He mentioned “Back to the Future” to describe Labour’s approach and he was right. Labour still has a past which it harks back to, but it has very little of a future to look forward to if today’s debate is anything to go by. Speaking from the Front Bench, the right hon. Member for Wentworth and Dearne (John Healey) and the hon. Member for Erith and Thamesmead (Teresa Pearce) spent 40 minutes in total on their opening and winding-up speeches, and did not put forward one idea for tackling one of the biggest issues facing the country. It was all soundbites, empty rhetoric and ideology rather than pragmatism to help people get into their own home. For some reason Opposition Members seem very happy to own homes themselves, but when it comes to other people having the chance to own their home, they do not seem to want it. We want people to have the opportunity to own their home, which 86% of people want There were eight speeches from Labour Back-Bench Members that were extremely consistent with those from their Front Bench. In those eight speeches not one idea was suggested to try to deal with the issues that the country faces. There was one notable exception. The hon. Member for Birmingham, Yardley (Jess Phillips) made several constructive comments and proposed a number of ideas that we will look at in the context of the debate Britain has come a long way over the past five years, a journey that has taken us from the brink of bankruptcy to being the fastest-growing advanced economy in the world. Confidence has returned and living standards are rising. More people are buying homes and house building is on the rise. But we must go further, and this Government are under no illusion about the scale of the progress that is required. In the past five years we have pulled house building up from the record lows of the previous decade, and in the next five years we intend to push it up further to levels not sustained since the 1980s. The challenges that we face today have been many decades in the making Our focus moves us from rescue to reform. We must address the deep structural weaknesses in the way that this country plans and builds for the future. A better housing market will be vital for raising the productivity of our country and rebalancing the economy. Above all, it will ensure that Britain is a country of opportunity, where everyone who works hard can realise their dream of home ownership—the housing association tenant, the young family who want to settle down, and the retired couple who want to build their own house. They all voted for a better housing market and that is what this Government are determined to deliver Question put.
ParlaMint-GB_2015-12-15-commons.u496	My constituent Sian Mitchell moved to the United States last year, following her engagement and marriage to an American citizen. Sadly, shortly after the birth of her son earlier this year, her marriage fell apart. Her multi-millionaire husband, Mr Angus Mitchell, has taken out court orders preventing Sian from taking her child out of the State of California until proceedings have been resolved, making it as difficult as possible for her to bring up her son in the way she wishes. Sian is away from her family and relies on their emotional support during this extremely difficult time. She is desperate to return home to the United Kingdom with her child to allow her family to have the chance to meet this little boy for the first time. I therefore present the petition on behalf of 154 residents of South Staffordshire The petition states: The petition of residents of the UK, Declares that Mrs Sian Mitchell moved to the United States of America where she married a US citizen with whom she has a son; further that divorce proceedings are currently in motion and Mrs Mitchell has been ordered by the courts in California to remain in the State with her son until proceedings have been resolved; and further that the petitioners believe that the Foreign and Commonwealth Office and the Government should offer as much support and assistance to her as possible so she can return to the United Kingdom The petitioners therefore request that the House of Commons urges the Foreign and Commonwealth Office and the Government to make representations to the US Government and the State of California to press the issue and get a resolution to the problem at the earliest possible stage so that Mrs Mitchell can return to the United Kingdom with her son as soon as possible And the petitioners remain, etc [P001662]
ParlaMint-GB_2015-12-15-commons.u497	I am pleased to have secured my first Adjournment debate on the issue of transgender prisoners. It is not a topic that I knew much about before my election in May, but in my seven months in this House it has certainly gained my attention As someone who was interested in equalities issues before entering the House, I was keen to be elected to the Women and Equalities Committee. The Committee’s first inquiry into transgender equality is expected to be published early next year and we have taken evidence on trans people in the prison system. It was at that evidence session that I first became aware of the issue that is before us in this debate. It struck me that trans people face barriers and complications at pretty much every point in their lives, but there is a particular problem in our prison system. The description that was put to me last week was that “getting involved in transgender issues is like a reverse onion, the more you look to peel off layers, the bigger it gets!” Research suggests that trans people are over-represented in the criminal justice system. The proportion of trans people in the prison system may be twice the proportion in the general population. Many of the offences for which trans people are incarcerated apparently involve obtaining money for privately funded gender reassignment surgery. That is an insight into the lengths to which some trans people feel they have to go to live life in their acquired gender. Other possible reasons for the over-representation of trans people in the criminal justice system include the involvement of sections of the trans community in sex working and substance misuse. However, throughout my involvement in this issue, it has been a constant struggle to find any reliable data The recent cases, which have been much discussed in the media, have focused attention on the policies of the National Offender Management Service towards transgender prisoners in England and Wales.
ParlaMint-GB_2015-12-15-commons.u498	I thank the hon. Lady for calling this important debate. As a former colleague on the Women and Equalities Committee, I know that she is a great champion of trans issues. The Scottish Prison Service has worked closely with the Scottish Transgender Alliance to produce guidance on gender identity and gender reassignment to ensure that prisoners are placed in the estate that reflects their gender identity, regardless of whether they have a gender recognition certificate. Will she join me in calling for the UK Government to follow the Scottish example?
ParlaMint-GB_2015-12-15-commons.u499	The hon. Lady has pre-empted the next part of my speech. There are huge differences in the placement of transgender prisoners between the Scottish prison estate and the English and Welsh prison estate. The policy guidelines for England and Wales state that prisoners should normally be located in the prison estate of their gender, as recognised by UK law. For transgender prisoners, that is normally decided by the gender stated on their gender recognition certificate. There is some flexibility to allow transgender prisoners who do not have a GRC to be located in the estate of their acquired gender, where a case conference and multidisciplinary risk assessment determine that it is appropriate.
ParlaMint-GB_2015-12-15-commons.u500	I congratulate the hon. Lady on securing this important and sensitive debate. Joanne Latham was found hanged in her cell at HMP Woodhill in my constituency. She was at the very early stages of changing gender and, therefore, would probably not have been covered by the regulations. Does her case not highlight the need for a case conference to be convened at an earlier point in the person’s journey?
ParlaMint-GB_2015-12-15-commons.u501	The hon. Gentleman makes a pertinent point and highlights the difficulties. A great number of people who have transitioned gender do not have a gender recognition certificate, so this does not just affect those who are at the beginning of their transition. Many trans people do not seek a gender recognition certificate for a great number of reasons, including financial reasons such as access to pensions. That puts them at risk, were they to enter the prison estate in England and Wales, of not being assigned to the prison estate of their acquired gender I welcome the Government’s review of the policy guidelines for England and Wales. The scope of the review was broadened recently to ensure that the care and management of transgender prisoners are fit for purpose.
ParlaMint-GB_2015-12-15-commons.u502	There is a clear danger when trans people are placed in all-male prisons, as has been highlighted in this debate. In the light of that, does my hon. Friend agree that, as well as issuing the much-needed guidance, the Government should impose a legal responsibility on prison governors to ensure that there is safe housing for trans people, no matter what stage of the reassignment process they are at?
ParlaMint-GB_2015-12-15-commons.u503	All prisoners should be safe on the prison estate. As a state, we have a responsibility to keep all prisoners safe.
ParlaMint-GB_2015-12-15-commons.u504	I asked beforehand whether the hon. Lady would give way. Today in Northern Ireland it has been announced that a prisoner is alleging sexual abuse in Maghaberry prison. This is a devolved matter, I understand. He is taking action against the Prison Service. Does the hon. Lady feel that, while the Minister will answer for England, there is a need for legislation for human rights in prison for all prisoners across the whole of the United Kingdom of Great Britain and Northern Ireland?
ParlaMint-GB_2015-12-15-commons.u505	I believe it is clear that the whole of the UK has a responsibility to safeguard trans people in all walks of life and that no part of the UK has got this issue absolutely correct As I mentioned earlier, the guidelines state that the social gender in which the prisoner is living should be fully respected, regardless of whether they have a GRC. I would be interested to know whether the review will be comparing the experience of trans prisoners in Scotland with those of trans prisoners in the England and Wales model Evidence presented to the Women and Equalities Committee suggested that there are problems with the way trans people are treated when they appear in court—well before they enter custody, therefore—with discriminatory behaviour such as misnaming and mis-gendering. The Gender Identity Research and Education Society stated in evidence to the Committee: “Trans people are frequently ‘outed’ in court situations to create, deliberately, a negative view of them, whether their trans history is relevant or not. The Gender Recognition Act s22(4)(e) has been misused to achieve this.” It also appears that a lack of understanding of trans experiences can lead to assumption, bias, potential breaches of confidentiality and other issues in the process of writing pre-sentence reports, which is undertaken by members of the national probation service In response to my taking up of this issue in the House on several previous occasions, I have received contact from prisoners, both trans and cisgendered. I want to share with the House some of the accounts I have heard From my contact with a trans woman prisoner currently held in a men’s prison, I was alarmed to learn that as well as feeling insecure and being a victim of rape and sexual assault, she is being denied the ability to continue the healthcare and medical appointments that she is having as part of her transition. Prior to entering custody, she had privately arranged final stages of reconstruction surgery to further progress her transition, and the National Offender Management Service is refusing to allow her access to this surgery and to the hormonal medication she has been taking to assist the process It is difficult to express how difficult that is making her life, so I will quote from her letter to me: “The Governor’s blocked all my medical letters to my surgeons, the prison have no right to strip me of my care/hormone treatment. This is killing me as I am now in reversal.” For any Members who are unclear, reversing is someone transitioning from male to female potentially growing a beard, for instance, while living as a woman, which would be distressing for any prisoner, I suspect She is a very vulnerable prisoner, with recorded serious attempts of self-harm, and attempts at suicide. She began the transition process in 2008, and formalised her intention to remain living as a woman for the remainder of her lifetime in 2012, via the making of a “statutory declaration” under the Gender Recognition Act 2004. Yet she tells me: “There is no knowledge of how suicidal I am because they don’t care what impact” their “choices have on me physically and psychologically. I’m totally destroyed, not the woman I was. I feel I will kill myself soon. I cannot do this now. Please will you help me?” She has told me that during her time in custody in a male prison she was raped twice and sexually assaulted. She told me: “I cannot take no more—I’m a woman in a male prison. This is not right.” Despite being successful on 29 October at county court in obtaining a judgment in her favour that the Ministry of Justice has responsibility for providing access to private medication and treatment outside of prison, and that that is a decision for the prison governor following a multidisciplinary meeting, this is yet to be facilitated, even though she contacted his office on 10 December 2015. While she continues to be denied the right to surgery and to be moved to a female prison establishment, she remains extremely vulnerable and at a very high risk of harm. Examples of her self-harm have included injecting bleach into her testicles and attempting self-surgery to remove her scrotum I will now make my last quote from this prisoner’s letter to me: “I hope you can help me and get me out of this hell of a prison that’s not fit for transgender people or cares for them.” I can reassure the House that her constituency MP is taking her case very seriously and doing her best to assist this prisoner Interestingly, NOMS has agreed that when she is released from custody, it will support her continuing supervision in the community in a female “approved premises”. There is no consistency in this case, and her story seems typical of that of many trans prisoners. Journalist and LGBT campaigner Jane Fae told the BBC: “My serious concern is this is blowing the lid off something that is going on—that for a very long time trans prisoners have not been treated well within the system, that the rules that exist are being overridden... And this is leading to a massive, massive amount of depression and potentially, in some cases, suicidal feelings.”
ParlaMint-GB_2015-12-15-commons.u506	I am sorry to have to agree with my hon. Friend and to point out that, at the moment, once every four days, somebody takes their own life in our prisons.
ParlaMint-GB_2015-12-15-commons.u507	I thank my hon. Friend for sharing that upsetting statistic with the House In concluding, I will look for some optimism. Public opinion and awareness of this issue seem to be improving. BBC “Look North”, PinkNews, and many others have done a great job of holding the Government to account on it, as has The Huffington Post. It has launched the “TransBritain” campaign, which aims to raise awareness of transgender rights in Britain today. I urge the Minister to take a look at some of the work that it is doing My hon. Friend the shadow prisons Minister wrote to the Under-Secretary of State for Justice, the hon. Member for South West Bedfordshire (Andrew Selous) last week to welcome the announcement that his Department’s review into trans prisoners will now be widened to consider what improvements can be made across prisons, probation services and youth justice services.
ParlaMint-GB_2015-12-15-commons.u508	I am grateful to the hon. Lady for giving way because I am very conscious of the time. Reflecting what happens in Scotland might affect the debate, in terms of the additional access to care within a prison framework, such as access to items that may be necessary to relieve gender dysphoria and facilitate gender expression such as chest binders and prosthetics. That may add to what the hon. Lady is discussing.
ParlaMint-GB_2015-12-15-commons.u509	I thank the hon. Gentleman for that helpful intervention Will the Minister confirm exactly when she estimates that the review that I mentioned will conclude? In answer to my urgent question last month, and in response to my hon. Friend the Member for Ilford North (Wes Streeting), the prisons Minister confirmed that, although the Government do not currently hold data centrally on the number of transgender people in prisons, they will start publishing them in future, and that they plan to introduce a self-assessment declaration at pre-sentence report stage. Does the Minister have a timetable for the introduction of those measures? Could she let us know what steps the Government are taking while the review is under way to ensure that recent tragedies are not repeated I want to finish with a brief point about the prison estate in general. We know that the right conditions need to be in place to allow prisoners the space to rehabilitate themselves and play a role in society. The outgoing prisons inspector’s latest report revealed that our prisons are in the worst state for 10 years. Overcrowding is up. Violence, against staff and prisoners, has increased, and self-harm and suicides are also up My noble Friend Lord Falconer has warned: “Violent, under-staffed prisons will never be able to rehabilitate prisoners, challenge re-offending behaviour or protect victims of crime.” That is especially true for trans prisoners.
