ParlaMint-GB_2015-01-16-commons.u1	I beg to move, That the clause be read a Second time.
ParlaMint-GB_2015-01-16-commons.u137	I very much agree with my hon. Friend. I just wondered where the three-month time limit came from. I am pretty sure that many constituents would say, “Why should it be three months?” Three days is more than enough. Surely it should be on the day that they arrive. Why should we be so tolerant as to give people three months to decide that they are fleeing persecution? Surely they must know that the moment they arrive in the United Kingdom.
ParlaMint-GB_2015-01-16-commons.u138	I am very sympathetic to my hon. Friend’s point, but I am trying to propose a Bill that will get the support of the Government and I thought that nobody could argue that three months was not a more than reasonable time. His point is that three months is a more than reasonable time in which to decide to apply for asylum, which is why I hope that he can accept the Bill Once the Bill is on the statute book, the limits could be tightened further but in the first instance we must alert all those people who are already in the country and who are here illegally—we know that there could be between 500,000 and 1 million of those people at least—that if they wish to claim asylum they have three months in which to do so. That would be a reasonable time during which the word could spread on the street that if they were going to make an asylum application, they would have to get it in before the given date. Having decided that we would give a reasonable period of time to people who are already here, it seemed to me that to fit in with that I should say that the same three-month limit should apply to people who arrived after the Bill became law. That was my thinking, but I am prepared to accept the implied criticism from my hon. Friend that I have been far too reasonable and understanding on this point.
ParlaMint-GB_2015-01-16-commons.u139	I would never accuse the hon. Gentleman of being far too reasonable or understanding. I ask him to accept that many people who come to this country seeking asylum are severely traumatised and have often experienced torture. Many of them do not speak the language. That is a very good reason why he should not seek to tighten the limits in the way proposed by the hon. Member for Shipley (Philip Davies). Many people are afraid of approaching the authorities because of the experiences they have had in their homeland. That trauma is deep and real and needs to be taken seriously by this House.
ParlaMint-GB_2015-01-16-commons.u140	I am grateful to the hon. Gentleman for that intervention. I take it that he supports the reasonableness of a three-month limit on this process, so I look forward to his support for the Bill.
ParlaMint-GB_2015-01-16-commons.u141	indicated dissent.
ParlaMint-GB_2015-01-16-commons.u142	The hon. Gentleman is now shaking his head, so I do not know whether I can expect his support If somebody comes here who is heavily traumatised, there must come a time within which they must face up to whether they wish to claim asylum rather than waiting months or years before doing so. Quite often, people who have not suffered trauma come here and when the authorities catch up with them and realise that they are illegal migrants coming across as economic migrants, they try to buy time by falsely claiming asylum.
ParlaMint-GB_2015-01-16-commons.u143	indicated assent.
ParlaMint-GB_2015-01-16-commons.u144	I am pleased to see that the hon. Gentleman agrees with that point This is a small issue, but if we put this measure on the statute book, it would generate support from the public and send out a clear message to people who wish to seek asylum and help from our country that they should do so in a timely fashion.
ParlaMint-GB_2015-01-16-commons.u145	It is a pleasure to contribute to another debate from the hon. Member for Christchurch (Mr Chope). The Opposition recognise strongly that Britain has a proud history of offering asylum to some of the poorest and most vulnerable people who have come to this great country over the years seeking refuge and asylum from horrors elsewhere. For example, it is to Britain's credit that we welcomed German Jews in the 1930s and ’40s, survivors from Rwanda in the ’90s and more recently those who have suffered the horrors and atrocity being committed in Syria At first glance, the hon. Gentleman’s proposal might seem to have some limited attractions, but when we consider it in detail I think that even he would accept that it has some real limitations. I do not wish to detain the House for long, but I think that it is important that we look at the Bill in detail. The hon. Gentleman seems to imply that someone who applies for asylum in country rather than at port is less likely to have a credible claim. I accept that it is important that people arriving at Heathrow airport, at Gatwick or at Dover who seek to claim asylum because they are fleeing persecution, seeking political asylum, fleeing domestic abuse or whatever else declare that wish at the first port of entry Let me expand the debate slightly, if I may. I have discussed this matter with members of the Refugee Council, acknowledged experts in the field. They have made it clear that figures on asylum acceptance do not bear out the suggestion that simply because an application is made in country, rather than at the port of first entry, there is no validity to the application. Neither does it need to have been made within the three-month window suggested by the hon. Gentleman Take as an example an individual studying at a university—it could be Southampton university, close to the hon. Gentleman’s constituency. Someone else might be working at a factory on a legitimate work visa, helping develop the British economy. People could be visiting on a visitor or tourist visa and have been here for three, four, five or six months visiting relatives. There might then be a situation such as the ISIL uprising in the middle east that makes them feel that returning home would be personally dangerous to them Who would have predicted in December a few years ago that the following January there would be the Arab spring in Egypt, Libya or other parts of north Africa? Individuals might be in this country for legitimate reasons for longer than the three-month window suggested by the hon. Gentleman, and they might have to seek asylum for a range of genuine political and social pressures in their home countries. Those would be considered by the Home Office in a reasonable and practical way. If they had a legitimate claim, that would be accepted; if they did not, as now, the claim would be refused and other arrangements would be made—either visas or some form of deportation. The Bill would mean that nobody who had been in this country for more than three months could have recourse to political asylum. That would be wrong-headed.
ParlaMint-GB_2015-01-16-commons.u146	I absolutely agree with and endorse the remarks that my right hon. Friend has just made. Many asylum seekers are trafficked here; they may fall victim to the traffickers, be imprisoned or be engaged in the sex trade. There are all sorts of reasons, such as being restrained by their traffickers, why people may not be physically able to make the necessary arrangements.
ParlaMint-GB_2015-01-16-commons.u147	I am grateful to my hon. Friend; I was going to come to that point.
ParlaMint-GB_2015-01-16-commons.u148	rose—
ParlaMint-GB_2015-01-16-commons.u149	Before I do, I will give way to the hon. Gentleman.
ParlaMint-GB_2015-01-16-commons.u150	Does the right hon. Gentleman recognise the scenario, painted by my hon. Friend the Member for Christchurch (Mr Chope), of people coming in as economic migrants, being rumbled by the authorities and then, in effect, playing the asylum system to delay an inevitable removal from the country, often using human rights laws as well to effect further delay? If he does recognise it—and I think many around the country do—what is his solution?
ParlaMint-GB_2015-01-16-commons.u151	The asylum system needs to have integrity. There are mechanisms, which I am sure the Minister will strongly outline, that show real integrity and that if an individual falsely claims asylum they will be removed in due course. It is important to recognise that robust systems are in place and that we try to enforce them. We must not let people play the system, but we must recognise that genuine asylum claims can be made later than the proposed three-month limit I turn to the point made by my hon. Friend the Member for Brent North (Barry Gardiner). It will not have escaped your notice, Madam Deputy Speaker, that we have been dealing with the Modern Slavery Bill in this House and another place, where it currently resides. That Bill tries to ensure that we deal with the slavery and trafficking that my hon. Friend mentioned. Individuals may have believed, because of language or cultural difficulties, that they came to this country for work or other reasons, but found themselves trafficked, imprisoned or abused. The Government have recognised the issue by introducing the Modern Slavery Bill, and we have supported them on that Under the Asylum (Time Limit) Bill, victims of such horrendous crimes—who may have been forced to come to the UK, who may have lived the life of slaves for many months or years but have been resident in the UK—would have no means of claiming asylum because they had been brought here by traffickers. Those are important circumstances that the Bill misses because of its cut-off date of three months The Bill is flawed and unworkable. There is a robust system in place. I look forward to hearing the Minister’s comments, which I am sure will reflect the fact that such a system exists. I would welcome the hon. Member for Christchurch reflecting on the fact that situations change outside the UK, affecting people who may have been here for more than three months, and that through no fault of their own they may need to apply for asylum after that date. As a stark example, if a German Jew were at university in the UK in March 1938 and suddenly realised that they could not return to Germany because of potential difficulties with the fascist regime there, and if they had been here for longer than three months and the hon. Gentleman’s Bill was in place, they would have to be sent back to Germany and ultimately to their death. I am sure the hon. Gentleman would not wish such a situation to affect future asylum claims. He should also reflect on the security provided by the Modern Slavery Bill. Whatever the Minister says, I hope the hon. Member for Christchurch will think carefully about these matters and agree to withdraw his Bill.
ParlaMint-GB_2015-01-16-commons.u152	I fully understand why my hon. Friend the Member for Christchurch (Mr Chope) brought his Bill before the House today. He did so with the right intentions, but like the shadow Minister, the right hon. Member for Delyn (Mr Hanson), we feel that there are serious problems with its drafting. I understand that my hon. Friend is trying to address the abuse and misuse of the asylum system that this generous country has in place for those who need it I welcome any contributions to the forthcoming manifesto, which others will be looking for from these debates. As I said, the Bill seeks to address the abuse and misuse of our generous asylum system. The Government have already taken many steps to restore control of the asylum and immigration system that we inherited. Let me outline the situation that we inherited. Asylum applications peaked in this country in 2002 at 84,132. I fully accept on behalf of the Government that last year asylum claims went up by 2% to 24,257. If we look around the world, especially at events taking place in sub-Saharan Africa and the middle east, which the right hon. Member for Delyn mentioned, we can to some extent understand that rise The Government are determined, and legislated in the Immigration Act 2014, to tighten our borders and our immigration laws to make sure that asylum is not used as an excuse by someone against whom we are about to take enforcement action because they do not meet the requirements to stay in this country Two aspects of the comments from the right hon. Member for Delyn and the hon. Member for Brent North (Barry Gardiner) struck a chord with me. As a new MP in Hemel Hempstead, a seat that I was not exactly expecting to win, although I was immensely proud to do so and am immensely proud to represent, I met a Tamil man aged 24. He came here to study—a very clever man—and went on to become a very good doctor. He is progressing towards becoming a consultant now. While he was here, his whole family in Sri Lanka was wiped out. Death threats against him and his brothers were displayed across the media in Sri Lanka, just because of his parents’ beliefs and birth. He had been here for 18 months. I am sure that my hon. Friend would not have wanted that young man to be sent back to Sri Lanka under his Bill. That, personally, is why I cannot support it, and why the Government will not support it either We do understand the need for alternative measures. That is why, as the shadow Minister and the hon. Member for Brent North said, we introduced the Modern Slavery Bill. There are people in this country who perhaps never wanted to be here but were brought here under false pretences, bundled into the back of a lorry and abused in ways that we cannot imagine and perhaps prayed would never happen in this country in the 21st century— but the Government know that it has happened, as did the previous Administration. It was a difficult piece of legislation to bring forward, but it is the right legislation If someone had been forced to come to this country and, say, forced into prostitution, and we knew that if that person went back to their place of origin after three months they would not only be persecuted again but their lives would be under threat, not least if they gave evidence against the people who had committed those crimes against them, I do not think we would send them back I really do understand why my hon. Friend has introduced this Bill. I hear concerns about this in my constituency as well. We are right to be a generous nation, going back further than the events before and during the second world war and the persecution of the Jews—way back to times when we have assisted vulnerable people from around the world. Yes, we want people to declare that they are in a safe place long before they get to this country if that is possible. Yes, some of them are enormously vulnerable and very traumatised when they arrive. I have met such people—some, sadly, within our criminal justice system, where we have people with mental health issues, whether they are British nationals or non-British nationals who needed help long before they came here I accept that the Bill has every understandable intention in trying to stop bogus asylum seekers abusing our system and speed the process up, which is what the Government are trying to do as much as possible, as well as, wherever possible, encouraging asylum seekers to look elsewhere. The most recent figures show that in the rest of Europe asylum applications have reached the highest point since the peak of 2002, but our figures are still way below that. However, that is not because we are not a generous nation. I think the rest of the world is starting to realise that we are not a soft touch, but we do have a generous system. Sadly, we cannot support the Bill because it has anomalies that I personally, and the Government, find difficult.
ParlaMint-GB_2015-01-16-commons.u153	I thank the right hon. Member for Delyn (Mr Hanson) and my right hon. Friend the Minister for their comments on the Bill. While I think they both accept that there is a problem with people abusing the asylum system, they identified certain cases that would potentially be caught by the Bill in its current form. However, this is precisely the sort of Bill that should go into Committee so that exceptions to the bald provisions of clause 1 can be defined We want to ensure that we can consider asylum claims from people who come to this country for whatever reason and whose circumstances back home change after their arrival—that is, in essence, what the right hon. Gentleman and my right hon. Friend were concerned about—irrespective of how long ago they arrived in this country. That is a specific category of exception. I think that any reasonable person will accept that such an exception should be incorporated within the Bill. I am disappointed that rather than looking at this in the context of accepting clause 1 and then saying, “Can we introduce some exceptions?”, the line seems to be, “Because it’s not perfect we’re not going to accept it and allow it to go further.” I am also disappointed that, although my right hon. Friend the Minister accepts that there is a problem with people coming here as economic migrants and then, when they are confronted by the authorities, claiming asylum in order to play the system, irrespective of how long ago they arrived, he has not come up with a way of dealing with that. I think that my formula of placing a time limit—perhaps, following this debate, there could be some exceptions—would be a way of doing so The mood of the House seems to be that this Bill is not perfect—very few of my Bills ever are—so the best thing to do would be to withdraw it and build on it for a future occasion. Therefore, I beg to ask leave to withdraw the motion Motion and Bill, by leave, withdrawn.
ParlaMint-GB_2015-01-16-commons.u154	I beg to move, That the Bill be now read a Second time This Bill has attracted a lot of outside interest. Indeed, there was a letter in The Times earlier this week saying what a brilliant Bill it is and that it should command the support of hon. Members. It builds on the concerns that the Second Church Estates Commissioner, my right hon. Friend the Member for Banbury (Sir Tony Baldry) has raised in debates in Westminster Hall and those expressed by church conservation authorities I hope it is not out of order to say that, in his Christmas card to me, the noble bishop whose diocese is situated in my constituency wished me good luck with my bats Bill. The reason for that is that this is a narrow but significant issue for churches up and down the country and for our built heritage, including the fabric of churches, whether it be their stone or marble structures, and the brasses and other artefacts inside them. It also applies to people: we may be able to tell those who worship at the church that they should keep wearing their hats if there is a problem with bat infestation, but that does not really work if a children’s day centre or nursery group meets there: we cannot expect all the children to wear bonnets to protect themselves against the bat infestation The Bill seeks to increase the number of bat habitats while at the same time introduce measures to prevent bats from being in what might be described as the wrong place. Clause 1 sets out provisions to enhance the protection available for bat habitats in the non-built environment. In that respect, I hope the Bill will find favour with organisations such as the Bat Conservation Trust, because by enhancing that protection we will be able to support our bat population Interestingly, a 2013 survey by Hurn parish councillors in my constituency identified eight different species of bats in Hurn parish and Hurn forest in particular. They are concerned about the adverse impact of the cabling for a proposed wind turbine development on that bat habitat. Such situations are covered by clause 1, which would ensure that when a problem in the non-built environment may affect bats adversely, developers should take remedial measures, such as providing a bat box or artificial roost for each bat species located in the vicinity. It would also prevent onshore wind turbines from being constructed unless a local bat survey had been conducted and had established that there was no bat habitat in the vicinity, because of the direct adverse effect of wind turbines on bats Clause 2 deals with the issues raised by the Churches Conservation Trust and others about the impact of bats on our churches and those who worship in them. Currently, the habitats regulations and the Wildlife and Countryside Act 1981 work together basically to make it impossible for bats roosting and living in our churches to be controlled in any way whatever. In essence, they are above and beyond the law If the Second Church Estates Commissioner says that it is absurd that the EU habitats regulations should apply to our United Kingdom domestic bat population and that we should use our common sense, it seems to me that that should be reflected in legislation. I know that the Under-Secretary of State for Environment, Food and Rural Affairs, my hon. Friend the Member for Camborne and Redruth (George Eustice)—I am delighted that he will reply to the debate—has Eurosceptic credentials second to none. I hope that he shares my concern about the European Union dictating to us what we can and cannot do with our domestic bat population. We are not talking about migrating mammals—bats are of course mammals, not birds—but our own domestic bats. Surely this is an issue for subsidiarity, to use that ghastly EU word, and an area on which we in the United Kingdom Parliament know what is best for our own bats.
ParlaMint-GB_2015-01-16-commons.u155	I naturally agree with that sentiment. Why is my hon. Friend seeking to apply the clause only to places of public worship, because I am pretty sure that its provisions would equally apply to other buildings from time to time, and that that would be very much welcomed in different communities, depending on their circumstances? Why is the clause restricted to places of public worship?
ParlaMint-GB_2015-01-16-commons.u156	As the Bill is a private Member’s Bill, I was trying to restrict the degree of controversy that might develop about it. I know that the mere prospect of legislating on bats has already created an almost hysterical reaction among some members of bat conservation societies. I am therefore loth to make the Bill wider than is necessary to deal with the immediate problem, which has been drawn to my attention by the Churches Conservation Trust and the Countryside Alliance. They are concerned about the adverse impact of bats and bat roosts in buildings used for public worship. I recognise that other buildings could be similarly embraced by the Bill, and perhaps if it goes to Committee, an order-making power might extend the provisions to other areas in due course I am promoting this Bill because everybody recognises that there is a genuine problem. The Church Monuments Society is collectively tearing its hair out at its inability to do anything to address effectively the problem of bat damage that is affecting the conservation of furniture, liturgical objects, funerary and ensemble, works of art and so on, in buildings used for public worship and community functions. I hope the Minister will not say that having no control at all over bats in such places is reasonable. Surely we need some sensible control, and I hope the Bill finds favour with the House.
ParlaMint-GB_2015-01-16-commons.u157	I rise briefly to expand on why I support the Bill promoted by my hon. Friend the Member for Christchurch (Mr Chope), and to say why it may be worthwhile extending its provisions Recently in my constituency, the great town of Bingley was desperate to see the old Bradford and Bingley headquarters demolished. The building was lying empty and is, I am delighted to say, currently being demolished, although that could have happened much earlier. The building was owned by Sainsbury’s, which decided that it did not want to build a supermarket but would demolish the site and move it on. However, it was told that it could not do that because a bat had been spotted in the building. We seem to have got ourselves into a bit of pickle. There are bat habitats nearby and I am all for taking measures to encourage bats to move to other habitats—I do not want to destroy wildlife or anything like that, but that seems perfectly reasonable. We seem to have got ourselves into a muddle with the current planning system, because the simple mention that a bat has been seen basically stops anything whatsoever happening. Some of us were rather cynical about Sainsbury’s motives, and suspected that it might want to hold on to the site until it became more valuable, but, as events have transpired, that was probably an overly cynical view. However, the situation was not helped by the fact that the whole process was stopped completely and the regeneration of Bingley was put on hold because of an alleged sighting of a bat When I asked Bradford council whether it could verify the sighting or whether it had seen a report to back up the fact that a bat had been seen—one bat, I might add—nothing was produced to show that there was indeed a bat. There was no report or verification. It was based simply on somebody’s word that a bat had been seen. That is what halted the essential regeneration of Bingley. There must be some alternative route and we should apply common sense. In effect, a whole town’s regeneration was held to ransom by the alleged viewing of a bat, even though it was never verified and there was no report of it before or since My hon. Friend’s Bill is an excellent first step, but why can it not be extended to help places such as Bingley? If the Bill had been enacted and extended in the way I suggest, it would have provided a perfect opportunity for that development to go ahead without unnecessary delays. As it transpired—I am sure the House will be interested to know this, for completeness—it seems that the bat had disappeared by the time anybody had bothered to go and do a proper report. The demolition could therefore go ahead, but I suspect it could have gone ahead a lot sooner had we had more appropriate laws in place I support my hon. Friend’s Bill. I hope the Minister will consider it seriously, because I think it would make a big difference. I would like to the Bill to be extended to other areas. There are many other common sense examples where an opt-out of current legislation would be sensible.
ParlaMint-GB_2015-01-16-commons.u158	The Bill may remind some hon. Members of episode 39 of Monty Python’s Flying Circus. Unfortunately, the Bill does not, in the immortal words of Michael Palin: “shine out like a shaft of gold when all around is dark.” It seems more like the stuff that that phrase was describing. I will briefly address the three issues raised by the subject of the Bill: bat habitat in the non-built environment; bat habitat in the built environment; and the legal protection of bats First, on bat habitat in the non-built environment, during the 20th century bat numbers plummeted in parallel with dramatic changes in the countryside. Several species of bats were seriously threatened. In the past two decades, one species, the greater mouse-eared bat, became extinct as a UK breeding species. Although all the species monitored appear to be either stable or increasing according to 2014 records, those positive results should be considered in the context of historic severe declines in bat populations. That decline was particularly great in the second half of the 20th century. More sustained population increases will be needed to indicate recovery from that extended period of decline The increase in bat populations between 1999 and 2012 should be celebrated as a success of the current regulations. It was also a success for the Bat Conservation Trust and the public, private and voluntary organisations involved in bat conservation. However, it should not be an excuse to set aside the regulations that have precisely achieved that success. We should remember that one year of poor summer weather in 2012 caused a very sharp dip in the population The Bill seeks to prevent the occupation of a new building in an area where there is existing bat habitat unless a bat box or artificial roost for each species of bat located in the vicinity is put in place. In so far as that goes, that is welcome. However, it might be more logical to say that the building could not be occupied if it was taking the space where that bat habitat had previously been unless the new bat boxes and the artificial roosts that the hon. Gentleman is seeking to provide were also occupied. That might indicate that some translocation had taken place and provide a degree of comfort, but that is not in the Bill It also seems somewhat odd that the same provision, as contained in clause 1(2), has not been inserted into clause 1(3), because in it we find that “No wind turbine for which planning permission is required shall be constructed unless prior to its construction a local bat survey has been conducted and it has been established that no bat habitat is located in the vicinity” It might be more logical, and certainly more in keeping with the first two subsections, if the hon. Gentleman had said that it should not be provided where bat habitat is found, unless, as he has proposed in subsection (2), that “a bat box or artificial roost for each species of bat located in the vicinity” has been provided. There is an internal inconsistency in the Bill, which I am sure the hon. Gentleman will recognise and seek to rectify and remedy The information currently available on bat behaviour in the UK is not sufficient to assess the threat that wind turbines may pose to populations. Anecdotal records of individual collisions exist, but no quantified data at the colony or population level are available. Natural England and Bat Conservation Trust guidance should be followed. That is all we can say based on the evidence we have, so the hon. Gentleman’s efforts go beyond what the evidence base suggests Let me turn to bats in the built environment. Bats and people have been sharing dwellings for thousands of years. In the UK, this is most notable, of course, in our churches and cathedrals, as natural roosting sites have become scarce due to development and land use change. The number of artificial roost sites has increased in the form of houses, bridges, mines and barns, but particularly churches and cathedrals Natural England, English Heritage, the National Churches Trust and the Society for the Protection of Ancient Buildings all have excellent advice available on how to manage a building where bats are also present. If work is required on a property that has the potential to disturb a bat roost or if issues arise as a result of bats and humans living in close proximity, that advice is available for any dwelling or church Due to the good will and expertise of a very large number of licensed volunteers in the UK, there are many instances where such advice can be offered free of charge. It is offered in the form often of a phone call or an e-mail or sometimes in the form of a physical visit to the building to inspect. The visit will result in a letter detailing how to carry out the work with the least disturbance to the bats. This might mean that the work has to be carried out at a particular time of year, which might in some instances cause some of the delays to which the hon. Member for Shipley (Philip Davies) alluded. Bats are usually only seasonal visitors to roosts. Sometimes the particular materials that can be used might be affected, but it is neither possible nor desirable—nor, I believe, necessary—to take the actions set out in the Bill The suggestion that we should remove certain buildings from the habitats directive altogether is, frankly, absurd. It serves only as a superb example of how an obsession with Europe and a disregard for our natural environment can be combined with a dislike for wind turbines. There is no reason and no excuse for watering down legal protection for bats. We should let the work of Natural England—it is already engaged with this work—improve the regulation. It should run its course and we should revisit the issue when we have adequate evidence and viable alternatives on which to base a debate. The Bill is ill conceived, inconsistent and I urge the House to reject it.
ParlaMint-GB_2015-01-16-commons.u159	In debates such as this one, we learn something new every day. I learned this morning that there are no fewer than 17 different bat species in the UK. Most evolved to live, breed and forage in or around trees and caves, but many have now adapted to roost in buildings, including barns, houses, churches, tunnels and bridges, because so many natural roosts have been lost through modern agriculture and forestry practices as well as urban growth Artificial roosts have thus become essential to the survival of many bat species, but with so many man-made roosts under threat from the demolition of old buildings, barn conversions, an increasing use of artificial lighting and the move towards airtight buildings, the remaining roost sites are of increasing importance. Decreasing the protection afforded to bats in these important sites is therefore likely to have an impact on the conservation status of bats in the UK In the light of their vulnerability, bats have been subject to national protection, most recently under the Wildlife and Countryside Act 1981. At the European level, this was augmented by protection under the European habitats directive in 1994. In accordance with the Conservation of Habitats and Species Regulations 2010, which transpose the habitats directive, it is a criminal offence deliberately to kill, injure, take or disturb bats. There is also a strict liability offence of damage or destruction to their breeding site or resting place. Additional Wildlife and Countryside Act 1981 provisions protect bats from disturbance in their place of rest or from the obstruction of such locations. The Bill introduced by my hon. Friend the Member for Christchurch (Mr Chope) proposes that surveys must be undertaken before any new buildings are built to assess the presence of bats in the area, and that if there are any bats present, the building should proceed only if bat boxes are provided with the building. However, the requirement to be aware of the existence of bats, and to consider the impacts of any building on their numbers, already exists. Local planning authorities already have a duty to take biodiversity and the requirements of the habitats directive into account when considering developments. Mitigation of damage to bat roosts and resting places may be required, but bat boxes and artificial roosts are only two of the possible measures that can be implemented, and each case should be considered on its merits. Furthermore, bats require not just protected roost sites but suitable habitats in which to feed, and the Bill does not take account of that The Bill requires a bat survey to take place, and prohibits the placing of wind turbines in the vicinity of any bat habitat. However, bat surveys are already undertaken at potential wind turbine sites when bats are nearby. An interesting discussion is taking place about evidence of the impact of wind turbines on bats. That evidence is fairly mixed. Some studies in the United States and Canada suggested that there could be an impact, but, in order to clarify the position in the United Kingdom the Government are conducting their own research, which will be completed later this year. If that research establishes that the current approach to planning in respect of wind turbines is insufficient to protect bats, we will review our approach at that point The Bill proposes that bats should be excluded or removed from any place of worship unless it has been demonstrated that their presence would not have an adverse impact on the users of such a place. Apart from the fact that the Bill is rather loosely worded—for instance, it does not define an adverse impact or a place of worship—such a blanket prohibition does not take account of either the potential importance of some churches to vulnerable bat populations, or the work that the Government are doing to alleviate the impact in such places when bats are causing a nuisance or distress In a changing landscape, where hedgerows and other linear features that are so important to bats have been lost as roosting sites, churches can be important to, in particular, some of our rarer birds. However, the Government recognise, and are sympathetic to, the concern of parishioners who are suffering from the effects of bat droppings on pews, precious artefacts and equipment in the public and private areas of their churches. To address that concern, we have invested considerable resources in research and development to establish how we can reduce the impact of bats in churches A three-year research project was completed in March 2014, and a current project, led by English Heritage, is devolving a toolkit to assist churches with significant bat-related problems. That current project is also bringing benefits to some of the worst-affected churches. Natural England, as the Government’s licensing body, is producing a licensing framework as part of the toolkit, which will be the mechanism through which the research will be delivered. External funding is being sought to support the roll-out of the toolkit, and to create an effective national support network for churches with bat-related problems. Major strides are being made. For instance, at one church in Yorkshire, St Hilda’s, work instigated by Natural England has dealt with the problem comprehensively, while ensuring that bats are able to roost in the roof of the building My hon. Friend alluded to my Eurosceptic credentials, and asked me about the impact of the habitats directive in this country. He may be aware that the European Commission has committed itself to reviewing certain elements of the directive to establish whether they are proportionate. So, in addition to all the work that we are doing nationally, a European-level review is under way. However, I think that the work that we have done locally and nationally demonstrates that peaceful co-existence is possible, and that we can deal with the problem without necessarily removing bats.
ParlaMint-GB_2015-01-16-commons.u160	In the light of what the Minister has just said, I hope that a review of the bat habitat regulations and the directive will be one of our main renegotiating points when we come to renegotiate our relationship with the European Union. While noting some of the measures that the Government have put in place, I also have to note that there is widespread dissatisfaction with the current state of affairs among people involved in church conservation. They believe something much more stringent and urgent needs to be undertaken, which is why I would like to continue this debate—
ParlaMint-GB_2015-01-16-commons.u161	Object Bill to be read a Second time on Friday 23 January. Houses in Multiple Occupation (Energy Performance Certificates and Minimum Energy Standards) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u162	Object Bill to be read a Second time on Friday 23 January. Sugar in Food and Drinks (Targets, Labelling and Advertising) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u163	Object Bill to be read a Second time on Friday 23 January. Defence Expenditure (nato Target) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u164	Object Bill to be read a Second time on Friday 23 January. Convicted prisoners Voting Bill Resumption of adjourned debate on Question (5 December), That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u165	Object Debate to be resumed on Friday 23 January. Benefit Entitlement (Restriction) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u166	Object Bill to be read a Second time on Friday 23 January. Road Traffic Regulation (Temporary Closure for Filming) Bill Resumption of adjourned debate on Question (7 November), That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u167	Object Debate to be resumed on Friday 23 January. Illegal Immigrants (Criminal Sanctions) Bill Resumption of adjourned debate on Question (24 October), That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u168	Object Debate to be resumed on Friday 23 January. House of Lords (Maximum Membership) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u169	Object Bill to be read a Second time on Friday 23 January. EU Membership (Audit of Costs and Benefits) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u170	Object Bill to be read a Second time on Friday 23 January. Wild Animals in Circuses Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-01-16-commons.u171	Object Bill to be read a Second time on Friday 23 January.
