ParlaMint-GB_2015-03-19-commons.u1	1. What steps he is taking to help households improve their energy efficiency
ParlaMint-GB_2015-03-19-commons.u406	I will deal with the closing remarks of the hon. Member for Daventry (Chris Heaton-Harris) later in my speech The rhetoric from both parties in the Government has been breathtaking. It certainly has not matched the reality for my constituents in Oldham East and Saddleworth and for constituents across the country. For them, all is not rosy. As we have already heard, most working people on average earnings are £1,600 a year worse off than they were in 2010. According to the Institute for Fiscal Studies, families are on average £1,100 worse off if we take into account tax and benefit changes. That is important to consider. We know that our NHS is at breaking point, with A and E targets and cancer targets all being missed on this Government’s watch. Trying to get access to a GP is a challenge, and frail older people have to fend for themselves after being isolated and left alone because of the £2.7 billion cuts to social care The sick and disabled are vilified for needing support from the state, and are made to go through dehumanising assessments and told to take up their bed and walk, as this Government will have cut £24 billion in support for them by 2018. Food banks provide subsistence to people left poverty-stricken through benefits sanctions and from just being in a low-paid job. Young people feel as though they have been thrown on the scrapheap even before their working lives have started. This is just as I remember it in the 1980s, when my first job was with community groups and I worked specifically with unemployed young people. Small businesses struggling with late payments from contractors and cash-flow issues are being driven to the brink, with the Government doing little to help them. This is Britain in the 21st century, the sixth wealthiest country in the world, under this Tory and Liberal Democrat Government After what has been said by Government Members crowing about their economic performance, let me take them back to an economy that was growing at the end of 2010. It then flatlined for three years, and, yes, we have seen a little bit of growth, and every bit is welcome, but we know from the International Monetary Fund that it is all going downhill from now, despite what the Government have said. We have had the worst recovery in 100 years, and they have squandered the growth that was given to them at the end of 2010. We have the second lowest level of productivity in the G7 and we are 19th lowest in terms of average productivity—the worst figure since 1992. The total annual value of UK exports decreased by 3.9% in the year ending 2014. As we have heard, the Government are borrowing £219 billion more than they estimated in 2010. How about that for economic incompetence? Just this year, they will be borrowing £91 billion as opposed to the £37 billion they said they would be borrowing On unemployment, the jobseeker’s allowance figures look positive, but evidence from eminent academics has shown the effects of benefit sanctions on JSA claimants. One in five JSA claimants will be sanctioned, and 43% of them will leave JSA, 80% without getting a job. What is being reported in official statistics is not reflected in what is really going on. We have had the biggest rise in self-employment in 40 years—an increase of 15%. For many, that is a positive thing and a good way of working, but the average income of self-employed people is £10,000. We have already heard about zero-hours contracts and the levels of under-employment. The picture is not all rosy On the inequalities that this Tory and Liberal Democrat Government have presided over, according to the IFS, families on low incomes, particularly families with children, have lost proportionately more of their income than any other group as a result of tax and benefit changes. There is clear evidence that parental income affects a child’s cognitive and social development as well as their health. This Government are condemning another generation before they have even got started. House of Commons Library figures show that after housing costs have been taken into account, 4.1 million children are living in absolute poverty—half a million more than in 2010, a figure that will increase to about 1.1 million by 2020, according to the Institute for Fiscal Studies The net effect of the Government’s fiscal policies has been to favour the rich at the expense of the poor. It does not stop at family incomes. Shockingly, as many hon. Members have said, the evidence shows that the link between public spending and life expectancy is not being recognised, and the Government have decided to cut resources allocated to the public sector in the most deprived areas. One can only draw the conclusion that the Chancellor is on some kind of evangelical mission. The Secretary of State for Work and Pensions wants to restrict child benefit to the first two children in a family to instigate what he calls behaviour change, which is code for wanting poor families to have just two children, and perhaps the Chancellor is of a similar mind We are already seeing the effects of these cuts in the dire circumstances that people are finding themselves in. We have seen a surge in the number of food banks, with nearly 1 million food parcels delivered last year. In my home town of Oldham, we never had a food bank until 2012. Last year, it delivered meals to 5,000 people, including 1,500 children. We have a level of malnutrition that we have not seen since the ’30s, as well as increases in rickets and scurvy—and this is 2015. After decades of decline, suicide rates are going up, with more than 4,500 male suicides in the UK in 2012—three and half times the figure for women. Again, this is exactly what happened in the 1980s At the same time, we have more billionaires per capita than anywhere else in the world. The wealth of five families is equivalent to that of the poorest 20%—in other words, 13 million people—and boardroom pay has rocketed. According to the High Pay Commission, FTSE 100 chief executive officers earn 185 times the salary of their average employee, and that does not reflect performance. As I have said, incomes have fallen by £1,600. In my own town, one in three people are paid below the living wage The Government have done nothing about those damaging inequalities. I am sure that some Government Members still believe the discredited theory that inequalities are good for motivation, but that and the theory of trickle-down economics have been disproved. Overwhelming evidence now shows how bad inequality is for the economy and for society as a whole. The IMF has come out in support of Joseph Stiglitz’s analysis that inequality is a drag on growth and can also make growth more volatile. The OECD has also rejected trickle-down economics and said that the resulting inequality has slowed growth, not increased it, through negative effects on human capital. The Equality Trust estimates that the UK loses £39 billion a year as a result of inequalities, and the work of Richard Wilkinson and Kate Pickett has described how reducing the gap between rich and poor can increase not only life expectancy, but social mobility, educational attainment and happiness, while reducing crime.
ParlaMint-GB_2015-03-19-commons.u407	I think you will agree, Madam Deputy Speaker, that this has been an excellent and often revealing debate on the impact of the Budget. I thank hon. Members for making excellent contributions The Chair of the Business, Innovation and Skills Committee rightly criticised the Chancellor’s use of the words “walking tall”, which ring hollow when people are walking to a food bank. My hon. Friend the Member for Halton (Derek Twigg) reminded us of memory, particularly with regard to the Lib Dems helping to stop the education maintenance allowance and how the Government have also failed to meet their policy objectives on deficit reduction and debt, which I will return to later My hon. Friend the Member for Luton North (Kelvin Hopkins) rightly mentioned how the NHS, local government and housing are in crisis, threatened still further by the proposed sharp acceleration of cuts to public spending I was particularly pleased to hear the contribution of my hon. Friend the Member for Clwyd South (Susan Elan Jones), who rightly talked about the importance of entrepreneurs and the self-employed in the British economy. She praised Alice Murray, founder of Giggles and Games. I thought that the Liberal Democrats’ yellow toytown box was by Fisher Price, but I wonder whether Giggles and Games might have produced it for that toytown and busted flush of a political party. My hon. Friend the Member for Hackney South and Shoreditch (Meg Hillier) mentioned the £30 billion post-election bombshell if these plans go through. She also talked about the pressure on working families in her constituency with regard to child care, so I think she welcomes Labour’s plan to provide 25 hours of free child care for working parents of three and four-year-olds My parliamentary neighbours, my hon. Friends the Members for Stockton North (Alex Cunningham) and for Easington (Grahame M. Morris), made excellent contributions. They rightly said that there is nothing in this Budget for people in Teesside, east Durham or, indeed, the whole of the north-east. My hon. Friend the Member for Stockton North mentioned the disproportionate cuts in our area—they are far worse than those in any other area—to police, fire and local government. My hon. Friend the Member for Easington said that he was underwhelmed by the Budget and talked about the pressure on his constituents. They will know that the Chancellor mentioned Agincourt more times than the north-east, but they will not be surprised, because the Government’s record shows that he has neglected the north-east for the whole of the past five years My hon. Friend the Member for Birmingham, Selly Oak (Steve McCabe) argued for his own city to be given similar freedoms on business rates to those given to Greater Manchester. I particularly liked his subtle references to Beatles songs: he quoted lyrics from two songs on “Abbey Road” when he said that the Chancellor was more like the “Sun King” than “Here Comes the Sun”. My right hon. Friend the Member for Knowsley (Mr Howarth) mentioned the importance of manufacturing to a modern, innovative and resilient economy, and I fully agree with him In an at times warm speech, the hon. Member for Daventry (Chris Heaton-Harris) was kind enough to mention Hartlepool United. I think he was being kind, but we are bottom of the Football League at the moment.
ParlaMint-GB_2015-03-19-commons.u408	The only way is up.
ParlaMint-GB_2015-03-19-commons.u409	As the shadow Chancellor says, the only way is up. We have just won two games on the trot, which is unusual for us. We are only four points away from the next team up, so we have everything to play for My hon. Friend the Member for Oldham East and Saddleworth (Debbie Abrahams) told us that this Government’s tax and benefit changes mean that families are on average £1,127 a year worse off. She has been a fantastic champion of the NHS, and she mentioned how A and E and the rest of the NHS is at breaking point. She said that Oldham never had a food bank until 2012, which is very similar to my experience in Hartlepool and to the experience elsewhere around the country. I particularly pay tribute to her for being a champion in tackling late payments to contractors, which can be a blight on small businesses trying to pay their way in the economy Several hon. Members who spoke are leaving the House voluntarily; I imagine that several others will leave involuntarily. I pay tribute to the hon. Members for Dudley South (Chris Kelly) and for North Warwickshire (Dan Byles). I am genuinely sorry that they have decided not to stand again, but I look forward to welcoming the excellent Natasha Millward to the House, and to Mike O’Brien coming back. I also pay tribute to the right hon. Member for Mid Dorset and North Poole (Annette Brooke), who has been a fantastic champion for park homes, on which we have worked closely together I want to single out the hon. Member for Northampton South (Mr Binley), who has just walked into the Chamber. I consider him a real friend to me and to business in this country, as he is very knowledgeable. Before he leaves this place, I hope that we can have a pint and celebrate the great work that he has done, and the great work he will continue to do.
ParlaMint-GB_2015-03-19-commons.u410	Monday night.
ParlaMint-GB_2015-03-19-commons.u411	It’s a date—and perhaps I can bring along the hon. Gentleman’s successor in his seat, Kevin McKeever The hon. Member for North Dorset (Mr Walter) made a weak joke, frankly, about how the Leader of the Opposition’s kitchen must be a butler’s pantry. That was particularly welcome from the hon. Gentleman, who I know has serious and relevant credentials for talking about the experiences of ordinary working families in this country. As an alumnus of Warminster boarding school, a former international banker and a freeman of the City of London, his comments were very relevant The Chancellor should have focused on the country’s long-term prosperity and competitiveness, using the Budget to do more to strengthen productivity, investment and trade, yet that did not happen. Today’s Financial Times stated: “This was a Budget that offered little to business” It was revealing that the Chancellor did not once utter the word “productivity” in his statement, but tackling the productivity gap is the single biggest means by which Britain can improve competitiveness, raise living standards for all and ensure that the deficit is brought down. UK output per hour has fallen to 17% below the rest of the G7, the largest gap since 1991. It takes British workers until the end of Friday to produce what a German or American worker has produced by Thursday. The OBR reports that actual growth in productivity per hour has again been weaker than expected, with a fall in the final quarter of 2014. It states that productivity growth “remains the most important and uncertain judgement in our forecast” Failing to act on productivity during the next Parliament will make the difference between the austerity well into the future that the Conservatives will provide and the better plan for business and rising living standards that Labour is preparing. We need to restore the link between economic growth and higher living standards for all. To do that, our economy needs more high-skill, high-pay jobs in the high-productivity sectors in which Britain has an advantage. That will require a proper, co-ordinated and focused industrial strategy, but Ernst and Young said yesterday that the Chancellor’s “scatter-gun approach” to UK industry will not help to deliver a proper industrial strategy, or to achieve the 300,000 additional jobs that a sector-focused strategy could produce Higher productivity would be boosted by higher investment, but spending on infrastructure has fallen by a third under this Government. The Red Book shows that there will be a planned reduction in capital spending over the five years to 2019-20. The OBR has said that business investment fell by 1.4% in the last quarter of 2014, following a fall of 1.2% in the third quarter. The failure of the Chancellor to announce future plans for the annual investment allowance disappointed business, has increased uncertainty and delay, and almost certainly postponed investment in new equipment and jobs Why did the Government not set up an independent national infrastructure commission to stop long-term decisions about the performance of our economy being kicked into the long grass? Why did the Chancellor not announce a boost to the investment in low-carbon technologies? Why did he not ensure that Britain is a world leader in green technology? The Business Secretary mentioned in passing, almost in embarrassment, changes to the green investment bank. Will the Economic Secretary put a little more meat on the bones of that proposal? The Chancellor put in place measures that will increase the demand for homes, but there was nothing to help the construction industry and the supply of new homes—things that are vital for the future of this country. Why did he not introduce a long-term innovation strategy for science and research, with a stable and secure funding framework, to improve the UK’s record on R and D Throughout his time in office, the Chancellor has made much of an export-led recovery. He said yesterday: “Out of the red and into the black—Britain is back paying its way in the world today.”—[Official Report, 18 March 2015; Vol. 594, c. 770.] He sounded less like Shakespeare and more like an episode of “Bullseye”. What he said was simply untrue. He will not achieve his objective of doubling exports by 2020. He is certainly not going to win Bully’s special prize of the keys to No. 10. I can hear the voice of Jim Bowen talking to the Chancellor: “Look at what you could’ve won.” The OBR said yesterday: “The current account deficit remains wide by historical standards.” In the third quarter of 2014, the deficit was at 6% of GDP, which it said was “the second largest quarterly deficit in National Accounts data stretching back to 1955.” The contribution to GDP growth that is made by Britain selling things around the world is falling. Page 108 of the Red Book shows that in every one of the six years from 2014 to 2019, the percentage growth in imports of goods and services will exceed that in exports of goods and services. Our trade position is forecast to worsen in every single year. The Chancellor has failed to produce an export-led recovery In a very complacent and out-of-touch speech that was soaked in hubris and arrogance, the Chancellor said that people have never had it so good. After five years, he has failed. He has failed on debt, he has failed on deficit reduction and he has failed working families, who are on average £1,600 a year worse off. The Budget has shown what a further five years of Conservative rule would inflict on this country: a sharp acceleration in the cuts to public spending; a rollercoaster approach to managing the public finances; threats to our NHS and other valued aspects of British life; uncertainty for business that will lead to reduced investment; and, ultimately, poorer living standards for all. The British people will deliver their verdict on this Government in 48 days’ time. They deserve a better plan for Britain’s future, and that can be achieved only with a Labour Government.
ParlaMint-GB_2015-03-19-commons.u412	I thank hon. Members on both sides of the Chamber for their contributions this afternoon. For some, it will have been their last contribution in the Chamber. I congratulate them on choosing such an important final debate The truth is that everybody wants economic growth and greater employment. No Government in the world say that they want less growth and fewer jobs. However, there is a big difference between talking about something and achieving it. This Government are proud of our achievements: the fastest growth of any major advanced economy in the world, employment at a record high, unemployment at a record low, rising living standards, a falling deficit and the return of national optimism. And we have done all that within five years of the worst ever peacetime recession, which was caused not only by the financial crisis, but by the spending of the Labour party from 2001 onwards There have been some very good contributions this afternoon. The hon. Member for West Bromwich West (Mr Bailey) raised the sale of the student loan book. I can tell him that the first tranche is expected to be sold by the end of 2015-16 and that over a five-year period the sales are expected to generate between £10 billion and £15 billion in revenues The hon. Member for Halton (Derek Twigg) spoke about living standards. Perhaps I can lay his concerns to rest by telling him what Paul Johnson of the Institute for Fiscal Studies said was “the difference between Mr Osborne’s £900 better off and Mr Miliband’s £1,600 worse off” He said: “In part the difference arises because Mr Miliband is talking about gross earnings, not net incomes. The latter allows the fuller description of what has happened to household living standards.” It is important for all Members to understand the reality of how our economy is performing.
ParlaMint-GB_2015-03-19-commons.u413	Will the hon. Lady confirm that on the statistical measure she has just cited, between the first quarter of 2010 and the first quarter of this year—from the beginning to the end of the Parliament—living standards have fallen not risen?
ParlaMint-GB_2015-03-19-commons.u414	The right hon. Gentleman will realise that I have just quoted Paul Johnson of the IFS. I stand by what the IFS has said, which is that, from 2010 to 2015, the average household is £900 better off My right hon. Friend the Member for Boston and Skegness (Mark Simmonds) welcomed the fall in unemployment, the many who have been taken out of tax, and the fuel duty freeze, which has been great for his constituents. My hon. Friend the Member for Dudley South (Chris Kelly) spoke about the fact that Dudley is full of hard-working people, and said how our support for businesses has helped them. He will certainly be missed in this place. The hon. Member for Luton North (Kelvin Hopkins) criticised many of the coalition’s cuts but did not say how he would sort out the huge financial mess left by the Labour party in 2010. My hon. Friend the Member for North Warwickshire (Dan Byles) gave impressive figures for improvements in his constituency, not just to the local economy but also to local public services. As he pointed out, a strong economy means that we can pay for excellent public services. I wish him every success in his career when he leaves this place The hon. Member for Clwyd South (Susan Elan Jones) welcomed the increase in personal allowances and the rise in gift aid for charity cash collections. I join her in congratulating Giggles and Games in her constituency on its prize for a thriving business. My hon. Friend the Member for South Norfolk (Mr Bacon) raised the important issue of housing. He welcomed the Budget creating 20 housing zones, and made important suggestions about the need to improve housing supply, including through self-build. The hon. Member for Hackney South and Shoreditch (Meg Hillier) talked about problems of poverty in her constituency, but acknowledged that the route out of poverty is work. She should welcome the fact that the total claimant count in her constituency is down by 39% since 2010. She also raised the issue of real-time data for credit reference agencies. The FCA is continuing to focus on achieving real-time data sharing, and significant progress is being made My hon. Friend the Member for Brentford and Isleworth (Mary Macleod) pointed out the economic benefits to her constituency of regeneration and making work pay, as well as the business rate reliefs for her high street and support for the creative industries. She highlights the urgent need for faster broadband and more new housing, and I agree with her about that. The hon. Member for Stockton North (Alex Cunningham) challenged the quality of the jobs available, so I am sure he will be pleased to know that since Q1 2010, more than 70% of the increase in employment has come from full-time workers, two thirds of whom have been in high-skilled occupations, and that the claimant count in his constituency is down by 25% since May 2010.
ParlaMint-GB_2015-03-19-commons.u415	I welcome any jobs that are created in my constituency, but the statistics I referred to showed that hundreds of people have disappeared from the jobseeker’s allowance lists. Nobody knows where they have gone and whether they have died, left the country or something else. Is there any explanation for where those hundreds of people missing from the JSA lists have gone?
ParlaMint-GB_2015-03-19-commons.u416	That is an extremely interesting question and the hon. Gentleman may well want to follow it up as the representative for his constituency. It is not something that I can answer at the Dispatch Box My hon. Friend the Member for Ealing Central and Acton (Angie Bray) welcomed the review of business rates and pointed out their importance, particularly for businesses in her constituency that are competing with online companies. She also pointed out the need for urgent action on superfast broadband for business, and welcomed the measures in the Budget The hon. Member for Birmingham, Selly Oak (Steve McCabe) welcomed the penny off a pint and the freeze in fuel duty, but said that the Chancellor ignored the NHS. In truth, the Government have chosen to protect the NHS through this tough period and have now committed to much greater support for mentally ill people. I would dearly love to hear the Opposition just once welcome this vital investment, which will do so much to help people struggling with poor mental health, rather than just ignoring it. My hon. Friend the Member for Northampton South (Mr Binley) told us about the choices that his grandmother gave us all—either earn more or spend less when in difficulty—and I am delighted to hear she would have been pleased with the Budget. I congratulate him on his long-standing support for small and medium-sized businesses and put on the record how much I have enjoyed being his constituency neighbour in the lovely country of Northamptonshire The hon. Member for Angus (Mr Weir) talked about the problem of the last bank in town, which I am very sympathetic to, but he might be reassured to know that I have held round tables, including with the Secretary of State for Business, Innovation and Skills, talking to banks about the need for smart ATMs that take in, as well as give out, cash and discussing improvements to post offices, including longer hours and upgrading security at counters for business banking, and we hope there will be a protocol for bank closures in the future. I am happy to talk to him separately about the matter. My hon. Friend the Member for North Dorset (Mr Walter), in his encore speech as a retiring Member, warmly supported the Budget and gave a considered assessment of the measures in it. It was an excellent swansong, and I wish him a successful and peaceful retirement.
ParlaMint-GB_2015-03-19-commons.u417	Before my hon. Friend moves on entirely from the point about bank closures, will she accept that it is not just about protocol but about sharing resources, possibly between commercial banks and institutions such as the Post Office, so that instead of closures we have facilities that work for local people in very rural areas such as South Norfolk?
ParlaMint-GB_2015-03-19-commons.u418	I agree absolutely with my hon. Friend and assure him that that is precisely the point that the Secretary of State and I have been taking up with the banks The right hon. Member for Knowsley (Mr Howarth) might recall that I had the privilege of standing as a candidate in 2005 for Knowsley South against Eddie O’Hara. I am delighted that he welcomed the Help to Buy ISA and urge him to promote it to his local first-time buyers. It will be flexible for those on low incomes and will give a Government contribution of up to £3,000 towards a deposit for a new home.
ParlaMint-GB_2015-03-19-commons.u419	The Minister has quoted me out of context. I was making the point that we keep trying to subsidise owner-occupation by one means or another, none of which contributes to building new houses.
ParlaMint-GB_2015-03-19-commons.u420	I apologise if I misunderstood the right hon. Gentleman’s comment. Nevertheless, Help to Buy will provide support for young people in his constituency looking to get on the housing ladder My right hon. Friend the Member for Mid Dorset and North Poole (Annette Brooke) gave an interesting insight into her experience as an economics teacher, particularly in respect of the terrible time of our exit from the ERM. I was working in a dealing room then, and like her I have always thought that financial stability is key to our security, our jobs and our future. As she knows, I agree totally with her about the vital importance of interventions to support the mental health of children, mums and babies in the perinatal period, and I thoroughly congratulate her on her work in that area On the hon. Member for Easington (Grahame M. Morris), the best I can say is that I agree with my hon. Friend the Member for Daventry (Chris Heaton-Harris). Although I disagree with what the hon. Gentleman said, he is too courteous for me to pick a fight with him about it. I agree with my hon. Friend the Member for Daventry on two other points—first, that Northampton Saints are an excellent rugby team, and secondly, that it is people and businesses across the UK that, through their hard work and aspiration, deserve the credit for our economic recovery Finally, the hon. Member for Oldham East and Saddleworth (Debbie Abrahams) talked about the biggest increase in self-employment in 40 years, and then somehow suggested it was a bad thing. I hope her aspiring new business owners were listening. In truth, under this Government, the richest 20% of households are contributing in cash terms over four times more than the poorest 20%.
ParlaMint-GB_2015-03-19-commons.u421	For clarity, I said that although some people might want to adopt the lifestyle, it had to be recognised that the average salary of people who are self-employed is about £10,000.
ParlaMint-GB_2015-03-19-commons.u422	I am glad that the hon. Lady has clarified what she meant I would like to tackle head-on the lazy idea held by many Labour Members that when a country grows, it is the Government who do the running. It is not the Government; it is businesses and hard-working individuals In this Budget, as in all previous fiscal statements, this Government have demonstrated our pro-business, pro-growth credentials. That means more tax credits for key sectors, whether they be energy-intensive heavy industries or creative industries maintaining Britain’s status as a cultural centre of the world. It means further action to stimulate investment in the North sea through investments and tax cuts, and a long-term strategy for superfast broadband, enabling the next step in the technological revolution Yesterday, my right hon. Friend the Chancellor announced that next April we will abolish national insurance altogether for employing a young apprentice. We will be holding a major review of business rates, reflecting the fact that the old system needs to be reviewed so that it works better to support aspiring business owners in our country. He announced the abolition of class 2 national insurance contributions for the self- employed, and the abolition of the annual tax return altogether. I can tell you, Madam Deputy Speaker, that I had phone calls to my office from two constituents, one of whom said that the Government’s Help to Buy ISA will persuade them to vote for me, while the other said that the abolition of the annual tax return will encourage them to do the same. On the basis of my own small opinion poll, this is already making a difference.
ParlaMint-GB_2015-03-19-commons.u423	The Minister raises the important issue of national insurance contributions. Will she highlight for many of the self-employed people in my constituency what that will mean for their pensions?
ParlaMint-GB_2015-03-19-commons.u424	We are consulting on that, and further information will come out in due course To help the food, drink and hospitality industry, we are freezing wine duty, cutting beer duty by a penny a pint, and cutting duty on cider, Scotch whisky and other spirits by 2%. To help any business that depends on a car, a truck or a van—or even a pink bus—we are cancelling the fuel duty increase scheduled for September. This is the longest duty freeze in over 20 years, saving someone filling up a Ford transit van £15 at the pumps every time they fill the tank. To help our businesses expand internationally, we are putting ourselves forward to be a founding member of the Asian Infrastructure Investment Bank, and we are doubling our support for British exporters to China. These are all vital steps to improve Britain’s ability to export and to support those businesses that are returning Britain’s economy to health This is a Budget that helps businesses from a Government who understand businesses. This is a Budget that will help secure Britain’s economic future for years to come. This is a Budget that will deliver prosperity for all, and I commend it to the House Ordered, That the debate be now adjourned.—(Mr Vara.) Debate to be resumed tomorrow.
ParlaMint-GB_2015-03-19-commons.u425	Thank you, Madam Deputy Speaker. I would like to put on record my thanks to Mr Speaker for granting me this Adjournment debate In the time available to me, I hope to catalogue what is sadly a list of incompetence, misdirection, deliberate misrepresentation of the truth, inaction, lies and alleged corruption that have surrounded the phone mast construction in my constituency since 1993. If an author thought about writing this case up as a book, he or she would be forced to publish it as fiction, because simply no one would believe such a catalogue of appalling behaviour could take place and could continue to be allowed to take place Our tale of despair begins back in 1974, when a radio mast was approved to relay information about water levels and so forth at the Shooters Hill reservoir.
