ParlaMint-GB_2015-03-04-commons.u1	1. What assessment he has made of trends in labour market statistics in Wales since 2010.
ParlaMint-GB_2015-03-04-commons.u461	My hon. Friend is a powerful advocate for his constituents and has won some great concessions on their behalf in his time here. Does he share my concern—in a way, it is a sadness—that Labour does not seem to have learned anything in the past four or five years? It calls for more spending regardless of whether there is a budget surplus or deficit. If it continued spending as it would like, this country would be back on its knees in the blink of an eye.
ParlaMint-GB_2015-03-04-commons.u462	My hon. Friend talks the truth about the importance of our controlling public expenditure Over the past five years, I have worked closely with Plymouth university’s Ian Sherriff on long-term care for the elderly and combating dementia, which is something I know my right hon. Friend the Prime Minister takes very seriously. For those in our mid-50s and facing old age, the worry is that we will get dementia, so I pay tribute to the Government for implementing the vast majority of the Dilnot report. We have much further to go, but it is a start. Unfortunately, the previous Labour Government did not do much about implementing their royal commission. Another incredibly important issue in my constituency is the rebalancing of Plymouth’s low-waged, low-skilled economy. More than 38% of people working in the city are employed by the public sector, and when I was first elected, people believed that Plymouth would be badly hit by, and vulnerable to, the cuts to public expenditure, and there was the threat of the claimant count in the city going through the roof, but I am delighted to say that under this Government the count has fallen by 42% The city council has criticised me for voting to control public expenditure, claiming that the Government have not invested in the south-west, but it fails to recognise that they have given Plymouth and the peninsula a city deal that, in return for £10 million, will create 10,000 new jobs. It fails to acknowledge that releasing land in South Yard will deliver a marine industry campus and create 1,200 new jobs—this would be helped significantly by an enterprise zone in South Yard as well. It fails to acknowledge that they have given us the Mayflower 2020 commemorations, which will boost the local tourist industry, and the council has disregarded the £2.6 billion investment in our dockyard, which will safeguard 4,000 new jobs, and dismissed the dualling of the A303 after the next election The biggest threat to my city over the next few weeks would be the return of a Labour Government, because, unfortunately, a Labour Government would never think about Plymouth—they would be much more interested in looking after Scotland at Plymouth’s expense. Following the 1997 election, when Tony Blair won his landslide, Labour had only four seats in the whole of Devon and Cornwall, meaning they did not invest in transport or skills there. I fear that Labour would put this investment into Scotland at our expense and would not deliver on Mayflower 400 We need a stronger Navy. We need to put pressure on the Government for more funds to fix our potholes, in addition to the £9.6 million the council has been given over the past five years, and we need to restore our maritime built heritage, particularly Devonport’s north corner pontoon and sea wall. If we want to ensure that Drake’s drum does not sound, we need the Prime Minister back in No. 10 and a Conservative Chancellor making the right decisions.
ParlaMint-GB_2015-03-04-commons.u463	rose—
ParlaMint-GB_2015-03-04-commons.u464	Order. I am reducing the time limit to five minutes.
ParlaMint-GB_2015-03-04-commons.u465	In 2010, the Conservative leader, then in opposition, promised he would be able to “balance the books” by 2015—in other words, during the term of this Parliament that is coming to an end. He failed to do so. Borrowing for 2015-16 is now set for £75 billion. It is clear that the Conservative-led Government have borrowed more than £200 billion more than was planned in 2010. The books have not been balanced, yet there has been a great deal of borrowing. Where has that money gone? I can say where it has not gone. Not much of it has gone on spending in constituencies such as mine The Government’s failing austerity plan risks reducing the role of the state to a size not seen since the 1930s, as we have seen. Nowhere is this more evident than in my Preston constituency and certain other parts of Lancashire. The commitment to spending cuts is beginning to show in the quality of local health care. The number of elective operations cancelled in Lancashire has gone up by an average of 12%. Still on health care, I am particularly concerned about the decline in the North West ambulance service response times for both red 1 and red 2 emergency responses. According to the most recent data in 2014, response times within the standard eight minutes were down by 3.5%, while red 2 emergency response times were down by 5%. Those are just two examples of how the health service in my constituency has been degraded and how public services have been degraded generally—despite the extra borrowing undertaken by the Government The spending cuts have drastically affected front-line policing in Lancashire. Since 2010, the number of new police officers in the north-west has fallen by 28%. Since 2010, too, 291 police officers have been cut from front-line policing roles in Lancashire, accounting for 10% of the whole of the Lancashire police force. The cut in Government spending on front-line policing in Lancashire has had a direct impact on local crime. Since 2013, drug crimes have risen in Preston, and domestic burglaries have gone up by an average of nearly 6% over the last five years. Offences involving knives and other sharp objects in 2013 rose, on the most recently available statistics, by 8.4%. Hate crimes and disability hate crimes are at an all-time high in Lancashire We have seen cuts in child care, too. The number of early-years child care providers in Lancashire has declined by nearly 4.5% since 2012. On housing, there are currently 3,394 households on the waiting list for social housing in Preston—3,394 too many. What we are now seeing is a clear manifestation of what we call the working poor. We used to define people as poor if they were out of work and struggling. Now, however, we see the working poor paying regular visits to Preston’s food banks The unemployment figures might be falling, but the real picture is very different. Low pay is endemic, and there is wage stagnation. The Conservatives said that if we introduced the minimum wage, it would cost a million jobs. As we know, the introduction of the minimum wage created lots of jobs. We are seeing more zero-hours contracts, at the same time as we are seeing what I take to be sanctions placed on people—not necessarily because they are not looking for work, but because the Department for Work and Pensions has an unofficial and devolved policy of targeting sanctions on people by various officers and offices. On the “Dispatches” programme on Channel 4 the other night, we saw people dying as a result of these sanctions. Agency workers are contributing to the problem, and people are either being forced to go self-employed or forced off the register altogether Some 1,200 properties in Preston have to pay the bedroom tax, while we have seen cuts in local government spending and cuts in health service provision, as I said. For the hon. Member for Peterborough (Mr Jackson) to say that there is no cost of living crisis is incredible, when year after year since 2007 inflation has run ahead of wages. Now, because there has been a small upturn, he tries to pretend that it has never been any different. The Government are a disgrace; the quicker we can get rid of them, the better. Bring on 7 May!
ParlaMint-GB_2015-03-04-commons.u466	At the heart of the motion is the idea that the Government’s economic policy is failing. It raises a scenario of a country going back to the 1930s—a country without the NHS and with mass unemployment. It was indeed a dark time, as the hon. Member for Blaydon (Mr Anderson) said. I simply do not recognise that scenario, however—either for my own constituency or for the country more broadly. The motion raises the spectre of no NHS. That is absolute nonsense. The NHS budget has risen by £12.7 billion during this Parliament.
ParlaMint-GB_2015-03-04-commons.u467	The budget may have risen, but the delivery of front-line services, and of services more generally, has been overshadowed by the top-down reorganisation which the Government, when in opposition, said would not happen. That is where much of the money has gone. It has not been spent on the delivery of services.
ParlaMint-GB_2015-03-04-commons.u468	I think that the hon. Gentleman is mistaken. The restructuring of the NHS has saved money, and we have more doctors and nurses as a result. Indeed, Members on both sides of the House have backed the NHS’s “Five Year Forward View”. To suggest that we are not investing in health in our country is simply mistaken. The Opposition’s suggestion that the NHS is somehow under enormous pressure is scaring people, because we all rely on the NHS Is our plan failing? No, it is not. The evidence simply is not there. Our economic growth is faster than that of any other developed economy, but the best evidence that the plan is succeeding is what that growth means to people, and that is the level of work. Unemployment has been falling, and a huge number of jobs are being created: 1.85 million have been created during this Parliament. In my constituency, the figures are extremely positive. At the start of this Parliament, there were 13,084 unemployed people; now there are 529. That pattern is mirrored throughout the country, and it means that more people are able to provide for themselves and their families The motion suggests that the economic plan is unfair. It is not. There is nothing fair about saddling future generations with debt. Of course dealing with a huge recession is a challenge. We all know that people have been under enormous pressure which has been compounded by food price and fuel inflation, although that it is passing. However, the key Government tax policy has been an enormous help. The huge increases in the personal allowance have benefited about 25 million people, and in my constituency about 4,500 people have been taken out of tax altogether. Both the Treasury and the Institute for Fiscal Studies have confirmed that the richest are making the largest contribution to reducing our deficit, as they should. My hon. Friend the Financial Secretary referred to that earlier How does the Government’s plan compare with others? If we are failing here, how are other countries doing? I think that they are looking at our progress with some envy. The international response from the OECD, and the national response from business groups, is that the plan is working. The head of the OECD has said that Britain “needs to stick with” its long-term economic plan.
ParlaMint-GB_2015-03-04-commons.u469	Does my hon. Friend agree that there is an alternative to the Government’s long-term economic plan, namely the Labour party’s proposals, which would take this country in the direction of Greece?
ParlaMint-GB_2015-03-04-commons.u470	I entirely agree. There is indeed an alternative, and that alternative is pretty stark. The choice to be made at the next election will be one of the most important that we have faced for a generation I am sure that, when the motion was drafted, the Opposition did not realise that the IFS would publish a report today highlighting the fact that average incomes have returned to pre-crisis levels. I recognise that the position is not the same for different groups in our community, and that much more needs to be done. I know that we all want to see living standards rise. I am strongly in favour of the living wage, and was pleased when it was adopted by Harrogate borough council. However, the motion is nonsense. Claims that we are heading back to the 1930s are ridiculous Yes, an incoming Conservative Government would see public spending fall as a percentage of our economy, from about 40% now to 35.2% at the end of the next Parliament. That is very similar to the 35.9% that we saw in 2000, and in real terms, when we allow for inflation, the level is the same as it was in 2002. However, we will then be living within our means, and the sooner we reach the point at which we are living within our means, the better it will be for our country Austerity has not choked jobs and growth, as the shadow Chancellor predicted. It has been a key ingredient in the progress that we have made. That is why we must continue our drive to balance the books, create the most favourable possible environment for the wealth creators in business, and not pretend that the job is done or that there is an easy way to make progress.
ParlaMint-GB_2015-03-04-commons.u471	It has been a pleasure to listen to the whole of this debate and to make a contribution at this stage. It has been a revealing debate, showing the paucity of the Government and the Conservatives’ argument for re-election. It comes down to this: “We have nearly doubled the debt, we have completely broken our promise on the deficit, we have stripped growth out of the economy for the first three years, we have been the worst Government for 140 years on wages and living standards—now go on, vote for us and give us a second term.” That is it: no positive policies; no vision of how the economy can be different; no vision of how to get more people involved in work, in decent, good paying jobs; no vision of high skill, high investment, high exports. No; instead, we have just had negativity and fear and I suspect that that is what will do for this Government on 7 May.
ParlaMint-GB_2015-03-04-commons.u472	My hon. Friend omitted to mention the fact that voters will, on average, be £1,600 per person worse off than they were at the last general election. What sort of Government can present a spectacle of people being worse off by that amount and still expect to get re-elected?
ParlaMint-GB_2015-03-04-commons.u473	Indeed, and as the Institute for Fiscal Studies said this morning, this has been the slowest recovery in living standards in history. I do not think any reasonable Government would expect to be re-elected with that kind of record, and those are the facts What was extraordinary about the debate was the way in which the Government, having twice moved the goalposts on their deficit target, again tried to pull this extraordinary trick over the eyes of the country today. As I said in an intervention, the “Charter for Budget Responsibility”, which this House endorsed in January, made no reference to balancing the current Budget by 2017-18. It talked about a rolling five-year forecast, yet it was used today by the Financial Secretary, who is no longer in his place, to refer to a bogus sum saying that £30 billion in cuts were implied by that charter. That type of approach shows that the view of the Conservative party and this Government is, “This is as good as it gets”, and that we should have no ambition for our country of higher growth, higher skills and higher investment than that which they have been able to provide. My constituents and Opposition Members reject that completely Let us look at what the International Monetary Fund is saying on growth. It says that next year growth will fall compared with this year and that it will still be falling the year after. Is that really as good as it gets for Britain in this early stage of the 21st century? The next Government should follow policies that see us have higher growth, higher wages and higher skills It was also revealing in this debate that the Minister could not say whether he supported the Office for Budget Responsibility evaluating the fiscal plans of any other party, and small wonder because the National Institute of Economic and Social Research, the one organisation that has evaluated the plans and looked at the difference between the Conservative spending plans and those that would be followed by Labour, has said that there will be more growth, more jobs, and faster rises in wages under Labour’s spending plans than under those of the Tories. So there it is: confirmation that if we want to have ambition for our country, a fairer society, better public spending and better living standards and outcomes for our constituents, seeing an end to this Government is absolutely critical We also need in this debate a recognition that the way the Government have tried to reduce the deficit in this Parliament has brought exceptional hardship to our constituents. Anyone who has held the hand of a disabled person, as I have, having to pay the wicked, pernicious bedroom tax, with tears in her eyes, wondering how any decent Government could ever inflict that on any of its citizens, knows that the course the country has been on for the past five years is wrong and needs to change. Anyone who has seen, as I have in my surgery, people on low incomes with family members suffering sanctions imposed through targets from the Department for Work and Pensions knows that we are a better country than that and the next Government can do better for all of its people and produce much more fairness It is key that we get more people into work, abolish long-term unemployment among our young people and those over the age of 25, and ensure that we have an economy with more productivity leading to rises in wages and higher living standards for all. We need an economy that is based more on exports and investment than on the racking up of public and private debt that this Government have presided over. I believe that there is a better way, and that the people of this country will vote for it on 7 May. The hon. Member for Peterborough (Mr Jackson) talked about fear. As we approach this critical general election, we should remember the words of Franklin Roosevelt in his inauguration speech of 1932. He said: “The only thing we have to fear is fear itself.” I do not believe that the British people will be fearful on 7 May. I believe that they will be purposeful in voting out this Government, in voting for change and in voting for a Labour Government.
ParlaMint-GB_2015-03-04-commons.u474	It is a pleasure to wind up the debate today and to speak in favour of our Opposition motion. This gives me a chance to describe in plain terms the gulf between this Government’s spending plans and the approach that will be taken by a future Labour Government. It also gives me the opportunity to make it crystal clear that we reject the failed austerity plans that were set out in the Government’s autumn statement The Minister and the Chancellor were patting themselves on the back in the media this morning, congratulating themselves on their success. That just shows how out of touch the Government are. As my hon. Friend the Member for Nottingham East (Chris Leslie) said earlier, the Chancellor told the “Today” programme this morning: “We’ve got on top of our debts and deficits.” My hon. Friend made it quite clear that they have not. As he and many other Labour Members made clear, this Government have failed on their own terms. In 2010, the Chancellor said that he would balance the current budget by 2014-15, but in the first nine months of this financial year, the gap was £74 billion. The Chancellor has had five years, and he has failed. We cannot afford to give him another five. That point has been made time and again this afternoon Let us look at some more evidence. As I have said, the Government have missed their current budget target by £74 billion. In addition, the social security bill is £25 billion more than planned, and tax credits have risen, subsidising the low-wage economy. The number of working people receiving housing benefit is up two thirds, and tax receipts are much lower than expected. The Government have failed on the deficit, on the debt and on living standards Some Conservative Members seemed rather excited about today’s Institute for Fiscal Studies report, but if we look at it in more detail, we can see what it actually says. It states that people are worse off today than they were in 2010. As we have heard this afternoon, the real problem is that more people are scraping by, from day to day and week to week, in poorly paid jobs or on exploitative zero-hours contracts. A number of Members have described what it is like for their constituents who have to wait for a text message on a Monday morning to tell them whether they will have any paid work that week. That is no way for them to live their lives. It does not enable them to have any sort of quality of life or to balance their household budget. There is nothing in that for the Government to be proud of A number of Members have eloquently argued that at the heart of the Government’s failure is their ideological obsession with shrinking the state. That seems to be their true aim, superseding all else. From what we have heard from the Government this afternoon, it is clear that they will continue to keep chipping away at that, even as the ground crumbles beneath us We have heard some powerful and passionate speeches from Labour Members this afternoon. We heard from my hon. Friends the Members for Rutherglen and Hamilton West (Tom Greatrex), for West Dunbartonshire (Gemma Doyle), for Blaydon (Mr Anderson), for Corby (Andy Sawford), for Preston (Mark Hendrick) and for Glasgow North East (Mr Bain), all of whom are powerful champions for their constituents. My hon. Friends were speaking up for the people who have suffered under this Government, laying out in clear terms what the impact has been on families right across the UK and talking about their experiences of dealing with the zero-hours contracts, the low pay, being on agency work, and the impact of cuts on local government, which has affected and in some cases decimated local services. They spoke about the sense they got from their constituents that living standards simply have not improved for them; any recovery has not yet reached the kitchen table of our constituents My hon. Friends spoke this afternoon about the need to do more to tackle tax avoidance. They spoke about the inequities of the Government’s lack of action to tackle the tax dodgers while imposing the hated bedroom tax. Labour Members made it very clear that our constituents cannot face another five years of Tory Government and that we need a change. As for the consequences of five more years of the Tories, they are still intent on doing more damage. As my hon. Friend the Member for Nottingham East reminded us in his opening speech, and as hon. Members said at various points in the debate, five more years would take us back to a spending level as a percentage of national income that was last seen in the 1930s, before there was an NHS, when kids left school at 14 and when life expectancy was 60 According to the Institute for Fiscal Studies, which has been much quoted by Government Members this afternoon, that would necessitate undeliverable and nigh unthinkable cuts of more than £50 billion. It would, as the IFS said, represent: “Spending cuts on a colossal scale”— which would leave— “the role and shape of the state… changed beyond recognition.” So let us make no mistake: this is not about fixing the economy; it is about remodelling the role of the state This Government’s plans will do real and lasting damage in the long term, wreaking havoc in public services, decimating our skills and infrastructure, and undermining our competitiveness.—[Interruption.] I hear Government Members shouting, “Rubbish”, but they clearly have not listened to the testimonies of Opposition Members, who so eloquently, passionately and powerfully laid out the impact of this Government’s policies and actions on their constituents.
ParlaMint-GB_2015-03-04-commons.u475	rose—
ParlaMint-GB_2015-03-04-commons.u476	I am not going to give way because the hon. Gentleman had his opportunity earlier, and I wish to make a few more points about what has been said this afternoon. The true scale and nature of that impact cannot be quantified, because the Government will not set out where their billions of social security cuts will fall, so we have to look at past performance as our guide. Those reliant on tax credits to make ends meet will be justly wary of another five years of the Tories; because of their tax and benefit changes, a typical household is £891 worse off this year. This Government’s right-wing, doctrinaire approach to the deficit has already done untold damage. Their trickle-down philosophy has been exposed for the sham that it is, and their true aim, as it ever was, is to pulverise the state and to protect the wealthy Labour has a better plan. As last year’s IFS green budget made abundantly clear, there is a huge gulf between this Government’s approach and that outlined by Labour. Our approach is not punitive; it is a common-sense approach. It is balanced and proportionate. We acknowledge and accept the need to close the deficit and reduce the debt as soon as possible in the next Parliament, and we are committed to achieving that, but we will do it fairly. That is because we think the wealthiest should shoulder the greatest burden. So we will reverse the £3 billion tax cut for those earning over £150,000, to increase tax revenues and help reduce the deficit fairly; we will introduce a mansion tax on homes worth more than £2 million and crack down on tax avoidance, investing the proceeds in our NHS; and we will tax bank bonuses to create jobs for young people and the long-term unemployed, increase the minimum wage and incentivise payment of the living wage. All our spending commitments will be fully funded. We will deal with the deficit and the debt, but we will not place our public services in jeopardy. Our plan will secure the rising living standards, higher wages and sustainable growth that are needed to fix the economy fairly in a way that benefits everyone, not just a few at the top As my hon. Friend the Member for Nottingham East said at the outset, the stakes could not be higher, and the choice could not be starker. There is a massive gulf between this Government’s spending plans and those outlined by Labour. The Tories' austerity agenda has failed. The choice at the election is between five more years of Tory failure, wage stagnation and decimation of the state, or Labour's progressive and balanced plan for the economy that is sustainable in the long term and better for current and future generations.
ParlaMint-GB_2015-03-04-commons.u477	How dare Opposition Members indulge in the sort of scaremongering that we have heard this afternoon! I am sure that the hon. Member for Kilmarnock and Loudoun (Cathy Jamieson) would like to celebrate the fact that youth unemployment in her constituency has gone down by 43% since 2010 and that overall, unemployment has gone down by 31% over the same period.
ParlaMint-GB_2015-03-04-commons.u478	rose—
ParlaMint-GB_2015-03-04-commons.u479	I will not give way to the hon. Lady as she did not give way to my hon. Friends. Furthermore, does the hon. Lady agree that Labour’s motion today is false? She said that the cuts we have made take us back to the 1930s. In fact, the Office for Budget Responsibility has said that “by 2019-20, day-to-day spending on public services would be at its lowest level since 2002-03 in real terms.” And that was when the right hon. Member for Kirkcaldy and Cowdenbeath (Mr Brown) was in the Government. Does she want to celebrate any of those points with me?
ParlaMint-GB_2015-03-04-commons.u480	I thank the Minister for eventually giving way. Although I celebrate young people and the long-term unemployed finding work in my constituency, I hope that she will recognise that for many of them, it is zero-hours contracts, low-paid work, and jobs that are not in their chosen careers. They want more from a future Labour Government and they will get it.
ParlaMint-GB_2015-03-04-commons.u481	I am sure that there is no need for me to give way to the hon. Lady again so that she can congratulate us on the fact that, on average, 75% of those new jobs are full-time employment. There are some other facts that Opposition Members might like to celebrate. I am talking about the fact that the UK was the fastest growing major economy in 2014; that more than 760,000 private sector businesses have been created over the past four years; and that employment is up by 1.85 million since the last general election—that is 1.85 million more people with the security of bringing home a regular pay packet. She might like to celebrate the fact that wages are rising significantly faster than inflation, and that total pay was up 2.1% in the three months to 2014 The hon. Lady might like to hear the views of international commentators. Mark Carney, the Governor of the Bank of England, said: “The sweet spot you want is low, stable predictable inflation. You’re going to get that”— in 2015. Is the hon. Lady interested in the view of President Obama? He said: “I would note that Great Britain and the United States are two economies that are standing out at a time when a lot of other countries are having problems. So we must be doing something right.” Perhaps she would like to hear the views of Christine Lagarde who runs the IMF. She says: “A few countries, only a few, are driving growth.” The hon. Lady needs to listen to this. Christine Lagarde is talking about America and the UK. She goes on to say: “And the UK, where clearly growth is improving, the deficit has been reduced, and where the unemployment is going down…Certainly from a global perspective this is exactly the sort of result that we would like to see.” There is a word of warning from the OECD. It says: “Well done so far, Chancellor. But finish the job. Britain has a long term economic plan, but it needs to stick with it.” That is vital and it is what we intend to do Let me turn now to some of the very interesting comments made by colleagues across the House. In particular, my hon. Friend the Member for Braintree (Mr Newmark) gave an excellent talk about the reality of our determination to sort out Labour’s mess. My hon. Friend the Member for Morecambe and Lunesdale (David Morris) told us why the Government have been so good for his constituency and my hon. Friend the Member for Wolverhampton South West (Paul Uppal) spoke about the importance of competition for economic growth. It is absolutely vital My hon. Friend the Member for Peterborough (Mr Jackson) contrasted Labour now with Labour in 1997, when the party at least had a vision. He also talked about Labour’s spiteful prejudice against success, and that is right, Mr Deputy Speaker. My hon. Friend the Member for Plymouth, Sutton and Devonport (Oliver Colvile) pointed out the vital need to invest in infrastructure in his constituency and his fears that Labour would prioritise Scottish over English interests. My hon. Friend the Member for Harrogate and Knaresborough (Andrew Jones) pointed out the nonsense of Labour’s motion and the need to ensure that we in this generation do not leave our debts to our children and our grandchildren Let me point out to Opposition Members what the IFS recently said about Labour: higher Government borrowing acts to support household incomes in the short run, but the resulting higher levels of Government debt mean that a greater proportion of public spending must be allocated to financing debt interest payments in the long run and potentially leave the UK more vulnerable to large negative shocks in future. Simply borrowing more is just not an option The hon. Members for Corby (Andy Sawford) and for Preston (Mark Hendrick) both accused this Government of having done nothing for the NHS, but perhaps they would like to celebrate with me the fact that the health budget has increased in real terms every year during this Parliament, that total health spending has increased by £12.7 billion during this Parliament and that on top of that in the autumn statement the Chancellor announced an additional £2 billion for front-line NHS services in England in 2015-16. The vital point about the NHS is that we cannot have a strong NHS without a strong economy Since today we have had a very interesting living standards report from the IFS, I want to give hon. Members some other things to celebrate. The IFS has assessed that average household incomes are now restored to around pre-crisis levels. That is something to celebrate. Wages are up 4.1% in real terms for those in continuous employment. That is fantastic. Inflation is at 0.3%, helping family budgets to stretch further. Let us look at inequality, which is lower than when this Government came to power with, as the IFS has said, pensioner poverty at near record low levels. That is vital in our economy. This Government support fairness and have also ensured, as the IFS has today confirmed, that the richest households have paid the most, with “larger proportional falls in income for higher-income households.” That is absolutely vital. Inequality has fallen and the biggest burden has been borne by those with the broadest shoulders It is vital that members of the public who have to choose very soon who they want to run the Government for the next five years know that they have the choice between a Government who have been determined to ensure fairness and an Opposition who are completely incoherent and whose lack of facts and plans lead them simply to resort to scaremongering in the hope they can persuade people to accept a non-coherent plan from their Front-Benchers. This Government believe in a fairer society and a fairer society is created by helping the weak get stronger, not by making the strong weaker. We can only have a fair society on the back of a healthy, well-functioning economy and we can only have a healthy, well-functioning economy on the back of sustainable public finances The Government’s long-term economic plan is making public finances sustainable for the first time in a great many years. It is delivering economic growth and as the IFS confirmed today it is raising the standards of living across the country. That is vital. We are finally on the right track and now would be the worst time to change direction. Let us keep going, let us finish the job and let us give the people of this country the fair, strong, healthy and vibrant economy that they deserve Question put.
ParlaMint-GB_2015-03-04-commons.u482	The Clerk at the Table is looking around anxiously. He is generously suggesting to me that I might suggest that, with the leave of the House, we take motions 6 to 15 together. [Interruption.] I hear a helpful “Hear, hear” from one well-disposed hon. Member. I am extremely grateful to the hon. Gentleman for his helpful sedentary chunter Motion made, and Question put forthwith (Standing Order No. 118(6)), Environmental Protection That the draft Environmental Permitting (England and Wales) (Amendment) Regulations 2015, which were laid before this House on 17 December 2014, be approved Proceeds of Crime That the draft Proceeds of Crime Act 2002 (Investigations: Code of Practice) (England and Wales) Order 2015, which was laid before this House on 17 December 2014, be approved That the draft Proceeds of Crime Act 2002 (Search, Seizure and Detention of Property: Code of Practice) (England and Wales) Order 2015, which was laid before this House on 17 December 2014, be approved That the draft Proceeds of Crime Act 2002 (Cash Searches: Code of Practice) (England and Wales and Scotland) Order 2015, which was laid before this House on 17 December 2014, be approved That the draft Proceeds of Crime Act 2002 (Investigative Powers of Prosecutors: Code of Practice) (England and Wales) Order 2015, which was laid before this House on 21 January, be approved Police That the draft Police and Crime Commissioner Elections Order 2015, which was laid before this House on 15 January, be approved Representation of the People That the draft Representation of the People (Ballot Paper) Regulations 2015, which were laid before this House on 13 January, be approved That the draft Representation of the People (Combination of Polls) (England and Wales) (Amendment) Regulations 2015, which were laid before this House on 15 January, be approved Financial Services and Markets That the draft Financial Services and Markets Act 2000 (Banking Reform) (Pensions) Regulations 2015, which were laid before this House on 21 January, be approved Pensions That the draft Occupational Pensions Schemes (Charges and Governance) Regulations 2015, which were laid before this House on 4 February, be approved.—(John Penrose.) Question agreed to. Business of the House Ordered, That, at the sitting on Tuesday 10 March, the provisions of Standing Orders No. 16 (Proceedings under an Act or on European Union documents) and No. 41A (Deferred divisions) shall not apply to the Motions in the name of Secretary Theresa May relating to the draft Counter-Terrorism and Security Act 2015 (Authority to Carry Scheme) Regulations 2015, the draft Authority to Carry Scheme (Civil Penalties) Regulations 2015, the draft Passenger, Crew and Service Information (Civil Penalties) Regulations 2015, the draft Terrorism Act 2000 (Code of Practice for Examining Officers and Review Officers) Order 2015 and the Counter-Terrorism and Security Act 2015 (Code of Practice for Officers exercising functions under Schedule 1) Regulations 2015 and the Motion in the name of Secretary Patrick McLoughlin relating to the draft Aviation Security Act 1982 (Civil Penalties) Regulations 2015; the Speaker shall put the Questions necessary to dispose of those Motions not later than three hours after the commencement of proceedings on the first of those Motions; and proceedings on those Motions may continue, though opposed, after the moment of interruption.—(John Penrose.)
ParlaMint-GB_2015-03-04-commons.u483	This petition is on behalf of 1,109 residents of the village of Middleton St George in my constituency who are concerned about the unsustainable housing developments potentially taking place in the village The petition states: The Petition of residents of the Sedgefield constituency, Declares that the Petitioners object to the over-development of the village of Middleton St George and further declares that the Petitioners believe that the current planning applications are not sustainable and will have a catastrophic impact on the infrastructure of the village The Petitioners therefore request that the House of Commons urges the Government to reassess the planning applications for the development of Middleton St George And the Petitioners remain, etc [P001443]
ParlaMint-GB_2015-03-04-commons.u484	The petition states: The Petition of residents of the Alyn and Deeside constituency, Declares that Morquio syndrome (also known as MPS IV) is a rare genetic disease; further that Elosulfase, a drug to treat the syndrome, has recently been approved by the European Medicines Agency following positive results in the final stages of clinical trials; further that the drug (in the form of weekly enzyme replacement treatment) improves sufferers’ energy levels and stamina and therefore increases their independence, further that the effects of the drug are hugely beneficial not only to the individuals who have Morquio syndrome but also to their families; further that funding for the newly licensed enzyme replacement therapy to treat Morquio syndrome is unlikely to be approved due to cost saving; and further that the Petitioners believe that the consequences of patients, including children, such as Gracie in Buckley, not receiving this drug are unbearable The Petitioners therefore request that the House of Commons urges the Department of Health to ensure that individuals who have Morquio syndrome are given free access at home to enzyme replacement therapy for the treatment of the syndrome And the Petitioners remain, etc [P001444]
ParlaMint-GB_2015-03-04-commons.u485	I am pleased to be able to present this petition asking the House to urge the Government to examine the feasibility of extending the Tyne and Wear metro to Washington and bringing the Leamside railway back into use. The petitioners and I believe that doing so would boost jobs and growth in Washington and, indeed, the wider region. The petition is along the same lines as the one that I submitted in May 2014. As of today, this new petition on my website has been signed by a further 1,736 people. The petition states: The Petition of residents of the United Kingdom, Declares that the Petitioners believe that the extension of the Tyne and Wear Metro to Washington is a vital, yet missing, part of the region’s transport system, and further that such an extension would make a significant contribution to the economic development of the town The Petitioners therefore request that the House of Commons urges the Secretary of State for Transport to seriously explore the feasibility of extending the Tyne and Wear Metro to the town of Washington, utilising the old Leamside railway line And the Petitioners remain, etc [P001445]
ParlaMint-GB_2015-03-04-commons.u486	I rise to present a petition opposing the closure of the Seven Stars pub in Sedgley. It is a popular, profitable and well run pub at the heart of community life, but Morrisons want to buy it from Marston’s to turn it into a supermarket. Led by Jon Hurst, Neil and Kate Shorthouse, Sid and Joy Bills, Zoe Huddlestone and Donna Bremner, residents have established a brilliant campaign. It has already succeeded in getting the pub listed as an asset of community value, and it has gathered the names of more than 2,500 local people who do not wish it to close. We want the Government to consider the petition, and bring forward stronger measures to ensure that planning law and other regulations offer such community pubs more protection The petition states: The Petitioners therefore request that the House of Commons urges the Government to encourage Marston’s PLC to reconsider the closure of the Seven Stars public house, Gospel End Road, Sedgley Following is the full text of the petition: [The Petition of residents of the Dudley North constituency, Declares that the Petitioners are opposed to the proposal to close the Seven Stars public house on Gospel End Road in Sedgley and are opposed to the retail development plans for the site. The Petitioners therefore request that the House of Commons urges the Government to encourage Marston’s PLC to reconsider the closure of the Seven Stars public house, Gospel End Road, Sedgley. And the Petitioners remain, etc.] [P001446]
