ParlaMint-GB_2015-09-14-commons.u1	1. What support his Department is providing to areas seeking a devolution deal.
ParlaMint-GB_2015-09-14-commons.u490	I am proud and delighted to point Members to my declaration of interests. I joined the National Union of Mineworkers on 3 April 1969. Since then I have been a branch, regional and national trade union representative, president of the biggest trade union in Britain and a member of the general council of the TUC, so unlike Conservative Members I might know what I am talking about on this issue. I am really glad that the Chair of the Procedure Committee, the hon. Member for Broxbourne (Mr Walker), is here. I ask him to look into the naming of Bills in this House, because this Bill should really be called the “Deliberate Emasculation of Organised Labour and Abuse of Parliamentary Powers for Party Political Advantage Bill” Conservative Members do not understand the real world of work. They speak today as if every trade union member will be going to work tomorrow looking to create a strike and to bring people out time and time again. Trade unions talk to employers, and sit down with workers every day to deal with disciplinaries and grievances. They resolve disputes. They work through redundancies and reorganisations, and represent people at social security payment tribunals and industrial tribunals—genuine partnership. They develop policy on the national minimum wage and so on. They played a hugely important role in the peace process in Northern Ireland, and in the devolution programme across this country. They have also been involved in resisting, and why should they not when they are resisting job cuts, industrial decimation, attacks on individual members of staff, community devastation or discrimination driven mostly by a Government who want to have the upper hand This pathetic excuse for a Government does not have the statesmanship or the nous to understand that forcing their will on others in such a partisan way is simply wrong. Dressing it up as an extension of democracy is a joke. We all know that this is bad law made by political pygmies, and bad laws must be resisted. History teaches us that, if nothing else. The people of Selma, Alabama showed us that, the people of South Africa showed us that, the people in the shipyards at Gdansk showed us that, and the people of this country who threw out the poll tax showed us that. People outside this House will take action to defend themselves against these disgraceful attacks and it is wrong to use the law of the land in this duplicitous way The Bill attempts to build on the disgraceful lobbying Act, the gerrymandering of constituency boundaries and the attacks on voter registration. It is an act of a weak, spiteful Government and it will be resisted and ultimately defeated. If people have to break a bad law to stop it, then so be it.
ParlaMint-GB_2015-09-14-commons.u491	It is sad that there are so few Tories here tonight when they are destroying the rights of trade unionists and democracy itself. Who are trade unionists? They are simply working people—6.5 million of them—with an insurance policy for tough times. There are not a lot of strikes at the moment, but this Bill will provoke more and more. In fact, only one in five ballots leads to a strike, and the statistics over previous years show that the average trade unionist will strike only one day in 15 years. There is no problem to be solved; this is an ideologically driven attack on people’s rights to democracy and collectively to stand up for their rights at work We have seen problems with productivity and exports in industry. Exports of goods are now down to the lowest level since 2010. We want co-operation and collaboration to boost productivity, not a recipe for further conflict, but instead we see a Bill that will provoke people on the streets, quite rightly, to stand up for their rights. That will be an ugly affair that we do not want to see. We have heard that the Bill is in breach of article 11 of the European convention on human rights. Russian television approached me to talk about it, partly because I am a member of the Council of Europe, as it was thought to be such an appalling abuse of people’s rights. We have heard about democracy and the fact that abstentions would count as no votes; we would not expect that of a totalitarian regime or a dictatorship. We have heard from the Mayor of London, who chose to confuse a quorum, which involves turnout, with people not participating at all being counted as voting no. That is either mischievous or stupid Intimidation will now occur, and there will be surveillance of social media. Where are we going with this? We see attacks on trade unionists in undeveloped democracies, such as Colombia, and we saw them in pre-war Germany. This is reaching an awful level and we should all resist it vehemently. Agency workers will now be seen as scabs and not as trustworthy parts of the community. We have seen division between nations, with Wales and Scotland not being consulted, between management and workers and between workers themselves Aneurin Bevan said that poverty and property—by which he meant the Tories, of course—come into conflict in times of austerity, and that the Tories would respond by taking away democracy. This is another step towards eliminating our democratic rights, alongside the gerrymandering we will see in the boundary changes and the individual registration changes. This is a horrible time for Britain. People will resist the Bill and the Tories should think twice about moving forward with such an awful bit of legislation.
ParlaMint-GB_2015-09-14-commons.u492	I would like to make it clear at the outset that I am proud of my previous membership of a trade union, but I am certainly not financed or sponsored by one. I come to the Chamber to speak today because it is right to oppose this ideological attack on workers, a Bill that will have widespread ramifications for workers’ ability to organise and take industrial action, which we on the Scottish National party Benches view as deeply pernicious. It can be no coincidence that any increase in public sector strike action coincides with Tory-imposed austerity on public sector services and the restriction of access to justice with the implementation of tribunal fees, especially for women. It will come as no surprise to anyone who has heard the Tories’ poisonous rhetoric towards trade unions that this Bill should seek to undermine workers’ rights. If anybody had yet to see through the Tories’ claim to be the “party of working people”, the Bill exposes that claim as the ridiculous and ludicrous lie that it is Trade unions are the very fabric of this society: we may not always like what they have to say or always agree with them, but they perform a vital role in protecting workers and strengthening their voice. We should protect their right to strike with every breath we have. It is important in matters such as pay, work and employment conditions that unions are the first point of support and advice to people across all types of professions. In attacking the trade unions, the UK Government are actively undermining their support and attacking the ability of workers to stand up for their own rights. Amnesty International has said this Bill is a major attack on civil liberties. In looking at the potential impact of it, I would rather place my trust in Amnesty International than in the Conservative party This measure effectively treats abstentions as no votes, which warps the democratic process. Indeed, the 40% rule will be familiar to people in my Glasgow East constituency and in Scotland, as the same trick that saw the ’79 devolution referendum overturned—with the abstention of even the dead yet to be removed from the electoral register counting as a no vote The hypocrisy is clear, with this coming from a majority Government who received the votes of just a quarter of the total electorate earlier this year. For his part, the Business Secretary received almost 54% of the vote in his constituency, but just 38% of the local electorate actively voted for him. Would he say that he did not win a decisive mandate in that election? It is utterly inexcusable that he seeks to hold trade union democracy to a completely different standard This Bill will damage workers’ rights and impose undemocratic and hypocritical restrictions on the right to strike. Rather than de-legitimising last-resort industrial action, this Government should be working with trade unions and employers to create a better environment. That would be a far more ambitious and constructive approach to take if this Bill really were about progress.
ParlaMint-GB_2015-09-14-commons.u493	I declare my membership of Unite and refer Members to my entry in the Register of Members’ Financial Interests This Bill, the so-called Trade Union Bill, is in reality a threat to all our rights at work. The Conservatives claim to be the “party of working people”, yet with this Bill they have committed the biggest attack on workers’ rights in 30 years. No party can claim to be representative of workers when they attack the workers’ very own institutions—the trade unions In the short time available, I want to focus specifically on the Bill’s proposals for facility time and speak on the basis of my recent experience as an NHS employee and as a workplace rep for Unite in the NHS. For many years as a workplace rep and a clinical scientist, I struggled by on no facility time at all. I was trained by my trade union in negotiation skills, representation, health and safety and learning at work, and this training was frequently called upon by my employers to represent members in grievances and disciplinary hearings, to negotiate pay and working conditions, to consult over workplace restructuring or job losses and to promote learning new skills and training at work I believe that all those activities were beneficial to both my employer and the workers; and I know that they were infinitely preferable to my employer, who found it far more efficient and cost-effective to consult me as an elected representative of the workforce rather than having to consult each individual member of staff over every proposed change. Eventually, I was able to negotiate some part-time facility time, as it was recognised that there was a real need for union reps to be available to bring their skills, knowledge and experience to the workplace and to partnership working. There was also a real need for NHS trusts, like my own, that were seeking foundation trust status to be able to demonstrate good industrial relations with staff. That could not be done without giving union reps reasonable time to perform their duties in the workplace I worked with management over many issues, including the complete overhaul of pay structures and terms and conditions in the NHS, known as “Agenda For Change”. We worked tirelessly with management to influence and implement these new measures, which could not have been achieved without adequate facility time for representatives. Facility time is not a drain on the public purse.
ParlaMint-GB_2015-09-14-commons.u494	I am sure my hon. Friend is aware that the TUC estimates that union workplace representatives contribute to overall productivity gains that are worth between £4 billion and £12 billion. Does she agree that measures that have had such a positive effect on productivity should be welcomed and, indeed, promoted?
ParlaMint-GB_2015-09-14-commons.u495	I thank my hon. Friend. I was hoping to be able to make that very point myself. He has given me another minute Facility time is not a drain on the public purse; in fact, it is linked to increased productivity, which, as we all know, is crucial to the delivery of high-quality and cost-effective care in the NHS. There is a huge economic case for retaining the current arrangements. Capping facility time is an attempt to solve a problem that simply does not exist The Royal College of Nursing, which opposes the Bill, commissioned independent research. The resulting report shows that only 1.5% of public sector health care workplaces have a full-time union representative, and that those representatives are representing huge workforces consisting of some 2,500 people. They are dealing with employment issues every day, resolving conflicts before they escalate. The report also gives substantial evidence of close working between union reps and management, with managers reporting a high level of trust in their union colleagues The facility time proposals appear to have been drawn up by people who know the price of everything and the value of nothing. I call for the provisions in this Bill to be rejected.
ParlaMint-GB_2015-09-14-commons.u496	On a point of order, Madam Deputy Speaker. It is probably widely known that I am a former deputy general secretary of the Transport and General Workers Union and of Unite, but, for the avoidance of any doubt, I draw attention to my entry in the Register of Members’ Financial Interests, of which I am very proud.
ParlaMint-GB_2015-09-14-commons.u497	I thank the hon. Gentleman for his point of order, which is on the record.
ParlaMint-GB_2015-09-14-commons.u498	I, too, draw the House’s attention to my entry in the Register of Members’ Financial Interests, and to my membership of Unite It seems to me that the Bill is an attempt to create easy headlines about the way in which the Government are clamping down on unions, playing to a rhetoric that is based not on fact but on prejudice—and boy, have we heard plenty of prejudice from the Government Benches today. It is a prejudice that is rooted in the outdated and offensive view that trade unions are the enemy within. Every one of us in this place will have constituents who are members of trade unions. They are not revolutionaries; they are not radicals; they are ordinary men and women who want to organise themselves collectively to strive for better working conditions I have been in this place for only a few months, but many Members with great experience have already told me about the contributions that trade unions have made in their constituencies. Today, several Members—including my hon. Friends the Members for City of Chester (Christian Matheson) and for Wirral West (Margaret Greenwood)—have pointed out that Unite, in conjunction with the management at Vauxhall, enabled the Ellesmere Port plant in my constituency to stay open, thus helping to secure thousands of jobs in the local economy and throughout the country. It is clear that trade unions can play a vital role, so why are enclaves of radicalism such as the British Medical Association, the Headmasters’ and Headmistresses’ Conference, the Royal College of Midwives, the Royal College of Nursing and the Society of Authors being attacked in this way Many individuals do not wish their employers to know that they belong to a union, because, sadly, victimisation of trade union members is still commonplace. Surely, in a free society, trade unions should be able to guarantee to their members that this information will not be disclosed except under the most stringent conditions. The age-old entitlement of lawyers to observe client confidentiality is threatened by the Bill, which puts trade union membership on a par with the activities of criminals and terrorists. Whatever happened to privacy and confidentiality But the Bill is not done with offending principles of natural justice. The cumulative impact of the new proposals would mean that the certification officer was responsible for making a complaint, investigating it, reaching a decision, and setting a punishment. Most bizarrely, the Bill allows any member of a union to enforce an order from the certification officer rather than the certification officer doing so himself. That is an outrageous outsourcing of justice, enabling private individuals to enforce state orders for their own ends. There appears to be no requirement for the union member to have any particular interest in the order. It is like saying to a Tesco Clubcard member, “You can collect a fine imposed by the Office of Fair Trading.” What perceived problem is that provision intended to deal with? Is the certification officer not capable of enforcing his own orders? The Bill imposes a whole new layer of bureaucracy and burdens on trade unions. Whatever happened to the red tape challenge I had plenty more to say, but my time is very limited. Let me end by saying that there is absolutely nothing in the Bill that we can commend. There is nothing in it to tackle the industrial relations challenges that we face, and nothing to protect centuries-old principles of justice and confidentiality. Instead, we have been presented with a cynical and pernicious Bill that should be consigned to the dark recesses of prejudice whence it came.
ParlaMint-GB_2015-09-14-commons.u499	Like many hon. Friends here tonight, I am proud to declare an interest as a long-standing trade unionist. I would run through the list, but I would probably run out of time as I only have three minutes. One of them is the National Union of Journalists, on whose ethics council I served and which stands up for the basic freedoms necessary for a healthy, functioning democracy It is through that prism that I look at the Bill, which cannot be considered in isolation, but must be seen in the context of so many other proposals from this and the previous Government. The list is depressing. Other members have mentioned the gagging Act but, as a former BBC journalist, I am also alarmed to see public broadcasting under attack in favour of its politicised, corporate-owned and Conservative-supporting rivals There are the devastating cuts to legal aid and the restrictions on judicial review, undermining the fundamental principle of universal access to the law. The snoopers charter is extending the power of the state to scrutinise us, while our powers to scrutinise the state are watered down by the freedom of information “review”. There is the plan to repeal the Human Rights Act, a great achievement of the last Labour Government. Perhaps most perniciously, there are the fundamental attacks on our democracy: more appointments to the other place, millions disfranchised, and boundaries fixed in favour of this Government’s own party. Quite simply, this Bill is part of the same agenda The rights to freedom of assembly, freedom of association and freedom of expression are all enshrined in the convention on human rights, and all are undermined by this Bill. This goes beyond anything proposed in the modern democratic era even by Conservative standards—and they can go quite low. In 1947, Churchill, hardly a militant socialist, acknowledged that “the right of individual labouring men and women to adjust their wages and conditions by collective bargaining, including the right to strike” were “pillars” of British life, but today’s Conservative party apparently wants to demolish those pillars. Those who seek justice at work will be tracked and treated like criminals, their social media monitored and their details shared with police. Those who protest will be forced to wear identifying marks and carry letters of authorisation.
ParlaMint-GB_2015-09-14-commons.u500	It is sinister.
ParlaMint-GB_2015-09-14-commons.u501	Yes, it is sinister This is an attack not just on workers’ rights, but on our most basic and fundamental human rights. As Liberty has said: “Applied to any type of protest these proposals would be a mark of an authoritarian and controlling Government.” Of course, this Bill does not only pick off individual trade unions; it also attacks the very existence of trade unions. Unsurprisingly, trade union political funding is at the centre of this attack, while the Tories’ millionaire donors are rewarded with seats in the other place Not only does this Bill have the wrong answers, but it is not even asking the right questions. It shows that the powerful now wish to hold the powerless to account. I did not come to this House just to give voice to the voiceless, but also to let them have their own voice, and tonight I shall vote to do exactly that.
ParlaMint-GB_2015-09-14-commons.u502	Like many others, I am a proud member of my trade union and in my career as a barrister I acted for literally hundreds of trade unionists. When I was appointed as the Director of Public Prosecutions and head of the Crown Prosecution Service I joined the two staff trade unions to demonstrate to them my strength of feeling about trade unions. Over five difficult years they worked with me to resolve issues, rather than escalate them, which is a real asset in running a national public service such as the one that I was running. I pay tribute to them: that is what trade unionism is all about As other speakers have said, the right to join a trade union and the right of association and protest were won over a very long period. They are now entrenched in international law, not least article 11 of the European convention on human rights and the International Labour Organisation conventions. That means there are four rules that have to be applied to the restriction of trade union rights: first, the restriction must be necessary; secondly, it must be proportionate; thirdly, the Government bear the obligation of showing necessity and proportionality —the burden is on them; and, whatever else happens, the very essence must not be stripped away This Bill fails all four tests. The three clearest examples are: treating abstentions as no votes, which is clearly against the international standard and the international norm; putting greater restrictions on public services, a category drawn much more broadly than the international community would permit; and the unjustifiable restrictions on rights of protest both in picketing and away from picketing. So this is not only a blow for trade unions and trade unionism; it is also a blow for human rights and civil liberties, and that is why we must vote against it.
ParlaMint-GB_2015-09-14-commons.u503	I must confess that, earlier this afternoon, I was almost touched by some of the contributions from Conservative Members. I had not realised until then that they had such a passionate commitment to the trade unions in this country. Some of the stories of their personal and familial involvement in the industrial disputes of yore were almost touching. Then, of course, I realised that it was all a charade, a fabrication concocted by the Conservative public relations machine to mask the true intent of these proposals. No matter how many crocodile anecdotes and weasel words they come up with, the truth is that this is an anti-trade union Bill Why the requirement for 40%, we might ask. That is simply the result of a calculation by the Government that, when opinion is divided, a union will have to have participation levels of 80% or more. They rightly think that that will be very difficult to obtain, and of course they are doing nothing to improve participation through e-balloting or other contemporary mechanisms. This is simply a ploy to prevent people from going on strike Given the way in which the Government talk about check-off and facility agreements, anyone would think that those were statutory requirements from which employers needed to be freed. They are, however, voluntary arrangements that are freely entered into between employers and employees. If I am running a business, what right do this Government have to tell me how I should consult and involve my employees in that business? Then there is the four-month expiry of mandate clause. Let us be clear: that is nothing other than a licence for bad employers to sit it out and wait for the mandate to expire. They can watch the clock ticking down and in the meantime bring in agency labour to undermine the union that has gone on strike Every clause in the Bill has been designed to make it harder for ordinary people to organise themselves at work and to advance and defend their rights, and to make it harder for their national organisations to operate on their behalf. That is why Scottish National party Members oppose these proposals completely My final question is: why now? What great industrial crisis exists in Britain today that requires this Bill to be at the epicentre of the Government’s legislative programme? There is none. The truth is that this is not about making Britain better or about running things better; it is about satisfying a blood lust inside the Conservative party. These are the most vindictive, narrow-minded and reactionary proposals that we have seen in this House, and we should reject them completely.
ParlaMint-GB_2015-09-14-commons.u504	It has been a pleasure to listen to so many speeches today showing what trade unions really are. Rather than hearing ridiculous stereotypes about trade union barons or militants, we have heard about the millions of ordinary working people who elect their leaders and simply want a better, fairer life at work. I, too, must declare an interest in the debate. I am a proud trade union member, and I was a shop steward for years. And yes, I have been on strike. I was supported by my fellow trade unionists in all of that and in getting to this place, and I’ll tell you something: I am proud of all those things. I am proud to stand shoulder to shoulder with fellow working people to get a better deal for those who slog their guts out just to get by and get on. I was also proud to represent fellow members when they had a problem at work, and to make sure they knew their rights and got access to justice when they were wronged Of course that meant standing up to unscrupulous bosses, but that often meant fewer days lost to sickness, happier staff and a lower staff turnover. It also meant that we had productive negotiations when an issue arose. And yes, I was proud to stand on the picket line with the Remploy workers who were shamefully abandoned by the previous Government, and with low-paid women workers fighting against downgrades. As a trade unionist, I knew that taking strike action was a last resort, and not one that any of us wanted to take, but when all else fails, that is what is left. Without it, the bad bosses would not want to negotiate in the first place. Quite simply, it allows working people to have some power over their lives. Throughout our history, working people have had to fight for what we have. Nothing has ever been gifted to us. Trade unionists fought for an end to child labour, as well as for an eight-hour day, paid annual leave, and maternity and paternity pay.
ParlaMint-GB_2015-09-14-commons.u505	My hon. Friend is making a powerful case for the voice of working people to be heard, not just in the workplace, but in the corridors of power. Does she agree therefore that it is fundamentally wrong that the Government should have an agenda that is designed, in effect, to bankrupt the Labour party and therefore break the voice of working people in Parliament?
ParlaMint-GB_2015-09-14-commons.u506	I thank my hon. Friend for his intervention and agree with everything he has just said The trade union movement also brought us the minimum wage and even the weekend, and the key to all that was an organised voice in politics. It is no secret that the affiliated trade unions have put many of us on these Benches, while Conservative Members rely on big businesses, corporations and wealthy individuals. For decades, there has been a consensus that any changes to political funding rules should be made on a cross-party basis. This Bill, like so many others, rips up the constitution in favour of a naked political attack. It is an attack on the ability of trade unions and their members to have a say in politics, just at the time when it has never been more important that working people have a voice At the moment, hundreds of thousands of working people pay just a few pence from the union subs to make their voices heard. I am talking about paramedics or cleaners, who do not have the luxury of a cosy dinner with the Chancellor; supermarket workers, who will not catch the Secretary of State in the veg aisle; and teaching assistants, who are not likely to bump into the Prime Minister on the street—indeed, we know that the last time someone did bump into him in west Yorkshire it did not end very well. Trade union members know whether their unions are affiliated to Labour and can opt out of making a contribution to the political fund, and every 10 years we are balloted on whether we want a political fund at all. There is no real wrong that this Bill is trying to right. It is not about high principle, just low politics I am not afraid to say that I am a working-class woman when there are too few in this House. I spent my life before I came here working on the front line of our public services, for the police, supporting victims of crime, and for our NHS, supporting all who needed care. When I walk around my constituency people say to me time and time again that they want to see more people like them in Parliament. I am not ashamed of the trade unions’ political work. They are part of our democracy, not a barrier to it. Working people in my constituency need a voice more than ever—
ParlaMint-GB_2015-09-14-commons.u507	Order. I call Rachael Maskell.
ParlaMint-GB_2015-09-14-commons.u508	I refer the House to my entry in the Register of Members’ Financial Interests. I am proud to declare that I am a trade unionist and was an official of Unite for 17 years before coming here. I rise to oppose this anti-trade union Bill. Should we be surprised by it, for have not the powerful always sought to take power from those people who get on and build our country? I refer to those people working in our services and in our public sector, and those who are in the engine room of driving up productivity and building our economy. The trade union movement has seen inequality throughout the past 200 years, and today men and women experience it daily. Against this adversary—against the crushing hand of bad employers or the state—men and women have organised, and nothing will stop their spirit in fighting for justice and making sure that they have better rights for the future This Bill sets out to rob these people of those basic human rights, making it almost impossible for workers to exercise their right to take action, as detailed ballots are already so difficult to implement. From talking to so many employers, particularly in the public sector, I know how they struggle to implement the current legislation on industrial ballots. One employer has 250 workplaces and has to know the jobs taking place in them and the grades involved. Obviously, as they do not know where their staff are, they struggle with the legislation. The Government are now introducing more bureaucracy for employers, wasting more of the employers’ resources. The advanced details that the Bill introduces deal with things such as the dispute plan, which interrupts industrial relations. That should be the subject we are debating today: how we create good industrial relations, and how we resolve the disputes and solve the real challenges facing workers at this time I wish to talk briefly about responsibility in industrial action. Last year, NHS staff raised a dispute about their pay, having experienced a 15% real-terms pay cut while managers had had an 11% pay increase over the past six years. The dispute was registered. Time and again, we wrote to the Secretary of State, asking him for a meeting. We had a string of solutions to offer, but he refused to meet us. He was spoiling for a ballot and industrial action when we could have resolved the issue around the table. Nine months later, after a day of action, he conceded. We have more days of strike action in the public sector, because the Government are using it as a tool against workers. But workers are responsible; they stand up for their rights and they always will. This piece of legislation should be ditched, so that it will not harm our members.
ParlaMint-GB_2015-09-14-commons.u509	I draw the House’s attention to my entry in the Register of Members’ Financial Interests and declare that I, too, am a member of Unite the union and the GMB. I am also the daughter and grandaughter of two trade unionists. I am very well aware that I stand on the shoulders of giants from the generations that have gone before me and fought for my rights in the workplace—the rights for a weekend, for maternity pay and for sick pay. Those rights make workers more productive and happy. If those on the Government Benches are serious about protecting and growing our economy, they would take trade unions seriously as a partner and strengthen their rights, not remove them I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so The thresholds proposed in the Bill are a hypocrisy. Why should we apply a higher standard to working people who wish to organise unions in this country than we apply to ourselves? I would not be serving in this House today if I had been expected to meet the thresholds that have been proposed for our trade unions. It is an attack on civil liberties. As has been mentioned, article 11 of the European convention on human rights states: “Everyone has the right to freedom of peaceful assembly and to freedom of association, including the right to form and join trade unions”— for the protection of their interests. This Bill puts a restriction on people’s rights, and I note that the briefing note sent to MPs from Liberty supports that view I wish to move now to a subject that has not been covered quite so much today. It is a sorry state of affairs that the Government cannot see the huge economic benefits of trade union membership and strong trade unions. Looking at the relationship between two major economic trends since the 1970s, namely declining union membership and a shrinking share of wages and salaries in national income, it becomes clear that the UK has paid a heavy economic price for years of labour market deregulation and anti-union policies. The UK is wages-led: it is wages, not profits, that drive growth in our economy. If profit shares go up, as has been the case for the past four decades, demand actually decreases. A 1% increase in the profit share leads to a 0.13% decrease in demand, which is a loss of £2.21 billion to the economy at today’s levels The role of trade unions in ensuring a successful economy must be recognised if the damaging decline in the portion of national income going to wages is to be reversed. It is for that reason that I will oppose this Bill this evening, and I urge Government Members to do the same.
ParlaMint-GB_2015-09-14-commons.u510	I draw Members’ attention to my declaration in the Register of Members’ Financial Interests. On behalf of working people across my constituency and across the country, I rise to oppose this sinister, shabby and shameful piece of legislation, which goes against the best of British traditions in terms of the role that the trade union movement has played, particularly in the past century, in our democracy and civic life. I also make an appeal to the decent Conservatives on the Government Benches—at least to the ones who have bothered to show up today. This Bill goes against the best traditions of the Conservative party. If its members believe in free markets, they must surely believe in free labour. Perhaps that is why, in 1948, Winston Churchill opposed attempts to politicise the attacks on party political funding and the funding of a Labour party. Perhaps that is also why, in 1984, Margaret Thatcher said that the Conservative party should tread with caution before behaving in such a partisan way In 1998, John Major’s Government said that they had no problem with the funding of political parties by trade unions. This Bill does two things: it attacks the freedoms and liberties of working people and it makes a partisan attack on the funding of Her Majesty’s Opposition. Any decent democrat in this Chamber should be ashamed of themselves if they vote it through Look at the difference between the rhetoric and the reality in the Bill. The Government say that they want to give trade unions more democratic legitimacy, but this is, in fact, about delegitimising trade unions, increasing the threshold they need in order to go on strike but resisting their modernising calls to introduce electronic ballots. There lies the hypocrisy. The Government pretend that commuters in Ilford North and across London will no longer be affected by tube strikes, but the transport unions do meet the threshold, so this is not an attack on tube drivers going on strike; it is an attack on midwives, dinnerladies and other low-paid public sector workers who have the temerity to take on this Government The Bill goes against the best traditions of the Conservative party, but it is just what we should expect from this Prime Minister, a Prime Minister who has sought to rig the Commons and pack the Lords with his special adviser Lobby fodder, who will vote but not speak in debates. This is the Prime Minister who gags civil society, presiding over a Government who would have police officers taking the names of people on the picket lines when they should be out arresting criminals. They are our bobbies on the beat, so maybe they should arrest the Secretary of State for Business, Innovation and Skills for wasting police time I want to congratulate the Prime Minister and the Secretary of State on uniting the Labour party after a summer of vigorous debate. They think that this is purely about the funding of our party, but it is not; it is about values and belief in democracy, equality, collectivism and social justice. Those are the values of the real party of the workers, and that is why I oppose this Bill.
ParlaMint-GB_2015-09-14-commons.u511	It is important for me to speak in this debate, having been a Unite the union representative for 14 years in health. Trade unions are key social partners that play an important role in our society through effective democracy and by helping to ensure good employment practices, which directly promote economic competitiveness and social justice in wider society. Despite what some Members assert, the daily business of unions is not taken up with organising industrial action. They represent their members in many ways, ensuring healthy and safe workplaces, delivering learning opportunities and bargaining collectively to ensure that pay keeps pace with the cost of living, the benefits of which are also experienced by non-union members The Scottish Trades Union Congress reports that international evidence clearly indicates that where unions are able to negotiate collectively with employers, wages are fairer and, as a direct consequence, societies are more equal. Days lost to industrial action are down by 84% in Scotland since the Scottish National party came to power, lower than anywhere else in the UK. That has been built upon over time through true partnership and conciliation. However, the right to withdraw labour as a last resort is a fundamental human right and a hallmark of any free and democratic society. It is safeguarded by a wide range of international treaties, including the European social charter and the European convention on human rights There are profound concerns that the right to strike is being put at risk, as the new restrictions will make it so difficult to undertake efficient industrial action that it is, in effect, being legislated out of existence. The Bill would introduce a 50% turnout threshold in all industrial action ballots. In addition, for important public services it would also impose a requirement that 40% of the entire membership must vote in favour, which amounts to 80% of those voting on a 50% turnout. Under those measures, nearly half of all strikes since 1997 would now be illegal The Bill proposes restrictions on picketing activities, even though, as highlighted by civil rights groups, pickets are already more regulated than any other kind of protest. The certification officer will be given powers to investigate unions and access membership lists, even if no one has complained about the union’s activities. The SNP recognises that nobody wants strikes, but the way to avoid them is not to provoke confrontation—
ParlaMint-GB_2015-09-14-commons.u512	Order. We are grateful to the hon. Lady. I call Melanie Onn.
ParlaMint-GB_2015-09-14-commons.u513	I am speaking on behalf of Unison as a Unison member. Unison has over 1 million public sector workers, with low-paid, part- time women making up the majority of its membership. I welcome some of the comments I have heard from Conservative Members, particularly the right hon. Member for Haltemprice and Howden (Mr Davis) and the hon. Members for Stafford (Jeremy Lefroy) and for Hazel Grove (William Wragg), who are clearly sensible, reasonable Conservatives. I hope they succeed in convincing some of their colleagues that with the measures in this Bill they are grossly overreaching themselves The hon. Member for Bexhill and Battle (Huw Merriman), who is not in his place, seemed to have misunderstood some of the provisions in the Bill. He made the incorrect assumption that there is something along the lines of automatic registration for trade union membership or for political party membership as a result of that trade union membership. If someone opts in to a political fund, check-off happens when they have already signed up to be a member of a trade union, and there is automatic payment through their salary. It is important that somebody who is going to contribute to a debate understands the fundamentals of what they are talking about As we have heard, trade union members are cleaners, carers and drivers who simply want to get on with their jobs safely without fear of discrimination and to be rightly rewarded for it. This Bill singles those people out with armbands and authorisation documents. They are the people who care for our elderly, keep our streets clean, and mend our roads, and do not want to take industrial action—it is always the last resort. They have benefited from years of striving for rights and freedoms, and it is right that they should feel free to belong to a trade union without fear of reprisals or judgments against their character. This is now under threat through demonising them and suggesting they are prone to criminal behaviour by virtue of their trade union membership Many Conservative Members have lectured Labour Members on their own trade union backgrounds, and their support for and understanding of working people and their lives. Nearly all their comments have been predicated on, “I support trade unions, but”. It is perverse to claim to support trade unions with one breath and then to support this regressive Bill with another. It is already difficult to arrange a strike, with indicative ballots. My union has a 50-page document to guide people through the process of securing a ballot. I remind Conservative Members that the Financial Times says today that instead of restricting unions, “more worker bargaining power would restore some overdue wage growth”.
ParlaMint-GB_2015-09-14-commons.u514	I stand here as a proud trade unionist and member of Unite and the GMB. I draw Members’ attention to my entry in the register The right to strike is one of the fundamental rights on which civil society is based. It encapsulates the rights of freedom of assembly and protest for which generations of men and women have fought and struggled. The establishment and defence of these rights is one of the most vital threads in our national story. By introducing this Bill, the Secretary of State has reminded us that that struggle is not confined to the history books. If the measures laid out in it are enacted, it will be an unprecedented blow to our civil liberties. It is a nakedly ideological attack on basic freedoms by Conservative Ministers whose aim is to silence opposition and secure political advantage. Reading the Bill, one might think that Britain was paralysed by industrial unrest, with strikes threatening to bring the economy to a grinding halt. Nothing could be further from the truth. Over the past five years, there has been a ninefold reduction in the number of days lost to industrial action since the 1980s Strikes are a symptom of poor industrial relations, not a cause. They are entered into only as a last resort, as I know from personal experience as a former miner forced on to the picket line in 1984 to defend jobs and communities against a Tory Government and National Coal Board determined to destroy both the industry and my union. I know the turmoil, the pain and the financial hardship that strikes can cause for those engaged in them. This is the price we pay for living in a free society, and compared with the alternative, it is a price worth paying Everyone knows there is no love lost between the Tory party and the trade union movement, but for the Government to play politics with some of the basic rights of those who have a difference of opinion with them, just because they can, is, frankly, an abuse of power. British industrial relations law is already among the most comprehensive and most restrictive in Europe. This Bill seeks to refashion that framework into a set of shackles, leaving unions unable to perform the functions for which they exist This Bill has been described as illiberal, pernicious, ridiculous, ludicrous and absurd. It represents nothing more or less than the curtailment of the civil rights of trade union members and the Government silencing those who oppose them. Britain’s low strike rate shows that the current legal framework allows principles to be put into practice. I urge Conservative Members to think very carefully before they cast that aside for political gain.
