ParlaMint-GB_2015-03-25-commons.u1	1. What steps he is taking to support small businesses through public procurement.
ParlaMint-GB_2015-03-25-commons.u430	It is always a pleasure to serve under your chairmanship, Mr Hood. It is also a pleasure to follow my hon. Friend the Member for East Lothian (Fiona O'Donnell), who I am almost certain will be back in the next Parliament to pursue these cases vigorously with the next Labour Government. I was tempted to speak by the Minister’s generosity in likening me to a future statesman. I appreciate that I have some way to go, although I have not handed him the Red Book across the Table, as I did to his Liberal Democrat counterpart on Thursday The debates we have had today really come down to one issue: balance and priorities. It is about the share we expect to take from tax or the share we expect to take from spending cuts to deal with deficit reduction in the next Parliament. As I said in an intervention on my hon. Friend the Member for Birmingham, Ladywood (Shabana Mahmood), the issues are the same whether it is the VAT debate, the 50p debate or the debate we are now having on business rates and corporation tax.
ParlaMint-GB_2015-03-25-commons.u431	The best way to get the tax contribution is to give people real jobs with real pay; then we will get the money in.
ParlaMint-GB_2015-03-25-commons.u432	My hon. Friend is absolutely right, and that goes to the nub of the issue today. As my hon. Friend the Member for Birmingham, Ladywood eloquently set out from the Opposition Front Bench, the numbers are clear. In respect of corporation tax, we are talking about a very small number of large businesses operating across the country. The benefits of that tax cut will not necessarily be felt throughout the wider economy. I would argue—I know my hon. Friend makes the same argument—that targeting the same amount of money on a business rate cut for the first year and a freeze for the second year is much smarter, because it would affect 5.1 million small and medium-sized businesses and others. That is the right thing to do for the struggling high street I therefore urge the Minister to consider very seriously what the Labour Front-Bench team is asking for. We are not asking him to implement Labour party policy, as much as I would like him to, and we are not asking him to freeze business rates or to cut them. We are asking him to conduct a review so that we can have a proper debate on whether his approach of cutting corporation tax is the right one, or whether, as we argue and believe, cutting and then freezing business rates is a much smarter way of using the same amount of money, as it would create a bigger boost for the economies of towns, villages and cities across the country I want to add one note of caution. I am very supportive of the devolution agenda in England. As a Greater Manchester MP, Members would expect me to say that I very much support the efforts by the Greater Manchester combined authority and the 10 local authorities—eight are Labour, one is Conservative and one is Liberal Democrat controlled—and recognise the benefits of the conurbation working together. The Government’s announcement included the retention of additional business rates from growth, but I urge caution. I support the proposal, but we have to approach it on a conurbation, city region and county region basis. Growth areas in cities and counties are often located in particular geographical areas, whereas needs are spread across whole areas. With that, I urge the Minister to accept Labour’s amendment, which requires nothing more than a report that I think would back our plans 100%.
ParlaMint-GB_2015-03-25-commons.u433	First, I pay tribute to my hon. Friend the Member for Redcar (Ian Swales), who spoke in this debate as he has done in so many Finance Bill debates over the past five years. He has always provided a voice of calmness and sanity. I have not agreed with everything he has said, but he has mostly made helpful contributions, and thoughtfulness is a consistent characteristic of those contributions The corporation tax rate is set in legislation a year in advance on an annual basis. Clause 6 sets the corporation tax rate and charge for the financial year beginning on 1 April 2016. The House will be aware that in 2013 legislation was passed cutting the main rate of corporation tax from 21% to 20% for the 2015 financial year. The cut will take effect in seven days and give the UK by far the lowest rate in the G7 and the joint lowest rate in the G20. The clause confirms that the rate will remain at 20% in 2016. The Government have made it clear that we want a business tax regime that is competitive and fair, and since 2010 we have made clear strides towards that goal. The main rate of corporation tax was 28%. We have cut it by almost a third to make the UK more competitive and to support growth and investment. At the same time, we have taken significant measures to clamp down on tax avoidance, and on Second Reading we debated the diverted profits tax introduced by the Bill Low corporation taxes enable businesses to increase investment, take on new staff, increase wages or reduce prices. Overall, the corporation tax cuts we have delivered since 2010 will save businesses £10 billion a year from 2016. To give Members a sense of scale, that is the equivalent of giving businesses enough money to hire 270,000 new employees. Oxford university’s centre for business taxation estimates that our reduction in the corporate tax burden will increase business investment by £11 billion; and as well as supporting businesses already operating in the UK, lower rates of corporation tax make the UK more attractive to international businesses. Last year, UK Trade & Investment reported a record number of inward investment projects that led to the creation of 66,000 new jobs and safeguarded 45,000 more The corporation tax cuts and other reforms, such as the introduction of the patent box, have completely changed perceptions of the UK tax regime. Five years ago, businesses were leaving the UK because of our tax regime. That regime has now become an asset that attracts firms to the UK. In surveys, the UK is now regularly cited as one of the most competitive regimes in the world. The clause embeds the message that the UK is open for business by affirming that the UK rate will remain at the record low of 20% in 2016 The Opposition amendment proposes a review of the impact of a 1% cut to the main rate of corporation tax for the financial year 2016. A great deal is already known about the impact of corporation tax policy. We know that lower rates encourage growth and investment, and that stable and simple taxes give businesses confidence to invest and expand. The clause refers only to a single rate because we have already legislated to unify the main rate and small profits rate of corporation tax and to scrap the complex marginal relief system for all companies, except those with ring-fenced profits These changes will take effect next week and give the UK for the first time a single headline rate of corporation tax and provide administrative savings for a huge number of businesses, particularly the nearly 50,000 companies that pay the marginal rate of corporation tax each year. The move was recommended by the Office of Tax Simplification, and I would like to take the opportunity to pay tribute to Michael Jack, John Whiting and the team for all the work they have done since we introduced the OTS at the start of this Parliament. The Institute for Fiscal Studies has also been supportive of our reforms. In a recent report, it said: “The simplification of moving to a single rate of corporation tax…is a real achievement of the coalition government’s tax policy, and it is one that should not be reversed.” The evidence on corporation tax is clear: low rates and a simple system support business and support growth. In our view, the proposed review would provide little benefit, so we are not minded to accept the amendment. As far as business rates are concerned, the Government recognise that they represent a fixed cost for businesses. That is why during this Parliament we have continued to double the small business rate relief schemes, supporting 575,000 businesses, of which 385,000 pay no rates at all. We have capped the inflation-linked increase in the business rates multiplier at 2% for two years, and we have provided a £1,000 retail discount this year, rising to £1,500 next year for small shops, pubs, cafés and restaurants, supporting the high street Labour said it would cut business rates by 1% for lower-value properties in 2015-16. Under its plan, the smallest single properties would pay more. A property with a rateable value of £5,000 saves £1,165 under this Government compared with the Opposition’s proposals. The high street would also lose out. A shop with a rateable value of £30,000 saves £1,080 under this Government when compared with the original proposals. We have published terms of reference for a wide-ranging ambitious review of Budget business rates to report back to the Government. That is, of course, on top of what we have done on fuel duty, which helps small businesses, and the employment allowance, which does the same In conclusion, cutting corporation tax has been a central part of our economic strategy—a strategy that is working. In 2014, growth in the UK outstripped that of every other G7 country. Employment is at record levels, business investment is growing rapidly, and this clause ensures that the rate of corporation tax for 2016-17 will remain at 20%—an extremely competitive rate and a foundation of tax system designed to support growth and investment. Reversing the progress we have made would be a big mistake and send a terrible signal to businesses around the world. That is why I believe the clause should stand part of the Bill Question put, That the amendment be made.
ParlaMint-GB_2015-03-25-commons.u434	On a point of order, Mr Hood. Can we look again at the way in which the business of this House is organised, because it brings our procedures into real disrepute when we have not had the chance even to look at a set of important amendments, much less to debate them. [Interruption.]
ParlaMint-GB_2015-03-25-commons.u435	Order. I ask Members for order to allow the hon. Lady to make her point of order.
ParlaMint-GB_2015-03-25-commons.u436	I was simply making the case that our procedures are brought into disrepute when we have not had the chance even to debate a huge number of amendments, much less to put them to the vote, including an important amendment that would have closed a tax-dodging loophole for private equity firms. Can we look again at the way in which the business of this House is organised, Mr Hood?
ParlaMint-GB_2015-03-25-commons.u437	I thank the hon. Lady for her point of order. She may want to take her point up with the Procedure Committee. Unfortunately, it is not a matter for me.
ParlaMint-GB_2015-03-25-commons.u438	On a point of order, Mr Deputy Speaker. It has just come to my attention that the Government have tabled a motion for debate on the final day of this Parliament, with no notice whatever to myself as shadow Leader of the House. The motion proposes changes to the way in which the Speaker is elected—procedural matters in the House—with no consultation with Her Majesty’s loyal Opposition and no consultation with the Chair of the Procedure Committee, for debate in only one hour tomorrow. Is this in order? Do you believe that the procedures of this House should be bandied around by the Government in this way, and that we should have surprises delivered to us in this manner on the last day of the first ever fixed-term Parliament? The motion attempts to influence the results of the first thing that will happen in the next Parliament, with no chance for large numbers of Members who had no knowledge that this was happening to participate.
ParlaMint-GB_2015-03-25-commons.u439	It is a business matter for the Government, as the shadow Leader of the House is well aware. Rightly or wrongly—whichever the House may decide—a business motion was agreed to yesterday, as I understand it, and as we know, business of the House is decided by the Government, not by the Chair, so it is not a matter for the Chair.
ParlaMint-GB_2015-03-25-commons.u440	Further to that point of order, Mr Deputy Speaker. Usually I am an assiduous attender, as you know, of business questions, but I was unable to attend last week. Was this announced then? If it was not, can you tell us when you and Mr Speaker were informed that the motion was to be tabled?
ParlaMint-GB_2015-03-25-commons.u441	It was a business motion that was agreed yesterday, but not the terminology, I presume. Mr Speaker is not in the Chair so I do not know when he was told. I was told about five minutes ago when I came into the Chair. [Interruption.] No, that is correct. There is a business motion. [Interruption.] Mr Doughty, we are trying to deal with this. We have many other points of order on that matter.
ParlaMint-GB_2015-03-25-commons.u442	Further to that point of order, Mr Deputy Speaker. We have had some slightly strange events on the Budget, with Ministers speaking from the Government Dispatch Box—from the Treasury Bench—but speaking for their parties. My understanding is that the Government speak from there—the Government Benches. May we be clear? Is the motion a Government motion, which has therefore been signed off by the coalition partners, or is it a motion from the Conservative party?
ParlaMint-GB_2015-03-25-commons.u443	We are getting into areas that are not a matter for the Chair. This is agreed business of the Government. That answers that.
ParlaMint-GB_2015-03-25-commons.u444	On a point of order, Mr Deputy Speaker. Is it in order for a member of a Select Committee who has been involved in a serious leak and a possible breach of privilege in this House then to raise that, as happened today at Prime Minister’s questions in a question from the hon. Member for Bristol North West (Charlotte Leslie), thus exacerbating the situation the Committee has found itself in? I would be grateful for your advice.
ParlaMint-GB_2015-03-25-commons.u445	Further to that point of order, Mr Deputy Speaker. Other members of the Health Committee are also affected. The hon. Member for Bristol North West (Charlotte Leslie) has openly leaked the private considerations of the Committee. What action can be taken immediately?
ParlaMint-GB_2015-03-25-commons.u446	May I just say that we are raising a matter where a Member is being discussed? I presume that they are aware that this matter was going to be raised as a point of order.
ParlaMint-GB_2015-03-25-commons.u447	Further to that point of order, Mr Speaker. Like my hon. Friends, I think that we, as members of the Health Committee, need the advice of your good self as to how we can address the distorted report of events at the private sitting of the Committee without falling foul of the very convention that prevents this. Conservative members of the Health Committee have previously been referred to the Liaison Committee by a vote in the Committee, and here we have it again. How do we defend ourselves?
ParlaMint-GB_2015-03-25-commons.u448	Does anyone else want to speak on this matter?
ParlaMint-GB_2015-03-25-commons.u449	Further to that point of order, Mr Deputy Speaker. I do think it is an absolute outrage that the hon. Member for Bristol North West (Charlotte Leslie) did not give us notice that she was raising the matter. She is subject to a referral. Other Select Committees have chosen not to publish reports.
ParlaMint-GB_2015-03-25-commons.u450	I am sure that you are aware that Mr Speaker has sent a letter to the Chair of the Select Committee. I can also inform you that it is not a matter for the Chair; it is a matter for the Committee. In the new Parliament, there will also be a new Committee that can look into it. Unfortunately, as I say, it is not a matter for the Chair.
ParlaMint-GB_2015-03-25-commons.u451	I beg to move, That the draft Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No. 2) Order 2015, which was laid before this House on 23 March, be approved The threat level in the UK, which is set by the independent Joint Terrorism Analysis Centre, remains at “severe”. This means that a terrorist attack in our country is highly likely and could occur without warning. We can never entirely eliminate the threat from terrorism, but we are determined to do all we can to minimise the threat to the UK and to our interests abroad. It is also important that we demonstrate our support for other members of the international community in their efforts to tackle terrorism wherever it occurs. Proscription is an important part of the Government’s strategy to disrupt terrorist activities The two groups we propose to add to the list of terrorist organisations, amending schedule 2 to the Terrorism Act 2000, are Jamaat ul-Ahrar and the Haqqani network. This is the 18th proscription order under the Act. Under section 3, the Home Secretary has the power to proscribe an organisation if she believes it is currently concerned in terrorism. The effect of proscription is that a listed organisation is outlawed and is unable to operate in the UK. It is a criminal offence for a person to belong to, support or arrange a meeting in support of a proscribed organisation, or to wear clothing or carry articles in public that arouse reasonable suspicion that an individual is a member or supporter of a proscribed organisation Having carefully considered all the evidence, the Home Secretary believes that JUA and the Haqqani network are both currently concerned in terrorism. Hon. Members will understand that I am unable to comment on specific intelligence, but I can provide a summary of each group’s activities in turn Jamaat ul-Ahrar is a militant Islamist group that split away from Tehrik-e-Taliban Pakistan in August 2014. JUA aims to establish an Islamic caliphate in Pakistan and aspires to extend global jihad into the Indian subcontinent. The group has claimed responsibility for a number of recent attacks. In September 2014, JUA’s spokesman released a statement criticising the British Government for arresting suspected Al Muhajiroun associates and made a threat, stating that “your future security depends upon how nicely you treat the Muslims in Britain” Additionally, the group has claimed responsibility for the fatal attacks on Christian sites in Lahore earlier this month The Haqqani network is an Islamist nationalist group seeking to establish sharia law and to control territory in Afghanistan. It is ideologically aligned with the Taliban. It has links with a number of terrorist groups in the region, including proscribed central Asian group Islamic Jihad Union, and long-established links with al-Qaeda The Haqqani network continues to play an active and influential role in the Afghan insurgency in the east of the country, and is seeking to expand its influence into other areas of Afghanistan. Given the Taliban practice of claiming attacks on behalf of the insurgency as a whole, it can be difficult to identify the Haqqani network’s specific responsibility for attacks, but the group is believed to have been responsible for the attack against the British embassy vehicle in November 2014 that killed six people, including a UK national and an Afghan member of UK embassy staff, and that injured more than 30 people. It is likely that the Haqqani network will continue to view Kabul as a key target location due to the concentration of UK and western interests in the capital In conclusion, it is absolutely right that we add JUA and the Haqqani network to the list of proscribed organisations in schedule 2 to the Terrorism Act, subject to the agreement of the House and the other place. The order will come into force on Friday 27 March.
ParlaMint-GB_2015-03-25-commons.u452	I thank the Minister for his statement. There is a long tradition of cross-party co-operation on national security. The Opposition will support the Government motion. We are satisfied that the groups included meet the test of terrorism under section 3 of the 2000 Act This is the last time we will discuss a proscription order during this Parliament. I believe it is the eighth time I have responded for the Opposition on a proscription order, and the sixth time in the past two years. The increasing rate of proscription orders reflects the increasing terror threat in recent years and the emergence of terror groups across the world During this Parliament, we have proscribed groups such as Boko Haram from Nigeria, and Imarat Kavkaz from the Caucasus. Less than two years ago, we were proscribing the Islamic State in the Levant, which is now the world’s largest, best-funded and most powerful terrorist organisation ever. The two groups we are discussing are, in some ways, a break with the trend of the past five years. They are established and well-publicised groups relating to long-standing terror groups including al-Qaeda and the Taliban The Opposition, as always, have not had access to the same information about the groups as the Minister. However, given that the two groups are already well established and high profile, and are linked to a series of shocking and violent terrorist acts, we are happy to support the Government motion As the Minister laid out in his statement, JUA is an Islamic extremist group that is seeking to establish a so-called Islamic caliphate in Pakistan, and to commit a global jihad across the Indian subcontinent and beyond. As he explained, the group is linked to several high-profile attacks from last year, and has spoken out to support UK-based hate preacher Anjem Choudary The Haqqani network appears to be an even larger group, hailing from Afghanistan and aiming to establish sharia law and take control of territory. As the Minister said, the group is aligned with both the Taliban and al-Qaeda, as well as with other known terror groups such as Islamic Jihad Union. Taken together, the groups provide a substantial force with a reach across central Asia. The Opposition are particularly concerned about the apparent involvement of the Haqqani network in attacks on the British embassy, and so absolutely support its proscription. I agree with the Minister that proscription is a vital tool against terrorism, and that it enables us to tackle and disrupt terror groups co-operating around the world, but as we come to the end of a Parliament during which there has been an exceptional number of proscription orders, we need to consider whether the proscription powers we currently use are having the results we require. The effect of a proscription order is to make it illegal to join, support or even wear a uniform associated with a terrorist group, but it seems that proscription orders are not having the effect of reducing a group’s presence on social media. I am sure the Minister is acutely aware of the findings of the Intelligence and Security Committee that social media sites were a “safe haven” for terrorist groups The last proscription order we passed in the House related to a group that had Arabic and English official Twitter accounts, and an official YouTube channel. They seem to be unaffected by the proscription order. Various Twitter accounts associate themselves with the Haqqani network and an associated group that has posted numerous YouTube videos Does the Minister agree that we need to reconsider the situation whereby legislation says it is illegal to wear a uniform, but there is no problem hosting extremist videos or distributing hate messages to millions of people? Why was there nothing in Monday’s counter-terrorism strategy announcement to deal with social media I want to press the Minister on the issue of prosecutions of members, supporters and facilitators of proscribed organisations. The ISC report on Lee Rigby’s murder, which was published last year, highlighted the low number of prosecutions and the difficulties the police face in obtaining the necessary evidence. Have the Government had a chance to respond to that particular aspect of the report?
ParlaMint-GB_2015-03-25-commons.u453	I do not want to detain the House for longer than is necessary. I welcome the Minister’s commitment to the changes. The attack on the church in Lahore was carried out by people who move from organisation to organisation. Some of those involved have also been involved in other attacks, but they go under a different name each time. Is it possible for us to take a different approach? Rather than having to come back here every time a new organisation claims responsibility for something that involves people who have been involved in other attacks, is there any way that we could circumvent this process On social media, last night I attended a talk on women and terrorism that underlined very clearly the threat of social media and how it is used to influence people. Is there anything more we can do to address the issue of social media?
ParlaMint-GB_2015-03-25-commons.u454	On social media, I underline the work of the counter-terrorism internet referral unit, which since February 2010 has secured the removal of more than 80,000 pieces of unlawful terrorist-related content that encourages or glorifies acts of terrorism. In the context of today’s debate, CTIRU has identified and secured the removal of nine Twitter accounts and one Facebook account relating to Jamaat-ul-Ahrar. The Haqqani network has no formal social media presence at present, but the CTIRU continues to monitor the situation The industry must ensure that the internet does not become a safe haven for terrorists and extremists. Communications service providers have a responsibility to prevent their networks from being used to recruit vulnerable people and plot attacks. That is why the Home Secretary attended the recent countering violent extremism summit in the United States—it was attended by representatives from more than 70 countries and large communications service providers—to emphasise the importance of the work we are doing and the fact that more needs to be done. That is precisely what this Government are committed to doing On enforcement, between 2001 and the end of March 2014, 33 people were charged with proscription offences as a primary offence in Great Britain and 16 have been convicted. Obviously, the ability exists to make arrests, and arrests are being made in relation to alleged proscription offences. That may lead to other charges relating to terrorism, and it is important that that is understood I welcome the House’s support for the proscription order under discussion. It is important that we are vigilant. The threat we face from terrorism is real and pervasive and it will continue. We have a generational struggle against ISIL and the ideology that underpins it. That is why this Government are committed to our continued security In my last speech of this Parliament, I know this House will want to join me in commending and sending a big thank you to the police, the security services and our intelligence agencies for their tireless work in keeping us safe and ensuring that that continues into the future Question put and agreed to.
ParlaMint-GB_2015-03-25-commons.u455	With the leave of the House, we shall take motions 5 to 10 together Motion made, and Question put forthwith (Order, 24 March and Standing Order No. 118(6)), Pesticides That the draft Public Bodies (Abolition of the Advisory Committees on Pesticides) Order 2015, which was laid before this House on 15 December 2014, be approved Social Services That the draft Care Act 2014 and Children and Families Act 2014 (Consequential Amendments) Order 2015, which was laid before this House on 5 February, be approved Statistics Board That the draft Statistics and Registration Service Act 2007 (Disclosure of Revenue Information) Regulations 2015, which were laid before this House on 5 February, be approved Broadcasting That the draft Community Radio (Amendment) Order 2015, which was laid before this House on 26 February, be approved Local Government That the draft Local Authorities (Prohibition of Charging Residents to Deposit Household Waste) Order 2015, which was laid before this House on 25 February, be approved That the draft Council Tax and Non-Domestic Rating (Powers of Entry: Safeguards) (England) Order 2015, which was laid before this House on 27 February, be approved.—(Mr Wallace.) Question agreed to.
ParlaMint-GB_2015-03-25-commons.u456	I would like to present a petition from my constituents in Hitchin and Harpenden, who are concerned about the tiring and lengthy journey to London that many cancer patients requiring radiotherapy have to make, sometimes daily. They call for a satellite radiotherapy centre to be established at the Lister hospital. The petition is similar to one presented by my hon. Friend the Member for Stevenage (Stephen McPartland) and my hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald) and has 1,602 signatures The petition states: The Petitioners therefore request that the House of Commons urges the Government to encourage NHS England to provide a radiotherapy facility at Lister Hospital in Stevenage in order to make the journey for radiotherapy treatment much easier for patients who live in the Hitchin and Harpenden constituency Following is the full text of the petition: [The Petition of residents of the constituency of Hitchin and Harpenden, Declares that patients who are residents of Hitchin, Harpenden, Redbourn, Sandridge, Wheathampstead and the surrounding villages have to travel to Mount Vernon Hospital in Hillingdon to receive radiotherapy treatment and that this journey is long and exacting and often has to be made on consecutive days. The Petitioners therefore request that the House of Commons urges the Government to encourage NHS England to provide a radiotherapy facility at Lister Hospital in Stevenage in order to make the journey for radiotherapy treatment much easier for patients who live in the Hitchin and Harpenden constituency. And the Petitioners remain, etc.] [P001491]
ParlaMint-GB_2015-03-25-commons.u457	My petition concerns the remediation of contaminated land in Coedpoeth and Brymbo The petition states: The Petition of residents of the UK, Declares that land in Coedpoeth and Brymbo is contaminated as a result of pollution from lead smelting on the site over 200 years ago...further that residents of Coedpoeth and Brymbo are calling for the Government to step in in the same way that they did in Blanefield, Scotland where part of the cost of removing lead and arsenic contamination was met by the Government; and further that a petition from residents of Coedpoeth and Brymbo has been signed by 1555 individuals The Petitioners therefore request that the House of Commons urges the Chief Secretary to the Treasury to provide funding for the remediation of contaminated land in Coedpoeth and Brymbo Following is the full text of the petition: [The Petition of residents of the UK, Declares that land in Coedpoeth and Brymbo is contaminated as a result of pollution from lead smelting on the site over 200 years ago; further that the local council has informed residents that they must pay a proportion of the remediation which, in some cases, could cost up to £10,000; further that residents of Coedpoeth and Brymbo are calling for the Government to step in in the same way that they did in Blanefield, Scotland where part of the cost of removing lead and arsenic contamination was met by the Government; and further that a petition from residents of Coedpoeth and Brymbo has been signed by 1555 individuals. The Petitioners therefore request that the House of Commons urges the Chief Secretary to the Treasury to provide funding for the remediation of contaminated land in Coedpoeth and Brymbo. And the Petitioners remain, etc.] [P001483]
ParlaMint-GB_2015-03-25-commons.u458	The petition is from many hundreds of residents in my constituency The petition states: The Petition of residents of the constituency of Stone in Staffordshire, Declares that residents of Eccleshall and Woodseaves object to the use of the A519 (running through Eccleshall and Woodseaves) by HGVs; further that the Petitioners object to the application for a new access road to serve the Raleigh Hall Industrial Estate, which would increase HGV use of the A519; further that the new access point would be more dangerous because large HGVs would be turning to join a 60mph road; further that the number of these vehicles using the A519 route has become completely unacceptable, with hundreds passing through a day; further that the increased HGV traffic poses a serious danger to pedestrians; further that the risk of a crash is high, and could cause considerable damage to property and loss of life; further that the subsequent volume of HGVs using Stafford Street and Castle Street in Eccleshall means they are damaging the road surface; further that this situation has led to problems in Eccleshall because HGVs have difficulty passing each other on the Stafford Road outside the Claremont Garage, putting pedestrians at risk; further that the pavements in Woodseaves are very narrow, and HGVs are mounting them to pass one another; further that the A519 is not a primary route and there is no intention of it becoming a primary route and that Satellite Navigation companies should be advised of this matter; further that planning permission has been provided for haulage companies to set up in the Eccleshall area with a focus on the A519; further that Woodseaves residents in particular have been forced to abandon their front gardens because of noise and pollution, they are unable to sleep at night because of the noise, and their homes are being damaged by the weight of HGV traffic on the road; and further that approximately 3 HGVs pass through Woodseaves per minute The Petitioners therefore request that the House of Commons urges the Department of Transport to impose a speed restriction and weight limit on HGVs using the A519, to object to the proposed application for a new access road off the A519 that will serve the Raleigh Hall Industrial Estate and to advise Satellite Navigation companies that the A519 is not a primary route And the Petitioners remain, etc [P001482]
ParlaMint-GB_2015-03-25-commons.u459	The petition states: The Petition of residents of Nelson, Declares that the Petitioners believe patients of Fairmore Medical Practice of 211-213 Leeds Road, Nelson are having difficulty finding suitable parking places near the practice, and that the Petitioners believe there is a vacant site on Leeds Road, Nelson near the practice that could be used as a car park facility The Petitioners therefore request that the House of Commons urges the Government to support the Fairmore Medical Practice Patient Participation Group in securing additional parking spaces and to encourage NHS England to reconsider their funding request to support extending car parking facilities at Leeds Road And the Petitioners remain, etc [P001485]
ParlaMint-GB_2015-03-25-commons.u460	I wish to present a petition on behalf of my constituents calling on the Government to fund an urgent care centre at Chippenham community hospital. The proposals come from Chippenham’s doctors. The town’s three GP practices came together to draw up the plans, which would bring urgent services together in one place—accessible 24 hours a day, seven days a week—relieving pressure on accident and emergency departments at nearby hospitals in Bath and Swindon. The petition is signed by several hundred local residents on paper and online The petition states: The Petition of residents of the Chippenham constituency, Declares that an urgent care centre at Chippenham Hospital is needed to improve access to urgent health services and to relieve pressure on nearby Accident and Emergency departments The Petitioners therefore request that the House of Commons urges the Government to fund an Urgent care centre at Chippenham Hospital as proposed by Chippenham’s GPs And the Petitioners remain, etc [P001486]
ParlaMint-GB_2015-03-25-commons.u461	I wish to present a petition on behalf of my constituents to prevent housing development on Midmar Paddock in Edinburgh The petitioners declare that Midmar Paddock in Edinburgh is used by hundreds of people every week for open-air exercise with children, families and dogs, as a green lung in the city; further that it is green-belt land, a special landscape area, designated open space and a local nature reserve, where planning developments have been resisted for decades; further that it is under imminent threat following its sale with development potential for housing development, and a planning application is expected shortly; and further that a local petition on this matter was signed by 330 individuals in the local area, supported by the wonderful Friends of the Hermitage of Braid, and the Morningside community council, especially Mr Goff Cantley The Petitioners therefore request that the House of Commons urges the Secretary of State for Scotland to encourage the Scottish Government and the City of Edinburgh council to intervene to stop housing development on Midmar Paddock Following is the full text of the petition: [The Petition of residents of the UK, Declares that Midmar Paddock in Edinburgh is used by hundreds of people every week for open air exercise with children and dogs; further that it is green belt land, a special landscape area, designated open space and a local nature conservation site; further that it is under imminent threat of housing development and a planning application is expected shortly; and further that a local Petition on this matter was signed by 330 individuals. The Petitioners therefore request that the House of Commons urges the Secretary of State for Scotland to encourage the Scottish Government to intervene to stop housing development on Midmar Paddock. And the Petitioners remain, etc.] [P001487]
ParlaMint-GB_2015-03-25-commons.u462	I should like to present a petition on behalf of my constituents about the Government’s proposed changes to GP budgets in Wakefield. It is supported by many of our local GPs, local councillors such as Councillor Rory Bickerton, and Ryan Case, who is a local resident The petition states: The Petition of residents of the Wakefield constituency, Declares that the Petitioners are concerned about the proposed £3.8 million cuts from budgets for GPs; further that these cuts could result in small practices closing, 38 full time doctors or 95 full time nurses being lost and patients waiting longer to be seen by a GP; and further that a local petition on this matter has been signed by 850 individuals The Petitioners therefore request that the House of Commons urges the Government to reconsider the proposal to make cuts to budgets for GPs in the Wakefield area And the Petitioners remain, etc [P001489]
ParlaMint-GB_2015-03-25-commons.u463	I wish to present a petition on development on green-belt land in Edinburgh The petition states: The Petition of residents of the UK, Declares that the Local Development Plan 2015–2020 has proposed a number of sites on the south side of Edinburgh for development; further that local residents want the sites at Broomhills, Old Station Road, Burdiehouse, The Drum, Ellen’s Glen and Moredun to be exempt from the new plan; further that local residents, community groups and the local community councils— especially the Gilmerton Inch community council and the Liberton and District community council— are concerned by the likely impact on local amenities if these plans are approved; further that the Petitioners call for the plan to be scrapped and a proper process to be put in place to determine the future development of the city which works in conjunction with local communities and not against them; and further that a local petition on this matter was signed by 130 individuals It was also signed by the Liberton and District community council and the Gilmerton Inch community council The Petitioners therefore request that the House of Commons urges the Secretary of State for Scotland to encourage the Scottish Government to remove the sites on the south side of Edinburgh (Broomhills, Old Station Road, Burdiehouse, The Drum, Ellen’s Glen and Moredun) from the Local Development Plan’s proposals for development and to put a process in place to determine future development of Edinburgh which works in conjunction with local communities And the Petitioners remain, etc [P001488]
ParlaMint-GB_2015-03-25-commons.u464	On a point of order, Madam Deputy Speaker. I had intended to present a petition to the House tomorrow in relation to my constituents wanting three ships—HMS Cressy, HMS Hogue and HMS Aboukir—to be protected under the Protection of Military Remains Act 1986. However, I have been advised that as tomorrow is the last sitting day, there will be no Adjournment debate, and on that basis no Member can present a petition to the House. Can you advise me? If I bag the petition today will it still be regarded as having been formally presented to the House?
ParlaMint-GB_2015-03-25-commons.u465	The hon. Gentleman asks a good question, and he has done well in drawing to the attention of the House, Members on the Treasury Bench and undoubtedly the relevant Minister the point that he quite rightly wishes to make on behalf of his constituents. I can assure him that if he produces the petition today, it may go in the bag, and it will be treated as a presented petition. The House has heard what he has had to say.
