ParlaMint-GB_2015-02-12-commons.u1	Object Bill to be considered on Thursday 26 February.
ParlaMint-GB_2015-02-12-commons.u265	Does my hon. Friend agree that one of the worst examples of the way in which the media treat mental illness was The Sun which, when the well known boxer, Frank Bruno, had mental health issues, had a front page headline, “Bonkers Bruno”, for which it eventually had to apologise?
ParlaMint-GB_2015-02-12-commons.u266	The Sun has had to apologise for many things, not least that. We need a process whereby we change the mood music still further on the treatment of people with mental health problems There is a local project in my constituency called IBUG—Islington borough user group—where people attend meetings to talk about the kinds of stress they go through and the support they get. It is very interesting to talk to those people, who are incredibly well informed and intelligent I say to the Minister that I understand all the demands and financial pressures that are placed on mental health trusts across London. I am pleased that the trust in my area, Camden and Islington Mental Health and Social Care Trust, is much smaller than most. That is partly, I suspect, because my right hon. Friend the Member for Holborn and St Pancras (Frank Dobson) and I stressed strongly that we wanted to keep the service fairly small rather than go into a huge segment of London, as trusts in other areas have We have a number of very good walk-in places that those with a mental health problem can go to. Lunch is provided, or they can cook their own. Art therapy and various other forms of support are available. That is all good. However, if we turn those places into something over-formal where appointments and references are required, and people can go there only if they have been sent, that takes away the feeling of an oasis. I have met people who have recovered well from whatever they have been through, and are working, but sometimes they feel the need to unburden themselves with others who have been in the same situation. It is important to have that kind of walk-in facility. I hope that the Minister will take account of that in the planning of these issues in London A couple of days ago, INQUEST launched a report called, “Deaths in Mental Health Detention: An investigation framework fit for purpose?” I have a copy here. INQUEST is a national organisation that is based in my area. It deals with the issue of deaths in custody. It has been around for a long time, is very effective, and does very good work. The report states: “The number of deaths in mental health detention is high in comparison with other forms of custody. The most recent IAP figures show that out of 7,630 custody deaths recorded between 2000-2013, 4,573 deaths were of detained patients—making up 60% of the total numbers of all deaths in custody.” It then draws attention to the need for a genuinely independent investigation into these deaths. We have the Independent Police Complaints Commission, although it could perhaps be stronger, and the prison and probation ombudsman to deal with those two areas where deaths in custody take place, but, the report says, “no such equivalent investigative mechanism exists to scrutinise deaths in mental health settings.” We should look at that In 2003—quite a long time ago—INQUEST submitted evidence to the Joint Committee on Human Rights inquiry into deaths in custody in which it noted: “Of particular concern is the failure of government or any of its arms length bodies to even collate and publish annual statistical information about deaths of detained patients…we believe” that as a result “some contentious deaths could escape any public scrutiny”. I urge the Minister to look at the report, which is very serious, well prepared and well researched The report also expressed concern about the use of restraint methods in mental health institutions and the wholly “disproportionate number of people from BAME”— black and minority ethnic— “communities and/or those with mental health problems” who “have died following the use of force, raising questions about discriminatory treatment and…attitudes” Very serious questions have been raised My hon. Friend the Member for Hackney North and Stoke Newington has done the House a service by securing this debate. We need greater and more effective assessment of the needs of mental health services across London, because there is still a stigma in some areas. Some communities and families are more able to come forward than others. We need to create an atmosphere in which people understand that we can all experience stress and that we all need help at some time in our lives, and the NHS must and should be there to provide that help when it is needed.
ParlaMint-GB_2015-02-12-commons.u267	First, I would like to apologise to the hon. Member for Hackney North and Stoke Newington (Ms Abbott), because I was not able to be here for her speech. I heard some of it upstairs, but I had been detained in my constituency and did not think the debate would start quite so early. My powers of being able to work out such things when I was a Whip are obviously diminishing fast with my impending retirement This is a very important subject and, unfortunately, it is not often tackled. As Members of Parliament we see a large number of people who suffer from some form of mental health issue, and I have to say that it is one of the things that I find most difficult to deal with. In the past 12 months, one of my constituents, Miss Deborah King, who is very active in making people aware of the problems, has drawn my attention to a mental health first aid course, but I regret that I have not had time to go on it. The course tells people not how to treat others, but how to recognise and deal with the issue. I have said that I have not had enough time, but I should have made time. It is rather like saying that I do not have time to exercise. Time should be made for such things and I urge those who will be Members after the general election to see whether such mental health first aid courses will be available. Mind organises them in our area, but there may be others, too I would also like to suggest some form of training for first-time MPs—perhaps the House authorities could lay something on—because this is one of the issues of most concern. As hon. Members have said, we now know that mental illness is much more common than we would have liked to have thought 20 to 30 years ago. We know the statistics of how many people will be touched by some form of mental illness—it could be a person’s close family member, for example, or that person themselves—but we do not know the reasons for it. We can think of obvious reasons, some of which have been mentioned. One example I have come across—and not just during my time as a Member of Parliament—involves people who come here from another country. Their spouse may not be too conversant with the language and find themselves incredibly isolated. They do not have the stress of unemployment, but a culture change can cause a lot of problems and that may explain why quite a lot of the people I see in this context were born abroad I am also worried that some families, for reasons that are human and understandable, do not want to believe there is a problem. We have to educate ourselves that mental illness should be treated in exactly the same way as physical illness. I might find it easier if my spouse or one of my children came to me with a physical complaint. I could cope with that and understand how we might be able to get treatment, but mental health is still incredibly stigmatised That leads on to what my hon. Friend the Member for Hendon (Dr Offord) and the hon. Member for Islington North (Jeremy Corbyn) said about jobs. Over the decades, Members of Parliament have had serious mental health issues, but they have been hushed up because it would not have been particularly good for their electoral chances; there also used to be a ruling on such matters. It is the same with other jobs. If someone came to us and said that they had a history of mental illness, we as employers would have to make a difficult decision. I was delighted to hear my hon. Friend the Member for Hendon say that he would take someone on; I hope that I would. It should not be a difficult decision, but something innate in us might give us concerns.
ParlaMint-GB_2015-02-12-commons.u268	I am listening with great interest to the right hon. Gentleman’s very thoughtful speech. His earlier point about how people who come from abroad can feel isolated may account for the very disproportionate mental health figures for the black and minority ethnic community.
ParlaMint-GB_2015-02-12-commons.u269	I am grateful to the hon. Lady for making that very valid point. Anecdotally, I can bear that out from constituents I have seen, although not by any means exclusively Another issue I have come across is when someone desperately needs help—they need to see someone to try to sort things out and to get treatment—but, possibly because they are quite far down the line, they do not accept that they have a problem. I can think of several cases where a husband or a wife was so nervous that they looked at me and said with their eyes, “Can you please do something?” but when I said that they should perhaps go to see their GP because it was a very stressful time for them, the immediate reaction of the ill person was to say, “There’s nothing wrong with me—I’m not going.” I do not know how to get round that: we do not want to force people, but it is very difficult to help them if they will not accept that something is wrong Another group with which I have become connected, because I am interested in this area, involves victims of human trafficking and modern slavery. People who have been, as it were, freed we now call survivors. They have been taken away from the world in which they were working —forced labour or sexual exploitation—and outwardly they seem fine, but they do not appear to have any help. We have only to think of what they have been through to realise that they almost certainly have severe mental health issues, but there do not seem to be readily accessible services for them. In many cases, they are not EU citizens or have entered the country illegally, so they are concerned that if they present themselves to the immigration authorities, the first thing that will happen is that they are deported. That only makes the situation worse The hon. Member for Islington North made the very valid point that when we talk about health—a general election is coming, and there is lots of discussion and dispute about the health service, with figures and statistics bandied around—mental health statistics are hardly ever mentioned. As he said, we should have targets on how quickly people see successful outcomes, as far as they can, and on where resources are going, but we do not have them. As Members of Parliament, we are aware from our meetings about the various illnesses that people have, and we know that a lot of people feel like Cinderella because their illness is perhaps not as well known as cancer or something else. Mental health services, however, probably deserve the title of Cinderella services, because people do not recognise them My hon. Friend the Member for Hendon spoke about a confessional, but I will say only that during my time in this House—particularly serving in the HR department in the Whips Office—I have seen people who suffer from extreme depression and stress caused by all sorts of things. The House authorities, to their credit, have improved mental health services and people can be referred to them, although often they do not want to be. We must be much more sympathetic. If such things happen here with the people we have in this place, goodness knows what it is like for people in the less affluent areas of our constituencies London has a problem because of the nature of big cities—I am sure that is the case. The title of this debate mentions the well-being of Londoners, and that is something we should consider. My personal therapy involves open spaces and bird watching, although I recognise that is not for everybody. Open space, a bit of exercise, walking around—that is good therapy, and we should ensure that those facilities are open to all I congratulate the hon. Member for Hackney North and Stoke Newington on securing this debate. I am sorry for my late arrival and also that—last thing on a Thursday and just before a recess—this debate has not attracted large numbers of people. That has allowed me to speak, for which I am grateful, and I wait to hear the Minister’s response.
ParlaMint-GB_2015-02-12-commons.u270	I thank my hon. Friend the Member for Hackney North and Stoke Newington (Ms Abbott) and the other sponsors of this debate for ensuring that the House can discuss such an important issue. I also thank hon. Members on both sides of the House for their contributions, which are testament to how much mental health is a vital challenge, not just in London but across the country In recent years we have seen a growing appreciation that mental health is just as important as physical health in ensuring the well-being of the population. Almost three years ago my colleagues in the House of Lords tabled amendments to the Health and Social Care Bill on parity of esteem between mental and physical health. As this debate has shown, however, there are challenges in how that measure is put into practice Since then, mental health has risen up the agenda as more evidence emerges not only of the scale of mental health illness, which affects one in six of us at any one time, but of the huge costs involved. In London, meeting the mental health needs of the large and diverse population poses a challenge, and it is welcome that tackling the cost of mental illness has been identified as a priority by the London Health Board. Of course the challenges are significant. In London almost £7.5 billion is spent each year addressing mental illness, while the wider health, social and economic impacts of mental illness cost the capital an estimated £26 billion As we heard from my hon. Friend, the pressures that mental health services face across the country are being acutely felt in London. Last week the Care Quality Commission published a report that found that last year the mental health in-patient system was again running over capacity. By the last quarter of 2013-14, the number of available mental health NHS beds had decreased by almost 8% since the first quarter of 2010-11. That is putting mental health professionals under extreme pressure, and more vulnerable people have to travel hundreds of miles to get the treatment they need, or they are getting no treatment at all I have had the privilege of visiting many fantastic services across the country and in London, such as the Channi Kumar perinatal unit at Bethlem Royal hospital, the Camden psychotherapy unit, and most recently the mental health service users group, the Lancaster Centre in Enfield. In response to the right hon. Member for Uxbridge and South Ruislip (Sir John Randall), I should say that I have also visited Dagenham council, which is training 1,000 front-line workers in mental health first aid. That is an example we can all learn from I have seen at first hand the pressures our mental health professionals are experiencing. They are working extremely hard in very challenging circumstances. I would be very interested to hear the Minister’s immediate plans to ease the pressure on in-patient mental health services in London. I think the key question we should be asking is why so many people in London need in-patient mental health care in the first place. Could it have anything to do with the fact that mental health spending has been cut in real terms for the first time in a decade? There are thousands fewer mental health nurses and hundreds fewer mental health doctors now working in the NHS. Is it because of the fragmentation of commissioning across our health service since the introduction of the Health and Social Care Act 2012 My hon. Friend rightly talked about the pressures on child and adolescent mental health services in London. The right hon. Member for Uxbridge and South Ruislip said that we do not talk about this issue, but I challenge that. In recent weeks, we have seen front pages of newspapers covering this specific issue. I echo the concerns raised by my hon. Friend that the CAMHS budget has been cut in real terms by £50 million a year since 2010. We have seen other false economies, such as: cuts to early intervention and psychosis services; a reduction in the number of social workers; and the decimation of the early intervention grant, which we know is putting so much pressure on in-patient services. Just today, I received a letter from the Danshell Group, an organisation that provides 20% of CAMHS provision across the country, including in London. It wrote to me because it is very concerned about the state of CAMHS, particularly in London. The contract they have been offered by NHS London for the next financial year will see a 40% reduction in the number of CAMHS beds it can offer, down from 26 to 16. NHS London has said this is because of its “financial envelope”. This reduction will have a very real impact on many young people. The provider is already forced to reject more than 30 patients every month. Its concern, which I share, is that these young people will end up in A and E, have to go to medium secure facilities if no low secure facilities are available, or be sent home because there is nothing or nowhere that can help them. This is simply unacceptable and cannot carry on In addition to the 50 extra beds NHS England has commissioned across the country for CAMHS, I am keen to know what steps the Minister is taking to address the bed shortage in London and across the country. The letter I received said that NHS London is going to reduce the number of beds even further. This is a very particular and significant concern. At least one in 10 children is thought to have a clinically significant mental health illness, which equates to 111,000 young people in London. The impacts of childhood psychiatric disorders cost London’s education system approximately £200 million a year. For people to be presenting at hospital, particularly to specialist mental health services, means their mental illness has usually become much more serious. Waiting until that point to address problems is not only worse but more expensive too, as it requires more specialist health care from other services We need more focus on prevention and promoting good mental health. The principle of prevention has long been the driving force behind public health policy for physical health, but there is no comparable body for public policy interventions for mental health. Will the Minister share with the House what actions she and her Department are taking to ensure we are doing everything we can to prevent mental illness in the first place My hon. Friend referred to the distinct challenges London faces, particularly in relation to mental health. I note that she uses “well-being” in the title of today’s debate. This is not all about mental illness. London has the UK’s highest proportion of the population with high levels of anxiety. Nearly half of Londoners are anxious, and almost a third report low levels of happiness. Life satisfaction and feelings of worth in London are lower than the national average Mental health is shaped by the environment in which we live our lives and for most people that is not in the NHS, but in our homes, communities, schools, colleges and workplaces. These institutions can help or harm mental health, sometimes quite profoundly, and this is particularly true for Londoners, who experience stark and unacceptable differences in well-being and length of life. If we can begin to address these basic and too-often-ignored problems in the capital, we can begin to unburden ourselves of both the moral and economic costs of mental ill health I want to deal with the issues raised by hon. Members. On poverty, insecurity and disadvantage, there is a social gradient for many types of mental health, such as depression, with those in lower income groups more likely to experience them than those in higher income groups. The incidence of mental illness varies sharply between boroughs in London, with some mental illnesses twice as common in deprived parts of London as in the least deprived. We have heard today how Government policy can be a major factor, and the National Housing Federation estimates that one in seven households affected by the bedroom tax is now at risk of eviction. Given the cross-cutting nature of these challenges, I am keen to hear what steps the Minister is taking to ensure that all Departments take mental health into account when developing policy. We are concerned that the Cabinet Sub-Committee on Public Health, which brought together all those cross-cutting Departments, no longer exists We are keenly aware that we are in the midst of a housing crisis, but this is particularly acute in London. In all but two of London’s 33 boroughs, at least one in 20 people are on council waiting lists, and across London as a whole more than one in 10 are on waiting lists. Behind these shocking statistics, however, are thousands of families living in overcrowded, temporary and often poor-quality private rented accommodation. The impact on family life, and the life opportunities particularly of children, is huge. My hon. Friend also referred to the spiralling costs of housing. The average rent in London is well over £1,000, which has a significant impact on many families. Poor housing, overcrowding, insecurity and lack of access to community facilities can have a harmful impact on mental health as well. Will the Minister tell us what actions she is taking nationally to ensure that health and housing needs are considered together by both service commissioners and providers My hon. Friend rightly raised the particular experience of the black, Asian and minority ethnic communities in London. People from BAME communities in the UK are more likely to be diagnosed with a mental illness. For example, they have a threefold increased risk of psychosis, and for black African and black Caribbean groups, this rises to a sevenfold increase. It is completely unacceptable that people from BAME groups living with mental illness are more likely to experience poor outcomes from treatment. There is so much work to be done to tackle these inequalities, particularly in a city as culturally diverse as London. What steps is the Minister taking to ensure that mental health services are culturally relevant to service users The previous Government’s action plan on BAME mental health, “Delivering Race Equality in Mental Health Care”, ended in 2010 and has not been renewed or replaced. We believe we need a renewed focus and leadership on tackling race inequality in our mental health services. Does the Minister have a plan for a new national strategy to tackle race inequality in our mental health services and to ensure improved outcomes for BAME communities? My hon. Friend also rightly raised the particular challenges of the lesbian, gay, bisexual, and transgender community in accessing mental health services, and I hope the Minister will address that too My hon. Friend the Member for Islington North (Jeremy Corbyn) raised the serious issue of the recent INQUEST report into the deaths of people in treatment or in-patient care. Anyone who saw the “Newsnight” report this week will have been very concerned, and again I would be interested to hear from the Minister about that.
ParlaMint-GB_2015-02-12-commons.u271	Would my hon. Friend support an investigation, on the basis of the INQUEST report, with a view to changing the regime of inspection, inquiry and appeal where there are tragic deaths in custody? She must be aware, as must the rest of the House, that many people in mental health institutions are completely alone, never get any visitors or support and are at the mercy of what we, the state, are prepared to provide and do for them.
ParlaMint-GB_2015-02-12-commons.u272	I thank my hon. Friend for his important intervention, and for raising the point earlier. It is right to look at this issue. It is very clear from the report that INQUEST has outlined and provided that many serious challenges have not been addressed. Part of the challenge is that people find themselves isolated because they are placed in care and treatment, which can be hundreds of miles away from their homes, families and support structures. This means they are less likely to have visitors. Seeing the footage of one family’s experience—of their child’s in-patient care and the quality of her surroundings—was frightening. I hope that the Minister will address this specific report and share with us what the Government intend to do to look at the issue a lot more closely We have heard today that mental health is one of the most unaddressed health challenges of our age. Mental health services across our country are increasingly facing significant challenges, and as we have heard today these pressures are being acutely felt in London. Meeting the mental health needs of London’s population is critical to ensuring the future health and economic sustainability of the capital. In order fully to tackle these pressures, we must end the false economies and the stripping back of preventive and early intervention services that we have seen under this Government, and achieve a new focus on prevention and early intervention. I look forward to the Minister’s response.
ParlaMint-GB_2015-02-12-commons.u273	We have, unsurprisingly, had a very thoughtful debate, and this has been a welcome opportunity to discuss such an important topic. I hope that the hon. Member for Liverpool, Wavertree (Luciana Berger) will forgive me if I focus my response on Back-Bench contributions, given that this is a Backbench Business Committee debate. She regularly debates these issues with the Minister of State who leads on care issues I congratulate the hon. Member for Hackney North and Stoke Newington (Ms Abbott) on securing this debate on an issue that is important to her and her constituents, and to me as a London MP and my constituents. It is good to see a broad cross-section of London colleagues in the Chamber The fact has been well established that at least one in four people will experience a mental health problem at some point in their life. As others have said, that means an estimated 2 million Londoners, and we know that London has the highest rates of mental ill health in the country. Some Members spoke about the reasons for that—those things that we know are responsible—and others suggested alternative reasons. I would slightly guard against the over-use of the word “crisis” and exaggerating to make a political point. To prepare for this debate, as the House would expect, I met some of the leading mental health clinicians in London and put some searching questions to them. I did not gain a sense of crisis, although we all gain the sense that this area has not been given sufficient attention in the past and needs to be given far more attention in the future. We all agree on that, and I hope to outline some of the areas that the Government are paying attention to and working on The Government’s commitment to prioritising mental health is encapsulated in the principle of “parity of esteem”, which others have mentioned. This means equal priority for mental, as for physical, health. This commitment was set out in our mental health strategy, “No health without mental health”, in February 2011, and was made explicit in the Health and Social Care Act 2012. Planned NHS spending on mental health is expected to grow by over £300 million in 2014-15, and in our five-year plan for mental health, “Achieving Better Access to Mental Health Services by 2020”, we identified £40 million of additional spending for this year, and freed up a further £80 million for 2015-16. This will for the first time ever enable the setting of access and waiting time standards in mental health services, to which the hon. Member for Islington North (Jeremy Corbyn) alluded Looking at the constituency of the hon. Member for Hackney North and Stoke Newington, I am sure she would welcome the fact that the City and Hackney clinical commissioning group has increased spending on mental health services by almost 4% this year, and is investing almost £2 million in a range of new service alliances intended to reduce service variation, reduce inequalities, and improve access and recovery outcomes I was glad to hear my hon. Friend the Member for Hendon (Dr Offord) refer to the Mayor’s London Health Commission and the work done by the Mayor’s office. The hon. Lady also referred to the work of the Greater London authority. The commission, led by the Mayor, has identified the mental health and well-being of Londoners as a key priority for the Mayor’s office. Indeed, the Mayor has said: “Mental ill health is an issue that affects millions of Londoners, yet we are too often frightened to discuss it, worried about what people might think, or unaware of who to turn to.” That very much captures what was said by my right hon. Friend the Member for Uxbridge and South Ruislip (Sir John Randall) In a report on London mental health which was published in January last year, the Mayor made clear that mental health is an issue for everyone who lives and works in the capital. The report attempted to quantify, as far as possible, the impact of mental ill health on Londoners in order to gauge the scale of the problem. I shall not repeat the statistics, but they show that there is a considerable impact not only on individuals and their families, but on the economy of our city and everything that flows from it, and on the costs of care. However, despite those substantial costs, diagnosis and treatment rates for mental disorders have remained poorer than those for most physical health conditions. NHS England has worked with partner organisations to establish a strategic clinical network for London chaired by Matthew Patrick. The network’s members include MIND, Rethink and the National Survivor User Network Let me now deal with the important issue of race equality in mental health care, to which the hon. Lady devoted much of her speech. The issue is obviously of great concern to her, but it is of concern to all of us, because we all acknowledge London’s incredible diversity, although the degree of diversity in our constituencies varies. Our commitment to tackling inequalities in access to mental health services is set out in our mental health action plan “Closing the Gap”, which was also published in January last year. That plan recognises that people from black and minority ethnic communities are less likely to access psychological therapies. We are working with the sector to find out exactly why that is, and what can be done to change it. NHS England is also working with BME community leaders to encourage more people to use psychological therapies, and to establish the reason for those barriers. In 2012-13, as part of the Time to Change programme, the Department of Health funded a mental health anti-stigma and anti-discrimination project. It ring-fenced 25% of a fund amounting to up to £4 million for work with African and Caribbean communities, which involved building partnerships with trusted BME organisations in BME communities. I think that, to some extent, addresses the point made by the hon. Member for Islington North, who is no longer in the Chamber NHS England has worked with Black Mental Health UK, and has established a leadership programme for GP mental health leads for London. A BME taskforce is undertaking a root-and-branch review of mental health services in London, to ensure that they are equitable and free of ethnic bias. I am not sure whether the hon. Lady is in touch with the taskforce, but I am sure that she would want to be. I shall ensure that she is given details of who is leading it, and I should be happy to put other Members in touch with it if they want to know more I must put on record that the hon. Member for Islington North is now present. He may not be in the place where he was before, but he is here The mental health trust in east London is strengthening families, with a focus on support for BME groups, by helping the families of patients with serious mental health issues, using an approach that treats the condition as being similar to any other long-term chronic illness and providing positive support and advice. That, I think, addresses a question raised by a number of Members: why, in many instances, are such different approaches taken to physical and mental illness Members rightly expressed concerns about child and adolescent mental health services. It is estimated that 50% of mental illness in adult life begins before the age of 15 and that 75% of mental illness in adults starts before the age of 18, so—as others have pointed out—early intervention is key. Over the next five years, we will invest £30 million a year in improving services for young people with mental health problems, with a particular emphasis on eating disorders, which were also mentioned. We are investing £54 million between 2011 and 2015-16 in the children and young people’s IAPT—improving access to psychological therapies—programme to transform child and adolescent mental health services. I am glad that my hon. Friend the Member for Hendon mentioned that. Let me also draw attention to his distinguished record in respect of looked-after children; I was very aware of his work when we were both on Barnet council Public Health England also plays a role in addressing the mental health needs of Londoners and is engaging with schools, teachers and pupils to promote and build resilience among young people through the London grid for learning. As a partnership, City and Hackney, about which I was briefed in anticipation of the debate, has one of the highest spends in London and England on CAMHS—close to £5 million I want to pick up a point that the hon. Member for Hackney North and Stoke Newington mentioned with regard to BME children being recorded in prevalence data. I want to give her some assurance on that. The commissioning of a new prevalence survey on children and young people and mental health is a priority for the Department. Our chief medical officer has identified the need for prevalence data on the mental health of BME children and young people. Therefore, we anticipate that the new survey will look at the prevalence of issues in those groups and we hope to announce the procurement process in the near future More than £400 million is being invested over the spending review period to make a choice of psychological therapies available in all parts of England for those who need them. We all acknowledge that we are not there yet, but it is important that as part of the “Five Year Forward View”, NHS England has committed that, by April 2016, 75% of people referred to the IAPT programme will be treated within six weeks of referral and 95% will be treated within 18 weeks of referral; and that more than 50% of people experiencing a first episode of psychosis will be treated with a National Institute for Health and Care Excellence-approved care package within two weeks of referral. Those are important and ambitious targets to secure improvement in this area Data on mental health bed occupancy has not been routinely collected across the NHS London region, but NHS London has initiated a process to do that to allow year-on-year comparisons to be made. The first year of the initiative was 2014. The results of that suggested that across the different types of mental health in-patient facilities occupancy rates ranged from 78% to 100% during the period the audit was undertaken, which was September to November 2014 London’s CCGs are committed to delivering the IAPT access and recovery targets for 2014-15. Additionally, the hon. Lady’s CCG, City and Hackney, is using a range of alliances—I was interested to hear about this—across CAMHS, psychological therapies, dementia, primary care and crisis services to improve the integration of service partners, with a clear focus on involving voluntary sector and social enterprise groups. I am sure that that is mirrored in other parts of London The hon. Lady raised the challenges facing LGBT people. The National Institute for Mental Health in England carried out a review that showed that LGB people are at greater risk of suicidal behaviour and self-harm, as others have said, and that the risk of suicide is four times more likely in gay and bisexual men, while the risk of depression and anxiety is one and half times higher in LGB people. I was interested to hear what she said—it mirrors my experience—highlighting the concerns of young gay people from BME communities. I have experienced that too as a constituency MP. Interestingly, some of those people said that the worst prejudice they experienced was from within their community. In that regard, London’s diversity also poses us a challenge sometimes. We as constituency MPs, and in other roles we have in our communities, must try as much as possible to stand up to and challenge that when we acknowledge London’s diversity West London mental health trust has a specialised gender dysphoria service, the largest in the country, which is accessed following GP referral to general mental health services with a question as to whether the patient has gender dysphoria. The total annual value of that service is £9.9 million. The London Lesbian and Gay Switchboard provides national information and a listening service over the phone and by e-mail and instant messaging. The helpline operates from 10 am to 11 pm, seven days a week, 52 weeks a year. It is based in London but takes calls from the whole of the UK. I thank all local LGBT support groups. They do such a great job. I look forward to spending this evening with the Wandsworth LGBT forum at one of its film nights. We will watch a new film that addresses issues of particular concern. That organisation provides a great service in my community. I am sure other people have the same experience As we have heard, mental health crisis care is crucial. The first national crisis care concordat was published in February last year to improve service responses to people in mental health crisis, and in particular to keep people in mental distress, who have committed no crime, out of police cells. NHS England has signed up to the mental health crisis concordat and is in active partnership in London with the police, the ambulance service, the mental health trusts, CCGs, local government and the voluntary sector, as we would expect. Huge progress has been made in London in reducing the number of people taken to police cells for assessment after they have been detained under section 136 of the Mental Health Act. I am pleased to tell the House that this number has reduced from several hundred a year to less than 20. That is a very welcome process Interesting contributions were made by Members on both sides of the House about the conversations we have had with our local police agencies. I, too, had an interesting experience when I went out with two very impressive young officers as part of my rapid response unit locally. They showed great understanding of the challenges they met. It was nice that that was acknowledged in all parts of the House, while also recognising the very considerable concern that the hon. Member for Islington North raised about deaths in custody.
ParlaMint-GB_2015-02-12-commons.u274	I am sorry that I was out for a couple of minutes during the Minister’s concluding remarks. The point about deaths in custody is essentially about the powers of investigation—the powers of inquiry. In my experience, too often it is left to the randomness of whether there is a family and community support network or not. If there is not one, absolutely nothing happens; if there is one, something might happen. I am sure the Minister is aware of this, and I would be grateful if she would have a good look at the INQUEST report on this subject. Perhaps her Department might like to study it and come up with some proposals in relation to its very sensible suggestions.
ParlaMint-GB_2015-02-12-commons.u275	I will of course bring that report to the attention of the right Minister in our Department, and the hon. Gentleman is correct to highlight it. I want to give a note of assurance on street triage, which was mentioned by my hon. Friend the Member for Hendon. The DOH has funded nine street triage pilots, with police and mental health professionals working together to support people in crisis. In the areas where the pilots are operating, the number of people being detained under section 136 has dropped by an average of 20%. There are some encouraging results On the points made only by the hon. Member for Islington North, we are obviously concerned about the reports of high levels of physical restraint. Restraint should only ever be used as a last resort, and we think that the transfer of police custody health to the NHS and commissioning to a standard specification, together with liaison and diversion services being available in every police station, will help to improve that situation and the care and advice available to people in police custody I am proud of the Government’s record on mental health, but we have always acknowledged that there is more to be done, and I would not want to suggest any complacency on the part of Government on this vital issue. I will certainly draw to the attention of my DOH colleague the Minister of State who has responsibility for care, all the issues raised by Members on both sides of the House in this very thoughtful debate. I end by thanking all the people in our constituencies—whether within the NHS, the voluntary sector or all the community groups that Members have acknowledged—who provide care to those experiencing mental ill health. We are grateful to them all for what they do to keep Londoners well.
ParlaMint-GB_2015-02-12-commons.u276	I listened with care to the Minister’s speech and she can be sure I will be returning to many of these issues in the coming months. I was particularly glad to be able to put issues relating to London’s LGBT and black and minority ethnic communities on the record, because they are rarely discussed I beg, in the gentlest way possible, to differ with the Minister on the issue of whether there is a crisis in respect of mental health and young people. The correspondence that my hon. Friend the Member for Liverpool, Wavertree (Luciana Berger) explained to the House about the cut in beds is very worrying. This is an important issue all over the country, but particularly in London. In a city that is so fast-moving and with individuals subject to so many pressures, it behoves the House to pay constant attention Question put and agreed to. Resolved, That this House has considered mental health and wellbeing of Londoners.
ParlaMint-GB_2015-02-12-commons.u277	I am honoured to present a petition that has been signed by a number of Jewish people who live in my constituency. It was handed to me by a constituent, Mr Lewis Herlitz, on behalf of Fair Reporting. My constituency has a wonderful Jewish community, who are very concerned about the anti-Semitic sentiments that they believe are being fuelled by events in the middle east, and about the lack of clarity in the language being used by the Foreign Office regarding those events The petition states: The Petition of residents in the Southend West constituency, Declares that the Petitioners believe that the Foreign Office view Hamas as a plausible negotiating partner for creating a peace agreement with Israel; further that the Petitioners believe that such a view is incorrect as Hamas’s own political charter clearly states that it seeks nothing less than the destruction of Israel; further that the Petitioners believe that the Foreign Office is unwilling to clearly declare that it deplores the use of civilians and civilian buildings by Hamas as part of Hamas’s warfare strategy; Hamas’s consequential abuse of civilian properties as places from which to launch attacks on Israel, and its abuse of civilians as human shields resulting in a disproportionate loss of life; further that the Petitioners believe that Israel is the only democracy in the Middle East, and is the only place in the Middle East where Christianity and other faiths can co-exist peacefully and thrive; further that a lack of clarity in support of Israel contributes to anti-Jewish sentiment; further that the Petitioners recognise the need for, and the rights of, the civilians of Gaza and other Arabs who live within and around Israel for a peaceable existence; and further that the Petitioners believe that the lack of demonstrable public clarity by the Foreign Office to support Israel and to deplore Hamas is deeply concerning The Petitioners therefore urges the House of Commons to request that the Foreign Office explains its actions and views on Israel, and clarifies its view of and position on Hamas And the Petitioners remain, etc [P001436]
