ParlaMint-GB_2017-09-13-commons.u1	Object Bill to be read the Third time on Wednesday 11 October.
ParlaMint-GB_2017-09-13-commons.u439	Does the hon. Lady think that the quality of education that students receive is important? An audit in Scotland found that 22% of Scottish university estates are now poor or very poor. The quality of education must come first.
ParlaMint-GB_2017-09-13-commons.u440	In Scotland, we take a holistic view of education that is not simply about higher education. In fact, I have referred to “tertiary education” several times already because the distinction between further education and higher education is fluid in Scotland. The Secretary of State suggested that fewer young people from disadvantaged backgrounds enter higher education in Scotland than other parts of the UK, but let me quote what UCAS has to say: “For people living in England, Wales and Northern Ireland, UCAS covers the overwhelming majority of full-time undergraduate provision. Therefore, the statistics on acceptances or entry rates can be taken as being very close to all recruitment to full-time undergraduate higher education. In Scotland there is a substantial section of provision that is not included in UCAS’ figures. This is mostly full-time higher education provided in further education colleges, which represents around one third of young, full-time undergraduate study in Scotland… Accordingly, the statistics on UCAS entry rates and acceptances in these… charts reflect only that… undergraduate study that uses UCAS.” To put that simply, UCAS only considers direct entry from school to university and takes no account of higher education provided in our FE sector or, indeed, of young people who enter university having completed an access or college course. To talk down the interactions between FE and HE in getting young people from disadvantaged backgrounds into tertiary education does a great disservice to the institutions and the young people served by them.
ParlaMint-GB_2017-09-13-commons.u441	Will my hon. Friend join me in welcoming the fact that youth unemployment is at its lowest level in Scotland for nearly 20 years? At 8%—7% in my constituency—it is one of the lowest rates across the EU and is significantly lower than across the UK.
ParlaMint-GB_2017-09-13-commons.u442	I thank my hon. Friend. In Scotland, we tailor courses to meet the needs of our economy, meaning that we have jobs for our young people to go into Our free tuition policy benefits 120,000 undergraduate students every year, saving them from accruing the massive debt seen in other parts of the UK. Even taking into consideration my previous comments about tertiary education, the number of students from Scotland’s most deprived areas entering university has increased by 19% in just two years. We are clearly ahead in supporting those young people to ensure that they remain in education and do not drop out, which we have heard about from several hon. Members This debate is also about the kind of nation that we want to build. Scotland values free access to higher education and so do many young people across these islands. We saw that in the general election both through their interaction and in the results. Many young people came out to vote against damaging Tory policies.
ParlaMint-GB_2017-09-13-commons.u443	Does my hon. Friend agree that many of us on the SNP Benches would not even be here today were it not for the SNP’s policy of scrapping tuition fees? Does she also agree that the Government could learn some lessons from Scotland?
ParlaMint-GB_2017-09-13-commons.u444	The Government struggle to look north. They use statistics to their advantage and to spin their particular story, but the facts in Scotland are quite different. We have the most educated population in Europe—only Luxembourg is ahead of us. We value education, and we are fully committed to ensuring fair access to higher education so that every child, no matter their background, has an equal chance of going to university Education is not an industry to be opened up to free market practices. This is a sector that operates for the common good. I was interested to see how DUP Members would vote today. Would they be happy to continue with their support for high fees in England while getting their £1 billion bribe? Unfortunately, it appears that they have all headed to the airport. What of the Liberal Democrats, who worked in coalition with the Tories in 2010 to impose this crippling debt on our young people Ideologically I am opposed to fees in education; as an educator I am opposed to fees in education; and, as we teeter towards the Brexit cliff edge, societally I am opposed to fees in education.
ParlaMint-GB_2017-09-13-commons.u445	I am grateful for the opportunity to speak in this debate. The Labour party bears a responsibility. There is no doubt in my mind that, in my constituency of Harlow, young people thought Labour was going to scrap student debt. [Hon. Members: “No, they didn’t.”] They did. The leader of the Labour party said it was going to “deal with” student debt. Whatever the small print said, the impression was given. We have problems enough with trust in politics in our country. I urge Labour Members not to repeat that exercise On the general subject, I am not against student fees because, as the Secretary of State said, we have a clear duty of fairness to the taxpayer and to those who do not go to university. The taxpayer should not shoulder the burden alone. A number of principles need to be clear when it comes to tuition fees, the most important of which is value for money What does value for money mean in terms of a university education? Why can universities charge the same high fees when there is such variation in both the quality of education and the jobs secured on graduation? Surely the time has come to consider the level of fees compared with graduate destinations. People go to university to climb the ladder of opportunity to prosperity and to improve the productivity of our nation. I was amazed when one vice-chancellor said that I am wrong to say universities are about people getting jobs at the end of it, and also that universities are really more about the experience. If people want an experience, they can go to Alton Towers. Between a fifth and a third of graduates end up in non-graduate jobs. If they are paying £9,250 a year and coming out with a good, well-paid job, the university has done the right thing. If they are not, what is the £50,000 debt for I welcome the new longitudinal education outcomes data that the Government have introduced and the opportunity they provide to look at graduate outcomes and earnings after one, three and five years. Closer monitoring of graduate outcomes is essential to this debate and to the conversation on value for money. It is encouraging to hear that the Government are considering linking tuition fees to graduate outcomes, one of which should be a university’s success with degree apprenticeships. The Minister with responsibility for apprenticeships, my right hon. Friend the Member for Guildford (Anne Milton), who is on the Front Bench, has done a huge amount of work on that issue Yesterday, the Chancellor said there is a significant difference between leaving university with debt but with a good degree and employment prospects, and leaving with the same debt but with a poorer qualification and no job. I strongly support those words, and I am aware that the Minister for Universities, Science, Research and Innovation, my hon. Friend the hon. Member for Orpington (Joseph Johnson) is actively working to support these measures.
ParlaMint-GB_2017-09-13-commons.u446	The right hon. Gentleman talks about the need to use both university access and degree-level apprenticeships, and we worked together on this when he was in his former post. The issue of accessing degree-level apprenticeships is fundamental. Does he agree that some sort of UCAS system to help people move between those two things, to advance opportunities for young people, is a good policy to pursue?
ParlaMint-GB_2017-09-13-commons.u447	The hon. Lady is absolutely right on that, and I was pleased to visit her excellent local college when I was in my previous role. Of course she is right to say that we need a UCAS for apprenticeships and the skills system. That was in the Conservative manifesto and I believe the Government are working hard to achieve it. Over the summer, the issue of vice-chancellors’ pay has consistently been in the headlines, and we need to examine the salaries of the senior management of universities. It cannot be right that 55 universities are paying their vice-chancellors more than £300,000 and yet a recent survey found that just 35% of students believe their higher education experience represented “good” or “very good” value for money. I am worried about the seemingly Marie Antoinette approach taken by some vice-chancellors, who are living in their gilded palaces and saying, “Let the students eat cake”, as they receive almost obscene amounts of pay.
ParlaMint-GB_2017-09-13-commons.u448	Does the right hon. Gentleman agree that the salaries of not only some vice-chancellors, but some chief executive officers of academy chains and multi-academy trusts in this country are obscene, at a time when our education system is seeing so many cuts and schools are struggling so badly? Does he agree that we should also be looking at the obscene rates of pay in these academy chains?
ParlaMint-GB_2017-09-13-commons.u449	We need to look at this across the board to make sure that salaries are related to performance and are seen as fair. I am not against high salaries, but what we have seen with some of these vice-chancellors, although not all, is pretty awful. As I say, their Marie Antoinette response to this just shows that they are completely out of touch with what is going on with a struggling economy, struggling students and so on. That is why I support the recent comments by the Universities Minister on pay and the restrictions the Government have proposed In my role as Chair of the Education Committee, I look forward to bringing greater scrutiny to the issue of pay and the wider value-for-money question. The hon. Lady is a new, valued member of the Committee, and I am pleased that one of the first areas the Committee will look at is the extent to which students are gaining a high-quality education and accessing graduate-level jobs. We will look at the evidence on how universities are currently spending the £9,000 and how an extra £250 would improve—or not—the experiences and outcomes of students Value for money must also be linked to interest rates. Not only are students graduating from university with greater debt than ever before, but they are facing substantially more interest on their loans. The interest rate of 6.1% is just too high; with the increase it will be more than 24 times the official Bank of England base rate. It has to be reviewed and it must be lowered, and it should be much more comparable to what happens in other countries. As the OECD highlights, our interest rate is one of the highest in western Europe, overburdening our students.
ParlaMint-GB_2017-09-13-commons.u450	Does my right hon. Friend accept that lowering the interest rate would give a greater advantage to wealthier students, because they are more likely to pay off their debt than the more disadvantaged students or the lower earners? This would probably have the reverse consequence of what he intends to deliver.
ParlaMint-GB_2017-09-13-commons.u451	I have heard that argument, but the wealthier students are the most likely to be able to pay off the current interest rate. A member of my office staff, who is not paid huge amounts of money and whom I would love to pay more, has £60,000 to pay. I just find that unacceptable—
ParlaMint-GB_2017-09-13-commons.u452	Order. The erudition of the right hon. Gentleman’s speech is matched only by his readiness to engage with colleagues and take interventions. That is a hallmark of his service in the House and it is very much appreciated. However, may I just advise the House and him that there is a large number of would-be contributors and there will have to be a tight time limit? Therefore, I feel cautiously optimistic that he is approaching his peroration.
ParlaMint-GB_2017-09-13-commons.u453	Not only am I nearly finished, Mr Speaker, but I shall not take any more interventions We need to assess the impact of tuition fees on part-time learners—an issue that has already been raised in the debate. The number of part-time learners peaked at almost 590,000 in 2008-09, but it is now down to 310,000—a fall of 47%—and we know that they are more likely to be older, to be from lower socioeconomic backgrounds and to be women. We may be able to link the apprenticeship policy to those people who are falling off from the higher education system. A decline in access to part-time education removes the opportunity for thousands of workers to upskill or reskill, which would increase their earning capacity and thereby create a higher-skilled workforce. We need to be sure that any rise in tuition fees will not deter such learners and deny them access to higher education Any extra rises in tuition fees should be linked to evidence on strong outcomes for graduates, and universities that are failing their students must neither be paying vice-chancellors enormous salaries nor increasing their students’ debts. I hope that the Education Committee can make a useful contribution on such issues in the coming weeks.
ParlaMint-GB_2017-09-13-commons.u454	Order. After the next speaker, who will be a maiden speaker and accorded the privileges thereof, I am afraid there will have to be a five-minute limit on Back-Bench speeches, and I am sorry to have to give the House this notice, but it is unavoidable that some people will be disappointed this afternoon. That is just the reality of the numbers. To give her maiden speech, I call Preet Kaur Gill.
ParlaMint-GB_2017-09-13-commons.u455	Thank you, Mr Speaker, for giving me the opportunity to deliver my maiden speech during this important debate. It is a pleasure to follow the right hon. Member for Harlow (Robert Halfon) It is such an honour and privilege to have been elected as the Member of Parliament for Birmingham, Edgbaston, a constituency that has returned a female MP in every election since 1953. [Hon. Members: “Hear, hear.”] The most recent was my predecessor, Gisela Stuart. Before being selected as the Labour candidate for Edgbaston, I knew of and respected Gisela from afar. I may not have agreed with her on every single issue, but she was passionate, gutsy and a fierce defender of Labour values. [Hon. Members: “Hear, Hear!”] By the end of my first campaign session, when almost every house on whose door I knocked seemed to have a story about how Gisela had helped them, I knew just what a brilliant constituency MP I was following. Gisela’s contribution to Edgbaston will never be forgotten by the thousands of constituents she helped in ways both big and small It is also an honour to be the first female Sikh to sit on these Benches and to be here alongside my hon. Friend the Member for Slough (Mr Dhesi), the first turban-wearing Sikh MP. Being the first Sikh female MP comes with a huge sense of responsibility. I and many others will be asked to raise difficult issues in the House on behalf of Sikhs, on matters such as hate crime, the Jallianwala Bagh massacre, Sikh ethnic monitoring in the 2021 census and an independent public inquiry into UK involvement in the 1984 Sikh genocide For many decades, Sikhs have lived in this country, paid their taxes, fought in world wars and contributed to society in every way imaginable. It is an historic moment for Sikhs in this country because Parliament is beginning to look more like the people it serves. Sophia Duleep Singh, the granddaughter of Maharaja Ranjit Singh—the ruler of the formidable Sikh empire from 1801 to 1839—and the goddaughter of Queen Victoria, would have been immensely proud that the United Kingdom had elected its first female Sikh MP some 100 years after she, a prominent suffragette, had fought for women in this country to have the right to vote Having been born and bred in one of the most diverse cities in the United Kingdom, I am so proud of the vibrant and exciting multicultural society that we live in today. I walk through Birmingham and see Caribbean restaurants next to Indian dress shops, gurdwaras and mosques down the road from Catholic schools, Polish accents, Irish accents and even the occasional exotic twang of an, “Alright, bab” from one of our neighbours from the Black Country Brummies, whether first or 30th generation, live and work together to make Birmingham the unique and fascinating city it is today. I am delighted at the prospect of this great city hosting the Commonwealth games in 2022 People are what makes a place special, and Edgbaston is certainly special. The constituency is made up of four diverse wards: Bartley Green, Quinton, Harborne and Edgbaston. Parts of my constituency are very affluent, but, equally, there are areas of deprivation. My constituency is home to the very beautiful botanical gardens, a silver sweep of reservoir, the University Hospitals Birmingham Trust, the very prestigious Birmingham University, the ever-growing Newman University, many excellent schools, the two towers that inspired JRR Tolkein to write “The Lord of the Rings”, an influential chamber of commerce and a world-famous cricket ground The University Hospitals Trust and Birmingham University are two of the biggest employers in my constituency, which is why today’s debates on the public sector pay cap and tuition fees are so important. The Government’s public sector pay cap has caused chaos for the NHS. The cap on pay has seen wages fall 14% below inflation since 2010. Nurses in my constituency are being forced to use food banks to make ends meet. The Government have created a workforce crisis in the NHS, which is causing misery for patients. Hospital wards and GP surgeries in parts of my constituency are chronically understaffed and the knock-on effect is waiting lists, which are spiralling out of control. For seven years, Ministers have balanced the books on the backs of NHS staff I spent a day in Birmingham’s children’s hospital this summer after an unfortunate incident involving my daughter and a trampoline. As ever, I was bowled over by the skill, courage, and dedication that NHS staff bring to their working lives On the rise of tuition fees, I am concerned that young people and their families are impacted by the hikes in these fees, which will further increase student debt. For a young person in my constituency to go to university to study a three-year course, it will cost £30,000. A five-year medicine course is £50,000, and that is not to mention the living costs. For young people growing up in normal households in my constituency where money can be tight, this is an astronomical and intimidating sum of money. Graduate wages are stagnating and student debt will only rise further. Everyone in society benefits from our graduates—they are our engineers, our doctors, and our social workers of the future. That is why, today, I will vote to revoke a rise in tuition fees Like all of us in this House, behind the history and the records sits an ordinary story of simple values. For more than 20 years, my father drove the No. 11 bus around the constituency that I now represent. He worked every hour he could to make sure that my siblings and I had the best possible start in life. My mother and father provided my brothers and sisters and I with a simple set of values. Those values permeated through every aspect of our upbringing, and that is what brings me here today. First, that we all had to work to build something with our lives. The hours my father spent driving that bus, delivering community projects as the president of our local gurdwara, or resolving yet another squabble between us kids was never lost on me. It was simple dedication, hard work and a belief that he could make things better not only for us, but for all communities. He certainly achieved that and much more Secondly, my parents taught us that we should not forget about the people around us who were less fortunate. My parents both knew what it was like to start completely afresh, and to feel new, alone and lost. Ever since, I have passionately believed that one of the most important things we can all commit to is a simple act of kindness, whether it is a sympathetic ear or a hand-up to somebody desperate for a break. It is this last point that I would like to draw upon in making my maiden speech Issues around mental health and emotional wellbeing can make a person feel alone, confused, lonely, hopeless and lost. Such issues are cruel and indiscriminate; they can affect any one of us at any time. My constituency has a high proportion of young people. I have heard about the teenage girl suffering anxiety about her body image after seeing too many photo-shopped images on social media, the middle-aged man suffering from depression so overwhelming that he finds it impossible to make it out of the house in the morning, and the older person living alone, so worried about making ends meet that they cannot sleep at night The new “#StatusOfMind” report by the Royal Society for Public Health shows that “identified rates of anxiety and depression in young people have increased by 70% over the past 25 years.” That is nearly 80,000 children and young people in the UK suffering from severe depression. The report also states that nearly nine in 10 girls are unhappy with their body shape, that “Seven in 10 young people have experienced cyberbullying”, and that no action was taken in 91% of cases in which cyber-bullying was reported As a parent of two girls, aged seven and six, this terrifies me. We need to do so much more to stop these trends and to make sure that our children are able to fulfil their potential. We should ensure that schools are given the time, opportunity and resources to make personal, social and health and economic education lessons a priority, not an afterthought, and we should work with social media platforms to identify users who could be suffering from mental health problems and signposting them to help. We need to support families to make sense of heart-breaking issues their children could be facing so that they can build a level of resilience For many people suffering with mental health and emotional wellbeing issues, these can both cause and, indeed, be caused by additional issues such as substance and alcohol misuse. The Reach Addiction centre at the Church of the Redeemer in my constituency does amazing work supporting people who, without it, would be completely lost and adrift from society. St. John’s church in Harborne and St. Boniface church in Quinton provide food banks and support to those suffering from homelessness and mental health issues. I recognise the vital support that these faith organisations, along with public sector workers in my constituency, provide. One of Britain’s finest hours was the creation of the NHS and the welfare state in 1946—a safety net for those who fell on hard times. To tackle issues such as alcohol and substance misuse, we need to rethink this safety net to make sure that emotional help and support is there for anyone who needs it, whenever they need it. It is time we treated the cause of these issues, rather than just the symptoms Finally, for those growing old in our country, retirement should mean a well-earned rest from a lifetime of hard work—an opportunity to put their feet up and focus on the things they are passionate about, rather than a destination to be dreaded. Unfortunately for some residents in my constituency, this stage of life is about trying to make ends meet and worrying about whether their pension will stretch to cover the whole month. They feel more and more isolated in their homes as more local community facilities are closed, and they are left counting the days since they spoke to someone who was not the checkout assistant at their local supermarket. The recent Channel 4 documentary, “Old People’s Home for 4 Year Olds”, was a wonderful reminder of the amazing ability we all have to make a difference to the people around us essentially by bringing people together. This will be my mission as the Member of Parliament for Birmingham, Edgbaston. Whenever I walk into this Chamber, I will be here to fight for funding for the services doing incredible work supporting my constituents who are facing these and many other issues. I will speak up for the young people in my constituency whose voices need to be heard more loudly in this House. I will work with colleagues from all parties to bring all our communities and constituents closer together. I will also be thinking back to my dad, driving that same No. 11 route—day in, day out. Through hard work, he was building the platform and opportunities for me and my siblings to succeed. It is that spirit which I will bring to this role. I am so grateful to the people of Edgbaston, and I will be restless in working and fighting for every single one of them.
ParlaMint-GB_2017-09-13-commons.u456	Order. The Speaker, unfortunately, had to leave, but he did ask me to pass on his congratulations and, I am sure, those of all of us, for that excellent and thoughtful speech.
ParlaMint-GB_2017-09-13-commons.u457	It is a genuine pleasure to follow the maiden speech of the hon. Member for Birmingham, Edgbaston (Preet Kaur Gill). Many Members in this House will have incredibly fond memories of her predecessor, who was not only a lady of incredible principle, but a lady with an irrepressible and irreverent sense of fun. She will be greatly missed on both sides of the House. The hon. Lady said her predecessor was a great advocate of Labour values, but I have to say that she was also a great advocate for national independence and the role of this Chamber in our national life. For those reasons, she will be missed especially by many of us on the Government side of the House When the hon. Lady was speaking, I was thinking whether I could possibly find any linkage between my south coast constituency of Bournemouth West and her midlands constituency of Birmingham Edgbaston, but then she mentioned J. R. R. Tolkien and something in her constituency that inspired him to write. Of course, Tolkien did much of his best writing from the Miramar hotel in my constituency, and I hope that that has established some sort of link between us I also pay tribute to the hon. Lady for what she said on mental health, something that is profoundly important to many of us in the House, and particularly those of us who have had family members who have been severely affected by different mental health conditions over the decades. If the hon. Lady carries on in the vein in which she began this afternoon, she will find a warm hand to meet hers across the aisle in this Chamber. She made an excellent maiden speech, and she has shown early promise that she will be a worthy successor to Gisela Stuart I have two universities in my constituency, Bournemouth University and the Arts University Bournemouth. They add enormously to the area I serve. They provide economic growth and social enrichment, as well as personal development for those who attend them. They are at the heart of the constituency I serve. Only last night, I had the vice-chancellor of Bournemouth University and Professor Keith Brown from the National Centre for Post Qualifying Social Work downstairs in the Churchill Room, doing an event to highlight the financial scamming of vulnerable people. In a week’s time, I will be going to the Bournemouth visual effects conference, to which people will come from around the world—people from Disney and others—to see the projects undertaken by young people in the competition there. Bournemouth University is absolutely at the core of my constituency, and I have been in touch over all the years I have been a Member of Parliament with all the different presidents of the students union—Toby Horner, Murray Simpson, Chloe Schendel-Wilson and Daniel Asaya, and on behalf of the students, they have told me—as have many of the students I have met— of their concerns about our policy on higher education and particularly on student finance However, this is an Opposition day, and this is an Opposition day motion, so it is appropriate that we scrutinise the Opposition. There has been a lot of talk about what was said during the election, so I have dug it out. The Leader of the Opposition, in his now famous interview, said: “Yes, there is a block of those that currently have a massive debt, and I’m looking at ways that we could reduce that, ameliorate that, lengthen the period of paying it off, or some other means of reducing that debt burden I don’t have the simple answer for it yet—I don’t think anybody would expect me to, because this election was called unexpectedly… And I don’t see why those that had the historical misfortune to be at university during the £9,000 period should be burdened excessively compared to those that went before or those that come after. I will deal with it.” That was heard loud and clear by students in Bournemouth and elsewhere Then the shadow Secretary of State, in her outburst of candour on “The Andrew Marr Show”, said: “It’s a huge amount; it’s £100 billion… It’s a huge amount of money. It’s a big abacus that I’m working on with that. But we’ve got to start dealing with this debt”.
ParlaMint-GB_2017-09-13-commons.u458	My hon. Friend highlights the words of the Leader of the Opposition and the shadow Secretary of State, but is it not a fact that it was not just students in his university town who interpreted the Leader of the Opposition’s comments as a debt write-off? Two shadow Ministers broadcast their interpretation that this would be a 100% write-off of student debt.
ParlaMint-GB_2017-09-13-commons.u459	My hon. Friend has pre-empted what I was about to come on to. There was a lot of shouting going on when the students heard that the Labour party was going to get rid of their debts, abolish their fees, and deal with historical debt Let me quote what a Labour candidate—a Member in the current and previous Parliaments—said to camera. The hon. Member for Bradford East (Imran Hussain), surrounded by primary school children, looked to camera and said: “Just this morning Jeremy Corbyn has announced that the tuition fees will be abolished straight away from September if there’s a Labour government, and that we will bring back immediately EMA”, education maintenance allowance, “and also”— this is critical— “that every existing student will have all their debts wiped off.” He ended: “That’s fantastic news, isn’t it guys?” Well, it turned out not to be such fantastic news because it turned out not to be true. They were the first Opposition in history to U-turn on a manifesto without the burden of actually having to get elected into office. The reason it was not implementable is the enormous burden it would have added to the public finances—5% on GDP. It was an absolute betrayal of our electorate and students to promise them that we could do that We have seen the greatest expansion of student numbers in this country, from a mere 4,357 in 1920 to 73,163 in 1990.
ParlaMint-GB_2017-09-13-commons.u460	My hon. Friend is talking about the expansion of student numbers, and that is right, but is it not also right that the proportion of students from disadvantaged backgrounds has gone up as well—not just the number but the proportion?
ParlaMint-GB_2017-09-13-commons.u461	My hon. Friend and neighbour is absolutely correct. Some of the people who in previous generations, when I was at university, could not have dreamed about getting into university are getting in and getting these life chances under this Government, and, in fairness, the Labour Government before this lot took over as the Opposition In 1990, only 77,163 people completed their first degree. That was the year that my right hon. Friend the Secretary of State and I began at Southampton University. By 2015, that number was almost 400,000. There are now five times more people enjoying the benefit of a university education than when I was at university. One could say, to coin a phrase, that we on these Benches are the party for many, not just the few I have a serious warning to the Opposition. I sat in hustings on campus at Bournemouth University in the 2010 election, when the Liberal candidate was cheered to the rafters. In 2015, the Labour party was cheered to the rafters. If Labour Members look to their left—not metaphorically but literally—they will see the consequences of making promises to students that they know they cannot deliver. It is wrong to do so
ParlaMint-GB_2017-09-13-commons.u462	It is a pleasure to take part in this debate, and, in particular, to speak after my hon. Friend the Member for Birmingham, Edgbaston (Preet Kaur Gill), who made a very powerful and eloquent maiden speech. I concur with her tribute to her predecessor, my good friend Gisela Stuart. An extraordinary lesson that we can learn from Edgbaston is that it has elected women Members of Parliament since 1953—long may that continue. I particularly congratulate my hon. Friend as the first Sikh woman Member of Parliament I pay tribute to the new Chair of the Education Committee, the right hon. Member for Harlow (Robert Halfon), for the tone and content of his speech. We are at a point where we need to have a serious debate that looks at the evidence about what is happening in our higher education system. My starting point is that surely the current scale of student and graduate debt must worry us all, whichever party we are a member of I want to focus on three things: first, student satisfaction levels and value for money; secondly, part-time students; and thirdly, interest rates. The student academic experience survey conducted this year showed a significant shift in students’ perceptions that should concern us all, and I hope the Minister will address it in his closing remarks. Five years ago, the majority of students—53%—rated their university experience as good or very good. That figure had fallen to 35%, and the number of those who rated it poor or very poor had doubled in that five-year period. The figures for England were worse than those for Scotland and Wales—that must surely be a cause for concern Other colleagues have spoken about the impact on part-time students. In Russell Group universities this year, the number of first-year students studying part time is 44% lower than it was in 2011. In other higher education institutions, the fall is even greater. In certain subjects, the fall is dramatic: in languages, that figure has fallen from 16,000 to just over 6,000; and in computer sciences, it has fallen from almost 6,000 to just over 3,500. Surely that must be a matter of concern Then there is the question of interest rates. When Labour introduced tuition fees, the interest payable on loans was either the Bank of England base rate plus 1% or the retail prices index, whichever was the lower. Interest rates could be expected, in that period, to be as low as 1.3%. Because of the changes that this Government have made, some students are leaving university having already incurred £6,000 in interest. Surely that is something that we have to look at, and it is a matter of concern Let us have a serious debate about this subject. I welcome the fact that the Select Committee will be doing so under the chairmanship of the right hon. Member for Harlow. I absolutely accept that access to higher education is about more than just student fees and graduate debt. Schools and colleges have a vital role to play in raising aspirations and providing support for students. As the Secretary of State has said, some progress has been made on access for some disadvantaged groups, particularly some—not all—black and minority ethnic groups, and that is very welcome, but there is a big challenge for white working-class kids, particularly those from the poorest backgrounds I represent a constituency that is predominantly white working class, and one aspect of the challenge is access to our top universities. That is why two years ago I established a programme with eight secondary schools serving my constituency that we have called the Liverpool to Oxbridge Collaborative, which supports the most academic students to consider applying to Oxford or Cambridge. I am delighted to say that five students, from West Derby, Broughton Hall and Cardinal Heenan schools, have gained places at Oxford and Cambridge, starting this autumn. The programme is starting to make a difference. The aspiration of the young people and their parents, and the support that they have had from those schools, has been amazing. I want that level of support for the most academic students to be as commonplace in state schools as it is the top private schools. If it is not, we will not address our fundamental problems of social mobility and inequality Further increases in tuition fees risk undermining the progress that is being made in many of our schools and colleges. That is why we need a rethink, and I welcome the investigation that the Select Committee Chair has said that his Committee will undertake. I think that the motion, which would revoke the latest increase in tuition fees, is a step in the right direction towards achieving that rethink.
ParlaMint-GB_2017-09-13-commons.u463	It is a pleasure to speak after the hon. Member for Liverpool, West Derby (Stephen Twigg), and it was an even greater pleasure to listen to the fine maiden speech from the new hon. Member for Birmingham, Edgbaston (Preet Kaur Gill). She spoke of some touching and superb family values, which we all look for in our families. Her parents, whom she spoke of, must be very proud of her performance in the House today. I welcome her to the Chamber There are many spending commitments that we might wish for, and free tuition would be a wonderful commitment if we could afford to make it. That would be wonderful for me, because I have four children, all of whom may at some point enter the realms of higher education. But there are many other competing pressures, such as the pension system, the police forces, our armed forces, help for disabled people, the NHS and public sector pay. During the general election campaign when I talked to voters on the doorstep about some of the Opposition’s spending promises, the key question that I was asked many times was, “How are they going to pay for it?” The reality is that if students do not pay for tuition, the taxpayer will have to pick up the bill Of course, the Opposition will say that they have a fully costed manifesto to deal with the problem, but it is right that we look at the detail of that manifesto. [Interruption.] I am very happy to take an intervention if Labour Members would like me to. The reality is that there was £250 billion of extra spending commitments in that manifesto, on top of the fact that this country already spends about £50 billion a year more than it receives in taxes. The Institute for Fiscal Studies said that there was a £45 billion hole in Labour’s extra spending commitments, which included £125 billion in extra infrastructure spending, roughly £125 billion to nationalise our utilities and railways, and £100 billion to wipe off past student tuition fees—that was a commitment, whether or not it was a manifesto promise The reality is that spending commitments can only be made in a strategic way. We cannot simply use cheap party politics and a short-term, kneejerk approach to funding the finances of this country.
ParlaMint-GB_2017-09-13-commons.u464	May I ask the hon. Gentleman whether he actually read our manifesto and looked at our costings, and where in his party’s manifesto the DUP deal was?
ParlaMint-GB_2017-09-13-commons.u465	We are talking about tuition fees, on which the Leader of the Opposition made a clear commitment to deal with past debt as well as future fees. The reality is that we have to find the money to pay for the commitments that we make, and there was a huge gaping hole in the funding for the Opposition’s commitments. Such a gaping hole was why this country ended up £1.7 trillion in debt, and the Conservative party had to deal with inheriting a £153 billion deficit on the back of uncosted spending commitments. Of the 13 years for which Labour was in power, it did not balance the books in nine of them. Its public spending was greater than its tax receipts. We need an end to this short-term party politicking and gesture politics. We need properly costed manifestos and properly costed public spending. We simply cannot wipe out tuition fees without finding the money to pay for it My right hon. Friend the Member for Harlow (Robert Halfon), the Chair of the Education Committee, made some good points about how we should look at reforming tuition fees by making sure that they are performance-related so that universities are held to account for providing a good education that provides a return on investment for students. We also need a more flexible approach so that students can have lower debt by taking modular courses, for example.
ParlaMint-GB_2017-09-13-commons.u466	May I draw my hon. Friend’s attention to the Higher Education and Research Act 2017, which took just that approach by ensuring that universities can offer two-year degrees, which will save students money? They can also offer lifelong learning opportunities and so on, all of which helps more than the Opposition’s approach would.
ParlaMint-GB_2017-09-13-commons.u467	My hon. Friend makes a good point. Taking a university course in two years rather than three or four makes perfect sense for someone wanting to reduce their debt. So does attending a local university, and we should move towards modular courses to ensure that students have ways around accumulating large debts, which nobody wants to see Opposition Members will say that we need to make the spending commitments that they are suggesting today, but they miss the point. There are huge ticking time bombs in our public expenditure for the coming decades, including our health and welfare spending. There is no strategic element to their spending plans. It is simply gesture politics.
ParlaMint-GB_2017-09-13-commons.u468	I am interested to hear the hon. Gentleman talk about a ticking time bomb in healthcare spending. Would he like to explain where new nurses are going to come from?
ParlaMint-GB_2017-09-13-commons.u469	I am sorry, I misheard the hon. Lady’s final point—I am very happy for her to make it again.
ParlaMint-GB_2017-09-13-commons.u470	I was asking the hon. Gentleman where new nurses are going to come from.
ParlaMint-GB_2017-09-13-commons.u471	There are 12,000 more nurses on our wards in the UK than there were in 2010. More money is going into the NHS, and there is a commitment to spend another £8 billion by 2020. We are investing in the health service, but there is no doubt that those commitments will be very significant in future years. Of course we need to invest in our public services wherever we can, but we need to do so strategically without cheap party politicking. A piecemeal approach to our expenditure would have catastrophic consequences for our future debt. We need the strategic approach taken by the Conservative party.
