ParlaMint-GB_2017-10-24-commons.u1	1. What recent fiscal steps he has taken to reduce unemployment.
ParlaMint-GB_2017-10-24-commons.u551	It is quite clear from the speeches of the hon. Member for Eddisbury (Antoinette Sandbach) and others who have spoken that we all agree that being able to end estimated bills is a good goal to achieve. In fact, an EU directive in 2006 stated that getting rid of estimated bills was the way to go. In 2009, European Union guidance indicated that it was looking to member states to roll out intelligent metering systems to 80% of consumers by 2020. That related just to electricity; no deadline was given for gas. The interesting aspect of all this is that no other European Union member state apart from the UK decided to go through the distribution network operators rather than through the retail suppliers. I think that that was a mistake on our part We have gone for the 2020 target and stated that it should be for 100%, but my worry is that across Governments, including the last Labour Government and the coalition, the execution of this programme has been badly managed and consumers have always been given the lowest priority when it comes to effective practical project management of this important scheme. There is now a danger of that happening under the Conservative Government. We have heard that the 2020 target is unlikely to be met, which is probably why clause 1 of the Bill extends the power to amend licensing conditions from 1 November 2018 to 1 November 2023. In my view, we should have stood back and made a choice about who should be involved in the implementation of this service, rather than having 10 different companies competing to fit smart meters in any one street. I think we would have been better off going down the network operators route, rather than the one that has been chosen We know that the cost of this programme, which is being paid for entirely by household bills, is £11 billion and rising. Indeed, as ITV and the Big Deal campaign highlighted, the estimated cost has risen by over £1 billion in the past year alone. The reasons for this involve cross-Government departmental incompetence. They include underestimating the number of properties requiring one meter, not two, and the number of homes that require two visits because they are not dual fuel customers, as well as underestimating by about 10% the number of properties that will require a second visit because the smart meter does not communicate properly I have already had individuals telling me that, having had their smart meter fitted, they might end up with a dumb meter if they choose to switch. They are coming to me and saying, “Caroline, what is going on here?” Everything in this debate on energy always gets laid at the door of the consumer. They are told, “It’s your fault for not switching enough. It’s your fault for not acknowledging the adverts on smart meters and getting one fitted.” When are we going to ensure that the energy companies take responsibility for this, and when are we going to ensure that the Government take responsibility for acting on behalf of consumers? All this is adding to the cost burdens on consumers through no fault of their own. When are the Government going to cap the cost to the consumer of this programme? When it tops £12 billion, £13 billion, or £15 billion? This is something that the Government should look at seriously It has become clear that there are problems with the first generation of smart meters because they use mobile networks to forward the data from the household, and we do not yet know how many will fail to operate if customers exercise their right to switch supplier. After all the time and cost involved in installing them, many may well become dumb meters once more when moved to a new supplier, which would be unacceptable. This revelation has led to the installation of a new data network, managed by the Data Communications Company, which went live in November 2016, but the new meters, which use the new data network, will not be available until November 2018. The Government required the DCC to produce a delivery plan to rectify the situation. The plan, which was announced last week, will ensure that all first-generation smart meters will be fully functional, but that process will not be completed until July 2019—another cost borne by the taxpayer for mistakes made by the industry The House of Commons Library reports a Government claim that the net benefits up to 2030 are an estimated £5.8 billion to be shared between consumers, suppliers and networks, but that estimation has already been downgraded. However, if consumers were to gain all the benefits, that would mean just a £19 a year saving on bills for a decade. To gain even that modest saving from this expensive programme, energy suppliers would have to pass on all their savings to consumers, but I have not heard that from the energy companies. The truth is that the benefits for energy companies’ bottom lines are obvious: no more meter reading, and fewer staff in customer service centres fielding enquires from angry customers about delayed switching or inaccurate bills. As I asked at the Energy UK conference last week, will the savings be invested into better customer services or just into greater profits So far, the benefits of smart meters appear to be stacked in favour of the suppliers unless we make huge assumptions about smart meters boosting switching. One benefit to the networks would be if suppliers provided incentives for consumers to shift their energy usage. A past example is Economy 7, which encouraged people to heat their water overnight at lower unit costs, and that principle could be extended with smart metering. Given what we know, I am sure that consumer groups will be concerned if smart meters lead to proliferation of time-of-use tariffs, which enable companies to charge higher unit costs at peak time—perhaps above any cap imposed by Government When smart meters were introduced by the Government of Ontario, they tried to manipulate demand at key times of day and did so by inflating costs at peak times of use. The result was not a shift in demand to off-peak hours and a reduction in energy bills; the pattern of demand barely moved, so consumers simply ended up paying more for the energy they received. We should also be mindful of the concerns of the fire service and the Fire Brigades Union about people putting their washing machines and dishwashers on overnight, because if something malfunctions when people are asleep in their beds, that presents the greatest fire risk I do not want to see UK consumers’ energy bills rise or the energy price cap circumvented because consumers have opted into a complicated tariff that appears to offer savings they cannot fully work out. I had hoped to amend the Bill to include a price cap, because this is about customers saving on their bills, but I hope the Government will ensure that new time-of-use tariffs, aided by smart meter monitoring, will not lead to the energy price cap being circumvented by an industry that, let us face it, has run rings around the Government for seven years and has not acted in consumers’ best interests.
ParlaMint-GB_2017-10-24-commons.u552	I welcome the Bill’s Second Reading. Installing some 53 million smart meters in some 30 million domestic and small business premises, with an anticipated completion date of 2020, is an ambitious programme and, as the right hon. Member for Don Valley (Caroline Flint) said, companies clearly need to up their game and increase the installation rate to achieve the target. On a more positive note, there is an 80% satisfaction rating for the 7 million or so SMETS 1 meters that have been installed, but that rate also needs to be improved The harnessing of new and improved technologies will allow energy customers to be made aware in real time of their energy consumption and its cost, which is equally as important. Smart meters will also transform the experience of prepayment customers, which has to be welcomed. Somebody said earlier that prepayment customers could be prioritised to take them out of receiving excessive bills, and if that is possible through the installation process, I would welcome it. Smart meters will benefit both consumers and suppliers by allowing customers to budget better for energy bills, and enabling suppliers to avoid estimated bills and to provide accurate billing without a premises visit. Switching suppliers should, and I believe will, be made easier, which will benefit the consumer. There are issues, however. Energy suppliers need to harmonise that transition to avoid any confusion with smart metering Recent research by British Gas involving some 200,000 customers using SMETS 1 meters—the older technology—has been positive in showing an energy reduction of some 4%, and eight out of 10 users would recommend smart meters. As the hon. Member for Stretford and Urmston (Kate Green) said, some people are wary of smart meters, and it would be good if we could allay that fear. I hope the public will come with us on this ambitious programme. The roll-out of SMETS 2 meters will benefit consumers, suppliers, the distribution network and the United Kingdom as a whole. I am delighted to support the Bill.
ParlaMint-GB_2017-10-24-commons.u553	I do not argue with plans for a special administration regime in the event of a failure of the DCC, but I have a number of questions about the programme’s roll-out, extension, monitoring and costs. The current smart meter programme is at stage 2, alternatively referred to as the main roll-out, and that is scheduled to end in 2020 As we have heard, the vast majority of energy companies are still installing the earlier generation of smart meters rather than the more efficient, cheaper and longer-lasting second generation. The Government have announced that, as of July 2018, SMETS 1 will no longer count towards the 2020 target. As that phase was due to be completed in 2016, what are the reasons for allowing the installation of those less efficient meters until 2018? Has the Minister received any representations from energy companies urging it and, if so, what reasons have they given Lord Bourne told the Energy and Climate Change Committee that there were 2 million smart meters in store. Could that have anything to do with the decision? If so, is there a risk that the Minister might be accused of massaging the figures with what is essentially an inferior meter I know from information supplied in answer to parliamentary questions that by December 2016 some 330,000 smart meters were operating in dumb mode—not operating as smart meters—and that by March 2017, that figure had risen to 460,000, involving a cost of between £30 million and £50 million. Who is responsible for keeping tabs on the costs of this programme I asked in a parliamentary question how much had been spent on the installation of SMETS 1 meters to date, and the answer was “the Government does not hold data on expenditure on smart meter installations” EDF Energy has also questioned the extension proposed in the Bill and argues that “if these powers are to be extended a clearer rationale should be provided for the need, and length, of any extension.” The Minister will be aware that the Energy and Climate Change Committee raised questions about the 2020 target, and he will know that both the Institute of Directors and some in the industry have suggested that the purpose of the extension might be to give the Government wriggle room The Minister will also be aware that, in May 2015, the Energy and Climate Change Committee warned that problems with smart meters are “symptomatic of a national programme that the Government has left largely to suppliers and failed to drive forward effectively.” The Committee also warned that, without significant changes, “it could prove to be a costly failure.” Part of the justification for this programme is that it should mean that consumers benefit because they are able to shop around for the best deals, but if a SMETS 1 meter can no longer function as a smart meter when a customer switches, is that not a barrier to switching rather than an encouragement? As this is a voluntary programme, would someone not be well advised to wait until they are offered a SMETS 2 meter, or indeed to demand one? MoneySavingExpert.com, the UK’s biggest consumer website, is advising its readers to do just that As we have heard, the Government’s cost-benefit analysis estimates that by 2030 smart meters will have delivered £5.8 billion of net benefits. Those benefits, which are to energy suppliers, networks and consumers, are offset by a cost of £11 billion paid for by consumers. According to answers to parliamentary questions I submitted, the net benefit was reduced by a further £1.5 billion between 2014 and 2016. Can the Minister explain that reduction? Although the Government have said in answer to a parliamentary question that there is no link between this reduction and the issue of the interoperability of SMETS 1 meters, they also say that the 2016 cost-benefit analysis has already made allowance for the plan to enrol and adopt SEMTS 1 into the DCC. I understand that the cost of the DCC has already risen by a further half a billion pounds since it was first proposed. Who is responsible for monitoring and containing these costs In September 2016, the House of Commons Science and Technology Committee suggested that the essential aims of the smart meter programme are likely to fail without “a programme of user engagement before, during and after installation.” It is becoming clear that there is a lack of consumer trust and confidence in, and understanding of, the smart meter roll-out. As we have heard, the Department for Business, Energy and Industrial Strategy’s most recent public attitudes tracker found that people were less than convinced about smart meters, and a recent article in The Daily Telegraph claimed that only one in five consumers is accepting the offer of a smart meter. I know the Minister is eager to promote customer satisfaction, but without a renewed campaign to increase public awareness and improve perceptions of smart meters, there must be a concern that the benefits will not be realised I also want to ask about evidence that has emerged about the behaviour of energy suppliers and those they engage to promote their plans. They are required to take reasonable steps to offer smart meters, so why are people receiving cold calls claiming that accepting one is a legal requirement? I understand that the Minister might have already referred this to Ofgem, but can he confirm that that is the case? If so, will he indicate when we might expect to hear some response? There are also some safety concerns, as highlighted by—
ParlaMint-GB_2017-10-24-commons.u554	On that last point about what happens when our constituents hit those sort of buffers—when they are faced with inaccurate information—they say to me that they just do not know who to approach to complain about it. That is a fundamental weakness in the system—where should people go?
ParlaMint-GB_2017-10-24-commons.u555	I absolutely agree. I understand that there is a code of practice, but who is making sure that it is being enforced I understand that there are also some question marks about the safety of the installations, as was highlighted in a BBC “Watchdog” programme, which showed that some gas and electricity meters have led to safety issues in homes. So what I really want to ask the Minister is: what checks are carried out on the behaviour of energy suppliers to ensure that they are complying with the smart metering installation code of practice? As my right hon. Friend asks, what redress do the public have when they are clearly being misled by people who are supposed to be giving them the best possible information?
ParlaMint-GB_2017-10-24-commons.u556	As my hon. Friend the Member for North Ayrshire and Arran (Patricia Gibson) pointed out earlier, the SNP welcomes the progress on smart meters. The Scottish Government have set out developments for the roll-out in their Scottish energy strategy, which will obviously encourage uptake As we have heard from many Members, the benefits of smart metering technology are more accurate bills, more convenience and better energy. The technology can enable customers to better manage their energy, so consumers will be able to get a better deal, and could help consumers with more competitive tariffs. There are, though, serious concerns that must be dealt with before we can welcome everything in the Bill or, indeed, the whole roll-out of smart meters The first concern is on data and privacy. As we heard from my hon. Friend the Member for North Ayrshire and Arran, GCHQ did some work on the vulnerability of smart meters and found “glaring loopholes” that would allow access to meters. There is not only the potential for the abuse of customer information, but a security concern. If smart meters can be accessed in that way, it is potentially dangerous for national security. It is incumbent on the Government to ensure that proper controls are in place to make sure that that cannot happen It is important that consumers know that their data will be safe. I urge the Government to look into measures that allow the consumer to have more control over and ownership of their own data. They should have the right to look after their own information. There are clearly issues of connectivity and reliability, particularly with respect to customers’ concerns about whether units will work when they switch energy suppliers.
ParlaMint-GB_2017-10-24-commons.u557	Does the hon. Gentleman agree that the issues with the first generation of smart meters could easily give rise to frustration among consumers? They are encouraged to monitor their energy usage and costs and to shop around, but when they do shop around, they discover that their smart meter is no more and has deceased.
ParlaMint-GB_2017-10-24-commons.u558	The hon. Gentleman makes a pertinent point. The Government need to put the consumer confidence issue front and centre and deal with it We must consider the costs and the potential increase in bills to pay for those costs. The right hon. Member for Don Valley (Caroline Flint) mentioned the fact that the consumer is not necessarily put first in the process. Surely, it would be appropriate for the outcome of a cheaper bill—a better deal for the consumer—to be put right at the heart of the delivery of the smart meter programme. I am not convinced that it is currently, so I suggest the Minister come back with some reassurances on how it will be With respect to the serious problems with consumers’ bills, the smart meter roll-out does not deliver on some of the big elephants in the room. My hon. Friend the Member for North Ayrshire and Arran mentioned Hinkley Point, one of the biggest white elephants around. The cost-benefits will be negated by the costs of Hinkley and the strike price that has been agreed, which nearly doubles the cost to consumers Smart metering does not tackle other issues for consumers in the different parts of the nations of the UK. For example, in my constituency and others in the highlands, we still have the inequity of consumers paying up to 6p more per unit than consumers in other parts of the UK. That cannot be right. When the Minister looks into measures to reduce costs for people in their homes, I urge him to consider some of the more pressing issues that are adding to fuel poverty There is, perhaps, one issue that the Minister could consider in taking forward smart meters, particularly when we get to the next generation of smart meters. We have talked a lot about the ability to switch tariffs and to monitor how much is being spent, but how easy would it be to allow consumers the ability to switch suppliers at the touch of a button in the next generation of smart meters? That is within the gift of the technology. Why is it not within the scope of the measures that we are taking forward I will not take up the full time that is available to me. I will just finish with a few questions. Will the Minister come back and state clearly, today and in future meetings as the roll-out goes forward, what will be done in practical terms to ensure that vulnerable people will not miss out in the roll-out of the smart meters programme? When will we see details on the next generation of meters, and will the Government consider those payment and switching options that I mentioned? When will we see the detailed roll-out of the strategy to understand how everyone will be included in this by 2020?
ParlaMint-GB_2017-10-24-commons.u559	I start with a slight confession: I sometimes wonder whether I am easily confused. I ask that because I have been looking at the information that the Government have put out in the briefings associated with this Bill. I have to ask myself, “Are the Government easily confused, or are the Government trying to confuse us?” I want to highlight some of the issues that I have picked up. First, it is claimed that the extension of the Secretary of State’s powers to intervene until 2023 does not extend the actual period of the smart meter roll-out beyond the 2020 target date. The Government claim that they are on target to hit their deadline, but analysis shows that 53 million smart meters need to be installed but that only 7.7 million meters have been installed since 2011. That leaves 45 million smart meters to be installed in just a three-year period.
ParlaMint-GB_2017-10-24-commons.u560	Is there not an upside to this? The meters that have been installed so far have fairly limited functionality and interoperability. The upside is that the second generation of meters, which will be fully functional, will allow the Government to put their foot to the floor and move ahead with these meters.
ParlaMint-GB_2017-10-24-commons.u561	I understand the hon. Gentleman’s point, and I thank him for it. It is a bit like saying that the long-drawn-out introduction of universal credit is good, when the roll-out was a shambles. It is not enough to say, well, this roll-out is a shambles but that is good because better technology is coming further down the line.
ParlaMint-GB_2017-10-24-commons.u562	Surely, if the hon. Member for Stirling (Stephen Kerr) was right in his assertion, he was making a perfect argument for not installing any more of these inferior meters.
ParlaMint-GB_2017-10-24-commons.u563	I thank the hon. Gentleman for his point. I know that that was alluded to in the previous intervention. Yes, if there is better technology, it makes sense to work towards installing that better functionality. There is another consideration when it comes to extending the deadline. If we are going to be honest about things, extending the deadline will actually make the installation process much more efficient. How much will it cost to ramp up and supply the additional labour that is needed to go from 350,000 meters a month to 1.25 million meters a month? It will take extra labour, extra training, a massive recruitment exercise, and then, lo and behold, all these people are out of a job because the installation period has gone by. There is actually some merit in considering doing this over a longer period, as it could work better for consumers in the long run.
ParlaMint-GB_2017-10-24-commons.u564	Just while we are still on installation, does the hon. Gentleman agree that the three big suppliers in Scotland—SSE, Scottish Gas and Scottish Power—seem to be focusing much of their work on the urban areas rather than on the more rural and remote areas, where fuel poverty is a bigger issue? Does he agree that the roll-out should be equidistant across the country, and that that is something we could achieve in Scotland?
ParlaMint-GB_2017-10-24-commons.u565	I thank the hon. Gentleman for that intervention. I agree with his point. There are also other logistical installation problems, which tie in with concern about how practical this 2020 deadline is. For example, at the moment, many properties in Scotland have gas meters installed in their external walls. Right now, smart meters cannot be installed in external walls. Last week, my office manager agreed to get a smart meter installed. Someone from the company came out and said, “I can’t actually give you a gas meter.”
ParlaMint-GB_2017-10-24-commons.u566	The other issue is connectivity. There is not the broadband or mobile telephony coverage that these rural areas need to sustain the functionality of the meters.
ParlaMint-GB_2017-10-24-commons.u567	I agree. There is an issue with connectivity, and a problem with gas meters on external walls. Flats and tenements quite often have banks of meters installed in communal areas, and there is not yet a solution for the installation of smart meters in those cases. Frankly, the 2020 deadline is dead in the water As I said, the consumer pays for any increase in labour costs and recruitment to try to hit a deadline, so that is an additional cost that eats into savings and is probably not yet projected. I am a wee bit unsure about the Government’s estimate of the financial benefits of the smart meter roll-out. I am not saying that the roll-out is not a good thing, but I do question some of the figures attributed to it. The only guarantee that consumers have is that they will have to pay for the £11 billion installation costs. As we have already heard, those costs are increasing There is an estimated direct consumption saving of £5.3 billion, which is only half the installation cost. There is also an assumption about long-term behaviour—that customers will continue to operate a reduced energy usage. I have a concern about human behaviour. It may be the natural instinct of many customers to modify their behaviour and turn down their electricity usage when they get smart meters, but bad habits may creep in over a long period and the savings might not be realised at the same level There are other estimated savings in the Government’s cost-benefit analysis that are, frankly, quite spurious. The Government estimate £8 billion of supplier benefits, but there is absolutely no guarantee that the £8 billion that suppliers are predicted to save will be passed on to consumers. The Secretary of State intervened earlier to suggest that the market will dictate that these savings will rightly be passed on to consumers, but I draw the Minister’s attention to the fact that market failure is the whole reason that we agree on energy price caps. There is no way that we can guarantee that future savings for suppliers will be passed on to consumers Other spurious savings estimates include carbon-related benefits of £1.3 billion and £98 million in air quality savings. Now, reducing carbon emissions is a good thing, but I question how we can quantify those reductions as savings that will go direct to the consumer. The Government estimate savings for each household of £11 per annum by 2020 and £47 per annum by 2030, and £16 billion of savings were estimated overall. However, as my colleagues have touched on, the bottom line is that these estimated savings of £16 million are completely dwarfed by the £30 billion project that is called Hinkley Point C. That wipes out any projected savings from this programme Other hon. Members have mentioned that all consumers are paying for this programme, so surely the fuel poor and prepayment customers should be targeted first and given assistance. We should ensure that these vulnerable customers get the smart meters they deserve. Smart meters are supposed to end estimated billing, but it is acknowledged in the Government’s own factsheet that accompanied some briefings that if somebody with a first generation meter changes supplier, it is quite possible that they will lose the functionality of the smart meter. Even if they retain some functionality, they will end up back with estimated meter readings. That is counter- productive and the opposite of what the smart meter roll-out is supposed to achieve It was said that the second generation roll-out will start in July 2018. Well, we need the Minister to confirm how certain that is. Will the energy suppliers be forced to move on to the second generation meters, or will they be able to use up the backlog of 2 million first generation meters or whatever the number is? What if the initial companies are doing cheap deals on the first generation meters to get them out the door? Are we still going to be stuck with them?
ParlaMint-GB_2017-10-24-commons.u568	I have spoken to a major energy supplier in my constituency, and it is clear that suppliers are seeking clarity from the Government on not only the timescale in which they are supposed to install these meters but what are deemed to be all reasonable attempts to get them installed. So, overall, there seems to be a lack of clarity, even for the suppliers.
ParlaMint-GB_2017-10-24-commons.u569	Yes, I agree, and I hope we will get more clarity when the Minister sums up I agree that properly functioning smart meters can bring consumer benefits, but it is clear that they are not a silver bullet in reducing bills for energy users. To properly reduce costs, the Government need to look at their wider strategy. Nuclear commitments need to be scrapped. All renewables need to be able to bid in future contract for difference auctions. Much more also needs to be done to manage the smart meter process, and I look for confirmation on that when the Minister sums up. At the moment, the Bill will not achieve that, but it will extend the Government’s powers, and I hope we will hear how those will be used to better implement the roll-out of smart meters Finally, the Secretary of State mentioned the smart grid and the use of smart meters for demand management. If we are going to get to that, the future upgrades need to be much more efficient, and I look forward to that happening in due course.
ParlaMint-GB_2017-10-24-commons.u570	We have had a very good debate this afternoon, with informed and engaged contributions from hon. Members on both sides of the House on a wide range of issues relating to smart meter roll-out and, in some instances, going a little beyond that. However, the contributions have all been relevant to a debate about a Bill with some very specific and relatively narrow elements Two of the clauses are very specific. One relates to the extension of the termination period during which the Secretary of State has powers over activities connected to smart meters from an end date in 2018 to an end date in 2023. The second addresses the lack in legislation of a smart meter communication and licensing administration regime by establishing one If we look very narrowly at the Bill, we might ask two important questions: why did the Government decide in 2014 that there should be a 2018 termination date for Government control over the smart meter roll-out, and why is that date now being extended to 2023? Is it being extended because, as hon. Members have said, the Government do not think the smart meter roll-out will in fact be completed in 2020, or are there other reasons for the extension? We might ask why, if there is a real risk of the roll-out being delayed by the Government’s inability hitherto to wrestle the operation of the DCC from possible paralysis—should it, or presumably the company to which it has been outsourced and of which it is now a wholly owned subsidiary, go bust, or should payments not come in to that company—these operations have apparently been conducted with no such safeguard written into legislation for almost four years since the establishment of the DCC in 2014 Both questions, unless they have particularly good answers attached to them, demonstrate a certain, shall we say, laxity in the Government’s approach to the oversight of the roll-out of smart meters, and might prompt further questions: what else is possibly in the woodwork that may be impeding the progress of the smart meter roll-out to a successful conclusion, and are there further things we might do to ensure that the process works well in moving towards that goal Hon. Members have raised a number of those possible issues this afternoon. In an intervention, my hon. Friend the Member for Chesterfield (Toby Perkins) talked about dumb meters being replaced by smart meters and about what would happen to them. The hon. Member for Eddisbury (Antoinette Sandbach), in a very thoughtful contribution, raised the issue of what we should do about energy efficiency in conjunction with smart meters, and talked about how those two issues might go hand in hand. My right hon. Friend the Member for Doncaster North—
ParlaMint-GB_2017-10-24-commons.u571	Don Valley.
ParlaMint-GB_2017-10-24-commons.u572	I am very sorry—it’s Don Valley now, isn’t it My right hon. Friend talked about the continuing imbalance of benefit in the roll-out of smart meters, with the benefit appearing to be accruing to energy companies, as opposed to customers. For our part, we support the idea of introducing smart meters across the country to replace the dumb meter system that serves the customer very badly and has historically done so, and is certainly not fit for purpose for the requirements of the different ways of supplying, using and measuring power that are coming our way with the energy revolution that is upon us The gain not only to customers but to our energy systems as a whole of having collectively installed, sufficient smart meters across the country to bring in new ways of measuring and predicting use of associating smart meters with smarter grids, thereby saving enormous amounts of further future expenditure in grid strengthening and capacity additions—all to the benefit of a smarter, more resilient, more efficient energy system for the future—suggests that supporting smart meters is right thing to do But then we come to the process by which smart meters are rolled out, and there is much to raise an eyebrow about. First, there is the Government’s original choice of who should undertake the roll-out—the energy companies: a model not adopted by any other country managing a smart meter roll-out programme, as my right hon. Friend the Member for Don Valley (Caroline Flint) pointed out. Secondly, there is, as a number of hon. Members have mentioned, the high overall costs built into the roll-out—costs that will eventually land on consumers in the shape of bills on their doormats. Thirdly, there is the truly lamentable performance so far in getting the DCC—the communications company responsible for making smart meters communicate well and on an interoperable basis—up and running so that smart meters, once installed, really can communicate with other and with the system. That communications company has now only just gone live, at the very end of the window for doing so before serious repercussions arise. Fourthly, there was the decision, halfway through the roll-out, to transition from one type of smart meter to another—a process akin to trying to change the wheel of a car while it is driving along the road All these issues raise legitimate and far-reaching questions about whether the goal of having a critical mass of smart meters in place by the end of 2020 is likely to be achieved and whether, in the short time available to us, moves can be made to get us back to that goal. The recent reports in the 2016 impact assessment suggest that we are not doing very well on installation—that we are set for an almighty bunching of installations in late 2018 and 2019 that is very daunting, even if vans of installers are not starved of meters to put up because they have been told not to install the old ones and are awaiting supplies of the new ones to install. I welcome the consultation on methods of resolving the possible hiatus in supply during the changeover from SMETS 1 to SMETS 2 meters. However, I am minded—I think the Government will have some difficult decisions to make in this regard—of what we need to do by 2020 in populating the country with smart meters to the extent that we can really make these changes possible, for our collective good, given the sheer number of smart meters that have been installed across the country We need to judge the very modest changes to the smart meter roll-out regime in this Bill against that wider background of decisions and progress made in the roll-out itself, and of how far away we are from the goal of having a national smart meter presence that makes all the other energy innovations—and cheaper energy and gas—possible, and to decide whether we should take the opportunity to add further elements of “getting on with it” into the Bill as it progresses through Committee We will not oppose this Bill on Second Reading. However, I place the Minister and the Government on notice that in Committee we will closely scrutinise the roll-out provisions currently in place to look at ways in which we can make amends for some of the frankly sloppy decision making that has occurred in the progress of the roll-out, and stiffen the sinews of the programme so that it works as well as it can. It is perhaps no coincidence that the—
ParlaMint-GB_2017-10-24-commons.u573	Will the hon. Gentleman confirm that the programme motion is generous in providing time for consideration of the Bill?
ParlaMint-GB_2017-10-24-commons.u574	The last time I heard about the progress of the programme motion, there was no agreement on the number of days that could be set out for the Committee stage, so it may well be the case that that concern will be reflected tonight. However, I would emphasise that as far as the main purpose of the Bill—
ParlaMint-GB_2017-10-24-commons.u575	As I understand it, there are six days in the programme motion—[Interruption.] Forgive me; there are eight days in the programme motion for a Bill on which the Labour party will not divide the House. It seems bizarre to divide the House on the programme motion.
ParlaMint-GB_2017-10-24-commons.u576	I repeat that according to my latest information, the discussions about what should be in the programme have not concluded. That may be reflected in what we do tonight I have with me plastic models of Leccy and Gaz, the characters from the advertisements for the smart meter roll-out. Hon. Members can see that as far as Leccy is concerned, the model does not stand up; perhaps that is no coincidence. We want the process to stand up as well as it can, and we will work hard to ensure that it does.
ParlaMint-GB_2017-10-24-commons.u577	Earlier this year when I decided I was going to switch my supplier, I found myself on my hands and knees with a torch and a duster, clearing cobwebs away. That is no way to go on. The purpose of this Bill is to give us all a way of changing supplier and put us in control of our destiny when it comes to our power I thank hon. Members from both sides of the House for their contributions, none of which I take lightly. I look forward to the Bill Committee, and I will be delighted when we have agreed with the Opposition the time needed to go through the Bill in great detail. I will not go into as much detail in this speech as I will do in the Committee, because I am delighted that everything has been agreed. I remind Members on both sides of the House that the Bill is not about money saving, modernisation for the sake of it or replacing old kit; it is the platform for a new smart and flexible energy system that gives control to all customers—vulnerable customers and others alike. That is absolutely necessary, which is why we are doing it Of all the points made by hon. Members on both sides of the House, I particularly want to clear up one first made by my hon. Friend the Member for Rugby (Mark Pawsey). The SMETS 1 and SMETS 2 meters have been much discussed, and I can confirm that a software programme is being developed that will allow full conversion between the two. That will be done remotely, so customers who have had the meters installed will not have to worry about people coming to their house and changing them again. That conversion programme will start within a year.
ParlaMint-GB_2017-10-24-commons.u578	Will the hon. Gentleman give way?
ParlaMint-GB_2017-10-24-commons.u579	I am very sorry, but there is not time. The smart meter programme is the foundation of this whole system of freedom. It is one of the most significant engineering projects that has been undertaken in our country, and I am delighted to report that about 370,000 smart meters are being installed each month. I have met the suppliers, and they have all made arrangements to double or triple that in the next few months. I thank hon. Members on both sides of the House for their contributions today, and I look forward to the agreed scrutiny of this Bill. I commend it to the House. Question put and agreed to. Bill accordingly read a Second time. Smart Meters Bill (Programme) Motion made, and Question put forthwith (Standing Order No. 83A(7)), That the following provisions shall apply to the Smart Meters Bill: Committal (1) The Bill shall be committed to a Public Bill Committee Proceedings in Public Bill Committee (2) Proceedings in the Public Bill Committee shall (so far as not previously concluded) be brought to a conclusion on Thursday 30 November (3) The Public Bill Committee shall have leave to sit twice on the first day on which it meets Proceedings on Consideration and up to and including Third Reading (4) Proceedings on Consideration and any proceedings in legislative grand committee shall (so far as not previously concluded) be brought to a conclusion one hour before the moment of interruption on the day on which proceedings on Consideration are commenced (5) Proceedings on Third Reading shall (so far as not previously concluded) be brought to a conclusion at the moment of interruption on that day (6) Standing Order No. 83B (Programming committees) shall not apply to proceedings on Consideration and up to and including Third Reading Other proceedings (7) Any other proceedings on the Bill may be programmed.—(Rebecca Harris.)
ParlaMint-GB_2017-10-24-commons.u580	We now come to the presentation of public petitions. I call Mr Martyn Day. [Interruption.] Order. Let us be fair to Mr Day, who wishes to present his petition. Will people leaving the Chamber please do so quietly?
ParlaMint-GB_2017-10-24-commons.u581	I rise to present a petition relating to the personal independence payments assessment criteria and process. Before I read it, I would like to add that this issue is the single greatest source of requests for home visits from my constituents. Many are disabled with degenerative conditions and are totally stressed out by the process The petition states: The petition of the residents of Linlithgow and Falkirk East, Declares that the petitioners believe that Personal Independent Payment (PIP) forms are extremely complex; further that assessors do not fully understand the impacts of all disabilities; and further that the current rules are leading to many recipients unfairly losing their benefits and thus having to go through a very stressful appeal process which worsens their condition The petitioners therefore request that the House of Commons urges the Government to undertake a full review of the PIP claims process and in particular to ensure that the assessment criteria are fit for purpose; further that PIP claim forms are simplified; further that staff training and guidance are improved to ensure better decisions; and further that lifetime PIP awards be made to people with the most severe conditions and deteriorating condition And the Petitioners remain, etc [P002066]
ParlaMint-GB_2017-10-24-commons.u582	I rise to present a petition asking for fairer funding for Devon pupils, on behalf of the residents of my constituency. This petition, signed by a number of my constituents, and a similar petition signed by a further 900 of them, expresses concern about the funding situation in which our schools find themselves. It states: The petition of residents of the constituency of Newton Abbot, Declares that each pupil in Devon received £290 less than the national average; further that Conservatives in Devon believe this is not right; and further that the recent Government consultation was flawed and did not improve the situation. The petitioners therefore request that the House of Commons urges the Government to increase the funding for the young people of Devon And the petitioners remain, etc [P002067]
