ParlaMint-GB_2017-03-07-lords.u1	Hear, hear!
ParlaMint-GB_2017-03-07-lords.u337	I thank all noble Lords who have taken part in the debate on this amendment, relating to the right of the people of Northern Ireland to identify themselves as British or Irish or both, under the Belfast agreement. It is always a pleasure to follow two former Secretaries of State who have so much experience of this issue. I also mention the eloquent contributions from, among others, the noble and right reverend Lord, Lord Eames, and the most reverend Primate the Archbishop of York The noble Lord, Lord Hain, referred to the current political context. The whole House is very conscious of the political situation in Northern Ireland and the need to provide support to the parties there. The recent Assembly election produced a high turnout, and my right honourable friend the Northern Ireland Secretary said in a statement on Saturday: “This election has demonstrated the clear desire by the overwhelming majority of people in Northern Ireland for inclusive, devolved Government … Everyone now has a shared responsibility to engage intensively in the short period of time that is available to us, to ensure that a strong and stable administration is established” I make it absolutely clear that the Government take that responsibility very seriously and are totally committed to the resumption of strong and stable devolved government, which is so much in the interests of the people of Northern Ireland. We all want to see the forward momentum of the peace process maintained The amendment in the name of the noble Lord, Lord Hain, seeks an undertaking to support the right of the people of Northern Ireland to claim Irish citizenship, as set out in the Belfast agreement. The Government’s commitment to the Belfast agreement is absolutely rock-solid, including to the principles that recognise the birthright of all the people of Northern Ireland to identify themselves and be accepted as Irish or British, or both, as they so choose, and their right to hold both British and Irish citizenship. As the noble Baroness, Lady O’Neill, and the noble Lord, Lord Empey, made clear, this birthright predates the Belfast agreement. The United Kingdom’s departure from the EU will not change this commitment. However, the question of who can or cannot claim Irish nationality and citizenship is not something that would be dealt with through the Article 50 process Citizenship and nationality are matters of exclusive member state competence. The right to Irish nationality and citizenship is therefore a matter for Ireland, in line with its own commitments under the Belfast agreement. The Taoiseach has repeatedly made clear that the Irish Government remain committed to this agreement. In response to the point made by the noble Lord, Lord Hain, and the noble Baroness, Lady Suttie, EU citizenship is enjoyed by the citizens of all EU members. Therefore, any Northern Ireland resident who takes Irish citizenship will have EU citizenship. This is a matter of EU law, so no guarantees are required from the UK. It does not require special status. There are, after all, 3 million EU citizens currently in the UK. The noble Lord, Lord Reid, and the noble and right reverend Lord, Lord Eames, raised the issue of the border. The Government are committed to a frictionless border. How that is achieved is a matter for negotiation In conclusion, although the Government agree with the core sentiment behind this amendment—namely, unwavering support for the Belfast agreement—there is no need for its inclusion in the Bill in order to achieve the effect the noble Lords are seeking. Therefore, I respectfully ask the noble Lord not to press his amendment, as he indicated he would not.
ParlaMint-GB_2017-03-07-lords.u338	My Lords, I am grateful to the Minister and will respond briefly to him in a moment. However, the happy consensus which we have enjoyed this evening will be destroyed over the weekend when Wales play Ireland—at least in the case of my noble friend Lord Murphy and me My noble and right reverend friend Lord Eames spoke, as always, with moving eloquence. I am grateful for his generosity to me and to my noble friends Lord Reid and Lord Murphy. He said, very aptly, that Northern Ireland was affected by Brexit more than any other part of the UK. Scotland may be making the most noise but he is right that Northern Ireland, potentially, will be more seriously affected The noble Viscount, Lord Slim, referred to my mention of soldiers being prosecuted. To ensure that he understands my point of view, which is shared by my noble friends Lord Reid and Lord Murphy, we did indeed try to draw a line under the past. I introduced the Northern Ireland Offences Bill, which fell because its principle was that it applied to everybody. You had to treat people equally, whether they were a British soldier or a former paramilitary: that principle is vital. I can well understand why the families of soldiers who are now in their 70s and are being prosecuted for offences that they are said to have committed have a grievance that this may be one-sided. You have to do these things even-handedly—and I return to what my noble and right reverend friend Lord Eames said. I do not wish to detain the House because it is not strictly appropriate to this amendment, but it is part of the context. You have to deal with this whole question in an entirely different way from pursuing continuous prosecutions going back 30, 40 and more years. Forensic evidence in those cases is either non-existent or, if there is forensic and other evidence, it is often more easily captured under former serving soldiers, where records were kept, than it is under former paramilitaries. So long as the parties turn their backs on an even-handed approach and so long as government is unable to pursue that matter, we will continue to have these grievances and they will multiply My noble and right reverend friend Lord Eames was the co-author, with Denis Bradley, of a very authoritative and excellent report on the past. There was one particular recommendation on compensation which perhaps was not ideal and attracted a lot of controversy. However, the rest of the report showed how it was possible to address this issue. The people of Northern Ireland and their politicians should return to it.
ParlaMint-GB_2017-03-07-lords.u339	I am obliged to the noble Lord. Would he not confirm that, even going back to 1998, one of the principal objectors to drawing a line or trying to treat everybody equally was the Army? It did not wish to be treated in the same way as terrorists who were being prosecuted. It wrote to the Government at the time, objecting strongly to being treated in the same way as ex-paramilitary prisoners. I understand that the security forces still object to that. It is an issue that needs to be addressed. I hope that the noble Lord is at least aware of it.
ParlaMint-GB_2017-03-07-lords.u340	I am aware of it. It is more complicated than the view that the noble Lord attributed to the Army—but my noble friend Lord Reid may be able to clarify.
ParlaMint-GB_2017-03-07-lords.u341	What the noble Lord, Lord Empey, said was true—but, at a certain point, the chiefs of staff actually changed their mind. They could see the difficulties of paramilitaries having been released and the precise difficulties that have been pointed out tonight of British Army soldiers being prosecuted. While I was Secretary of State, they agreed that, if any member of the Armed Forces wished, in the event of such legislation being passed, to have recourse to and defence through immunity, they would not object. So, historically, although they had taken one view, they were prepared to countenance that on behalf of the Armed Forces Unfortunately, the parties in Northern Ireland would not permit an agreement at any given time—and nor, indeed, to be fair, would the British Parliament. We said consistently, “You will regret this because it will be a running sore for decades”. While we accept that there is a contradiction between justice for the families of those injured or killed in the past—which I understand perfectly—and peace and security for the future, the overwhelming case was to assure peace and security for all families in future by drawing a line at 1998. This has been the position of the British Armed Forces since 2003, as I understand it.
ParlaMint-GB_2017-03-07-lords.u342	I am grateful to my noble friend. I will not prolong this discussion too much except to say that, following the impasse that the Minister, the Secretary of State and their colleagues are grappling with, we hope that negotiations will bear fruit. It may well be that the British Government have to give something on this. I would just mention in passing that there is, for example, a demand from the WAVE trauma group to have a pension for innocent victims—not perpetrators of atrocities. I presume this could come only from the Government. I will briefly give way.
ParlaMint-GB_2017-03-07-lords.u343	I am grateful to my noble friend. Thanks to the initiative of the noble Viscount, Lord Slim, we are talking about a desperately important matter. As the noble Lord, Lord Empey, said, there are still some serious reservations about granting amnesty to British forces. I share some of those sensitivities. Without getting into this complicated ground, is it not the case that the prosecuting authorities always have the option to decide whether or not to prosecute not just on the grounds of whether there is a chance of a conviction but also on the grounds of national interest? Is it not to be hoped that the prosecutor in Northern Ireland will take advantage of the opportunity for a judgment with the greatest degree of sensitivity?
ParlaMint-GB_2017-03-07-lords.u344	We are opening up a whole new debate. I am not sure I fully agree with my noble friend. I will end by saying that I welcome the fact that the Minister said that the commitment to the option of Irish citizenship is rock solid, as is the commitment of the Government to the Good Friday Belfast agreement. I beg leave to withdraw the amendment.
ParlaMint-GB_2017-03-07-lords.u345	To ask Her Majesty’s Government what are the economic and environmental benefits of shale gas development in the United Kingdom.
ParlaMint-GB_2017-03-07-lords.u346	My Lords, in opening this debate, I declare a non-pecuniary interest as vice-chair of the All-Party Parliamentary Group on Shale Gas Regulation and Planning and as a former UK Energy Minister This is a controversial subject and, no doubt, your Lordships have heard and will hear many different views. Hydraulic fracturing—fracking—is a technological reality and cannot be uninvented. It is also clear that the Government, and Parliament as a whole, are determined to develop shale gas in the UK. The question is whether this development has been thoroughly thought through in all its ramifications, as we inexorably move towards exploration and production. Andrea Leadsom, the Minister of State for Energy at the time, said in May 2016 that shale gas could, “provide jobs for our people and tax revenues for our society”, and “help the UK to decarbonise while we move away from coal to lower-carbon energy sources” It could secure energy and bring economic growth and job creation The suggestion has been that shale gas development could create between 60,000 and 70,000 jobs, stimulate billions of pounds of investment in the UK, provide energy security and help secure “a bridge to a greener future”. On the face of it, these arguments seem compelling, except that none of them is quite as straightforward as it initially sounds Let me start with energy security. The assumption is that we lack it. A House of Lords Economic Affairs Committee report into shale specifically referred to the reliance on Russia, Europe’s biggest gas supplier. The only problem here is that the UK imports virtually no gas from Russia and is unlikely to import significant amounts in the future In a Written Answer to me last September, the Minister, the noble Baroness, Lady Neville-Rolfe, responded: “There are no pipelines that allow Russian gas to flow from Norway (our biggest source of imports) or via shipped Liquefied Natural Gas (which comes mainly from Qatar). Some gas of Russian origin may enter via pipelines from Belgium and the Netherlands. However, Belgium has reported virtually no Russian gas imports over the past three years. The Netherlands does report some Russian imports, but we estimate Russian gas via this route would account for less than 1% of the UK’s gas imports and, therefore, much less than 1% of our total gas supply” In fact, the UK has now started receiving direct imports of US LNG so, unless we regard Norway and the US as unreliable partners, the energy security argument does not stack up. Of course, it is always better economically to have our own gas than to import it. There may be some environmental benefits if the amount of carbon produced is less, but that is by no means currently certain The billions of pounds of investment and thousands of jobs are presently speculative. Hopes of commercial-scale shale in Poland have faded and many of the majors have already pulled out. The number of licences have been halved. Those leaving include Exxon, Chevron, ConocoPhillips, Talisman and Marathon. Put simply, UK shale may or may not be commercially viable. No one will know until large-scale exploration establishes the level of exploitable reserves. This is, of course, a matter for the companies involved, but the experience in Poland shows that you should not count your chickens or your prospective tax-take As for the thousands of jobs, these may or may not just replace those already lost in the North Sea, partly as a result of the hydrocarbon glut and price collapse caused by the US shale revolution in the first place. Oil and Gas UK estimates that 120,000 jobs have been lost in the wider British economy due to the North Sea oil and gas downturn, with a barrel of crude falling from about $115 to around $50 since 2014, with a close correlation with gas prices. The US has also experienced the boom and ghost town experience, where some shale operators which initially did well went bust in the downturn, impacting local economies. Significant UK shale production and downward pressure on prices could further undermine North Sea operators and squeeze margins in what is already one of the most expensive places in the world to exploit oil and gas. So what about a “bridge to a greener future” and the effect on the environment? Well, this is one of the most contentious issues of all. No doubt the Minister will repeat that the UK’s regulations are some of the strongest in the world and that we have 50 years of successful and safe onshore and offshore oil and gas extraction. Shale gas developments will be very closely monitored, shallow drilling will be banned and seismic movements monitored. That is all true, no doubt, but as Piper Alpha, Deepwater Horizon and the Exxon Valdez disasters showed, accidents do happen. No hydrocarbon explorer or producer can 100% guarantee the integrity of its wells, even if they are much deeper than aquifers. Water contamination is possible and earthquakes are inevitable. We have had several hundred already in the UK as a result of mining operations, quite apart from the notorious Cuadrilla quakes outside Blackpool. The US has had thousands of earthquakes, now indisputably linked to fracking. I am still unsure how the UK will avoid the same fate as the US. Perhaps the Minister will use this opportunity to explain that By the very nature of fracking and unconventional gas, where production falls off after 18 months, the UK will need to develop thousands, not hundreds, of shale gas wells. This has caused problems in the wide open spaces of the US. How will it work in this densely populated island of ours? What about the truck movements? In the US, the environmental picture has not been great. In 2014, Oklahoma experienced 585 earthquakes with a magnitude of three and over. According to the US Geological Survey, these were caused by the disposal of wastewater reinjected into the wells by the shale operators. A study by the University of Alberta, co-authored by the Geological Survey of Canada, confirmed a definitive link between fracking and almost every large earthquake recorded in Alberta and British Columbia since 1985 The Pennsylvania Department of Environmental Protection reported that 234 private drinking water wells in Pennsylvania have been contaminated by drilling and fracking operations in the last seven years. Meanwhile, a US Environmental Protection Agency scientist identified groundwater pollution in Pavillion, Wyoming, as a result of fracking. A separate report in April 2016 concluded that there were, “dangerous levels of chemicals in the underground water supply used by the 230 residents of Pavillion ... Levels of benzine, a flammable liquid used in fuel, were 50 times above the allowable limit, while chemicals were dumped in unlined pits and cement barriers to protect groundwater were inadequate” Last week, the leadership of the Pawnee Nation, a Native American tribe, filed a lawsuit against multiple Oklahoma oil companies, claiming that their operations caused a 5.8 magnitude earthquake Furthermore, there is serious concern about the amounts of methane released during fracking. Recent attempts in the US under President Obama to limit methane emissions look likely to be overturned by President Trump. Of course, the industry will tell us that it will all be different in the UK. It cannot happen here, the US is different and the regulations will be tighter. Perhaps the Minister would like to comment further on that. However, some states and regions think differently. Maryland in the US has put a moratorium on fracking, as have Scotland, Northern Ireland and France. Fracking was banned in New York in December 2014. What do they know that we do not, or do Her Majesty Government have a monopoly of wisdom on the subject? The UK’s Labour Party also supports banning fracking, with shadow energy Minister Barry Gardiner stating: “The real reason to ban fracking is that it locks us into an energy infrastructure that is based on fossil fuels long after our country needs to have moved to clean energy” We will continue to be dependent on fossil fuels in the foreseeable future, at least up to 2040 or 2050. Her Majesty’s Government are committed to reducing our carbon emissions by at least 80% by 2050, compared to 1990 levels. Professor Kevin Anderson, former director of the Tyndall Centre for Climate Change Research, has said: “From a climate-change perspective this stuff simply has to stay in the ground” The Environmental Audit Committee reported in 2015: “Ultimately, fracking cannot be compatible with our long-term commitments to cut climate changing emissions unless full-scale carbon capture and storage technology is rolled out rapidly, which currently looks unlikely” The Committee on Climate Change also thought that the implications for UK shale gas exploitation for greenhouse emissions, “are subject to considerable uncertainty”, and are not compatible with UK carbon budgets unless strict measures are taken Finally, a recent survey showed that only 19% of people back shale exploration in the UK despite the various inducements offered to local communities. The Financial Secretary to the Treasury said in the other place last November that the Prime Minister has been very clear: “Local people must come first”—[Official Report, Commons, 21/11/16; col. 727.] Will the Minister therefore pledge that local communities will in future decide local planning issues?
ParlaMint-GB_2017-03-07-lords.u347	My Lords, I congratulate the noble Lord, Lord Truscott, on obtaining this debate and on his introduction to it. However, I shall come to some very different conclusions from those that he reached I chaired the Economic Affairs Select Committee, which reported on this subject in May 2014. According to our own press department’s survey, that committee’s report obtained one of the widest levels of attention of any Select Committee report produced at that time. That was partly, of course, because of the concerns of environmental groups but it went much wider than that Given the wide-ranging background and knowledge of the members of the Select Committee—on the environment, climate change, economic issues; we had all these things—I had thought that it would be very difficult to reach agreement. In fact, we had a unanimous report, having heard from a very wide range of expert witnesses. Therefore, my main conclusion remains, as was the conclusion in the report, that the benefits far outweigh the risks, and the risks can be controlled. My main concern is that it is still far from certain that the benefits will be realised and achieved What have been the developments since our report was published? First, the Government have made some beneficial changes to legislation. Senior Ministers, past and present, have confirmed that in principle they are strongly in favour of shale gas exploration and production as a major contributor to our energy mix, employment, import savings and other benefits Secondly, it is widely recognised that our regulatory and other environmental requirements are fit for purpose. Thirdly, the Government have made some helpful changes to planning and tax legislation and offered community benefits to those affected. All this is very commendable but progress is just too slow, there is no clear drive and few results have been obtained so far. The history to date is of limited progress and no real awareness among the wider public of the benefits of shale gas as compared with the media attention given to protesting local and environmental groups. Since 2004, government and Parliament have striven to meet all the environmental, planning and other concerns, as have the industry and regulators, and compensatory benefits have been given to local communities. All that is now in place. Yet still no exploration drills have been drilled since 2011, so we still do not know the full potential or can fully cover all the risks. So shale gas drilling is still at a pre-exploratory stage, no commercial operations have been authorised and a lengthy application process must be completed before drilling can take place Meanwhile, the world is passing us by. Only this week we learned that shale output from the Permian Basin in Texas is expanding faster than the world thought possible. The founder of Pioneer Natural Resources there said: “People just don’t seem to realise how big the Permian is. It will eventually pass the Ghawar field in Saudi Arabia, and that is the biggest in the world” He also says: “We have had such efficiency gains that break-even cost in the Permian are close to $25. It took us 40 days to drill a well in 2014. We’re already down to 20 days” Meanwhile, we in the UK have not even started. The US will get all the benefits, unless we get a move on The companies involved in the UK are running out of money quite quickly. The economic valuation is less favourable because the gas price has fallen considerably. The US is finding much more shale gas than originally anticipated and companies there are reducing costs dramatically. There could be a wave of imports in the next few years, making it less favourable for companies to develop here, at a cost to the balance of payments, to employment possibilities and to security of supply. I have not dealt with the wider security aspects, but they are there too The Government are committed to shale gas development in the UK. In our report we called for a Cabinet committee to be set up to get the right mix of incentives, to remove or substantially reduce obstacles, and to give a strong steer to all the departments, local authorities and others to make real progress. It has not yet happened. The benefits are likely to far outstrip the costs and the risks, and the latter can be controlled. Yet the benefits are still far from certain to be realised. In my view, swift progress to shale gas production needs greater public and political recognition and support—and we need to get on with it.
ParlaMint-GB_2017-03-07-lords.u348	My Lords, I think that I would have congratulated my noble friend Lord Truscott on introducing this debate if I had not had to listen to the way he introduced it, which was another example of all the scare stories that we have heard about fracking in the past. I am disappointed to hear them reiterated, because they have all been roundly disproved. The earthquake stories have been recycled again, but even if there was a slight worry about earthquakes, if monitoring of fracking in this country should show anything like 0.5 on the Richter scale I do not think that the earth would be moving, even for my noble friend. We have the toughest fracking safety regulations anywhere in the world I do not understand the idea that, apparently, anybody else can do fracking—it does not matter where else it is done—but it cannot be done here. We do not care if it is done in Qatar, or what the conditions are. We do not care about the fact that if it is liquefied and then de-liquefied that in itself causes emissions. Apparently that is okay with my noble friend The plain fact of the matter is that gas will continue to be used in this country, for 20, 30 and even more years. It is the largest source of electricity, accounting for around 45% of electricity generation, which has allowed the share of coal-fired generation to fall to record lows. Gas-fired power stations can run continuously or as flexible back-up for intermittent wind and solar energy I shall partly repeat what the noble Lord, Lord MacGregor, said, because it was nice to hear a voice telling us about the real benefits that we can expect from fracking, assuming that we actually get round to doing it. At the moment we are significantly dependent on imports, not only of liquid natural gas but also of pipe gas. Whether or not we worry about energy security, surely we should be worried about price volatility, because we do not control the import prices. That exposes the UK to international currency fluctuations, with imported LNG, for example, priced in dollars This also harms the UK’s balance of trade, which apparently does not really matter to my noble friend. In 2015 the UK spent over £14 billion on net primary fuel and energy imports—crude oil, oil products, natural gas, coal and electricity. It is estimated that by 2030 imports of gas alone could cost the UK economy £10 billion a year. We could be producing that ourselves Among the benefits would be energy security and employment. What do we know about shale gas? We know that potentially there are billions if not trillions of cubic feet of gas here. We do not know for sure, but even taking the most conservative estimates—taking only 10%, say—that would give years and years of gas supplies. Employment does not seem to matter any longer either, but there are potential skilled jobs there. We have set up training colleges to train people, but apparently that does not matter either I listened carefully to my noble friend’s arguments, but I direct him to the report by the American Environmental Protection Agency, which looked at 38,000 wells. I did not notice it issuing an instruction that fracking had to stop immediately. If it were such a serious environmental danger, listening to my noble friend one would think that the whole of the US water supply was poisoned. That is just not the case The UK has the industry experience to make a success of shale gas production. More than 2,000 wells have been drilled onshore, with around 200 having been hydraulically fractured at lower volumes to enhance recovery. The Wytch Farm oilfield is located in an area of outstanding natural beauty on a world heritage coastline whose property prices are among the highest in the country and it produced 100,000 barrels of oil a day at peak production, yet I never noticed the whole of Dorset being contaminated as a result. Today the industry has 230 operating oil and gas wells onshore on 120 sites, producing about 8 million barrels of oil equivalent per year We have very large potential shale gas resources and what we are doing about them beggars belief—including, unfortunately, the decision taken by my own party to endorse a ban on fracking—when we could be using them to reduce the cost of fuel. If we cared about fuel poverty, I would have thought that that would be uppermost in our minds Unfortunately, in the green movement there are many scare stories. My noble friend talked about leaving it to local people to decide. I would be happy if it really were local people who decided, but we know that, as soon as there is any local activity in relation to fracking, the usual opponents flood the area, spreading scare stories about earthquakes and poisonous substances. The fact that 99.5% of the substances consists of sand and water did not stop Friends of the Earth claiming that the silicon used caused cancer. On that basis, I presume that none of our children will be playing on beaches any longer, because to my knowledge—although I do not claim to be an expert chemist—that is what sand consists of. These are irresponsible scare stories. Why people persist in spreading them is beyond me I do not want to exaggerate the impact of shale gas but, according to the British Geological Survey, in the Bowland shale there are something like 1,300 trillion cubic feet of shale gas. If only 10% of that could be extracted, it would be equivalent to 40 to 50 years of UK gas consumption. Surely that is worth doing. I cannot understand the opposition. If we were in the situation where there were not sufficient safety regulations, I would be the first to endorse the concern, but that is not the case. This Government have ensured the tightest set of safety regulations. My view is that there are real economic and energy security benefits, as well as employment benefits, to this country if only we could get on with the production of shale gas.
ParlaMint-GB_2017-03-07-lords.u349	My Lords, it is always a great pleasure to follow the noble Lord, Lord Young of Norwood Green, who speaks a great deal of common sense on these issues. I declare my interests in energy as listed in the register—they are mainly in coal, which is threatened by shale gas, and so I should be against it but I am not I first visited a shale gas well in Pennsylvania in 2011 while writing a report for a think tank, the Global Warming Policy Foundation, founded by my noble friend Lord Lawson. At that time, most energy analysts were still arguing that shale gas was a flash in the pan. I concluded that that was almost certainly wrong and that we were witnessing an energy revolution of huge significance. And so it proved. America went from importing to exporting gas. The shale boom pumped hundreds of billions of dollars into the American economy through domestic production and lower prices. The environmental problems were minimal. President Obama’s Energy Secretary confirmed this in 2015, when he said: “I still have not seen any evidence of fracking per se contaminating groundwater” Over the past decade, America has cut its carbon dioxide emissions faster than any country, thanks almost entirely to the shale gas revolution. It did so while simultaneously bringing heavy industry back onshore, whereas we have driven it away. Saudi Arabia tried to kill the shale drilling business in 2014 by flooding the market and cutting prices. It failed—the technology keeps improving and, as my noble friend Lord MacGregor said, the break-even price gets lower and lower Last November, I was on a shale-oil site in Colorado watching the new quiet-fracking fleet do its work: an operation that takes about the same length of time as building a wind turbine and is as limited in area, but produces hundreds of times more energy and is about 2% as prominent in height in the landscape when it is finished In 2011, I wrote that, “shale gas faces a formidable host of enemies in the coal, nuclear, renewable and environmental industries—all keen, it seems, to strangle it at birth, especially in Europe” I was right about that too. What was the reaction of the environmental movement to this gift from the gods? To oppose it with all its might, even at the cost of telling the truth. This year, Friends of the Earth was forced by the Advertising Standards Authority to withdraw several misleading claims it had made about shale gas. As the noble Lord, Lord Young, said, it even resorted to arguing that sand is carcinogenic. It did not quite have the brass neck to complain about dihydrogen monoxide, which is injected in large quantities into shale gas wells—for those whose chemistry is rusty, that is H2O, or water Who is behind this anti-shale propaganda? Let us look at who stands to suffer from a successful shale revolution here. First, the subsidy-drunk renewable energy industry, still trying to justify things like burning American forests for electricity. The former DECC chief scientist, the late Professor David MacKay, found that in particular circumstances, using wood pellets to generate electricity could have a carbon footprint almost twice that of coal and four times that of gas, and yet we subsidise foreign wood pellets and stand in the way of shale gas The second group with an interest in undermining British shale gas, apparently, is a foreign power. Anders Fogh Rasmussen, the former NATO Secretary-General, has accused Moscow of campaigning to undermine shale gas. Here is a quote from National Review magazine in 2015: “Russia has ramped up covert payments to environmental groups in the West. By supporting well-intentioned environmentalists with hard cash (often without their knowledge), Russian intelligence gains Western mouthpieces to petition Western audiences in its favor.” Sure enough, the Kremlin’s mouthpiece, RT, Russia Today, has been broadcasting anti-UK shale propaganda on its “Keiser Report”, including the line that, “frackers are the moral equivalent of paedophiles” The US Director of National Intelligence said very recently: “RT runs anti-fracking programming, highlighting environmental issues and the impacts on public health. This is likely reflective of the Russian Government’s concern about the impact of fracking and US natural gas production on the global energy market and the potential challenges to Gazprom’s profitability” This is what we are up against. The noble Lord, Lord Truscott, knows Russia well. Given what I have said, can he shed any light on which anti-fracking protesters in this country are funded directly or indirectly by Russian interests We will be burning gas for decades to come under any policy. Even the national grid’s extreme “gone green” scenario for future energy policy sees us burning almost as much gas in 2035 as we burn today. But more than that, we have a huge chemical industry in this country, employing hundreds of thousands of people directly and indirectly. It needs methane and ethane, derived from natural gas wells, as feedstock. That industry will disappear rapidly if we do not exploit domestic shale. It has repeatedly warned us of this. As the GMB union puts it, if exploratory drilling reveals a plentiful supply of UK shale gas reserves, “is it not a moral duty for Britain to take responsibility for providing for our own gas needs from those supplies rather than importing gas from elsewhere” Beneath Lancashire and Yorkshire, in the Bowland shale, lies one of the richest shale gas resources ever discovered. As the noble Lord, Lord Young, said, just 10% of it would be enough to provide 50 years of British needs. We know how to get it out, using sand and water to make millimetre-wide cracks a mile and a half down, with minimal environmental risks. The tiny group of middle-class southerners who go north to protest about this stuff are not representative of public opinion. Let us not us give in to the 21st-century Luddites, commercial interests or foreign crony-capitalists who do not have our interests at heart.
ParlaMint-GB_2017-03-07-lords.u350	My Lords, I welcome this important debate introduced by the noble Lord, Lord Truscott. Shale gas and its extraction by the process of hydraulic fracturing, known as “fracking”, remains a controversial subject. In discussing the environmental benefits of shale gas, it is also important to address potential environmental risks from a science and engineering standpoint. These risks have been referred to by the noble Lord, Lord Truscott I speak from my experience as chairman of the committee that produced in 2012 the Royal Society and Royal Academy of Engineering report, Shale Gas Extraction in the UK: A Review of Hydraulic Fracturing. That independent review was requested by the Government Chief Scientific Adviser, at that time Sir John Beddington. It arose from experiences of seismicity in the Blackpool area in 2011 shortly after the fracking of an exploratory shale gas well at the Preese Hall site. Our remit was to review the available scientific and engineering evidence associated with fracking, identify the major risks and consider whether these could be managed effectively in the UK. We were asked to address two major questions. One, what are the environmental risks, particularly in relation to possible groundwater contamination? Two, what are the risks of earthquakes? In our review we consulted with and received evidence from around 70 experts and organisations, including environmental organisations such as Greenpeace, Friends of the Earth and WWF Our report concluded the following. First, the fracking process itself is unlikely to contaminate groundwater. To reach overlying freshwater aquifers, the fractures in the shale would have to propagate upwards towards the surface for many hundreds of metres to reach them. The risk of this happening is very low, provided that fracking takes place at great depths—it is typically undertaken at depths of several kilometres. It is important not to conflate the fracking process with shale gas well operations. Groundwater contamination is much less likely to be due to the fracking process than to faulty well construction. The only realistic way that any contamination of groundwater may occur is if operations are poorly regulated and faulty wells are constructed as a result. Ensuring well integrity must remain the highest priority to prevent contamination. If wells are properly constructed, sealed and managed, the risk of contamination is very low. Our report therefore concluded that shale gas extraction can be undertaken safely in the UK, provided that operational best practices are implemented and enforced through robust regulation Secondly, our report concluded that earth tremors resulting from fracking are minimal, smaller than those caused by coal mining. In this context, “earth tremor” is a much more appropriate term than “earthquake”. The effects felt from earth tremors caused by fracking would be no worse than those from a passing heavy lorry. The noble Lord, Lord Truscott, referred to earthquakes in Oklahoma. More significant earthquakes have been reported in the USA, all arising from reinjection of waste water into disposal wells, not from fracking itself We recommended various regulatory safeguards to manage these risks. Vital to effective management of the risks is comprehensive and rigorous monitoring. In particular, methane and other contaminants in groundwater should be closely monitored, as well as potential leakages of methane and other gases into the atmosphere. Similar conclusions on the importance of rigorous monitoring were reached by Public Health England in its 2014 report and in other recent reports by science and engineering academies within Europe and elsewhere, including the Australian and Canadian academies. Our Royal Society and Royal Academy of Engineering review made 10 major recommendations, all of which the Government accepted. The Task Force on Shale Gas, chaired by the noble Lord, Lord Smith of Finsbury, reached similar conclusions and made similar recommendations in its final report, published in 2015 We should nevertheless be careful to distinguish between exploratory activities and full-scale production. Shale gas extraction in the UK is presently at a very small scale, involving only exploratory drilling. There is greater uncertainty about the scale of production activities should a future shale gas industry develop nationwide. We will need to pay attention to the way in which risks scale up. Regulatory capacity will need to be increased. Efficient co-ordination of the numerous government bodies with regulatory responsibilities for shale gas extraction must be maintained Our report covered environmental and health and safety risks, but climate risks were not addressed in detail. Fugitive methane emissions during shale gas extraction operations must also be closely monitored and minimised. Green completion technologies, designed to capture any methane and other gases emitted from flowback water, have been made mandatory in the USA by the Environmental Protection Agency since 2015. This may not be applicable to our current small-scale exploratory activities, but such technologies will certainly be needed for any future production activities in the UK The potential economic and environmental benefits of shale gas development in the UK can only be properly evaluated by undertaking exploratory drilling and fracking. The type and composition of gas extracted and the proved reserves will vary depending on the detailed geology, so each site has to be investigated on a case-by-case basis. “Proved reserves” means the volume that is economically recoverable. It is this that will really determine the potential economic benefits, which will only become clear when appropriate exploratory drilling has been completed. That is why it is so important for exploratory drilling to proceed without delay Scare stories, myths and mistruths about fracking abound: flames coming from water taps and damaging earthquakes, to name two. Effective public engagement is essential to dispel such myths and mistruths, thereby enabling shale gas extraction to gain wider acceptability. We should recall that the UK has been employing fracking and directional drilling for non-shale resources for many years. Fracking itself is not new to the UK but it is being newly applied to shale gas. The quantities of water needed are greater but otherwise the process is very similar. As the noble Lord, Lord Young, pointed out, over the last 30 years more than 2,000 onshore wells have been drilled in the UK, around 200 of which have been fracked to enhance the recovery of oil or gas. In our Royal Society and Royal Academy of Engineering review we were not aware of groundwater contamination issues with any of those wells. In summary, moratoria on shale gas extraction get us nowhere. The constructive way forward is to proceed cautiously with well-controlled exploratory drilling, with a strong regulatory framework, robust environmental risk assessments and rigorous monitoring regimes. As the noble Lord, Lord MacGregor, put it, we need to get on with it. Only this will provide the evidence needed to properly assess the economic and environmental benefits of shale gas development in the UK.
ParlaMint-GB_2017-03-07-lords.u351	Before the noble Lord sits down, will he say clearly that his society would strongly recommend the development of shale gas because of the huge economic benefits it could bring to this country, subject only to satisfactory safeguards in its production?
ParlaMint-GB_2017-03-07-lords.u352	I thank the noble Lord for that question. The answer is, yes, the Royal Society and the Royal Academy of Engineering would indeed say that we should proceed, provided that we do so exactly as I have said, with very careful and rigorous monitoring.
