ParlaMint-GB_2021-01-19-commons.u1	What steps he is taking to ensure his Department prioritises poverty-focused aid.
ParlaMint-GB_2021-01-19-commons.u316	This Bill builds on a really strong platform that we delivered in 2020, despite those headwinds of the global pandemic. Having got Brexit done, we have struck trade deals with 63 countries around the world, covering £885 billion-worth of trade We are here to talk about the amendments sent from the other place. On genocide, the United Kingdom has never shied away from protecting the rights of the world’s most vulnerable.
ParlaMint-GB_2021-01-19-commons.u317	A lot has been said about the atrocities and, let us face it, genocide going on in Xinjiang. Does my hon. Friend agree that while Lords amendment 3 is not perfect, it is a starting point to address the real human rights concerns? Now is a chance to be the light in the darkness.
ParlaMint-GB_2021-01-19-commons.u318	I welcome that intervention from my hon. Friend. He is right to highlight what is going on in China at the moment. It is an incredibly awful, complex situation. My worry with Lords amendment 3, to address his point, is that it would place our courts in a uniquely difficult position. They would be acting akin to international courts in determining where and when acts of genocide have occurred. Invariably, they will be doing so with unco-operative and oppressive states, as we are witnessing at the moment We risk, I think, turning our courts into arenas for foreign nations to play out their foreign policy objectives. The political and diplomatic risks associated with that would go far beyond the intended scope of the amendment, well-meaning though it is. It would be a dereliction of our duty as parliamentarians to place a political burden on our judges. We would undermine the separation of powers that is the bedrock of the political stability of this nation, and it would erode the royal prerogative powers to conduct international relations. That is not something I think any Government could do, and it is not something I can agree to. On scrutiny, amendment 1 would place limits on negotiators to seek trade deals with flexibility. In a rapidly changing world, fortune will favour the nimble. Dither and delay will not help and will not bring back those trade deals. We are all familiar with deals, no deals and bad deals, but any deal negotiated by a Government is the legacy of that Government. The amendment would remove the responsibility from Government and the obligations would fall between those institutions that I have talked about. Our trade policy would be aimless, not decisive—hesitant, not energetic. If Parliament is not content with the terms of any negotiated agreement, the power remains for ratification to be blocked. The Bill does not change that In general, Lords amendments 1 and 3 simply contradict each other. One pulls the centre of political gravity towards the legislature, and the other towards the courts. We would be dismantling a proven structure of approving trade deals of scale at pace The Bill in general builds upon our newly acquired status as an independent trading nation. We will be taking a values-driven approach to trade policy, which includes defending, championing and promoting high standards around the world in areas such as food and animal welfare, the environment and human rights. It comes at the beginning of an important and exciting year for the UK. Despite everything that the world has thrown at us and at itself over the last year, this year can be the UK’s year: more trade deals; the G7; the G20; and leadership of the COP26. This is Britain’s year, and the Bill goes a long way to kick-starting us into that year.
ParlaMint-GB_2021-01-19-commons.u319	The Government are at pains to say that the NHS is safe in their hands. They say that we do not need to worry about US healthcare companies. They say that it is fear-mongering. “Trust us,” they say, “and stop asking questions.” But in politics, if you want to know someone’s agenda, just look at their actions: see what they say when they think people are not listening. If we do that, we see that the Government are saying something quite different A 2011 book argued that the “monolith” of the NHS should be “broken up”, and that “private operators should be allowed into the service, and, indeed should compete on price.” The book set out a plan for a Conservative Government after the coalition. Its authors? Well, they were five newly elected Conservative MPs, who now sit on the Government Front Bench, including the Secretary of State for International Trade, the Home Secretary, the Foreign Secretary, and the new Secretary of State for Business, Energy and Industrial Strategy. It does not stop there. The Prime Minister, when he was a Back Bencher in this House, called for the privatisation of what he called the “monolithic” and “monopolistic” NHS. Writing in a 2002 book, he also said: “we need to think about new ways of getting private money into the NHS.” If we look at this Government’s actions, again we see their true intentions. During the last 10 years of Conservative rule, the NHS has not just been chronically underfunded; it has been privatised by stealth. The Health and Social Care Act 2012 opened the floodgates to private health companies. In the last five years, nearly £15 billion-worth of contracts have been handed to private providers; that is an 89% increase. In this crisis, again they see an opportunity. They call it NHS Test and Trace, but really we all know that it is Serco test and trace. Billions of pounds have been handed out to failing private companies that put profits before people The clearest test of all was last summer’s vote on the amendment to this Bill that would have provided legal protection for the NHS from outside private health companies. The Government voted it down, with not a single Tory MP rebelling to vote in its favour. Sadly, I do not have time to go through the donations, speaking fees and close links between Government Members and private healthcare companies and firms linked to NHS privatisation—but, of course, they know that too well In conclusion, the NHS is our proudest and most precious public service. Its staff are incredible, dedicated to public health and caring for our country. Today we can show our thanks. Conservative MPs can finally put their warm words into action. This House can vote to protect our NHS. I urge all Members to vote for the NHS protection amendment, Lords amendment 4, and for the scrutiny amendment, Lords amendment 6.
ParlaMint-GB_2021-01-19-commons.u320	With the leave of the House, I will respond to what has been a wide-ranging debate, covering many domestic and international matters Let me first say that the Government recognise that this House enjoys significant expertise and experience on questions of human rights. We are committed to ensuring that that knowledge is utilised, and to exploring how we can ensure that the views of colleagues are heard and considered on these issues in relation to our free trade agreements Let me turn to the points raised during the debate, although I do not have so long to respond. The shadow Secretary of State made a number of points. She said that the Government were stubbornly holding on to CRaG and the Ponsonby rule, despite entry into the 21st century. I was intrigued by that, because, of course, CRaG was introduced by the last Labour Government, in the 21st century—and the right hon. Lady supported it. I would add that, through CRaG, there is an ability to prevent ratification Through the Constitutional Reform and Governance Act 2010, we have added to the process the publication of negotiation objectives and economic impact assessments, and parliamentary statements after each round of negotiations. We have created the Trade and Agriculture Commission to inform Parliament; section 42 of the Agriculture Act reports; and the International Trade Committee and the International Agreements Sub-Committee having access to the texts to provide their own reports to Parliament The right hon. Lady mentioned China. She has come a long way in a short time on China. In her very first appearance at the Dispatch Box in this role on 12 May, she asked my right hon. Friend the Secretary of State to make it clear to the USA that she would not agree to “any version of article 32.10 of the USMCA that would constrain the UK’s ability to negotiate our own trade agreement with China”.—[Official Report, 12 May 2020; Vol. 676, c. 111.] She did not want anything that would conflict with the UK’s ability to negotiate a trade agreement with China. I have been absolutely clear that the Government—
ParlaMint-GB_2021-01-19-commons.u321	Will the Minister give way?
ParlaMint-GB_2021-01-19-commons.u322	No The Government have no plans to negotiate a trade agreement with China, but it does seem that the right hon. Lady might I turn to my right hon. Friend the Member for Chingford and Woodford Green (Sir Iain Duncan Smith). We know that he is passionate on the issue and we know he has had a long-standing interest. We have worked together on many aspects and on trade. He is right that it is for the UK to shine a light across the world. I do not disagree with any of his passionate statements about human rights and genocide. However, we also in this country shine a light around the world by making good law. The scope of his amendment is very wide. It would cover not just free trade agreements, but potential trade agreements, and agreements that the UK might hope to accede to. It covers not only bilateral agreements, but plurilateral and global agreements—even WTO agreements. I do not think it would be right for the Government to wait for the human rights in a country to reach the level of genocide, which is the most egregious international crime, before halting free trade agreement negotiations. Any responsible Government would have acted before then It is also unclear what is meant by preliminary determination procedure. The nature of that procedure has not, I believe, been thought through. As a matter of international law, it is individuals not states who commit genocide. Therefore, in requiring a preliminary determination as to whether a state has committed genocide, it is also unclear what both amendments would actually require a court to deliver What the official spokesman for the SNP, the hon. Member for Dundee East (Stewart Hosie), did not say is that it is the SNP’s policy to rejoin the EU.
ParlaMint-GB_2021-01-19-commons.u323	Hear, hear.
ParlaMint-GB_2021-01-19-commons.u324	The hon. Member for Glasgow North (Patrick Grady) says, “Hear, hear.” But that would mean immediately having to sign up to the EU—
ParlaMint-GB_2021-01-19-commons.u325	Will my right hon. Friend give way?
ParlaMint-GB_2021-01-19-commons.u326	I am not going to take any interventions. I have a lot of points to respond to. I apologise to my right hon. Friend, but I have responded to his speech As I was saying, that would mean immediately having to sign up to the EU’s brand new investment deal with China from day one. The hon. Member for Glasgow North says, “Oh, we wouldn’t do that,” but he has just said that he would re-join the EU My right hon. Friend the Member for North Somerset (Dr Fox) made a very strong point that trade policy must be conducted by the elected Government. We have taken control from unelected judges in Brussels and it should be for elected parliamentarians to scrutinise. He said that amendments put forward today for the very best reasons will result in the very worst practice My hon. Friend the Member for Tonbridge and Malling (Tom Tugendhat) and Chair of the Foreign Affairs Committee made a powerful speech, in particular about his own family’s experience of genocide. He is absolutely right. Genocide is the worst crime there is; it removes an entire people, but we still need to make sure we are making good law. If a country is committing genocide, it is extremely unlikely that any UK Government of any colour would be negotiating a trade agreement with it. I do not believe it would need a court to tell us that, a point also made by my hon. Friends, particularly my hon. Friend the Member for West Aberdeenshire and Kincardine (Andrew Bowie) The Chair of the International Trade Committee had a few points to raise in terms of the Committee’s scrutiny of the Japan deal. I remember that his Committee actually praised it, but we can work with him further to improve scrutiny We had some very good speeches. My hon. Friend the Member for South Ribble (Katherine Fletcher) spoke against the involvement of courts. My right hon. Friend the Member for Bournemouth East (Mr Ellwood) made strong points on the UK’s international position, but I do not believe that if he had really dug into Lords amendment 3 he would be supporting it My hon. Friend the Member for Totnes (Anthony Mangnall), who has studied the amendments, made an excellent speech. He pointed out that, from the scrutiny from the International Trade Committee, Ministers have proven ready to listen. My hon. Friend the Member for Fylde (Mark Menzies) knows trade policy well and was also against the amendments My hon. Friend the Member for Penrith and The Border (Dr Hudson) called for more parliamentary scrutiny. Well, there is a very significant increase in parliamentary scrutiny from the CRaG position that we inherited. We compare favourably with other Westminster-style democracies, such as Canada, Australia and New Zealand My hon. Friend the Member for Wealden (Ms Ghani) was passionate on the issue, but she said that the UK Government are in a do-nothing position. That is not correct. The statement made by the Foreign Secretary last week was very clear about the trade actions that the UK Government are putting in place on supply chains and information and on making sure that no companies benefit from any of the appalling practices happening in Xinjiang.
ParlaMint-GB_2021-01-19-commons.u327	Will the Minister give way?
ParlaMint-GB_2021-01-19-commons.u328	I am going to try to summarise all the points that have been made The amendment in front of us says: “International bilateral trade agreements are revoked”— it is not a suggestion— “if the High Court of England and Wales makes a preliminary determination that they should be revoked” That is an absolutist position as expressed in the Alton amendment. More to the point, there is not a bilateral free trade agreement with China to revoke. I will come back to that point shortly My hon. Friend the Member for Gloucester (Richard Graham), who has been to Xinjiang and spoke strongly against what is happening there, made the point that the amendment, which may have China in mind, could well be used for countries with whom we do have trade agreements. I agree on finding a balance, but the Bill, as he rightly points out, is all about continuity trade agreements and agreement on Government procurement and so on My hon. Friend the Member for Huntingdon (Mr Djanogly) quoted the amendment of the LibDem peer Lord Purvis. I say to him that parliamentarians can have their say through the CRaG process on any future trade deal, if Parliament has concerns. That is a key part of our scrutiny arrangements that are set up The hon. Member for South Antrim (Paul Girvan) questioned whether Northern Ireland would benefit. It is absolutely clear that Northern Ireland will benefit from UK trade deals. The UK says that. The EU says that. The 63 continuity trade deals all apply to Northern Ireland and the withdrawal agreement and protocol are clear that Northern Ireland will benefit from UK FTAs My hon. Friend the Member for Folkestone and Hythe (Damian Collins) spoke on platform liability. He asked us to agree that what happened with the US in relation to the United States-Mexico-Canada agreement, which the right hon. Member for Islington South and Finsbury quoted earlier, will not take effect in the UK. We have been absolutely clear that those provisions will not take effect in the UK. He also called for a formal role for the Information Commissioner. I met her recently and I am considering what she has to say on the matter My right hon. Friend the Member for Gainsborough (Sir Edward Leigh) made a powerful point about the importance of the issue, but the flaw is in the amendment in front of us today. It is not for the courts to revoke trade treaties. That is a denial of the fundamental supremacy of Parliament. He is absolutely right on that, while being passionate about what is going on in China and other parts of the world. He asked for more parliamentary debate. Determining the parliamentary timetable is not always entirely in any Government Department’s hands, but we at the Department for International Trade always welcome more debate on trade deals, wherever parliamentary time allows. It is great to have Members passionately interested in trade deals My hon. Friend the Member for Birmingham, Northfield (Gary Sambrook) made a powerful speech on the 63 deals done. My right hon. and learned Friend the Member for Kenilworth and Southam (Jeremy Wright), a former Attorney General, raised some really strong points about the legal language of the genocide amendment. What does a preliminary hearing mean? Who is the respondent? Would it be the foreign Government, or would the UK Government have to respond for that foreign Government, which in almost all conceivable cases would be a Government that the UK Government would have been very critical of? He raised serious points that get to the heart of the amendment and how it is not appropriate in our constitutional settlement for the High Court to be doing such as thing as trying to revoke an international treaty. On online harms, I am very happy to engage with him further There were excellent speeches from my hon. Friends the Members for West Aberdeenshire and Kincardine, for Hertford and Stortford (Julie Marson), for Dudley North (Marco Longhi) and for Milton Keynes North (Ben Everitt) on the importance of our trade agenda My hon. Friend the Member for Gedling (Tom Randall) is quite right. He is passionate—he is the vice-chairman of the all-party parliamentary group on Hong Kong—but he also said that lawmaking is about workable rules and doubted whether a court should have the right to automatically revoke an international treaty May I also say a few words about some of the Opposition contributions? I do not have time to reply to all of them, but it is good courtesy to try to reply to as many as possible. I think the hon. Member for Aberavon (Stephen Kinnock) was making an argument about whether courts should pronounce on genocide, and that is a relevant topic for debate. However, what we have in front of us is not the question of whether courts should pronounce on genocide; the question is whether the courts should have the right to automatically revoke an international trade agreement. That is the amendment that is in front of us, and that is the amendment that I urge my colleagues to reject. It is not for a court to revoke international treaties The NHS was raised by Opposition Members including the hon. Members for Vauxhall (Florence Eshalomi), for Bristol East (Kerry McCarthy) and for Wirral West (Margaret Greenwood). The Government have been consistently clear about their commitment to the guiding principles of the NHS: that it is universal and free at the point of need. The Government’s position is definitive: the NHS is not and never will be for sale. The NHS is of course the most beloved of British institutions and is not in anyone’s interests, including this Government’s, to change that. No UK trade deal will change that either Let me just say a few final words about Lords amendment 3 on genocide from Lord Alton. I know Lord Alton well. I have worked with him closely on a lot of these issues. He and I were instrumental in the all-party parliamentary group for North Korea, and I know his absolute passion on these issues. I also know from my own involvement in these questions in relation to central Asia, including here in Parliament in 2006, and in articles that I wrote in 2011, how passionate he is about these issues. Being passionate about an issue is why we are in this place, but it is also incumbent on us to make good law, and that is fundamentally the question in front of us tonight with the Alton amendment I want to make three other points quickly. The first is that there is no bilateral free trade agreement with China to revoke, so even if the High Court decided to do so, that would not bring any comfort to the Uyghurs. Secondly, as I have mentioned, is it a matter for the courts automatically to revoke international treaties negotiated by this Government and approved by Parliament? I do not think that can be right. Thirdly, we do not have a bilateral free trade agreement with China, but we do have such agreements with dozens of other countries. I am not at all sure that it is the right role for the High Court to be potentially clogged up with questions of other countries, international relations and international treaties. I ask my right hon. and hon. Friends to consider carefully whether that is the route they wish to go down The amendments introduced into the Bill by the other place were undoubtedly done with good intentions, and I hope that I have spoken to all the points arising in this debate and to the speakers and the amendments. But it is our strongly held position that these amendments would, in the aggregate, be to the detriment of the Bill rather than to its advantage. I hope that what I have said here provides the House with clarity regarding the Government’s position on the amendments we are discussing today, and that it will vote to reject them. Question put, That this House disagrees with Lords amendment 1.
ParlaMint-GB_2021-01-19-commons.u329	In order to observe social distancing, the Reasons Committee will meet in Committee Room 12 Business of the House Motion made, and Question put forthwith (Standing Order No. 15 and No. 41A), That, at this day’s sitting, the motion in the name of Andrew Stephenson relating to Business of the House (High Speed Rail (West Midlands - Crewe) Bill) may be proceeded with, though opposed, until any hour and Standing Order No. 41A (Deferred divisions) shall not apply.—(Mr Marcus Jones.) Question agreed to. Business of the House (High Speed Rail (West Midlands - Crewe) Bill) Ordered, That, at today’s sitting, proceedings on consideration of Lords Amendments to the High Speed Rail (West Midlands - Crewe) Bill may continue for up to one hour from the commencement of proceedings on the motion for this Order and shall then (so far as not previously concluded) be brought to a conclusion in accordance with the provisions of Standing Order No. 83F (Programme orders: conclusion of proceedings on consideration of Lords Amendments).—(Andrew Stephenson.)
ParlaMint-GB_2021-01-19-commons.u330	I beg to move, That this House agrees with Lords amendment 1.
ParlaMint-GB_2021-01-19-commons.u331	With this it will be convenient to discuss Lords amendments 2 to 12.
ParlaMint-GB_2021-01-19-commons.u332	Let me say at the outset that the majority of these amendments are clarifications, corrections and updated references. When a Bill has had such a lengthy passage through these Houses as this one, it is perhaps amazing that there are so few amendments that need to be made. Let me say also that the Government accept all the amendments made by the other place to this Bill As you would expect, Madam Deputy Speaker, I will provide some comment on the more substantial amendments, but before I do so, I would like to thank the other place for its careful scrutiny of this Bill. In particular, I thank my noble Friend Baroness Vere of Norbiton for her very great skill and diligence in steering this Bill through the other place. I also wish to extend especial thanks to Lord Hope of Craighead and his Committee for their careful and considered approach to the petitions against the Bill in the other place and for the way they handled their processes during the global pandemic Turning to the amendments, Lords amendment 2 introduces a requirement on the nominated undertaker to provide and publish annual reports on the impact of the construction of the High Speed 2 project on ancient woodland. This is a scheme-wide amendment: it applies not just to phase 2a of HS2, but to all phases, including those that the House has not yet considered. The requirement in this amendment to report is about ancient woodland, but I have also committed to wider environmental reporting on the impacts of HS2. I look forward to the first of these environmental reports being published, and I am absolutely committed to holding HS2 Ltd to account on environmental matters Lords amendment 3 introduces a new requirement on the Government to undertake the consultation prior to 1 May 2021. This consultation is to be for the people of Shropshire, Staffordshire and Cheshire, and it is to seek views on various types of impacts from the HS2 works. The Government opposed this amendment in the other place, but that was on the basis that it was deemed unnecessary. There has already been considerable consultation with the people of Shropshire, Staffordshire and Cheshire. Nevertheless, I think that accepting this amendment is the right thing to do. As the Minister for HS2, I have been charged with resetting the relationship between the HS2 project and local communities. I have worked continuously with colleagues across the House who represent communities along the line of route. I am listening, and I will not stand in the way of the opportunity to listen more through further consultation. I want to reassure the House that I am taking action on what I hear, where it is needed. Further, I will do all I can to ensure that officials and those working on the project for HS2 Ltd put any consultation responses to the best possible use I am acutely aware of the strength of feeling in the affected communities, and I am therefore mindful of the motivation and the sentiments of those who supported and voted for this amendment in the other place. As I have mentioned, extensive consultation has already been undertaken. It is crucial, though, that we remember that local communities are at the heart of this project. HS2 is a massive infrastructure project from which the whole nation will benefit, but there are those who will have to bear a burden for that to happen I cannot move on without mentioning that there is a price tag of around £350,000 attached to the consultation. However, the costs of running a consultation are minor compared with the costs of delaying the Bill and of not listening to those who are directly affected by the impacts of these works. Let me therefore be very clear about consultation and engagement. The passing of this Bill does not mean the end of engagement with local communities. Indeed, it is only the beginning of a renewed effort to try to mitigate the impacts of the HS2 works on them. Therefore, while there has already been extensive consultation, I see no harm in there being even more The last amendment to which I wish to draw the House’s attention is Lords amendment 5. It simply clarifies when a new road constructed under the powers in the Bill becomes specifically a public highway, and when a temporary highway ceases to be a public highway. This clarifies the position for local authorities and has been highlighted as necessary through learning the lessons from phase 1. The remainder of the Lords amendments—amendments 1 and 4, and 6 to 12—delete references to some specific phase 1 works that have been made obsolete by a Transport and Works Act 1992 order, delete references made obsolete by the repeal of some local Acts and update other references in relation to the Communications Act 2003 The Bill has already taken far longer to go through Parliament than was anticipated when the legislation was introduced in July 2017. I do not want to delay it further today. I want this section of the railway to be built so that we can hasten the benefits of HS2 to the north as soon as possible and, given all that I have said, I urge the House to agree to the Lords amendments.
ParlaMint-GB_2021-01-19-commons.u333	Before I call the shadow Minister, I should say that there will be a three-minute time limit on Back Benchers, because we have only an hour for this debate. I remind hon. Members that when a speaking limit is in effect for Back Benchers, a countdown clock will be visible on the screens of hon. Members participating virtually and on the screens in the Chamber. For hon. Members participating physically in the Chamber, the usual clock in the Chamber will operate.
ParlaMint-GB_2021-01-19-commons.u334	I rise to support the Bill and all the Lords amendments. I thank the Minister for his acceptance of Labour amendments, particularly Lords amendment 3, and for his acknowledgement that the Bill did not go far enough to ensure that local voices were heard. This progress would not have been possible without the excellent work of my Labour colleagues in the other place, including Lord Rosser and Lord Tunnicliffe. I appreciate the hard work that has been done to get us to these final stages since the Bill’s introduction to the House in July 2017. As I am left holding the baton, it falls to me to place on record my immense gratitude to all those who have contributed so far, including House staff, Members’ staff and officials at the Department for Transport. I would also like to thank my predecessors, my hon. Friends the Members for Middlesbrough (Andy McDonald) and for York Central (Rachael Maskell), for their work in previous years to help improve transport infrastructure While I am pleased that we are making progress today, I am deeply concerned about the Government’s approach and commitment to High Speed 2. Yet again, it seems the Government are overspending and underdelivering. They repeat ad nauseam about “levelling up” the north, but their continuing refusal to commit to delivering HS2 in full, including the phase 2b leg to Leeds, and their 40% budget cut to Transport for the North is the exact opposite of levelling up. I sincerely hope that cities such as Leeds are not going to miss out on the benefits of HS2 due to the Government’s failure to get a grip of ballooning costs Our northern towns and cities deserve better from the Government, so perhaps the Minister will make the commitment today that HS2 will go all the way to Leeds. I am happy to give way to the Minister if he wants to make that commitment now. That is disappointing, because high-speed rail projects deserve and require long-term and sustained commitment from Government to succeed Right now, we are seeing a complete absence in Government support for HS1 and Eurostar. What message does that send about the Government’s commitment to high-speed rail? For this project to be as successful as it can be, we need the Government’s full commitment to control the exploding costs of the project, commit to the stage 2b eastern leg to Leeds, minimise the environmental impact from construction and ensure public consultation Lords Amendment 3 addresses one of those main concerns—local consultation. The section of the line that we are considering today stretches from Fradley Wood and ends at Crewe in Cheshire, largely following the Staffordshire-Shropshire border. Residents of those local areas will have their daily lives impacted by the ensuing construction, yet many will see no material transport benefit. Under-investment in transport in those three counties brought about by a decade of underfunding and austerity means links to the HS2 line are simply insufficient. Time and again, the residents of Staffordshire, Shropshire and Cheshire are promised investment from the Government, but they have consistently failed to deliver Oswestry, a town in Shropshire, has a population of almost 20,000, yet no train station. That is not an isolated example. Labour’s amendment will minimise disruption from the project and make sure that all three counties benefit by launching a consultation with the good people who know the needs of these counties best—local residents. Consultation thus far has been poor, yet it was a key promise from the Government and from HS2. Many have voiced their concerns. For example, in the village of Woore in Shropshire, members of the local parish council have repeatedly been told that their point of contact has changed. Just recently, they have been transferred to their fifth official. On an issue that will impact their daily lives for years, that is simply unacceptable Many other residents have been frustrated and are left feeling ignored by Ministers and HS2 when they refuse to meet them. How does avoiding proper local engagement assist with development and investment? I am pleased that the Government have finally committed to enhance consultation and to bring any findings to this House. Residents need action, not more warm words, as we have seen with other aspects of the Bill Lords amendment 2 concerns ancient woodland. We all know that this project must minimise negative implications for our natural environment, including ancient woodlands. HS2 will deliver increased rail capacity to grow freight and passenger usage, helping to address our climate emergency. For this project not to be held to account on its environmental commitments would be a failure of leadership. After all, while rail accounts for 10% of all passenger miles, it contributes only around 1% of all greenhouse gas emissions from transport. Rail is integral to reaching net zero Ensuring rail is more accessible, affordable and sustainable should be a huge part of HS2 and I hope Ministers remain mindful of that. While the Government claim that they want to level up transport, action has yet to be seen. With one of the worst regional inequalities in the developed world, which has only been exacerbated by a global pandemic, levelling up in the north and midlands is more important than ever. Local people must be heard and Government promises must be delivered.
ParlaMint-GB_2021-01-19-commons.u335	There is less justification for this grossly overpriced project than there was when Labour first proposed it. It is the most expensive way to destroy lives and homes, and tear apart the environment. It also ensures that highly paid HS2 personnel continue to bulldoze through this unpopular project. Public polls show it is an unpopular scheme, and Chris Packham’s petition to halt it in its tracks has already attracted over 136,000 signatures. It is a shame that the Government and this Minister, excellent though he is, do not have the courage to cancel it or suspend construction Turning to the Lords amendments, because three minutes really is not enough, Lords amendment 2 applies to all phases of HS2, including the one that tears through the heart of Chesham and Amersham. It covers all ancient woodland, but I am not sure it goes far enough. For example, there has been an ancient oak tree on a property of one of my constituents, but it was on land that was only potentially required during the construction of the railway. It was cut down. There was not the accompanying consultation and the destruction was probably unnecessary, but HS2 did it because it could. That, for me, is not good enough. I hope that Lords amendment 2, now accepted by the Government, will at least go wider and ensure that consultations do take place. I hope that individual trees will be covered and that the reports the Minister gets will include how wildlife is affected, such as the barbastelle bats that have been disturbed at Jones’ Hill wood in my constituency. When HS2 was told it had to stop cutting down trees, it immediately put up very powerful lights at night so that would cause damage to the bats and the environment—so thoughtless and such a cavalier attitude to this rare species Turning to Lords amendment 3, the Minister mentioned the cost of £350,000. Let us get that in proportion. It is less than half a year’s salary of the chief executive of HS2. I hope the consultation further up the track will be superior to that exhibited in phase 1 in our area. Our local Chilterns Conservation Board experienced the superficial engagement from HS2, which alienated communities and risks designs, such as that for the Amersham vent shaft, being foisted on our community. They are going to build a headhouse that will stand out like a sore thumb in perpetuity. If that is what consultation means for HS2, beware all of you on the phase 2 line of route. So far, consultation has proved to be poor and inaccurate. On this and on many other parts of the construction, HS2 has failed to inform, consult, communicate and engage meaningfully with the people in communities affected by this wasteful project. At a time when our financial resources should be directed to the benefit of the whole UK, it is a project that is to the detriment of the many and of benefit to the highly paid few.
ParlaMint-GB_2021-01-19-commons.u336	To follow on from the right hon. Member for Chesham and Amersham (Dame Cheryl Gillan), I find it slightly bizarre that at a time when rail travel has been upended and changed dramatically, there was no mention of that in the Minister’s comments. Keynes said, “When the facts change, I change my mind.” The pandemic has certainly changed the facts even more than those who questioned the original rationale of this project could have anticipated. It has especially highlighted the contrast between the grand projet—the great project—and the incremental improvement of capacity. That is what the Eddington report, produced back in the early 2000s, highlighted. It should have been listened to much more That is to some extent on the supply side. The impact on the demand side has been dramatic. The question is whether that is a blip or an oscillation, or a structural seismic shift. Has it, in fact, changed travel patterns for good, both for conurbation commuting and for inter-city travel? One factor will be possible annual recurrences of the pandemic, as with flu. It may not be as dramatic in a future wave, but it will certainly have an impact We have also seen work patterns change. We see that here, with many people working from home. They may not continue to do that all the time, but they may well be working split weeks. That will have an impact on demand. Far more meetings are now conducted by Zoom. That process has accelerated dramatically in a way that nobody, not even the founders of such companies, anticipated. If those meetings patterns change, what will that do to daytime inter-city travel? Will there actually be the demand? Will having the west coast main line and HS2 not actually mean that both become unviable I have to ask the Minister, in the light of those developments, whether the Transport Department has actually reassessed the fundamentals of the project—what work has it done on it? While considering the Lords amendments, and given the astronomical sums involved, should there not be a pause and a reassessment, which could require a complete rethink of the project? We may have sunk a few billions—the sunk costs argument is always attractive and seductive but fundamentally wrong—but do we really want to continue to spend tens of billions more?
ParlaMint-GB_2021-01-19-commons.u337	It is a great pleasure to speak in the debate. I begin by thanking the noble Lord Rosser for taking up the cause of my constituents in the village of Woore, a small village where Cheshire, Staffordshire and Shropshire meet; Woore actually means boundary. It comprises a strip of about a mile and a half entailing Ireland’s Cross down to Pipe Gate, with a footpath that crosses the road three times. The road is already inadequate for modern traffic, yet perversely, HS2 has decided to go on three sides of a rectangle to take, at the peak, 300 heavy goods vehicles per day—a total of 130,000 extra heavy goods vehicle movements over seven years That road is completely inadequate as it stands, and I take my hat off to the parish council and Mr Cowey, the chairman, for battling for those who live in Woore. It is now really urgent, and I welcome the fact that the Government have endorsed and will adopt these amendments, because we have to move rapidly. I will be in Woore again tomorrow morning talking to HS2 and Shropshire Council. We proposed 38 mitigation measures and are down to 33. These are now really important. They mean more than just turning the crossing into a pelican crossing or having a lollipop lady at busy times, when 65 children try to get to their school. I am seriously concerned for the safety of my constituents. The construction phase will begin shortly; it sadly looks as though this project will go ahead It really is important that we have a proper consultation and that the Minister, as he is bound to by Lords amendment 3, listens carefully, and that he ensures that those mitigation measures are pushed through and financed by HS2. We plan to spend, apparently, £80 billion, according to the House of Commons Library. It was £30 billion when I was in the Cabinet. I was told we were going to link it up to HS1 and go to Heathrow, but we are not; we are going to somewhere called Old Oak Common. As my right hon. Friend the Member for Chesham and Amersham (Dame Cheryl Gillan) and the right hon. Member for Warley (John Spellar) said, this project is now completely out of date. We can use Zoom and Teams. It would be far better to spend £30 billion of that giving every single household in this country top-class superfast broadband However, sadly, this project has its own momentum. If I had the chance tonight, I would vote against it again. I thank the Minister very much for adopting Lords amendment 3 and taking on this consultation, but will he absolutely promise my constituents in Woore that those 33 proposed mitigation measures will be financed by HS2 and will be implemented before those 300 trucks a day start pounding down the narrow lane and past that footpath that crosses the road three times?
