ParlaMint-GB_2021-02-03-commons.u1	What steps his Department is taking to support Welsh businesses.
ParlaMint-GB_2021-02-03-commons.u286	This is not by any means a subject that I, or I suspect any of us, find easy to discuss, but the difficult conversations are always the most important to have, and it is our duty, for our constituents, to have them It is now more than 20 years since one of my predecessors as MP for Keighley, Ann Cryer, first raised her concerns about grooming gangs and child sexual exploitation within the Pakistani community in West Yorkshire. Ann did a good job; she brought the issue to the forefront of the conversation and did the right thing in raising it. I have been a Member of this House for only just over a year, and I have been taken aback by the amount of correspondence that I have received on this issue. I am afraid to say that more than 20 years have gone by and nothing has really changed. Luckily, I am able to represent one of the best communities we have in this country I am incredibly conscious of just how delicate this subject is, but it should not be. My view is that unless we talk about it openly we are failing, so let us call this problem out for what it is: predominantly a small minority of largely Muslim men in West Yorkshire—including, I am sad to say, in Keighley—have been sexually exploiting young children for far too long. The Muslim community are quite rightly outraged at the entire community being branded with the same accusation. It is not fair and it is deeply offensive The consequences of not taking action are extremely serious. If we tiptoe around the edges or fail to talk openly about these challenges, we are failing both the victims and the Pakistani community. These victims, mainly young girls, are having their lives ruined at a young age by this vile and disgusting sexual abuse. In 2016, a group of 12 men who committed serious sexual offences against two girls in Keighley and Bradford were jailed for a collective 130 years. One of those girls was raped by five men in succession. Live cases involving grooming gangs are still working their way through the courts. Only last October, 21 men from Keighley and Bradford were arrested for being linked to offences that allegedly occurred against a young female between 2001 and 2009. I know the police are working on many other cases If we fail to address all these interlinked social and societal issues, we run the real risk of failing our communities and making them suffer even more, and unfortunately the worst of humanity will exploit it for their own game. This has already happened. In the 2005 general election, on the back of these very issues, the British National party made my constituency of Keighley their No. 1 target seat. It was a campaign that damaged race relations and caused huge upset and hurt. The people of Keighley, quite rightly, rejected the BNP’s nonsense, but if we do not tackle this issue with urgency, we run the risk that others will try to take advantage of it These are difficult issues to tackle, but all of us in this House have a responsibility to take action, because if we do not, we will have failed, and the consequences for our communities will be far too great. I say to everyone across Keighley that I will represent them as best I can.
ParlaMint-GB_2021-02-03-commons.u287	I spoke on this topic in the House in October 2019, when I highlighted the report by Barnardo’s, which I want to speak about again. Its survey showed that one third of children who are sexually exploited are looked after. The 498 children helped in one day by the charity’s specialist sexual exploitation service also revealed marked geographical variations, while 29% of them were looked after, 16% had a disability, and 5% had a statement of special educational needs The report is shocking and hard to read and follow. It referred to some 10,500 crimes that were flagged by police as child sexual exploitation-related, with victims mostly commonly being female and aged 14 to 17. The main risk factors were being in care, going missing, having a learning disability, drug and alcohol dependency, mental health issues and experience of previous abuse. The report also suggested that group-based CSE offenders appeared to be predominantly but not exclusively male and generally older than those operating in gangs My desire is to work with the Government on this issue and to support them in what they bring forward—it is important that I put that on record—as we see how we can ensure that the statistics are not repeated two years down the line. The stats are very worrying and quite distressing. That work starts not just with the funding designated for non-governmental organisations such as Barnardo’s, which do tremendous work in this realm, but adequate funding for police forces. That will enable police forces to work hand in hand with schools, building up relationships and becoming familiar faces. It will mean not having one social worker with upwards of 50 families to deal with. Social workers are under pressure —indeed, the system is under pressure. The difference is that we are talking about little lives and their futures The stats for 2001-02 on the mental health of looked-after young people in Great Britain aged five to 17 were really worrying. Some 45% of looked-after children aged five to 17 had a mental health disorder, as defined by the statistical classification of diseases, compared with 10% of the general population. I want to support the Government as they seek to do better. I just need to know what the plan is, how it is to be funded and when the change will begin—for every child in care, it cannot be soon enough I put on record my thanks to every foster parent and every adoptive parent who seeks to sow love in the lives of looked-after children. I also thank every church volunteer, youth-club worker, teacher and classroom assistant—every person who works with young people to instil in them the fact that they are loved, important and of value. We need to do better with our children, to protect them, to protect their self-worth and to ensure that every child knows they have someone to go to for help if they have concerns. A key issue is where they can go to, who looks out for them and who ensures that they are protected. I want to encourage us all—let us do more and sow more into children’s lives. That truly will be the measure of the success of our nation and the way we take things forward.
ParlaMint-GB_2021-02-03-commons.u288	I am grateful to the Petitions Committee for securing time in the Chamber to discuss the distressing but sadly prevalent issue of child sexual exploitation. I am grateful for the work that my right hon. Friend the Home Secretary, along with her ministerial team, has been doing in this policy area. I pay particular tribute to the Under-Secretary of State for the Home Department, my hon. Friend the Member for Louth and Horncastle (Victoria Atkins) for her outstanding and unwavering work to secure justice for all victims of abuse I understand that law enforcement capacity and capability is being strengthened and investment made to increase our ability to stop child sexual abuse. I am grateful that the Government have published a national strategy to protect children from all forms of child sexual abuse and published a paper on the characteristics of group-based child sexual exploitation Child exploitation is complex and convoluted. I am concerned that there is currently no provision in legislation to recognise the power imbalance between a child and an adult who targets a child for abuse and exploitation, up until the point that a child is either a victim of sexual abuse or involved in a crime. The lack of recognition of coercive and controlling behaviour in relation to a child prevents successful prosecutions for sexual offences, as well as for modern slavery offences. Although the abuse happens on a persistent and continual basis, prosecutions often focus on separate counts of offences, requiring a child to remember the details of them all rather than the abuse as a whole. In sexual abuse cases, teenagers aged 16 and 17 need to prove that sexual activity was not consensual The definition of child sexual exploitation is aligned with the earlier definition of child prostitution in the Sexual Offences Act 2003 and does not reflect the fact that children may be exploited due to the imbalance of power between a child and an adult. Available tools such as sexual risk orders, and modern slavery and trafficking risk orders require criminal-level evidence of proof. They also involve lengthy processes before they are even put in place, which can result in a child remaining in an exploitative situation or the situation escalating to abuse before action can even be taken. Children aged 16 and 17 are not being covered by the provisions of child abduction warning notices or for the purposes of online grooming offences. In the light of these concerns, The Children’s Society is proposing the introduction of a new offence of coercive and controlling behaviours in relation to a child for exploitation purposes. I hope Ministers will consider The Children’s Society’s recommendations The sexual exploitation of a child is abhorrent and a serious crime. Working together, we can strengthen the law to hold perpetrators to account and provide their victims with the justice they deserve.
ParlaMint-GB_2021-02-03-commons.u289	It is impossible to discuss these so-called “grooming gangs” without talking about the most infamous epicentre of abuse; we all recall the widespread atrocities that occurred in the Rotherham region, of which my Rother Valley constituency is a part. What happened there is a mark of shame that we as a nation shall all bear until every perpetrator and enabler faces justice. But let us not just call them grooming gangs; let us call them out for what they are. They are paedophiles, rapists, abusers, deviants, perverts and, above all, monsters. Over two decades, in Rotherham alone, 1,500 children, some as young as 11, were raped. Let that sink in: 1,500 children in one town were raped However, it did not have to be that way. What makes this pattern of abuse all the more outrageous is the silent complicity of the local authorities who are supposed to protect us and our children. Time and again, the issue was raised, at all levels. Victims and concerned parties reached out to the council, the police and all relevant bodies. Repeatedly, these victims were not only ignored, but vilified. Unbelievably, in some cases they were even given over to their attackers, and they were arrested for actions they had not freely committed. The signs were there for all to see, yet they were ignored for decades So why was there a cover-up—for it was a cover-up? The Jay report stated that the agencies turned a blind eye to the localised grooming of young white girls by hundreds and hundreds of men of Pakistani heritage. A five-year investigation by the Independent Office for Police Conduct found that the Rotherham police ignored the sexual abuse of children for decades for fear of increasing “racial tensions”. Whistleblowers were given the cold shoulder and council employees lived in fear of being called racist for intervening. That raises the question: if the police and local authorities will not stand up for right and wrong, what chance does anyone have—what chance do our children have? Ethnicity concerns should not have made a jot of difference; a monster is a monster, regardless of their background or ethnicity. However, it was that excuse that allowed so many to get away with so much for so long. The authorities’ aversion to offending sensitivities enabled so much suffering. Let me repeat: the aversion to offending sensitivities allowed thousands of girls to be raped Nevertheless, we must try to move forward, for the sake of the victims, their families and the people of Rotherham at large. We all need justice and accountability. Operation Stovewood is making great strides and is currently looking at 1,200 recorded crimes, with 261 designated suspects We must ensure that we look after the victims. For instance, Sammy Woodhouse, a brave survivor and one of my constituents, has proposed Sammy’s law, which would pardon child sexual abuse victims for crimes they were coerced into committing and would remove the crimes committed by the children from their criminal record. We must support that; this Government must put that proposed law into action. That is just one way in which we must try to right the wrongs of the past, but we must leave no stone unturned when it comes to the victims. We must also look at those who enabled these things and allowed the perpetrators to get away with it—those who covered it up and ignored it for so long. There is no individual crime more horrific than paedophilia and there is no punishment too severe for the perpetrators of these heinous acts. We must never again allow such things to happen to our children, and we must never again allow those who committed and enabled such monstrous acts to hold any authority in our society.
ParlaMint-GB_2021-02-03-commons.u290	Facts are often inconvenient. They are sometimes disturbing and occasionally alarming. The facts are that in Oxford, 373 children, including 50 boys, may have been targeted over a 16-year period, according to a serious case review. In Rotherham, as we have heard, 1,500 children—most of them white girls between the age of 11 and 15—were sexually abused, predominantly by British Pakistani men. In Rochdale, nine men who abused girls as young as 13 were convicted over a child sex grooming ring, and we know again that the Pakistani community was disproportionately represented among those convicted Those are the facts, but the fiction—well illustrated by the Home Office report published last December, which is a study in obfuscation, by the way—is that we cannot draw conclusions about whether certain ethnicities are over-represented in this type of offending. We must not allow concerns about causing offence to leave children vulnerable to sexual exploitation. Of course it is true that all kinds of people do all kinds of wicked things—people from all parts of this country and of all ethnicities—but there is a proven relationship with certain subcultures and a subset of a particular community being engaged in this activity. The former Home Secretary, my right hon. Friend the Member for Bromsgrove (Sajid Javid) recognised that, as does the current Home Secretary. The reports and studies into these events recognise all that, so let us deal with facts rather than fiction Mindful of that, I must also note that the Jay report and other inquiries show a proven link to taxis. Taxis were used to cruise and pick up young girls from care homes and even schools. As the Minister of State for Transport, I commissioned a report into taxi licensing with a view to putting safety at the top of the agenda. That report, which was conducted by Professor Mohammed Abdel-Haq on my behalf, looked at how taxis could be made safer, partly on the back of the events in Rochdale and Rotherham and elsewhere. It is imperative that the Government now look again at that report and put into law those recommendations, which will guarantee that these things do not happen again. My dear friend—though he is not an hon. Friend in the technical sense—the hon. Member for Cambridge (Daniel Zeichner) brought forward a private Member’s Bill which would have gone some way to putting those recommendations in place, and I ask the Government to please look at that Bill again The Home Office needs to rethink this matter, and I think the Home Secretary knows it. We owe it not only as a matter of respect to previous victims, but as a matter of care to those who might be victims in the future. We owe it to the vast majority of our British Asian community who share our horror at what has occurred. Most of all, we owe it to ourselves as legislators, for if we care enough, and I believe that Ministers and Members of this House do, we must do enough to protect the vulnerable.
ParlaMint-GB_2021-02-03-commons.u291	I thank the petitioners, and I thank the Petitions Committee for bringing this debate to the Chamber, as well as Members for making some very thoughtful and powerful contributions, many of which are based on years of experience in championing the rights of victims As the Home Office research we are debating states: “Group-based CSE has been the subject of major investigations, attracting significant public concern and highlighting shocking state failures that have caused untold hurt to victims, their families and communities.” That horrendous untold harm caused by these hideous crimes has been spread right across the towns and cities of the United Kingdom In relation to the specific petitions before us today, I will make three short points. First, research designed to provide a greater understanding of different types of offending behaviour is far from unusual. It can help inform policing and the wider Government response. The better we understand crime and criminals, the better, it is hoped, we can prevent these shocking crimes from happening in the first place, and that includes looking at what backgrounds offenders come from. All sorts of lessons can be learned not just for policing and criminal justice policy, but for wider social policy. However, as colleagues have rightly warned, great care must be taken in interpreting results and to prevent their being used by people who are determined to sow division, rather than to help victims We must also be careful that such research does not lead to counterproductive stereotypes. As the paper points out in relation to victims: “Although awareness of vulnerability can be helpful, it can also contribute to stereotypes about what a victim of child sexual exploitation looks like, with the consequence that victims who differ from that picture are overlooked or unwilling to come forward in the belief that they will not be believed.” In the same way, we should not fall into the trap of creating stereotypes of grooming gangs in case we fail to apprehend the ones that do not conform to it, or make it more difficult for their victims to feel confident about coming forward Secondly, on what the publication actually tells us, the review concludes that offenders are overwhelmingly male. There are some patterns for age and some limited patterns for social background. However, despite high-profile cases involving British Pakistani gangs, the fact is that there is no robust evidence on ethnicity: “Based on the existing evidence…it seems most likely that the ethnicity of group-based CSE offenders is in line with CSA more generally and with the general population, with the majority of offenders being White.” That is an important point, but as the report goes on to say “this does not mean that cultural characteristics of offender groups are irrelevant or should be ignored by local agencies.” Far from it: an approach to deterring, disrupting and preventing offending that recognises, acknowledges and takes account of the communities in which offending occurs is absolutely essential. We need such an approach, for example, to ensure all victims feel able to come forward and speak about what is happening to them, to identify suspicious patterns of behaviour or follow lines of inquiry, and to ask the questions that have to be asked and ask them of the right people. Too often in the past that just has not happened Thirdly, I hope the published report has been useful and has informed the new strategy. I do gently query with the Minister what exactly the Home Secretary seeks to achieve by apparently seeking yet more research on whether any particular group is over or under-represented among offenders, and how a more accurate picture can really be expected to emerge given the huge problems about reporting and classification. How will that change anything in Government strategy? Surely the most important point is that we have enough information to take action already, and the focus now must be on scrutiny of the new strategy—a welcome strategy—and of the co-ordinated and properly funded action that must follow in order to deliver justice.
ParlaMint-GB_2021-02-03-commons.u292	I thank the Petitions Committee for bringing us here today. I, like others, think that this should have more prominence than waiting for the public to raise it; it should be front and centre in our thinking I remember the words of the girl who sat in front of me 10 years ago as she described, as if it were completely normal, a line-up of men at a party waiting for her to perform oral sex on them. She said it to me as if it was an everyday thing—no biggie. A year later, I was called to a school where a group of boys had sexually abused, assaulted and exploited over 50 girls at their school. I spent hours and hours interviewing young people and children about their experiences of sexual exploitation and abuse, and I realised how normalised, even in my own childhood, had become the idea that men can pass around girls and women among friends and associates in order to broker power, money and status In the last 15 years, thanks to the bravery of victims of sexual exploitation and grooming gangs, and also to the bravery of whistleblowers from police forces, sexual health services, youth workers and brilliant campaigners such as my hon. Friend the Member for Rotherham (Sarah Champion), we better understand this heinous crime. Less than a decade ago, terms such as child prostitute were bandied around and children were still considered troublemakers rather than victims. The last decade has taught us many things. This crime should never have been ignored, and these children were failed by pretty much everyone. Anyone who seeks to use this horror as a political tool, rather than having a laser-like focus on saving the victims and bringing to justice the perpetrators, should be ashamed. As the hon. Member for Barrow and Furness (Simon Fell) said really eloquently, this issue is not a tool to be further exploited The Government have now published the long-awaited review that the petition called for. I am only sorry that the delay meant that further distrust and misdirection on this issue was allowed to gain traction. Transparency, openness and robust external and internal critique of state agencies is the only way that we are going to combat this crime and win back trust Let me turn to the Government’s newly released strategy on combating child sexual abuse. The strategy is good in the most part. As other Members have said today, it is a first step in the right direction. I am sure that the Minister will expect nothing less from me than a promise that at every single stage that this strategy is rolled out, I will be there asking exactly how the Government are going to do all the things they say they are going to do. I will keep on at her Department every week and check on progress My hon. Friend the Member for Rotherham is usually right about these things and she was right today that unregulated care homes have to be sorted, and that pre-charge bail should be—without question in this area, and in many others when it comes to vulnerable people—sorted immediately. The hon. Member for Cities of London and Westminster (Nickie Aiken) also made very good recommendations, and I could not agree more with the right hon. Member for South Holland and The Deepings (Sir John Hayes) with regard to taxi licensing and the effort that needs to be put in there. The Government should do all these things; not one of them is in the strategy currently The strategy talks about working together, and we have heard a lot about cross-Government Departments needing to work together. I have spent the last decade, at least, sitting through review after review on this topic, meeting after meeting, homicide review and serious case review after another. In every meeting, I heard the language of “agencies do not work together well enough” and “information sharing is a problem”. In 10 years’ time, I will hear the exact same thing. Saying this and writing it into a strategy will change nothing. We have to make sure now—today—that this is not about what review we want to do; it is about what we want to change and how it can be different this time I turn to the proposals for schools in the strategy. There are very few people in this House who would not support the sentiment of a strategy that says, “We will educate children and young people about healthy relationships in a digital world”—noble indeed Yet only this week we have seen the publication of school materials being used in some schools in the UK that are teaching, and I quote: “within a romantic relationship between male and female, masculinity is more about initiating”, whereas, “femininity is more about receiving and responding” The Government continually shrug their shoulders about these incidents, but they need to understand that without proper funding, robust safeguards and proper scrutiny, there is a potential that the roll-out of healthy relationships education could be anything but. Telling girls to expect men to initiate sex, and for them to receive it and respond to it, is dangerous. What will the Government do to monitor what is being taught? Saying that prevention will happen in our schools will take much more work than just words written on paper If I were to reflect on the whistleblowers in famous cases, including Sara Rowbotham and others from Rochdale mentioned by Members today, I would find that it was youth workers and sexual health workers who tried to speak up for the hundreds of girls that they were seeing being abused and exploited, yet over the past 10 years we have seen huge reductions in the numbers of youth workers and detached sexual health practitioners. Years of cutting back these services as if they were a luxury means that in any strategy the Government write now, they have to build from no base. A decade after these scandals, we should not still be in pilot phase after pilot phase The Government’s own strategy outlines that in the year ending March 2020, there were 58,000 police-recorded incidents of contact child sexual abuse—abuse where contact was made, not on the internet. In the year ending December 2019, only around 3,700 defendants were charged and 2,700 were convicted. That suggests that there are tens of thousands of incidents of contact child abuse reported with no further action. The number of convictions has been reducing since 2016. This situation is getting worse; we are convicting fewer people. The Government have been in power for a decade and they have been talking tough on this issue for pretty much all that time, yet numbers show appalling charges and conviction rates, which are getting worse I want to close my remarks by paying tribute to the victims of this crime and saying some of the things that they have asked me to say today. Like my hon. Friend the Member for Barnsley East (Stephanie Peacock), I spoke to Sammy Woodhouse just earlier this morning; I speak to her regularly. Sammy, as many have mentioned, was horrendously abused from the age of 14 and had a son born of repeated rape by Arshid Hussain. Sammy wanted me to specifically raise the issue that it is still very much the law in this land that her rapist should be allowed, and in fact in her case was encouraged, to seek access to her son through the family courts—a man who abused her as a child given credence as a father Sammy’s case, as the Minister knows, is by no means an exception. We can all stand here and be fire and brimstone about the rapists and child abusers—monsters, as the hon. Member for Rother Valley (Alexander Stafford) said—who perpetrate these crimes; however, here in this building we have repeatedly failed to legislate to prevent these rapists and other perpetrators of child abuse and domestic and sexual violence from continuing the abuse of their victims into adulthood through the family courts. This is on us; it is our failings—it is the law that has been too meek to change and to stop rapists like Sammy’s rapist being able to access her child Sammy and other victims have also asked me to raise specifically in this place the fact that we must have better service provision and protection for children born of rape. Currently, the system sees them merely as silent bystanders. Victims have asked that I bring to the Minister’s attention Sammy’s law, which has been mentioned many times, and I fully back the many calls today to implement that immediately The crime of child sexual exploitation and child sexual abuse happens across every part of the country; sadly, it happens in every community. The modus operandi of the perpetrators is the same; it is as if there were a manual online about how to target vulnerable people, exploit their weaknesses and then groom them to think it is their fault The nation has been shocked and appalled by these crimes for a decade. The victims of high-profile cases have been used as political footballs for the same length of time, when all they ever wanted was for this to never happen again, for victims like them to be heard, and for the crime to be understood. The time for action has long passed; let us do everything we can together, with every lever we can pull, to change this story once and for all.
ParlaMint-GB_2021-02-03-commons.u293	I would like to start by thanking the members of the public who signed these petitions raising this very important issue and thanking my hon. Friend the Member for Ipswich (Tom Hunt) and other hon. Members across the House for being their voices in this debate and representing them powerfully and thoughtfully This Government have made it our mission to protect the most vulnerable in our society, including by tackling child sexual abuse. In our work we have listened to victims and survivors about their horrifying experiences—how they were let down by the state and betrayed by those whose job it was to protect them. These injustices were set out eloquently by hon. Members including my hon. Friends the Members for Rother Valley (Alexander Stafford), for Thurrock (Jackie Doyle-Price), for Heywood and Middleton (Chris Clarkson) and for Keighley (Robbie Moore), the hon. Members for Rotherham (Sarah Champion) and for Batley and Spen (Tracy Brabin) and others. This should never have happened and must not happen again Political or cultural sensitivities must not deter national and local agencies from investigating and preventing these devastating crimes. Victims of sexual violence deserve justice regardless of the background, the status, the race or any other characteristic of the perpetrator. Abuse is abuse, and everyone is equal under the law That is why in May last year the Home Secretary committed to publishing a paper looking at the characteristics of group-based child sexual exploitation, which was published in December. I want to reassure my hon. Friend the Member for Ipswich, however, that this paper is by no means the end of our work on this issue; more must be done by Government, law enforcement and partners to better safeguard children and tackle perpetrators of this form of abuse and the many other forms of child sexual abuse that exist both offline and online. That is why we published the tackling child sexual abuse strategy last month to work on all forms of CSA. The strategy sets out how we will work across Government—a point made powerfully by the hon. Member for Rotherham—as well as with law enforcement, safeguarding partners and industry to root out offending, to protect victims and to help them rebuild their lives. It builds on the action plan described by my hon. Friend the Member for East Worthing and Shoreham (Tim Loughton). The paper on group-based sexual exploitation plays an important role in the strategy and its implementation now and in the future I will go into a little detail about how the paper was developed, its findings and how we plan to build on this work in the future. The paper was informed by an analysis of published academic research, official statistics and work published by organisations that work with child sexual exploitation victims and survivors. In addition, police officers and safeguarding officers across the country with experience in investigating this type of offending were interviewed. The paper reflects the insights drawn from across all this work This is a complex and deeply sensitive issue. To ensure that the paper was robust and scrutinised, we convened an external reference group consisting of independent experts on child sexual exploitation, who reviewed and informed this work throughout. The group included survivors, leading academics and highly experienced professionals from the criminal justice system and the children’s sector, as well as the hon. Member for Rotherham, who has done so much in this area, and my hon. Friend the Member for Wakefield (Imran Ahmad Khan), who is similarly determined to shine a light on this offending. The insight and expertise that the group provided was invaluable, and I thank them all for their diligence and contributions. Taking all this work together, we saw, for example, that offender networks are often loosely interconnected and based around existing social connections. This means that they are often broadly homogeneous in ethnic background, socioeconomic status and age. Contact with potential victims may take place in locations often visited by offenders and where safeguards around victims are lower. Hon. Members, including my right hon. Friend the Member for South Holland and The Deepings (Sir John Hayes), have raised the frequency with which taxis and takeaway restaurants have featured in the highest-profile cases. Studies indicate that motivations differ between offenders, but that a sexual interest is children is not always the predominant motive. Financial gain and a desire for sexual gratification are common motives, and offenders commonly demonstrate attitudes of misogyny and disdain for women and girls, as raised by my hon. Friend the Member for Thurrock and the shadow Minister Ethnicity has been raised by several Members. The paper refers to a number of studies that have indicated an over-representation of Asian and black offenders in committing this type of offending. It is difficult to draw conclusions about the ethnicity of offenders as existing research is limited and data collection is poor. This is disappointing, and it is something that we are determined to address through the national strategy, because accurate data is clearly vital in developing the right response in local areas We have therefore made a number of commitments in the tackling child sexual abuse strategy. The Home Office will work with criminal justice partners, charities, frontline professionals and others on improving the range and quality of data collected, including on the ethnicity of offenders. We will then use this data to help protect children by preventing and detecting offending. Hon. Members have asked whether we can count the defendants who have already been convicted. Officials have looked at this, but because there is no specific category of group-based sexual abuse, such offences cannot be isolated. But, as I say, we want to correct that in the future We are investing in the police-led tackling organised exploitation project, which is piloting new ways of investigating organised forms of exploitation through the innovative use of data. We will publish a new and enhanced child exploitation disruption toolkit that promotes the use of the full range of powers available to agencies, such as civil orders, licensing powers and safeguarding interventions, so that they can stop offending with every tool at their disposal I listened with great interest to my hon. Friend the Member for Cities of London and Westminster (Nickie Aiken), who supports the work of the Children’s Society. Although I cannot answer all her requests tonight, we will continue to invest in the Children’s Society’s prevention programme, which works with local agencies to prevent exploitation and abuse. Recent examples of the programme’s work include working with the police in Yorkshire to deliver training to taxi drivers, and working with delivery drivers and couriers to support them in identifying CSA in the context of the pandemic. As the hon. Member for Birmingham, Yardley (Jess Phillips) knows, the Ministry of Justice is looking into the issues in the family courts that have arisen out of the expert panel on harm’s review—in particular, contact with parents. The second petition calls for an independent inquiry. I will touch on that briefly, because I want to give time for my hon. Friend the Member for Ipswich to respond to the debate. The Government share the public’s concerns about failures and the need to ensure that they are not repeated in the future. In 2015, the Government established the independent inquiry into child sexual abuse. The inquiry concluded its public hearings in December, after taking evidence from more than 600 witnesses over four years. It held 323 days of public hearings across 15 investigations and has published 14 reports so far, with more than 50 recommendations to better protect children from sexual abuse and exploitation. We expect to receive the final report of the inquiry in 2022 The inquiry is independent of Government and decides for itself what to investigate and how. It has investigated the nature and extent of, and institutional responses to, the sexual exploitation of children by organised networks, and the public hearing into that strand concluded in October last year. Evidence was heard from a range of witnesses, including victims and survivors of child sexual exploitation, as well as representatives of police forces, local authorities, Government Departments and charities. The inquiry will publish a report of the investigation in autumn this year, setting out its conclusions, and we welcome this scrutiny Finally, I would like to thank again the signatories of both petitions, as well as the victims and survivors around the country who find somehow the wherewithal to work with us and the police to help prevent these terrible crimes and support other victims. As has been so well articulated in the debate, these crimes affect not only the immediate victims of the abuse but entire communities. My hon. Friends the Members for Barrow and Furness (Simon Fell) and for Keighley set out some of the impacts in their constituencies and the damage that can be done to trust in the processes, systems and authorities that are there to protect people We are determined to ensure that Government, law enforcement and other partners better understand that any community and cultural factors relevant to tackling offending must not and cannot get in the way. As the Home Secretary said: “What happened to these children remains one of the biggest stains on our country’s conscience.” That is why we must do everything in our power to safeguard children from abuse, deliver justice for victims and survivors and restore the public’s confidence in the criminal justice system’s ability to confront these devastating crimes.
ParlaMint-GB_2021-02-03-commons.u294	I would like to thank all the contributors to this very powerful debate. I think there was quite a lot of cross-party agreement on many of the core issues. I am grateful for the Minister’s commitment that this is not the end of the process and that these difficult questions will continue to be asked. My hon. Friend the Member for Wakefield (Imran Ahmad Khan) was on the review group, and I know that he had significant concerns that, even now, there is significant pushback from certain elements of the establishment to the steps that the Government need to take to get to the root of this, to understand it properly and to make sure that we nip this in the bud and do not continue to have a situation where primarily our girls of this country are suffering this appalling abuse As I said at the start, my heart goes out to the victims of this abuse, all their friends and family and the communities. We must not allow political correctness and a concern about sensitivities to get in the way of addressing these issues, because it does not solve the problem. It can often make it worse, and this is much too important an issue to get wrong. I thank everyone who has contributed to the debate Question put and agreed to. Resolved, That this House has considered e-petitions 300239 and 327566 relating to grooming gangs.
ParlaMint-GB_2021-02-03-commons.u295	I would like to point out that a number of hon. and right hon. Members wished to speak or intervene in this debate, but due to the constraints of virtual participation that has not been possible. However, I did say I would mention my good and hon. Friend the Member for Bootle (Peter Dowd), who sadly lost his grown-up daughter last year when she passed away. I offer my condolences and respects to him, and indeed to everyone who is suffering such grievous loss and seeking to cope with it I thank the charities Settld, Cruse Bereavement Care and Sue Ryder, which helped me to prepare for this debate. They are leaders in their field, supporting people to cope with bereavement and the loss of a family member or friend. As you reminded us, Madam Deputy Speaker, at 6 o’clock the whole nation mourned the passing of Captain Sir Tom Moore, but more than 100,000 deaths have occurred because of the pandemic, leaving thousands to cope with the challenges of bereavement. These issues have never been more pressing I want the Minister to respond to three specific points. The first relates to the bereavement standard, the second to digital death certificates, and the third to statutory bereavement leave. These are the three issues that the charities supporting grieving families have identified as the most important, but currently we lack cross-governmental co-ordination and focus on them. Issues to do with bereavement run across several Government Departments, including the Departments of Health and Social Care, for Work and Pensions and for Education, the Ministry of Justice and the Department for Business, Energy and Industrial Strategy.
ParlaMint-GB_2021-02-03-commons.u296	I thank the hon. Member for giving way; I spoke to him beforehand about making an intervention. This is an issue that grieves us greatly. Does he not agree that in these dreadful days, when people cannot attend wakes or go through the normal stages of grief, there is more need than ever for support and care for those who grieve in these awful dark days, for those who are losing their loved ones from covid, from cancer and through accidents, and for those who cannot bear it any more? There really is a need to do better.
ParlaMint-GB_2021-02-03-commons.u297	I am grateful for that intervention, and I absolutely agree. There are some specific things that we in this House can do and that the Government can do in relation to the bereavement standard.
ParlaMint-GB_2021-02-03-commons.u298	rose—
ParlaMint-GB_2021-02-03-commons.u299	I will give way to the hon. Lady, who also indicated earlier that she would like to intervene.
ParlaMint-GB_2021-02-03-commons.u300	I congratulate the hon. Member on securing this debate. Does he agree that although work is being done in the private sector around the bereavement standard and we have the Government’s Tell Us Once service, we are still getting too many clumsy mistakes when we are dealing with grief? I had a constituent who received a letter from the Department for Work and Pensions addressed to his wife to tell her that she was no longer eligible for employment and support allowance because she had died. Does the hon. Member agree that we need to do more?
ParlaMint-GB_2021-02-03-commons.u301	I completely agree with that, and I want to develop those arguments.
ParlaMint-GB_2021-02-03-commons.u302	rose—
ParlaMint-GB_2021-02-03-commons.u303	I am willing to take one more intervention, but I want the Minister to have time to respond. I give way to the right hon. Gentleman.
ParlaMint-GB_2021-02-03-commons.u304	I wanted the hon. Gentleman to get all his interventions in at once, so his flow can continue. He will know that I am chairman of the all-party parliamentary group for funerals and bereavement. I wonder if he could add to his list of demands for the Minister the provision of vaccinations and personal protective equipment for frontline funeral staff, and a clearer line about the policing of funerals. There are some suggestions that funeral directors are being held liable for enforcing sensible rules on funerals. We need greater clarity on that, too, and I am very grateful to him for giving me the opportunity to make those points.
