ParlaMint-GB_2020-10-23-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2020-10-23-commons.u123	I congratulate my hon. Friend the Member for West Dorset (Chris Loder) on introducing this important Bill. As a fourth-generation farmer’s son and a lifelong advocate for animal welfare, I do not believe that the Bill could have found itself a better champion, and neither could Poppy I strongly agree with colleagues who have articulated the view that more stringent sentencing will act as a greater deterrent against animal cruelty. The maximum five-year sentence will become one of the toughest punishments in the world, bringing us in line with countries such as Canada, New Zealand, Ireland and India, and will further enhance the United Kingdom’s reputation as a world leader in animal welfare—a badge that we should wear with pride. My hon. Friends the Members for Tiverton and Honiton (Neil Parish) and for Wolverhampton North East (Jane Stevenson) have articulated the link between animal abuse and domestic abuse and violence. It is important to bear it in mind that in supporting this Bill we could also be stopping that behaviour in the future We are a nation that is proud of being known for our affection for animals. I assure my hon. Friends that the Bill has my full support and, judging from my inbox, that of my constituents in Heywood and Middleton. They are clear that there is no place in our society for cruelty to animals, and those who choose to inflict terror on animals should be met with the full force of the law. It was a great shock to me—this has been referred to by many other hon. Members, but I believe it worth repeating—that in 2019 the RSPCA investigated more than 130,000 complaints of cruelty to animals and secured only 1,678 convictions This Bill sends a clear message that the inhumane treatment of animals has no place in a civilised society. It builds on the excellent measures introduced in the Animal Welfare (Service Animals) Act 2019, which made it an offence to cause unnecessary suffering to service animals, and addresses the concerns raised by the Finn’s law campaign. My hon. Friend the Member for Montgomeryshire (Craig Williams) pointed out that this is an urgent matter for his constituents; it is an urgent matter for mine in Heywood and Middleton, as evidenced by the amount of biro on what was a very long speech One of the earliest proponents of animal rights, Jeremy Bentham, said that “the question is not, Can they reason? nor, Can they talk? but, Can they suffer?” Ending the cruel and inhumane suffering of animals must surely be one of the yardsticks by which we judge the civility of our nation. I believe that the Bill goes some considerable way to achieving that goal.
ParlaMint-GB_2020-10-23-commons.u124	I rise to support the Bill in the name of my hon. Friend the Member for West Dorset (Chris Loder). I am aware that time is of the essence so, for the sake of getting it through, I will try to be brief As many Members have rightly said, we are a nation of animal lovers, and rightly so. Animals deliver not only comfort but companionship to many across these isles, whether they be children, the elderly or those who would otherwise be lonely. We owe a lot to the animals of this country. I recently arrived home after a late Thursday session to find that my home had a new addition in the form of a nine-month-old kitten called Maya. In the couple of weeks that we have had her, she has already become a very close friend to my two-year-old daughter Lavinia, although trying to teach Lavinia not to shout at her and how to play properly while she is shouting “dissy dat” rather than “pussy cat” is a very heart-warming scene to come home to every week The thought of cruelty to our new addition fills me with concern and dread, not only of the impact that it would have on Maya but of the psychological effect that it would have on my daughter. We need to remember that it is not only the animals that suffer; as any animal lover, in this Chamber and outside, will know, we suffer when we see animals suffer, because we have empathy and we take that seriously Without changing the law, as the Bill would do, people are getting away with cruelty and in some cases even the murder of animals. That needs to stop. Only 10% of reported cases result in prosecution and, even then, few people end up imprisoned. That is not right, and it needs to stop. Away from this place, there is a huge amount of support for protecting animals from cruelty, with all key stakeholders, such as Battersea Dogs and Cats Home and the RSPCA being incredibly supportive. It is clear that the Bill is not only wanted but needed to protect our animals. There needs to be one clear message from this place: “If you are going to be cruel to animals, we will not tolerate it, society will not tolerate it, and you will face the full and strengthened weight of the law.”
ParlaMint-GB_2020-10-23-commons.u125	When I saw that my hon. Friend the Member for West Dorset (Chris Loder) had introduced this Bill, I was thrilled to be able to support it. As someone who grew up in Dorset and walked our harlequin Great Dane and pointer across Maiden Castle in his constituency, it is something close to my heart Those lucky enough to come to my constituency of Bosworth will see that we are animal lovers. Everywhere they look, they will see people walking their dogs, tending to their horses and looking after their cats. It was therefore no surprise to me that when the pet theft petition was debated at the start of the week, Bosworth was 10th on the list, with 345 signatures I personally have recently had two new additions to my house, both in the form of whippets. The first one, Roux, came just before lockdown and was named after Michel Roux in the same week that he unfortunately passed away. We now have a new addition during lockdown called Ada, after Ada Lovelace, who has a special place in my constituency’s heart given her scientific background The thing that most struck me picks up on a point that my hon. Friend the Member for Truro and Falmouth (Cherilyn Mackrory) made. In buying two whippets in the space of six month, the price was more than 200% different, and that is something we really need to look at, because whippets are not the most popular breeds out there. Looking into the research before the debate, I have seen 400%, 500% or even 600% increases in the price of puppies. I would be interested to know whether causing unnecessary suffering will extend under clause 1 to the breeding side and dealing with some of the puppy farming. If not, I would be grateful if the Government would take that away and look at how we can cut down on puppy farming, because in my experience of speaking to breeders, many reputable breeders were choosing not to breed at this time to make sure that they were not dealing in profiteering, and that is really important In my role in the medical profession, I have seen the positives of dogs going into care homes to brighten people’s days, and that is what they do for people up and down the country. The thought of anyone harming them is absolutely despicable, so I am so happy to stand here and support the Bill to make sure that those who commit animal cruelty feel the full force of law. I have a saying for whippet lovers, “A house is never lonely where a loving whippet waits”, and I cannot wait to get back to my two tonight.
ParlaMint-GB_2020-10-23-commons.u126	I congratulate my hon. Friend the Member for West Dorset (Chris Loder), who I know has worked incredibly hard in getting this Bill off the ground and getting it through to this stage. I thank him myself and on behalf of my constituents from across Keighley and Ilkley, who have contacted me on this specific issue We all love our pets. Whether it is cats, dogs, guinea pigs or, as our right hon. Friend the Education Secretary might say, a tarantula, we all seem to have that bond. I just want to outline a very tragic story that I picked up in my constituency. It was to do with an American bulldog, Smiler, who was unfortunately found by the RSPCA in a bath with her head bloodied. She had physically been abused and was found in a state where the owner had tried to clean her with bleach. That story illustrates the necessity of this Bill and how important it is that we strengthen the sentencing measures to give a clear demonstration that any animal cruelty will not be tolerated at all. Strengthening the provisions up to five years will go a long way to doing that I want to conclude, because I am conscious of time. On the Conservative Benches, we are animal lovers, and we are on the side of animal welfare through this Bill being pushed through the House. I am very pleased to see that it has been supported by the Government, and we have also seen the Ivory Bill, CCTV in slaughterhouses and an aspiration and a desire to stop live exports, which I am wholly behind. I am pleased that the Conservative Government will be driving this Bill through.
ParlaMint-GB_2020-10-23-commons.u127	I will call the Minister next and then Chris Loder, and then the question will be put. Then we will just suspend for a brief moment for the sanitisation of both Dispatch Boxes before we move on to Sir Christopher Chope’s Bill.
ParlaMint-GB_2020-10-23-commons.u128	It is great, after a rather fractious week in the Chamber, that peace and love have broken out on Friday. I think everybody here would like to thank my hon. Friend the Member for West Dorset (Chris Loder) for introducing this immensely important Bill and for the commitment he has shown to bringing in more stringent sentences for animal cruelty. It is right that we should also thank the former Member for Redcar, who was instrumental in the Bill’s initial stages and worked hard on it, and my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who helped with the production and passage through the House of Finn’s law. I, too, was privileged to meet Finn. I spoke several times in favour of Finn’s law from the Back Benches, and he is a mascot for why this Bill is necessary This Bill has the full support of the Government, and we will do all we can to support its swift passage without amendment through the Commons and the Lords as soon as possible. During the debate, we have heard some really horrible examples of animal cruelty, and we have also heard that judges have said in many cases that they would have given longer sentences had that been possible under the law. The Bill gives the courts freedom to do just that, and it introduces one of the highest punishments for animal cruelty in the world I would not be doing my job if I did not mention the furry friends we have heard about today, some of whom are loved and happy, some of whom have been rescued and some of whom, sadly, were abused and died. I should mention Lola of Castle Point, the twice-rescued dog belonging to the Government Whip on Fridays; I know that her owner would have loved to mention her. We should talk about Poppy in particular. I fear that this may become Poppy’s law, as well as Finn’s law part two; I can see Poppy’s name all over this legislation We have heard about Teddy from Bristol East; Wilberforce from Tiverton and Honiton; Mimi, Olly, Piper and, I am particularly proud to say, the ferrets from Workington; Snoop, who was so cruelly abused in Stoke-on-Trent; Willow, Lola and the rest of the menagerie from Carshalton and Wallington; Harold, Trevor and Lucy from Ipswich; a tortoiseshell kitten from Eastbourne who is very important; Midge the donkey, who my hon. Friend the Member for Wantage (David Johnston) talked about passionately; Spider and Willow from Dudley South, and Bella, who hangs around Committee Corridor; Hound, who is still loved and remembered by my hon. Friend the Member for Wrexham (Sarah Atherton); Brian the female cat from Cambridge; a springer spaniel from Montgomeryshire, and a cocker spaniel and Cockapoo from Warrington South—I am not getting involved in the debate on which is better; Kipper from Truro and Falmouth, who obviously belongs to a Cornish fishwife; Benny the kitten from Nottingham, who was horribly abused; Maya from Bury South; Smiler from Keighley; and Roux and Ada, who, appropriately enough, belong to my hon. Friend the Member for Bosworth (Dr Evans) We really are a nation of animal lovers. Many of us—44%—keep a pet. This subject clearly touches hearts and minds not only in this House but across all our constituencies. I will whizz through some of the points made in the debate. If I do not answer a Member’s specific question, it is not because I do not want to; it is just in the interests of time, and Members are welcome to contact me later, if necessary On live animal exports, we have a manifesto commitment to end long journeys to slaughter and fattening, I say to the hon. Member for Bristol East (Kerry McCarthy). I am pleased to say that we will launch a public consultation later this year. That is a real gain, and I am thrilled by that. On pre-stunned slaughter, the Government encourage the highest standards and would certainly prefer animals to be stunned prior to slaughter, but we accept the right of Jewish and Muslim communities to eat meat killed in accordance with their beliefs. We will work further on that, and I look forward to taking that forward with Members across the House. It is a difficult and sensitive area The EFRA Committee suggested that we should split sentencing from sentience, which is why that has come about. Of course animals are sentient—I cannot say that frequently enough—and that certainly will not change at the end of December. They will continue to be sentient, and in due course, we will find a way of putting that into law. I hesitate to say that DEFRA is “hogging” the Order Paper at the moment, but last week saw consideration of both the Agriculture and Fisheries Bills—it could be described as the “loaves and fishes week” or the “surf and turf week”. Our Department has had a great deal of legislative time recently, and I, of course, think that Parliament should be legislating on these issues. I smiled when the hon. Member for Bristol East asked about the animal welfare Bill to come, because I very much hope to have good news for her on that shortly A number of Members talked about how abusers of animals go on to hurt humans. That is undoubtedly true, and it is something I know from my previous life as well. A number of hon. Members talked about whether this piece of legislation would increase the spend necessary in prisons. We feel, having assessed this, that it would probably not increase vastly the number of people who go to prison for animal cruelty offences, but it will certainly increase the length of time that they could spend there. The hope is, of course, that longer sentences will deter other criminals—we feel that very strongly I think we have covered pet theft thoroughly this week—my hon. Friend the Member for Ipswich (Tom Hunt) had an excellent debate—and I am pleased to say that I have spoken to the Lord Chancellor since then, and we have a bit of a plan, as my hon. Friend outlined. On microchipping for cats, we have done a call for evidence. We will shortly publish the responses and we will then consult on the issue, which I have previously campaigned on. The hon. Member for Cambridge (Daniel Zeichner) asked whether feral dogs and cats would be covered by this legislation. Yes, normally, domesticated animals such as dogs and cats are covered, whether or not they are currently under control, so that is useful I am very proud that this Government are taking steps further to elevate our reputation for animal welfare in this country. In 2018, we modernised the regulation of dog breeding, pet sales, animal boarding, horse riding and performing animals legislation. On 26 February this year, we published a new welfare code for pigs and, as a former pig keeper, I was very proud of that. In April, we introduced a ban on the commercial third- party sales of puppies and kittens in England, and the Government launched a national communications campaign to help people to make more informed choices when sourcing a new pet. The Government have made CCTV mandatory in slaughterhouses, a requirement that goes well beyond any EU rule We are planning further improvements to animal welfare in a number of other areas. We have begun steps to ban primates as pets, and we will certainly make good on our manifesto commitments to introduce compulsory microchipping for cats and on excessively long journeys for slaughter and fattening. Our farming policy, about which we have spoken at length in this Chamber, also includes supporting a range of farm animal welfare enhancements, and I stress that that is a way of reaching a large number of animals and should really help with animal welfare I appreciate that many Members wanted to get on with this Bill much earlier. I say gently that it has experienced delays during its time in Parliament but none of that is due to a change in motivation on behalf of the Government or our priorities. It was due for Second Reading this time last year, but Parliament was prorogued. The Bill was then scheduled for Second Reading in the summer, but it was then a victim of the coronavirus, and today has been one of the very first opportunities available to us As with any primary legislation, I cannot absolutely promise that it will get the necessary legislative slot in the next few weeks, but I give every commitment I have to do what is in the Government’s power to ensure that it gets before a Committee as soon as we possibly can. The EFRA Committee Chair, my hon. Friend the Member for Tiverton and Honiton (Neil Parish), said that I could talk to Government lawyers—well, I know a few of those and I will certainly do my best to ensure that this goes through I am very glad, and so are the animals that, I fear, are waiting for me on the sofa at home—though I do hope that Gerald the pet lamb is not actually on the sofa—that my hon. Friend the Member for West Dorset found Poppy and that she inspired his choice of Bill.
ParlaMint-GB_2020-10-23-commons.u129	I just want to say to the House that this is an incredibly moving moment and a moving day for me. It has been very clear from the contributions from Members on both sides of the House how important animals are to our lives, our families and, of course, to our constituents. Today is a really important milestone that means we can move forward, finally, with sorting out this legislation. I particularly thank the Minister for her kind support, and my hon. Friend the Member for Castle Point (Rebecca Harris), who has been very supportive in making arrangements for today. I pay particular tribute to my hon. Friend the Member for Heywood and Middleton (Chris Clarkson), who is a staunch supporter of his constituents and has championed many aspects of this issue. Particularly this week, the fact that he is making sure that the voice of his constituents is heard in this place on this important matter is much appreciated We now go forward, I hope, to Committee stage and Report. I hope to be back in the House again for Third Reading in the not too distant future. All that remains for me to say at this point is to once again thank everybody here for their contributions. I am delighted that there are so many Government Members here that some of our colleagues are having to sit on the Opposition Benches Question put and agreed to. Bill accordingly read a Second time; to stand committed to a Public Bill Committee (Standing Order No. 63).
ParlaMint-GB_2020-10-23-commons.u130	We now suspend very briefly for the sanitisation of the Dispatch Boxes. Will those leaving please do so socially distanced Sitting suspended.
ParlaMint-GB_2020-10-23-commons.u131	I beg to move, That the Bill be now read a Second time It is a pleasure to introduce this Bill. It is a two-clause Bill, but the second clause covers only the Bill’s extent, commencement and short title, so it essentially has only two provisions. It arises directly from my long-standing interest in the welfare of park home residents. I have been privileged to be the chairman of the all-party parliamentary group on park homes for more years than I can recall Mobile and park homes provide residential accommodation for about 85,000 households on some 2,000 sites in England. Most of those residents are of pensionable age. They normally own their own home, and they pay rent to the site owner for the land on which the home is stationed. Let me put it on the record that they are not bungalows. Some rogue firms out there are marketing new park homes as bungalows. I have written to the Advertising Standards Authority on the subject but have yet to receive a satisfactory response The Bill will make two changes to the Mobile Homes Act 1983 that will help all residents. The changes were set out by the Government in their response to their own call for evidence in their 2017 review of park homes legislation. On page 6 of the response, which was published on 2018, it says at paragraph 12: “Some site owners pass on their repair, maintenance and other ad hoc costs to residents by requiring them to pay variable service charges in addition to the pitch fee.” The Government response goes on to say, in a subsequent paragraph, that the “Government wants to ensure that residents only pay for services that they are required to pay for through the pitch fee and will introduce legislation in due course to amend and clarify the definition of a pitch fee and prevent the use of variable service charges in written agreements, when parliamentary time allows.” Well, parliamentary time does allow; it needs the will of Government. I hope we will hear from the Minister that the Government do have the will to implement what they said they wanted to do.
ParlaMint-GB_2020-10-23-commons.u132	The hon. Gentleman referred to the charges that are made; does he agree that quite often those charges are made but the work is not actually carried out? Many owners are just interested in cramming as many mobile homes on to sites as possible.
ParlaMint-GB_2020-10-23-commons.u133	The tenor of the hon. Gentleman’s intervention is that there are a heck of a lot of rogues out there and they are up to no good, and he is absolutely right. There are, however, quite a lot of good park home owners, and it is important that we try to support them and to prevent the rogues from taking over the whole industry. That is why it is so important that the Government take seriously the changes—albeit quite modest—in the Bill to try to improve the lot of residents on park homes sites.
ParlaMint-GB_2020-10-23-commons.u134	My hon. Friend is absolutely right to say that we want to help the good park owners. Changing the index of calculations from the retail prices index to the consumer prices index will obviously reduce the income for improvements. I am sure we will consider the matter in Committee, but will he assure the House that he will allow good park home owners the latitude and finances necessary to make necessary improvements to the site?
ParlaMint-GB_2020-10-23-commons.u135	I do not think the good park home owners have any problem about trying to make ends meet. It would be much more difficult for them were we to, for example, change the 10% commission that is payable on the sale of any park home. My right hon. Friend refers to the matter going into Committee; let us hope that in due course that will be possible I have made the point about the service charges sometimes including repairs and maintenance that should already have been paid for in the pitch fees, and that is dealt with in clause 1(2)(a). The second issue—the change to CPI indexing to which my right hon. Friend the Member for Gainsborough (Sir Edward Leigh) referred—is dealt with in clause 1(2)(b) On the pitch fee review, the Government concluded, in their 2018 response, that they had “considered all the arguments put forward including concerns about affordability for both residents and site owners. We also considered the merits of using CPI or RPI as the pitch fee review inflationary index and have concluded that CPI is the most appropriate inflationary index…The Government will introduce legislation in due course to change the pitch fee review inflationary index from RPI to CPI, when parliamentary time allows.” That is exactly what the Bill does: it enables the parliamentary time to be found to make that change.
ParlaMint-GB_2020-10-23-commons.u136	I thank my hon. Friend for bringing this Bill forward. It is a matter of regret that there has not previously been parliamentary time. I sincerely hope that the Minister, with her good civil servants working hard behind the scenes, will find a way to do a write-around or whatever is needed to move forward on this issue. The important thing is that there are really good mobile park owners and there are absolute rogues. Our first interest is the consumer protection of our constituents, so I wish my good friend all the best with the Bill.
ParlaMint-GB_2020-10-23-commons.u137	I am grateful to my hon. Friend for that intervention. She is a long-term champion of park home residents and I hope that, with her encouragement, the Government will give the Bill their support. They are not going to allow the Bill to go through today, but they have said to me that there will be a write-around because they are supportive of its principles. I hope the Opposition are supportive, too—[Interruption.] I am grateful to see that they are nodding. If that is the situation, there is no reason why, if the debate is carried over to another day after this short debate, the Bill may not then get its Second Reading. I am grateful to the House for its indulgence and look forward to having the opportunity to hear briefly from the Opposition spokesman and our Minister.
ParlaMint-GB_2020-10-23-commons.u138	Labour welcomes the chance to debate this Bill. We would have welcomed sight of it sooner in order really to understand the implications of the measures it contains and to ensure that relevant stakeholders could have made their views known. We would like a full impact assessment of the proposed changes, to understand why they are needed and to ensure that this is a fair deal for all involved. It is important that people pay fair fees for their pitches each year and that there is no chance they can be taken advantage of.
ParlaMint-GB_2020-10-23-commons.u139	I thank the hon. Member for Bradford West (Naz Shah) for her comments and congratulate my hon. Friend the Member for Christchurch (Sir Christopher Chope) on securing this debate. I also thank him for his tireless work as chair of the all-party parliamentary group on park homes. He should not have admitted to being the chair for so long, but all Members of the House recognise his work in this area and he has been a consistent and powerful voice on these issues As my hon. Friend outlined, the Government are committed to effective reform of the park homes sector. As he has outlined, I have been unable to support the Bill’s current drafting, but I have agreed and am keen to work with him, and other members of the all-party group, to explore options regarding how we can bring forward these priorities and deliver on the ambition that we all share, which is to better protect park home residents. I hope that he will commit to working with me in the following weeks to do so. Before addressing the specifics of the Bill, I wish to thank my hon. Friend the Member for South Derbyshire (Mrs Wheeler) for the role she played and the work she did when she was the Minister responsible for this area.
ParlaMint-GB_2020-10-23-commons.u140	I am grateful to the Minister for her kind offer to work with me to try to make the Bill into workable legislation. Does she mean by that that, if the Bill does not progress to Second Reading today, we can hold discussions and perhaps have a write-round to see whether it could get a Second Reading on the basis that, when it gets to Committee, various things will or will not be done?
ParlaMint-GB_2020-10-23-commons.u141	I am willing to work with my hon. Friend and my officials over the coming weeks, so that we can bring something forward and support something, so that is entirely correct. But as I have said, there are certain parts of the Bill that at this point I am unable to support Bill. However, I hope he will take my assurances from the Dispatch Box as a commitment to do that because when I say things I generally mean them, and I hope that even Opposition Members agree that, if I agree to do something for them, I follow through My hon. Friend outlined some of the Bill’s specifics, and I want to move on to those, but the park homes sector plays a vital role in housing, especially for older people. As he said, it provides valued homes for around 180,000 people.
ParlaMint-GB_2020-10-23-commons.u142	I wish to pick up on the point made by my hon. Friend the Member for South Derbyshire (Mrs Wheeler) and the Minister’s point about the elderly. As a GP looking after them, I can say that my experience of dealing with these parks is that elderly people often choose the homes as retirement homes and places to downsize. The danger is that they are vulnerable and if there are unscrupulous people in the parks using technical terms to bolster rates and services, that can be a real worry. Has the Department carried out any impact assessments of what that may look like and how prevalent it is? What can we do to make sure people are informed, so that they understand the information they are given and are not bamboozled by clever salesmen?
ParlaMint-GB_2020-10-23-commons.u143	I thank my hon. Friend for his intervention. It is true that many owners and users of park home sites will be elderly and vulnerable. I have many in my constituency, so I am well aware of some of the challenges for the individuals living there. However, I will caveat that by saying that, although we are talking about malpractice today, a large proportion of park home operators operate their sites in a good way, and have care and respect for the residents. We are talking about a minority today, but I absolutely understand the prevalence. We had a review in 2017 and the Government made a commitment to take forward certain things. That is why I am pleased to stand at the Dispatch Box this afternoon and agree to work with my hon. Friend the Member for Christchurch.
ParlaMint-GB_2020-10-23-commons.u144	Of course, transparency is key. Will the Minister agree to work with the industry to make sure that the good operators are able to be celebrated, the Government can support them and we can wash out the rogue traders, so to speak?
ParlaMint-GB_2020-10-23-commons.u145	I thank my hon. Friend for that intervention because that is exactly right: we do want transparency and we do want to work with the sector to remove those rogue traders from the environment in which we operate. One reason why the pitch fee part of the Bill needs further work is that there was no consensus on a proposal. We want to work with the sector. One of the most important points is that, as with any changes to regulations, we do not want unintended consequences and we do not want to make it harder for those operating park home sites well and carefully. We must be careful not to brand every owner and operator as being rogue.
ParlaMint-GB_2020-10-23-commons.u146	I completely agree with my hon. Friend the Member for Christchurch and commend him and anyone who would want to change RPI to CPI. The Minister is making a good point: we need to be bringing forward our good providers and work with them through consultation. Does she agree, however, that now is perhaps not the right time, as a lot of the sector is on its knees because of the pandemic, so we need to consult them, to make sure there is a sector to go back to post covid and to do everything we can to support them?
ParlaMint-GB_2020-10-23-commons.u147	My hon. Friend raises an important point. He is right to say that we are living in unprecedented times with this coronavirus pandemic and many businesses are struggling. As a Government, we are working hard to support them. We want to carry out those impact assessments. On the pitch fees, that is why I said we need to consult the industry further to come up with a proposal that has consensus. In my second day after being appointed—I have been in post only a couple of weeks—I was lucky enough to take through the draft Mobile Homes (Requirement for Manager of Site to be Fit and Proper Person) (England) Regulations 2020. In that Committee, I outlined that the Government had already committed to delivering and working to bring forward these elements in primary legislation when time allowed. That is why I have been really clear from the Dispatch Box today that I am willing and absolutely looking forward to working with my hon. Friend the Member for Christchurch and my officials to take opportunities where we can to protect individuals, while keeping it in mind that we must be sensitive to the challenges and pressures that people who run park homes and all businesses are facing. With all types of legislation and regulation, it is always a balancing act with regard to making sure that there is fairness across the piece, and that obviously relates to—
ParlaMint-GB_2020-10-23-commons.u148	Object Bill to be read a Second time on Friday 6 November. Local Authorities (Borrowing and Investment) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2020-10-23-commons.u149	Object Bill to be read a Second time on Friday 6 November. Electronic Cigarettes (Regulation) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2020-10-23-commons.u150	Object Bill to be read a Second time on Friday 6 November. Hong Kong Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2020-10-23-commons.u151	Object Bill to be read a Second time on Friday 15 January 2021. Illegal Immigration (Offences) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2020-10-23-commons.u152	Object Bill to be read a Second time on Friday 6 November. Magistrates (Retirement Age) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2020-10-23-commons.u153	Object Bill to be read a Second time on Friday 6 November.
ParlaMint-GB_2020-10-23-commons.u154	Thank you, Mr Deputy Speaker, for granting time for this Adjournment debate, and I thank colleagues who are in the Chamber; I am conscious that it is the Friday afternoon ahead of recess Reviving the London economy is critical, clearly for London but also for every single person in this country. London contributes a massive 25% of all tax to the Exchequer. Two small London boroughs—mine, Kensington and Chelsea, and neighbouring Westminster—contribute 10% of all business rates in the entire country, and London contributes £436.5 billion of gross value added. If we take the gross value added of Scotland and Wales and double it, then we get to London’s number. Ensuring that the London economy functions is important for people in Northern Ireland, the north-east of England, Scotland and Wales. It is critical Sadly, the London economy is suffering—in particular the central London economy. I think that there are two principal reasons for that. First, people are not commuting into work, and they are not coming in for cultural and social events at places such as theatres and restaurants. Secondly, there has been a massive decline in international visitors to our city. Let me take those in turn and look first at commuters.
ParlaMint-GB_2020-10-23-commons.u155	Many people commute from Beaconsfield into London, and although we are not part of London, we benefit tremendously from the London economy. I thank my hon. Friend for being such a champion of London and its economy, because consumers and commuters who travel into London benefit just as much as those in inner London. I thank her for securing this important debate.
ParlaMint-GB_2020-10-23-commons.u156	I thank my hon. Friend for her kind words, and she makes a very important point. This is in the interests not only of London but of those who commute into London Let us look at the numbers. Morgan Stanley commissioned a survey in September comparing going back to work in the UK versus in France. In September, 34% were back to work in the UK, whereas in France the number was 83%. I have looked at the latest Greater London Authority data specifically for London, and only 41% are back in work—less than half of the people A second issue is the perceived lack of confidence in public transport—a lack of confidence that is quite wrong, to my mind. I hear that a lot from my museums, for instance, where footfall is dramatically lower. They attribute it to a lack of confidence in public transport. We need to get that confidence back, and we need to encourage people to come into central London. That is why I opposed so strongly what the Mayor of London did in extending the congestion charge to seven days a week and increasing it to £15. On the subject of the Mayor of London, he consistently talks down our great city. His job should be to inspire confidence, not to breed fear and nervousness. Let me move on to international visitors. VisitBritain believes that numbers are down 74% on last year, which is a hit of more than £20 billion to the London economy. Again, it is all about confidence. We need to get those visitors back Clearly, London is in tier 2 measures, and I want to say how much I welcome the announcement from the Chancellor of the Exchequer yesterday to give additional support to constituencies such as mine that are in tier 2. I would also like to thank the Chancellor for his enormous financial support package across the country, greater than £200 billion. At the very beginning of the crisis, in the Treasury Committee, I called for a big, bold and decisive package of support, and, goodness, we have delivered that On the margin, I would say that London has not benefited from the support package as much as some other areas for very technical reasons. Grants to the hospitality sector, for instance, were given on the basis of having a rateable value of less than £51,000. Commercial property prices in my constituency are three times the national average, so businesses in my constituency with comparable cash flows and size to those in the rest of the country were not getting the grants that people in other constituencies were benefiting from. There is a similar case with the holiday on stamp duty. Clearly, that has been terrific throughout the country in giving people a holiday on property prices of less than £500,000, but just because of an accident of geography the average house price in my constituency is £1.25 million. Even in my ward, with the cheapest housing prices, the average price is £510,000. Very, very few of my constituents have benefited from the stamp duty holiday I also want to put it on the record that I am very concerned about the Government’s announcement that they will abolish tax-free shopping come 1 January. This might seem like a very esoteric subject, but international visitors to central London are critical for our economy. They spend a huge amount of money not only in our shops but in our hotels and restaurants, and they are highly mobile. If we make it less attractive for them to come to London by effectively putting a 20% increase on the cost of their goods, they will simply go to Paris or Milan. Especially as we are leaving the EU, we need to project an image of global Britain and to be encouraging international visitors. For the sake of the London economy and our high streets, hotels and restaurants, we need these spenders back However, let me look forward in a constructive way, because it is very easy to talk about the problems. How do we get the London economy going again? If there is one word I keep coming back to it is “confidence”. We need the confidence of commuters and the confidence of international visitors. How do we get that confidence? First, we have to get the virus under control: we need to get our numbers below 100 and to get the R rate down. If we do that, London can go back into being a tier 1 region. I would urge the Government to make that review as soon as the health statistics allow. We need to get London into tier 1 because London is the engine of our entire country. I would also strongly recommend that the Government review the 10 pm rule, again as quickly as the health statistics allow, because we need to support our hospitality sector. We all need to work together collectively to get that confidence back and to reclaim London’s position as the finest capital city and the most prosperous capital city in the world.
ParlaMint-GB_2020-10-23-commons.u157	I congratulate my hon. Friend the Member for Kensington (Felicity Buchan) on securing this Adjournment debate and on raising some really pertinent issues about the economic recovery that we so desperately need for our great capital city We are both privileged to represent constituencies in the capital city. They are very different, and it is really important that we actually remember that London is not one homogeneous mass. Therefore, the economic recovery and the plan for it need to reflect that. There are 600-odd high streets around the suburbs of London. What we saw, as we gradually starting to open up, was people shopping locally, as they were working from home and in their neighbourhoods, and that worked out okay. In fact, footfall was still down, but spend per head was up as people had the confidence—my hon. Friend talked about confidence—to go out in their local area to spend and to buy something in particular, not to browse or to shop as they might have done some months ago What clearly did not happen, however, was people returning to the central activity zones—the likes of Kensington, as well as the west end, Soho, the south bank, the City, Canary Wharf and all those areas. As my hon. Friend said, people did not feel the confidence to use public transport and return to their workplace, despite the enormous amount of work that Transport for London has done, and the investment put in and the work done by so many employers around the central London area in particular in making their workplaces covid-19 secure, as well as in making the pubs, restaurants and shops in all these areas secure It is so important that we remember what a massive contribution London makes to the UK economy. A fact that does not get outed enough is that the west end itself—all the culture, the restaurants, the hospitality, as well as the corporate business in that area—has 3% of the UK’s entire gross value added sitting within it. We must remember that when employers are saying they are not going to bring their employees back to their workplace any time soon—until maybe next year, the health figures notwithstanding—they should not expect that London will naturally be the same London they left. It does not have a God-given right to exist preserved in aspic, and it is incumbent on all of us to work together to make sure that we have a plan for recovery Such a plan works in three different ways—short term, medium term and long term. We must have a 90-day plan. As and when the health figures allow us to move back to tier 1, as my hon. Friend says, we need to be ready to go. We have already had one go, but it did not work as speedily as we would have liked. We need to be absolutely ready so that, when we get the incidence rate down across the boroughs, we can move to tier 1 and ensure that people have the confidence to travel and to return to their workplaces, albeit in a more flexible way than was previously the case. We are not trying to get back to how things were in January or February, because there is certainly a sense of permanent change, but we need to be able to shape that change.
