ParlaMint-GB_2020-07-21-commons.u1	What steps his Department is taking to support businesses during the covid-19 outbreak.
ParlaMint-GB_2020-07-21-commons.u392	I rise to speak about issues relating to amendments 37, 38, 40 and 46. I was seven years old on 11 September 2011, and that awful day passed a long shadow over my childhood. As a young Muslim, I saw the effects of the war on terror at home and abroad. At home, it meant rising Islamophobia, the steady erosion of civil rights, and the installation of cameras on streets near my childhood home. We were told that they were for traffic control, but we soon learned that that was not true. It was an area with a significant Muslim community, and we were being watched. As I got older, I became far too familiar with that. My community were seen not as citizens worthy of equality and respect, but as a threat viewed with hostility and suspicion At school and university, I encountered the effects of Prevent. It was said that it was targeting radicalisation, but when it resulted in Muslim university students being reported for reading terrorism-related textbooks as part of their degree, we knew that its effect was to target Muslims and erode the civil liberties of all. If we are worried about free speech on campuses, we need to look at the Prevent strategy In the past few years, terrorist atrocities have continued to rock communities across the world, from horrific antisemitic and white supremacist attacks, like that which hit the Pittsburgh synagogue in 2018 and the Christchurch mosque massacre in New Zealand last year, to the far-right extremist who assassinated a Member of this House in 2016 and the devastating attack that cruelly took 23 lives in Manchester in 2017. Everything must be done to combat such awful acts and keep our community safe. We must respect individual liberty and tackle the hate and fear that drives such horrific acts I have real concerns that the Bill falls short of those standards. First, it introduces control orders in all but name, which threaten all our civil liberties. Secondly, it removes the statutory deadline to review Prevent. Thirdly, it abandons any attempt to rehabilitate and reform, and instead keeps individuals trapped in a permanent web of surveillance and prisons On the first point, concerns and objections to changes to terrorism prevention and investigation measures have been raised by independent reviewers, including the independent reviewer of terrorism legislation, and civil rights groups such as Liberty and Amnesty International. Liberty says that the change “reintroduces Control Orders in all but name” Control orders have allowed people to be placed under indefinite house arrest, without ever having been convicted of a crime or even having known the evidence against them. The coalition Government rightly abolished them, but this Bill effectively brings them back. Liberty says that the changes pose “a threat to fundamental pillars of our justice system.” That should be a concern to us all, so I encourage Government Members to support amendments 37, 40, 46 and 47 On the second point, the Bill removes the statutory deadline for an independent review of the Prevent programme. To say that the programme needs an independent review is a serious understatement. Again, human rights organisations have consistently raised concerns about it. In 2018, Amnesty International said that it was developed “without a firm evidence base and rooted in a vague and expansive definition of ‘extremism’” Countless examples can be found of the programme’s discriminatory impact on Muslims. In addition to the ones I have already mentioned, I want to include that of an eight-year-old boy who was questioned by Prevent officials after his teacher mistook the writing on his T-shirt, as well as the labelling of countless Muslim individuals, charities and mosques as extreme by the Government. The flaws of the programme have reached such heights that the likes of Greenpeace, the Campaign for Nuclear Disarmament and Extinction Rebellion were put on Prevent documents alongside proscribed neo-Nazi terror groups. The case for a statutory review of Prevent is clear, so I again urge Conservative Members to support amendments such as amendments 38 and 51 On the final point, this Bill omits any effort to improve rehabilitation, which is an absolutely key measure to keeping our communities safe and preventing future attacks. Endlessly locking people up and interning them in underfunded, overcrowded, privately-run prisons is no way to protect the public. Instead, it is simply a recipe for creating more problems down the line I cannot support the approach of this Bill. We need to tackle terrorism, and we need to do that through prevention, but also by tackling the fear and hate upon which it thrives by bringing communities together and by never letting us be divided on the grounds of race and religion.
ParlaMint-GB_2020-07-21-commons.u393	I thank the Members who have contributed to a very thought-provoking debate this afternoon. I would like to reply, if I may, to some of the points that have been raised. I will start with the first question raised by the shadow Minister, the hon. Member for St Helens North (Conor McGinn), about a lone actor review—new clause 8. I know he has had what I hope was a lengthy and fruitful conversation with the Minister for Security earlier today. He will of course be aware that the Prevent review we have been talking about touches on this, but the MAPPA review will also significantly engage with this topic I have been endeavouring to obtain a firm date for publication during the last few minutes. I am afraid the best I can do from this Dispatch Box at the moment is to say that it will be soon—as soon as practical. I hope it will be within the timeframe the hon. Gentleman was asking for, but I am afraid I cannot give him a precise date. However, it is imminent, and we will do it as soon as we possibly can. I believe the MAPPA review will cover many of the issues that the shadow Minister has been raising in relation to the lone actor threat that he and his colleagues have been discussing Let me turn to the substantive questions about TPIMs that arose both this afternoon and in Committee. Let me start with what the hon. and learned Member for Edinburgh South West (Joanna Cherry) termed the business case or the operational case: why are we proposing to lower the burden of proof? The hon. Members for St Helens North and for St Albans (Daisy Cooper) and my hon. Friend the Member for Bromley and Chislehurst (Sir Robert Neill) raised the same question The best answer I can give the House to that question—what is the business case for changing the burden of proof?—is the evidence given to the Bill Committee by Assistant Chief Constable Tim Jacques, one of the national counter-terrorism policing leads, who had been briefed by the security services prior to giving his evidence. In his evidence, which is available in Hansard, he gave us three reasons why a lower burden of proof—a reasonable suspicion—would be better and would protect the public. The first reason he gave is that, where an individual’s risk profile is rapidly increasing, there may not be time to establish the higher burden of proof before a threat or a risk materialises. Secondly, he said that where somebody is returning from abroad—for example, from Syria—it is very hard to establish an evidential base that, on the balance of probability, someone has been involved in terror-related activity because, by definition, getting evidence from somewhere like Syria it is very hard, if not impossible. The third reason he gave was where sensitive material needs to be relied on: disclosing that material to get to the balance of probability would potentially endanger sources—confidential sources—and it is clearly easier to get to the reasonable suspicion standard without disclosing the material. Those are the three reasons he gave. [Interruption.] To pre-empt the intervention that I sense the hon. and learned Member for Edinburgh South West is brewing, I accept that it is true historically—looking back—that there has not been an occasion on which the security services wanted to give a TPIM but could not do so because of the burden of proof. There is no such historical example, and I freely concede the point. I suspect that was the topic of the intervention. [Interruption.] Sort of. However, as my hon. Friend the Member for Hertford and Stortford (Julie Marson) said in an intervention, we have to deal in this House not just with what has happened in the past but with what might happen in the future We have been clearly advised by Assistant Chief Constable Jacques, and through him by the security services, that this measure is necessary to protect the public. When the assistant chief constable gave evidence on 25 June, I asked him explicitly whether the lower standard of proof would make the public safer. He answered, categorically, that yes it would.
ParlaMint-GB_2020-07-21-commons.u394	The Minister anticipates my objection, so perhaps I can refer him to what the assistant chief constable said in response to me during the evidence session on 25 June. I asked: “So where there is a rapidly escalating situation or where there is a need to manage sensitive material, we already have available to us the option of a new variant TPIM without changing the standard of proof.” and he replied: “Well, a TPIM is a TPIM. We have the option of a TPIM to manage that case, yes, as it currently stands. MI5 has pointed out that there is no case thus far where the standard of proof has been a blocker.”––[Official Report, Counter-Terrorism and Sentencing Public Bill Committee, 25 June 2020; c. 23, Q58.]
ParlaMint-GB_2020-07-21-commons.u395	As I said, I accept that. There have not been any historical cases where the standard of proof has been a blocker, but we have been categorically advised by the security services, speaking through Assistant Chief Constable Jacques, that it might occur, and that these proposals will make the public safer. He said that categorically, and I do not think that the House could, or should, disregard such clear advice. In relation to Jonathan Hall’s comments, I suspect that he may not have heard the evidence that I read out. He gave evidence to the Committee immediately before Assistant Chief Constable Jacques. His evidence was new to the House and to Parliament, and we did not have it on Second Reading. We do have it now, however, and we should have careful regard to it A number of Members raised questions about civil liberties, and not wishing to intrude on an individual’s freedom, and I will directly address those points. I will do so with reference to the original Terrorism Prevention and Investigation Measures Act 2011. By lowering the burden of proof, we are changing only one of five limbs. The other four limbs remain exactly as they are, and one of those, laid out in section 3 of that Act, states that the Secretary of State must reasonably consider whether the TPIM is “necessary”—I use that word carefully—for purposes connected with protecting members of the public. Subsection (4), condition D, states that the Secretary of State must consider whether a TPIM is “necessary, for purposes connected with preventing or restricting the individual's involvement in terrorism-related activity,” That test of necessity goes far beyond the reasonable suspicion referred to in the first limb. The requirement for necessity is unchanged The hon. Member for St Albans said that this measure could be introduced on a Minister’s whim, and that a Minister could impose a TPIM with the sweep of a pen. I say to her gently, however, that that is not the case and there are judicial safeguards in the 2011 Act. For example, section 6 of that Act states that when a TPIM notice is given, the Secretary of State must go to the court and make an application, and the court has to verify or validate that the TPIM is reasonable, and certify that it is not “obviously flawed”. There is judicial certification Section 16 of the 2011 Act provides for a right to appeal. If the subject of a TPIM feels that they have been unfairly treated, or that the TPIM is unjustified, they can apply to the court in a process akin to a judicial review, and apply to have it overturned. There are judicial safeguards to protect individuals from unreasonable actions by the Government In the many years that TPIMs have been in operation since 2011, and in the six years when control orders were in place from 2005, the numbers used have been small. There were never more than about 15 to 20 control orders in force at any one time, and we heard evidence that as of today only six TPIMs are in force. That is a very small number, as they are used only in exceptional circumstances. When I asked Jonathan Hall whether he believed that any Government, including the previous Labour Government or the more recent Conservative Government, had ever abused the power provided by TPIMs or control orders, he answered that no, he was not aware of any such abuse. I would add that a former independent reviewer of terrorism legislation, Lord Carlile, has expressed support for the measures in this Bill Let me turn to the issue of time and how extendable TPIMs are. They currently expire after two years. We propose to make them extendable in one-year increments, as were the old control orders passed by the then Labour Government and indeed supported by some Members in this House this afternoon. We heard evidence from Jonathan Hall that there was risk where a TPIM ended after two years, as there could be a gap. He knew of two real cases where that occurred, with a gap of one year in one case and a gap of 16 months in the other before a new TPIM could be obtained. That is because we have to get fresh evidence; we cannot rely on the old evidence and we have to wait for somebody to do something wrong again to give us the grounds to renew the TPIM. Max Hill, when he was independent reviewer of terrorism legislation in 2017, said that some terrorists were “biding time” waiting for the TPIM to simply time out In fairness to the last Labour Government, even though the previous control orders could be extended year by year, in practice most of them were not: 30 of them were for less than two years; eight were for between two and three years; four were for between three and four years; and only three extended for between four and five years. Again, the subject can apply for judicial review if they think the TPIM extension is unfair, so a judicial protection is in place I have two quick final points to make. In terms of prosecution, which my hon. Friend the Member for Bromley and Chislehurst asked about, there is a duty under section 10 of the 2011 Act that requires the Secretary of State to seek prosecution where appropriate. On Prevent, let me say that the statutory obligation to carry out the Prevent review remains. There have been some delays, because the independent reviewer had to be replaced and then we had the coronavirus pandemic. Our commitment to do it remains in statute. Obviously, specifying a date caused a problem before, and we do not want to repeat that mistake. We hope and expect that this will be done by August of next year, but we feel that, given the experience of the recent past, putting that date in the Bill would simply be setting a bear trap. So I hope that I have laid out the case for resisting these amendments.
ParlaMint-GB_2020-07-21-commons.u396	In the brief time available, I wish, first, to thank the Minister for addressing some of the concerns we have raised, not just today on Report, but through a thorough examination of the Bill in Committee. Although Labour Members wholeheartedly support robust action to keep our country and our citizens safe, and to tackle terrorism and its causes, it is the duty of any responsible Opposition to examine fully the Government’s proposals. I feel that we have done that, with the assistance of Scottish National party and Liberal Democrat Members, those from other parties in the House, and colleagues on the Back Benches The Minister and the Government should listen carefully to the very personal testimony given by my hon. Friends the Members for Coventry South (Zarah Sultana) and for Poplar and Limehouse (Apsana Begum), and indeed by my right hon. Friend the Member for Hackney North and Stoke Newington (Ms Abbott). Although I might not have agreed with her on every crossed t or dotted i, or even on whole words or sentences on occasion, she does speak with the voice of years of experience in this House and a commitment to these issues. She also, like Members who spoke from these Benches, speaks authoritatively and with great passion on behalf of the constituencies and communities she represents. The Government should listen to them, which was why I made the points I did about the importance of not only getting this Prevent review right but getting on with it, to give the clarity and confidence needed, and to address some of the challenges and controversies associated with it I was hoping that we might receive a commitment from the Government to publish their MAPPA— multi-agency public protection arrangements—review before we got to consideration in the House of Lords, because it is important, given the removal of the statutory deadline for Prevent and given that the Opposition have proposed a review on lone actors, to have some timeframe on that. I appreciate and understand that the Minister has made valiant efforts to do that, but I regret that it has not been forthcoming to date. I hope that in considering the request for a review on lone actors, the Government understand that we do so in a constructive spirit.
ParlaMint-GB_2020-07-21-commons.u397	The Lord Chancellor has appeared, as if by magic, behind the Speaker’s Chair and has indicated to me by eloquent gesticulation that the MAPPA review will indeed be published before the consideration of the Bill in the other place.
ParlaMint-GB_2020-07-21-commons.u398	I thank the Lord Chancellor and the Minister for that commitment. The robust exchanges we have had have been in the context and spirit of working constructively on a Bill of huge importance, which is concerned with keeping our country and its citizens safe. Our proposals for that review are in keeping with that view. We await to see what the MAPPA review by the independent reviewer of terrorism legislation comes forward with. Colleagues in the other place will no doubt wish to scrutinise that. On that basis, I beg to ask leave to withdraw the clause Clause, by leave, withdrawn. Clause 4 Serious terrorism sentence for adults aged under 21: England and Wales Amendment proposed: 30, page 5, line 35, at end insert— “(7) The pre-sentence report must — (a) take account of the offender’s age; (b) consider whether options other than a serious terrorism sentence might be more effective at— (i) reducing the risk of serious harm to members of the public, or (ii) rehabilitating the offender (8) The court must take account of any points made by the pre-sentence report in relation to the matters in subsection (7) and consider whether they constitute exceptional circumstances under subsection (2).”.—(Alex Cunningham.) Question put, That the amendment be made.
ParlaMint-GB_2020-07-21-commons.u399	I beg to move, That the Bill be now read the Third time May I take this opportunity to thank hon. and right hon. Members from across the House for their careful scrutiny of the Bill thus far? I am very grateful to everyone who contributed to the debate on Second Reading, in Committee and today on Report. I would especially like to thank my hon. Friend the Member for Hertford and Stortford (Julie Marson), whose impassioned speech regarding her friend Louise, who was caught up in the horrors of the 7/7 bombings 15 years ago this month, reminded us of the importance of the work we are doing here. I am particularly grateful for the co-operative and constructive spirit in which these debates have taken place, and for the broad support received for the Bill so far. That, I think, is testament to the fact that Members recognise overall the intent and purpose of the legislation, which are to protect the public and to keep our country safe. Those are the first and foremost duties of any Government There have been some differing opinions on certain measures in the Bill. They have enriched the debate and deepened our understanding of not just the intention behind the measures, but current practice. We have heard questions about the changes we are making to terrorism prevention and investigation measure notices—or TPIMs, as we know them. Let me say to the House that prosecution, or deportation in the case of foreign nationals, will always be our preference for dealing with terrorists, but there will continue to be a small number of cases where, despite the best efforts of the police and security services, that will not be possible. In those circumstances, TPIMs remain a vital risk management tool. A lower standard of proof will allow for TPIMs to be considered for use in a wider variety of cases and will better protect the covert sources and methods that are vital to the investigation of terrorist threat The Home Secretary considers very carefully the intelligence held by our security services, as well as consulting the police on the case for prosecution, before deciding whether a TPIM is necessary and proportionate. The Government have no desire to keep individuals on a TPIM any longer than is necessary and proportionate to protect the public. Removing the two-year time limit for a TPIM ensures that where subjects pose an enduring risk, we will be better placed to restrict and prevent their involvement in terrorism-related activity for as long as is necessary Further safeguards will remain in place. The courts will be able to consider permission hearings on whether the decision to impose a TPIM was obviously flawed and prevent the Home Secretary from doing so where that is the case. Subjects will continue to have a right to appeal any decision to extend the TPIM or vary any of its measures. The quarterly TPIM review group meetings will continue to provide regular oversight of every TPIM, including reviewing its ongoing necessity, whether prosecution is a possibility, and, indeed, the exit strategy for the subject of the measure Some concerns have been expressed about the removal of the statutory deadline for completing the independent review of Prevent. I must emphasise that the commitment to completing that important review continues and will remain in statute. We want the review into our strategy for safeguarding those vulnerable to being drawn into terrorism to be completed as soon as possible, but we also wanted to run a full and open competition to appoint a new reviewer and to attract as broad a range of applicants as possible. Designing and running that process takes time, and I want to ensure that the new reviewer has an opportunity to decide how best to run the next phase of the review and has enough time to analyse the evidence, develop robust recommendations and, critically, can engage as openly, fully and widely as possible with communities, civil society and others. That will all take time if it is to be done properly, and we cannot fully predict whether events might have a further impact on the timings of that review, particularly in the context of the ongoing covid-19 pandemic, which, frankly, could present further practical challenges to how it could be conducted over the coming months. We should therefore avoid the risk of removing the reviewer’s ability to respond to and mitigate those events both foreseeable and unforeseeable For those reasons, while I fully understand the desire to put a new deadline in the Bill, there would, in my judgment, be a significant risk in doing so. It could have the unintended consequence of reducing the impact of this vital review, which I know Members across the House do not wish to do. We should not confuse our desire to give the reviewer the flexibility and time they will need with any question about a lack of commitment to it. I say again to the House that we want it to be completed along with a Government response as quickly as possible, and certainly no later than August of next year There has been much debate and discussion about the Bill’s provisions relating to polygraph testing, and I recall a lot of interest in the media when we announced the Bill and its details. I would like to be clear about what these measures seek to achieve and what they do not do. First, on their efficacy, the Committee heard compelling and detailed evidence from Professor Grubin, a leading expert in this field, who has attested to their reliability and their value. They are well established in this country already, having been used thousands of times on sex offenders, and they have been independently evaluated. Secondly, on their purpose, they are an additional risk management tool that can allow probation officers to test compliance with other licence conditions. They are not there to catch offenders out, and the results will most certainly not be used in criminal proceedings against the offender. We have already shown our intention to introduce polygraph testing elsewhere for use with domestic abusers, so we are not taking a novel approach for terrorist offenders. It is another way in which we can help to protect the public Finally on this issue, we recognise that they are currently used only in England and Wales, which is why the polygraph provisions relating to terrorist offenders on licence will not come into effect automatically. We will continue to work with Ministers in the Scottish Government and the Northern Ireland Executive to provide advice and support to put the necessary infrastructure in place before polygraph testing can be conducted there. I am grateful for the continued co-operation of those devolved Administrations. I recognise the complexity and sensitivities of legislating across three jurisdictions’ sentencing frameworks. Right hon. and hon. Members have indeed reminded us of the need to tread carefully, and we do so. I would like to give reassurance that the Government are committed to ensuring that the measures in the Bill can work effectively throughout our United Kingdom, but I do not apologise for the determination, because we have to ensure our citizens are safe from terrorist offending whether committed in England, Wales, Scotland or Northern Ireland I will pause at this moment to thank all those members of the Bill team who have worked so hard to bring the Bill to this stage. Most notably, I am profoundly grateful to my hon. Friend the Member for Croydon South (Chris Philp) for his stewardship both on Report and in Committee. Indeed I thank all the team both in the Ministry of Justice and the Home Office—some of whom are in the Box today—for working collaboratively together. They have served Ministers and indeed the House diligently when it comes to the need to marshal all the clauses in a way that could withstand the most appropriate and thorough scrutiny. I am grateful to them, and I am happy to put it put that on the record here rather than via a point of order, which I think I did on a previous occasion when you were in the Chair, Madam Deputy Speaker. I am grateful for that, too The United Kingdom has one of the strongest counter-terrorism systems in the world, but we continue to face a terrorist threat in this country that is complex, and that is diverse and rapidly changing. The House has rightly noted the growing threat that we face from right- wing extremists. Since 2017 we have foiled 25 terrorist plots, including eight plots planned by right-wing extremists, but we are not complacent. We have already established a joint extremism unit to strengthen the partnership of work across the Ministry of Justice and the Home Office. Of course, there is much more to do, and there will regrettably always be unfinished business We are on track to recruit an additional 20,000 police officers to boost frontline capability. That is why we have increased the budget for counter-terrorism policing by £90 million this year, compared with last, taking the overall CT police funding to over £900 million, and we are developing an ambitious programme to strengthen joint working between our police and our security services, which will leave terrorists with no place to hide As I have said on many occasions and will continue to say, public protection is our first duty. The comprehensive package of measures introduced in the Bill, on top of the investment that we are making and the programme we are putting in place, demonstrates, I firmly believe, our deep and enduring commitment to that duty.
ParlaMint-GB_2020-07-21-commons.u400	This is an important Bill, which will have a significant impact on many aspects of the criminal justice system for many years to come. I wish to thank colleagues who contributed to the robust debates that we have had in Committee and on Report. In particular, I thank my colleague, my hon. Friend the Member for Stockton North (Alex Cunningham), who has made characteristically thoughtful contributions throughout the Bill’s passage. I thank also my colleague, my hon. Friend the Member for St Helens North (Conor McGinn), for his characteristic robust approach, and the Under-Secretary of State for the Home Department, the hon. Member for Torbay (Kevin Foster), who has been a pleasure to work with for the first time on the Front Bench. I also thank the hon. and learned Member for Edinburgh South West (Joanna Cherry) for the joint working that we were able to do in opposition As I said on Second Reading, the Opposition fully accept that those who have committed serious terrorist offences should serve a sentence that fully represents the gravity of their actions. First and foremost, our approach has been an overarching commitment to keep the British public safe and to ensure that horrific terrorist attacks such as the ones at Fishmongers’ Hall and Streatham cannot be repeated. The Opposition also accept that when those who have committed the most serious terrorist offences are released, it is only right that, even if they are really sorry, they are subject to stringent licensing conditions that would allow their close supervision in the community We accept that the broad thrust of the Bill is necessary and proportionate. It would be a mistake to say, though, that the Bill is flawless, or that its provisions on their own can protect the public from the ever-present threat of radicalisation and serious terrorist atrocities. One of the greatest concerns that we have had, as an Opposition, since the emergence of the Bill is that the balance between the importance of punishment and the necessity to rehabilitate offenders has not been quite struck. At this stage, it is important to make one point perfectly clear: even offenders convicted of the most serious terrorist offences, those who are subject to extended sentences under the Bill, will at some point be released back into society. That is the reality that, wherever we sit in this House, we must accept. Although, as I have already pointed out, it is only right that the most serious terrorists serve extended sentences of up to 14 years, the Opposition also believe that we have a moral duty to ensure that offenders leave prison less dangerous and less willing to harm the fabric of our society than when they went in Failing to believe and invest in deradicalisation strategies not only fails society but actively puts members of society at increased risk. Although it is sadly true that most serious terrorist offenders will prove to be either unwilling or unable to reform, it is our duty to believe in hope over despair. It is simply not good enough to lock terrorists away for longer, put them out of our minds and hope for the best. As we have seen from the devastating attacks at Streatham and Fishmongers’ Hall, this approach does not work The Government cannot simply give up on rehabilitation, nor the ability of former offenders to reform, which is why it is so disappointing that so little in the Bill will do anything to strip terrorists of their hateful ideologies or to encourage them to rejoin society as reformed individuals. It is abundantly clear that we need a serious and comprehensive strategy on deradicalisation in prison, and the Opposition will hold the Government to account on that in the months and years to come. That brings me to another issue that the Opposition have sought to recognise during the passage of the Bill: the importance of probation. We cannot begin to tackle terrorism without first recognising the important role played by the probation services. It is worth remembering that the role of probation is not just to monitor risk but to provide support to those who have been released from prison so that they are less likely to reoffend and can play an active role in society The provisions of this important Bill will mean that more people will serve longer behind bars, followed by hugely increased licence periods in the community. With that in mind, it is more important than ever for our probation services to be fully functioning and effective, yet we know that our probation services are already hopelessly overstretched and overworked In particular, Labour is concerned that the provisions of the Bill will place a huge burden on specialised probation officers, who are already very thin on the ground and hold very high terror-related caseloads. Research shows us that more time spent with offenders is essential to the carrying out of proper risk assessments, but that simply will not be possible with vastly increased workloads. The Government cannot simply increase the responsibilities placed on probation officers, increase their workload and consider the matter closed. It is vital that probation officers are given the resources that they need to do their job; the safety of the public depends on it. The Opposition will hold the Government to account if they fail to meet their obligations to the probation services Another concern that was stressed throughout Committee and on Report is the importance of recognising the difference between young offenders and adult offenders. Young offenders and adult offenders are inherently different: they think differently and make decisions in different ways but, most importantly, young offenders are much more capable of reform than older adults. As Jonathan Hall QC, the independent reviewer of terrorism legislation, rightly pointed out during his analysis of the Bill: “The requirement of a minimum mandatory sentence for all adult offenders, however young,” raises the question of “an adult of 18 years and one month” being “any more mature than a child of 17 years and 11 months” The Opposition recognise that there are significant differences between adults over 21, those who are between 19 and 21, and those who are under 18. Members of each of those groups are at very different stages of their lives, and reviews, including my own, have recognised the need for different criminal justice approaches to different age groups. In order properly to reflect the difference between young offenders and adult offenders, the Opposition tabled an amendment that would require a pre-sentence report to be carried out that would take into consideration the age of the offender and whether options other than a serious terrorist offence might be more effective. It is a shame that the Government did not accept that amendment, but I hope that the Secretary of State will consider the Opposition’s concerns in the months and years ahead Let me finish where I started on Second Reading, first in paying tribute to a dear friend, James Adams, who was killed in the 7/7 bombings, but also in paying tribute to Jack Merritt and Saskia Jones, who lost their lives in the attack on Fishmongers’ Hall. Both Jack and Saskia believed passionately that there can be a glimmer of light in even the darkest and most hardened of hearts. We on the Labour Benches share that optimism. Although it is only right that those who have committed the most heinous of crimes are subjected to extended sentences, we cannot give up hope of rehabilitation. If even the smallest chance of redemption exists, we owe it to the victims of Fishmongers’ Hall to try Throughout the passage of this Bill, the Opposition have sought to work constructively with the Government to ensure that the courts have the powers they need to meet the continual threat of terrorism and keep terrorists off the streets, and I assure the Secretary of State that I will continue to work constructively with him over the months and years ahead. This Bill goes some way to doing that, and therefore we will support it on Third Reading.
ParlaMint-GB_2020-07-21-commons.u401	This is a very important Bill. The Lord Chancellor and his ministerial team are to be congratulated on delivering it. It is the second major piece of legislation that the Lord Chancellor’s Department has delivered in very different fields, if we take into account the divorce reform Bill. It deals with the most profound matter. Many of my constituents commute daily to London—or they would, under normal circumstances—and the real threat and risk of terrorism there and in our great cities is a daily matter for them. Getting this right is vital for my constituents and for the country as a whole That requires a balance—a balance between security, and just and due process and the liberty of the individual. I do not doubt that it was the Lord Chancellor’s overriding intention to get that right. I believe he has succeeded. There are one or two areas, which I have referred to, where perhaps we will want to see how it works in practice, but we ought to give the Bill a fair wind I know that the Lord Chancellor will take on board the observations of the shadow Lord Chancellor and the Justice Committee about the importance of the work done by the probation service and the Prison Service in these areas and ensure that they are not only properly supported but resourced. In particular, we must ensure not only that offenders are, where necessary, properly contained in prison and then, where possible, rehabilitated afterwards, but that those who cannot be rehabilitated are not able to corrupt and suck into their web other, more vulnerable prisoners. Giving the Prison Service resource to do that is also an important part of protection. I support the Bill.
ParlaMint-GB_2020-07-21-commons.u402	I will not speak for long, because I have already spoken at length this afternoon about issues of concern to the Scottish National party and the Joint Committee on Human Rights I commend the Under-Secretary of State for Justice, the hon. Member for Croydon South (Chris Philp), on his hard work to pilot the Bill through its stages so far, and on having an open-door policy to my concerns and those of my hon. Friend the Member for East Lothian (Kenny MacAskill) about matters pertaining to sentencing in Scotland. I also thank the hon. Members for Stockton North (Alex Cunningham) and for St Helens North (Conor McGinn); I enjoyed working with them on the Bill Committee, and it is always my pleasure to work with the hon. Member for Torfaen (Nick Thomas-Symonds) and the right hon. Member for Tottenham (Mr Lammy). We have a good working relationship, and I would like that to continue on other Bills as this Parliament goes on As I said earlier, terrorism is clearly reserved. The position of the Scottish National party is clear: we want to work hard with the UK Government to make sure that all communities in these islands are protected from the horrendous consequences of terrorism, but sentencing is devolved, and it is important that that is respected. I am grateful to Ministers for taking on board the concerns that I and my hon. Friend the Member for East Lothian raised about the order for lifelong restriction, and for bringing forward amendments to deal with those concerns. I am also grateful that there are ongoing discussions about the rather more difficult issue of polygraphs. In Scotland, we do not use them at present. My friend and colleague Humza Yousaf, the Justice Secretary, is in correspondence about that matter I add my own plea that we do not forget about the importance of rehabilitation and deradicalisation. There is not really anything about those things in the Bill. As I said earlier this afternoon, it is particularly important, when looking at children and younger offenders, that we devote thought and time to deradicalisation I have already made clear the Scottish National party’s concerns about the lack of a clear operational case for the changes being made in relation to TPIMs, and I suspect there will be more debate about that in the other place. That is not just the view of the SNP; the concern is shared by the Joint Committee on Human Rights and the Independent Reviewer of Terrorism Legislation. I will leave it at that for now, but we will no doubt be revisiting matters if any amendments come back from the Lords.
ParlaMint-GB_2020-07-21-commons.u403	I rise only briefly to state my strong support for the Bill. I should declare that prior to my election, I was the magistrate member of the Sentencing Council and a non-executive director of Her Majesty’s Prison and Probation Service. Accordingly, I was honoured to be a member of the Public Bill Committee for this legislation As we have heard several times during the debates on the Bill, the overarching responsibility of any Government is to keep their citizens safe, and one of the five set out purposes of sentencing is to protect the public, and that is rightly the priority of the Bill. Terrorist attacks cause carnage, murdering indiscriminately and injuring wantonly. The Bill sends a very powerful message to those who seek to bring terror to the lives of innocent people. It demonstrates the contempt in which we hold those who seek to kill and maim to further their warped ideologies. A minimum sentence of 14 years to be spent entirely in custody is a clear signal that if someone commits a serious offence linked to terrorism, they can expect to spend a hefty proportion of their life locked up, and rightly so I, too, am a firm believer in rehabilitation, and the Prison Service has worked incredibly hard to devise and implement deradicalisation programmes, but I think most people would acknowledge that there is considerable scope for further improvement. Several times during the Committee’s evidence sessions, we were told that the reoffending rate of terrorists is low—perhaps just 3% —somehow implying that we therefore do not need such lengthy sentences as proposed in the Bill, but that surely misses the point. Even one terrorist reoffending is one too many, because even one terrorist attack can kill hundreds of people. In cases of terrorism, we cannot take risks The Bill also sends a strong message to the public that this Government are absolutely committed to protecting lives and minimising the chance of terrorist attacks taking place. The changes to TPIMs reflect the needs of the Security Service to have every tool to keep us safe. When Assistant Chief Constable Tim Jacques, the deputy senior national co-ordinator in the UK’s counter-terrorism policing, gave evidence to the Public Bill Committee, he stated: “Protecting the public is our No. 1 priority and sometimes that means we have to intervene regardless of evidence, because the risks to the public are so great.”––[Official Report, Counter-Terrorism and Sentencing Public Bill Committee, 25 June 2020; c. 26, Q69.] Our priority must be to support our Security Service and police in the heroic work they do day in, day out, often at considerable danger to themselves in their constant quest to thwart would-be terrorists from wreaking their havoc. We owe it to them to give them what they need to keep us safe Finally, it is vitally important that the courts take immediate note if and when the Bill is passed. I hope that sentencing guidelines can be introduced quickly to reflect the clear will of all sides of Parliament to ensure that dangerous terrorist offenders spend more time in prison.
ParlaMint-GB_2020-07-21-commons.u404	On that point, my hon. Friend will be assured to know that the Sentencing Council is putting work in train in any event to revise the terrorism guidelines and this Bill, should it become law, will no doubt form part of its work.
ParlaMint-GB_2020-07-21-commons.u405	I am grateful to the Lord Chancellor for reassuring me of that. I know from having served on the Sentencing Council that its members will diligently proceed with their efforts. That work will surely reflect, as I was saying, the clear will of Parliament to ensure that dangerous terrorist offenders spend more time in prison, to give greater opportunity for rehabilitation, to reflect the seriousness of their crime and, most importantly, to protect the British people.
