ParlaMint-GB_2020-09-07-commons.u1	What steps his Department is taking to help ensure free speech in universities.
ParlaMint-GB_2020-09-07-commons.u362	Before I call the next hon. Member, might I remind everyone in the Chamber, but especially new Members who have possibly not quite got into their stride on the matter as we have not had normal times—I took the matter up with the hon. Member for Jarrow (Kate Osborne)—that it is obligatory to refer to hon. Members not by name, but by their constituency? I call Matt Rodda—I can call Members by their names.
ParlaMint-GB_2020-09-07-commons.u363	Thank you, Madam Deputy Speaker, and I am grateful for the opportunity to speak in this important debate tonight. Thank you for reminding me of that very important point as well. I would like to speak in support of new clauses 1 and 2 and the other new clauses tabled by the Opposition on the duties of building owners and accreditation of fire risk assessors. However, before I address those important points, I would first like to reflect on the scale of the challenge facing our country following the Grenfell disaster and, indeed, the issues in my own constituency of Reading East. I would like to briefly pay tribute to the Grenfell families, and I am sure we can all agree that our thoughts are with them continually after what happened in the disaster. Like my hon. Friend the Member for Jarrow (Kate Osborne) earlier, I wish to show my support for our firefighters, both for their bravery and their professionalism Three years after Grenfell, the issue of dangerous cladding is still a daily reality for thousands of residents, including many in my constituency, and for many more, there are a whole series of other issues, such as fire safety concerns about their own properties or concerns on behalf of friends or relatives living in accommodation that is subject to those risks. One resident put it to me so poignantly when she contacted me, when she said: “Imagine coming home every night to a flat which you fear is unsafe to live in, and yet you are unable to sell the flat or to move out of it.” That is the reality that thousands of people in our country continue to face. That story is repeated time and again in towns the size of Reading or much smaller, and in great cities around the country. Indeed, it extends way beyond the issue of ACM cladding, although that in itself is a huge issue for the country To give an example, in Reading and Woodley there are several blocks containing Grenfell-style cladding, and others with other forms of composite materials on them, as well as wooden cladding, all of which have been found to be highly dangerous and flammable. Indeed, since Grenfell there have been fires in Bolton and in Barking with the materials that I have mentioned, similar to those found in my constituency In addition to tall buildings and the issues that we have talked about tonight, there are also fire safety concerns about lower-rise buildings. In my constituency, there are huge numbers—possibly into the thousands—of lower-rise flats below the 9-metre limit, many of which have what I believe may be serious fire safety issues. That affects tens of thousands of people around the country.
ParlaMint-GB_2020-09-07-commons.u364	My hon. Friend makes an important point when he talks about the impact that this is having on many families. He may have instances in his constituency, as I do in mine, where couples have divorced but are unable to separate properly because they cannot sell their flat. The mental strain, illness and stress that that imposes on many residents is absolutely phenomenal.
ParlaMint-GB_2020-09-07-commons.u365	I thank my hon. Friend for that contribution, because it points out just how dire this problem is, on so many fronts. The point I was about to make relates not just to the taller buildings or even the 9-metre ones, but to houses in multiple occupation. There has been a huge growth in the number of houses that have been divided up into bedsits or small flats in my constituency, as there probably has in his north London seat. I have concerns about those, as do other Members, although they are not addressed by this Bill, and I urge the Government to consider that matter as well This Bill is long overdue. I hope it will help, but I fear that it does not go far enough, and I urge Ministers to look again at the issue in much more detail and tighten their grip on it. A much more substantial response is needed, both in legislation and in the level of resources available to fire services, as has been mentioned, and to local authorities. Strengthening this response, both in legislation and resources, will be particularly helpful in respect of buildings that have multiple owners, such as blocks with leaseholders, tenants and freeholders, where the fire services, local authorities or contractors face a deeply confusing jigsaw puzzle of ownership. In many cases, it is hard to track people down. In some cases, the owners may be corporations based overseas or there may be other forms of ownership that are difficult to piece together. A more robust approach combining legislation and the funds to support local authorities and fire services would help residents in lower-rise accommodation. Berkshire’s fire service has urged me and MPs from across our county to speak up about the issues found in many towns mainly in lower-rise accommodation, not in the high-rise blocks discussed in the Bill, because of the huge number of those sorts of flats in towns such as Reading, Bracknell and Slough I am conscious of time, so I shall turn to new clauses 1 and 2. New clause 1 is particularly important, because, as many people involved in this issue recognise, we face real problems in improving safety in some private blocks. The new clause would speed up what can be a very lengthy process by requiring a manager or a lead figure to share information with the fire service about both fire safety and evacuation plans, which are important matters New clause 2 also raises a significant but simple point: fire inspectors should be accredited. I hope the new clause would address a long-standing loophole that I understand was first introduced unwittingly in legislation in the 1980s. It takes years for a fire safety inspector to complete their training, so it seems obvious that they would need accreditation. As has been mentioned by Members from across the House this evening, a common feature of any regulatory system is having people who have a known role of this type accredited I hope that tonight’s debate has allowed a further discussion of these issues and allowed us address these points in some detail. I urge the Minister to look at the matters in hand, and I thank you, Madam Deputy Speaker, for the opportunity to speak tonight.
ParlaMint-GB_2020-09-07-commons.u366	Thank you for calling me to speak on this matter, Madam Deputy Speaker. There is a little more frightening than a raging fire, as it is then that we truly understand the little we are able to do in our human state. We are so thankful for those in the fire service, who use their expertise and training, yet, ultimately, lay their lives on the line every time they answer the call. Others have said it, but I want to put on record my thanks to them for all they do and have done The Grenfell tragedy had repercussions for all of the United Kingdom of Great Britain and Northern Ireland, so although it happened on the mainland, and although this legislation is for England and Wales, I wanted to make a brief contribution to ask that the lessons learned are shared with Northern Ireland. When the Grenfell tragedy took place, the Northern Ireland Assembly and the bodies with responsibility for this area right away checked all their high-rise flats to see whether the danger that there was on the mainland was or was not apparent in Northern Ireland. Some steps were taken right away. I know it is a devolved matter, but I wish to mention something at the end that the Minister might take on board, and it relates to what we have learned in Northern Ireland This Bill is a devolved matter for Northern Ireland, so my comments will be brief. It is clear that the improvements in this Bill to create greater fire safety must be considered UK-wide. My colleagues in the Northern Ireland Assembly have taken seriously the lessons that we have learned from the absolute tragedy at Grenfell. I take this opportunity once again to remind all the families involved that our thoughts remain with them as they try to rebuild their lives. I do not think there is anybody anywhere in the whole of the United Kingdom of Great Britain and Northern Ireland or further afield who was not touched by what happened, as we watched the tragedy unfold I echo other hon. Members’ comments about the danger of electric goods, and in particular about the need to have them checked so that they meet the standards that we have in the United Kingdom, which are some of the highest in the world. The hon. Member for Southend West (Sir David Amess), who represents that great city of Southend, has been an excellent, outstanding spokesperson on this matter, along with our former colleague and friend, Jim Fitzpatrick. I remember him fondly; he, I and the hon. Member for Southend West shared many debates in that other great place, Westminster Hall, on electrical safety and other things. We had some very good and enjoyable times. One thing that was outlined was the opportunity for people to buy online goods that may not meet the standards. I am sure the Minister will say how the Government are addressing those issues for online purchases, which I believe need to be checked I welcome the remediation programme, supported by £1.6 billion of Government funding, to remove unsafe cladding from high-rise residential buildings, and the commitment of £20 million of funding to enable fire and rescue services to review or inspect all high-rise multi-occupied residential buildings by the end of 2021, but it is clear that more needs to be done. Right hon. and hon. Members from both sides of the House have said that, and hopefully the Minister will be able to say what other steps the Government are looking at to try to make improvements I do not want to be alarmist, but the Northern Ireland Assembly’s inquiries into safety standards raised not just the issue of cladding—the Northern Ireland Housing Executive carried out those risk assessments, because cladding is its responsibility—but concerns about reports that 63% of Northern Ireland Housing Executive wall cavity insulation may be defective. There was some concern that the cavity wall insulation could in some way lead to worse fires and could be a conduit, allowing fires to go through buildings. I do not expect an answer from the Minister today if he has not got one, but I know that he always follows up, and we thank him for that, so perhaps that could be looked at. We are awaiting more information, but that raises a pertinent issue. I believe that it must be absolutely clear in any legislation that it is the building owner’s responsibility to make safe not simply the outside of the walls but the inner cavities. I would appreciate it if the Minister could clarify how that is legislated for in this Bill Has the Minister had any discussions with other regions of the United Kingdom of Great Britain and Northern Ireland about a UK-wide approach to this issue? I often say in this House that lessons learned in England and Wales can and must be shared with the devolved Administrations—the Northern Ireland Assembly and the Scottish Parliament. This debate is not about that, but none the less it is important that we share things. We can learn from each other in this great United Kingdom of Great Britain and Northern Ireland. If things are learned in Northern Ireland, they should be shared with the rest of the United Kingdom. If they are learned in England and Wales, they should be shared with us in Northern Ireland, and with Scotland. An improvement can be made UK-wide so that all the people of this great nation of the United Kingdom of Great Britain and Northern Ireland can benefit.
ParlaMint-GB_2020-09-07-commons.u367	It is a privilege to respond to this debate. It is the first time I have had the chance to speak physically in this Chamber since March, so it is a great pleasure to be here tonight to respond to what has been a passionate, well-informed and very serious debate on issues that touch on concerns that we share across this Chamber. Like others, I very much underline our recognition of the context of the Bill: the Grenfell Tower fire and the need to ensure that people feel safe and are safe in their homes. I pay tribute to the community of Grenfell—Grenfell United and more broadly—on their determination to seek justice and change, and I recognise the responsibilities we hold to them in following through on that.
ParlaMint-GB_2020-09-07-commons.u368	In Grenfell Tower, there will have been secure tenants, leaseholders and private tenants. Why should regulations apply to some of those groups and not others just on the basis of tenure?
ParlaMint-GB_2020-09-07-commons.u369	I was coming on to precisely that point. In her review, Dame Judith Hackitt recognised that residents themselves have a role to play and recommended clearer rights and obligations for residents to maintain the fire safety of individual dwellings, working in partnership with the duty holder. There are provisions on this within the draft Building Safety Bill, published in July, setting out a clear duty A number of different measures are in place, but I take the points that my hon. Friend the Member for Southend West made very seriously. The Government are committed to ensuring that the electrical products that people buy are safe. I recognise the concerns, and we will look across Government at whether there are any gaps in the current regime and proposals to strengthen accountability in this area. I give that assurance to my hon. Friend to work with him. I would like to pay tribute, as he did, to Electrical Safety First for its important work in this arena. I hope to work with my hon. Friend and colleagues across the House to identify gaps, and if there are still gaps, we, like so many Members, want to see those filled effectively. With that assurance, I hope my hon. Friend will be willing to withdraw his amendment I turn to the new clauses, which were tabled in Committee, as the hon. Member for Croydon Central highlighted. On new clause 2, I agree that there is a clear need for reform in relation to fire risk assessors, to improve capacity and competency standards. That includes the role for the industry-led competency steering group under the Ministry of Housing, Communities and Local Government’s building safety programme and its sub working group on fire risk assessors. That group is looking at ways to increase competence and capacity in the sector. The competency steering group will publish a final report shortly, including proposals in relation to creating a register of fire risk assessors, third party accreditation and a competence framework for fire risk assessors. The Government will give detailed consideration to the report’s recommendations The Government are also working with the National Fire Chiefs Council, the fire risk assessor sector and the wider fire sector to take forward plans for addressing both the short-term and long-term capability and capacity issues within the sector. The fire safety consultation will also bring forward proposals on issues relating to competence. Members are understandably keen for this work to be brought forward, but it is vital that we get this right and that the Government listen to the advice in order to frame this effectively and appropriately. Once the fire safety consultation responses have been considered—as I said, it closes on 12 October—the Government will be able to determine the most appropriate route to implement changes New clause 3 seeks to impose a new duty on inspectors to prioritise their inspections of multi-occupied residential buildings by risk. I would like to underline some of the comments made by my hon. Friend the Minister for Crime and Policing in Committee. As he said, the Government’s position is that adequate and established arrangements are in place to ensure that enforcement authorities target their resources appropriately and are accountable for their decisions without the need to make it a statutory requirement. The fire and rescue national framework for England requires fire and rescue authorities to have a locally determined risk-based inspection programme in place for enforcing compliance with the fire safety order. The framework sets out the expectation that fire and rescue authorities will target their resources on those individuals or households who are at greater risk from fire in the home and on those non-domestic premises where the life safety risk is greatest. The national framework for Wales includes similar provisions In parallel, the regulators’ code states that all regulators should base their regulatory activities on risk, take an evidence-based approach to determine the priority risks in their area of responsibility and allocate resources where they would be most effective in addressing those priority risks. The building risk review programme, which will see all high-rise residential buildings reviewed or inspected by fire and rescue authorities by the end of 2021, is a key part of this The programme will enable building fire risk to be reviewed and data to be collected to ensure that local resources are targeted at the buildings most at risk. The Government have provided £10 million of funding to support that work, not only to facilitate the review of all buildings, but to strengthen the National Fire Chiefs Council’s central strategic function to drive improvements in fire protection. That is in addition to a further £10 million grant to bolster fire protection capacity and capability within local fire and rescue services. The allocation of funding is based on the proportion of higher-risk buildings, further demonstrating the need to target resources at risk. I remind the House that we have also established the task and finish group that will be responsible for providing a recommendation on how the Bill should be commenced before the end of this month—obviously I have commented on that work and how the group is expected to report.
ParlaMint-GB_2020-09-07-commons.u370	Ahead of setting up the Grenfell Tower fire public inquiry, the then Prime Minister, the right hon. Member for Maidenhead (Mrs May), said that she wanted “to provide justice for the victims and their families who suffered so terribly” and that “we cannot wait for ages to learn the immediate lessons”.—[Official Report, 22 June 2017; Vol. 626, c. 168.] However, despite being long delayed, the Grenfell Tower fire phase 1 inquiry’s recommendations are now nearly one year old, and they have not yet been implemented The Minister will have heard the frustration from across the House: it is not just on the Opposition Benches but coming loud and clear from the Government Benches, and the hon. Member for Southend West (Sir David Amess) put it best. It is always never the right time for these things to be implemented with this Government—there is a consultation, a taskforce and the dreaded roundtable followed by another roundtable. It is simply not good enough New clause 1 attempts to press the Government to deliver on the first set of recommendations from the Grenfell Tower phase 1 inquiry. The Minister is a good man, but his response is not good enough. We must lead. That sense of momentum he talked about has to have meaning. We have to act to do what we can, three years on from the Grenfell Tower fire. The official Opposition therefore want to press new clause 1 to a Division Question put, That the clause be read a Second time.
ParlaMint-GB_2020-09-07-commons.u371	I beg to move, That the Bill be now read the Third time The Grenfell Tower fire was a national tragedy that shook confidence in the building safety system to the core. As a Government, we remain fully committed to fixing that system, to reforming fire and building safety and to ensuring that the events of 14 June 2017 are never repeated. People have a right to be safe and feel safe in their homes On the day of publication of the Grenfell Tower inquiry’s phase 1 report, my right hon. Friend the Prime Minister accepted in principle all 12 recommendations that were addressed to the Government directly, 11 of which will require implementation in law. The Fire Safety Bill, which will amend the Regulatory Reform (Fire Safety) Order 2005—the fire safety order— is an important first step towards enacting these recommendations In that context, I thank the Minister for Crime and Policing, my hon. Friend the Member for North West Hampshire (Kit Malthouse), who led the Bill in Committee on 25 June, all the Members who served on that Committee and applied scrutiny to the Bill, and indeed all right hon. and hon. Members who participated in the debate earlier today As Members are aware, this is a short and technical Bill to clarify that the scope of the fire safety order applies to the structure, external walls and flat entrance doors of multi-occupied residential buildings. This provides a firm foundation to implement the Grenfell Tower phase 1 legislative recommendations that focus primarily on inspection of high-rise residential buildings by building owners and managers and information sharing with fire and rescue services I want to take a moment to underline that this is part of a bigger picture. The Government have published the draft Building Safety Bill, which will shortly be subject to pre-legislative scrutiny by the Housing, Communities and Local Government Committee. The Building Safety Bill takes forward the recommendations from Dame Judith Hackitt’s independent review of building regulations and fire safety, and will put in place new and enhanced regulatory regimes for building safety and construction products, and ensure that residents have a stronger voice in the system. Alongside the Building Safety Bill, the Government published a fire safety consultation, which includes proposals to strengthen the fire safety order, improve compliance with the order, implement the Grenfell Tower phase one recommendations, and progress arrangements for consultation between building control bodies and fire and rescue authorities in relation to building work Our programme of work is not limited to legislation and includes having established a remediation programme, supported by £1.6 billion of Government funding, to remove unsafe cladding from high-rise residential buildings. For those who register for the fund, they are now able to submit their funding applications. We are also undertaking, in conjunction with the fire service, a building risk review programme for all high-rise residential buildings in England by December 2021, supported by £10 million of new funding The Building Safety Bill is a very detailed piece of legislation that aims to create significant changes to improve building and fire safety. Moreover, our fire safety consultation contains proposals to strengthen a number of areas of the fire safety order. Together, the Fire Safety Bill, the draft Building Safety Bill and the fire safety consultation will create fundamental improvements to building safety standards and ensure that residents are safe and feel safe in their homes During the passage of the Fire Safety Bill, we have had good and robust debates in this House which have benefited the Bill in airing and showing the issues that are at stake. Hon. and right hon. Members have underlined why this matters to their constituents, why this matters for safety and why this matters for people feeling confident in their homes. That is a message and an objective that the Government absolutely will follow through on. It is why we believe the Bill is important in setting good and solid foundations upon which we can now proceed. I therefore commend the Bill to the House.
ParlaMint-GB_2020-09-07-commons.u372	On Third Reading, I reiterate that the Opposition support the Fire Safety Bill, but we are desperately disappointed that the Government have not gone much further and much faster on improving fire safety I regret that the Government did not choose to support Labour’s new clause 1, which would have implemented the key recommendations of Sir Martin Moore-Bick’s Grenfell Tower inquiry phase one report, published in October. It is difficult to understand why the Government, who promised to implement the recommendations in full and without delay, have not chosen to make the concessions to include provision for them in the Bill. It is difficult to understand why responsible owners should not have to share evacuation plans with residents or undertake regular inspections of flat doors or lifts. It is difficult to understand why the Government are content with a situation where a fire risk assessor needs no qualifications whatever. It is difficult to understand why we cannot define the responsible owner in such a way to avoid leaseholders, who are already paying so much, footing the bill for things that are not their fault Endless promises of action, statements, consultations, taskforces and roundtables without any real change have tied the entire building safety world in knots, with hundreds of thousands of people paying the consequences, living in unsafe homes or unable to sell their flat because there is such confusion over which buildings are safe and what pieces of paper are needed to prove they are safe and who is liable. At every stage, the Opposition have sought to be constructive and to help the Government to improve the Bill. There is a lot more work to be done and we hope that as much of it as possible will be achieved now through secondary legislation Having debated our amendments on Report, I want to raise an important point about the implications of the Bill for our fire and rescue services. We welcome the high level of inspection and enforcement that the Bill requires, but we need clarity about the funding and resources provided to carry out such work. Over the past decade, we have seen devastating cuts to firefighter numbers, amounting to 20% of the service. Fire inspectors have seen some of the largest cuts, yet the Bill requires much more of them, and many more of them. I would like the Minister to set out what additional funding will be provided to the fire and rescue services to undertake this work I pay tribute to our fire and rescue services, as the Minister did, who go above and beyond to keep us safe and have worked tirelessly to protect us throughout the covid pandemic. I am grateful to the Ministers, the officials and the House staff who have worked with us on the Bill, and I give particular thanks to Yohanna Sallberg and Kenneth Fox, who have brilliantly supported me through the passage of the Bill. I also pay tribute to the hon. Members who have made such important contributions today and at previous stages of the Bill. There is much expertise in this House—either built over years of work in this place or personal experience in jobs that people have done before coming to this place—that the Government should listen to with more urgency In July 2017, I made my maiden speech during the first full debate in this Chamber on the Grenfell tragedy. I never would have thought that three years later, I would be facing a Government that are still yet to pass a single Act of Parliament to deliver on the clear promises made in the wake of that tragedy. The most important aim of the Bill is to clarify fire safety rules to prevent loss of life or damage to buildings from fire. It is to ensure that our constituents can live safely in their homes. I want to say to all those stuck living in unsafe blocks, but in particular to the Grenfell survivors and the victims’ families, that Opposition Members will not rest until every measure necessary is in place to prevent a fire like Grenfell from ever happening again.
ParlaMint-GB_2020-09-07-commons.u373	Grenfell Tower is in my constituency of Kensington, so I start by paying tribute to the Grenfell community—to the bereaved and to the survivors, who have borne their loss with such dignity. This Bill is a small step in implementing the recommendations of the first phase of the Grenfell inquiry, and I commend it to the House, but I urge Government to move with a sense of urgency. I would also say that the Bill is just one small component. Clearly, the Building Safety Bill and the consultation on the fire safety order are also critically important. We owe it to the Grenfell community to never, ever allow a tragedy of this kind to happen again, so let us ensure that we implement state-of-the-art building and fire safety regulations with urgency.
ParlaMint-GB_2020-09-07-commons.u374	I rise to support the Third Reading of the Bill and wish it a swift passage in the other House. The Bill has been welcomed by public and industry bodies, noting the expected increase in the enforcement action by fire service authorities as a result of its clarifications, as well as an expectation that it will impose greater burdens on the responsible person in multi-occupancy residential buildings On 20 July, the Government also published the draft Building Safety Bill, which takes forward their fundamental reform of the building safety system, introducing new regulatory regimes for building safety and construction products. Unquestionably, the Bill would strengthen the whole regulatory system for building safety as well as ensuring that there is greater accountability and responsibility for fire and structural safety issues throughout the life cycle of buildings within the scope of the more stringent regime Having said all that, I very much hope that the Government will not ignore all the points that have been made by the Opposition and the arguments that I have tried to make this evening. We cannot, and must not, waste any more time by pushing the issue of electrical safety around between different Departments. We owe it to those who lost their lives in Grenfell and other fires to find the parliamentary time and the right vehicle to enshrine electrical safety in legislation Question put and agreed to. Bill accordingly read the Third time and passed.
ParlaMint-GB_2020-09-07-commons.u375	May I start by paying tribute to Anne Main, the former Member for St Albans, who was part of the Members’ Fund? I thank the hon. Member for Pudsey (Stuart Andrew) and my right hon. Friend the Member for Tynemouth (Sir Alan Campbell) for agreeing to serve. I am sure that they will both do a very good job.
ParlaMint-GB_2020-09-07-commons.u376	I will be very brief. I cannot disagree with anything that was just said; I thoroughly endorse that position.
ParlaMint-GB_2020-09-07-commons.u377	I am grateful to the right hon. Member for Walsall South (Valerie Vaz) for her kind comments, and I would like to add my thanks and those of the Government to former Member Anne Main Question put and agreed to.
ParlaMint-GB_2020-09-07-commons.u378	I thank the Speaker’s Committee on the Electoral Commission for its third report. I wish Alasdair Morgan all good wishes for his work and thank him for serving on the Committee.
ParlaMint-GB_2020-09-07-commons.u379	Again, I will be very brief. I thoroughly endorse the reappointment of Alasdair to the Electoral Commission. He has done an excellent job so far and his wealth of experience from this place and the Scottish Parliament certainly is of great benefit to the Commission.
ParlaMint-GB_2020-09-07-commons.u380	I certainly endorse all the comments made and I thank Mr Morgan for his continued service Question put and agreed to.
ParlaMint-GB_2020-09-07-commons.u381	I thank the Speaker’s Committee on the Electoral Commission for its second report. Professor Colin Mellors was appointed chair of the Local Government Boundary Commission for England on 1 January. His current term of office began then and comes to an end on 31 December. I think it would be helpful for the House to hear exactly what the Speaker’s Committee said about Professor Mellors: “Together, the responses gave us a positive impression of the way Professor Mellors had carried out the role. They suggested that he had taken an open and inclusive approach to chairing the Commission, that he had effectively maintained the Commission’s independence, impartiality and credibility, and that he had brought to the role a strong understanding of the local government sector and the wider policy context.” The Committee “also heard that Professor Mellors had ensured the Commission’s finances were carefully scrutinised to enable it to deliver value for money.” We support the Government’s motion endorsing Professor Colin Mellors.
ParlaMint-GB_2020-09-07-commons.u382	I, too, wish to support and endorse the appointment of Professor Colin Mellors. I also wish to spare him vast amounts of unnecessary work I wonder whether the Government might consider that, in the midst of the biggest crisis this country has faced since the second world war, it is the wisest thing to ask Professor Mellors, or indeed other parts of the state, to spend the next few years engaging with a top-down restructuring of local government, therefore focusing local authorities’ efforts not on tackling the virus or on providing schooling or care or looking after our local communities, but on looking inwardly—navel contemplating; reorganising the deckchairs on the Titanic—when instead they should be focusing on serving their communities I wonder whether the Minister agrees that top-down reorganisation and restructuring is always dangerous because we always find that people take their eye off the main ball and the main focus. In the midst of the biggest crisis since 1945, is it wise—and indeed in touch with public opinion and what is going on in this country— to publish a White Paper that Professor Mellors will now have to get to grips with, as he sets new boundaries in much bigger councils, and sets new electoral limits, and tell him, and indeed, the whole of the local government community, “Spend the next two years navel contemplating, talking to yourselves and rewriting the headed paper, instead of providing support for public health and fighting back against the virus and the economic consequences”?
ParlaMint-GB_2020-09-07-commons.u383	I join the Opposition spokesman in the comments she made about Professor Colin Mellors. I will certainly make sure that the Secretary of State has heard the views of the hon. Member for Westmorland and Lonsdale (Tim Farron), but I am sure that the glowing references we have heard about Professor Mellors mean that he will be more than capable of dealing with anything that is sent his way Question put and agreed to.
ParlaMint-GB_2020-09-07-commons.u384	It is good to see colleagues from West Sussex here this evening. The Minister for Defence Procurement, my hon. Friend the Member for Horsham (Jeremy Quin), wanted to be here, but is away on Government business overseas. He is taking a close interest in these matters, and is also keen to see that the Government find the right balance West Sussex is a proud county that has contributed greatly to the history of this country. Romans, Saxons and Normans all settled in Sussex first before going on to make a lasting impression on many other parts of the United Kingdom. Much more recently, our ports and airfields were central to the defence of our realm in two world wars. The Minister’s Department may be interested to know that the six Sussex rapes are among the very oldest recorded form of local administrative units in the country, still reflected today in the six martlets on the Sussex flag More pertinently to today’s debate, Sussex sits between two immovable features—the coast of the English channel and Greater London. In many places, it is the only ribbon of truly green land preventing unbroken concrete from connecting the two. I requested that the House discuss this important issue back in July, as my constituents in Arundel and South Downs were already feeling the strain of a planning system that had the unique quality of pleasing absolutely no one. I suspect that I make common cause with the Minister when I say that the planning system we have today is too slow, too adversarial and too expensive, and yet still manages to create huge amounts of blight and burden on communities without delivering the volume, quality or even type of homes that we need. Planning permissions are already in place for more than 1 million homes, enough to satisfy the nation’s needs for years to come, but those homes are not getting built. Labour’s tax raid on pensions channelled savings instead into buy-to-let property, and we have a legal commitment to net zero, but we are building homes in the middle of nowhere that are wholly reliant on a car to go anywhere Housing is a market where intervention has been heaped on intervention, so that, like a teenager’s carpet, we can no longer see the original pattern. That matters terribly, because right now so many of my constituents from Adversane to West Grinstead, Barnham to Wineham, and in villages of every letter of the alphabet in between, are having their lives blighted by the prospect of inappropriate and unsustainable development. It is on their behalf that I speak today.
ParlaMint-GB_2020-09-07-commons.u385	I congratulate my hon. Friend on securing this important Adjournment debate. The ancient parish of Ifield just outside Crawley borough is facing the threat of some 10,000 houses in unsustainable circumstances on the floodplain. Would he agree that it is very important that while we should provide additional housing for future generations in West Sussex, we must have the environment paramount in our considerations?
ParlaMint-GB_2020-09-07-commons.u386	I absolutely agree with my hon. Friend on that. I shall come to the point about the provision in the planning system for different landscapes, including floodplains, which, as we know, West Sussex has in abundance The aspiration of owning one’s own home is one that every homeowner, parent and grandparent can support. I was proud last December to stand on a manifesto that pledged to tackle a problem that has been ducked by so many previous Governments, but let us also be clear that that manifesto also said that we would “guarantee that we will protect and restore our natural environment” It also said we would “increase bio-diversity” and devolve “power to people and places across the UK.” I am an optimist, and I believe that, with care, it should be possible to do all those things The Government’s recent planning White Paper has many features that I welcome, such as local design statements, more emphasis on brownfield land and faster neighbourhood plans, but I would argue that, perhaps not for the first time this summer, well-meaning ministerial intent has been sabotaged by a “mutant algorithm” cooked up in the wet market of Whitehall. There are seemingly three fundamental flaws in the standard methodology. First, it appears to be entirely blind to geography, which is not a great look for a planning system. If, as in West Sussex, much land is physically incapable of being developed or is protected in law, the algorithm appears to completely ignore this. For example, nearly 50% of Mid Sussex District Council’s land is in the High Weald area of outstanding natural beauty, another 10% is in the South Downs national park and the district is one of the most wooded in the whole south-east. My constituents in Hassocks, Hurstpierpoint and Sayers Common are rightly concerned that if this protected land were excluded without an adjustment to the numbers, the algorithm would force unrealistic amounts of development in what should, in any case, be a precious green corridor linking the ecology of the South Downs and the High Weald Also, the algorithm must only work in dry weather, as much of my constituency lies on the floodplains of the Rivers Arun, Adur and Rother, something that even a cursory look at the lacework of blue lines on an Ordnance Survey map would reveal. Anyone relying on the Environment Agency’s narrow definition of flood risk will spend much of their winter bewildered by the waters lapping around their waist, as residents of Pulborough, Fittleworth and Henfield know all too well. Promoters of a 7,000-home development known as Mayfield Market Town clearly fall into that category, as locals know that a large proportion of the proposed site sits under water for a good proportion of the winter. I guess we could build the homes on stilts, like those over-water tropical villas, but that does not quite explain how the residents will get in their cars to drive the many miles that development in such an unsustainable location would require. All that is before we take into account the down-catchment impact of run-off from concreting an area that currently acts as a huge sponge, filling our chalk aquifers and preventing flooding of our coastal towns downstream. My constituents in Hassocks and Barnham have both had the disturbing experience of raw sewage emerging from the drains after planners failed to understand how the water table on a floodplain works. Secondly, the standard method algorithm is backward looking and self-perpetuating; unlike the famous investment disclaimer, past performance here is treated as entirely a predictor of future success. Districts with high rates of house building in the past are assumed to continue that into perpetuity, so this fatally undermines any opportunity to level up away from the over-heated south-east of England.
ParlaMint-GB_2020-09-07-commons.u387	Many of my constituents in Bracknell and the Wokingham Borough Council area are very sensitive about unsustainable house building. Having seen the targets that have been put together in the Lichfields table, they are rightly concerned about what lies ahead. Given that both councils that I represent have proudly and boldly delivered against the local plan in recent years, does my hon. Friend think that for the Government to be worthy of their pre-eminence, they need to apply some form of judgment on top of the science?
