ParlaMint-GB_2020-11-17-commons.u1	What steps his Department is taking to increase covid-19 testing capacity.
ParlaMint-GB_2020-11-17-commons.u347	I think it would be helpful for us to decide whether we are talking about foreign ownership of assets or Chinese ownership of assets. Obviously there is a gradation between them, but I am hearing from some of the contributions that we just do not like foreigner ownership of assets, which I am sure is not what my hon. Friend means at all.
ParlaMint-GB_2020-11-17-commons.u348	It is important to recognise that China has a poor track record in this case, which has not been addressed, but of course we are not against foreign ownership. We want to ensure that the structure is in place to scrutinise these acquisitions in the correct way that protects opportunity in this country. I thank my hon. Friend for his intervention A few months ago, I broke cover early on to vote against the Government over the proposals to see our 5G network built by Huawei—and I have not lived it down yet! I did so because our core infrastructure should never be compromised by foreign investment, and that was a severe threat to our national security. I welcome the fact that the Government have moved so significantly and plan to phase out Huawei by 2027 I also did so because of the reports of human rights violations by Huawei. The success of my right hon. Friend the Member for Maidenhead (Mrs May) in passing the Modern Slavery Act 2015 is a proud moment for the UK, but it is worthless unless we use this Bill to stop dealing with companies that are reported to be using slave labour and looking to invest in the United Kingdom. Nothing in the Bill prevents companies that are complicit in gross human rights violations from investing in the United Kingdom, and that is a huge oversight. It would be an injustice and morally wrong for the UK ever to look the other way as money created from slave labour was invested in this country We have been told that this is not the right Bill for such provisions, but with all due respect, that is the same excuse used by the Whips on every single occasion that I have raised concerns about a piece of legislation. If we are going to bring forward the correct pieces of legislation, let us bring them forward. If not, the Government should not be surprised if we try to tack on amendments to address the issues that so many Members across the House feel strongly about.
ParlaMint-GB_2020-11-17-commons.u349	My hon. Friend is making such a brilliant speech that I do not want to interrupt him, but I will do so briefly. Does he agree that all these concerns could be wrapped up in a public interest amendment—including, for example, a human rights element—which would give Ministers some leeway and scope to address them?
ParlaMint-GB_2020-11-17-commons.u350	My hon. Friend is absolutely correct. I hope that the Minister is listening, that we might expect such an amendment to arrive before us in due course, and that, with the consent of the House, we might see it implemented As I was saying, the line between state and civil actor has been blurred. The civil/military fusion requires legislation, and the Bill is in need of development to counter it. I therefore ask the Government very quickly to consider the following few proposals First, I would suggest the introduction of a committee on foreign investment. Our colleagues in America have introduced such a system. That would alleviate the pressure for any decisions to be made from political expediency. I believe, as my hon. Friend the Member for East Worthing and Shoreham was saying, that that would promote parliamentary scrutiny and transparency and ensure that there was an understanding of the entire system Secondly, I would suggest that the definition of national security be expanded to include human rights. We do more often than not, in this country and in this place, develop policy around moral obligations. This should be one of those cases Thirdly, I suggest that we increase the Bill’s scope and use it to tackle organised crime. That has not been mentioned. The UK very successfully closed the domestic trade in ivory. There was a trade across the globe—a domestic trade in ivory that was linked to al-Shabab. There is a way to track organised crime down to terrorist organisations. There is scope within the Bill to do so Fourthly, a recent study found that at least 929 UK shell companies used in 89 corruption and money laundering cases accounted for £137 billion. Those companies are registered through Companies House. The Bill should be used to alleviate the burdens and ensure that there are fewer implications for the UK We can attract investment and tackle malign activities. I hope the Government will engage, in the same constructive manner in which they have introduced the Bill, and I will be supporting them tonight. I am sorry for going on for so long.
ParlaMint-GB_2020-11-17-commons.u351	It is a pleasure to be called to follow my hon. Friend the Member for Totnes (Anthony Mangnall) and make a contribution reflecting my time as an adviser in the Ministry of Defence, as well as in the Cabinet Office, where I was involved in national security issues and the investment regime In three years advising the Defence Secretary, there were issues with an increasing number of transactions that, typically, related to small firms involved in sensitive parts of the defence supply chain or in emerging technologies. The regime at that time, because of the threshold limit, did not allow the Government to impose formal remedies, let alone block transactions. Instead, we had to rely on a quiet word with those seeking to sell firms, to discourage them from such action. In more than one case, a suspicion was that a hostile actor, a state actor, was seeking to use a transaction to acquire key intellectual property to support their offensive military capabilities Persuasion did ensure that none of those transactions came to fruition, but the risk was clearly there. It is not acceptable to leave that gap in our powers. In the Cabinet Office I worked on measures to improve the Government’s ability to take a more strategic view of risks, and to understand the cumulative impact that my right hon. Friend the Member for South Holland and The Deepings (Sir John Hayes) and others have talked about, as well as bringing in the regulations to lower the threshold for military dual-use goods and advanced technologies. That dealt with some of the problems, but the case for comprehensive reform to strengthen the current legal framework is compelling In legislating, our role here today is to judge how best to protect national security while encouraging investment and maintaining the UK’s hard-fought reputation as one of the best places to do business. In my view, that is best done by having a regime that is targeted, predictable, transparent and efficient, so I welcome the Bill, which improves on the proposals set out in the White Paper. It gives more clarity on the sectors where the greatest risks to national security exist, and for which a mandatory approach will therefore rightly apply, subject to consultation However, investors must be assured that the regime is about national security; it is not a power to block transactions that Ministers do not like, or a back door to protectionism. There also needs to be an efficient screening system. It is crucial that the structures and resources are put in place to ensure that the timetables for review and assessment in the Bill are actually met. I know that the proposed investment security unit will sit within BEIS. Others have mentioned that issue. I should be grateful if the Minister would explain how the unit will work—for example, with the National Security Secretariat within the Cabinet Office—and whether there will be joint staffing, given the need for people with sufficient experience and vetting to provide the advice, because the success of the regime depends on being able to deal with the number of notifications coming forward. Will there also be additional resourcing for the agencies and other parts of Government that will provide those assessments The Bill represents a proportionate approach to provide the powers to screen transactions on national security grounds and ensures that the UK remains open for business—but not at any cost.
ParlaMint-GB_2020-11-17-commons.u352	First, I note that I am the only woman on the Government Benches speaking in the debate today. That is not because many of my colleagues do not wish to. For example, my hon. Friends the Members for South Ribble (Katherine Fletcher) and for Rutland and Melton (Alicia Kearns) cannot speak today because they are self-isolating or shielding and our virtual Parliament does not allow them to take part in these debates. The sooner we allow Members who are having to self-isolate and shield to take part in debates, the better I welcome the Bill and the work it will do not only to protect British business and our national security, but to provide more safety and comfort to companies and individuals from abroad investing in the United Kingdom. There is a clear need for the Bill to secure new investment as we transition into a genuinely independent trading nation for the simple reason that legislation in this area was last written at the beginning of this century, and it has not kept up with business and advances in technology since then I regularly speak to financial and professional services based in my constituency of the Cities of London and Westminster, and the legislation technology lag is often a key concern. I am glad that the Government are taking action to prevent the lag from growing any greater. As we recover from covid-19, it is essential, for the economy to recover, that we remain a vibrant and attractive destination for global investment. The actions taken under the Bill to make interactions with the Government simpler, more transparent and swifter than the current regime have to be welcomed for the benefits to both domestic business seeking international capital and those investing from abroad alike. The Bill, as I understand it, will also create an investment screening regime in line with those that already exist in other nations around the world—many have been mentioned today—meaning that investors will be familiar with the processes that they will likely have to undertake. I am pleased that my right hon. Friend the Secretary of State is keenly aware that we must strike a balance between preserving national security and enshrining the UK’s world-leading position as an investment location. Of course, we are aware that it is only a small minority of rogue players who might pose a risk to our national security, so we must welcome legitimate investment as openly as possible. I hope the Government will continue to work with businesses as the Bill progresses to ensure that that balance is maintained Having said that, I understand that the Government predict, in their impact assessments, that less than 1% of all mergers and acquisitions and asset transactions will result in voluntary notification to Government. Some of the magic circle law firms based in my constituency believe that the Government may have underestimated those figures and, indeed, even if they are correct, it will none the less result in a much greater number of transactions being reviewed than is currently the case. They are concerned that the increased administrative burden of more reviews might deter investors. I would welcome a response from the Minister on that point I am pleased that the Bill’s focus is on national security concerns and that it will not enable the Government to intervene for wider economic reasons. This appears to remove the potential for any political interference when reviewing mergers and acquisitions. I would welcome assurances from my hon. Friend the Minister that it is the Government’s intention to take the politics out of that as much as possible. Furthermore, I am reassured that the new investment security unit will be within the Department for Business, Energy and Industrial Strategy, rather than across Government—although I take the point made by my hon. Friend the Member for North West Norfolk (James Wild)—meaning greater consistency and potential speed in decision making. It is about that speed. As has been said already today, 30 days should really mean 30 days if we are to ensure that we do not block investment Finally, the Bill is to be welcomed in the broader context of other legislation before the House. I spoke last week in the Second Reading debate on the Financial Services Bill, brought forward by Her Majesty’s Treasury. Taken together, I believe the Bills represent a clear indicator that across Government, this Administration understand the priority and impact the financial and professional services, many based in the City of London, have on UK plc and the wider global economy. They will lead the recapitalisation of the economy post covid-19 and they will finance the Government’s levelling up agenda. It is right that we do what we can to ensure that they can operate safely and securely as technology advances in the financial marketplace I hope that my right hon. Friend the Secretary of State and ministerial colleagues will continue to consult business as the Bill progresses through the House. Should I be able to act as a conduit to the business community in my constituency, I would be delighted to help. I commend the Bill to the House.
ParlaMint-GB_2020-11-17-commons.u353	It is a pleasure to follow my hon. Friend the Member for Cities of London and Westminster (Nickie Aiken), who represents a constituency where many businesses will have to wrestle with some of the implications of the Bill as it passes through and becomes law. I congratulate my right hon. Friend the Secretary of State and the Minister on their preparation of this Bill. A lot of good time has been put in over the past couple of years and good evidence has been presented to prepare the Bill for debate today, and it will be my pleasure to support it It is both easier and right to look at this as a national security measure and not so much as an investment measure; we have to deal with the investment implications, but it is important that we get the national security measures right. There has been lots of conversation today about the requirements of the Bill, but I have to say that the evidence of historical examples has not been quite as strong as some of the measures in it. In many cases, this is a precautionary Bill, rather than one driven by the evidence historically. I do not think we want to be too critical of what we have been doing over the past 10 or 15 years. As many Members have said, this Bill is bringing something up to date so that we can deal with the things we think might be coming in the next 10 or 20 years I can now see why the Minister has had to thread a needle to try to land this precisely. Many voices, on all sides, have been asking him to extend the Bill. Indeed, the Bill has the potential to be an expansive octopus, given the pressures that might be put on the Government to extend it. I have heard about having a wider national interest test and including more sectors than the 17 we already have. We have talked about a definition of the national interest, which has been portrayed to the Minister as something that might restrict, but, as he well knows, the more precise a definition, the broader it can be in terms of how it is interpreted for others There have been many cautionary comments from others about the extension of the Bill into a national industry strategy for the country—that is not the purpose of the Bill. The right hon. Member for Doncaster North (Edward Miliband), the Opposition spokesman, who is no longer in his place, misjudged the Bill in saying that that is something we need to adorn it with. That would be completely inappropriate and it would take away from some of the scrutiny I hope Members will give the Bill as it goes through Committee I ask the Minister to be aware of and listen to people on the potential for unintended consequences. We have heard a lot about the decision in respect of Huawei, but he will be aware of the potential for retaliatory measures by us. Please look at the unintended consequences in respect of innovation in some of the sectors that may be affected. In that regard, I just point Members to my entry in the Register of Members’ Financial Interests as an adviser to a technology company May we also feed something in from the Government Benches about a pattern we are seeing? As we are bringing forward more regulatory measures and as we take back regulatory powers from the EU, parliamentarians are constantly raising the question of what parliamentary oversight of those regulatory powers there is. It would be useful if Ministers would look at that. I congratulate the Minister on presenting the Bill and I am grateful for the opportunity to make some comments today.
ParlaMint-GB_2020-11-17-commons.u354	It is a pleasure to follow my hon. Friend the Member for North East Bedfordshire (Richard Fuller), who always brings a lot of expertise to debates about business matters in this House. I welcome the Bill, and I say that as a supporter of open trade and investment, not as a supporter of protectionism, not least because I want to see companies and products from the UK in every country in the world The Government’s No. 1 job is our national security, as is any Government’s. The regime for assessing that through an investment lens was designed in 2002. We can all pick something from 2002 that indicates just how long ago that was, but I have opted for the fact that it was in 2002 that President George W. Bush declared Iran, Iraq and North Korea as being the “axis of evil”. Whether or not we think he was right to do that and that those were the right countries, it illustrates just how much geopolitics has changed in that time and shows that we were not thinking about the threats we now face, at least in the same way, in 2002. It is therefore right that the Government now update the regime that we use to assess these matters. It is also right to have a system of mandatory notifications in the 17 areas that have been defined. In 2002, we did not even understand how artificial intelligence or advanced robotics might improve our lives, never mind the ways in which they might be used by hostile states to endanger our national security It is right that the Secretary of State will have a five-year period in which to call in trigger events after they have happened. That will enable him or her to perceive a threat that may not have been immediately obvious at the time of the trigger event. The Government rightly say that this Bill is not about one country or one threat—we should not be looking through the lens of 2002 for the current regime; we should make legislation now based on which countries we think are the threats in 2020. But I was one of the people concerned about the position we had got into with Huawei, which is, in many ways, a good example of why we need that retrospective power. Difficult though it may be to unwind some decisions, there are times when we have to do so. It is also right that there is no turnover threshold. If it relates to national security, it relates to national security. Turnover simply should not be a factor Unusually, I found that a lot of criticisms of the Bill that I looked at before this debate were actually in its favour, although a number of Members have actually made great contributions today about the ways in which we might further strengthen the legislation. The fact that we might, by the Government’s estimate, see between 1,000 and 1,830 notifications made says to me not that the new regime is too strong, but that our old regime has not been strong enough. Maybe it will end up at that number and maybe it will not, but having only had 12 assessments done in the period since 2002 suggests to me that we are not dealing with a strong enough set of tools to assess these situations. The fact that 100 instances might have to go through a full national security assessment and that we might seek to impose remedies on 50—again, by the Government’s assessment—just underlines why this legislation is important and why we need a much stronger regime. It is right that national security is not defined in this legislation, as that will enable the Government—and, importantly, our security services—to interpret it as broadly as they can, and to perceive threats that they may not have perceived before. It is also right that the Secretary of State makes the decisions. I have seen some pooh-poohing of the role of politicians in this process, with the idea that they might use it for political gain or domestic considerations that are not really about national security, but we elect politicians to make judgments about national security. They are the ones who are truly accountable, rather than officials. It is right that that role should sit with the Secretary of State I welcome the way in which we have borrowed from international examples: mandatory notifications such as those in the US and Japan, and a retrospective period such as that in France and Germany. This suggests that we have looked at examples around the world, and borrowed from them all to try to get the best system for us. Of course, it also underlines the fact that we are behind a number of our partners—both the Five Eyes and our western European partners—and therefore the importance of passing this legislation quickly I will continue to welcome foreign investment and foreign trade, but I will never do so with any risk to national security. Given the actions that we see from hostile states through their investment decisions on a weekly basis, the passage of this Bill cannot come quickly enough.
ParlaMint-GB_2020-11-17-commons.u355	It is a pleasure to follow my hon. Friend the Member for Wantage (David Johnston) and also to recall the axis of evil. He mentions that things have moved on, but I challenge that and say that those countries that were part of that axis of evil are still threats today. Some of us were warning about the likes of China and Russia back in 2000, so I believe that the world is becoming a far more dangerous place. We have an increased number of threats rather than fewer, which is why this Bill is so fundamentally important. We need to have national security as our watchword. I know that this Government understand that perfectly well, so, as well as encouraging new investment into Britain, we need to increase the security and safety of British interests from hostile actors The Bill will give the Government new powers to block mergers and acquisitions when they are national security risks. It will also introduce an extension of screening powers to include assets and intellectual property as well as companies Why is this Bill so necessary? There is no doubt that foreign direct investment is vital to the UK economy. In the past 10 years, over 600,000 new jobs have been created from more than 16,000 FDI projects and $750 billion have flowed into the UK as a result of FDI. Foreign direct investment is overwhelmingly a good thing. As a Conservative, I am greatly anticipating throwing open our doors to global inward investment as we exit the Brexit transition period. I support unrestricted international trade and, for me, attracting investment into Britain is one of the most exciting things about leaving the European Union. Let me make this clear: leaving the European Union allows us to increase investment in this country, and it will be better economically for all of us. However, we cannot be naive about the threat that certain regimes pose for the United Kingdom. They exert their influence by taking over companies in strategic areas and increasing our dependency on their products and services, limiting our independence and stifling our dissent in the process. We cannot overthrow the shackles of the European Union only for hostile powers to come over and take over the jewels in the British crown. That is not acceptable Members will know well that one of my political interests is the combating of the malign influence of the People’s Republic of China. The Government demonstrated strong leadership earlier this year by banning Huawei from Britain’s 5G infrastructure. I pay tribute to my hon. Friend the Member for Totnes (Anthony Mangnall), who is no longer in his place, who helped the Government to come to the realisation of these malign influences. However, despite Huawei’s weak protestations of independence from the Chinese Communist party, western politicians and companies know the price of conducting business in the PRC. A mainland Chinese telecom company, founded by a former People’s Liberation Army officer, has no chance of avoiding Beijing’s meddling, especially when the company in question is playing a central role in critical western infrastructure The same can be said of TikTok, a Chinese-owed app, which has enjoyed explosive growth in the west among teenagers. It is not all fun and games though, with the company being accused of having close links with the Chinese regime and of gathering data on our young people. Indeed, we heard from representatives of TikTok on the Business, Energy and Industrial Strategy Committee a couple of weeks ago, and we heard their protestations saying that they had no connection almost and that they were not passing over data. However, how can that be true when TikTok is owned by China—a state that is naturally hostile to human rights and many other aspects There are very real fears that the Chinese state is using its economic influence to weaken our Government, sow discord in our societies and extend its surveillance network in our lives. Let us be honest, it is not just in Britain that we see China act in such a way. We have seen it act across the middle east and into Africa as well. We are not the only country over which China is trying to extend its influence and it is great that this Bill will go some way to stop that influence and protect our national infrastructure. I am pleased that the Bill takes such a strong stance Huawei and TikTok should act as a cautionary tale to us for the future. The PRC’s unforgivable actions in Hong Kong, an autonomous territory, against the Uyghurs, a distinct and proud people, and against the Christians in China show us that Beijing cannot play by the rules and we cannot rely on them to look after our best interests However, the PRC is not the only regime about which we must worry. I do not need to remind Members of the threat posed by Russia and Iran and other despotic dictatorships. My priority is the protection of the British national interest and the safety of UK citizens. As the UK’s current powers to oversee foreign investment date from legislation in 2002, new primary legislation is needed to bring the UK Government’s powers up to date. As my hon. Friend the Member for Wantage said, much has changed over the past 20 years and therefore these new powers must take into account new threats and technological, economic and geopolitical changes. The Government must have powers to intervene effectively and efficiently to protect the UK. Furthermore, to be an effective and trustworthy ally to our friends and partners around the world, we must bring our powers into line with theirs. Australia, Japan and the United States have already taken action in this area, and we must not be left behind, because if we are, our businesses and our infrastructure will be ripe for the picking for these malign regimes This Bill means that we can continue to work on bringing investment to our shores, boosting GDP and creating jobs as we recover from the coronavirus while defending ourselves against those who threaten the safety of the British people and the UK’s sensitive assets. I expect Members in all parts of the House to support this crucial piece of legislation, which will ensure that we are prepared for the challenges and the threats of the future, because the world is not a safe place and there are many countries and regimes that want to do us down. We will always stand with the British people and with British business to protect our interests.
ParlaMint-GB_2020-11-17-commons.u356	It is a pleasure to follow my hon. Friend the Member for Rother Valley (Alexander Stafford), and indeed colleagues around the House, as the last Back-Bench speaker in this debate This has been a very thoughtful debate with lots of interesting suggestions for the Minister from all sides. I thank the Secretary of State for his opening remarks and the Minister for his engagement with these issues. He met the Science and Technology Committee last week to talk through the Bill. It was obviously time well spent, because three of my colleagues from the Committee have already spoken, and now he has me as well—so well done to the Minister It is tempting, from a science and technology perspective, to seek to widen the scope of the Bill to attempt, for example, to protect start-ups in these fields, which are very innovative. Ultimately, however, I come down in the same place as the Chairman of the Committee, my right hon. Friend the Member for Tunbridge Wells (Greg Clark). Countries that try to legislate themselves into self-sufficiency instead end up self-satisfied, and that would then strangle the very innovation that we all seek and want to see in our businesses in the spheres of science and technology. I am therefore pleased that the Bill is drawn narrowly The Bill sits at the nexus of our domestic economy and our international relations. If we were to widen its scope beyond the fairly narrow way it has been drawn, that could have unintended consequences for both those things. We heard the excellent and witty speech from the former Leader of the Opposition, the right hon. Member for Doncaster North (Edward Miliband), who clearly has lots of ambitions in the area of industrial strategy. I look forward to him putting that into the next Labour manifesto, perhaps, and that is where we can discuss these things, but this Bill is not the place to try to detail all the elements, whether it is about confectionery companies, union control or any of those sorts of things. This needs to be a narrow Bill so that we do not move into too many unintended consequences. On international relations, as my hon. Friend the Member for Wantage (David Johnston) said, we need to move with the times and in response to events. The exact nature of the threats we face evolves and changes over time. I trust my right hon. Friends the Foreign Secretary and the Prime Minister, and we need to give them the leeway to make judgments about national security in the face of what the international situation is at the time. This Bill is not just for the next five years. It is not just for the threat that we clearly face from the expansionist tendencies of Russia and China. It needs to stand the test of time, and by drawing it narrowly, we give it a better chance of doing that I support the Bill as it is, although many colleagues around the Chamber have made thoughtful suggestions for amendments, and I know the Minister will speak to those when he winds up. First, it gives us more security. Others in this place are far more expert on national security than I am, but it is clear that the developments we have seen over the past decade have meant that we have had to re-evaluate our relations with potentially hostile actors, such as China. My right hon. Friend the Member for Chingford and Woodford Green (Sir Iain Duncan Smith) spoke very firmly about that. This Bill gives us a proportionate defence against hostile actors who are targeting sensitive UK assets, and in ever more novel and complex ways that we could not have imagined in 2002 when the Enterprise Act on which our current defences rest was passed. It is time to update those powers, and I hope we can do so in a way that will stand the test of time. It is also right that we update those powers with a turnover requirement, because, again to echo my hon. Friend the Member for Wantage, national security is no respecter of the size of a company or where it is in terms of growth. Sometimes very nascent companies could have a significant impact on our national security in future The Bill provides more certainty for businesses and a regime that prioritises swift resolution of referrals and call-ins. That is absolutely, fundamentally important. My hon. Friend the Member for Arundel and South Downs (Andrew Griffith) was very much to the point on this. Businesses deserve certainty. If the answer is no on national security grounds, that is fair enough, but we cannot leave things in limbo. One might think that the five-year period does leave businesses in limbo to some extent. I acknowledge my hon. Friend’s point that most lawyers will probably suggest that they notify the Minister, and so, as he said, publishing statistics on notifications would be welcome. We need to maintain the UK as a premier foreign direct investment destination, because it is so important to our future, to our recovery from covid, to meeting our net zero targets—I congratulate my hon. Friend the Member for Arundel and South Downs on his appointment on that—and to levelling up. It is particularly relevant to me, in Newcastle-under-Lyme in north Staffordshire, that we continue to attract foreign direct investment so that we can continue to regrow our national economy and our local economies in areas that have not had much investment in the past couple of decades To sum up, this Bill will give us a regime in line with some of our strongest allies in the world. It will protect our national security and ensure that Britain remains fully open for business, and for all those reasons, I will be supporting it on Second Reading.
ParlaMint-GB_2020-11-17-commons.u357	As my right hon. Friend the Member for Doncaster North (Edward Miliband) set out very well in opening the debate, we support the Bill. Inward investment is crucial for businesses across the UK and our economy, but it is also crucial that the UK has the powers in place to scrutinise and intervene in business transactions that could have implications for our national security In fact, we would have welcomed this Bill a long time ago. It is clear that the Government have failed to keep pace with other countries, including the United States, France and Germany, that have already taken steps to update the legislation in line with evolving security threats. From serious questions about Huawei’s dominant role in the UK’s 5G network, as raised many times by the right hon. Member for Chingford and Woodford Green (Sir Iain Duncan Smith), to the takeover of Imagination Technologies by Canyon Bridge, it is inarguable that the Government have been slow off the mark on foreign acquisitions and the possible implications for national security Right hon. and hon. Members from all sides agreed on that, including, I think, the Chairs of the Business, Energy and Industrial Strategy Committee, the Science and Technology Committee and the Foreign Affairs Committee, and all five—I think it was five—members of the Intelligence and Security Committee who spoke. I thank colleagues from across the House for their contributions and apologise in advance if I cannot do justice to all of them This has been an excellent debate, one that I think showed the House at its best; we heard informed and considered speeches and, where there was disagreement, it was reasoned and open. There is strong agreement across the House that new legislation is necessary to combat changing security threats and to balance those considerations against the ambition to ensure that the UK remains an attractive country in which to invest Companies in fast-developing fields, from quantum computing to telecommunications to artificial intelligence to cryptography, are no longer just companies; they are strategic assets that are fundamental to our nation’s security. Until now, Ministers have failed to modernise the takeover regime to keep up with this changing landscape, the pace of technological development and what that means for security. Instead, they have continued to operate within a legal framework that, as we have heard, was created almost two decades ago, before Facebook or Twitter were even invented. My hon. Friend the Member for Warrington North (Charlotte Nichols) explained the impact of that uncertainty on the nuclear industry and investment in her constituency That is why we strongly welcome the Bill now and agree that it is necessary. It is essential that we get the specific provisions of the Bill right, in order not to deter foreign direct investment while also balancing the need to protect our national security. First, there is the definition of national security, which was raised by many, particularly the hon. Member for Isle of Wight (Bob Seely). The right hon. Member for South Holland and The Depths (Sir John Hayes)—[Interruption.] The Deepings, sorry.
ParlaMint-GB_2020-11-17-commons.u358	As deep as you want!
ParlaMint-GB_2020-11-17-commons.u359	The right hon. Gentleman is always very deep in his responses. He suggested it was deliberately left undefined in the Bill. The sectors that will be subject to mandatory notification are also not defined in the Bill and, we are told, will be set out in secondary legislation. I thank the hon. Member for Bolton North East (Mark Logan) for his provisional mnemonic and wish him well in updating it Definitions, and the lack of them, are important because the proposed powers are not limited by size of turnover or share of supply threshold. They could apply to almost every business transaction within the sectors, and the definition of national security therefore must be set out to help provide clarity for businesses and investors, but it is unclear—perhaps the Minister could provide some of that clarity—whether the takeover of the UK artificial intelligence company DeepMind by Google would have been called in on national security grounds under the scope of this Bill In Committee, Labour will seek further details on how the retrospective powers to render acquisitions void would be applied and whether an assessment has been made of the economic and legal consequences for businesses and their employees of acquisitions being rendered void after the fact. The hon. Member for Dundee East (Stewart Hosie) highlighted the Government’s capacity, or lack of it, to process the sheer volume of estimated notifications that the Bill will provoke. We need also to look at how businesses, small businesses in particular, will be supported to cope with the new regulations, which may prove difficult to navigate. We will ask also whether an assessment has been made by Government of the impact the changes could have on investment in small businesses—a chilling effect—including university start-ups, particularly those in the 17 key sectors, which was a point made by the hon. Member for The Wrekin (Mark Pritchard) Labour will also seek assurances about transparency and oversight and how the powers are applied—a worry of the hon. Member for Beckenham (Bob Stewart)—including calling on the Government to explore giving the Intelligence and Security Committee a role in scrutinising the use of powers under this legislation. My right hon. Friend the Member for North Durham (Mr Jones) was right to emphasise the importance of the involvement of and access for the intelligence services We hope to work with the Government to ensure that we establish a robust, transparent and fair regime that protects national security, while allowing the UK to continue to enjoy the opportunities that overseas investment affords businesses across our country and economy, but the Bill is also a missed opportunity. It is a missed opportunity to demonstrate what the Government mean by “industrial strategy” and to show that it is more than a slogan. It is a missed opportunity to help UK businesses in key sectors to flourish and grow here in the UK, sustaining and creating jobs—a point on which my hon. Friend the Member for Aberavon (Stephen Kinnock) was particularly eloquent Time and again, we see vibrant, growing UK companies sadly lost overseas. While we recognise that foreign acquisition can breathe new life into a company, supporting jobs and growth in the UK, far too often we see UK companies pawned off or stripped for parts. Far too often we see UK companies bought out and wound down to eliminate the competition, with the consequent loss of high-skilled jobs. Nowhere is that more evident than in the technology sector, which must be a key part of any 21st century industrial strategy We have lost far too many businesses to Silicon Valley, weakening our technological sovereignty. The takeover of leading UK technological company Arm by the US company Nvidia was announced recently, and while Ministers claim to have scrutinised the deal, they have not been forthcoming with the details. When Arm was previously taken over by SoftBank, legal assurances were extracted about the future of the company’s Cambridge headquarters and the UK workforce. Have Ministers extracted the same legal assurances at this time? Will the Minister come clean today The Business Secretary said himself that the UK should be open for business but not for exploitation. However, key companies have been cherry picked by companies in San Jose, with the UK consequently losing out. It is therefore not clear that the current takeover regime is fit for purpose The weaknesses in the current regime are about not just national security but industrial strategy. Under the current regime, the Secretary of State has the power to intervene in qualifying businesses on four public interest grounds: media plurality, national security, stability of the UK finance system, and the capability to combat and mitigate the effect on public health emergencies.
ParlaMint-GB_2020-11-17-commons.u360	The coincidence, as I described it, between national interests and national security is profound and is proven. When a company is taken over and technology transfer takes place, it is possible for a nation that is hostile to our interests to gain a sufficient understanding to develop systems that endanger this country, including, in some cases, weapons systems.
ParlaMint-GB_2020-11-17-commons.u361	The right hon. Member is talking to a chartered engineer who strongly believes that our capability in engineering and the kind of key technologies of which he talks is a basis for our national security, and that national security, without some degree of important technological sovereignty, is difficult to wholly achieve. I look forward to debating that in Committee It is worth pointing out that the Government’s powers have been used only sporadically in previous interventions, and they are seemingly not underpinned by any real strategy. The hon. Member for East Worthing and Shoreham (Tim Loughton) made a similar point Many Conservative Members are vehemently opposed to extending the remit of the Bill to cover industrial strategy, including, but not limited to, the hon. Members for Totnes (Anthony Mangnall), for North West Norfolk (James Wild), for Cities of London and Westminster (Nickie Aiken), for North East Bedfordshire (Richard Fuller), for Wantage (David Johnston), for Rother Valley (Alexander Stafford), for Newcastle-under-Lyme (Aaron Bell) and for South Dorset (Richard Drax). Labour believes, however, that the Government should be able to intervene in the takeover of a critical business on industrial strategy grounds. That power should be paired with defined criteria and transaction thresholds to give businesses and foreign investors clarity and confidence, and to truly make it clear that we are open for business and not exploitation—to coin a phrase. Why did the Government not bring forward legislation to ensure that technology firms remain in the UK and to end the current ad hoc approach to industrial strategy being pursued by Ministers? That has seen binding commitments often negotiated at the last minute, companies lost, and no clarity as to the rhyme or reason why the Government choose to intervene or not. I urge the Secretary of State and the Minister to continue to approach the Bill in the spirit of collaboration, to address the undefined areas and issues that we have raised, and to shed some light on their long-term industrial strategy, including their plans to keep high-growth technological companies flourishing in the UK.
