ParlaMint-GB_2016-12-15-commons.u1	1. What progress has been made on rolling out broadband to rural communities.
ParlaMint-GB_2016-12-15-commons.u455	The Superfast Cymru project is led and delivered by the Labour-run Welsh Government in Cardiff, so if those businesses are struggling, I suggest that the hon. Gentleman speaks to the Welsh Government in Cardiff, who are rolling out that programme.
ParlaMint-GB_2016-12-15-commons.u456	It is a matter of regret that the hon. Lady never misses an opportunity to be partisan. If she knew anything about this subject, she would know that the infrastructure and the whole basis on which broadband services are delivered are constructed by the UK Government; it has been their responsibility to deliver the policy of spreading broadband across the UK. It demeans the Conservative party to resort to petty, political point scoring, but that is what I have come to expect from her This is a serious, important subject, because I believe in the United Kingdom and in supporting areas right across the country—not just the richest areas, which is the policy of the Conservatives; whenever figures come through from Ofcom, we still see that the richest parts of the country have the greatest broadband provision. That acts against the interests of the nations and regions of the UK. It is the role of government, and the UK Government in particular, to correct the deficiencies of the market, but the coalition and Conservative Governments have failed to do that since 2010. That is why we have heard so many complaints from Conservative MPs at every Culture, Media and Sport Question Time since 2010 about the weakness of broadband provision and services I accept that there has been progress. Demand has not stood still since 2010. I know that the hon. Member for Wantage—
ParlaMint-GB_2016-12-15-commons.u457	Right honourable.
ParlaMint-GB_2016-12-15-commons.u458	He was rewarded for failure.
ParlaMint-GB_2016-12-15-commons.u459	Right honourable. It is always good have personal connections in politics these days; one always secures rewards Labour’s commitment to 2 megabits would have established universal provision, so that the entire UK would benefit from the expansion of broadband services. In reality, the richest areas have benefited most. We always accepted that 2 megabits was a starting point and would not be enough, but the important thing was the commitment to a universal service. Jettisoning that principle was disastrous. It reflected a failure to appreciate the essential nature of broadband in today’s economy and society. It accelerated still further the regional imbalances in the UK; this country has the most marked regional differences in income of all OECD countries. If we are to address economic and wealth inequality across the UK, the Government must act to ensure that we have a universal superfast broadband service. I welcome, therefore, the conversion to a commitment to universal service, but it is a shame that that did not happen in 2010, and that it has not been in place for the past six years BT has achieved much in broadband provision, and has extended that provision since 2010. However, it effectively has a monopoly over the infrastructure in many areas, yet it is not able to meet the required demand.
ParlaMint-GB_2016-12-15-commons.u460	Will the hon. Gentleman give way?
ParlaMint-GB_2016-12-15-commons.u461	I will not give way. There are delays in consumer provision reminiscent of the pre-privatisation era of the early 1980s. Individuals tell me time and again that they wait weeks, sometimes months, for a broadband connection when they move house.
ParlaMint-GB_2016-12-15-commons.u462	Will the hon. Gentleman give way on that point?
ParlaMint-GB_2016-12-15-commons.u463	I will not give way to the hon. Lady because she makes cheap political points In addition, many areas do not have the broadband infrastructure to secure superfast services. Until recently, Wrexham had only one broadband infrastructure system, which was unable to meet the demand from local businesses and individuals. The UK Government, who are responsible for devising the system, should have put in place a governance structure that created either the necessary infrastructure through a monopoly provider or a competitive market in which providers compete to build infrastructure. Their failure is that they have done neither since 2010 I am pleased to say that in Wrexham, in the past two months, Virgin Media has begun to build its own infrastructure system, its first in north Wales, as part of the Project Lightning programme. I thank Virgin Media for responding to the pressure I have consistently put it under to introduce that system, but if we are to have a universal system right across the UK, it is incumbent on the Government and regulators to create the system necessary right across the UK. That they have not done so already is a failure on their part.
ParlaMint-GB_2016-12-15-commons.u464	rose—
ParlaMint-GB_2016-12-15-commons.u465	I give way to the hon. Gentleman.
ParlaMint-GB_2016-12-15-commons.u466	Right hon. Gentleman. I wanted to improve the quality of debate by bringing a couple of facts to bear, because the hon. Gentleman is making a highly politicised and partisan speech. It is just worth pointing out to the House that in Wrexham, a town I know well, 95% of premises have access to superfast broadband, and by next summer that figure will be 98%.
ParlaMint-GB_2016-12-15-commons.u467	Order. If everybody is to get equal time, Members should take up to 10 minutes; if they do not do that, other people will get squeezed out. If Members wish to make interventions, they should be short and sweet. I ask the people who are giving way to use up to 10 minutes. Ian Lucas, I know you are nearly ending your speech.
ParlaMint-GB_2016-12-15-commons.u468	I am very aware of the position in Wrexham, because people contact me every week—every day, on occasion—to complain about a lack of provision. That includes complaints from businesses, and I can and will send the right hon. Gentleman a list of the complaints that I receive. I accept the position, but this is an important matter and I am not inventing these cases; they are cases that come to me BT is coming under a lot of pressure, and I have fought hard to get Virgin Media to come to Wrexham to provide competition to BT, which will improve the system. I do not think BT should be excluded in the future. As for the idea of a quick fix, splitting Openreach from BT is not a simple solution. One problem of the broadband market has been that a lot of the companies in the sector have spent far too much time arguing with each other about provision over the past few years. I want to make a constructive proposal for the sector, one based on my experience as a Minister. Regrettably, I am not right hon. because I do not have the right connections at present, but I was a Minister in the Labour Government who created the Automotive Council and, subsequently, the Defence Growth Partnership and the Aerospace Growth Partnership. They were put together to get businesses to work together for the benefit of the UK as a whole, to devise an effective system of businesses in individual sectors working together. I would like to see that in the broadband sector. I would like the Government, in pursuit of a universal service obligation, to construct a communications council, so that businesses work with each other and with Ofcom to devise a proper and appropriate approach to pursuing a universal obligation Providing broadband is not only a massive challenge for us, but a massive opportunity; the scale of the job is such that it provides training and skills potential for years to come. This should be a central task for the communications industry, and the Government should be working to ensure that the investment in infrastructure in the years to come leads to a parallel upskilling of our workforce right across the UK. A communications council should be tasked with that, and should take that objective forward Universal broadband should have been put in place years ago, and I welcome the fact that the Government have finally concluded that it should be introduced. They need to work with industry to look at the best way forward, and with Ofcom to secure the way forward, and then make sure that the investment made is used to upskill our young people and provide the type of service right across the UK that all businesses need in today’s world.
ParlaMint-GB_2016-12-15-commons.u469	Order. May I remind Members to take up to 10 minutes and no more, so that everybody can have equal time? I call Ed Vaizey.
ParlaMint-GB_2016-12-15-commons.u470	I am grateful for the opportunity to contribute to this important debate. I shall make two or three recommendations, which will I hope be useful to my right hon. Friend the Minister. I do not particularly want to dwell on the past, but after the previous speech it is probably worth putting in context some of the points that have been made. It is worth pointing out, for example, that, in terms of the Labour party’s promise to deliver 2 megabits by 2012, we do not know whether that would have been fulfilled, as it was based on a highly questionable telephone tax, which would have seen a revolt from consumers. In any event, we now have coverage of 99.22% at 2 megabits The hon. Member for Wrexham (Ian C. Lucas) failed to explain what happened in 2010, which was that the new Government looked at the promise of 2 megabits and understood that it would not be nearly enough. In fact, I suspect that many of our constituencies, which were already getting 2 megabits, complained to us about poor broadband. What they want is a superfast connection of around 24 megabits that allows them to use many of the applications that we now regard as very commonplace.
ParlaMint-GB_2016-12-15-commons.u471	While we are talking about accuracy, does my right hon. Friend agree that it is inaccurate to say that the less economically wealthy areas have been disadvantaged, when the constituency of the hon. Member for Wrexham (Ian C. Lucas) has 95% superfast coverage while mine has just 78%?
ParlaMint-GB_2016-12-15-commons.u472	My hon. Friend is absolutely correct. The rural superfast broadband programme has been a great success. It has delivered access to superfast broadband to almost 5 million homes. The money invested by Government will be paid back because of the nature of the contracts. The hon. Member for Wrexham mentioned that he had persuaded Virgin to come to his constituency. Virgin is now investing £3 billion in extending its network, and that is partly inspired by the success of the superfast broadband network The point I really want to make is that I am sick and tired of people talking down this country and pretending that we are in some kind of digital desert. The latest culprit—I am astonished that the Government allowed this to happen—is Lord Adonis, a Labour peer—[Interruption.] No longer a Labour peer. Alright, he is an ex-Labour peer, but we know where his sentiments lie. He used the platform of the National Infrastructure Commission to publish a report yesterday claiming that we have worse mobile broadband than Peru. He based that on one set of analysis by Open Signal. I am not denigrating that company, but it relies on people downloading an app and then uploading the speed they are getting. Some 4,500 in Peru use the Open Signal app, and most respectable telecoms analysts would not go near a country unless they had data from at least 25,000 users. One of the mobile companies in Peru does not even provide 4G, but that is not even mentioned in the Open Signal app It is much better to look at a company such as Akamai, which points out that we have the fastest download speed in 4G of any country in Europe. It is almost double the next best in the EU five. Its report, which was published this week, says: “the United Kingdom once again had the fastest average mobile connection speed at 23.7 Mbps (up from 23.1 Mbps in the second quarter)” We have between 82% and 93% household coverage for 4G. A total of 76% of mobile subscribers in this country have 4G subscriptions. That is double the next best country, which is Germany, at around 35%. We have companies such as Amazon investing in cloud services. We lead the world in e-commerce. If we are this so-called “digital desert”, as Lord Adonis claimed today to promote his report, how come we lead on all these metrics? I urge my right hon. Friend the Minister to give Lord Adonis a dressing down, and to tell him to check his facts and use a better analysis instead of running around promoting his report, pretending that we somehow live in a digital desert.
ParlaMint-GB_2016-12-15-commons.u473	As it happens, I have the Akamai table here on my machine. Whereas the UK has a score of 13 for international connections, Peru has a score of only 4.4. How Lord Adonis can come up with his figures, I do not know.
ParlaMint-GB_2016-12-15-commons.u474	I am extremely grateful to my hon. Friend Apart from the dressing down of Lord Adonis at the Bar of the House of Commons, my main policy point is this—[Interruption.] I tried as a Minister to get a comprehensive data analysis of broadband connections, because too many independent reports are knocking about that people can use to make their own partisan points. We need Ofcom to collate these reports and to update its data, because its own data—not through its own fault but because of how long it takes to collect them—are often six months to a year out of date. We need one comprehensive UK digital report published every year by Ofcom, incorporating all the independent research. I took refuge in the absolutely excellent independent analysis undertaken by thinkbroadband. If any hon. Members want to know how many connections they have in their constituency, they should go to the thinkbroadband website where they will get the most up-to-date and accurate information Having attacked Lord Adonis without his having the chance to defend himself, let me say that I thought his report was excellent, despite his pathetic attempt to promote it by putting out misleading analysis of the digital position in this country. The recommendations were spot-on, not least the recommendation that my right hon. Friend the Minister’s empire should be expanded. I tried to expand my empire when I was a Minister and I failed dismally. People will not be surprised to hear that, but my right hon. Friend is 10 times more talented and 10 times more superfast, and it is right that under his stewardship we should bring together all digital projects It is a scandal that we do not have broadband in trains. The reason is that that area is run by the Department for Transport and Network Rail, whereas it should be run by my right hon. Friend. It is a scandal that the Home Office is in charge of the emergency services network; it should be run by him. It is a scandal that we do not have coverage on our roads; it should be run by him. All these digital projects should be brought under one Minister, and I cannot think of anyone more talented than my right hon. Friend I come now to the third recommendation. We have something called Broadband Delivery UK—BDUK. The clue is in the title: the D is for delivery. Under my right hon. Friend the Minister, who is talented enough to oversee a large organisation such as that, Broadband Delivery UK should be turned into a delivery organisation that works with local councils. It should not be left to the hon. Member for Wrexham to browbeat Virgin Media to deliver broadband to his constituency; BDUK should be working with Virgin, Openreach and all the mobile operators Many of the problems that make us gnash our teeth and pull our hair out are down to appalling planning procedures. We all know the story of how Kensington and Chelsea would not allow BT to upgrade its network because it did not like the design of the green boxes. I have had rows with council leaders in south London who just did not like the people at Openreach and so were not prepared to move. I had telecoms companies coming to me saying that they wanted to deliver broadband to council houses but could get a wayleave from the council to do it. So much of this is about bad planning and straightforward bureaucracy.
ParlaMint-GB_2016-12-15-commons.u475	Will the right hon. Gentleman give way?
ParlaMint-GB_2016-12-15-commons.u476	Finally, the Government have already shown how forward-looking they are, under the stewardship of this brilliant Minister.
ParlaMint-GB_2016-12-15-commons.u477	Will the right hon. Gentleman give way?
ParlaMint-GB_2016-12-15-commons.u478	I will tell you in a minute why that is, Mr Deputy Speaker, after I have taken this noisy intervention.
ParlaMint-GB_2016-12-15-commons.u479	If I may interrupt the self-praise for one moment, I hang on the former Minister’s every word and I am worried. He said that he would make three recommendations. The second one was about giving his replacement more powers, the third was about more powers to BDUK, but the first escapes me. I am sure it will be earth-shattering, so would he mind helping me out with his first recommendation?
ParlaMint-GB_2016-12-15-commons.u480	I call the honourable Edward Vaizey.
ParlaMint-GB_2016-12-15-commons.u481	Right honourable.
ParlaMint-GB_2016-12-15-commons.u482	I call Edward Vaizey PC. Oh yes, your father was a peer.
ParlaMint-GB_2016-12-15-commons.u483	Thank you for keeping me on my toes, Mr Deputy Speaker The hon. Member for Berwickshire, Roxburgh and Selkirk (Calum Kerr) has given me a chance to rehearse my entire speech again, but let me give him the edited highlights. My recommendations were: first, one annual robust data analysis of fixed and mobile broadband connections; secondly, more power for my right hon. Friend the Minister for Digital and Culture; and thirdly, more power for Broadband Delivery UK to help telcos to navigate the bureaucracy of councils Finally, I was going to say how far-seeing and forward-looking this Government have become, thanks to my right hon. Friend the Minister. Again, I heartily endorse the proposals announced in the autumn statement to invest in planning 5G networks. Let us be satisfied with where we are. We had a rural broadband programme that has delivered exactly what it said on the tin. We are going to see increased speeds come through new technologies such as G.fast, but the Government are now quite rightly pushing for the next phase, fibre to the premises and 5G networks. Let us start planning for a gigabit Britain.
ParlaMint-GB_2016-12-15-commons.u484	It is a pleasure to follow the right hon. Member for Wantage (Mr Vaizey); he and I have had some knockabout over the years on certain issues. In this debate he has created a festive spirit, so I start by wishing you, Mr Deputy Speaker, and all the staff of Parliament a merry Christmas and a prosperous 2017 I am going to talk not about darkest Peru but about brightest Anglesey. I am going to talk not about the 95%, who are always talked about, but about the 5% who are left behind—the 5% who are not expected to get superfast broadband in the initial roll-out. This 5% are normally the ones without gas mains. This 5% will struggle to get a 3G mobile signal, let alone a 4G or 5G signal. This 5% will not, as a consequence of having poor mobile signals, get smart meters when they are rolled out, because they require a mobile signal. This is the forgotten 5%, and it does not have to be like that Major projects start by promising a 95% threshold. I think we should be talking about 100%. Then, if there is difficulty, let us deal with those areas, rather than allowing a 95% threshold every time there are major projects and major roll-outs. It is time to be more inclusive and more universal, so let us talk about 100%. The 5% I am talking about actually pay more for their heating and other utilities. They pay—this is an important point—exactly the same as anybody who gets full 4G coverage and full superfast broadband. They pay exactly the same, and they should be treated the same, in my humble opinion These people are often in peripheral and rural areas. My constituency is on the periphery of Wales; it is predominantly rural. Yes, people choose to live there; people choose to visit the area and to move into it, and they are very welcome in north-west Wales and Anglesey, as you know, Mr Deputy Speaker, as a regular visitor. However, I am sure that you have difficulty in the coastal area of Anglesey in picking up broadband or a mobile signal. I have argued that, in the 21st century, we should have 21st-century technology across the United Kingdom I am going to divert somewhat from the right hon. Gentleman’s consensual approach and remind him, as my hon. Friend the Member for Wrexham (Ian C. Lucas) did, about the previous Labour Government’s promise to deliver a universal service obligation by 2012. I recall arguing for it when the coalition Government came in in 2010 and being told, first, that it was not ambitious enough, and then that it was not possible. Then, all of a sudden, about this time last year, the former Prime Minister, David Cameron, stood up and said—I do not think he even consulted the Minister at the time—that we would have a universal service obligation by 2020. That was a complete U-turn, which I very much welcomed.
ParlaMint-GB_2016-12-15-commons.u485	Labour promised 100% coverage of 2 megabits; it did not propose a universal service obligation that allows someone who does not have broadband to demand it. When the Prime Minister announced it, he had, indeed, consulted Ministers.
ParlaMint-GB_2016-12-15-commons.u486	The right hon. Gentleman is leading with his chin. If he checks Hansard, he will see that he will have said the opposite on many occasions. He will have said it was not possible. He will have said that the Government were not going to deliver it. However, all of a sudden, it was not just their ambition but their flagship policy. I welcome that, but I want that flagship policy to come in as soon as possible I recently had a meeting—one of several meetings—with service providers, BT Openreach, and constituents and local business people who are finding it difficult to operate because of the poor broadband coverage. The chief executive officer of BT Openreach has agreed to visit my constituency to see the problems and the challenges. I have been out with engineers, and I do understand the topography and some of the other issues they have to deal with. However, I do not accept that in the 21st century, when we have put a man on the moon and I can talk to my daughter in Melbourne, Australia, we cannot get a decent signal. Rural, peripheral areas like the Faroe Islands can get 100% broadband coverage. If there is a political will, it is technically possible to do it I am at therefore at one with the new Minister in bringing in his Digital Economy Bill, but I do have a few questions for him. He has been talked up as the great successor to the previous Minister, and he has a real challenge on his hands to live up to his reputation, but I want him to go further and tell this House how the roll-out of universal broadband is actually going to work, because all we hear at the moment is words. Who is Ofcom going to ask to roll this out? Are we going to go to the market forces that have failed many areas of the United Kingdom thus far in relation to mobile? I have dozens of mobile operators phoning up and saying, “Do you want a connection?”, and when I tell them where I live they are unable to do it, so the market is not a magic solution. What secondary legislation will follow the Digital Economy Bill to deliver this? I welcome the Bill, which lifts our status as a country in moving forward in the digital age, but how will it work in practice I want to make the new Minister an offer that I made to the previous one: for my constituency—on the periphery; rural, semi-rural and urban—to be a pilot scheme for the new universal service obligation. I am sure that, working with private companies and with the Welsh Government, we can deliver full coverage. At the moment, we have just 79.9% superfast broadband, 6.4% ultrafast broadband, and 14.5% below the speeds that we now call superfast broadband. There is a challenge there for the country as a whole, as well as in my constituency I support the universal service obligation and the Government’s intention to have it for 2020. I know the Minister is a decent person, and I ask him to give a gift to the people of Ynys Môn—the isle of Anglesey—today by saying, “Yes, we will look at having the isle of Anglesey as a pilot scheme for the future.” Then I will work with him and his Government to get the USO on Anglesey and across the United Kingdom.
ParlaMint-GB_2016-12-15-commons.u487	I, too, pay tribute to my hon. Friend the Member for Boston and Skegness (Matt Warman) for opening this debate so knowledgeably My constituency is one of the most rural in England. Earlier this year, on 11 May, I called on the then Prime Minister, the right hon. David Cameron, to honour his commitment that every home and business should have access to broadband by the end of this Parliament. I therefore warmly welcome the inclusion in the Chancellor’s autumn statement of a provision for the deployment of over £1 billion to boost broadband speeds with the help of a digital infrastructure fund which, I am ever hopeful, will provide the universal service obligation It is self-evident that today everybody needs a good broadband speed: it has become almost as important a utility as water and electricity. As the representative of such a large rural constituency, it would be useful to illustrate its importance to one particular group—farmers. The connection statistics for farmers compiled by the National Farmers Union make for poor reading. Over 30% of British farmers do not receive their internet via fibre-optic, and 58% experience a download speed of 2 megabits per second or less, well below the current national average of 22.8 megabits per second. Like any modern business, farmers require a fast broadband connection to do a plethora of tasks, including vehicle registration, basic farm payments, livestock movement records, and animal registration; and increasingly, like all businesses in this country, they will have to file their tax affairs online. By their very nature, single farm payment claims, including plans, require a large amount of data to be transferred. If the Government really want to support this country’s 212,000 farms, they must take that seriously I warmly welcome the Digital Economy Bill, which could provide a legislative framework to ensure that the UK can become the best-connected country in the world, but it needs to be bolder and introduce future and rural-proofed legislation. It is clear that the universal service obligation that will introduce speeds of 10 megabits per second by 2020 is obsolete and out of date even before it has been introduced. The minimum EU standard for 2020 should be 30 megabits per second. Indeed, world standards are now moving towards 100 megabits per second, so we need to be ambitious We also need to be more inventive. As I said in an intervention on my hon. Friend the Member for Boston and Skegness, all developments of more than 20 houses should have to install superfast broadband. As the previous Minister, my right hon. Friend the Member for Wantage (Mr Vaizey) has said, we should be more inventive, and major public infrastructure projects should install superfast broadband My right hon. Friend also said that there has been good progress in Gloucestershire, and I praise him for what he did for my constituency and county. I have consistently campaigned for better broadband provision in my constituency, either by supporting private business to receive installation contracts or by lobbying the Government to increase public investment. Gloucestershire County Council, in conjunction with Fastershire, has seen almost 40,000 homes in my constituency receive superfast broadband over the two phases since it was introduced in 2014. That has been funded by a combination of funds from the county council and the Department for Culture, Media and Sport, with a total investment of almost £28 million. I am glad to note that a further, third phase is soon to begin and will fill in any gaps and, I hope, leave most of my constituents with a reliable and appropriate internet connection In 2010, the coalition Government announced that Britain would have the best superfast broadband network in Europe by 2012, but that was postponed until 2015 and replaced by the less ambitious aim of having “the fastest broadband of any major European country” I praise the Government for making progress. I have cited the Akamai tables, which show the UK’s position in relation to Peru, and those same international tables show that Britain is the 12th country in the league. Given that we are the fifth largest economy, we cannot be complacent about our broadband provision As with the introduction of any utility, cost-benefit analysis must be undertaken and considered. According to the Government’s own 2013 “UK Broadband Impact Study”, availability of faster broadband will add about £17 billion to the UK’s economy by 2024. The bulk of that money would come from improvements in productivity. In his autumn statement, my right hon. Friend the Chancellor was very keen to stress that we need to improve that. That would also safeguard employment in areas such as Wrexham, which would otherwise be left at an unfair disadvantage From an environmental perspective, a universal service obligation will offer additional benefits. Annually, 1.4 billion miles in commuting by car, 3.2 billion miles in business travel through increased use of online collaboration, and 1 billion kWh of electricity through broadband-using firms shifting their server capacity on to more efficient cloud platforms will be saved by the universal service obligation. All of that equates to a saving of 1.6 million tonnes of carbon dioxide each year As I said, I strongly support the digital infrastructure fund announced in this year’s autumn statement. However, that investment will be severely diminished if there is no blanket improvement of mobile phone signals across the whole country. Although the introduction of 5G in major conurbations is warmly welcome, there are still great swathes of Britain, particularly rural areas, including in my constituency, that do not even experience an adequate 3G signal. Something must be done to improve the foundation of this country’s digital capacity The absence of phone signals—so-called not spots—should be a thing of the past in this country in the 21st century. In the Cotswolds, villages such as Great Rissington, Chedworth and Quenington are notorious for having a poor mobile phone signal. Indeed, there is a certain spot four miles from Cirencester on the A433—the Fosse way that goes through my constituency and a very busy road—where I know that my mobile phone is going to cut out. Surely in this country we should be able to do something about that. The mobile infrastructure policy is crucial in tackling the unacceptable problem whereby 20% of the UK is affected by not spots. One thing follows the other. If we have good broadband infrastructure, we can solve the mobile infrastructure problem Vodafone, EE and O2 have all successfully worked across the country to erect and share masts, including seven in my constituency. The world is moving on. I recently met a major Chinese telecoms firm, ZTE, which plans to gain £2 billion of the £20 billion UK telecoms market by 2025 from a standing start, using mainly fibre and wireless technology. For BT, that does not bode well. It is over-reliant on outdated copper wires when the world is moving towards fibre and wireless technology. It must adapt, otherwise it will simply go out of business The Government and regulators need to be mindful of the danger that when broadband and good mobile phone coverage are provided by companies with bespoke solutions, some of the smaller companies increase the cost to customers by more than the cost of inflation. That is a new and growing scourge that my right hon. Friend the Minister will need to look at with regulators I conclude by encouraging all parties involved—nationally and locally, private and public—to proceed as rapidly as possible in improving broadband and mobile coverage. To that end, the universal service obligation is entirely correct to create a legal requirement for such a crucial service. We must be ambitious when it comes to internet coverage and speed if we wish to tap into our economic potential to export more goods and services, and if we do not wish to allow our rival countries to overtake us As this will be my last contribution in the House before Christmas, Mr Deputy Speaker, may I wish you, all the staff in the House—especially my own staff—and right hon. and hon. Members and their families a very peaceful Christmas?
ParlaMint-GB_2016-12-15-commons.u488	I congratulate the hon. Member for Boston and Skegness (Matt Warman) on securing this important and timely debate. I was struck by the speech made by the hon. Member for The Cotswolds (Geoffrey Clifton-Brown), who underlined some of the points that I want to make quite firmly about the position in Scotland, particularly rural Scotland. I think that some of the words of the right hon. Member for Wantage (Mr Vaizey)—he is no longer in his place—about connectivity, and particularly mobile connectivity, will ring somewhat hollow with a number of our constituents It is Christmas, or just about, so in the spirit of Christmas I would like to welcome the moves by the UK Government to provide improved digital infrastructure, but it is important to state that we do not believe that this goes nearly far enough. The USO and the Digital Economy Bill could and should do much more to provide the background for economic growth amid this time of deep Brexit uncertainty Our ambition in Scotland is for Scotland’s economy and our public services to have a digitally skilled and empowered workforce. The SNP Government are purposely ambitious in this area. The hon. Member for Ynys Môn (Albert Owen) talked about having a 100% commitment, and that is exactly what is happening in Scotland. Our 100% superfast broadband commitment far outstrips the UK Government’s plans, which are limited to the universal service obligation of just 10 megabits per second. Incidentally, the Government risk repeating a key mistake of the past, which is to deliver the minimum required for today’s needs when they should be delivering what will be needed tomorrow The SNP tabled innovative amendments to the Digital Economy Bill. We were concerned, as we continue to be, that the UK Government’s unwillingness to engage indicates a lack of genuine commitment to extending broadband coverage. Our ambition for Scotland’s economy and our public services requires a digitally skilled and empowered workforce. Digital connectivity is critical to opening up economic opportunity in every part of Scotland, and I know that that will be reflected in the other nations of the UK. A report by Deloitte for the Scottish Futures Trust in July made it clear that if Scotland became a world leader in digitalisation, GDP could increase by over £13 billion by 2030 and generate an additional 175,000 jobs in Scotland, while also improving health outcomes and helping to end the digital divide, particularly in rural communities To achieve that, we need to address the shortage in specialist digital skills that risks becoming a growth bottleneck. There is an immediate demand for women and men with strong specialist skills, and that sits side by side with the need to develop a broader pipeline over time. The Scottish Government are working with partners to meet the challenges set out in the 2014 digital skills investment plan. They are raising awareness, especially among girls and young women, with a curriculum that is relevant and responsive from school through to university, and continuing to create and highlight new pathways into these new and changing jobs As I have mentioned, the SNP tabled innovative amendments to the Digital Economy Bill, and we are concerned that they were not taken up. The Secretary of State could have introduced a broadband connection voucher scheme to allow the end user to access a broadband service other than that supplied by the provider of the universal service obligation under part 2 of the Communications Act 2003. That would have gone some way to addressing the issues raised by the hon. Member for Boston and Skegness. I think that that should still be considered, so I hope the Minister will look, even at this late stage, at how to accommodate it. Such a scheme would provide a replacement for the previous UK Government broadband connection voucher scheme, which ran from 2013 to 2015, that encouraged small and medium-sized enterprises to take up superfast broadband. It was a good idea, and it helped over 40,000 SMEs. The Minister could also have committed, as his predecessor did, to extending the rights of consumers with mobile coverage so that they have the same rights of service in contracts as those with fixed broadband, yet he did not do so Rural Scotland’s poor mobile coverage stems from Westminster having treated it as an afterthought for decades. Although I give a guarded welcome to the support for 5G and the trials of it, there is a lack of ambition on that as well. The widespread uptake of smartphones and tablets has led to a very large growth in the demand for mobile data services. For example, between 2011 and 2015, mobile data traffic in the UK increased by 710%. Analysys Mason forecasts that by 2030 levels of mobile data traffic before wi-fi offload could be more than 45 times greater than in 2014 Rural Scotland’s mobile connectivity is still suffering and struggling because the licensing of the mobile spectrum has been used by the UK Government as a cash cow and a way of making money, rather than as critical infrastructure development that is essential for our country. In the UK, the 3G and 4G spectrum auctions raised billions for the Treasury, but other countries have sought to prioritise greater coverage as a first port of call. The 4G licence auction required 95% coverage for each nation within the UK, which contrasts poorly with Germany’s “outside in” approach to licence obligations. Like the UK, Germany required an overall 98% coverage as an EU member state, but it also needed 97% coverage in each of the federal states. The consumer magazine Which? has found that Scots have access to a 4G signal only 50.4% of the time. Scotland, Wales and south-west England are the regions with the lowest access to mobile data in general, with access less than 80% of the time, which is a shocking figure. As of December 2015, nearly half—48%—of Scotland’s landmass had no data coverage whatsoever Reliable and high-quality fixed and mobile broadband connections support growth in productivity, efficiency and labour force participation across the whole economy. That is why the SNP Scottish Government have made progressive pledges on expanding fixed-line broadband. Action taken by the Scottish Government means that we are on track to delivering fibre access to at least 95% of premises in Scotland by end of 2017. We are working with mobile operators to improve and increase 4G coverage across Scotland, and using the dualling of the A9 to put in 4G is helping us to move that on. By the end of 2017, all four mobile operators—EE, O2, Virgin and Three—will provide 95% of premises in Scotland with indoor 4G coverage. The Scottish Government have less control over mobile connectivity than fixed-line broadband, as the spectrum policy and other important levers remain reserved to Westminster. To conclude, rural Scotland must not be an afterthought again. As we move on to 5G, the UK Government must prioritise rural areas as part of the 5G licence spectrum auction.
ParlaMint-GB_2016-12-15-commons.u489	We have two speakers to get in before half-past 4. If they could split the time, it would be very helpful.
