ParlaMint-GB_2016-01-21-commons.u1	1. What steps his Department is taking to support small production companies based in Cornwall.
ParlaMint-GB_2016-01-21-commons.u420	Order. There is not much time, so I must put on a time limit of five minutes.
ParlaMint-GB_2016-01-21-commons.u421	I thank the hon. Member for Stratford-on-Avon (Nadhim Zahawi) and my hon. Friend the Member for Ilford North (Wes Streeting) for securing this important debate. It is a privilege to follow the right hon. Member for Brentwood and Ongar (Sir Eric Pickles) On 1 November 2005, the UN General Assembly designated 27 January as international holocaust remembrance day. In Britain, we mark it as Holocaust Memorial Day, and we have done so since 2001. It is a national day of commemoration of the millions of Jews and others killed during the holocaust. The lives of 6 million Jews and many other minority groups who perished at the hands of the Nazis must be remembered. It is a time of remembrance for all the victims—the Roma, the gays, the Sinti, the mentally and physically disabled—as well as all the victims of more recent genocides Genocide does not take place on its own; it is a process that can begin if racism, discrimination and hatred are not challenged and prevented. Today, we are part of that remembering, as well as part of that challenge and prevention. Over the coming week, there will be commemorations, services and events across the UK. Such remembrance is as important now as it has ever been I speak as one who has been moved by the tragedy of the holocaust. I have had the privilege to speak to survivors from Auschwitz-Birkenau. The scale of their suffering shows the savagery of which humanity is capable, but the survivors show us how magnificent and courageous the human spirit can be. As each year passes, however, there are fewer survivors able to share their testimony. By educating future generations, we are ensuring that their memory lives on, and that the holocaust never becomes another detail of history The work of organisations such as the Holocaust Educational Trust, the Holocaust Memorial Day Trust and the Holocaust Commission is therefore vital in keeping these memories alive. The holocaust is perhaps the greatest moral lesson against racism, hate and prejudice, and the establishment of a new holocaust learning centre and national memorial is an important part of that Holocaust Memorial Day does more than commemorate and recount the human suffering; it is also a time to pledge that it will never ever happen again. In recent years, Europe has seen a rise in Islamophobia and anti-Semitism, fuelled by the rise of extreme right groups in countries such as France, Hungary and Greece. I and others have been troubled by the reports of French Jews moving to Britain in search of safety. We should not, however, imagine that Britain is free of anti-Semitism; we know only too well that it is not. We must stand up against prejudice and discrimination of any kind, whatever form it takes, and we must heed the lessons of the holocaust.
ParlaMint-GB_2016-01-21-commons.u422	Given the increase in both anti-Muslim and anti-Semitic attacks, will my right hon. Friend join me in celebrating the incredible work done by the Community Security Trust and Tell MAMA to ensure that the words “Never again” actually ring true?
ParlaMint-GB_2016-01-21-commons.u423	I absolutely join my hon. Friend in paying such a tribute and in giving such support. All the organisations we have mentioned today need and deserve our support We must do all in our power to prevent future genocide around the world. The theme of this year’s commemoration is “Don’t stand by”. Elie Wiesel said that he “swore never to be silent whenever and wherever human beings endure suffering and humiliation. We must always take sides. Neutrality helps the oppressor, never the victim. Silence encourages the tormentor, never the tormented.” The holocaust saw many examples of heroism, sacrifice and altruism. I would like to mention the late Sir Nicholas Winton, who sadly passed away last year. He organised the safe passage of children from Czechoslovakia to Britain before the war broke out. His act of magnanimity saved the lives of at least 669 children and thousands of their descendants. It is inspiring, too, that World Jewish Relief, which was instrumental in rescuing tens of thousands of Jewish refugees through the Kindertransport, last week committed itself to supporting the integration of Syrian refugees into the UK. The organisation will provide employment and language support to some of the 20,000 Syrian refugees that Britain accepts Finally, as we approach the centenary of the Balfour declaration, it is my view that the holocaust truly demonstrated the need for a state for the Jewish people. I would like to reaffirm the state of Israel’s right to exist We must speak up and not be bystanders in the face of genocide and persecution. We must have courage and not look the other way. I do not underestimate how hard that can be, but it is easier if we all speak up, stand together and accept that we must not stand by. I pay tribute to the Jewish community here in London and the UK for their significant and positive contribution and engagement. They will not bow down to anti-Semitism and discrimination, and we will stand with them.
ParlaMint-GB_2016-01-21-commons.u424	I align myself with every word that my neighbour, the right hon. Member for Enfield North (Joan Ryan), said. I am grateful to the hon. Member for Ilford North (Wes Streeting) and my hon. Friend the Member for South Thanet (Craig Mackinlay) for securing this debate Like many other hon. Members, I begin by paying tribute to the Holocaust Educational Trust, which does such great work with schools, colleges and communities across the United Kingdom to educate us all about the holocaust and its contemporary relevance The memories of my own visit to Auschwitz with a local school will always remain with me: the industrial scale of the extermination programme, which affected people at all levels, including very normal people, as has been said in this debate; the individual lives that were lost to their families and communities; and the terror, horror and depravity that underpinned the 20th century’s greatest act of evil. Although it is essential to remember every one of the lives lost in the holocaust, we ought to keep in mind those who survived. We must remember those heroes who managed to escape and who helped others to escape the fate that the Nazis had in store for them—those who did not stand by Corrie ten Boom is one such example. Her inspirational book “The Hiding Place” recalls not only her horrific ordeal, but her miraculous release. Corrie tells of how, when the Nazis began persecuting Jews in the Netherlands, a member of the Dutch resistance designed a hidden room behind a false wall, where the ten Boom family and others could hide. That hidden room, which was some 30 inches deep—the size of a medium wardrobe—provided a sanctuary from the Nazis. When the Nazis raided the ten Boom household in 1944, six people were using the hiding place, but hundreds of Jews before them had managed to escape the Nazis’ clutches Such examples show that, amid the terror, communities rallied. Despite the threats that they faced, families remained strong and stuck together. Before she died in a Nazi concentration camp, Corrie’s sister Betsie spoke words of comfort to her: “There is no pit so deep that He is not deeper still.” Even in those darkest of hours, people facing unimaginable horror kept faith in God and in one another. It is my honour and privilege to be hosting a dramatisation of the life and works of Corrie ten Boom on Monday evening in Parliament. I invite all hon. Members to join me for what will be a moving event We must remember the holocaust and everything about it, honour those who died and learn the lessons. As has been said in this debate, we have often said, “Never again,” and we still do so today. We must learn from the examples of Corrie ten Boom, her sister Betsie and others. Corrie opened her home to refugees, both Jews and others, who were members of the resistance movement—men and women who were being sought by the Gestapo and its Dutch counterpart. As refugees flee persecution, and indeed genocide, in other countries, we must search our consciences and ask what we are doing to help those in need. How can we be more like Corrie ten Boom? How can we ensure that we do not stand by Sadly, this year and in recent years we have witnessed genocide in other lands, and a deliberate attempt to eradicate whole communities because of their faith. In Syria and Iraq, Yazidis and Christians have been persecuted and murdered. To our shame, the response of the international community has been slow and ineffective. Before Christmas, I and 60 other parliamentarians wrote to the Prime Minister to request that the United Kingdom recognise the genocide that is being perpetrated and our responsibility to take action. We must call this what it is: genocide. That is not a matter of semantics; it is because the United Nations, and others, need to ensure that, post-holocaust, there is accountability to ensure that we bring the perpetrators to account, so that they will at some stage face justice. We must also encourage those 127 countries to face up to their duty to take necessary action to prevent and punish the perpetrators of these evil acts Another famous holocaust survivor, Simon Wiesenthal, who later became a Nazi hunter, sought to absolve the blame from human beings by saying: “God must have been on leave during the Holocaust” I do not take that view. I believe that humanity was on leave during the holocaust—on leave from its senses, its duty and its morality. We must ensure that we learn the lessons of the holocaust, and as we remember what happened 70 years ago and see what at times is happening now, we must provide shelter and protection for those who need sheltering. We must not be on leave during another genocide.
ParlaMint-GB_2016-01-21-commons.u425	I am delighted to speak in this debate to mark the 71st anniversary of the liberation of the concentration and death camps, particularly in light of the fact that fewer and fewer holocaust survivors are able to share their stories. It is important that their stories, their experience and their horror are never forgotten We live in an increasingly dangerous world, and the story of the holocaust is not just the story of the Jewish people, but a terrible and chilling indictment of mankind itself, and the cruelty and barbarity of which it is capable. As a former English teacher with more than 20 years’ experience, I am particularly grateful for the excellent work carried out by the Holocaust Educational Trust. Since 2006, the “Lessons from Auschwitz” project has enabled 3,000 pupils and teachers in Scotland to learn and remember the lessons of this brutal part of our recent past The importance of teaching this shameful episode from the past to our young people cannot be overestimated. I recall teaching a second-year class in Airdrie Academy in north Lanarkshire more than 20 years ago about this part of history, when we studied the novel “Friedrich” by Hans Peter Richter. It is a moving story set in 1930s Germany of friendship between two young boys—one German and one a German Jewish boy. As Nazi hatred permeates their world, their neighbourhood and their friendship, the German boy finds himself increasingly estranged from his Jewish friend, which leads to tragedy As part of teaching children about that period, I was successful in securing a visit from the late Reverend Ernest Levy, himself a survivor of Auschwitz, although his father, brother and sister did not survive. Despite his advanced age and frailty, he made the trip from his home in Giffnock, Glasgow, to Airdrie Academy to meet the children and tell his story, which he still found hard to do almost 50 years later. He talked of the continuing lack of tolerance in an angry world, and he set out his experiences and his will to survive the brutality of Auschwitz in his book, “Just One More Dance”. I am honoured to have met this man of huge courage and gentleness. I will never forget him, and I do not think that the young people who met him ever will either Indeed, I said a silent prayer for Reverend Ernest Levy and all those who were so brutally and cruelly killed when I visited Sachsenhausen camp just outside Berlin, again when I visited Auschwitz some years later after his death, and a few years later in the Los Angeles Museum of the Holocaust. It is some comfort to know that he spent the last 48 years of his life happily in Scotland, after his surviving brother and sister persuaded him to settle there, telling him about the welcoming nature of Glaswegians and the freedom for Jewish people to worship in peace. There was anti-Semitism, they said, but it came from ignorance, not hatred. They believed that he could help to alter that, and he spent the rest of his life doing so. He went on to become a leading figure in the Scottish-Jewish community, and a passionate advocate of interfaith dialogue. A testament to the relationships that he built between faiths was evident in the outpourings of tributes, grief and deep respect that he received from leaders of all faiths on his death Despite the enormous human suffering, the unspeakable waste of human life, the unimaginable cruelty and inhumane barbarism of the holocaust, it is extremely depressing to think that tolerance in societies around the world is still a challenge. As Holocaust Memorial Day events take place across Scotland and the UK, we must remember these terrible events and reflect on the fact that as a species we have not moved very far forward at all. We have seen other people subject to genocidal attacks, such as those in Rwanda, Cambodia, Bosnia, Darfur and other places. Commemorating the holocaust is essential for our past, but it is even more important for our future. It is right that this House should debate it and highlight the importance of never forgetting and not standing by. I will end with the thought that UK poet laureate, Scotland’s own Carol Ann Duffy, put in her poem “Shooting Stars”: “…Remember Remember these appalling days which make the world Forever bad” The future is not yet written. The world need not be forever bad. The question is what we are prepared to do to make the world good.
ParlaMint-GB_2016-01-21-commons.u426	It is an honour to follow the very moving speech from the hon. Member for North Ayrshire and Arran (Patricia Gibson). I congratulate the hon. Member for Ilford North (Wes Streeting) on introducing the debate As a statistic, 6 million people dying is hard to fathom. I think for many of us it is hard to imagine how any human being could murder that number of people, so it is vital that we bring it back to individuals. I pay tribute to the work the Yad Vashem museum has done to capture the personal testimonials of the survivors, so we can see for posterity what happened in Nazi Germany and try to learn the lessons. I first went to Yad Vashem 24 years ago and I have been back six times since. I have never left there without tears in my eyes. It is a deeply emotional experience. I urge hon. Members on all sides to go there and to see for themselves what happened and the history of the Nazi persecution I pay tribute to the work of the Holocaust Educational Trust. It does such wonderful work in informing young people of the misery, torture and brutality of the Nazi regime. It is vital that we continue that work, because for everyone, particularly younger generations, it is hard to fathom how human beings could do this to other human beings. I remember going—it is seared in my consciousness —to Auschwitz-Birkenau and seeing at first hand where the great synagogue used to exist. It is now just a set of trees. I saw the work camps where people were crowded in absolutely inhumane conditions, and the terrible railway that brought people to their deaths. They were brought there at the point of a gun and absolutely dehumanised by the people who murdered them It is not so much the piles of shoes or spectacles that I remember; it is the walk across the park where they put the ashes after they had burnt the bodies. Nature has a way of demonstrating what happened. As one crosses that park, the birds do not sing. There is no form of animal activity or birdlife at all. There is total silence. That will live with me forever. I well remember going with students who started the day in a buoyant mood. As the day went on, they became more and more depressed and silent. It brings it all home. I pay tribute to the Holocaust Educational Trust. I hope its work goes from strength to strength as we seek to educate the young We have heard about other terrible events across the world: Rwanda, Cambodia and others. I just want to highlight one. It is the 26th anniversary this week of another genocide—one that is never talked about. I am talking about the Kashmiri Pandits, who were forced from their homes, in which they had lived for hundreds of years, at the point of a gun. The women were raped or forced to convert to another religion, just because they supposedly had the wrong religion. The issue is never spoken about or debated for some bizarre reason, although I had the honour this week of participating in seminars and meetings at the Indian high commission pointing this out to the world. We must continue to highlight it There is another danger that has not been mentioned. I mean the holocaust deniers—the people who claim it never happened. We need only look at this country for people who deny it ever happened. They need to be exposed and re-educated. We also have to combat the countries that deny it ever happened. We should remember that only 60 years ago the Jewish population in Arab countries was 2.3 million. It is now less than 100,000. They have been forced to leave their homes and are now refugees. That was another form of genocide and forced evacuation. It is clearly wrong. We must always stand up for those people and make sure that we do not stand idly by.
ParlaMint-GB_2016-01-21-commons.u427	I am grateful for the chance to contribute to possibly the most important debate we will have this year. There can be few subjects as fundamentally important to the survival of the human race as learning the lessons of this dreadful period of history I commend the hon. Member for Ilford North (Wes Streeting) for an exceptional and passionate speech, and I forgive him for stealing some of what I intended to say, because it makes it easier for me to keep within the time limit. I am also happy to associate myself entirely with the praise offered to organisations such as the Holocaust Educational Trust, particularly now that, as others have said, there will soon be no one left with first-hand eyewitness experience of what happened. The Holocaust is moving out of our collective memory into our collective history. It is vital that, while the events are behind us, the lessons remain always in front of us I echo the hon. Gentleman’s comment about how the Holocaust was committed by ordinary people. I remember watching the groundbreaking documentary series “The World at War” in my early teens. It included interviews not only with military personnel and the victims of German bombs in London, Coventry and elsewhere, but with people who had taken part in the Holocaust and contributed to the genocide, some of whom had served time in prison for their crimes. Some 20 or 30 years later, they had understood that what they had done was wrong and had gone back to being perfectly ordinary, decent human beings. The single most important lesson is that ordinary people can do genuinely diabolical and hellish things to each other if the circumstances are right.
ParlaMint-GB_2016-01-21-commons.u428	I saw that in Rwanda one time. I came across a reconciliation village where a man who had been involved in the genocide but had moved on in life was a babysitter—believe it or not—for a woman whose family had been annihilated in the genocide. It was a powerful experience, and it echoes the point made by the hon. Member for Beckenham (Bob Stewart) about very ordinary people doing ghastly things.
ParlaMint-GB_2016-01-21-commons.u429	I think the best example we will ever see of reconciliation in the aftermath of such dreadful things is that set by the late Nelson Mandela. People could look at the experience of truth and reconciliation in South Africa in trying to move on from conflicts in other parts of the world As others have said, this year we are being asked to reflect in particular on the ordinary people who allowed the Holocaust to happen, sometimes through active participation but more often through passive compliance and by doing nothing. Again, the fact that these were ordinary people should serve as a warning to us. It happened not so long ago, not so far away from here, and it could happen here—and it will happen here if we allow circumstances to develop in which ordinary people begin by not speaking out when they see anti-Semitic or racial abuse. Within a few years, they find themselves actively participating in acts of violence and murder—acts of such depravity that they cannot be adequately described in words Whether it be the anti-Semitic racism that we see in the far right in parts of Europe, the Islamophobic racism that we see on the far right here in the United Kingdom or the white supremacist racism of the Ku Klux Klan, the message must always be that there is no such thing as an acceptable level of, or an acceptable type of, racism. To defend oneself against a charge of racism by accusing someone else of the same thing simply does not wash. A racist is a racist; racism is wrong without exception. The tolerance level for racism is and must always be absolutely zero One way to help combat racism is by taking small steps to encourage a spirit and atmosphere of what is sometimes described as “tolerance”. However, I do not like that term much. I do not think we should “tolerate” the diversity of our society; I want to celebrate it. Tolerance is what one does to things that are not all that good; celebrate is what one does about things that make our lives and our world better. We should celebrate the fact that there are so many different faiths, so many different positions, so many different personal choices that people make about how they are going to live their lives and with whom they are going to live them As one small example and as part of the celebration of diversity, a decision was taken in the early days of the Scottish Parliament to begin each day with a “time for reflection” that was not exclusively dominated by the predominant religion in Scotland, so that all religions and all faiths would have a chance to lead that celebration. Indeed, people who did not publicly identify with any faith group or religion but had something important to say were equally welcome. That is a practice that I would tentatively suggest this House might want to look at, possibly in addition to the more traditional prayer service with which we open each day I am enormously proud of the fact that next week, on the 71st anniversary of the liberation of Auschwitz, the Scottish Parliament’s time for reflection will be led by two pupils from Auchmuty high school in Glenrothes. Lauren Galloway and Brandon Low recently visited Auschwitz-Birkenau as part of the Lessons from Auschwitz scheme. I hope that politicians in Holyrood, London and elsewhere will listen to the lessons that those young people have brought back for us to hear. I know I speak for everyone here when I say I long to see the day when “never again” is not a prayer or a promise, but a statement of fact delivered for the benefit of future generations.
ParlaMint-GB_2016-01-21-commons.u430	Seventy-four years ago yesterday, a group of men—and they were, sadly, all men—met at Wannsee, a nice lake and idyllic location in Berlin, and decided systematically to murder 11 million-plus Jews, Gypsies, homosexuals and the like. As a result of discovering that fact when I was young, I developed a rather morbid fascination with the holocaust. I could not quite understand why a sophisticated country that had given birth to famous chemists, philosophers, historians and composers could find itself hosting a conference at which such dreadful deeds were planned The sheer industrial scale of what happened is seen in the places of Chelmno, Sobibor, Treblinka and Auschwitz. Another particularly dreadful episode happened at Babi Yar in Ukraine, where over 33,000 men, women and children were shot over the course of two days, just 29 years before I was born. I had this fascination, and I could not understand the word “holocaust”, meaning “holo” or whole and “caustos” or burned. I could not understand how intelligent, sophisticated, educated people could design purpose-built gas chambers and commit such a crime When I was practising as a doctor in Aylesbury, I had two patients who had survived Auschwitz. I clearly remember the lady with the tattoo on her arm, and I particularly remember the man who came in suffering from serious depression. Ten hours after I admitted him, he committed suicide, rather shockingly, on the ward. I think that that personal experience was what drove me to visit Yad Vashem for the first time in 1998; subsequently, like many other Members, I visited Auschwitz with the Holocaust Educational Trust. It drove me to try to understand, as best I could I agree with those who have said today that it is important to remember other genocides. I am thinking of, for instance, the genocide of 1915 in Armenia, of what was done by the Khmer Rouge between 1975 and 1979, when almost 25% of the population died, and of the more recent genocide in Rwanda, when the killing rate actually topped that of the Nazis: some 600,000 people were killed within six to eight weeks of the start Of course it is important to reflect and remember, but I think the most important thing that we should do is try to understand. I have long thought that killing the people who were convicted at Nuremberg was a mistake. I think that we should have kept those people alive, and tried to understand what on earth drove them to behave in such a way. And what of justice? Of course it is important to bring people to justice, but fewer than 10% of people were ever charged with any crime in connection with the holocaust. The numbers are not much better when it comes to the Khmer Rouge, and certainly not when it comes to the Armenian genocide of 1915 We need to understand how people could do those things by day, and then be normal by night. There are famous photographs of Hungarian Jews arriving in June and July 1944, when 12,000 a day were being gassed, and there is the Höcker album showing SS men and women partying in the evenings and afternoons in the intervals between gassing thousands of people. How can that have been It is very easy to stand here and make speeches. It is very easy to say that we should not be bystanders, but should act. It is very easy to say that we should not do this and we should not do that. Forgive me, but we have stood idly by in the case of Rwanda, idly by in the case of Darfur, idly by in the case of Syria, and in the case of the Yazidis in particular. We are not doing much better than our predecessors. Indeed, I suspect that we do not have the determination and courage of some of our predecessors, who actually went to war to defeat evil. I think it is about time that this country rediscovered that determination, that courage, and that strong belief in the values of freedom and the equality of people, irrespective of their faith, gender or sexuality. It is about time that Britain, France and, yes, Germany—and America—rediscovered that courage, because otherwise such genocides will continue to happen in the future, and I very much hope that they will not.
ParlaMint-GB_2016-01-21-commons.u431	So much has already been said during this extremely powerful and thoughtful debate, but let me add two stories from my own life and my constituency I recently took my parents-in-law, who were visiting us for the holidays, to a museum in my constituency of which some Members may be aware. Remarkably, the National Holocaust Centre, a few miles north of Newark, is the only museum dedicated to the holocaust in this country, although I hope that that will change in the near future My parents-in-law are the children of holocaust survivors. My wife’s grandfather and grandmother were Jews who lived in a village near the city of Pinsk. The Nazis came to their village. At the time, Pinsk was 90% Jewish; today it is 0.05% Jewish. The Nazis rounded up the able-bodied young men and took them to labour camps. The young men were told that if they tried to escape, their families back in the village would be killed. As we can imagine, however, word came to the camp pretty quickly that everyone in the village had been shot. Most had actually been burnt to death, and their bodies had been dumped in an open grave outside the village Furnished with that reality, my grandfather-in-law narrowly succeeded in escaping from the camp, and spent the remainder of the war fighting as a partisan in the forests of what is now Belarus. At the end of the war he returned to the smouldering ruins of his former village, amid the wreckage of his former life, and discovered that every single member of his family had been killed. Remarkably, the following day he met my wife’s grandmother, who was herself a holocaust survivor with a similar story, and every single one of whose family had also been killed, most of them at Auschwitz. They fell in love, and the rest, of course, is history. My mother-in-law, my wife and my three daughters are the result. So it is a great privilege for me to represent that museum Let me tell the House briefly about the two founders of the museum. Their story is not as well known as perhaps it should be, and it is worth retelling today. Twenty years ago, two brothers from Nottinghamshire, who are not Jewish and have no family connection with the holocaust, visited Israel to study and were captivated—if that is the right word—by Yad Vashem, which was being constructed at the time. On returning to their parents’ farmhouse in a remote area north of Newark, they persuaded their parents, who were extremely socially aware individuals themselves, to convert their farm into a holocaust education centre and over the next 20 years they have done exactly that. They have realised a remarkable vision and James and Stephen Smith—those two constituents of mine—are now among the most extraordinary individuals leading in holocaust education and genocide prevention around the world. They have founded the Aegis Foundation that works to prevent genocides and runs the genocide museum in Kigali in Rwanda, which is partly funded by the Department for International Development. They also run Steven Spielberg’s Shoah Foundation, which is now attempting to create 3D visualisations of remaining holocaust survivors so future generations can hear, to some extent first-hand, the stories when survivors have long departed The brothers had two profound driving ideas behind their mission. The first was that when the survivors are gone, we need to be able to tell the story—that although there are many museums all over the country, and even in my own rural constituency, at least one museum should be our conscience. It should be here for future generations, and I hope it will be. Secondly, they believed this museum should remind us of our common humanity by showing that whatever motivated the attacks on the Jews was a virus—a virus that exists in all of us and which exists in the world today. We see that alive and well, as we have heard already—in ISIS, in Boko Haram, and in anti-Semitism in Paris and in this country As an individual who grew up in the Church of England and walked though my village in Shropshire to Sunday school classes, it is a deep sadness and a shame to me to take my children to Hebrew classes and have to knock on the door and pass through security and sophisticated alarms so they can join four and five-year-olds learning a bit about their Jewish heritage. That is what we are fighting for today—to remember, to keep the flame alive, and to try at least to ensure that it does not happen again.
ParlaMint-GB_2016-01-21-commons.u432	It is an honour to be speaking in this debate today. We have heard many very moving and thoughtful contributions from Members across the House, and it is evident that this is a topic of great concern to all of us. I must add my voice to those commending the outstanding work of the Holocaust Educational Trust It is an honour for me to represent East Renfrewshire. My constituency is home to Scotland’s largest Jewish population, as well as to other engaged and active faith groups. Their congregations and leaders add so much to our local communities, promoting positive relations and the importance of working together and learning lessons from the past As a number of Members have rightly pointed out, as fewer and fewer holocaust survivors are able to share their story, it is more important than ever that we take steps to make sure that their stories continue to be told, and it is fitting that the theme of this year’s commemoration is “Don’t stand by”. The message this gives could not be clearer or more important. It is about us all: we must not stand by—and we must also be aware, as we have heard from my hon. Friend the Member for Glenrothes (Peter Grant) and others, that these terrible acts often involved ordinary people. I am very proud of the diversity of modern Scotland. It makes us all better to live in a diverse, vibrant country, but we can never take the diversity and tolerance of our society for granted. Scotland’s Jewish community is a vital and important part of our society. Every member of that community has the right to feel safe and we on the SNP Benches join the others here today who have condemned anti-Semitism; it is wholly unacceptable We have heard about our duties to refugees from the hon. Member for Enfield, Southgate (Mr Burrowes) and, as Europe struggles to get a grip on the refugee crisis stemming from Syria, we must not stand by and ignore cries for help from men, women and children fleeing not only the barbaric control of Daesh, but the evil regime of Assad In 1999, the then Prime Minister Tony Blair asked Jewish community leaders in Britain whether they felt it would be a good idea to have a Holocaust Memorial Day. They told him that they themselves did not need one, because Jews already had Yom HaShoah, a memorial day on which the whole community remembered all those who had been lost. However, they pointed out that it was important for our whole society to have a Holocaust Memorial Day for the Jewish people and for the other victims of the holocaust, including Roma people, trade unionists, people with disabilities, gay people and Jehovah’s Witnesses—all those who, along with the Jews, were so terribly singled out for the crime of being different, as the hon. Member for Ilford North (Wes Streeting) said. This is important for wider society too, so that we have the opportunity to listen and to learn It was a huge honour for me to be invited to march with the Jewish war veterans at the Remembrance day service in Newton Mearns in November and then to join the community at the Newton Mearns synagogue for an excellent, thoughtful service at which their brave and selfless contributions and the losses and sacrifices of so many were remembered We must remember not only the horrors of the second world war but the subsequent genocides, including those in Rwanda, Cambodia and Bosnia. This year marks the 21st anniversary of the genocide at Srebrenica, which has been mentioned by the hon. Member for Beckenham (Bob Stewart). The cemetery there has more than 8,000 obelisks marking Muslim graves. Organisations including Remembering Srebrenica and the Mothers of Srebrenica work to ensure that we remember and help us to try to learn.
ParlaMint-GB_2016-01-21-commons.u433	I attended the Srebrenica memorial service last year, and one of the most moving parts of the service was when I went out at the end and saw the thousands of schoolchildren who had gathered in the nave of Westminster Abbey to learn and to witness that remembrance. Does my hon. Friend agree with the other Members who have spoken in this moving debate about the importance of educating future generations, and young children in particular, so that we and they never forget and never stand by?
ParlaMint-GB_2016-01-21-commons.u434	I thank my hon. Friend for his intervention. I entirely agree with him. I am pleased that in Scotland our Government have made a clear commitment to understanding and protecting faith through education, and to the importance of holocaust education. Our young people must have the opportunity to really understand what happened. We have heard about Scottish students and teachers participating in the Holocaust Educational Trust’s valuable Lessons from Auschwitz project. I have met some of those young people, and their commitment to understanding and sharing the story of the holocaust is very important Our First Minster, Nicola Sturgeon, reflecting on our annual Scottish interfaith week, described Scotland as a country where all people can live together in harmony, follow their religion or belief and achieve their potential. Our diversity is a strength, as the First Minister emphasised when she recently came to speak to the Scottish Jewish community at the Giffnock and Newlands synagogue. She said that with that strength comes the responsibility on us all not to stand by but to speak up against anti-Semitism and discrimination in all its forms Holocaust Memorial Day allows schools, colleges, faith groups and communities all over Scotland to consider that, and to remember the 6 million men, women and children who were murdered by the Nazi regime in occupied Europe. Six million people. That is more than the entire population of Denmark. But even when I make comparisons such as these, it is still impossible to comprehend the numbers. As the hon. Member for Ilford North pointed out, however, we really need to try to do so, so that we can understand the terror and magnitude of that genocide, and its repercussions and impact on all of us, on those who survived and on the generations who came after, such as the family of the hon. Member for Newark (Robert Jenrick) This time last year, I was fortunate enough to be at a holocaust memorial service at the Giffnock reform synagogue, where I heard the son of a holocaust survivor speak movingly about the impact of his father’s experience on him as a person. It was an incredibly moving testimony, and it illustrated very well the broad effects of the holocaust, which extend much further than even the terrible magnitude of the number of victims would suggest Yesterday, I visited the Kindertransport statue at Liverpool Street station. There is no doubt that the Kindertransport saved many thousands of young Jewish lives, and those children and their families have added greatly to our society and made huge contributions to our understanding. But it was heart-breaking to learn that at the end of the war, when the British Government committed to taking in another 1,000 unaccompanied children, they could not do so because only 732 orphaned children remained The plight of children at that time also exercised the mind of Jane Haining, a farmer’s daughter from Dunscore in rural Dumfriesshire. A devout Christian, she was inspired by a job advert she saw in Queen’s Park church for the post of matron in a Budapest school run by the Church of Scotland’s Mission to the Jews. The school was popular with Jewish parents because of the quality of education that all children, particularly girls, received. As the political situation in Hungary became increasingly precarious, with the Jewish population steadily stripped of its freedoms, the Church of Scotland sent her repeated letters urging her to return home to Scotland for her own safety. Jane refused, and wrote back saying: “If these children needed me in days of sunshine, how much more do they need me in these days of darkness?”. As Hitler’s troops marched into Hungary, Jane Haining is said to have wept as she sewed yellow stars on to her charges’ clothes. This sympathy was known, and very soon she was informed upon, arrested and held in a local prison. She was soon moved to Auschwitz and taken to the labour camps. The treatment being so brutal, she survived for just two months before dying at the age of 47. Many years afterwards, after a 10-year investigation and an initiative by Queen’s Park church, Jane was named as Righteous Among Nations in Jerusalem’s sacred Yad Vashem, recognising her quiet sacrifice for her Jewish children Like my hon. Friend the Member for North Ayrshire and Arran (Patricia Gibson), I want to talk briefly about the late Rev. Ernest Levy, previously the cantor of the Giffnock and Newlands synagogue in my constituency. In 1938, when he was a child, he and his family had to flee to Hungary from their home in Bratislava. When Germany invaded Hungary, they were deported to the concentration camps. Ernest was held in seven concentration camps in all, including Auschwitz. His brothers had to dig their own graves. His sister was gassed to death. Ernest only just survived and he was found lying in the dust in Bergen-Belsen. He ultimately returned to Budapest, before making his home in Scotland, marrying Kathy Freeman, a fellow concentration camp survivor, in 1965 Rev. Levy worked with the Holocaust Educational Trust to launch his holocaust testimony, “The Single Light”, in the Scottish Parliament. He brought a sardine tin with him. This tin had literally been his guiding light. During a forced march to Belsen, towards the end of the war, he picked up the tin, discarded by a German guard, made it into a wick and lit a flame. He and his fellow inmates gathered round the flame to sing a hymn. In Holyrood, he again lit the wick in the sardine tin, telling assembled MSPs and guests: “We sang, and it gave us hope. This tin gave us light.”
