ParlaMint-GB_2016-03-10-commons.u1	1. What steps his Department is taking to implement its road investment strategy.
ParlaMint-GB_2016-03-10-commons.u484	It is good to be able to make a contribution on Third Reading. I should like to start by paying tribute to all those who have made this “Fresh Start” agreement possible. Difficult political situations in Northern Ireland require not only strong leadership but selfless leadership, and I believe that many people on this side of the Chamber as well as many outside have contributed to this process. I want to give special thanks to the former First Minister, Peter Robinson, for his hard work in his roles as First Minister and as leader of our party I congratulate the Secretary of State and the Minister of State on the long hours that they have put in and the significant contribution that they have made. I do not know how they kept awake in all those meetings, but they did, and they made sure that the business kept moving forward as well. They struck the right balance between those of us who are more sensitive to the past and those of us who have found it easier to move on. I also commend my right hon. Friend the Member for Lagan Valley (Mr Donaldson) for his comments on section 75. The hon. Member for South Antrim (Danny Kinahan) also mentioned that important issue, and I am disappointed that we did not get it sorted out. The veterans who have approached my right hon. Friend the Member for Lagan Valley are the same people who have come to see me in my constituency to discuss the same issues. If we were to convey all those requests from our constituents to the Minister of State, he would have a very full postbag I see that the hon. Member for Beckenham (Bob Stewart) is in his place. I should like to put on record the thanks of the citizens of Northern Ireland for the hard work that he has done and the contribution that he has made. I am ever mindful of the Ballykelly bombing; that story resonates with me and it always will. I want publicly to put on record my thanks to him for the leadership he showed on that day.
ParlaMint-GB_2016-03-10-commons.u485	I thank the hon. Gentleman for being so generous about my record in Northern Ireland. I want to back up something that the right hon. Member for Lagan Valley (Mr Donaldson) has said. In 1988, an IRA gun team came to my house in Brussels to kill me. They were stopped because my son Alexander, aged 11, thought that something was fishy about three men asking to speak to his daddy. They went away and they killed two RAF servicemen up the road. The victims were not just in the UK; they were also on the continent of Europe, and probably elsewhere too.
ParlaMint-GB_2016-03-10-commons.u486	I thank the hon. Gentleman for that contribution. The Lord’s hand was protecting him, as I am sure he knows.
ParlaMint-GB_2016-03-10-commons.u487	I am sure my hon. Friend will agree that when people at home in Northern Ireland have received the call to put on the uniform of the Crown forces, they have never been found wanting. For them to be denied the full implementation of the Army covenant is nothing short of scandalous, and we need to keep working to achieve that full implementation for those men and women who have done their duty and tried to bring law and order to Northern Ireland. We need to keep working on this.
ParlaMint-GB_2016-03-10-commons.u488	I thank my hon. Friend and colleague for those comments In the past few years, the Northern Ireland Assembly has had the longest sustained period of power sharing ever. Indeed, it is set to complete its first full term without suspension or collapse since before the start of the troubles. Let us look at the good things that are happening in Northern Ireland. Let us recognise that devolution is working and has the potential to work, and that under this “Fresh Start” agreement, it will do even more, only this time even better than it has in the past The peace has been hard earned and it is still fragile, but despite always being at the forefront of our minds, it is far from being our only achievement. The Assembly has achieved many things, including introducing free travel on public transport for the over-60s and securing Northern Ireland’s single largest investment by supporting Bombardier’s development of the new C series. Heating prices escalated, and we made payments totalling some £22.5 million to 150,000 households, with each household receiving a £150 fuel payment. The list goes on. It is clear that devolution with the Democratic Unionist party at the helm has really delivered for Northern Ireland This is a hard-won deal that is good for stability; good for Unionism; good for all parties; and good for Northern Ireland. We now have a real chance to go forth and build on what has been achieved to date. We can continue to build a new Northern Ireland for all of our citizens and for everyone who lives in Northern Ireland. We have learned from our mistakes when it comes to deals. If the deal does not resemble anything close to what we want, we must walk away. We have not walked away this time, because we have a deal. The “Fresh Start” agreement gives us a deal and a basis from which we can move forward. It gives us an opportunity to find a way forward for everyone in Northern Ireland It is important that we make the transition from agreement to implementation as smooth as possible. In his last speech as leader to the party conference, our former First Minister, Peter Robinson, said: “Ulster is no longer at the crossroads—we’re on the motorway and on a clear path to a better future.” We are very much in that position Building on the achievements of the Northern Ireland Executive, led by the DUP, we have secured the exemptions, subsidies and incentives we need to move forward. They include more than £500 million to help Northern Ireland move forward; and up to £2 billion from the UK Government to deal with welfare reform, corporation tax, legacy issues, and public sector reform. There are formal structures to deal with the scourge of paramilitarism so that we can confine that episode to the history books where it belongs. The devolution of corporation tax is a game changer. For too long, Northern Ireland has been at a competitive disadvantage with the Republic of Ireland, which has had a much lower rate of corporation tax. With Northern Ireland enjoying relative peace and a highly educated and motivated young workforce, it now has the power to overhaul and revolutionise the Northern Ireland economy, bringing in the real quality, world-class jobs that our young people too often seek on other shores The “Fresh Start” agreement does just what it says on the tin: it gives us a fresh start. Let us keep Northern Ireland on that motorway to a better future. Moving forward, we do not under any circumstances want Northern Ireland to be a special case. Indeed, building the new and leaving behind the old still remains the aim. It is hard-earned provisions such as corporation tax and other such measures in this deal that will facilitate the completion of the transformation of Northern Ireland society. We have a much better understanding among our communities, and a much better agreement on where we are going. We have a long-term vision for Northern Ireland that will benefit our children and grandchildren. That is what it is about. Let us get to work, finish the job, have a fresh start from here on in, and keep Northern Ireland moving forward.
ParlaMint-GB_2016-03-10-commons.u489	As we move from afternoon to dusk, there is a tendency to allow an elegiac mood to suffuse the House, which is why the optimistic and forward-looking comments of the hon. Member for Strangford (Jim Shannon)—I would like to call him my hon. Friend—are so, so important. What a fitting grace note to end this afternoon’s discussions. We have today discussed matters of great seriousness—sombre matters, dark matters and worrying matters—but to hear that note from my hon. Friend gives me hope, and I think I speak for the whole House when I say so There are two things that are important to say at the end of this Third Reading debate. First, we are actually discussing an agreement. Let us not forget that there was a time not so long ago when it was somehow doubted that there would a Stormont House agreement. It was somehow doubted that there would be a “Fresh Start” agreement. When I see the weary faces on the Government Benches and I think of those long nights, I know that it is a tribute to the individual commitment of Members on both sides of the House, from all parties and from all parts of civic and political society in Northern Ireland that we are actually here today, on the Floor of the House, discussing an agreement and a fresh start Secondly, it is important that we have spent an afternoon discussing Northern Ireland. For too long we have tended to speak of Northern Ireland only on occasion of crisis. We tend to speak of Northern Ireland when there is an urgent question or a statement to be made. This is legislation moving forward. This is serious, sensible and sober legislation cementing the bricks in the architecture of a terrorist-free—a paramilitary-free—Northern Ireland. It will allow the innate genius of the people of Northern Ireland to flourish in a way that it has never had the opportunity to do. The fact that the people have succeeded in so many cases is a great tribute to their individual genius The right hon. Member for Lagan Valley (Mr Donaldson) quite rightly and seriously said that there was no consensus on the definition of a victim. We have considered the matter in great depth this afternoon and that discussion will continue. However, I was cheered and encouraged to hear him press the section 75 point, and I thought I saw the Parliamentary Under-Secretary of State indicate that he would look further at the matter. I would like to think that that is one of the positive things that we will take away from this afternoon’s discussion, but we have not heard the end of it. We have not heard the end of the implementation of the military covenant. When I look at the people sitting on the Treasury Bench opposite, I know that there are some powerful advocates for the covenant.
ParlaMint-GB_2016-03-10-commons.u490	I hear what the hon. Gentleman says about the assertion of the right hon. Member for Lagan Valley (Mr Donaldson) about the definition of a victim, and he indicates that he has some sympathy with that. To be fair, the Parliamentary Under-Secretary of State and the Secretary of State also indicated their broad sympathy. However, as my late father used to say, “My pockets are full of that sympathy,” but it does nothing without action. I wonder when there will be action from the Government to do something about it.
ParlaMint-GB_2016-03-10-commons.u491	We have heard advice on the Floor of the House from the Prime Minister’s mother, and we have now heard advice from the hon. Gentleman’s father. They are wise words. It is often said that warm words do not heat a cold house, and we need to see more action. The point that I was making is that I see people on the Treasury Bench who have a commitment to the implementation of the military covenant and experience of forces life, which gives me some cause for optimism The important, pertinent points made by the hon. Member for Foyle (Mark Durkan) resonated across the House and must be studied. When he talked about the nature of implementation within the Executive—obviously based on his own experience—he made some points that we cannot resile from and must discuss further. I love his expression about seeking a broader bandwidth. If he was an advertising copywriter, he would have made a fortune by now because he comes up with such wonderful expressions. I think we know what he is talking about and it is another thing to which we will have to return Forgive me for saying so, Mr Deputy Speaker, but the hon. Member for South Antrim (Danny Kinahan) made an emotional contribution, and quite rightly so. It came from the strength of emotion. He was absolutely right when he talked about people wanting to move on. He referred to the military being part of society. Let us not forget that, after all, the military are civilians in uniform. They are not a separate breed of people or race. They did not emerge from some test tube somewhere; they are civilians in uniform. Many of us have worn uniform and many of us might wear a uniform in the future. I hasten to add that Her Majesty would have to be very desperate to recall me to the colours. I believe that the Navy has moved on from sails since I left. The hon. Member for South Down (Ms Ritchie) raised another point that we will have to consider again: national security. The sensitivity, particularly around the identification of agents, is intensely important, and I understand the strictures to which the Parliamentary Under-Secretary of State referred This has been a positive experience overall. Some considerable differences have been ventilated, particularly on the issue of the Oath, which may well be reconsidered in another place. I cannot speak for the Government— I never could even when we were in government—but I would like to think that, with good will and a fair following wind, there may be the possibility of the matter being considered. The Bill, in its totality and its generality, has the support of the House. We believe that the establishment of the independent reporting commission and the changes to the working of the Assembly, most of which were not contentious, are steps of progress that show a better way forward and should be supported It has to be said that further measures must be adopted to tackle paramilitarism, and we have done that this afternoon. Everybody in every speech that has been made has expressed a detestation of those who look back to the days of blood, to the bloody wars and to the paramilitaries’ ruling the streets of Northern Ireland. We all know what a wonderful, incredible place Northern Ireland can be, what a place of stunning beauty and great initiative, entrepreneurship, imagination and wonderful people. When the dead hand of the paramilitaries is taken off, who knows what the people of Northern Ireland will achieve? Who knows how they might flourish even more I know that we all wish the Secretary of State and the Minister well in the work that they are doing, but I would like to think that everybody in the House also recognises the incredible contribution, sacrifices and devotion, as well as the sometimes unhappy and unwilling compromises, of politicians in Northern Ireland. We can be proud of the people who represent the people of Northern Ireland. This afternoon we heard much about them at their best Northern Ireland is continuing progress towards what we all want to see. A peaceful, prosperous future has taken another small step forward this afternoon. Let the words of the hon. Member for Strangford ring in our ears as we go forward towards those sunlit uplands and that peaceful, prosperous future Question put and agreed to. Bill accordingly read the Third time and passed.
ParlaMint-GB_2016-03-10-commons.u492	The petition is from certain residents of Newark, in Nottinghamshire, in connection with the Newark free school. It refers to “many parents”, but in fact the number of signatures approaches that of most parents If ever one were to look for a more compelling case or site for a free school than this one, I doubt one could find it. I urge the Secretary of State and Lord Nash to approve the Newark free school as soon as possible. The petition states: The petition of residents of Newark, Declares that the Torch Academy Group’s application for a free school in Newark should be accepted; notes that almost 50% of all secondary school pupils, resident in Newark, are currently being educated at schools outside of the town; further that many parents choose to educate their children at schools outside of the town because they are not satisfied by the academic standards routinely achieved by existing secondary schools in the town; further that over 400 children from Newark are currently being educated at Toot Hill school, Bingham, an outstanding Academy run by the Torch Academy Group; believes that the application provides a once in a generation opportunity to establish a benchmark outstanding secondary school in Newark which all parents of the town can have the confidence to send their children to; further notes that in excess of 200 children have already been registered as prospective pupils for Newark Free School; and acknowledges the outstanding leadership of Mr John Tomasevic, Chief Executive Officer of the Torch Academy Group which is leading the application The petitioners therefore request that the House of Commons urges the Government to approve the application for the Newark Free School as soon as possible And the petitioners remain, etc [P001678]
ParlaMint-GB_2016-03-10-commons.u493	It is a great privilege to be called to speak in my first Adjournment debate, Mr Deputy Speaker, and for it to arrive early, which is not something we can always say about trains on the great eastern main line The great eastern main line is a massive issue for people in my constituency. Our railways are a key strategic asset and the performance of the line has, frankly, not always been up to scratch. I want to focus on an important part of the line: the ticketing structure, and the annual, monthly or weekly season tickets that my constituents buy. I feel strongly about the availability of part-time season tickets I am the first to recognise that hon. Members on both sides of the House have raised this issue and my right hon. Friend the Member for Witham (Priti Patel) has done a lot of work on it. Pressure groups such as Transport Focus have campaigned for it. I am proud to say that it featured in the victorious Conservative manifesto at the last general election, which stated: “We will also introduce smart ticketing and part-time season tickets.” Why did I want to secure this Adjournment debate? It is basically due to lobbying from the focus group—the lobby group—that matters more than any other to me: the hard-working commuters and constituents of South Suffolk. To make my case, there is nothing better I can do than to follow the example of the Leader of the Opposition and read two emails from my constituents. I have had many emails about this, but two in particular cover the case for flexible ticketing The first is from—
ParlaMint-GB_2016-03-10-commons.u494	Rosie.
ParlaMint-GB_2016-03-10-commons.u495	Calm down. It is from Deborah Adams of Sudbury. Sudbury is the main town in my constituency—a beautiful market town; the home of the great Thomas Gainsborough. She writes: “A few years ago David Cameron announced the phased introduction of flexible season tickets for rail travel. As someone that commutes to London from Sudbury 2-3 days a week, this struck me as a very good idea. However, I have not been able to find out any more about it Flexible season tickets are an excellent idea, especially for constituencies like ours where there are large numbers of commuters. Many work from home some days, which makes the price of a regular season ticket of questionable value Flexible season tickets would encourage more people to work from home some days, which would reduce overcrowding on the trains, and would benefit South Suffolk, as more people would have time to spend their London wages locally It is very old-fashioned to think that workers go to their office every day and we should not be penalised for flexible working A system whereby a commuter could say buy 10 day returns for the price of 6-7 would really encourage the flexibility that the modern work force needs when juggling work and family life What do you think about this?” She hits the nail on the head.
ParlaMint-GB_2016-03-10-commons.u496	Does my hon. Friend agree that his constituent makes a good case for using new technology and the new options in e-ticketing? If it is possible to board a plane using one’s iPhone, would it not be possible to board a train?
ParlaMint-GB_2016-03-10-commons.u497	My hon. Friend makes an excellent point. I will talk about technology later in my remarks Another email that hits on some other points is from Russell Badrick, a solicitor who works in London but lives in Nayland, a beautiful village on the Suffolk-Essex border by the river Stour. He says: “I was born in the constituency, and have recently moved down the road from you, to Nayland. I am a commuter and work in London. I work from home one day a week, and I commute the other four days You no doubt must receive a great many messages complaining about the Abellio Greater Anglia Services, which are generally very poor. The notion that they might be nationalised is obviously crazy”— he is clearly sound. He continues: “I wanted to ask you if anything was being done to persuade Abellio to introduce flexible tickets? It is becoming increasingly common for people to work from home, yet we are still forced to pay the season tickets for the entire week, month or year. For me, that means paying for 365 days of travel, when in fact I only travel on 208 of these. In fact, when holidays are discounted, I only travel 192 days a year On the basis of me paying £5,520 a year (i.e. 15.12 a day), this means I am really overpaying for 173 days a year – i.e. a full £2615.76 – again, obviously crazy I appreciate this is a business decision on the part of Abellio, but in this situation I, like many of your constituents, are captive consumers. Can anything be done about this?” I should add as a caveat that while he talks about £2,615.76, Members—especially my hon. Friend the Member for South Thanet (Craig Mackinlay), who I believe is an accountant—will know that that is taxed income, so the real figure is far more than that.
ParlaMint-GB_2016-03-10-commons.u498	My hon. Friend makes a compelling case. We all know that there is a commuter belt around London and other major towns and cities, but there is a huge economic opportunity for towns and communities just beyond that, from where commuting into a great city full of opportunities, such as London, is possible one or two days a week, but is onerous five days a week. In my constituency, there are 500 people with daily commuter season tickets from Newark to London, but it is very tiring to make that journey every day of the week and most of those individuals do it only one, two or three days a week. Does my hon. Friend agree that we want people to have these opportunities because that brings wealth and new opportunities for fulfilling careers into a whole belt an hour or more further north, south, east and west of London?
ParlaMint-GB_2016-03-10-commons.u499	My hon. Friend makes an excellent point. When I had the pleasure of campaigning in his by-election, I remarked that I was in a beautiful part of his constituency Before turning to the points made by my commuting constituents, I want to set the context of South Suffolk. In many ways, it fits the pattern described by my hon. Friend. The key to its beauty is that although we are not that far from London in commuting terms, we really feel like we are in East Anglia. There are many beautiful counties in the south-east, but people feel the pull of the M25 and of London. Once they get to South Suffolk, they feel as though they are in a different part of the country. The area has beautiful ancient villages such as Lavenham and Long Melford, which are famous and attract many tourists. Nevertheless, from Colchester, which is an 18-minute drive from my village, we can take the express train and get to Liverpool Street in 47 minutes. Although we are a long way from London in one respect, we are certainly well within commuting distance.
ParlaMint-GB_2016-03-10-commons.u500	I congratulate the hon. Gentleman on securing a timely debate. I do not wish to be political, but members of voluntary organisations, such as church people, who have to come to London from Coventry or Birmingham find their travel very expensive. Many of them have retired. Although the operating companies have assured us that they will provide cheap travel, they have not done so. Those people find that they are spending four times more than they would have spent in the past. What does the hon. Gentleman think about that?
ParlaMint-GB_2016-03-10-commons.u501	The hon. Gentleman makes an excellent point. Towards the end of my remarks, I will come on to the question of how we pay for cheaper travel, because the rail operating companies obviously have to find the revenue from somewhere I represent a commuting constituency, although fine manufacturing industries are based there, as well as agriculture. I was brought up in Barnet in north London and moved first to Essex. When Emily and I moved our family out to South Suffolk, it was because we wanted to be able to afford a house that had some land and was in a beautiful part of the world so that we could have that quality of life, and because we wanted to move out of the London rush, so to speak This issue will become ever bigger. Partly because of London house prices, there will be a great exodus, particularly of professional families, to Suffolk, Kent and so on, right up to Newark. People will move out in search of a better quality of life. If that is their motive, will they still expect to travel five days a week when they face such a long journey? As my hon. Friend the Member for Newark (Robert Jenrick) said, many of them will travel four days a week, and that is my experience. I have noticed a marked number of people on my local trains doing four or three days because the journey is so long.
ParlaMint-GB_2016-03-10-commons.u502	I congratulate my hon. Friend on securing this debate on an important subject. As in his constituency, many of my constituents have moved away from London for precisely the reasons as he articulated. They now travel from stations around the Solent region—Havant, Emsworth and Bedhampton —to London for work. Will my hon. Friend join me in calling on South West Trains and Southern to reflect changing living and working habits in their flexible fare arrangements?
ParlaMint-GB_2016-03-10-commons.u503	I am more than happy to do that. The franchise in our area is Abellio Greater Anglia. My region is fortunate in at least one sense—I am not sure what the score is in my hon. Friend’s region—because the franchise is up. There are three bids going in for it. Let me take a few of the key points from my constituents about why we should have part-time tickets and more flexible ticketing. Deborah from Sudbury said: “It is very old-fashioned to think that workers go to their office every day and we should not be penalised for flexible working”— I totally agree Some years ago, I went to a presentation about voting patterns by a leading American psephologist. He said there are three groups of voters in the country. I cannot remember two of them, but the other was symbolised by a grey cloud. That was not a political point; it was about character and how we appeal to different types of voter. The voters symbolised by the grey cloud had certain features, one of which was that they were moved by newspaper headlines about bad weather, which is quite interesting. However, the most common feature was that they ate their dinner at the same time every day—quite frankly, that describes my late grandad. However, the era of predictability, of nine to five and of everyone doing the same thing all the time is gone; it has been shattered and blown apart by liberalisation and globalisation. That might be a good thing or a bad thing, but it is a fact of life that we and our constituents all face, and our rail ticketing system should reflect that.
ParlaMint-GB_2016-03-10-commons.u504	I congratulate my hon. Friend on securing the debate. Would he say that this is also about reflecting families’ changing lifestyles, in that the 1960s model—the father commuting to work five days a week while the wife was at home with the children—is now gone? With men and women rightly sharing parental responsibilities, they may wish to divide up the days of the week that they work, and season tickets need to reflect that.
ParlaMint-GB_2016-03-10-commons.u505	That is an excellent point. Recent Office for National Statistics data show that between April and June 2015, just over 7.3 million people had a flexible working pattern. By the way, that is people who are employed; it does not include the army of people such as self-employed contractors who go into London a few days a week. We have a flexible labour market and flexible working, but our rail ticketing system is, in effect, stuck in the same Julian calendar that we have had since 46 BC. If that sounds like a long time, hon. Members should wait until they get stuck on a delayed service out of Liverpool Street Russell from Nayland made an important point about bad value for money: “On the basis of me paying £5520 a year…this means I am really overpaying for 173 days a year” of travel, which is an extraordinary statistic. That means that he is, in reality, paying £2,615.76 or, depending on his tax bracket—if he is a solicitor, I suspect it is 40%—£4,000 or more for those 173 days. That is a big deal, particularly in our region, because an extensive survey recently undertaken by Transport Focus found that just 21% of the commuters on Abellio Greater Anglia were satisfied that their ticket was value for money, compared with 34% on other lines. I realise that I may end up in a competition with hon. Members in the Chamber about whose line has fewer happy customers, but there is no doubt that value for money is a big concern. It is fair to say that if there was more satisfaction with value for money in general, the issue of part-time tickets would not actually feature. I get these emails because people feel frustrated that they look hard at what they are getting and think, “Hold on a minute. I’m paying for Saturday, Sunday and Friday.”
ParlaMint-GB_2016-03-10-commons.u506	Perhaps I could add another point. When we think of those who commute into central London, we tend to think they are on higher incomes, but that is not always the case. I have many constituents who commute into London, but also some who commute into Nottingham and Derby, and some of them might be on very low incomes. The average wage in my constituency is £23,000 a year, and commuting costs, even from Nottingham to Derby, certainly eat into that. One group that came to me recently was made up of apprentices; they do not go to work every day of the week, because, in many cases, they will be doing courses at the local college. They might want to go to Newark College, which they can walk to, one day a week, and do three or four days a week at Rolls-Royce in Derby. A full-time season ticket will eat into their quite modest incomes.
ParlaMint-GB_2016-03-10-commons.u507	Another excellent point What is to be done? To go back to my constituents, Deborah suggested this: “A system whereby a commuter could, say, buy 10 day returns for the price of 6-7 would really encourage the flexibility that the modern work force needs when juggling work and family life.” There is a word for what she proposes—it is “carnet”—and I must confess that, when I lived in Barnet, I used a carnet. [Laughter.]
ParlaMint-GB_2016-03-10-commons.u508	It’s “car-nay”.
ParlaMint-GB_2016-03-10-commons.u509	In French it is a “car-nay”; in Barnet, we called it a “car-net”. It was a small book of tickets that were usually valid for up to three months on the tube, which was very handy and convenient when I was teaching English as a foreign language and did not know which days I would be working. Of course, that has been phased out now that we have moved to the Oyster system. The key problem with the previous system was the absence of technology. If we want flexible ticketing, we need the technology, as my hon. Friend the Member for North East Hampshire (Mr Jayawardena) has said.
ParlaMint-GB_2016-03-10-commons.u510	I rise because I am an expert on technology. Train companies could easily do this through the use of technology, but they do not want to do it, because they make a profit out of people such as my hon. Friend’s constituents and mine in outer London. They could easily do it with—what is it?—a part-time Oyster card or something.
ParlaMint-GB_2016-03-10-commons.u511	My hon. Friend makes a powerful point. I will come on to how we would pay for it and the positon of the rail companies I want to reflect on the progress that has been made, because there is a lot of ongoing work and it was in our manifesto. To be fair to the Government, in October 2013 the Department for Transport published its fares and ticketing review, which proposed several schemes to make ticketing more flexible, including long-distance pricing, advance tickets on the day of sale and flexible part-time season tickets. The report stated that the plans could mean “receiving a discount on season tickets for travelling three days rather than five, or for travelling earlier or later, avoiding the busiest trains, or there could even be an incentive for not travelling on certain days of the week”, all of which I welcome.
ParlaMint-GB_2016-03-10-commons.u512	I thank my hon. Friend for giving way again. He is making a very strong case for flexible ticketing in terms of not only the number of days, but the way in which we manage demand on the railways. Often there is capacity available, but it is underutilised, so flexible ticketing could incentivise us to make better use of our railways. That is particularly true of students; indeed, those in my constituency have said that they would welcome that.
ParlaMint-GB_2016-03-10-commons.u513	That is another very good point The south-east flexible ticketing programme is the main system that is being developed. There are many ways to describe it, but I call it the Network SouthEast Oyster: it is the equivalent of Oyster for the south-east overground. The beauty of South Suffolk, however, is that technically we are not in the south-east, but fortunately we are part of the south-east flexible ticketing system. I hope the Minister will tell us more about that programme and the progress it is making I wrote to the three companies bidding for the Anglian franchise to ask them what their plans were for flexible ticketing. Chris Atkinson of National Express highlighted that it currently holds the c2c franchise and that flexible season tickets will be offered on that line as early as this summer, so progress is being made Jamie Burles of Abellio Greater Anglia explained that the company will be extending two innovative flexible ticketing schemes to customers during the current franchise, which I welcome. The first will be SEFT, which I have described, and he also told me of a live trial with a third-party smart ticketing supplier that is providing a post-travel account-based payment solution—the multi-pass scheme—which is currently being trialled on the Cambridge to London line. The company plans to extend it to other parts of the network in the first quarter of this year.
ParlaMint-GB_2016-03-10-commons.u514	My hon. Friend has identified how technology can solve the problem. It is remarkable how the Oyster system can completely change our approach to tickets and the archaic way of doing things. The situation is similar in my constituency. More and more people are moving there—who can blame them, given that it is a beautiful part of east Kent?—but the cost per year for high-speed rail is more than £6,000. We find that modern working can mean working two or three days a week. I hope that this debate will encourage the train companies to consider their commerciality, because this could be good for them as well as for local residents, who are the key to improving the local economy of those over-50-mile-fringes outside London.
ParlaMint-GB_2016-03-10-commons.u515	My hon. Friend makes an excellent point. I was about to mention Oyster and technology. In January, Transport for London said that more than a quarter of the capital’s pay-as-you-go transport customers were now using contactless payment, including smartphones and debit cards. That is an extraordinary statistic. Usage has grown incredibly quickly, and that shows the potential of technology. There is no reason why my hon. Friends should not put pressure on bidding companies in their area to take up smart ticketing when the franchises come up.
ParlaMint-GB_2016-03-10-commons.u516	I am envious of other hon. Members who are here today. Some of us do not even have a station in our constituency, so I have to make a plug for a station. Notwithstanding that, I am grateful to my hon. Friend for raising that point, because it brings up the broader need for flexible travel and flexible pricing. Can they be used to tackle problems such as congestion?
ParlaMint-GB_2016-03-10-commons.u517	I thank my hon. Friend for her intervention. She has reminded me that I should add, for the record, that I have only one station, Sudbury, in my constituency. The Sudbury line goes to Marks Tey, where it joins the main line. Apart from Sudbury, all the stations on that line are in Essex. Many of my constituents go to Manningtree, Colchester or Ipswich, which is on the main line into London. I am sure that even though my hon. Friend has no station in her constituency, many of her constituents are rail commuters who travel to stations nearby I have a few specific questions for the Minister. In a situation like that of Anglia, where we have a live franchise bidding process, to what extent can we still influence that? Given the interest in flexible ticketing, to what extent could the Department for Transport go back to the bidders and ask them to push for better flexible ticketing solutions? Another hon. Member, who could not make it today, asked me how he could get involved with the South West franchise, which is coming up for renewal soon. I suspect other hon. Members will want to do likewise On technology, I was struck by the point about the use of smartphones on Oyster. To what extent is smartphone-based ticketing possible with the SEFT system, and how soon could that come about—if, indeed, it is not already coming about through testing Finally—I believe that this is unique to my region; certainly, I do not think it applies to other Members who are here—there are live discussions about a combined authority between Suffolk, Norfolk and Cambridgeshire. That is a major step for our part of the world. What powers does the Minister think might be given to an elected mayor or combined authority in relation to ticketing, flexibility and so on? That is a classic example of the sorts of powers they should have On cost, I am a businessman by background and a Conservative, so I am well aware that money does not grow on trees, and that if we suggest policies we have to be responsible and explain where the money will come from. As my hon. Friend the Member for South Thanet said, I think that more flexible ticketing will pay for itself, to a certain extent. It will entice a certain type of skilled person—someone who has become a full-time mum, for example—back into the workplace because they can commute a few days a week. That will suit their living pattern and their work-life balance. In other words, it will bring new revenue to the companies, so I think they should embrace it and be bold about it The other point I would make is that if rail companies would lose a lot of money by introducing part-time tickets, that tells us that they are basing their business model on something that is not sustainable or, dare I say it, even fair. The idea that profits are based on people paying for millions of days that they never use and phantom journeys that they will never take seems quite incredible.
ParlaMint-GB_2016-03-10-commons.u518	My hon. Friend is being generous in allowing interventions. As other hon. Members have said, there is a huge economic opportunity for rail companies to create a whole new generation—a wave—of commuters beyond the classic 50-mile commuter belt and spread those opportunities another 50 miles or 100 miles outside London. That is a massive financial opportunity for train companies that they will have to harness over the next 10 or 20 years as London becomes an increasingly expensive place to live and commuters look not just to the classic commuter belt, but as far as my constituency in the north midlands.
ParlaMint-GB_2016-03-10-commons.u519	That is the key point. The rail companies really need to embrace that as a positive opportunity to strengthen their revenues and build a new customer base The Government need to see the big picture in terms of the wider economy. There is no doubt that this country’s long-standing economic failing has been, and continues to be, relatively low productivity compared with other European nations. However, one of our big assets is our flexible labour force. Every part of our country, our key infrastructure and the way in which we interact with that infrastructure should reflect the fact that we have a flexible labour market and a mobile workforce. That will maximise productivity, and it will ensure prosperity and a better work-life balance for years to come. I say to my hon. Friend the Minister that in the era of flexi-time, we need flexi-fares.
ParlaMint-GB_2016-03-10-commons.u520	I was wondering when the Adjournment would be moved formally again, but I will get started in the interim. May I start by—
