ParlaMint-GB_2016-02-02-lords.u1	To ask Her Majesty’s Government whether they have any plans to privatise the Land Registry.
ParlaMint-GB_2016-02-02-lords.u134	My Lords, I blundered into this debate on 19 January during the Committee stage of the Scotland Bill. At that stage, I was making a very simple point, which is that hydropower is much overlooked in comparison with solar power and wind power. That was the only point I was making. However, in the course of his reply to that debate, the noble Lord, Lord Dunlop, the Scottish Minister in charge of the Bill, gave some figures that I did not think to challenge. No sooner had the ink dried on Lords Hansard then coals of fire were heaped upon my head for not having challenged those figures. I did not know any better and I do not think that he knew any better, because he was quoting figures given to him by the Department of Energy and Climate Change. It is worth stopping for a moment to consider them I congratulate my noble friend on raising this matter and the excellent speech that she made, and the noble Lord, Lord Grantchester, on his speech from the Front Bench. I do not think we should get into a long argument about whether we should do something about this or just wring our hands, which appears to be something that the noble Lord, Lord Grantchester, feels strongly about I am concerned about the drift of this Government away from the commitments that they made at the time of the election, posing as a green Government. My new party leader has a very nice way of putting this. The other day he said: “The prime minister has not so much hugged a Husky as led it behind the coal shed, shot it in the head and told his energy secretary it is gone to live on a farm” That is quite a good way of putting the about-turn of policy that we are experiencing To return to the point that I was making, the noble Lord, Lord Dunlop, argued on 19 January that the tariff injections proposed for hydropower would result in something like 500 new projects over the next three and a quarter years. I do not see how that can happen now that the Government have themselves reduced the tariff for the small hydropower schemes. Those are the ones that I am talking about; the little ones that I have been to see in the Scottish borders, not the massive public hydropower schemes. I was very glad to see that the noble Lord, Lord Sanderson of Bowden, supported me on that occasion because he and I live in an area where there is no shortage of water. There is sometimes a shortage of sun and occasionally there is no wind, but there is plenty of water and the water flows at a time when peak demand is so strong during the winter. That was the point that I was making Yet I have in my hand the consultation tariffs that the Government propose, and for small hydro schemes in the 100 kilowatt to 500 kilowatt bracket the Government’s own consultation document suggests a tariff of 9.78p. The actual tariff that they are now proposing is 6.14p. I therefore do not see how they will get 500 schemes with that reduction. Will the Government enter into a serious discussion with the British Hydropower Association to see what is wrong with the figures that they have given and how they can possibly justify the proposal for 500 new hydropower projects with this severely reduced tariff? A reduction of some 37% makes all the difference in the world and I am very glad that my noble friend mentioned hydropower in her speech.
ParlaMint-GB_2016-02-02-lords.u135	My Lords, for many years in the House of Commons I was the vice-chairman of the All-Party Parliamentary Renewable and Sustainable Energy Group because I happen to believe that renewable energy has a hugely important part to play in the future energy provision for this country. I hope that most noble Lords would agree with that. But it is only a part, and that is where the noble Viscount suggested that there is a contrast between nuclear, fracking and renewable energy. They all have a part to play in making a good policy to provide energy for this country I have been a loyal Government supporter and I was particularly pleased when the Prime Minister said some years ago that he would create the greenest Government ever. I hope very much that the Minister will bear that in mind. He rightly said to the noble Viscount that FITs were very high. They were high for a reason: in order to attract investment, which they have done, and indeed to attract landowners—possibly such as my noble friend who has also spoken—to put up wind generators, for instance, and it has worked. I should say that I am quite interested in putting one up myself on my farm in Leicestershire, but I do not yet have an interest to declare. However, it is right that these very expensive feed-in tariffs should be brought down. They are extremely lucrative and they need to come down. As the costs of putting up solar, wind or indeed hydro energy plant come down, so too should the feed-in tariffs I know that the Government have reviewed their initial plans in this area, but I would say gently to my noble friend the Minister that, as I am sure he is aware, we should not as a Government kill the golden goose that has led to a resurgence of renewable energy in this country, which is all to the good. In quite rightly reducing unnecessary government expenditure, or perhaps one should say government largesse, we need to be careful that we do not end the wind and solar energy industries in this country or stop the generation of renewable energy which began so well under the coalition Government and up to now.
ParlaMint-GB_2016-02-02-lords.u136	My Lords, I apologise to the House for not being in my place for the start of my noble friend’s speech. I was interested in the speech of the noble Lord, Lord Grantchester, who I admire and for whom I have a great deal of time. As has been said by Members on the Benches opposite, the whole point of feed-in tariffs is that they should come down in order to reflect the cost of investment by producers in that industry. That is what the Secretaries of State, Chris Huhne and then Ed Davey did during the coalition Government period. Producers should not receive more money than they deserve. The point is that it was done in such a way that the industries did not die. That is why we are debating this subject. As the noble Lord said, this cliff-edge change will probably see the end of these industries, and that is a problem. It is therefore appropriate that we have a fatal Motion for an SI that will be fatal to a very important part of our renewable energy provision. That is why we are here and why this debate is so important Last night I was privileged to be at an event where the Secretary of State, the right honourable Amber Rudd, spoke at some length about the Government’s energy policy. It was interesting and I was taken by her enthusiasm for and excitement about the Paris agreement. She and the Minister who is to respond to the debate were involved in bringing about that important agreement. She feels inspired by it and those of us attending the event agree with her absolutely. It has its difficulties, but the fact was that there was unanimity among all the nations present This Motion is important because not only do we have to talk the talk, sign the agreements and be the good guys internationally, we actually have to walk the walk as well. All I can see in the Government’s policy, apart from one or two areas such as taking out coal by 2025, for which I give it credit, is that the direction of travel, as the noble Lord, Lord Grantchester, and my noble friend Lady Featherstone put it so well, is going in the opposite direction. That concerns me greatly. Exactly as my noble friend Lord Steel, said, one of the great things about the Conservative manifesto 2015 was that it committed itself to the Climate Change Act. It did that unequivocally; it was there in black and white without fear, and it said it proudly. However, this is not meeting those targets, not meeting the carbon budgets and not finding a way to meet those commitments. That is why this Motion is important and why I support it.
ParlaMint-GB_2016-02-02-lords.u137	My Lords, like the noble Lord, Lord Teverson, I was not here at the start of the debate, but I hope the House will indulge me if I add a few short remarks. The noble Lord, Lord Grantchester, said that the policy of feed-in tariffs has been highly successful. What do we mean by that? It has been highly successful in taking money off people and giving it to other people. As my noble friend Lord Cavendish said, something in the order of £1 billion a year is now going through this programme. It is going, on the whole, from the poor to the rich because electricity bills are a bigger part of poor people’s bills than they are of rich people’s bills, and most of the people who can afford to put up the upfront costs of drawing down feed-in tariffs are on the whole rich people That is not the measure of success surely by which we should judge this policy. The noble Lord, Lord Teverson, just said that it should be judged by its impact on the climate. So how much has it reduced carbon dioxide emissions? How much bang for that enormous billion pound buck are we getting? The answer is: a trivial effect. We know that solar power, which is the bulk of the feed-in tariffs, produced 1% of our electricity last year. Therefore, the emissions reduction cannot be more than 1%. It is probably a lot less because of back-up and other issues. We know roughly where it is and we can therefore make a rough calculation as to the costs per tonne of carbon we are buying these omissions at The figure for those who were lucky enough to get Ed Miliband’s first tranche of feed-in tariffs is close to £1,000 a tonne. Not even the noble Lord, Lord Stern, thinks the social cost of carbon is anything like that. He says that it is about $29 per tonne. More recent estimates, because of cuts in the feed-in tariff, show that that number has now come down to something like £200 a tonne, but it is still 10 times higher than the social cost of carbon. We do not have a successful policy. We are doing it on the backs of relatively poor people. It surprises me that the two parties opposite should in this case be taking the side of the Sheriff of Nottingham rather than Robin Hood.
ParlaMint-GB_2016-02-02-lords.u138	My Lords, as chairman of the climate change committee, I declare an interest. I also declare a clear view that my job is to be entirely independent on these issues. Therefore, it is with care that I am going to try to navigate the discussion that we have had so far The climate change committee has clearly stated that we have a requirement, if we are to meet our statutory ends, to meet first of all the fourth carbon budget and then the fifth carbon budget which has been presented to the Government. The Government have committed themselves to the fourth carbon budget, and they must legislate on the fifth before the end of June. That is in the Act. No doubt, Ministers will be thinking very carefully about how they will do that because there is no elbow room in the fifth carbon budget. It is as generous as it is possible to be while still meeting the targets that were laid down—reducing our emissions by 80% by 2050—not by the climate change committee but by the Act itself In dealing with the Government’s proposals here today, it is not for the climate change committee to argue that the Government should not do this, should do that, or should do the other. It is for the committee to remind the Minister that the Government are committed to delivering reductions in emissions. The mechanism used must indeed be for the Government—that is the democratic balance we have established in the Climate Change Act.
ParlaMint-GB_2016-02-02-lords.u139	My Lords, I follow the comments of the noble Lord, Lord Deben, by saying that, obviously, the most important thing we have to focus on is finding the lowest-cost ways to decarbonise our economy. As someone who worked very hard on the Climate Change Act to make it a flexible and technology-neutral approach to tackling climate change, I think it is very important that we focus on the things that really matter: greenhouse gas emissions and carbon intensity, which we do not talk about enough, because renewables help us only in so far as they reduce the carbon intensity of the electricity we use. That is something we need to keep focusing on. Therefore, although I completely understand the sentiment behind the approach the Liberal Democrats are taking today, in my view the fatal Motion goes a little too far. That is not to say, however, that there is not a very important job that this new Government need to do, which is to restore investor confidence, because a whole host of their policies have severely damaged that confidence I totally understand the sentiment behind some of the actions taken: the desire to make sure that we get the best value for money and do not put costs on people who cannot afford to bear them. However, we have behaved in a rather cavalier manner in our interaction with the renewables sector, which is an important sector for this country; its growth is bucking trends in other parts of the economy. Noble Lords may say that that is purely to do with subsidy but it is not true: it is growing because there is an urgent need to find a cleaner and better way of powering our homes and businesses. The renewables sector and other clean technologies have a big role to play in moving us to an energy system that is fit for this century. The Government must deal with that industry seriously and give it all due respect when they introduce changes and try to manage the transition from a system that relies on subsidy to one that can stand on its own two feet and compete in the marketplace I want to pick up on something the noble Lord, Lord Deben, said about carbon budgets. We have had conversations about this and I declare an interest in having helped to bring these about. He said that the carbon budgets, though brilliant, have a fatal flaw in their interpretation to date: emissions in the electricity sector are based not on actual emissions in the UK, but on a traded allowance that is calculated from a European system. That has to change. Noble Lords will remember that we passed an amendment to the Energy Bill that changed the counting system for carbon budgets, from the fifth carbon budget on, to one that counts actual emissions in this country. That is a very important principle I know the Government are not persuaded that they should keep that amendment. However, I urge all noble Lords who consider that climate change is real and that we need to do something about it, but who are also concerned about cost-effective ways of doing this and technology-neutral approaches, to accept that carbon budgets are our friend but will work only if they are full carbon budgets. If they are half-budgets, with half being set by Europe, they do not do the job for us and do not give the clarity that investors need to invest in decarbonising our electricity sector beyond 2020. That is really important, as 2020 is fast approaching. We will have no more European legal targets for renewables beyond that date. I happen to think that is a good thing, but we need something that replaces that and that gives confidence. The carbon budget could be it, but only if we change the counting rules, as we successfully did during our debates on the Energy Bill. I look forward to returning to this issue, and I hope that between now and then we can persuade the Government that this is the right approach.
ParlaMint-GB_2016-02-02-lords.u140	My Lords, I am very grateful for this debate. When I joined this House last year, I was really struck by how it was possible to work with Members from all parts of the House in preparation for Paris and by the strong sense of common purpose with which we could work together. I am grateful for the contribution from the noble Lord, Lord Deben, in terms of what now happens, post-Paris, and how we move on. However, I am unable to support a fatal Motion. On the other hand, it is really important that the House discusses where the Government are with their energy policy, and that is what this debate is able to do My contribution is simple: I have two points. There is an extraordinary gap between rhetoric and reality in what is happening at the moment with government policy, and there is no consistent overall strategic energy policy. Both those things need to be addressed. As reported by the Hastings and St Leonards Observer in May 2015—presumably just after the election and her appointment as Secretary of State—Amber Rudd said: “I want to unleash a new solar revolution” In February 2015, the Prime Minister pledged to, “accelerate the transition to a competitive, energy efficient low carbon economy” In Paris, he brilliantly said that we are going to be judged by what our grandchildren will say to us when we are asked what we did at this stage in our history, in response to what we knew about climate change The noble Baroness, Lady Featherstone, quoted DECC’s own figures about the impact of cuts in feed-in tariffs. She cited the loss of jobs in a successful industry. Renewable energy is crucial to the present and the future. We are at a transitional stage in technology; things are changing very fast. However, it is still an industry that requires support. On its own assessment, the feed-in tariffs could be phased out within the life of this Government, but the speed of change has undermined its success. I do not agree with the noble Lords behind me that this is about rewarding the rich at the cost of the poor. The average household saving from this cut in feed-in tariffs will be £6 per year. That is not a huge amount on something which we agree is an important goal. Surely it is not good enough to meet targets in this area: it would be really good to overshoot them. However, the concern is the Secretary of State’s own admission that it looks as though, by 2020, we will be 3.5% below the aim of 15% renewables which is our responsibility There were a pretty extraordinary number of responses to the DECC consultation on feed-in tariffs—over 54,000. The Church of England’s own Shrinking the Footprint project fed in one of those responses. We have 400 churches with solar panels at the moment: three of them are carbon neutral. Many churches are taking a holistic approach to energy use and efficiency, but churches are just an example of people’s commitment. However, this is made out of an understanding that there is a consistent, reliable policy approach which allows one to make longer-term, costly investments. I would have thought that the solar panels feed-in tariff initiative had produced a very successful public/private partnership, one which needs to be incentivised at the front end and then reduced gradually as it becomes more successful, the technology becomes cheaper and more people use it.
ParlaMint-GB_2016-02-02-lords.u141	Perhaps the right reverend Prelate was not here earlier, but the noble Viscount, Lord Ridley, made the point that solar panels are currently reducing CO2 output by only 1% in this country alone. That is an even tinier fraction of the world’s CO2 and we are talking about a world problem, not just the UK’s CO2 level. Even if the number of solar panels were tripled, it still reduces our CO2 output by only 3%. Perhaps we are pushing at the wrong solutions. That is the point the noble Viscount was trying to make. Perhaps the right reverend Prelate should consider it.
ParlaMint-GB_2016-02-02-lords.u142	I thank the noble Lord for his contribution. Of course, I have been here through the whole debate and I did hear what was said at each stage. I agree with the noble Lord, Lord Deben, about the need to focus on the larger picture as well. But the information that was given was a particular description of the problem, as the noble Lord, Lord Deben, pointed out In addition to my points about the importance of the rather more gradual change in feed-in tariff reductions and the gap between rhetoric and reality that is emerging in what we are seeing of government policy, there is also a problem with the Government’s strategic approach. It is not clear how all these individual decisions fit within an overall energy policy framework. There are very different approaches being taken to continuing the use and extraction of fossil fuels; shale gas and fracking; nuclear; and renewables. There is no indication yet as to what will be in the national energy-efficiency policy. So this debate is a really good opportunity post-Paris for us to gather again and try to hold the Government to account, when there are some very mixed messages being given by a variety of initiatives, and to ask that we begin to see more clearly the strategic energy policy which would help us all have more confidence in the way in which we can engage with this.
ParlaMint-GB_2016-02-02-lords.u143	My Lords, as chairman of the Humber Local Enterprise Partnership, I am very interested in this debate because the Humber area generates 25% of the country’s electricity and provides 25% of the country’s oil and petrol. We have every type of energy activity short of nuclear and hydro. We are very diverse. It is a very important part of our history—and future In the past 10 years we have had considerable support from the Government in moving towards a change in the nature of our industry away from coal towards renewables. In the past six months, however, partly because of the volatility of the markets, the Government have appeared to be a little less sure about where they are going than they were a few months ago. My particular interest is offshore wind, where, thanks to the Government, a huge investment from Siemens is now under way to produce substantial quantities of offshore wind for the nation There is a hiccup at present because people are not too sure where they are going. The plan, for Siemens and for all of us, is that by 2024-25 offshore wind will be competitive with any other form of energy. But for that to happen, we need undertakings that the support will be given during that period and a commitment from the industry that substantial research and development will take place to lower those costs. It is very important from our point of view that there is clarity about the Government’s energy policy going forward so that people who are sitting on their hands at the moment waiting to invest can have the confidence to invest in the future, which they want to do.
ParlaMint-GB_2016-02-02-lords.u144	My Lords, I will be brief but I have to say that I regret—although I am not surprised—that the Liberal Democrats have brought forward this Motion. I think it is the first time in 31 years in this House that I have publicly supported a Conservative proposal but on this occasion we should acknowledge that the Conservative Secretary of State has at last done something not to halt but to slow what has been going on for some years, which has been rightly described as a massive transfer of wealth from the poor to the rich As a member of the Labour Party for 62 years, I have always opposed that kind of approach, and for some time I have been rather surprised that my own party seems not only to connive at it but to have initiated much of it. It is a massive transfer. It is the ordinary working families that pay the higher energy prices that come from green taxes. They pay through their income taxes, supporting subsidies—I have to say that there are people here who seem to be subsidy addicts. It is employers and those giving jobs to working people who suffer from these higher energy prices. The decent working men of Redcar and Port Talbot have suffered from having higher costs, although mainly because of the Chinese moves. I recently met an employer in heavy manufacturing who demonstrated to me how his high energy costs were a major factor in putting his business at risk and where he, too, might have to make working men unemployed There is a major issue for me, as a Labour person, about how my party supports such measures to transfer massive wealth from the poor to the rich. There are one or two in this House who make millions from renting wind turbines, having solar panels and so forth. I am sure that they will declare their interests when they speak but that troubles me in particular. The right reverend Prelate said that it is only a little. Well, for many people a little is a lot. I notice that nobody supporting this Motion, other than him, appears even to defend the fact that this imposes such a burden on the working people. It is a small amount but it is part of a process that produces a massive burden on them I understand the desires to go for a green environment, where possible. I should point out to the noble Lord, Lord Deben, that while I very much enjoyed his contribution I was reminded that his father was an Anglican vicar. I think that he would have been proud of that speech, which could well have come from many of the pulpits that I have enjoyed. I noted that he claimed to be independent. I totally accept that, as I am independent in my lifelong support for Northampton Town Football Club and the Northampton rugby club, but it is a certain kind of independence. When the noble Lord very impressively and emotionally attacks those who question his position, of whom I am one although I question only part of it, he says that we do not accept climate change and all that goes with it. I have to tell him that I accept climate change; I do not know a single sceptic who does not. For me, climate change is what has always happened, in cycles. It is happening now and we accept that. I accept that the globe is warming and that human activities play a part in it. I do not know where these straw men are who seem to agitate the noble Lord so much. We wish to question—
ParlaMint-GB_2016-02-02-lords.u145	My Lords—
ParlaMint-GB_2016-02-02-lords.u146	The noble Lord spoke for a long while.
ParlaMint-GB_2016-02-02-lords.u147	If the noble Lord accepts climate change, why has he opposed every single measure to try to do something about it?
ParlaMint-GB_2016-02-02-lords.u148	It is the old problem: I do not know what evidence the noble Lord bases that on. He does not know what I have supported in the past, so I will not accept that, but we will not delay the House for longer on this. It is about querying arguments in the true Enlightenment tradition and questioning where the burden of the price goes. What we object to, although nobody proposing the Motion seems to have reservations about it, is that the less well-off in this country pay through regressive green taxes—
ParlaMint-GB_2016-02-02-lords.u149	It is a lovely speech but I point out that, on a global scale, the people suffering the most from climate change are the global poor. We have a moral responsibility to show leadership in this country. We can afford to do this and we will benefit from doing it. We will have jobs and inward investment from doing this. To use the hard-working people of Britain as an excuse not to do it is a real shame.
ParlaMint-GB_2016-02-02-lords.u150	I have read much of the evidence about who suffers in the world from this but I do not accept what the noble Baroness says. The Secretary of State should be encouraged to do more looking at who pays for so much of this burden. It is understandable if the Secretary of State is concerned about this country’s massive debt, which does not appear to concern many Members in this House. I dissent from this Regret Motion and trust that it will go no further.
ParlaMint-GB_2016-02-02-lords.u151	My Lords, I omitted to mention my interests and I apologise to the House for that. I do not have interests in solar power, which is what I mostly spoke about—mainly because I have turned away solar developers—but I do have other interests in energy, including coal.
ParlaMint-GB_2016-02-02-lords.u152	My Lords, I crave the indulgence of the House, as I missed the opening of this debate, but I did take part in the last one.
ParlaMint-GB_2016-02-02-lords.u153	Minister!
ParlaMint-GB_2016-02-02-lords.u154	My Lords, this has been a very wide-ranging debate, which has interested the whole House, and there have been differences within parties as well as across the Floor of the House The Government are committed to cost-effective decarbonisation of the United Kingdom’s electricity supply—let me nail that straight at the start. In recent years, we have made huge progress in encouraging the development and deployment of renewable energy and in building a successful renewables industry. The feed-in tariff, or FIT, scheme has been a vital part of this. The FIT scheme now supports more than 830,000 small-scale renewable installations—a figure far in excess of what we expected to deploy when the scheme was first set up In 2010, when the FIT scheme was set up, the then Government estimated that it would cost £490 million per year in 2020. That was the estimate. Without the changes that we are seeking to introduce today, we estimate that by 2020 it would cost £1,740 million per year; with the changes, it will still cost £1,300 million per year. Let me just repeat that: £1,300 million per year. There has been a slight tendency in the debate to suggest that the Government are walking away from the renewables sector and not spending anything on FITs, but we will be spending £1,300 million per year, via the LCF. Of course it is not direct—it is via the levy control framework—but it is still a cost for bill payers. We need to establish that at the start The noble Baroness, in opening the debate, quite fairly said that subsidies must end—that nobody wants subsidies and that we must do this in a controlled way. I agree, but she did not then suggest how we should do it; she just opposed everything that we were seeking to do. It is a mode of proceeding, but if you are going to be taken seriously about ending subsidies, you should suggest how you are going to do it We have of course also made changes as a result of the consultation. The Government were elected with a clear manifesto commitment to keep bills as low as possible as well as to decarbonise. It is a judgment call, and we have been criticised from both sides, by those who think we should not be doing anything at all and by those who think that we should be doing more for the renewables sector. Clearly, the more you increase the subsidy, the more will be deployed. The noble Baroness suggested during her speech that renewables were cheaper than conventional forms of electricity. That is not remotely true. If it were true, we would not need to do anything at all. It was David Attenborough who said that as soon as you have the cost of renewables below the cost of fossil fuels, the problem goes away. We are not at that stage: if we were, we would not need to be doing what we are doing in terms of continuing a subsidy What we are doing is responsible. If this order were annulled, we would have to consider closing the scheme altogether, so I welcome the stance taken by the opposition Labour Party on this—I know it is not happy with what we are doing but the right course of action is to regret this rather than to seek, any time there is a policy you do not like, to overturn it by voting strength. That is not what this House should be about. I will say no more about that, but it really is not the right way to proceed In response to the noble Lord, Lord Grantchester, who asked why we are bringing it forward in this way, nobody at the start of this Parliament could have foreseen that we would be in this position of having votes all the while against government policies which were being lost in a way that has not happened previously—at least not on this scale, as he himself indicated. I was grateful for what he said on that We have listened carefully to the views of industry in the consultation—in particular, the Solar Trade Association’s £1 plan—and took account of its responses in redesigning our scheme. We revised tariffs upwards to reflect evidence that it provided, we allocated more budget to solar under the £100 million cap to reflect its asks and we are implementing a cap system which allows us to recycle underspend and consider the balance of caps between years.
ParlaMint-GB_2016-02-02-lords.u155	My Lords, I thank all the speakers in this debate. It has been very instructive and informative, and so many of the contributions were knowledgeable. I thank the Minister for the government response My purpose in tabling this Motion to Annul was really to persuade the Government to go back and work again with the industry. It is exactly that rate and degree of change that we are discussing. As for it being a fatal Motion, when will the Government stop submitting negative SIs that are unamendable? They did so with this one on 18 December, just before the rising for Christmas, and buried in a slew of SIs, which might have denied us any debate whatever. It is important, given the seriousness of the issues I raise, to say to the Minister, “I want the Government to go back on this” I noted the quote from the Solar Trade Association but I would say the same if I were in its position and not wanting to put off investors. The Minister asked how I would reduce the subsidy. My answer is, again, to go with the industry and see whether there could be a new rate of decline of subsidy and an agreed timetable. That is not for me to say as I do not run these industries, but I know from the level of complaint and amount of lobbying I have received that there are genuine and serious concerns What I heard generally from this House in the excellent speeches was that most noble Lords agree with the ends and that there needs to be a change, but were not willing to will the means to get to that end. I listened carefully to the Minister’s response. I hoped to hear willingness to make further amendments. Sadly, I heard none. Therefore, I wish to test the opinion of the House.
ParlaMint-GB_2016-02-02-lords.u156	That this House regrets that the Government intend to implement the Feed-In Tariffs (Amendment) (No. 3) Order 2015 causing significant harm to the renewables sector when there is growing concern at the lack of investment in new energy-generating capacity; and further regrets that the Order sets deployment limits that will severely impact on the size of one of the cheapest low-carbon energy options when there is urgent need for greater deployment of renewables to contribute to the security of United Kingdom power supplies, the decarbonisation of the energy sector, and the attainment of the United Kingdom’s obligations towards climate change mitigation under the Paris Agreement (SI 2015/2045).
ParlaMint-GB_2016-02-02-lords.u157	I thank all contributors to the debate today and thank the noble Lord, Lord Teverson, and my noble friend Lord Hanworth for their support. I was very pleased to hear the contribution of the noble Lord, Lord Robathan. I am tempted to remind the noble Viscount, Lord Ridley, that in his estimation of outcomes he omitted to recall that this measure will also cut community schemes that could help alleviate fuel poverty. However, to talk in terms of transfer from the poor to the rich, as some have done, is to misunderstand the issue and to ignore the huge impact of climate change on the world’s poor. We all want to keep costs down, including subsidies being as low as possible. We needed the wise words of the noble Lord, Lord Deben, to emphasise the bigger picture, along with the contributions from my noble friend Lady Worthington. We have had a full debate, and I detected indications of support from the Minister. I will not move my Regret Motion to a vote.
