ParlaMint-GB_2016-10-17-commons.u1	1. What steps his Department is taking to help disabled people to access Government support.
ParlaMint-GB_2016-10-17-commons.u345	I do not want to start by correcting the hon. Gentleman, but I am pleased to have a savings account named after me, and the LISA is most definitely a “Lee-sa” and not a “Lye-sa”. Does he agree that financial education in schools is the crux of the matter? Children must learn how to budget in order to learn how to save and have a secure relationship with their finances.
ParlaMint-GB_2016-10-17-commons.u346	That is part and parcel of the mix. However, this Bill is about where we are going in the future. I take on board what the hon. Lady says and I am sure that everyone else in the Chamber and in the country more widely will have done, too Thank you for allocating this time to me, Madam Deputy Speaker. I wholeheartedly endorse what the Government are doing.
ParlaMint-GB_2016-10-17-commons.u347	We have had a number of contributions. The hon. Member for Newark (Robert Jenrick) told us about his grandparents getting to Blackpool courtesy of a jam-jar savings policy, which I thought was novel. The hon. Member for Ross, Skye and Lochaber (Ian Blackford) summed up the Government’s proposals as a missed opportunity, as undermining pension savings and as not tackling the real issue. The hon. Member for North West Hampshire (Kit Malthouse), who does not appear to be here, spoke of the diminution in the number of people with an asset base and said that, in his modest opinion, we should try to push on and get people to have a bigger asset base In an excellent contribution, my hon. Friend the Member for Harrow West (Mr Thomas) underlined the need for the Government to look afresh at the timescales in the Help to Save scheme and asked the Government to be more imaginative and reinforce the need to permit credit unions to participate in the scheme and the statutory right of payroll deductions of savings. The hon. Member for Gloucester (Richard Graham) gave us an enlightening exposition of his concerns that the proposal might be moving towards the death of the pension as we know it. I am not quite sure whether that was what he said, but that was the impression I got.
ParlaMint-GB_2016-10-17-commons.u348	Just to clarify, I said that the proposal risks undermining saving through a pension scheme and we do not want to do that.
ParlaMint-GB_2016-10-17-commons.u349	I understand that clarification and I will touch on that topic in my speech Finally, the hon. Member for Morecambe and Lunesdale (David Morris), who supports the Government’s proposals, spoke about his experiences as a self-employed person and said that the proposal is not a supplementary pension but a means of saving Labour welcomes the sentiments expressed today on both sides of the House about the need to address savings overall. In general, anything that allows more people to save for the future is to be welcomed. Helping younger people and those on low incomes to save is a particularly legitimate and worthy objective, and the Government are right to consider policies to incentivise it. The majority of people on low incomes or in precarious work—categories sadly growing in Conservative Britain—are far from being in a position to save. Six years of Tory failures and austerity has led to many not knowing from where the next pound will come week in, week out. The Government’s clueless approach to exiting Europe simply compounds the problem on a macroeconomic level How is it possible for people to save when it is hardly possible for many to live properly on a weekly basis? How can a person save for the future when they can barely get through the day? The scandal of low retirement savings for the less well-off is an indictment on any notion of a cohesive society. One in seven pensioners lives in poverty and a further 1.2 million have incomes just above the poverty line. Distributional analysis by the Women’s Budget Group shows that single female pensioners will experience a whopping 20% drop in their living standards. It is unconscionable that people who have worked hard and contributed to society are forced to spend their final years in hardship and insecurity. We agree that there are problems that need to be solved urgently but the TUC states: “Products such as… the forthcoming Lifetime ISA are disconnected from the world of work and prioritise goals other than retirement saving.” As for the lifetime ISA, it is hard to see how its introduction even begins to tackle the problems to which I have just referred; not only does it represent a missed opportunity to build on the success of automatic enrolment, as those on the SNP Front Bench have said, but its introduction could serve as a distraction to tackling the real issues at hand. It misdirects valuable resources, as the money the Government are spending on this scheme is likely to benefit mostly those on higher incomes, as has been mentioned on a number of occasions. It also needlessly complicates the pensions and savings landscape—an arena already fraught with complexity. Perhaps most dangerously, it has the potential to undermine the emerging consensus that a pension ISA approach would be detrimental in the round. Indeed, it has the potential to introduce just such an approach through the back door. That is a concern and we are seeking assurances from the Government that it is not doing that In the months leading up to the Budget, the concept of replacing the existing systems of pensions tax relief with an ISA-style approach was widely debated and almost universally rejected as damaging to people’s retirement prospects. I wonder, as do many others, whether, after enduring an embarrassing rebuff, the Tories are back again with the same intent under the guise of this Bill. Many in the pensions industry have described the LISA as a “stealth” move towards pension ISAs. The Work and Pensions Committee has said that the Government are marketing the LISA as a pension product and there is a high risk that people will opt out of their workplace pension as a result. Let me be perfectly clear: people will not be better off saving into an ISA as opposed to a workplace pension. The Committee found that “For most employees the decision to save in a LISA instead of through a workplace pension would be detrimental to their retirement savings.”
ParlaMint-GB_2016-10-17-commons.u350	Can the hon. Gentleman shed some light on why he thinks the Government would introduce a Bill that would make people worse off as a result of investing in an ISA than they would be if they invested in a pension? Does he not think that that is an abdication of responsibility by the Government?
ParlaMint-GB_2016-10-17-commons.u351	The answer to the first question is that I do not know and the answer to the second is yes I have to give credit where credit is due, because the Conservative party has a particular talent for conjuring up political smokescreens and opportunistic gimmicks: it has given us a national living wage, which, by any stretch of the imagination, is not a living wage; we were promised a “big society”, yet the Government set about systematically undermining the notion of a cohesive society; and we were cynically assured by the late, unlamented Chancellor that we were “all in it together”. One thing I do acknowledge is that post-Brexit, given the poor performance of the Ministers responsible for negotiating it, we will all be in it together—and it won’t smell very nice. In the meantime, the Government continue unfairly and unjustly to condemn working people and vulnerable groups to pay for the Government’s failed austerity obsession—and now it is time for the Government to mess up pensions. Do they never learn from their mistakes? Are they so ideologically driven that they simply cannot admit that they get things wrong? These are mistakes, I might add, that others pay for. Have the Government not done enough damage to the prospects of hundreds of thousands of WASPI—Women Against State Pension Inequality Campaign—pensions without thinking that through? Yet again, they have not thought about the potential for millions more to be affected. When former Conservative pensions Ministers are referring to the LISA as a “Trojan horse” and warning that such “superficial attractions” will “destroy pensions”, alarm bells begin to ring on the Opposition Benches, if not on the other side of the House. Given this scenario, common sense demands ask that we ask this: are we now being presented with a savings Bill that will fundamentally undermine proper planning for pensions for the future? As many others have pointed out, the LISA is a sort of pension and not a sort of pension—it is both and not at the same time—and neither will it necessarily last for a lifetime. This seemingly opportunistically designed product risks even more pensioner poverty, which people can ill afford at any time, let alone in their later years. Moreover, the Tories’ approach of transferring responsibility and risk from the collective to individuals will not work, especially as the incomes of the poorest, the majority of whom are women, are being squeezed by public sector cuts and the roll-out of universal credit The Labour party is motivated and inspired by the real principle and value that we are all in it together—this is not a slogan and a soundbite, but a truism. We know that the majority of people are significantly disadvantaged by an individualised, dog-eat-dog approach, as opposed to a collective system that has fairness at its core. Today, people struggle with wages that are still lower than they were before the global financial crisis in 2008. There are now 800,000 people on zero-hours contracts and half a million people in bogus self-employment, and nearly 4 million of our children are living in poverty. Labour’s economic strategy is committed to tackling wage stagnation, particularly among those at the lower end, so that they are able and have the capacity to save for their future as well as living life now As the shadow Secretary of State for Work and Pensions has said: “The pensions system that I want to see ensures dignity in retirement, and a proper reflection of the contribution that older people have made, and continue to make, to our society.” Labour Members would like the Government categorically, unequivocally and clearly to assure the public that this Bill is not a veiled attack on pensions as we know them.
ParlaMint-GB_2016-10-17-commons.u352	First, let me thank everyone here today for contributing to this interesting debate. As my hon. Friend the Financial Secretary said in her opening remarks, the measures contained in this Bill are really important priorities for this Government, and both Help to Save and the LISA offer people in this country a new and effective option for how they save their money. Help to Save focuses on giving more support to those on low incomes. It will give a 50% boost to those who can get into the saving habit of putting aside a small, regular amount into their account each month. The LISA focuses on younger people. It is an account that will offer genuine choice and flexibility, not to mention—
ParlaMint-GB_2016-10-17-commons.u353	rose—
ParlaMint-GB_2016-10-17-commons.u354	I will give way, but I had hoped to address the hon. Gentleman’s many comments later on.
ParlaMint-GB_2016-10-17-commons.u355	I am grateful to the Minister, but this is an important point. Will he explain to the House why he thinks it is right to encourage people to invest in the lifetime ISA rather than in a pension, given that a pension will give a better return, as has been demonstrated in the figures, such as the one I cited of a 32% difference over a 40-year period? Why are the Government being misguided and prioritising ISAs over pensions?
ParlaMint-GB_2016-10-17-commons.u356	I thank the hon. Gentleman so much for that intervention, but the Government are not doing what he suggests. We are offering people a choice, and these two schemes are complementary and serve very different purposes. The genuine choice and flexibility to which I alluded are at the core of this Bill, but now let me deal with the specific points raised today The hon. Members for Salford and Eccles (Rebecca Long Bailey) and for Harrow West (Mr Thomas) mentioned credit unions. The Government recognise that many credit unions were interested in offering accounts, but it was not clear that a multiple provider model would guarantee national coverage for the scheme. We will continue to explore further options for credit unions to support delivery of the scheme, and I am sure that we will have that conversation in more detail as the Bill progresses The hon. Member for Salford and Eccles talked of this scheme being a substitute for benefits, but it is about increasing the financial resilience of low-income families so that if they are hit with an unexpected bill or if someone loses their job, they will have money for a rainy day. If something unexpected happens to their income, they will have savings to bridge the gap. She also asked why two years was chosen. This is the period of time needed to encourage account holders to develop a regular savings habit—a habit all too lacking in many people, especially younger people. I reiterate that the amount is up to £50 a month. People may not be able to afford that amount, but any regular saving is something that all of us should encourage I wish to clarify one point. The hon. Lady mentioned that there would be an additional penalty if people took money out of a lifetime ISA. An additional charge will be applied to reflect the long-term nature of the account, and that will act as a disincentive to people removing money unless it is essential or if there is a very important change in circumstances to be taken into account I wish to thank my hon. Friend the Member for Newark (Robert Jenrick) for his contribution. Our constituents are looking forward to the introduction of these products, and I agree with him that they contain significant incentives. He also mentioned the abolition of savings tax. It is worth putting it on the record that 95% of people have no savings tax to pay thanks to the new personal savings allowance The hon. Member for Ross, Skye and Lochaber (Ian Blackford) mentioned a smorgasbord of issues, a few of which I shall pick up on. He said that women were disadvantaged by automatic enrolment. Before it began, 65% of women employed full time in the private sector did not have a workplace pension; as of 2015, that had fallen to 35%. He said that a lifetime ISA was just for the rich, but it is for anyone between the ages of 18 and 40. They can open it and save into it until they are 50. The maximum annual contribution that an individual can make is £4,000. People can pay less than that and still enjoy the Government bonus. We expect that a large majority of those who use the lifetime ISA will be basic rate taxpayers The hon. Gentleman mentioned StepChange. Well, this is what StepChange has said: “We welcome Government recognition of the need for a savings scheme aimed at those on low incomes. Our research shows that if every household in the UK had £1,000 in rainy day savings, 500,000 would be protected from falling into problem debt.” He also mentioned the Association of British Insurers, which said in August: “The industry supports the Lifetime ISA as a vehicle to help people save, in addition to a workplace pension.” I hope that is fairly clear My hon. Friend the Member for North West Hampshire (Kit Malthouse) asked very sensible questions and made some thoughtful points. In particular, he asked about the limit of £50 a month. Individuals saving £50 a month for four years will earn a generous bonus of £1,200. It is probably an appropriate limit for people on low incomes, at whom the scheme is targeted. There has to be a ceiling The hon. Member for Harrow West asked about payroll deduction. I have to thank him for a very sensible and measured contribution. There is no reason why payroll deduction cannot take place. I cannot make a commitment to him today, but I can confirm that I am happy to see whether there is more that we can do in that area.
ParlaMint-GB_2016-10-17-commons.u357	I am grateful to the Minister for his considered response to my request for payroll deduction. Would he be willing to meet me and the Association of British Credit Unions Ltd to discuss this issue further?
ParlaMint-GB_2016-10-17-commons.u358	Yes, I would be very happy to do that I thank my hon. Friend the Member for Gloucester (Richard Graham) for his thoughtful contribution. Clearly, he feels very strongly about a vast number of issues. I respectfully disagree with some of his opinions, but I hope that he continues to contribute to this important debate, as it is important that we get it right. At the end of the day, this is about helping younger people and poorer people get into the habit of saving.
ParlaMint-GB_2016-10-17-commons.u359	Given that the crux of the matter is to help younger people to save, will the Minister have a dialogue with colleagues about financial education at school, and why it is really important that children and young people have a stable and secure relationship with money and that they understand that at an early age?
ParlaMint-GB_2016-10-17-commons.u360	I absolutely agree with the hon. Lady. Making sensible, correct and proper financial decisions is important for all of us throughout our lives. She has got her point in Hansard. I will also take it away with me Let me come back to the points raised by my hon. Friend the Member for Gloucester. There was some confusion about the factsheet of Her Majesty’s Treasury. May I make it clear that the lifetime ISA is for long-term saving, and is designed to complement pensions? Contributions to an ISA are made from post-tax income My hon. Friend the Member for Morecambe and Lunesdale (David Morris) mentioned self-employed people. We should never forget that many people do not have this quandary about whether they should auto-enrol or go for a lifetime ISA. There are sensible self-employed people who either want to save for later life or purchase their first home. I know that the lifetime ISA scheme will be very well received by them Finally, I thank the hon. Member for Bootle (Peter Dowd) for his contribution. I disagreed with almost everything he said, but I genuinely look forward to his continued involvement in this important area. Let us not forget that we have a responsibility to the millions of people out there—young people and poorer people—who should be saving and getting the very best assistance they can from the Government In conclusion, when it comes down to it, this Bill is about supporting people who are trying to save. It does not matter whether they are a young person looking for a flexible way to save for the future or if they are someone who is on a low income and are making a big effort to save up some money each month, they deserve a savings account that will support them and give them a boost on what they manage to put aside. Although these two savings vehicles are new, they are intended to do exactly that. I am pleased to commend this Bill to the House Question put and agreed to. Bill accordingly read a Second time. Savings (Government Contributions) Bill (Programme) Motion made, and Question put forthwith (Standing Order No. 83A(7)), That the following provisions shall apply to the Savings (Government Contributions) Bill: Committal (1) The Bill shall be committed to a Public Bill Committee Proceedings in Public Bill Committee (2) Proceedings in the Public Bill Committee shall (so far as not previously concluded) be brought to a conclusion on Tuesday 1 November 2016 (3) The Public Bill Committee shall have leave to sit twice on the first day on which it meets Proceedings on Consideration and up to and including Third Reading (4) Proceedings on Consideration and any proceedings in legislative grand committee shall (so far as not previously concluded) be brought to a conclusion one hour before the moment of interruption on the day on which proceedings on Consideration are commenced (5) Proceedings on Third Reading shall (so far as not previously concluded) be brought to a conclusion at the moment of interruption on that day (6) Standing Order No. 83B (Programming committees) shall not apply to proceedings on Consideration and up to and including Third Reading Other proceedings (7) Any other proceedings on the Bill (including any proceedings on consideration of any message from the Lords) may be programmed.—(Andrew Griffiths.) Question agreed to. Savings (Government Contributions) Bill (Money) Queen’s recommendation signified. Motion made, and Question put forthwith (Standing Order No. 52(1)(a), That, for the purposes of any Act resulting from the Savings (Government Contributions) Bill, it is expedient to authorise the payment out of money provided by Parliament of: (1) any expenditure incurred by a Minister of the Crown or a government department under or by virtue of the Act; and (2) any increase attributable to the Act in the sums payable under any other Act out of money so provided.—(Andrew Griffiths.) Question agreed to. Savings (Government Contributions) Bill (Ways and Means) Motion made, and Question put forthwith (Standing Order No. 52(1)(a), That, for the purposes of any Act resulting from the Savings (Government Contributions) Bill, it is expedient to authorise— (1) charges on certain withdrawals from Lifetime ISAs; and (2) the recovery (with or without interest) of sums paid by way of government bonuses under the Act.—(Andrew Griffiths.) Question agreed to.
ParlaMint-GB_2016-10-17-commons.u361	I am grateful for the chance to present a petition calling for fair transitional arrangements for 1950s-born women who are affected by changes to the state pension age. That group of women is bearing an unfair burden. When the Pensions Act 2011 was debated, Ministers promised transitional arrangements to ease that burden, but those have not materialised, leaving women in the constituency of West Dunbartonshire and many others facing hardship. I thank all those who have signed the petition and those in similar terms presented by other hon. Members. I also thank the Journal Office for all its work in registering the petitions The petition states: The Petition of residents of the county constituency of West Dunbartonshire, Declares that as a result of the way in which the 1995 Pension Act and the 2011 Pension Act were implemented, women born in the 1950s (on or after 6 April 1951) have unfairly borne the burden of the increase to the State Pension Age; further that hundreds of thousands of women have had significant changes imposed on them with little or no personal notice; further that implementation took place faster than promised; further that this gave no time to make alternative pension plans; and further that retirement plans have been shattered with devastating consequences The Petitioners therefore request that the House of Commons urges the Government to make fair transitional arrangements for all women born in the 1950s (on or after 6 April 1951) who have unfairly borne the burden of the increase to the State Pension Age And the Petitioners remain, etc [P001923]
ParlaMint-GB_2016-10-17-commons.u362	I present a petition on behalf of the residents of South Down relating to the implementation of the 1995 and 2011 Pensions Acts. The petition that I am presenting is identical to the one presented by the hon. Member for West Dunbartonshire (Martin Docherty-Hughes). He has already referred to the content of that petition, so I will not read it all out The petition states: The Petitioners therefore request that the House of Commons urges the Government to make fair transitional arrangements for all women born on or after 6 April 1951 who have unfairly borne the burden of the increase to the State Pension Age The Petition of residents of South Down. [P001946]
ParlaMint-GB_2016-10-17-commons.u363	I present a petition on behalf of residents of the Motherwell and Wishaw constituency and others who kindly signed the petition while it was there in my constituency. I am grateful for the chance to present this petition calling for fair transitional arrangements for 1950s-born women affected by changes to the state pension age. The text of the petition has already been read by my hon. Friend the Member for West Dunbartonshire (Martin Docherty-Hughes) I should declare an interest. I am very fortunate to have been born a year before the date that applies for the change to pension arrangements, and I feel a deep obligation to those women, some of whom came to my constituency office suffering real hardship. As a result of what has happened to them, some of them have had to apply for help from the Royal Society for the Relief of Indigent Gentlewomen of Scotland to raise their incomes The Petition of residents of Wishaw and Motherwell. [P001945]
ParlaMint-GB_2016-10-17-commons.u364	It is a pleasure to address the Chamber under your chairmanship, Madam Deputy Speaker. It is also a pleasure to see in his place my hon. Friend the Minister of State, Department of Health, who is a very able Minister My speech is not an attack on the Government per se. It is my job as the MP for South Dorset to stand up and speak for people without fear or favour. In my six years as MP, I have seen the ambulance service increasingly struggle, and I hope that any information that I impart will lead to the improvement of the service I pay tribute to the men and women of the ambulance service, whose professionalism, dedication and selflessness have saved countless lives. People’s ability to dial 999 in an emergency in the expectation of receiving urgent and expert medical help has long been one of the NHS’s treasures. Now, it is the ambulance service itself that is facing an emergency. In the year to May 2016, ambulance response times hit a record low. Not a single one of the 10 ambulance trusts in England met the target of reaching 75% of incidents within eight minutes. Worryingly, the current national average for a response within eight minutes is 68%. This trend has grown over the past four years, which is the period for which the Government have published response figures Ambulance control rooms across the country are buckling under the twin strains of increased demand and dwindling resources. The increased demand is undeniable. Last year set a new record, with 10.8 million ambulance call-outs in 12 months—a staggering number. The London control room alone now fields 5,000 calls for ambulances every single day The numbers show that emergency calls for ambulances have risen by 6% year on year for 10 years. This has not been helped by the fact that people are finding it harder to see their GP, meaning that they fall back on A&E. Although we can debate the causes, the fact remains that there are simply not enough vehicles, paramedics and clinicians to cope with the increase in workload. At the same time, the resources available have been cut or frozen. Six of the 10 English ambulance service trusts are currently in deficit, having overspent their budget, despite making efficiencies. East Midlands Ambulance Service NHS Trust alone had a £12 million deficit last year In my constituency, efficiency savings have directly affected the South Western Ambulance Service NHS Foundation Trust, which I shall refer to from now on as the trust. An ambulance call-out in the trust now costs 2.5% less than last year. The trust covers Bath and north-east Somerset, Bristol, Cornwall and the Isles of Scilly, Devon, Dorset, Gloucestershire and South Gloucestershire, Somerset, Swindon and Wiltshire—a huge predominantly rural land mass covering 20% of England. I highlight the trust’s area of responsibility because it is the most rural of all the ambulance trusts and the area is one of the most sparsely populated, which means longer distances, higher fuel costs, patients who are harder to locate and hospitals that are more spread out. This means that ambulances need to be parked at intervals across the region, as I see all the time Achieving response times and meeting budget targets under such circumstances is a challenge. It is not just the increased demand and reduced resources that are creating the problems; the target culture does not help. Though well intended, targets can skew both priorities and outcomes. For example, to meet target times, a fast-response paramedic on a motorbike or in a car might be sent to a critical incident that would almost certainly require ambulance transportation to hospital. Those red-category incidents include life-threatening emergencies such as cardiac arrest, where survival depends on swift and specific action. Sending the wrong resource in such a case might well tick the target box on response times, but the eventual outcome might not be so satisfactory. For example, if responders reach a patient only one second short of the eight minutes, it is considered a success, even if that patient dies.
ParlaMint-GB_2016-10-17-commons.u365	I thank the hon. Gentleman for bringing this matter to the House. In 2014-15, the Northern Ireland Ambulance Service met its eight-minute deadline in only 60% of cases. Such problems beset all of us across the United Kingdom—here on the mainland and in Northern Ireland. Does he agree that it may be time to share those experiences and also ideas about how we can make things better across the United Kingdom? If we can do that together, to see what improvements we can make, we will all benefit.
ParlaMint-GB_2016-10-17-commons.u366	I entirely concur. As I said at the start of my speech, I am not here to condemn the Government, because they have the most appalling situation to deal with, given rising costs and all the things we know about the health service. Yes, more integrated systems, which the Government are working on, are definitely part of this. As I will say at the end of my speech—perhaps I will say it now—we really ought to think about the whole NHS and how it is run, not just the ambulance service. We need to do that free of politicians, with expert advice being sought from non-politicians—those who know how the health system works, not least the clinicians—so that we can re-look at this whole situation. We have enough money, but we have not spent it particularly wisely in every case Let me just go back to my example—you might well have lost the thread, Madam Deputy Speaker—about the target times for red-category incidents. I was saying that if responders reach a patient only one second short of the eight-minute target, it is considered a success, even if that patient dies. Conversely, it is deemed a failure if a patient lives, but help has arrived just one second over the eight-minute response time. Worse, the trust is marked down for it Once at the hospital, ambulance crews face yet another target: they must hand over their patient to the emergency department within 15 minutes. Anything over 30 minutes incurs a fine, although it is not applied to all areas and is capped by the trust’s commissioners. Yet, handovers can be achieved only if there are available beds and bays in the emergency department, which in turn can free up space only by transferring patients to wards or into surgery. That flow—from ambulance to emergency department to ward and, hopefully, to home and recovery—simply is not happening, because beds are not being cleared. The so-called bed blockers—the chronically ill and often elderly patients—languish in hospital beds because there simply is nowhere else for them to go. Without enough community care outside the hospital to discharge them to safely, there is no alternative, and so if the wards are full—they often are—there is gridlock. Regrettably, we have all become accustomed to the sight of ambulances lined up outside the emergency department with their crews tending to their patients until they can be handed over. In August this year, ambulances delivered patients to the Royal Bournemouth hospital’s emergency department 650 times. The 30-minute handover target time was breached 91 times, and in eight cases patients waited for more than two hours It is perhaps not surprising that ambulance crews feel demotivated and demoralised, and A&E staff are equally under pressure. They are all attempting to do their best—everyone recognises that—but perhaps that is in a system that sets them up to fail. Unsurprisingly, the attrition rate in the ambulance service in England is running at 11% a year, leading to each ambulance service having to replace more than one in 10 of its call handlers, drivers, clinicians or paramedics. I am told that these invaluable, experienced professionals eventually buckle under the physical and emotional demands of their jobs, often leaving for the better hours, conditions and pay offered by GP surgeries and clinics. The retention of staff is notoriously difficult in A&E departments, too, for similar reasons. A recruitment crisis now faces the ambulance service and A&E departments. Yet, for these most dedicated and professional workers, without whom the NHS would grind to a halt, there is little light on the horizon. Instead, and extraordinarily, fines are imposed on the cash-strapped services employing them Hold-ups from ambulance to A&E represent a waste of precious resources; in the trust’s area, that amounts to a staggering 5,000 hours per month, and the south-west’s hospitals are by no means the worst performing in England. For that reason, the trust and the Yorkshire and west midlands ambulance services have been trialling a new response programme. The aim is to get the right resource to the right incident first time. Rather than sending a response vehicle to meet a target, more time is taken to identify the reason for the call-out. Something that is life-threatening, such as strokes and heart attacks, will inevitably need an ambulance transfer to hospital, whereas a less serious case can be dealt with by a paramedic. Members might have thought that that sounds like common sense, but it seems to me, and I think to many, that targets, in part, get in the way of common sense. Sheffield University will report on the results of the programme. Interestingly, Wales is already using the system, with a 75% success rate, and Scotland is starting trials now Inevitably, waiting times for ambulances are increasing as pressures mount. Regrettably, there are consequences for the patient and, of course, their family and friends. Less well known are the physical and verbal assaults on ambulance staff. In the trust’s area alone, those have doubled in 12 months—that situation is, I am told, untenable. Death threats have been made to control room staff, while physical injuries have included a broken jaw and a career-ending attack with a baseball bat. Often, drink and drugs are to blame; sometimes, mental health issues, pain, sheer anxiety and frustration make relatives and friends lash out. I am not, for one second, condoning that behaviour—in fact, I condemn it—but I am just trying to explain it. I have some experience of this with constituents who are devastated when they do not get the emergency response they expect—when we dial 999, we do indeed expect a speedy response Ambulance service staff are united in calling for a formal, ongoing public information campaign that tells the public not only when to call an ambulance but what to expect when one is called. With the number of calls continually outstripping the number of ambulances available, expectations need to be managed. I would be grateful if the Minister expanded a little on that when he answers. By way of example, in Dorset and across the whole trust area, 58%—nearly 60%—of 999 calls do not result in patients being sent to A&E at all, and 14% of callers are treated and advised over the phone Calls to make funding for ambulance services and A&E a special case chime with calls for increased social care provision to free up beds in hospitals so that a flow can be re-established. That is particularly important in Dorset and the south-west, where so many pensioners choose to live I would like to share some observations from Mrs Fiona Smith, who is the manager of Milton Court sheltered housing in Poole, which is not in my constituency. Her charges, who are all in their 80s and 90s, live independently and successfully in their own homes, with support services provided by the company. If they suffer heart attacks or strokes, the ambulance arrives within 10 minutes, she says, but if they fall down, the importance of the incident is downgraded by call handlers due to immense pressure from other incidents. Mrs Smith recently waited for more than four hours with a frail 96-year-old lady who remained lying on the floor with a broken hip because protocols would not allow staff to lift her. Mrs Smith is at pains to point out that she is not criticising the ambulance staff; she simply believes that there is insufficient funding and staff. Her advice to me and the Government, and to others, is that we need to get our priorities right I know there is no short-term solution to the picture I have painted, and I sympathise enormously with the Government’s plight. In the past, Governments of all colours have had this massive problem, which is growing as the population gets older and lives longer, and the cost of medical care rises. More joined-up care is one way forward, as the hon. Member for Strangford (Jim Shannon) suggested. I praise the clinical commissioning group in Dorset, which is working with all GPs and hospitals to try to ensure that a more joined-up care approach is working. I believe that that is happening across the country, and I am sure the Minister will expand on that. This is a vital way forward that will solve some of the problems Perhaps, as I hinted—I do not know whether the Minister can expand on this—we need to re-examine the whole NHS, rather than just picking on particular bits of it. Now and in the past, when politicians and Secretaries of State sometimes feel that that things need to be done—and they do—they unfortunately fail to look at the whole picture. This is not a criticism of our current Secretary of State, for whom I have high regard; I think he is doing an extremely good job in difficult circumstances. However, perhaps now is the time—as we see, to a certain extent, the writing on the wall and the warning signs flashing—for us to sit down and have another look at how the NHS is run. I leave that point with the Minister and his Department. I can only recommend that politicians are kept out of that debate until such time as ideas are put forward to us, because inevitably we would have to make the final decisions I end as I began by praising the staff of the ambulance service in the south-west, not least those who serve us in South Dorset and do a fantastic job. I have met many of them and cannot praise them enough. I now look to the Minister to expand on what I have said in the hope that there is some light at the end of the tunnel, and perhaps a little more money at the bottom of the bucket.
