ParlaMint-GB_2016-04-27-commons.u1	1. What steps he is taking to increase democratic participation.
ParlaMint-GB_2016-04-27-commons.u340	This is supposed to be about modernising —that is the word the Minister used—ballots, but it is really about trying to limit people’s ability to take strike action. Let us be honest: he knows that if electronic balloting was allowed, the turnouts would go up, way beyond the limits set out. The lights have come on in the Conservative party and it has realised that it has set itself a trap and walked into it. In a situation where the Government are trying to stop people being able to take industrial action by setting ludicrous limits, they have set a precedent and had a debate that says, “If you are genuine, let us have as many people participating as possible.” Let us look at the history on this issue. In the 1980s, the Tory Government tried to control the right of people to take legitimate industrial action under the law and were told, “If you do away with workforce ballots, you will reduce the turnout.” The facts and figures have proved that for more than 30 years; the average turnout in workplace ballots was 80% but now if you get 40% you are doing well The proposals on facility time show the real ignorance of the Conservative party, tied to its arrogance; it just does not know what goes on in the workplace. Let me give two examples. In 1986, I spent every day for a fortnight visiting a man in hospital, 30 miles away from his workplace. He had been buried under 50 tonnes of coal and ultimately died, and we did not take evidence from him; we took what was used in a coroner’s case. Five years later, I was working for Newcastle City Council, encouraging home careworkers who had worked themselves into an early grave. I was saying, “Look, it is really in your interests to leave work on ill-health retirement agreements.” They would not talk to personnel officers because they were frightened of that sort of authority figure, but as a local trade union representative I was able to convince them it was the right thing for them to do and for the authority to do. We saved having to give people compulsory redundancy and we were helping to manage the system. Under what is being proposed now, the likes of me will no longer be there. There will be some clerk filling in forms to send down to London for a clerk there, and there will be thousands of these things. This really has to be stopped. It is nonsense and it should be thrown out.
ParlaMint-GB_2016-04-27-commons.u341	My hon. Friend and I know, as does anybody who has been involved in these things, that for the past 50 or 60 years every Tory Government manifesto has had a clause attacking the trade unions. He referred to facility time, and the proposal shows how inexperienced Ministers are on industrial relations. Any major employer welcomes facility time as it saves them a lot of money in the end.
ParlaMint-GB_2016-04-27-commons.u342	My hon. Friend is absolutely right about that. If instead of talking to the TaxPayers Alliance to get information, the Government had spoken to any reasonable employer in this country or any trade union that deals day in, day out with this, they would have got a picture of the real story, not just some made-up attack on the trade union movement, which is what this is really all about.
ParlaMint-GB_2016-04-27-commons.u343	I realise that time is short, so I shall be brief. Welcome as it is that the Government have been forced into a series of embarrassing U-turns, my party, which does not receive funding from the trade union movement, does not regard the Bill as a sensible attempt to look at some of the issues relating to party funding. Clearly, that should be done in the round and fairly, including looking at trade union funding, and we would support such an approach. This always set out to be a cynical, politically motivated Bill that undermines the important role that trade unions play in the democratic process. Encouragingly, Members in the other place have acted in a measured and cross-party way. Rather than simply striking down rafts of the Bill, as many would have liked—we would have liked to see that for some parts of the Bill—they have suggested cross-party, sensible and measured amendments.
ParlaMint-GB_2016-04-27-commons.u344	Is it not amazing that a party that tells us all that it is in favour of the free market has in this case resorted to very high-handed regulation?
ParlaMint-GB_2016-04-27-commons.u345	It certainly presents itself as an extremely draconian Bill whose drafting involved no collaboration of any kind I think that, welcome though it is, the Government’s change of heart has not gone far enough. I echo the words of the hon. Member for Edinburgh East (Tommy Sheppard): it is clear that the Government have realised that they cannot make enemies of the trade unions when they need the trade union movement in order to secure a “yes” vote—an “in” vote—in the EU referendum. I look forward to working with trade unionists, with the Government, and with members of all parties in seeking to achieve that Time is short. Let me end by saying that, given the Government’s welcome U-turn, we will not oppose the amendment. Nevertheless, the Government have simply failed to make the case that electronic voting is not a sensible, modern way forward, which exposes the fact this is really about trying to stop trade unions from reaching the threshold rather than sensibly reforming the system. Alongside others, we will continue to make the case for such reform I believe that the Government should think again about the attitude to trade unions that they have shown during this process, and should work together with parties.
ParlaMint-GB_2016-04-27-commons.u346	Let me begin by drawing the House’s attention to my entry in the Register of Members’ Financial Interests, and to my membership of the GMB and Unison I want to make just one brief point, which relates to my earlier intervention about the Welsh Government. The Minister is placing the UK Government on a collision course with the Welsh Government in respect of facility time. The case will end up in the Supreme Court at great cost to the public purse, and the UK Government will—according to their own legal advice—lose. So I ask the Minister please to reconsider his approach to this part of the Bill Question put, That amendment (a) to Lords amendment 2 be made.
ParlaMint-GB_2016-04-27-commons.u347	I beg to move, That this House agrees with Lords amendment 1.
ParlaMint-GB_2016-04-27-commons.u348	With this it will be convenient to consider the following: Lords amendments 3 to 6 Lords amendments 7 and 8, Government motions to disagree, and Government amendments (k) to (p) in lieu Lords amendments 9 to 16 and 18 to 29.
ParlaMint-GB_2016-04-27-commons.u349	The amendments improve the Bill and take account of a number of points of concern raised by Members of both this House and the other place. This is a raft of amendments, and I hope hon. Members will understand if I focus on the highlights in the order in which they appear in the Bill The 40% ballot threshold relates to strike action in important public services. The broad reference to “ancillary workers” has been removed and a “reasonable belief” defence for unions has been added. Those changes provide more clarity and certainty for unions and employers On the timing and duration of industrial action, the ballot mandate has been extended from four to six months, and to up to nine months where the union and the employer agree to that. That responds to concerns that four months was simply too short a time to enable both sides to resolve a dispute On the provision to provide two weeks’ notice of industrial action to an employer, the Bill now continues to allow for the current period of only seven days’ notice, where the employer and the trade union agree to that On picketing, there was great concern in this House, but less so in the House of Lords, about the Bill’s reference to “armbands”. That reference was taken from the original picketing code, which has been in force for a great deal of time. We do not want picket supervisors mistakenly believing that they must wear an armband. I hope that that will be welcome, particularly to my right hon. Friend the Member for Haltemprice and Howden (Mr Davis), who is not in his seat, but who eloquently raised concerns about the issue The House debated at length the principle that union members should make an active choice to contribute to a trade union’s political fund. The other place established a Select Committee on Trade Union Political Funds and Political Party Funding under the chairmanship of Lord Burns, and I would like to place on record my gratitude to him and all the members of the Committee for their deliberations on this question The Bill has been amended to reflect the Select Committee’s recommendations on opting in. Our manifesto commitment suggested that we wanted to extend the opt-in principle for trade union members, and the revised provision meets that commitment. In future, all new trade union members will have to make an active choice to contribute to the political fund through an opt-in. Our amendment corrects some legally defective drafting in the amendment tabled by Lord Burns and agreed to by the Lords. In particular, instead of the certification officer being given responsibility for issuing a code of practice, our amendment places a statutory obligation directly on unions to provide an annual reminder to existing members of their rights to opt out. That complements the position for new members, who will be required to be offered the right to opt in We have also improved requirements on unions to report details of political expenditure in their annual returns. That reflects the debates that we had about the importance of that issue in assisting union members to make informed decisions about whether to contribute to a union’s political fund. At the heart of the provision is transparency and proportionality The Bill has been amended to require reporting on all expenditure from a union’s political fund, including to causes and campaigns, but it also fixes what became characterised as the onerous obligation for the union to report on “every bus fare”. Instead, unions will be required to report on the total expenditure going to each political party or organisation in each of the categories Finally, the other place rightly agreed to increase parliamentary oversight of regulations that could seek to lower the reporting threshold once it has been raised and therefore increase the regulatory burden on trade unions On check-off, we had robust debates in this House, and there were equally robust debates in the other place. Those debates related to union subscriptions being deducted automatically from wages in the public sector. The Bill we welcome back to the House allows check off to continue where the costs are met by the trade unions and on the basis that union members have the option of paying subscriptions by other means. My hon. Friend the Member for Stafford (Jeremy Lefroy), who is not in his place, made an eloquent argument for an amendment on this very issue, and I indicated on Report that we would look at it closely as the Bill went through the House of Lords. I therefore hope that he is satisfied with the decision by the Government to accept this amendment. I pay tribute to him for his work, both privately and publicly, in making the case for this important change Our manifesto committed us to reforming the role of the certification officer. The Bill removes the requirement for the certification officer to be able to act in some areas only where a complaint has been received from a member of a trade union. Instead, the certification officer will be able to look into issues that come to his attention from third parties, or in the course of his duties. However, the provisions have been amended to increase the independence of the certification officer by ensuring that he is not subject to ministerial direction. As I have said previously, the certification officer is under no obligation to act on complaints or representations from third parties Nevertheless, concerns were raised that spurious or vexatious complaints could tie up the certification officer’s resources and, indeed, place an unfair burden on trade unions. The Bill has therefore been amended to require that the certification officer must have reasonable grounds to suspect a breach before appointing an inspector to conduct an investigation. I am confident that this will protect unions from vexatious complaints and over-zealous regulation. However, I am happy to assure hon. Members that we will keep this under review to see how it works out in practice. In response to human rights concerns, the judicial oversight of the certification officer has been strengthened. The Bill has been amended to allow appeals to the employment appeals tribunal on the certification officer’s decisions on the grounds of fact as well as law I hope that hon. Members will welcome the amendments. I believe that they improve the Bill, and I hope the House will see fit to accept them.
ParlaMint-GB_2016-04-27-commons.u350	I call Kevan Jones.
ParlaMint-GB_2016-04-27-commons.u351	Kevin Brennan.
ParlaMint-GB_2016-04-27-commons.u352	I am sorry—Kevin Brennan.
ParlaMint-GB_2016-04-27-commons.u353	Thank you very much, Madam Deputy Speaker. There is a great physical similarity between me and my hon. Friend, and it was entirely understandable on your part to mistake one for the other First, as I should have done when speaking on the previous group of amendments, I declare my membership of Unite the union and my very proud membership of the Musicians Union As the Minister said, the Government are accepting most of the amendments in this group. Due to the time constraints, I will not deal with all of them. He highlighted the significant changes, including on check-off, which we very much welcome. He will recall that during our debate on Report the hon. Member for Stafford (Jeremy Lefroy) tabled an amendment on these provisions. I pointed that out that it was extraordinary that a Conservative Government were seeking to make illegal a voluntary arrangement between parties, even where one party is paying for the service, when that arrangement is neither immoral nor illegal. That would have been an extraordinarily illiberal measure. I am glad that in their lordships’ House the Government gave way on this matter and it is no longer in the Bill. That is very welcome I welcome what the Minister said on the record about the certification officer. It is extremely important that the Government recognise the concerns that have been expressed about the potential for vexatious complaints by third parties and the tremendous waste of time that that could be for all concerned. I also welcome his comments on a review of how the provision works out in practice. Although, as I have made clear, we do not agree with what the Government are doing in relation to the certification officer, that is a welcome assurance, and I am glad that he has put it on the record here at this stage before the Bill goes back to the Lords Perhaps the most controversial and contentious element of the Bill has been the Government’s desire to create an opt-in process for trade union political funds. Lords amendments 7 and 8 relate to that. The original Government proposal meant that existing trade union members who pay into their union’s political fund would have to opt back into the fund, in writing, within three months of the Bill’s passage, and do so again after five years.
ParlaMint-GB_2016-04-27-commons.u354	Does my hon. Friend agree that this will not be difficult for many trade unions because on their application forms to join, there is a box to tick to contribute to the political fund? As someone who ran a political fund, I know that that was the case in the GMB. Is this therefore not another example of proposed legislation that is not really needed?
ParlaMint-GB_2016-04-27-commons.u355	Given that my hon. Friend has been physically mistaken for me, I am not surprised that our opinions are identical on this matter. I agree with him.
ParlaMint-GB_2016-04-27-commons.u356	May I take my hon. Friend back to his comments about the work of the House of Lords? I echo the words of Lord Patrick Cormack, who was a Member of this House for 40 years. He said: “But we do not have to advance on that at such a pace that we seriously disadvantage one of the great parties of the realm and unbalance our democracy in the process.”—[Official Report, House of Lords, 16 March 2016; Vol. 769, c. 1876.] Does not that get to the nub of what this was all about—unbalancing democracy in this House and disadvantaging the Labour party? Lord Cormack was absolutely right. It is a shame that there are not more like him in the Conservative party in this House today.
ParlaMint-GB_2016-04-27-commons.u357	I pay tribute to Lord Cormack for his work on the Bill and his words in the House of Lords. He might seem to some an unlikely hero of the working class, but in this instance he has reflected what one nation Conservatism should mean. That phrase is bandied about from time to time, but his interventions and those of other colleagues in the House of Lords remind us that we legislate not just for one Parliament but for the future. I will go on to describe why it would have been very dangerous if the Government had stuck to their original plans The House of Lords looked for a workable way for the Government to introduce their stated manifesto commitment without it becoming a crude and clumsy device to starve the second largest party in Parliament—the Labour party—of a long-standing source of finance from the very institutions that founded it. My hon. Friend just said this in another way, but I think that the Lords have done the Government a big favour. Had they proceeded with the original proposals, they would have created—make no mistake about it—a lasting bitterness and resentment in the trade union and Labour movement and, indeed, beyond. We are grateful for the support received from other political parties I have no doubt, as many of their lordships pointed out, and, indeed, as paragraph 130 of the House of Lords cross-party Select Committee report noted, that the original proposal would “make the Labour Party more inclined to take unilateral action against the Conservative Party and its funding when next in government.” It appears that, at this very late hour, that point has hit home with Ministers, and I very much welcome that The Government have decided to think again about their proposals on political fund opt-ins and have tabled amendments (k) to (n) to replace Lords amendments 7 and 8. The requirement to opt into political funds will apply only to new union members. As a result, union members who have already voluntarily agreed to make contributions will not be required to opt in again to support ongoing trade union campaigns. Existing members will be required to opt in only if their union votes to establish a political fund for the first time. The Government have also conceded on the issue of five years and have allowed for a minimum 12-month transition period for unions. Union members will be able to opt in or opt out not only on paper, but through electronic means, so it is now okay to use electronic means to opt in—we will eventually get it to apply to ballots—including online forms, emails and, potentially, texts. Unions will still be required to remind members annually of their right to opt out and they can do so by using individual communications or through their usual systems for informing members, including union newsletters and notice boards The Government’s amendments take on board all of the core elements in the proposals made by Lord Burns’s Committee’s report, and I remind the House that it passed the Lords by 320 votes to 172. It therefore passed by an even greater majority than that which set up the Select Committee in the first place, which demonstrates the growing support for this approach I still believe that the proposals for an opt-in system for political funds are totally unnecessary—that should be put on the record—but we recognise that the Government’s new proposal is a substantial improvement on the original Bill, which would have required all members to opt in within three months and to renew that opt-in within five years. On that basis, while retaining our opposition to the Bill in general and to opt-in in particular, we will not seek to divide the House on the Government amendments, given the substantial concessions they have made.
ParlaMint-GB_2016-04-27-commons.u358	I agree with the hon. Gentleman that the clear intention behind the move from opt out to opt in is an attempt by some members of the Conservative party to attack the funding of the Labour party. Does he agree, however, that our defence of the right of trade unions to engage in political activity will be more effective if we ensure that they are able to engage not just in activity to support the Labour party, but in other political action that achieves change and support, whichever party they feel serves their members’ best interests?
ParlaMint-GB_2016-04-27-commons.u359	It is accepted that there is a special relationship between the Labour party and the trade union movement, which founded the party. Of course, they use political funds to campaign in all sorts of way. I am grateful to all parties that have recognised the importance to our constitution of the political funds of trade unions and the vital role they play in our democracy. Trade union money is the cleanest money in politics, compared with some of the sources of money and donations to political parties, and long may that continue I do not want to detain the House for much longer, but it would be remiss of me not to conclude without paying tribute to all those who have made this change possible and worked so hard to improve this dreadful Bill. I include all my hon. Friends in our BIS Front-Bench team, including my hon. Friend the shadow Secretary of State; former members of that Front-Bench team who helped at earlier stages of the Bill; Members from other parties in the House who have helped to fight the good fight; and my hon. Friends in the Labour party I want to pay special tribute to my good friend Baroness Smith of Basildon and her team in the Lords—Baroness Hayter, Lord Stevenson and Lord Mendelsohn —as well as all the other peers from other parties and from no party at all who voted to create the Select Committee and who worked so diligently and expertly to get us to where we are today It is said that our constitution means that the Opposition have their say but the Government get their way. In this instance, the Opposition have had their say and, at least in part, also got their way. As a result, the legislation has had some of the most pernicious edges knocked off, even if it remains a pig’s ear.
ParlaMint-GB_2016-04-27-commons.u360	I welcome the work of the Lords, which my hon. Friend has just outlined. It is quite clear what the Bill is about. The Prime Minister talks about being a one nation Conservative, but he wants to be a one nation Conservative with one party—the Conservative party—at an advantage. If we want to understand Conservative Members’ disappointment, we have only to look at the Secretary of State’s face, which says it all There was no need for the legislation. It was based on a prejudice born of not understanding the way in which trade unions work, and it was an attempt to ensure that the Conservative party had not only a political advantage but a major financial one. The original requirement in the legislation for new trade union members to opt in would not have come as any great surprise to trade unions. If the Minister takes the trouble to review some trade union application forms, he will see that they have a box on them, next to which is written: “If you want to pay the political levy, tick this box”. It is up to members whether they wish to do that, so the idea that that provision needs to be in the Bill is quite remarkable. We know what the provision was really intended to do, and we know the reason for the climbdown that we have seen. That climbdown has nothing to do with the Trade Union Bill; it has to do with the Prime Minister’s realisation that if he wants millions of trade unionists to vote yes in the EU referendum, he will have to keep them on side. As we often see in politics, the coming together of events has been of benefit and has defeated that bit of pernicious legislation. If it had gone through, as the House of Lords said in the Select Committee report, it would have given the Conservative party an advantage in political funding I totally agree with my hon. Friend the Member for Cardiff West (Kevin Brennan) when he says that trade union money is as clean as any type of money. There is transparency about how it is spent, and it is regulated. The same cannot be said of the way in which funding comes to the Conservative party, whether it be through dining clubs or unincorporated associations, which are a way of masking the true source of donations. I look forward to the Government’s bringing forward legislation on the reform of party funding, including greater transparency about sources of funding. That is vital if we are to have an even playing field in terms of the ability to raise funds and the knowledge of where money comes from There is another side to this. The media have completely misunderstood the matter, and certainly the Minister—[Interruption.] I am sorry that I seem to be boring the Secretary of State, who is just leaving. He is obviously not very happy about the fact that one of his flagship pieces of legislation is in tatters. The clear impression given by the Conservative party and its supporters is that every single trade union that has a political fund donates it all to the Labour party, but that is simply not the case. Many are not affiliated to the Labour party, and many make no donations at all to any political party. Having run a political fund for the GMB, I know that the proportion that goes to the Labour party is small compared with the proportion that is spent on campaigning work. That allows the union not only to campaign on political issues, but to have a say, quite rightly, on things such as health and safety legislation or reorganisations of hospitals and other institutions. Without the political fund, the union would not be able to do that. The proposal would not only have taken away from my party the ability to receive money from trade unions, but would have hampered trade unions from taking part in civic life in this country, as they are quite right to do, through having a voice and making sure that their members’ collective voice is heard in consultations on whatever affects them directly.
ParlaMint-GB_2016-04-27-commons.u361	It is really important to calculate the real cost of check-off. The cost is absolutely nominal, and many trade unions are actually subsidising local authorities, the NHS and other public bodies with the amount that they pay for the levy.
ParlaMint-GB_2016-04-27-commons.u362	I agree. This shows my age, but the process used to have to be done manually, which meant that there was a cost. My hon. Friend is quite right that, with modern-day computer payroll systems, for example, the cost is very difficult to determine I, like my hon. Friend the Member for Cardiff West, oppose the Bill as a whole, but given the compromise that we have got because of the EU referendum, we are in a good place. However, I would just issue a final warning. I hope Conservative Members will not, once the EU referendum is over, bring in legislation to fill in what has been left out of the Bill. That would not only be another attack on trade unions, which are among the most highly regulated sectors in our country, but would show the vindictiveness that still exists in a section of the Conservative party. I look forward to the introduction, not long after June, of a Bill exploring total transparency in party funding in this country. If trade unions can have openness in terms of their money, we should decide it is time for other donations to political parties to have the same type of scrutiny and transparency, so that people can make up their own minds when they go to the ballot box.
ParlaMint-GB_2016-04-27-commons.u363	I apologise to Chris Stephens. I should have called him before the last speaker.
ParlaMint-GB_2016-04-27-commons.u364	Thank you, Madam Deputy Speaker. It is a pleasure to follow the hon. Member for North Durham (Mr Jones). I agree with many of the points he made. SNP Members have always opposed the Government’s proposals on trade union political funds for the simple reason that it should be up to trade union members to decide where their money goes. It is up to them to decide whether they should support one political party or another, or whether they should sponsor individual candidates, as has happened in some cases, rather than work for a particular political party I emphasise the point that this is an attack not just on the Labour party but on the ability of a trade union to organise effectively across a community. Political funds have done great community work, health and safety campaigning, and anti-racism campaigning, sponsoring organisations such as Hope not Hate and Show Racism the Red Card. There is also charity work and international work—trade unions do fantastic work across the world It will come as no great surprise to any trade unionist that the change on check-off is not a major one. Unison has said that it has 11,000 different agreements where it contributes to the cost of check-off. We welcome the Government’s U-turn on that I have participated in proceedings at every stage of the Bill’s progress. I will say a few words about that. If the voices of those with experience of a trade unionised workplace and those with a trade union background had been listened to and heeded, we would not be where we are now. There perhaps would not even have been a Trade Union Bill. Many Opposition Members have pointed out on a regular basis how unnecessary and unwanted this legislation is.
ParlaMint-GB_2016-04-27-commons.u365	I am grateful for the opportunity to speak in this debate. I declare an interest as a member of Unison and of the Community trade union, and I refer to my entry in the Register of Members’ Financial Interests. I should also say that although I am a member of those unions, I have very good employers in the people of Ilford North and do not anticipate going on strike any time soon The Government’s concessions are welcome, but it is something of an irony that it has fallen to the unelected House to defend some of the most democratic elements of trade unions and their commitment to democratic life in the country. For some reason, this Government, who were elected with a slender majority of just 12, seem to think that that majority gives them carte blanche to trample all over the democratic traditions, values and heritage of our country It is not just the brazen attack on party political funding, and the Labour party in particular, that the Government have embarked upon with this Bill. Look at their record in the short time that they have governed as a single party. They have sought to rig the House of Commons, pack the House of Lords, gag charities and civil society, and restrict trade unions. This Sunday, new restrictions kick in on any publicly funded body, restrictions that have the potential to gag all sorts of people, including academics. It is a complete dog’s breakfast of a proposal. We will see what the higher education Bill says later this year; the Government will undoubtedly try to have another go at student unions, like they did in the 1990s I have been listening to the Minister this afternoon, and in particular, to what he said about the previous group of Government measures, which unfortunately passed, underlining why the Bill should still be opposed. There can be no decent evidence-based argument against trialling electronic balloting for trade union industrial actions and proposals to strike. The Minister himself could not offer a single shred of evidence to argue against a simple trial The Bill has really been about delegitimising trade unions. Whenever people go on strike and take industrial action the Government want to be able to say that a hard rump of activists have prompted it. But even the measures in the Bill would not have stopped the junior doctors or London transport workers going on strike. The turnout in both cases exceeded the threshold in the Bill. If the Government are serious about trade unions having broader and greater democratic legitimacy, they should unshackle the hands of trade union leaders and activists, so that they can do what they want to do and have asked to do, namely enter the 21st century by having electronic balloting We also had the farce about facility time. That goes to the heart of the Government’s fundamental misunderstanding of the role of trade unions. Full-time reps and staff who are let off part time for facility time play a valuable role in good industrial relations. They take up cases on behalf of their members, and ensure that they are well represented and supported. They advise employers on how to improve the workplace environment. Where there are good industrial relations, with trade unions and employers working together, the likelihood of a strike is lessened, and the workplace environment is better for everyone.
ParlaMint-GB_2016-04-27-commons.u366	Is another key role for trade unions that of welfare, and giving workers assistance and help that they might not know about?
ParlaMint-GB_2016-04-27-commons.u367	I wholeheartedly agree. The hon. Gentleman speaks with great experience from his own background in the trade union movement, and good employers value that working relationship with trade unions. When I speak to trade union members—whether in my local authority where I am an elected member of the London Borough of Redbridge, or representatives in other workplaces—they tell me that they do not have excessive facility time; often they do not have enough. They struggle to cope with caseloads, particularly when there are major changes to employment involving terms and conditions or staff numbers. That generates a huge burden and workload, and I do not think that the Government appreciate or value that.
ParlaMint-GB_2016-04-27-commons.u368	Does my hon. Friend agree that it is only thanks to trade unions campaigning and funding legal action that millions of people have received rightful compensation for industrial injuries such as mesothelioma, or that there is the miners compensation scheme that was pioneered by the trade union movement? Without that, millions of people in this country who suffered through no fault of their own—apart from going to work—would not have received rightful compensation.
ParlaMint-GB_2016-04-27-commons.u369	I wholeheartedly agree, and if we are honest, too often trade unions have to speak up for people who would otherwise not have a voice. Often, because of the failures of this place and different Governments over the years, trade unions have had to exercise pressure on behalf of their members, and exercise that muscle to ensure that Governments act to protect those who have been done a terrible injustice.
ParlaMint-GB_2016-04-27-commons.u370	I speak as a former trade union lawyer who dealt with the legal cases that my hon. Friend referred to, and as an employer who benefited from having a unionised workplace to resolve issues and disagreements, and to get changes through companies. Without union representation in the workplace, that would have been much more difficult. Does my hon. Friend agree that we can see things from both sides?
ParlaMint-GB_2016-04-27-commons.u371	I agree with my hon. Friend. I have sat on the employer side of the table when working with trade unions more than I have sat on the side of employees, even though I have been a member of a trade union for as long as I have been in full-time work. Employers often value that relationship with trade unions. It is not an adversarial relationship—well, sometimes it can be, and the breakdown of industrial relations, particularly when strike action occurs, is a sign of failure. When people choose to strike they lose their pay, so they do not do it lightly. Many families struggle to balance their budgets at the end of the month, with too much month and not enough money left, so losing a couple of days’ pay is often a real hardship. They do not take such action lightly, and that is not understood enough when we speak in glib terms in this place about trade union industrial action I listened to what the Minister said about concessions that have been made, and how no changes will be made to facility time for a few years until we have done all the counting and assessment, but how long will that take, and how much money and civil service time will it cost? Bizarrely, the Government will waste time counting trade union facility time for employers up and down the country, but they will not count the number of children in poverty. That tells us all we need to know about this Government’s wrong-headed priorities, and about the timewasting involved in introducing this Bill in the first place. I congratulate Members of the House of Lords—where the Government do not have a majority—on the way that they have torn this Bill apart and exposed it to forensic scrutiny, and we heard expertise from across the political spectrum.
ParlaMint-GB_2016-04-27-commons.u372	The Bill also received forensic scrutiny in the House of Commons, but we could not win any votes.
ParlaMint-GB_2016-04-27-commons.u373	My hon. Friend has pre-empted me. I was about to congratulate not just my Front-Bench colleagues on their diligent work, but also my colleagues on the Bill Committee. I followed some of the sessions and read the evidence, and there was forensic scrutiny. The Government’s arguments did not stack up, and many of us have come to this Chamber time and again to get them to rethink.
ParlaMint-GB_2016-04-27-commons.u374	I would like to put on record the fact that I am a member of the GMB union. It is a great pleasure to follow my hon. Friend the Member for Ilford North (Wes Streeting), whom I commend for his long-standing commitment to this issue and for his work on the Bill Trade unions are a vital part of a free and democratic society, with a proud history of working hard on behalf of their members to achieve fair and just outcomes. Their roots lie in the industrial revolution, but their aims and aspirations are just as important to the 21st century context of an increasingly digital workforce, the European marketplace, globalisation, the challenges presented by an ageing population and the need for highly skilled workers to deliver the higher-skilled, higher-waged workforce that we need and aspire to in the UK My constituency is rich in small and medium-sized enterprises, and I want to see a vibrant local economy, providing high-quality services, well-paid jobs, excellent apprenticeship schemes and clear routes for progression in the workplace for those who want to develop their career. Trade unions have as much a role to play now as they did when they were first created in a very different employment and economic environment I want to share some examples of the positive differences unions have made and continue to make in my constituency. As a councillor, I was proud to vote for Southwark Council to adopt Unison’s ethical care charter—a commitment to dignity and respect for those who work so hard on behalf of vulnerable residents. The ethical care charter delivers better terms and conditions for care workers, but just as importantly, it delivers better standards of care for vulnerable residents by providing minimum visit times, paid time for travel and a commitment to training. Paying the London living wage for home care workers has resulted in higher-quality applicants working in this vital service, as well as a better quality of life for carers and their families BECTU—the Broadcasting, Entertainment, Cinematograph and Theatre Union—has fought a hard campaign for its members working at Picturehouse cinemas in my constituency. The campaign started at the Ritzy in Brixton and has extended to the new East Dulwich Picturehouse and the West Norwood Picturehouse, which will open next year. It is an excellent example of a modern trade union campaign, generating huge support among local residents and customers via social media. This campaign has achieved significant progress in driving up rates of pay for Picturehouse staff by 26% over three years, but there is more to do to achieve the goal of ensuring that all staff receive the London living wage—work that is hampered in part by the approach of Picturehouse and its parent company Cineworld in refusing to recognise BECTU in some branches in favour of internal staff forums, which is a practice that should not be allowed Last week, I attended the launch of an important new campaign by Unison, “Making waves for a Living Wage”, calling for the water industry in the UK to become the first sector to be fully living wage accredited. This campaign has already succeeded in persuading several water companies to progress towards living wage accreditation—and in some cases to achieve it. It is an achievable, practical campaign, which the water companies can afford to implement and which will have huge benefits for low-paid staff working in this sector. It is a great example of the positive difference unions can and do make.
ParlaMint-GB_2016-04-27-commons.u375	The Unison campaign on the living wage provides a perfect example. We would not have had a living wage campaign without the trade unions setting up the wider campaign in the first place.
ParlaMint-GB_2016-04-27-commons.u376	My hon. Friend is absolutely right Only yesterday, I was encouraged to see so many local NHS staff who are members of trade unions, including the GMB, Unite and Unison, coming out during their lunchbreak to show their support for the BMA and the junior doctors’ strike. They know that it is only by working together as one team—doctors, nurses, therapists, technicians, receptionists and cleaners—that our wonderful NHS delivers the world-class healthcare that it was set up to do Union members across the country know that industrial relations work best when there is a professional and respectful relationship between employers and employees. Change is often needed in response to changes in the economy, policy or legislation, or when particular injustices arise, and it is often best achieved by different parties—unions, employers and consumer groups—coming around the table to negotiate, work together and resolve differences or develop new practices. The situations we never hear about, but which are much more common, are those where there was no strike action and a settlement was reached through effective joint working. Such effective working relies on an even balance of power between different parties. This divisive and mean-spirited Bill seeks to shift the balance of power in a way that can have only negative consequences. It is right that negotiation and positive joint working take place in every possible circumstance, but in the rare instances where all other avenues have been exhausted—for example, when a Secretary of State for Health rejects out of hand every compromise offer he is asked to consider—the right to withdraw labour by taking strike action is an essential right, and its existence can often be the very thing that focuses minds on all sides on achieving effective negotiations The Government’s change of heart on opting in to unions’ political funds and check-off is welcome, but it reveals the extent to which the Bill is politically motivated. It is completely unacceptable that the Government are applying double standards to the turnout required for a strike ballot by expecting a much higher turnout of union members than they would accept as providing legitimacy for their own Members of Parliament or indeed for the election of councillors, whom they accept as having democratic legitimacy. MPs are not, by rule, required to be elected by more than half of the eligible residents living in their constituency, and this is even less likely to be the case for councillors. In an age where the Government are rightly encouraging the greater use of digital services and technologies, it must be right that there should be the ability to vote electronically, with the oversight of the Electoral Commission. What is considered good and fair for the Conservatives in selecting their candidate for London’s Mayor must be considered good and fair for union members in casting their votes on critical issues. It is very disappointing that the Government have not accepted Lords amendments on this matter. They are applying a mixture of different standards to trade unions, refusing to implement e-balloting to maintain consistency with public elections but requiring an even higher turnout threshold than that required for public elections. The Government therefore appear to be picking and choosing standards to suit their own political ends. They appear now to be trying to unravel some of the mess, but it would be better simply to scrap this Bill.
