ParlaMint-GB_2016-06-08-commons.u1	1. What steps the Government is taking to support manufacturing in Northern Ireland.
ParlaMint-GB_2016-06-08-commons.u439	The Secretary of State said plainly that it is important to get the tone of such discussions right. By and large, that is what we have done in this afternoon’s debate. I was much taken by the contribution of the hon. Member for Airdrie and Shotts (Neil Gray), who talked about his nephew. I found it very moving, and he got the tone exactly right, because this should be about individual people. Similarly, the hon. Member for Workington (Sue Hayman) and my hon. Friend the Member for Blackpool North and Cleveleys (Paul Maynard) also got the tone right. What a contrast that was with the tone used by the shadow Minister, the hon. Member for Pontypridd (Owen Smith), in his entirely inappropriate opening remarks The wording of the Opposition motion just smacks of opposition for opposition’s sake. The manner in which it was proposed by the Opposition Front Bench showed the truth, which is that it is politically opportunistic and partisan. It was entirely unhelpful for the tone of the debate and for the people whom we are seeking to assist. My hon. Friend the Member for Blackpool North and Cleveleys questioned the exact nature of the debate and said the shadow Minister just seemed to be starting a general discussion rather than looking specifically at the points, so in that spirit I will look specifically at the motion, clause by clause The motion starts by stating that the House regrets the “lack of progress towards halving the disability employment gap” but that does not add up. We are helping more people with a disability to get into work than ever before. Some 365,000 more disabled people are in work now than two years ago. More than 3.3 million disabled people are in employment in total, which is an increase of 150,000 in the past year alone. Some Members made comments about the exact figures of the disability employment gap, but as has been pointed out, the reason for the discrepancy is that the rate of employment is so much higher under this Government than it was under the Labour Government.
ParlaMint-GB_2016-06-08-commons.u440	Will the hon. Gentleman give way?
ParlaMint-GB_2016-06-08-commons.u441	If the hon. Lady will forgive me, I will not, because I understand that we are only about 20 minutes away from the closing speeches and I want to give everyone the opportunity to speak Secondly, the motion says that the House “regrets that the Government has not yet published its White Paper” That does not even take account of the Secretary of State’s clear statement that he now intends to bring forward a Green Paper. I am surprised to hear the Labour party say that we should be doing this quicker, because its usual complaint is that we do not listen enough. Now, it appears to want us to rush out proposals without talking to the people we should be listening to. A proper consultation in which we talk to people with disabilities and the third-party, voluntary and charity sector organisations that represent them will take time. It is absolutely right for us to do that The motion goes on to note “with concern that commitments made in the Autumn Statement 2015 to help more disabled people through Access to Work and expanding Fit for Work have not materialised” I have the autumn statement here. It is clear in its commitment that there will be “a real terms increase in spending on Access to Work…to help a further 25,000 disabled people each year remain in work”. It talks of “expanding the Fit for Work service” and of “over £115 million of funding for the Joint Work and Health Unit” I say gently to the Labour party that the autumn statement is still in place. We are still in the period that it covers. I do not understand why Labour is suggesting that we are in some way reneging on it, when the period is still current.
ParlaMint-GB_2016-06-08-commons.u442	Will the hon. Gentleman give way?
ParlaMint-GB_2016-06-08-commons.u443	If the hon. Lady will forgive me, I will not give way for the reasons I have given. I am sorry The motion “further notes that the Government is reducing funding” That just does not add up. We are increasing spending on disability support. In the last Parliament, spending rose by £3 billion. We are now spending £50 billion on benefits alone to support people with disabilities and health conditions Last Friday, I attended a meeting of the North Devon and Torridge disability access forum. It was an extraordinarily positive meeting. Yes, it has concerns about the people it represents, but it wants to have a positive way of working with me and, through me, with the Government. That is typical of the positive attitude in North Devon. In Ilfracombe just two months ago, I organised a Disability Confident event, which the Under-Secretary of State for Disabled People attended. It was an extraordinarily positive event that showed what can be done when people get together and work for the good of the majority of people. That is what we should be do doing.
ParlaMint-GB_2016-06-08-commons.u444	Will my hon. Friend give way?
ParlaMint-GB_2016-06-08-commons.u445	I will give way.
ParlaMint-GB_2016-06-08-commons.u446	Oh!
ParlaMint-GB_2016-06-08-commons.u447	Does my hon. Friend agree that this issue affects the whole of Devon, not just North Devon?
ParlaMint-GB_2016-06-08-commons.u448	It would have been remiss of me not to give way to a Devon colleague. I agree with him entirely, of course In the last two years, 365,000 more disabled people have moved into work. About £50 billion every year is being spent on benefits alone to support people with disabilities or health conditions. The Government will continue to spend more than Labour did in 2010 in every year between now and 2020. Benefits related to the additional costs of disability have been uprated every year We are well on our way to securing the Government’s manifesto commitment to halve the disability employment gap. This Government are doing more than the Labour party, which proposed the motion today, ever did. This is opposition purely for opposition’s sake, and we should consign the motion to the No Lobby where it belongs.
ParlaMint-GB_2016-06-08-commons.u449	It is a privilege to speak in this debate. As chair of the all-party parliamentary group for disability, I have a particular interest in it being held and in it being constructive Disabled people are still under-represented in the workplace, with their general employment rate reported to have been 46.7% at the end of 2015, compared with a rate of 80.3% for non-disabled people, so we have a long way to go. Within the disabled population, there are certain groups of people for whom the employment gap is even wider. They include those with learning disabilities, developmental disorders, such as autistic spectrum disorder, and mental health issues. Mencap says that fewer than two in 10 people with a learning disability are currently in employment, despite the fact that eight in 10 are able to work if given the right support. Recent data also indicate that only 15% of people on the autistic spectrum are in full-time paid work, and that 26% of graduates on the autistic spectrum are unemployed Having a job is not just about earning a living, but about contributing to our psychological well-being. It provides people with a sense of belonging and purpose. It helps to provide social opportunities for people who might otherwise be isolated. It enables everybody to feel a sense of fulfilment and it is also good for our mental health. We must therefore tackle this vicious cycle. The Government have made a very welcome commitment to halve the disability employment gap. That has been translated into a figure of 1.2 million disabled people leaving benefits and entering the labour market. If that is achieved, what a welcome boost to our economy it would be We must ensure that we harness the potential of people with disabilities. TUC analysis shows, however, that, at current rates of progress, it will take until 2030 to achieve that target. That is very concerning. We therefore need to take significant action. I share the frustration of those who say that the White Paper has not been compiled within the promised timeframe. I fear that it is indeed a great let-down for disabled people. I also share the view that to remove benefits before putting in place adequate supports is unhelpful and actually disabling The all-party group on disability has been working on this issue, and we have identified the many elements that are required to make suitable progress. I will name but a few. They include: equipping disabled people to compete better for existing jobs through increased support at every stage; improving back-to-work support after short periods of unemployment or ill health; promoting training courses for people with disability, particularly within new and emerging markets; and setting up peer support programmes, which have been identified as a missing component, to assist confidence and enable people to provide good role modelling It was also raised at a round-table event this afternoon that we do not have many people with disability employed in jobcentres. This would be another good initiative, as they could support others to gain work. We need the availability of apprenticeships and training and supported internship programmes for people with disability. That is crucial. Moreover, we need to overcome quite significantly the negative attitudes of many employers to the recruitment of disabled people. I ask MPs across the House to hold job fairs, as I will be doing, with a specific focus on social enterprise and support for those with disabilities and for employers who wish to offer them employment. We in this House should also be leading by example, by promoting jobs and apprenticeships at Westminster for disabled people to train them in all aspects of running this House The issue of Motability cars has been raised by my constituents. Recently, I had a constructive meeting with Lord Sterling on this issue, and if possible I would like to have further discussions on the matter with the Minister. We are talking about a lifeline to independence and people must have it maintained. I stress the importance of involving disabled people at every stage of this Green Paper. The people who know what they need and what works are service users. I am pleased that, at the next meeting of our all-party parliamentary group, the Secretary of State will be in attendance alongside the Minister for Small Business, Industry and Enterprise and the Under-Secretary of State for Disabled People—the big three—so we hope to make progress. It is also important that the BIS Minister is there, because people with disability make not just very good employees but very good employers. We must take this forward I hope to work constructively with everyone in the House. This is a key issue. Getting it right will not only have an immense impact on the quality of life of individuals but will be extremely important for our society as a whole.
ParlaMint-GB_2016-06-08-commons.u450	It is a delight to serve under your chairmanship, Mr Deputy Speaker I thank those on the Labour Front Bench for calling this debate on disability and the employment gap, because it is all very much part of what I hope we on the Government Benches stand for—that is, being one nation and ensuring that we talk about life chances, which were firmly included in the Queen’s Speech I am one of very few Members on the Conservative Benches to represent a totally inner-city constituency. I do not have a single piece of countryside in my constituency—with the exception, perhaps, of a rather wet meadow that is the Ponderosa pony sanctuary—although it has lots of parks and things like that. I congratulate my hon. Friends on the Treasury Bench on the excellent job they have done in reducing the deficit and encouraging growth in the private sector, which has meant that we can begin to turn our minds as a Government towards how we will help those people who are out of work for reasons of disability or whatever else In my Plymouth Sutton and Devonport constituency, the claimant rate is now down to 4% from 6.1% in 2010, when I was first elected. In Plymouth, we are now facing the problem of a skills shortage. Shortly before the 2010 general election, my city was thought to be one of the most vulnerable communities in the country as it remained dependent on the public sector. It has had high levels of deprivation and, as my hon. Friend the Minister knows, there is a difference in life expectancy of 11 years between the city’s suburbs and the more deprived communities such as Devonport, which is where the dockyard is located Plymouth is a low-wage and low skills economy, with more than 38% of people who are employed working in the public sector. That is mainly because of our relationship with the Navy. During the 1950s, Ford was going to come to Plymouth but the Navy stopped that happening because it did not want to compete on wages and for skills. At that stage, it employed about 10,000 people, which is a very large number. That figure is now down to 3,000—perhaps 5,000—people working in the dockyard and elsewhere The city was badly bombed during the war, but we have a great sense of resilience, which is incredibly important. The work that has been done by the Government, the local enterprise partnership and the city council—by both political parties, I must add—to ensure that we got a city deal that will deliver 1,500 new skilled jobs is very good. It is not the case that because someone is disabled they cannot do a skilled job. After all, people have lots of opportunities to do that I have been working with a man called Chris Leonard who runs an employment agency called Mego, which specifically considers the lower-skilled. We came to the conclusion that to bring the number of claimants down even further, we must focus on those people suffering from mental health issues, such as depression. Too often, we do not think about that. Issues such as alcoholism, drug taking, neurological conditions and, of course, smoking produce that, so we must work very hard to ensure that those people can be helped back into work. I am also very keen to ensure that people suffering from neurological issues and other such conditions have access to the pharmaceutical products that they should have Last year, quite a few people wrote to me about ESA and I had quite a lot of sympathy with what they were saying. It is important that we ensure that they are encouraged to get into work by becoming involved with voluntary organisations and so on. The Government have been doing a good job of encouraging people to get involved in voluntary organisations. If anybody living in Plymouth, in the constituency or the city, wants to go and help the hedgehog sanctuary, that would be a brilliant idea. As everybody knows, I am a great fan of the hedgehog and have been doing a lot of work in that regard The Government need to make sure that people will not be isolated. We should encourage them to get back into community life. I have been doing a lot of work with the local jobcentre and last Friday I met a gentleman there who came to see me. He was quite young and obviously had real issues to do with autism. In Plymouth we are campaigning for an autism pre-school, because we have to start early in people’s lives to get them used to the idea. That young man had no confidence before he arrived, but staff were deeply surprised that he learned to engage with people, and he had even learned to shake my hand when he left. It is extremely important to instil such confidence It is important to ensure that skills testing takes place and that people in schools take an interest in the community. I pay tribute to Stoke Damerel community college for the work it does on dementia, which has become a big issue in the city. The more we can do to make sure that people can get back into work, the better.
ParlaMint-GB_2016-06-08-commons.u451	I am pleased to be able to speak briefly in the debate and to follow the hon. Member for Plymouth, Sutton and Devonport (Oliver Colvile). I want to use the opportunity to describe the experience of one of my constituents, who came to see me because of her concern and frustration about the Fit for Work scheme that is mentioned in the motion My constituent is a highly trained occupational therapist with decades of experience. She was employed by Fit for Work, the company under the umbrella of Health Management Ltd which is part of Maximus, the company to which the Government have awarded a lucrative contract to work with people with disabilities to get them back into work When the Secretary of State for Work and Pensions was the Secretary of State for Wales, he announced that the Fit for Work service was to be provided in Wales. The service was to provide support and advice to employed people if they had been or were likely to be off work for four weeks or more. According to Government statistics, about 48,000 Welsh workers a year are off sick for that length of time. Fit for Work was to be gradually rolled out across Wales and England. It was seen as a particularly important scheme in Wales, where a higher than average proportion of the workforce is employed in smaller companies, which do not have occupational health services to support absent staff The then Welsh Secretary said: “The Fit for Work initiative will give tens of thousands of people across Wales the support they need to return to their jobs more quickly. This is clearly good for the Welsh economy.” GPs in Wales were to offer patients a referral to the service, which included an in-depth assessment, followed by a personal return to work plan and managed support to get back to their jobs. That was in June 2015 My constituent came to see me because, as she put it, both as an employee of Fit for Work and as a taxpayer she was concerned about how that contract was being delivered. She started working for Fit for Work in November 2015, a few months after the Secretary of State’s announcement, at the centre in Nantgarw in the constituency of the shadow Secretary of State, my hon. Friend the Member for Pontypridd (Owen Smith). However, by April 2016 Fit for Work was making staff redundant because of insufficient referrals of clients, and the centre was closed My constituent asked me why the Government were not supporting a service that they had instigated. Twelve months after the start of the scheme the public, GPs and employers did not appear to know about it on any kind of meaningful scale. It was inadequately advertised, so it is little wonder that the number of referrals was too low. She told me that Fit for Work did only a few employer engagement activities. The implementation was poorly managed and badly promoted. Matters even got to the stage where highly qualified medical assessors—case managers like my constituent—were taken off assessments with clients and told to ring round employers to tout the service Fit for Work had been predicated on 13,500 referrals a month, but the service was getting only about 450 referrals. Not only had it been badly advertised and implemented, but the process that case managers implemented was not effective in helping people achieve the aims of the scheme. My constituent described it to me as very standardised and commoditised. Speed and light touch were its hallmark. The assessments were expected to be carried out very strictly, which had the effect of diluting the wealth of professional experience that my constituent could bring to her role. Assessors were expected to complete six assessments a day. She told me that she struggled to even do two or three properly because of the time it took. Everything is done over the telephone. Calls are meant to take 45 minutes and the referrals were supposed to be for people who had, for example, back pain, depression or anxiety and had been off work for four weeks. However, some of the people being referred had been off work for two years and their problems were much more complex I was just thinking about how one would try to gain, in 45 minutes, not only the trust of the person but sufficient information to understand properly their condition and the context they were living in. To do the assessment properly, my constituent felt it required preparation, including: reading all the information from the employer and the GP; making the telephone call; gathering the information from the client; considering all that evidence; considering what a return-to-work plan might look like; transcribing that information; and giving recommendations and an opinion within the production of that return-to-work plan. She told me that to do that properly would take three hours The targets set for the Fit for Work programme had the effect of removing much of her clinical judgment from the process. Fit for Work auditors would listen in on the calls with clients and tell the case manager whether the call they had made had passed or failed the requirements of the process—not whether it would deliver a proper return-to-work plan. It was very difficult to pass the test. She described the scheme and its implementation as being entirely data-driven, rather than people-driven. On his appointment, the Secretary of State said, laudably, that he wanted to ensure his Department realised there was a human being behind every DWP number. This direct account from someone who was employed to deliver his Department’s scheme flies in the face of that My constituent left me with a message for the Secretary of State. She says she is convinced of the need for this service. It could help a lot of people to get the right help and get back into work sooner after illness or injury. Her team was a fantastic group of highly skilled, empathetic and knowledgeable health professionals. They had very many valuable strengths and experiences to make people’s health and wellbeing better, allowing them to return to work at a time that was right for them. They were not utilised. They lost their jobs, the centre was closed and that support did not materialise.
ParlaMint-GB_2016-06-08-commons.u452	May I first start with apologies from my hon. Friend the Member for Pontypridd (Owen Smith)? He is attending a debate on the EU with the former Secretary of State, taking the opportunity to consider that issue in relation to its impact on disadvantaged people We have had a very interesting debate, with many well-informed and well-argued speeches. I pay tribute to the hon. Member for Airdrie and Shotts (Neil Gray) and wish his nephew with cerebral palsy all the very best with his GCSEs. [Hon. Members: “Hear, hear.”] My hon. Friend the Member for Workington (Sue Hayman) talked about her constituent who had gone through the PIP process and how it was affecting her ability to work. The hon. Member for South Cambridgeshire (Heidi Allen) gave a characteristically brave and honest speech, which we in this place have come to expect from her. My hon. Friend the Member for Blaydon (Mr Anderson) talked about his experience as a care worker and said that he has a family member with muscular dystrophy. He is the chair of the all-party group on that condition and made a very well-informed speech The hon. Member for Banff and Buchan (Dr Whiteford), with characteristic forensic analysis, talked about the issues we currently face in social security policy, in particular the lack of evidence for many of the measures the Government have introduced. The hon. Member for East Kilbride, Strathaven and Lesmahagow (Dr Cameron) focused on the disability employment gap and the variations relating to different conditions—a very important point. My hon. Friend the Member for Cardiff Central (Jo Stevens) described in detail her constituent’s dreadful and deskilling experience of working for the Fit for Work programme. The process focused on data, not people. We need our interest to be focused on people About 12 million people in the UK are living with a disability, an impairment or a limiting, long-term illness: 5.7 million are of working age; 5.2 million are over the age of 65; and 0.8 million are children. Although 4 million people with disabilities are working already, another 1.3 million are fit for work and want to work, but they are currently unemployed. However, as we have heard, the gap in the employment rate for disabled people, compared with non-disabled people, has grown under the Government to 34%—a 4% increase since they took office. Given that the vast majority—90%—of disabled people used to work, that is such a waste of their skills, experience and talent As study upon study has shown, the Government’s pledge to halve the disability employment gap rings hollow, with estimates that it will take until 2030 to do that at the current rate. The shelved White Paper, with the promise of a strategy defining support for disabled people, is yet another broken promise. Although I recognise that the Green Paper is coming, why did that not happen in the first place? Why has there been this about-turn The issue comes down to whether the Government believe in the principles that underpin the UN convention on the rights of persons with disabilities, to which we are a signatory. Fundamentally, disabled people should be able to participate fully in all aspects of society, including work, and to access the same opportunities as everyone else, and that includes being able to use their talent and skills to the best of their ability. No one should feel that they are unable to reach their best potential or that their hopes and dreams do not matter. Do the Government therefore support the principles and articles of the UN convention? If so, when will they publish the UN committee’s report investigating the UK’s breaches of the convention and their response to it?
ParlaMint-GB_2016-06-08-commons.u453	Will the hon. Lady give way?
ParlaMint-GB_2016-06-08-commons.u454	I am sorry, but I will not—I have a lot that I want to say The Government set the tone for the culture of society explicitly through their policies and laws, and more subtly through the language they use and what they imply. Collectively, those things tell us who they think is worthy or not. The Government have made their views abundantly clear. Their swingeing cuts to social security support for disabled people—including the recent ESA WRAG cut of £1,500 a year—total nearly £30 billion since 2010 to 3.7 million disabled people The Government’s overhaul of the work capability assessment manages to be both dehumanising and ineffective, and it has been associated with profound mental health effects, including suicide. Their sanctions policy targets the most vulnerable, bringing people to the brink, and some have died under it. The PIP debacle is making it harder for disabled people to stay in work. There is also the closure of the independent living fund. I could go on and on. This is happening across all Government Departments—Business, Innovation and Skills; housing; Transport; Education; Justice; and Culture, Media and Sport. Disabled people are being completely marginalised.
ParlaMint-GB_2016-06-08-commons.u455	Will the hon. Lady give way?
ParlaMint-GB_2016-06-08-commons.u456	I am sorry, but I will not. As I said, I have a lot to say What needs to happen? Addressing these issues, including the disability employment gap, needs political will and leadership. The Labour party’s disability equality roadshow will work with disabled people, their carers, disabled people’s organisations and providers across the UK, listening to them and developing with them policies that address their needs and that will work. However, we will also engage the public at large, providing an alternative to the Government’s negative narrative and casual inaction If 90% of disability is acquired, why are we doing so little to help employers retain skilled and experienced employees who may become poorly or disabled? We need practical measures to support disabled people at work, enabling them to thrive, and protecting them from prematurely leaving the labour market. Some disability charities have recommended more flexible leave arrangements, as well as extending the Access to Work programme. Clearly, if the Government increase the 37,000 or so who used Access to Work last year by another 25,000, that will still be only a tiny, tiny proportion of the 1.3 million people who are fit for work The Disability Confident scheme needs to be rebooted. The latest revelation that only 40 mainstream private sector employers across the UK have joined it since its inception three years ago shows that it is, to put it mildly, completely inadequate. What measures are in place to measure the scheme’s efficacy? Where employers work hard to recruit and retain disabled employees, how does that apply to their procurement policies and supply chains More needs to be done to help disabled people back into work. As we have been arguing for over a year, the work capability assessment needs to be replaced with a more holistic, whole-person assessment. The current system that assesses eligibility for social security support is not fit for purpose and should be completely overhauled. I welcome some of the change in language on disabled people on this matter. That needs to be reflected in departmental and Jobcentre Plus performance indicators that do not just focus on getting people “off flow” as a successful outcome. Since so many of the same people also have PIP assessments, we should also look at how we could bring these together. It is pleasing that the Government say that they are considering this Instead of the increasingly punitive sanctions system, more appropriate support needs to be provided. It is essential to maintain and increase specialist disability employment advisers in jobcentres. There is currently one adviser to 600 disabled people, and even if that is doubled to one to 300, that is still a very low ratio for the Government to be working to. I would also like their role to be extended to working with businesses. The current commissioning and payments system for the Work programme and other welfare-to-work programmes also needs rethinking. We need to improve specialist support, looking at what works. Work Choice, while it has better outcomes than other programmes, may not be the only solution. The individual placement and support scheme for people with mental health conditions is another example. As I have said before, there needs to be greater integration between Departments —not just between the DWP and the NHS but with BIS and economic development. For example, if someone who has musculoskeletal conditions or mental health issues has to take time off work, they need appropriate early intervention to help them get back to work. That is not happening at the moment. We need to understand the bottlenecks in the local system that my impact on this. We need to reflect on the drive for “flexible” labour markets and what this means for supporting people with long-term and fluctuating conditions back into work, and most probably out of work and then back into work, and so on There are clear geographical variations in the disability employment gap, but also in the strength of local economies and the availability and types of jobs. It is well established that the prevalence and geographical pattern of sick and disabled people reflects the industrial heritage of our country. Contrary to the Government’s “shirkers and scroungers” narrative, incapacity benefit and ESA are recognised as good population health indicators. Local economic conditions, whether the economy is thriving or not, will determine how readily sick and disabled people will be able return to work. Geographical analysis shows that people with equivalent conditions in the economically buoyant London and south-east are more likely to be in work that those in Northern Ireland, Scotland, the north-east, the north-west, and Wales It is over 70 years since legislation was first introduced to prohibit employment-related discrimination against disabled people. Sadly, we are still fighting to address this discrimination and the inequality in employment that disabled people still face. Changing attitudes and behaviour needs cultural change and it needs leadership, and we will provide it.
ParlaMint-GB_2016-06-08-commons.u457	It is a great pleasure to conclude this debate, which has been a positive and constructive debate on a very vital subject. I think it is fair to say that on the majority of the issues there is genuine cross-party consensus. We have identified the challenges that we face and we are looking to find as many opportunities as possible to move forward. I am proud to serve in a Government where the Prime Minister personally committed us to halving the disability employment gap. Our Secretary of State has shown a genuine passion to understand, listen and engage with the stakeholders—those with the first-hand experience of how we can identify the opportunities and overcome the challenges. I am confident that we will continue to make a real difference in this vital area In the past two years alone, 365,000 more disabled people have entered into work. This is crucial for a number of reasons, as I find when I engage with stakeholders, particularly young stakeholders. The hon. Member for Airdrie and Shotts (Neil Gray) mentioned his nephew who is taking his GCSE exams—I join in the good luck messages to him. That summed up exactly why this is so important. Disabled people rightly wish to be judged on their ability, not their disability. I say that as an individual who has not only employed disabled people but benefited from doing so We have to look at businesses. My hon. Friend the Member for Plymouth, Sutton and Devonport (Oliver Colvile) highlighted one of the key areas, which is that we have a skills shortage in this country. If businesses have the confidence to make the necessary changes—often, they are small ones—they will benefit. If more disabled people can get into work, disabled people and businesses will benefit. It is a genuine win-win situation. Key for the Government, and key in my role, is to make sure that we showcase talent, share best practice and create genuine opportunities I will quickly whizz through some of the highlights of the work that we are already doing. There is a real-terms increase in support to help those with disabilities and long-term health conditions to seek work. We are reforming Jobcentre Plus. We have the hidden impairment toolkit and additional training. We have doubled the number of disability advisers. We have commissioned the £43 million mental health pilots, including the collocation of improving access to psychological therapies The new Work and Health unit rightly brings together the greatest minds in DWP and the Department of Health —something that has been greatly welcomed by our stakeholder groups. In that, we have already commissioned pilots on the innovation portfolios with a real focus on mental health support, the personalisation pathfinders and the peer-to-peer support that our stakeholders repeatedly highlight as crucial. Disability Rights UK has helped to lead on those pilots. The hon. Member for East Kilbride, Strathaven and Lesmahagow (Dr Cameron), who does great work as the chair of the all-party group on disability, also recognises the importance of peer-to-peer support With the reforms and the introduction of universal credit, the area that I am most excited about is having a named coach for the first time. As individuals navigate their way over the challenges of getting into the workplace, they will have a named coach to support them to find work and to get additional support. When they are in work, for the first time they will have continued support to help them to achieve genuine career progression I welcome the increased focus from the Health and Safety Executive, for which I am also responsible. Its title includes health and safety, and on safety it is world leading—foreign countries and foreign businesses pay for our expertise in improving safety—but there is also a real focus on the health side, recognising that we lose 131 million days a year to ill health. There will be a huge amount of additional work in that area. The HSE has fantastic business engagement. Businesses of all sizes—small, medium-sized and large—proactively engage with it, and we want to utilise that.
ParlaMint-GB_2016-06-08-commons.u458	While my hon. Friend is on the subject of health, does he agree that disability sport can play a huge role in not only supporting the health of people with disabilities but building their confidence and helping them to prepare for work? Does he agree that we should do all we can to support initiatives such as the International Centre for Inclusive Sport at the University of Worcester?
ParlaMint-GB_2016-06-08-commons.u459	I thank my hon. Friend for that helpful intervention. I absolutely agree, and it was a great pleasure to join my hon. Friend in visiting Worcester arena, which showcased how inclusive design right from the beginning has made a genuine difference and created more opportunities. That was one of my favourite visits as a Minister The new employment allowance has helped more than 16,000 disabled people to start their own business, and with Access to Work we have secured funding for an additional 25,000 people. We are close to launching the digital service to bring Access to Work online, which will please employers and those who seek to claim. We have introduced specialist teams. We have the mental health support service, and we are doing further work to support apprentices, particularly those with mental health conditions. My hon. Friend the Member for Erewash (Maggie Throup) highlighted the need to increase awareness, and she is absolutely right. All too often, this has been Government’s best-kept secret. I commissioned work through KPMG to look at how we can better increase awareness so that we can, as quickly as possible, fill the 25,000 additional places. As many speakers have highlighted, it is not just about the Government; we have to look at employers, because employers will create those opportunities.
ParlaMint-GB_2016-06-08-commons.u460	Before the Minister moves away from the role of the Government, can I just say how refreshing the disability organisations I am proud to have worked with over the years have found it to have a new Secretary of State, with a new and more engaging agenda, who is willing to acknowledge that there has been significant failure over the last six years at the introduction of new and better schemes?
ParlaMint-GB_2016-06-08-commons.u461	I thank the hon. Gentleman for that comment. I find it refreshing that the Secretary of State is willing to engage, because we are talking about the individuals who see those opportunities and challenges from day to day, and who can provide us with constructive solutions. The Green Paper, which I will talk about later on, is a real opportunity for them genuinely to shape how we will improve opportunities We want to help encourage employers to provide such opportunities so that those who chose to engage with the Work programme, with Work Choice and with charities do not continue in the loop—yet another 12-week course to be told how to prepare a CV and go through an interview—and lose confidence as they move further away from the jobs market. The key is that if we can create those opportunities, more people will be able to get into work Our Disability Confident campaign has now signed up over 600 employers, and we are recruiting over 100 a month. This is about sharing best practice and signposting, but we will go further. We are working on plans with greater asks of particularly the larger employers to make sure that they include as many people as possible from their supply chain in such training days Several Members have highlighted reverse jobs fairs. It was a great pleasure to visit the one held by my hon. Friend the Member for North Devon (Peter Heaton-Jones). This is about bringing together all the organisations doing a huge amount of work to support disabled people in their respective communities to meet small and medium-sized businesses that are often unaware of the huge wealth of talent in the country and the support that would help people into work. I am proud that a cross-party group of over 50 MPs have signed up to hold their very own reverse jobs fairs. I thank each and every one of them because it will make a difference We have commissioned small employer engagement pilots, in which we are sending out representatives to talk to small and medium-sized businesses—doorstepping them, asking them to put on the kettle, and saying, “Look, we are here to support you. We can signpost you to genuine talent to fill your skills gaps.” The pilots are still in their early days, but I am very excited by the positive outcomes achieved in matching skills gaps with people who wish to work Some speakers talked about how vital apprenticeships are. They give people a genuine opportunity to develop real, tangible skills that will lead to work. I pay tribute to my hon. Friend the Member for Blackpool North and Cleveleys (Paul Maynard), who has chaired the joint taskforce set up by the Minister for Skills, the BIS Minister with responsibility for apprenticeships, and me. The taskforce will make sure we can open the apprenticeship commitment—the Government want 3 million more people to access the apprenticeships scheme during this Parliament—to more people with disabilities, particularly those with learning difficulties who find the entry requirement of grade Cs in GCSE maths and English to be a hurdle too far. Again, I am very excited about this. We set up a one-month taskforce, and its work was completed yesterday. We will look at its recommendations, and we intend to act as quickly as possible This is about the importance of localising and tailoring our solutions, and we are absolutely committed to that. Several speakers highlighted the fact that only 6% of those with learning disabilities will typically achieve meaningful, tangible outcomes. That is totally unacceptable. When I visited Foxes Academy in Bridgwater, which was featured on Channel 5, I learned that over 80% of its students have been able to find work, of which 45.6% are in paid employment. That is because it has the equivalent of an apprenticeship scheme, with supported working. It works with employers to identify skills gaps and it provides the necessary training. That is something we can replicate and that I want the taskforce to highlight, and I am excited about its potential I attended the launch of the Resolution Foundation report yesterday, and I pay tribute to both Laura and Declan, who did a huge amount of work on it. The report highlights a lot of important issues, especially about the retention of disabled people in work, which is particularly important given that we have an ageing workforce and that 83% of people with a disability have developed that disability with age. It is right to look at all those areas to help keep as many people as possible in work. It is far easier to support people to keep them in work than it is to get them back into work To turn to the Green Paper, I know from my engagement with them that the stakeholders are genuinely excited at this opportunity. They understand that they will make a tangible difference to what the Government are doing, and I hope that that will secure support I want quickly to respond to some of the points made by the shadow Secretary of State. On mobility, there are 22,000 more people accessing the mobility scheme than before PIP was introduced. On the 20-metre rule, it is not as black and white as whether someone can do 19 metres or 21 metres; it is about being able to travel a distance reliably, safely, in a timely manner and repeatedly. On the assessment process, I urge the shadow Secretary of State to visit a centre and sit through an assessment to see what happens. There is too much hearsay, and not enough genuine knowledge. On DLA, let us remember that only 16% of claimants accessed the highest rate of benefit compared with 22.5% under PIP. We are targeting the money at the most vulnerable, and that is why the numbers are increasing and the money is being spent I say to the hon. Member for Oldham East and Saddleworth (Debbie Abrahams) that it is right this is done on a cross-Government basis. It has to be joined up and we genuinely need greater understanding. I say to all those who contributed to this debate that it has been an important and positive one.
ParlaMint-GB_2016-06-08-commons.u462	claimed to move the closure (Standing Order No. 36). Question put forthwith, That the Question be now put Question agreed to. Main Question accordingly put.
